Mes y año	Mes (código)	Comarca código	Comarca nombre	Sexo	Edad (grupos quinquenales)	Número de contratos
Junio 2021	202106	01	La Jacetania	Hombres	16-19	32
Junio 2021	202106	01	La Jacetania	Mujeres	16-19	23
Junio 2021	202106	01	La Jacetania	Hombres	20-24	67
Junio 2021	202106	01	La Jacetania	Mujeres	20-24	79
Junio 2021	202106	01	La Jacetania	Hombres	25-29	41
Junio 2021	202106	01	La Jacetania	Mujeres	25-29	42
Junio 2021	202106	01	La Jacetania	Hombres	30-34	38
Junio 2021	202106	01	La Jacetania	Mujeres	30-34	32
Junio 2021	202106	01	La Jacetania	Hombres	35-39	27
Junio 2021	202106	01	La Jacetania	Mujeres	35-39	34
Junio 2021	202106	01	La Jacetania	Hombres	40-44	37
Junio 2021	202106	01	La Jacetania	Mujeres	40-44	53
Junio 2021	202106	01	La Jacetania	Hombres	45-49	25
Junio 2021	202106	01	La Jacetania	Mujeres	45-49	33
Junio 2021	202106	01	La Jacetania	Hombres	50-54	21
Junio 2021	202106	01	La Jacetania	Mujeres	50-54	27
Junio 2021	202106	01	La Jacetania	Hombres	55-59	19
Junio 2021	202106	01	La Jacetania	Mujeres	55-59	16
Junio 2021	202106	01	La Jacetania	Hombres	60-64	8
Junio 2021	202106	01	La Jacetania	Mujeres	60-64	9
Junio 2021	202106	01	La Jacetania	Hombres	Más de 64	2
Junio 2021	202106	01	La Jacetania	Mujeres	Más de 64	1
Junio 2021	202106	02	Alto Gállego	Hombres	16-19	22
Junio 2021	202106	02	Alto Gállego	Mujeres	16-19	13
Junio 2021	202106	02	Alto Gállego	Hombres	20-24	36
Junio 2021	202106	02	Alto Gállego	Mujeres	20-24	38
Junio 2021	202106	02	Alto Gállego	Hombres	25-29	37
Junio 2021	202106	02	Alto Gállego	Mujeres	25-29	24
Junio 2021	202106	02	Alto Gállego	Hombres	30-34	37
Junio 2021	202106	02	Alto Gállego	Mujeres	30-34	27
Junio 2021	202106	02	Alto Gállego	Hombres	35-39	35
Junio 2021	202106	02	Alto Gállego	Mujeres	35-39	37
Junio 2021	202106	02	Alto Gállego	Hombres	40-44	31
Junio 2021	202106	02	Alto Gállego	Mujeres	40-44	33
Junio 2021	202106	02	Alto Gállego	Hombres	45-49	25
Junio 2021	202106	02	Alto Gállego	Mujeres	45-49	20
Junio 2021	202106	02	Alto Gállego	Hombres	50-54	12
Junio 2021	202106	02	Alto Gállego	Mujeres	50-54	16
Junio 2021	202106	02	Alto Gállego	Hombres	55-59	12
Junio 2021	202106	02	Alto Gállego	Mujeres	55-59	17
Junio 2021	202106	02	Alto Gállego	Hombres	60-64	7
Junio 2021	202106	02	Alto Gállego	Mujeres	60-64	6
Junio 2021	202106	02	Alto Gállego	Mujeres	Más de 64	1
Junio 2021	202106	03	Sobrarbe	Hombres	16-19	21
Junio 2021	202106	03	Sobrarbe	Mujeres	16-19	30
Junio 2021	202106	03	Sobrarbe	Hombres	20-24	78
Junio 2021	202106	03	Sobrarbe	Mujeres	20-24	54
Junio 2021	202106	03	Sobrarbe	Hombres	25-29	35
Junio 2021	202106	03	Sobrarbe	Mujeres	25-29	62
Junio 2021	202106	03	Sobrarbe	Hombres	30-34	48
Junio 2021	202106	03	Sobrarbe	Mujeres	30-34	38
Junio 2021	202106	03	Sobrarbe	Hombres	35-39	22
Junio 2021	202106	03	Sobrarbe	Mujeres	35-39	24
Junio 2021	202106	03	Sobrarbe	Hombres	40-44	36
Junio 2021	202106	03	Sobrarbe	Mujeres	40-44	28
Junio 2021	202106	03	Sobrarbe	Hombres	45-49	31
Junio 2021	202106	03	Sobrarbe	Mujeres	45-49	32
Junio 2021	202106	03	Sobrarbe	Hombres	50-54	18
Junio 2021	202106	03	Sobrarbe	Mujeres	50-54	27
Junio 2021	202106	03	Sobrarbe	Hombres	55-59	16
Junio 2021	202106	03	Sobrarbe	Mujeres	55-59	18
Junio 2021	202106	03	Sobrarbe	Hombres	60-64	4
Junio 2021	202106	03	Sobrarbe	Mujeres	60-64	4
Junio 2021	202106	03	Sobrarbe	Hombres	Más de 64	3
Junio 2021	202106	04	La Ribagorza	Hombres	16-19	17
Junio 2021	202106	04	La Ribagorza	Mujeres	16-19	13
Junio 2021	202106	04	La Ribagorza	Hombres	20-24	36
Junio 2021	202106	04	La Ribagorza	Mujeres	20-24	43
Junio 2021	202106	04	La Ribagorza	Hombres	25-29	48
Junio 2021	202106	04	La Ribagorza	Mujeres	25-29	37
Junio 2021	202106	04	La Ribagorza	Hombres	30-34	39
Junio 2021	202106	04	La Ribagorza	Mujeres	30-34	33
Junio 2021	202106	04	La Ribagorza	Hombres	35-39	42
Junio 2021	202106	04	La Ribagorza	Mujeres	35-39	29
Junio 2021	202106	04	La Ribagorza	Hombres	40-44	39
Junio 2021	202106	04	La Ribagorza	Mujeres	40-44	39
Junio 2021	202106	04	La Ribagorza	Hombres	45-49	34
Junio 2021	202106	04	La Ribagorza	Mujeres	45-49	34
Junio 2021	202106	04	La Ribagorza	Hombres	50-54	17
Junio 2021	202106	04	La Ribagorza	Mujeres	50-54	27
Junio 2021	202106	04	La Ribagorza	Hombres	55-59	7
Junio 2021	202106	04	La Ribagorza	Mujeres	55-59	16
Junio 2021	202106	04	La Ribagorza	Hombres	60-64	8
Junio 2021	202106	04	La Ribagorza	Mujeres	60-64	9
Junio 2021	202106	04	La Ribagorza	Hombres	Más de 64	1
Junio 2021	202106	04	La Ribagorza	Mujeres	Más de 64	1
Junio 2021	202106	05	Cinco Villas	Hombres	16-19	65
Junio 2021	202106	05	Cinco Villas	Mujeres	16-19	29
Junio 2021	202106	05	Cinco Villas	Hombres	20-24	116
Junio 2021	202106	05	Cinco Villas	Mujeres	20-24	69
Junio 2021	202106	05	Cinco Villas	Hombres	25-29	68
Junio 2021	202106	05	Cinco Villas	Mujeres	25-29	32
Junio 2021	202106	05	Cinco Villas	Hombres	30-34	59
Junio 2021	202106	05	Cinco Villas	Mujeres	30-34	54
Junio 2021	202106	05	Cinco Villas	Hombres	35-39	62
Junio 2021	202106	05	Cinco Villas	Mujeres	35-39	57
Junio 2021	202106	05	Cinco Villas	Hombres	40-44	76
Junio 2021	202106	05	Cinco Villas	Mujeres	40-44	70
Junio 2021	202106	05	Cinco Villas	Hombres	45-49	60
Junio 2021	202106	05	Cinco Villas	Mujeres	45-49	74
Junio 2021	202106	05	Cinco Villas	Hombres	50-54	40
Junio 2021	202106	05	Cinco Villas	Mujeres	50-54	68
Junio 2021	202106	05	Cinco Villas	Hombres	55-59	25
Junio 2021	202106	05	Cinco Villas	Mujeres	55-59	37
Junio 2021	202106	05	Cinco Villas	Hombres	60-64	20
Junio 2021	202106	05	Cinco Villas	Mujeres	60-64	12
Junio 2021	202106	05	Cinco Villas	Hombres	Más de 64	4
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Hombres	16-19	76
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Mujeres	16-19	54
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Hombres	20-24	218
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Mujeres	20-24	215
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Hombres	25-29	183
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Mujeres	25-29	173
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Hombres	30-34	138
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Mujeres	30-34	138
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Hombres	35-39	138
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Mujeres	35-39	121
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Hombres	40-44	115
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Mujeres	40-44	133
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Hombres	45-49	120
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Mujeres	45-49	140
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Hombres	50-54	87
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Mujeres	50-54	119
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Hombres	55-59	57
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Mujeres	55-59	60
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Hombres	60-64	27
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Mujeres	60-64	35
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Hombres	Más de 64	5
Junio 2021	202106	06	Hoya de Huesca / Plana de Uesca	Mujeres	Más de 64	2
Junio 2021	202106	07	Somontano de Barbastro	Hombres	16-19	39
Junio 2021	202106	07	Somontano de Barbastro	Mujeres	16-19	16
Junio 2021	202106	07	Somontano de Barbastro	Hombres	20-24	77
Junio 2021	202106	07	Somontano de Barbastro	Mujeres	20-24	60
Junio 2021	202106	07	Somontano de Barbastro	Hombres	25-29	60
Junio 2021	202106	07	Somontano de Barbastro	Mujeres	25-29	48
Junio 2021	202106	07	Somontano de Barbastro	Hombres	30-34	60
Junio 2021	202106	07	Somontano de Barbastro	Mujeres	30-34	43
Junio 2021	202106	07	Somontano de Barbastro	Hombres	35-39	53
Junio 2021	202106	07	Somontano de Barbastro	Mujeres	35-39	27
Junio 2021	202106	07	Somontano de Barbastro	Hombres	40-44	46
Junio 2021	202106	07	Somontano de Barbastro	Mujeres	40-44	35
Junio 2021	202106	07	Somontano de Barbastro	Hombres	45-49	41
Junio 2021	202106	07	Somontano de Barbastro	Mujeres	45-49	35
Junio 2021	202106	07	Somontano de Barbastro	Hombres	50-54	27
Junio 2021	202106	07	Somontano de Barbastro	Mujeres	50-54	34
Junio 2021	202106	07	Somontano de Barbastro	Hombres	55-59	20
Junio 2021	202106	07	Somontano de Barbastro	Mujeres	55-59	23
Junio 2021	202106	07	Somontano de Barbastro	Hombres	60-64	15
Junio 2021	202106	07	Somontano de Barbastro	Mujeres	60-64	6
Junio 2021	202106	08	Cinca Medio	Hombres	16-19	65
Junio 2021	202106	08	Cinca Medio	Mujeres	16-19	32
Junio 2021	202106	08	Cinca Medio	Hombres	20-24	81
Junio 2021	202106	08	Cinca Medio	Mujeres	20-24	68
Junio 2021	202106	08	Cinca Medio	Hombres	25-29	75
Junio 2021	202106	08	Cinca Medio	Mujeres	25-29	56
Junio 2021	202106	08	Cinca Medio	Hombres	30-34	49
Junio 2021	202106	08	Cinca Medio	Mujeres	30-34	35
Junio 2021	202106	08	Cinca Medio	Hombres	35-39	77
Junio 2021	202106	08	Cinca Medio	Mujeres	35-39	33
Junio 2021	202106	08	Cinca Medio	Hombres	40-44	71
Junio 2021	202106	08	Cinca Medio	Mujeres	40-44	37
Junio 2021	202106	08	Cinca Medio	Hombres	45-49	75
Junio 2021	202106	08	Cinca Medio	Mujeres	45-49	40
Junio 2021	202106	08	Cinca Medio	Hombres	50-54	49
Junio 2021	202106	08	Cinca Medio	Mujeres	50-54	27
Junio 2021	202106	08	Cinca Medio	Hombres	55-59	34
Junio 2021	202106	08	Cinca Medio	Mujeres	55-59	20
Junio 2021	202106	08	Cinca Medio	Hombres	60-64	16
Junio 2021	202106	08	Cinca Medio	Mujeres	60-64	7
Junio 2021	202106	08	Cinca Medio	Hombres	Más de 64	5
Junio 2021	202106	09	La Litera / La Llitera	Hombres	16-19	38
Junio 2021	202106	09	La Litera / La Llitera	Mujeres	16-19	25
Junio 2021	202106	09	La Litera / La Llitera	Hombres	20-24	94
Junio 2021	202106	09	La Litera / La Llitera	Mujeres	20-24	50
Junio 2021	202106	09	La Litera / La Llitera	Hombres	25-29	66
Junio 2021	202106	09	La Litera / La Llitera	Mujeres	25-29	29
Junio 2021	202106	09	La Litera / La Llitera	Hombres	30-34	67
Junio 2021	202106	09	La Litera / La Llitera	Mujeres	30-34	27
Junio 2021	202106	09	La Litera / La Llitera	Hombres	35-39	72
Junio 2021	202106	09	La Litera / La Llitera	Mujeres	35-39	33
Junio 2021	202106	09	La Litera / La Llitera	Hombres	40-44	69
Junio 2021	202106	09	La Litera / La Llitera	Mujeres	40-44	37
Junio 2021	202106	09	La Litera / La Llitera	Hombres	45-49	58
Junio 2021	202106	09	La Litera / La Llitera	Mujeres	45-49	54
Junio 2021	202106	09	La Litera / La Llitera	Hombres	50-54	42
Junio 2021	202106	09	La Litera / La Llitera	Mujeres	50-54	25
Junio 2021	202106	09	La Litera / La Llitera	Hombres	55-59	31
Junio 2021	202106	09	La Litera / La Llitera	Mujeres	55-59	12
Junio 2021	202106	09	La Litera / La Llitera	Hombres	60-64	10
Junio 2021	202106	09	La Litera / La Llitera	Mujeres	60-64	3
Junio 2021	202106	09	La Litera / La Llitera	Hombres	Más de 64	1
Junio 2021	202106	10	Los Monegros	Hombres	16-19	25
Junio 2021	202106	10	Los Monegros	Mujeres	16-19	10
Junio 2021	202106	10	Los Monegros	Hombres	20-24	58
Junio 2021	202106	10	Los Monegros	Mujeres	20-24	35
Junio 2021	202106	10	Los Monegros	Hombres	25-29	37
Junio 2021	202106	10	Los Monegros	Mujeres	25-29	17
Junio 2021	202106	10	Los Monegros	Hombres	30-34	30
Junio 2021	202106	10	Los Monegros	Mujeres	30-34	8
Junio 2021	202106	10	Los Monegros	Hombres	35-39	24
Junio 2021	202106	10	Los Monegros	Mujeres	35-39	16
Junio 2021	202106	10	Los Monegros	Hombres	40-44	46
Junio 2021	202106	10	Los Monegros	Mujeres	40-44	15
Junio 2021	202106	10	Los Monegros	Hombres	45-49	33
Junio 2021	202106	10	Los Monegros	Mujeres	45-49	12
Junio 2021	202106	10	Los Monegros	Hombres	50-54	23
Junio 2021	202106	10	Los Monegros	Mujeres	50-54	7
Junio 2021	202106	10	Los Monegros	Hombres	55-59	19
Junio 2021	202106	10	Los Monegros	Mujeres	55-59	6
Junio 2021	202106	10	Los Monegros	Hombres	60-64	6
Junio 2021	202106	10	Los Monegros	Mujeres	60-64	4
Junio 2021	202106	10	Los Monegros	Hombres	Más de 64	3
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Hombres	16-19	350
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Mujeres	16-19	159
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Hombres	20-24	362
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Mujeres	20-24	258
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Hombres	25-29	291
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Mujeres	25-29	231
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Hombres	30-34	310
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Mujeres	30-34	211
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Hombres	35-39	331
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Mujeres	35-39	198
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Hombres	40-44	414
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Mujeres	40-44	226
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Hombres	45-49	359
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Mujeres	45-49	246
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Hombres	50-54	294
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Mujeres	50-54	155
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Hombres	55-59	153
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Mujeres	55-59	63
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Hombres	60-64	76
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Mujeres	60-64	29
Junio 2021	202106	11	Bajo Cinca / Baix Cinca	Hombres	Más de 64	26
Junio 2021	202106	12	Tarazona y el Moncayo	Hombres	16-19	15
Junio 2021	202106	12	Tarazona y el Moncayo	Mujeres	16-19	13
Junio 2021	202106	12	Tarazona y el Moncayo	Hombres	20-24	53
Junio 2021	202106	12	Tarazona y el Moncayo	Mujeres	20-24	37
Junio 2021	202106	12	Tarazona y el Moncayo	Hombres	25-29	44
Junio 2021	202106	12	Tarazona y el Moncayo	Mujeres	25-29	44
Junio 2021	202106	12	Tarazona y el Moncayo	Hombres	30-34	23
Junio 2021	202106	12	Tarazona y el Moncayo	Mujeres	30-34	24
Junio 2021	202106	12	Tarazona y el Moncayo	Hombres	35-39	18
Junio 2021	202106	12	Tarazona y el Moncayo	Mujeres	35-39	29
Junio 2021	202106	12	Tarazona y el Moncayo	Hombres	40-44	24
Junio 2021	202106	12	Tarazona y el Moncayo	Mujeres	40-44	38
Junio 2021	202106	12	Tarazona y el Moncayo	Hombres	45-49	13
Junio 2021	202106	12	Tarazona y el Moncayo	Mujeres	45-49	20
Junio 2021	202106	12	Tarazona y el Moncayo	Hombres	50-54	18
Junio 2021	202106	12	Tarazona y el Moncayo	Mujeres	50-54	18
Junio 2021	202106	12	Tarazona y el Moncayo	Hombres	55-59	9
Junio 2021	202106	12	Tarazona y el Moncayo	Mujeres	55-59	9
Junio 2021	202106	12	Tarazona y el Moncayo	Hombres	60-64	5
Junio 2021	202106	12	Tarazona y el Moncayo	Mujeres	60-64	5
Junio 2021	202106	13	Campo de Borja	Hombres	16-19	19
Junio 2021	202106	13	Campo de Borja	Mujeres	16-19	17
Junio 2021	202106	13	Campo de Borja	Hombres	20-24	51
Junio 2021	202106	13	Campo de Borja	Mujeres	20-24	49
Junio 2021	202106	13	Campo de Borja	Hombres	25-29	27
Junio 2021	202106	13	Campo de Borja	Mujeres	25-29	34
Junio 2021	202106	13	Campo de Borja	Hombres	30-34	16
Junio 2021	202106	13	Campo de Borja	Mujeres	30-34	28
Junio 2021	202106	13	Campo de Borja	Hombres	35-39	13
Junio 2021	202106	13	Campo de Borja	Mujeres	35-39	24
Junio 2021	202106	13	Campo de Borja	Hombres	40-44	15
Junio 2021	202106	13	Campo de Borja	Mujeres	40-44	23
Junio 2021	202106	13	Campo de Borja	Hombres	45-49	25
Junio 2021	202106	13	Campo de Borja	Mujeres	45-49	26
Junio 2021	202106	13	Campo de Borja	Hombres	50-54	17
Junio 2021	202106	13	Campo de Borja	Mujeres	50-54	14
Junio 2021	202106	13	Campo de Borja	Hombres	55-59	15
Junio 2021	202106	13	Campo de Borja	Mujeres	55-59	8
Junio 2021	202106	13	Campo de Borja	Hombres	60-64	4
Junio 2021	202106	13	Campo de Borja	Mujeres	60-64	8
Junio 2021	202106	13	Campo de Borja	Hombres	Más de 64	1
Junio 2021	202106	14	Aranda	Hombres	16-19	8
Junio 2021	202106	14	Aranda	Mujeres	16-19	2
Junio 2021	202106	14	Aranda	Hombres	20-24	18
Junio 2021	202106	14	Aranda	Mujeres	20-24	6
Junio 2021	202106	14	Aranda	Hombres	25-29	6
Junio 2021	202106	14	Aranda	Mujeres	25-29	3
Junio 2021	202106	14	Aranda	Hombres	30-34	5
Junio 2021	202106	14	Aranda	Mujeres	30-34	4
Junio 2021	202106	14	Aranda	Hombres	35-39	7
Junio 2021	202106	14	Aranda	Mujeres	35-39	5
Junio 2021	202106	14	Aranda	Hombres	40-44	9
Junio 2021	202106	14	Aranda	Mujeres	40-44	11
Junio 2021	202106	14	Aranda	Hombres	45-49	12
Junio 2021	202106	14	Aranda	Mujeres	45-49	6
Junio 2021	202106	14	Aranda	Hombres	50-54	12
Junio 2021	202106	14	Aranda	Mujeres	50-54	10
Junio 2021	202106	14	Aranda	Hombres	55-59	12
Junio 2021	202106	14	Aranda	Mujeres	55-59	5
Junio 2021	202106	14	Aranda	Hombres	60-64	6
Junio 2021	202106	14	Aranda	Mujeres	60-64	2
Junio 2021	202106	14	Aranda	Hombres	Más de 64	1
Junio 2021	202106	15	Ribera Alta del Ebro	Hombres	16-19	62
Junio 2021	202106	15	Ribera Alta del Ebro	Mujeres	16-19	25
Junio 2021	202106	15	Ribera Alta del Ebro	Hombres	20-24	323
Junio 2021	202106	15	Ribera Alta del Ebro	Mujeres	20-24	140
Junio 2021	202106	15	Ribera Alta del Ebro	Hombres	25-29	313
Junio 2021	202106	15	Ribera Alta del Ebro	Mujeres	25-29	106
Junio 2021	202106	15	Ribera Alta del Ebro	Hombres	30-34	221
Junio 2021	202106	15	Ribera Alta del Ebro	Mujeres	30-34	106
Junio 2021	202106	15	Ribera Alta del Ebro	Hombres	35-39	229
Junio 2021	202106	15	Ribera Alta del Ebro	Mujeres	35-39	88
Junio 2021	202106	15	Ribera Alta del Ebro	Hombres	40-44	161
Junio 2021	202106	15	Ribera Alta del Ebro	Mujeres	40-44	133
Junio 2021	202106	15	Ribera Alta del Ebro	Hombres	45-49	170
Junio 2021	202106	15	Ribera Alta del Ebro	Mujeres	45-49	112
Junio 2021	202106	15	Ribera Alta del Ebro	Hombres	50-54	88
Junio 2021	202106	15	Ribera Alta del Ebro	Mujeres	50-54	70
Junio 2021	202106	15	Ribera Alta del Ebro	Hombres	55-59	74
Junio 2021	202106	15	Ribera Alta del Ebro	Mujeres	55-59	41
Junio 2021	202106	15	Ribera Alta del Ebro	Hombres	60-64	40
Junio 2021	202106	15	Ribera Alta del Ebro	Mujeres	60-64	12
Junio 2021	202106	15	Ribera Alta del Ebro	Hombres	Más de 64	6
Junio 2021	202106	15	Ribera Alta del Ebro	Mujeres	Más de 64	1
Junio 2021	202106	16	Valdejalón	Hombres	16-19	303
Junio 2021	202106	16	Valdejalón	Mujeres	16-19	114
Junio 2021	202106	16	Valdejalón	Hombres	20-24	569
Junio 2021	202106	16	Valdejalón	Mujeres	20-24	220
Junio 2021	202106	16	Valdejalón	Hombres	25-29	405
Junio 2021	202106	16	Valdejalón	Mujeres	25-29	174
Junio 2021	202106	16	Valdejalón	Hombres	30-34	396
Junio 2021	202106	16	Valdejalón	Mujeres	30-34	200
Junio 2021	202106	16	Valdejalón	Hombres	35-39	406
Junio 2021	202106	16	Valdejalón	Mujeres	35-39	210
Junio 2021	202106	16	Valdejalón	Hombres	40-44	465
Junio 2021	202106	16	Valdejalón	Mujeres	40-44	256
Junio 2021	202106	16	Valdejalón	Hombres	45-49	491
Junio 2021	202106	16	Valdejalón	Mujeres	45-49	247
Junio 2021	202106	16	Valdejalón	Hombres	50-54	395
Junio 2021	202106	16	Valdejalón	Mujeres	50-54	182
Junio 2021	202106	16	Valdejalón	Hombres	55-59	238
Junio 2021	202106	16	Valdejalón	Mujeres	55-59	74
Junio 2021	202106	16	Valdejalón	Hombres	60-64	132
Junio 2021	202106	16	Valdejalón	Mujeres	60-64	32
Junio 2021	202106	16	Valdejalón	Hombres	Más de 64	37
Junio 2021	202106	16	Valdejalón	Mujeres	Más de 64	3
Junio 2021	202106	17	Central	Hombres	16-19	836
Junio 2021	202106	17	Central	Mujeres	16-19	563
Junio 2021	202106	17	Central	Hombres	20-24	3129
Junio 2021	202106	17	Central	Mujeres	20-24	2501
Junio 2021	202106	17	Central	Hombres	25-29	2409
Junio 2021	202106	17	Central	Mujeres	25-29	2163
Junio 2021	202106	17	Central	Hombres	30-34	1832
Junio 2021	202106	17	Central	Mujeres	30-34	1603
Junio 2021	202106	17	Central	Hombres	35-39	1739
Junio 2021	202106	17	Central	Mujeres	35-39	1471
Junio 2021	202106	17	Central	Hombres	40-44	1743
Junio 2021	202106	17	Central	Mujeres	40-44	1633
Junio 2021	202106	17	Central	Hombres	45-49	1430
Junio 2021	202106	17	Central	Mujeres	45-49	1503
Junio 2021	202106	17	Central	Hombres	50-54	1102
Junio 2021	202106	17	Central	Mujeres	50-54	1171
Junio 2021	202106	17	Central	Hombres	55-59	651
Junio 2021	202106	17	Central	Mujeres	55-59	657
Junio 2021	202106	17	Central	Hombres	60-64	308
Junio 2021	202106	17	Central	Mujeres	60-64	253
Junio 2021	202106	17	Central	Hombres	Más de 64	27
Junio 2021	202106	17	Central	Mujeres	Más de 64	38
Junio 2021	202106	18	Ribera Baja del Ebro	Hombres	16-19	24
Junio 2021	202106	18	Ribera Baja del Ebro	Mujeres	16-19	11
Junio 2021	202106	18	Ribera Baja del Ebro	Hombres	20-24	41
Junio 2021	202106	18	Ribera Baja del Ebro	Mujeres	20-24	53
Junio 2021	202106	18	Ribera Baja del Ebro	Hombres	25-29	35
Junio 2021	202106	18	Ribera Baja del Ebro	Mujeres	25-29	52
Junio 2021	202106	18	Ribera Baja del Ebro	Hombres	30-34	43
Junio 2021	202106	18	Ribera Baja del Ebro	Mujeres	30-34	25
Junio 2021	202106	18	Ribera Baja del Ebro	Hombres	35-39	23
Junio 2021	202106	18	Ribera Baja del Ebro	Mujeres	35-39	27
Junio 2021	202106	18	Ribera Baja del Ebro	Hombres	40-44	40
Junio 2021	202106	18	Ribera Baja del Ebro	Mujeres	40-44	28
Junio 2021	202106	18	Ribera Baja del Ebro	Hombres	45-49	22
Junio 2021	202106	18	Ribera Baja del Ebro	Mujeres	45-49	31
Junio 2021	202106	18	Ribera Baja del Ebro	Hombres	50-54	22
Junio 2021	202106	18	Ribera Baja del Ebro	Mujeres	50-54	23
Junio 2021	202106	18	Ribera Baja del Ebro	Hombres	55-59	18
Junio 2021	202106	18	Ribera Baja del Ebro	Mujeres	55-59	16
Junio 2021	202106	18	Ribera Baja del Ebro	Hombres	60-64	3
Junio 2021	202106	18	Ribera Baja del Ebro	Mujeres	60-64	5
Junio 2021	202106	18	Ribera Baja del Ebro	Hombres	Más de 64	4
Junio 2021	202106	18	Ribera Baja del Ebro	Mujeres	Más de 64	1
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	16-19	99
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	16-19	28
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	20-24	108
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	20-24	34
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	25-29	78
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	25-29	30
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	30-34	86
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	30-34	26
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	35-39	89
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	35-39	29
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	40-44	114
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	40-44	51
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	45-49	98
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	45-49	34
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	50-54	97
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	50-54	34
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	55-59	45
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	55-59	22
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	60-64	40
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	60-64	6
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Más de 64	6
Junio 2021	202106	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Más de 64	3
Junio 2021	202106	20	Comunidad de Calatayud	Hombres	16-19	108
Junio 2021	202106	20	Comunidad de Calatayud	Mujeres	16-19	60
