Año	Municipio código	Municipio nombre	Tipo licencias código	Tipo licencias descripción	Autorizaciones según tipo
2020	22032	Aragüés del Puerto	VPC-N	Transporte privado de viajeros nacional	0
2020	22032	Aragüés del Puerto	VPCE-N	Transporte privado de viajeros	0
2020	22032	Aragüés del Puerto	VS-N	Ambulancias nacionales servicio público	0
2020	22032	Aragüés del Puerto	VSE-N	Transporte público ambulancias nacional empresa	0
2020	22032	Aragüés del Puerto	VSPC-N	Transporte privado ambulancias nacional	0
2020	22032	Aragüés del Puerto	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2020	22032	Aragüés del Puerto	VT-N	Licencias taxi	2
2020	22032	Aragüés del Puerto	VTC-N	Transporte de alquiler con conductor nacional	0
2020	22035	Arén	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2020	22035	Arén	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2020	22035	Arén	MDP-N	Transporte mercancías pesadas nacionales servicio público	1
2020	22035	Arén	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	1
2020	22035	Arén	MPC-N	Transporte mercancías propias nacional	5
2020	22035	Arén	MPCE-N	transporte mercancías propias nacional autorizado por empresa	2
2020	22035	Arén	OT	Operador de transporte	0
2020	22035	Arén	VD-N	Transporte de viajeros nacionales servicio público	0
2020	22035	Arén	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2020	22035	Arén	VPC-N	Transporte privado de viajeros nacional	0
2020	22035	Arén	VPCE-N	Transporte privado de viajeros	0
2020	22035	Arén	VS-N	Ambulancias nacionales servicio público	0
2020	22035	Arén	VSE-N	Transporte público ambulancias nacional empresa	0
2020	22035	Arén	VSPC-N	Transporte privado ambulancias nacional	0
2020	22035	Arén	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2020	22035	Arén	VT-N	Licencias taxi	3
2020	22035	Arén	VTC-N	Transporte de alquiler con conductor nacional	0
2020	22039	Ayerbe	MDL-N	Transporte mercancías ligeras nacionales servicio público	1
2020	22039	Ayerbe	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	1
2020	22039	Ayerbe	MDP-N	Transporte mercancías pesadas nacionales servicio público	24
2020	22039	Ayerbe	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	3
2020	22039	Ayerbe	MPC-N	Transporte mercancías propias nacional	20
2020	22039	Ayerbe	MPCE-N	transporte mercancías propias nacional autorizado por empresa	4
2020	22039	Ayerbe	OT	Operador de transporte	0
2020	22039	Ayerbe	VD-N	Transporte de viajeros nacionales servicio público	3
2020	22039	Ayerbe	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	1
2020	22039	Ayerbe	VPC-N	Transporte privado de viajeros nacional	0
2020	22039	Ayerbe	VPCE-N	Transporte privado de viajeros	0
2020	22039	Ayerbe	VS-N	Ambulancias nacionales servicio público	0
2020	22039	Ayerbe	VSE-N	Transporte público ambulancias nacional empresa	0
2020	22039	Ayerbe	VSPC-N	Transporte privado ambulancias nacional	0
2020	22039	Ayerbe	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2020	22039	Ayerbe	VT-N	Licencias taxi	2
2020	22039	Ayerbe	VTC-N	Transporte de alquiler con conductor nacional	0
2020	22041	Azara	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2020	22041	Azara	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2020	22041	Azara	MDP-N	Transporte mercancías pesadas nacionales servicio público	1
2020	22041	Azara	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	1
2020	22041	Azara	MPC-N	Transporte mercancías propias nacional	1
2020	22041	Azara	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2020	22041	Azara	OT	Operador de transporte	0
2020	22041	Azara	VD-N	Transporte de viajeros nacionales servicio público	0
2020	22041	Azara	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2020	22041	Azara	VPC-N	Transporte privado de viajeros nacional	0
2020	22041	Azara	VPCE-N	Transporte privado de viajeros	0
2020	22041	Azara	VS-N	Ambulancias nacionales servicio público	0
2020	22041	Azara	VSE-N	Transporte público ambulancias nacional empresa	0
2020	22041	Azara	VSPC-N	Transporte privado ambulancias nacional	0
2020	22041	Azara	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2020	22041	Azara	VT-N	Licencias taxi	0
2020	22041	Azara	VTC-N	Transporte de alquiler con conductor nacional	0
2020	22043	Baells	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2020	22043	Baells	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2020	22043	Baells	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2020	22043	Baells	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2020	22043	Baells	MPC-N	Transporte mercancías propias nacional	1
2020	22043	Baells	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2020	22043	Baells	OT	Operador de transporte	0
2020	22043	Baells	VD-N	Transporte de viajeros nacionales servicio público	0
2020	22043	Baells	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2020	22043	Baells	VPC-N	Transporte privado de viajeros nacional	0
2020	22043	Baells	VPCE-N	Transporte privado de viajeros	0
2020	22043	Baells	VS-N	Ambulancias nacionales servicio público	0
2020	22043	Baells	VSE-N	Transporte público ambulancias nacional empresa	0
2020	22043	Baells	VSPC-N	Transporte privado ambulancias nacional	0
2020	22043	Baells	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2020	22043	Baells	VT-N	Licencias taxi	0
2020	22043	Baells	VTC-N	Transporte de alquiler con conductor nacional	0
2020	22044	Bailo	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2020	22044	Bailo	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2020	22044	Bailo	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2020	22044	Bailo	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2020	22044	Bailo	MPC-N	Transporte mercancías propias nacional	2
2020	22044	Bailo	MPCE-N	transporte mercancías propias nacional autorizado por empresa	2
2020	22044	Bailo	OT	Operador de transporte	0
2020	22044	Bailo	VD-N	Transporte de viajeros nacionales servicio público	0
2020	22044	Bailo	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2020	22044	Bailo	VPC-N	Transporte privado de viajeros nacional	0
2020	22044	Bailo	VPCE-N	Transporte privado de viajeros	0
2020	22044	Bailo	VS-N	Ambulancias nacionales servicio público	0
2020	22044	Bailo	VSE-N	Transporte público ambulancias nacional empresa	0
2020	22044	Bailo	VSPC-N	Transporte privado ambulancias nacional	0
2020	22044	Bailo	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2020	22044	Bailo	VT-N	Licencias taxi	0
2020	22044	Bailo	VTC-N	Transporte de alquiler con conductor nacional	0
2020	22045	Baldellou	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2020	22045	Baldellou	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2020	22045	Baldellou	MDP-N	Transporte mercancías pesadas nacionales servicio público	7
2020	22045	Baldellou	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	1
2020	22045	Baldellou	MPC-N	Transporte mercancías propias nacional	0
2020	22045	Baldellou	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2020	22045	Baldellou	OT	Operador de transporte	0
2020	22045	Baldellou	VD-N	Transporte de viajeros nacionales servicio público	0
2020	22045	Baldellou	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2020	22045	Baldellou	VPC-N	Transporte privado de viajeros nacional	0
2020	22045	Baldellou	VPCE-N	Transporte privado de viajeros	0
2020	22045	Baldellou	VS-N	Ambulancias nacionales servicio público	0
2020	22045	Baldellou	VSE-N	Transporte público ambulancias nacional empresa	0
2020	22045	Baldellou	VSPC-N	Transporte privado ambulancias nacional	0
2020	22045	Baldellou	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2020	22045	Baldellou	VT-N	Licencias taxi	0
2020	22045	Baldellou	VTC-N	Transporte de alquiler con conductor nacional	0
2020	22046	Ballobar	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2020	22046	Ballobar	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2020	22046	Ballobar	MDP-N	Transporte mercancías pesadas nacionales servicio público	2
2020	22046	Ballobar	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	1
2020	22046	Ballobar	MPC-N	Transporte mercancías propias nacional	7
2020	22046	Ballobar	MPCE-N	transporte mercancías propias nacional autorizado por empresa	6
2020	22046	Ballobar	OT	Operador de transporte	0
2020	22046	Ballobar	VD-N	Transporte de viajeros nacionales servicio público	0
2020	22046	Ballobar	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2020	22046	Ballobar	VPC-N	Transporte privado de viajeros nacional	0
2020	22046	Ballobar	VPCE-N	Transporte privado de viajeros	0
2020	22046	Ballobar	VS-N	Ambulancias nacionales servicio público	0
2020	22046	Ballobar	VSE-N	Transporte público ambulancias nacional empresa	0
2020	22046	Ballobar	VSPC-N	Transporte privado ambulancias nacional	0
2020	22046	Ballobar	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2020	22046	Ballobar	VT-N	Licencias taxi	0
2020	22046	Ballobar	VTC-N	Transporte de alquiler con conductor nacional	0
2020	22047	Banastás	MDL-N	Transporte mercancías ligeras nacionales servicio público	1
2020	22047	Banastás	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	1
2020	22047	Banastás	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2020	22047	Banastás	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2020	22047	Banastás	MPC-N	Transporte mercancías propias nacional	1
2020	22047	Banastás	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2020	22047	Banastás	OT	Operador de transporte	0
2020	22047	Banastás	VD-N	Transporte de viajeros nacionales servicio público	0
2020	22047	Banastás	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2020	22047	Banastás	VPC-N	Transporte privado de viajeros nacional	0
2020	22047	Banastás	VPCE-N	Transporte privado de viajeros	0
2020	22047	Banastás	VS-N	Ambulancias nacionales servicio público	0
2020	22047	Banastás	VSE-N	Transporte público ambulancias nacional empresa	0
2020	22047	Banastás	VSPC-N	Transporte privado ambulancias nacional	0
2020	22047	Banastás	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2020	22047	Banastás	VT-N	Licencias taxi	0
2020	22047	Banastás	VTC-N	Transporte de alquiler con conductor nacional	0
2020	22048	Barbastro	MDL-N	Transporte mercancías ligeras nacionales servicio público	18
2020	22048	Barbastro	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	9
2020	22048	Barbastro	MDP-N	Transporte mercancías pesadas nacionales servicio público	130
2020	22048	Barbastro	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	35
2020	22048	Barbastro	MPC-N	Transporte mercancías propias nacional	65
2020	22048	Barbastro	MPCE-N	transporte mercancías propias nacional autorizado por empresa	34
2020	22048	Barbastro	OT	Operador de transporte	3
2020	22048	Barbastro	VD-N	Transporte de viajeros nacionales servicio público	0
2020	22048	Barbastro	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2020	22048	Barbastro	VPC-N	Transporte privado de viajeros nacional	0
2020	22048	Barbastro	VPCE-N	Transporte privado de viajeros	0
2020	22048	Barbastro	VS-N	Ambulancias nacionales servicio público	0
2020	22048	Barbastro	VSE-N	Transporte público ambulancias nacional empresa	0
2020	22048	Barbastro	VSPC-N	Transporte privado ambulancias nacional	0
2020	22048	Barbastro	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2020	22048	Barbastro	VT-N	Licencias taxi	12
2020	22048	Barbastro	VTC-N	Transporte de alquiler con conductor nacional	0
2020	22049	Barbués	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2020	22049	Barbués	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2020	22049	Barbués	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2020	22049	Barbués	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2020	22049	Barbués	MPC-N	Transporte mercancías propias nacional	2
2020	22049	Barbués	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2020	22049	Barbués	OT	Operador de transporte	0
2020	22049	Barbués	VD-N	Transporte de viajeros nacionales servicio público	0
2020	22049	Barbués	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2020	22049	Barbués	VPC-N	Transporte privado de viajeros nacional	0
2020	22049	Barbués	VPCE-N	Transporte privado de viajeros	0
2020	22049	Barbués	VS-N	Ambulancias nacionales servicio público	0
2020	22049	Barbués	VSE-N	Transporte público ambulancias nacional empresa	0
2020	22049	Barbués	VSPC-N	Transporte privado ambulancias nacional	0
2020	22049	Barbués	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2020	22049	Barbués	VT-N	Licencias taxi	0
2020	22049	Barbués	VTC-N	Transporte de alquiler con conductor nacional	0
2020	22051	Bárcabo	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2020	22051	Bárcabo	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2020	22051	Bárcabo	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2020	22051	Bárcabo	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2020	22051	Bárcabo	MPC-N	Transporte mercancías propias nacional	1
2020	22051	Bárcabo	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2020	22051	Bárcabo	OT	Operador de transporte	0
2020	22051	Bárcabo	VD-N	Transporte de viajeros nacionales servicio público	0
2020	22051	Bárcabo	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2020	22051	Bárcabo	VPC-N	Transporte privado de viajeros nacional	0
2020	22051	Bárcabo	VPCE-N	Transporte privado de viajeros	0
2020	22051	Bárcabo	VS-N	Ambulancias nacionales servicio público	0
2020	22051	Bárcabo	VSE-N	Transporte público ambulancias nacional empresa	0
2020	22051	Bárcabo	VSPC-N	Transporte privado ambulancias nacional	0
2020	22051	Bárcabo	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2020	22051	Bárcabo	VT-N	Licencias taxi	1
2020	22051	Bárcabo	VTC-N	Transporte de alquiler con conductor nacional	0
2020	22052	Belver de Cinca	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2020	22052	Belver de Cinca	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2020	22052	Belver de Cinca	MDP-N	Transporte mercancías pesadas nacionales servicio público	5
2020	22052	Belver de Cinca	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	4
2020	22052	Belver de Cinca	MPC-N	Transporte mercancías propias nacional	7
2020	22052	Belver de Cinca	MPCE-N	transporte mercancías propias nacional autorizado por empresa	6
2020	22052	Belver de Cinca	OT	Operador de transporte	0
2020	22052	Belver de Cinca	VD-N	Transporte de viajeros nacionales servicio público	0
2020	22052	Belver de Cinca	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2020	22052	Belver de Cinca	VPC-N	Transporte privado de viajeros nacional	0
