Año	Municipio código	Municipio nombre	Población
1920	50085	Codo	1163,0
1920	50086	Codos	982,0
1920	50087	Contamina	244,0
1920	50088	Cosuenda	1127,0
1920	50089	Cuarte de Huerva	295,0
1920	50090	Cubel	618,0
1920	50091	Cuerlas (Las)	375,0
1920	50092	Chiprana	1433,0
1920	50093	Chodes	584,0
1920	50094	Daroca	3669,0
1920	50095	Ejea de los Caballeros	7829,0
1920	50096	Embid de Ariza	574,0
1920	50098	Encinacorba	891,0
1920	50099	Épila	5466,0
1920	50100	Erla	1104,0
1920	50101	Escatrón	2140,0
1920	50102	Fabara	2265,0
1920	50104	Farlete	528,0
1920	50105	Fayón	1750,0
1920	50106	Fayos (Los)	538,0
1920	50107	Figueruelas	504,0
1920	50108	Fombuena	266,0
1920	50109	Frago (El)	575,0
1920	50110	Frasno (El)	1504,0
1920	50111	Fréscano	440,0
1920	50113	Fuendejalón	1483,0
1920	50114	Fuendetodos	623,0
1920	50115	Fuentes de Ebro	2974,0
1920	50116	Fuentes de Jiloca	1162,0
1920	50117	Gallocanta	446,0
1920	50118	Gallur	3438,0
1920	50119	Gelsa	2285,0
1920	50120	Godojos	464,0
1920	50121	Gotor	706,0
1920	50122	Grisel	541,0
1920	50123	Grisén	545,0
1920	50124	Herrera de los Navarros	2124,0
1920	50125	Ibdes	1638,0
1920	50126	Illueca	1893,0
1920	50128	Isuerre	373,0
1920	50129	Jaraba	599,0
1920	50130	Jarque	1511,0
1920	50131	Jaulín	483,0
1920	50132	Joyosa (La)	304,0
1920	50133	Lagata	599,0
1920	50134	Langa del Castillo	741,0
1920	50135	Layana	446,0
1920	50136	Lécera	2475,0
1920	50137	Leciñena	2107,0
1920	50138	Lechón	165,0
1920	50139	Letux	1159,0
1920	50140	Litago	607,0
1920	50141	Lituénigo	324,0
1920	50142	Lobera de Onsella	561,0
1920	50143	Longares	1454,0
1920	50144	Longás	613,0
1920	50146	Lucena de Jalón	561,0
1920	50147	Luceni	1470,0
1920	50148	Luesia	1715,0
1920	50149	Luesma	327,0
1920	50150	Lumpiaque	1817,0
1920	50151	Luna	2433,0
1920	50152	Maella	3776,0
1920	50153	Magallón	2504,0
1920	50154	Mainar	496,0
1920	50155	Malanquilla	572,0
1920	50156	Maleján	524,0
1920	50157	Malón	1254,0
1920	50159	Maluenda	1805,0
1920	50160	Mallén	2959,0
1920	50161	Manchones	690,0
1920	50162	Mara	780,0
1920	50163	María de Huerva	659,0
1920	50164	Mediana de Aragón	1390,0
1920	50165	Mequinenza	4228,0
1920	50166	Mesones de Isuela	690,0
1920	50167	Mezalocha	744,0
1920	50168	Mianos	232,0
1920	50169	Miedes de Aragón	1179,0
1920	50170	Monegrillo	853,0
1920	50171	Moneva	779,0
1920	50172	Monreal de Ariza	732,0
1920	50173	Monterde	994,0
1920	50174	Montón	526,0
1920	50175	Morata de Jalón	2241,0
1920	50176	Morata de Jiloca	1170,0
1920	50177	Morés	1272,0
1920	50178	Moros	1460,0
1920	50179	Moyuela	1217,0
1920	50180	Mozota	463,0
1920	50181	Muel	1576,0
1920	50182	Muela (La)	1041,0
1920	50183	Munébrega	1132,0
1920	50184	Murero	536,0
1920	50185	Murillo de Gállego	1033,0
1920	50186	Navardún	500,0
1920	50187	Nigüella	346,0
1920	50188	Nombrevilla	244,0
1920	50189	Nonaspe	2097,0
1920	50190	Novallas	1619,0
1920	50191	Novillas	972,0
1920	50192	Nuévalos	952,0
1920	50193	Nuez de Ebro	550,0
1920	50194	Olvés	625,0
1920	50195	Orcajo	505,0
1920	50196	Orera	423,0
1920	50197	Orés	742,0
1920	50198	Oseja	339,0
1920	50199	Osera de Ebro	546,0
1920	50200	Paniza	1425,0
1920	50201	Paracuellos de Jiloca	1078,0
1920	50202	Paracuellos de la Ribera	984,0
1920	50203	Pastriz	820,0
1920	50204	Pedrola	2632,0
1920	50205	Pedrosas (Las)	462,0
1920	50206	Perdiguera	874,0
1920	50207	Piedratajada	426,0
1920	50208	Pina de Ebro	2549,0
1920	50209	Pinseque	1024,0
1920	50210	Pintanos (Los)	578,0
1920	50211	Plasencia de Jalón	898,0
1920	50212	Pleitas	201,0
1920	50213	Plenas	740,0
1920	50214	Pomer	482,0
1920	50215	Pozuel de Ariza	343,0
1920	50216	Pozuelo de Aragón	767,0
1920	50217	Pradilla de Ebro	808,0
1920	50218	Puebla de Albortón	687,0
1920	50219	Puebla de Alfindén (La)	1163,0
1920	50220	Puendeluna	273,0
1920	50221	Purujosa	564,0
1920	50222	Quinto	2818,0
1920	50223	Remolinos	1354,0
1920	50224	Retascón	341,0
1920	50225	Ricla	3023,0
1920	50227	Romanos	325,0
1920	50228	Rueda de Jalón	1015,0
1920	50229	Ruesca	225,0
1920	50230	Sádaba	2535,0
1920	50231	Salillas de Jalón	775,0
1920	50232	Salvatierra de Esca	1133,0
1920	50233	Samper del Salz	408,0
1920	50234	San Martín de la Virgen de Moncayo	400,0
1920	50235	San Mateo de Gállego	1361,0
1920	50236	Santa Cruz de Grío	1004,0
1920	50237	Santa Cruz de Moncayo	268,0
1920	50238	Santa Eulalia de Gállego	907,0
1920	50239	Santed	336,0
1920	50240	Sástago	3059,0
1920	50241	Saviñán	1765,0
1920	50242	Sediles	311,0
1920	50243	Sestrica	1318,0
1920	50244	Sierra de Luna	739,0
1920	50245	Sigüés	1750,0
1920	50246	Sisamón	643,0
1920	50247	Sobradiel	600,0
1920	50248	Sos del Rey Católico	3732,0
1920	50249	Tabuenca	1353,0
1920	50250	Talamantes	529,0
1920	50251	Tarazona	8646,0
1920	50252	Tauste	5762,0
1920	50253	Terrer	1393,0
1920	50254	Tierga	1058,0
1920	50255	Tobed	964,0
1920	50256	Torralba de los Frailes	624,0
1920	50257	Torralba de Ribota	594,0
1920	50258	Torralbilla	416,0
1920	50259	Torrehermosa	365,0
1920	50260	Torrelapaja	348,0
1920	50261	Torrellas	1029,0
1920	50262	Torres de Berrellén	1602,0
1920	50263	Torrijo de la Cañada	1772,0
1920	50264	Tosos	940,0
1920	50265	Trasmoz	319,0
1920	50266	Trasobares	723,0
1920	50267	Uncastillo	3439,0
1920	50268	Undués de Lerda	502,0
1920	50269	Urrea de Jalón	939,0
1920	50270	Urriés	1073,0
1920	50271	Used	1539,0
1920	50272	Utebo	2207,0
1920	50273	Valdehorna	195,0
1920	50274	Val de San Martín	345,0
1920	50275	Valmadrid	237,0
1920	50276	Valpalmas	501,0
1920	50277	Valtorres	362,0
1920	50278	Velilla de Ebro	1095,0
1920	50279	Velilla de Jiloca	645,0
1920	50280	Vera de Moncayo	968,0
1920	50281	Vierlas	241,0
1920	50282	Vilueña (La)	388,0
1920	50283	Villadoz	331,0
1920	50284	Villafeliche	1182,0
1920	50285	Villafranca de Ebro	683,0
1920	50286	Villalba de Perejil	251,0
1920	50287	Villalengua	1236,0
1920	50288	Villanueva de Gállego	1778,0
1920	50289	Villanueva de Jiloca	515,0
1920	50290	Villanueva de Huerva	1346,0
1920	50291	Villar de los Navarros	1187,0
1920	50292	Villarreal de Huerva	463,0
1920	50293	Villarroya de la Sierra	2274,0
1920	50294	Villarroya del Campo	255,0
1920	50295	Vistabella	545,0
1920	50296	Zaida (La)	570,0
1920	50297	Zaragoza	138617,0
1920	50298	Zuera	3598,0
1920	50901	Biel	1601,0
1920	50902	Marracos	169,0
1920	50903	Villamayor de Gállego	1932,0
1930	22001	Abiego	1181,0
1930	22002	Abizanda	437,0
1930	22003	Adahuesca	545,0
1930	22004	Agüero	1084,0
1930	22006	Aísa	631,0
1930	22007	Albalate de Cinca	1588,0
1930	22008	Albalatillo	564,0
1930	22009	Albelda	1271,0
1930	22011	Albero Alto	298,0
1930	22012	Albero Bajo	209,0
1930	22013	Alberuela de Tubo	232,0
1930	22014	Alcalá de Gurrea	1733,0
1930	22015	Alcalá del Obispo	1290,0
1930	22016	Alcampell	2250,0
1930	22017	Alcolea de Cinca	2173,0
1930	22018	Alcubierre	1298,0
1930	22019	Alerre	208,0
1930	22020	Alfántega	270,0
1930	22021	Almudévar	3700,0
1930	22022	Almunia de San Juan	1240,0
1930	22023	Almuniente	581,0
1930	22024	Alquézar	1038,0
1930	22025	Altorricón	921,0
1930	22027	Angüés	1649,0
1930	22028	Ansó	1240,0
1930	22029	Antillón	418,0
1930	22032	Aragüés del Puerto	535,0
1930	22035	Arén	1883,0
1930	22036	Argavieso	309,0
1930	22037	Arguis	518,0
1930	22039	Ayerbe	2625,0
1930	22040	Azanuy-Alins	1034,0
1930	22041	Azara	487,0
1930	22042	Azlor	501,0
1930	22043	Baells	673,0
1930	22044	Bailo	1451,0
1930	22045	Baldellou	588,0
1930	22046	Ballobar	2230,0
1930	22047	Banastás	126,0
1930	22048	Barbastro	6561,0
1930	22049	Barbués	259,0
1930	22050	Barbuñales	390,0
1930	22051	Bárcabo	747,0
1930	22052	Belver de Cinca	1899,0
1930	22053	Benabarre	2704,0
1930	22054	Benasque	1215,0
1930	22055	Berbegal	1059,0
1930	22057	Bielsa	1346,0
1930	22058	Bierge	1531,0
1930	22059	Biescas	3320,0
1930	22060	Binaced	2234,0
1930	22061	Binéfar	3308,0
1930	22062	Bisaurri	998,0
1930	22063	Biscarrués	911,0
1930	22064	Blecua y Torres	700,0
1930	22066	Boltaña	1807,0
1930	22067	Bonansa	375,0
1930	22068	Borau	315,0
1930	22069	Broto	1678,0
1930	22072	Caldearenas	1256,0
1930	22074	Campo	765,0
1930	22075	Camporrells	804,0
1930	22076	Canal de Berdún	1766,0
1930	22077	Candasnos	907,0
1930	22078	Canfranc	1696,0
1930	22079	Capdesaso	449,0
1930	22080	Capella	1025,0
1930	22081	Casbas de Huesca	1909,0
1930	22082	Castejón del Puente	419,0
1930	22083	Castejón de Monegros	1407,0
1930	22084	Castejón de Sos	706,0
1930	22085	Castelflorite	251,0
1930	22086	Castiello de Jaca	544,0
1930	22087	Castigaleu	351,0
1930	22088	Castillazuelo	636,0
1930	22089	Castillonroy	831,0
1930	22090	Colungo	612,0
1930	22094	Chalamera	403,0
1930	22095	Chía	300,0
1930	22096	Chimillas	239,0
1930	22099	Esplús	1099,0
1930	22102	Estada	449,0
1930	22103	Estadilla	1489,0
1930	22105	Estopiñán del Castillo	1104,0
1930	22106	Fago	359,0
1930	22107	Fanlo	873,0
1930	22109	Fiscal	2285,0
1930	22110	Fonz	2126,0
1930	22111	Foradada del Toscar	688,0
1930	22112	Fraga	7480,0
1930	22113	Fueva (La)	2629,0
1930	22114	Gistaín	537,0
1930	22115	Grado (El)	1453,0
1930	22116	Grañén	1310,0
1930	22117	Graus	5986,0
1930	22119	Gurrea de Gállego	1813,0
1930	22122	Hoz de Jaca	154,0
1930	22124	Huerto	908,0
1930	22125	Huesca	17383,0
1930	22126	Ibieca	323,0
1930	22127	Igriés	419,0
1930	22128	Ilche	751,0
1930	22129	Isábena	1174,0
1930	22130	Jaca	10022,0
1930	22131	Jasa	374,0
1930	22133	Labuerda	459,0
1930	22135	Laluenga	871,0
1930	22136	Lalueza	1091,0
1930	22137	Lanaja	2103,0
1930	22139	Laperdiguera	342,0
1930	22141	Lascellas-Ponzano	783,0
1930	22142	Lascuarre	551,0
1930	22143	Laspaúles	1121,0
1930	22144	Laspuña	610,0
1930	22149	Loarre	1352,0
1930	22150	Loporzano	2533,0
1930	22151	Loscorrales	570,0
1930	22155	Monesma y Cajigar	569,0
1930	22156	Monflorite-Lascasas	447,0
1930	22157	Montanuy	1348,0
1930	22158	Monzón	5460,0
1930	22160	Naval	1001,0
1930	22162	Novales	454,0
1930	22163	Nueno	1130,0
1930	22164	Olvena	297,0
1930	22165	Ontiñena	1845,0
1930	22167	Osso de Cinca	818,0
1930	22168	Palo	241,0
1930	22170	Panticosa	996,0
1930	22172	Peñalba	1313,0
1930	22173	Peñas de Riglos (Las)	2459,0
1930	22174	Peralta de Alcofea	1819,0
1930	22175	Peralta de Calasanz	2036,0
1930	22176	Peraltilla	432,0
1930	22177	Perarrúa	603,0
1930	22178	Pertusa	527,0
1930	22181	Piracés	265,0
1930	22182	Plan	1007,0
1930	22184	Poleñino	538,0
1930	22186	Pozán de Vero	771,0
1930	22187	Puebla de Castro (La)	686,0
1930	22188	Puente de Montañana	733,0
1930	22189	Puértolas	1020,0
1930	22190	Pueyo de Araguás (El)	514,0
1930	22193	Pueyo de Santa Cruz	468,0
1930	22195	Quicena	289,0
1930	22197	Robres	1217,0
1930	22199	Sabiñánigo	5491,0
1930	22200	Sahún	630,0
1930	22201	Salas Altas	975,0
1930	22202	Salas Bajas	581,0
1930	22203	Salillas	354,0
1930	22204	Sallent de Gállego	1312,0
1930	22205	San Esteban de Litera	1698,0
1930	22206	Sangarrén	619,0
1930	22207	San Juan de Plan	301,0
1930	22208	Santa Cilia	528,0
1930	22209	Santa Cruz de la Serós	343,0
1930	22212	Santaliestra y San Quílez	350,0
1930	22213	Sariñena	3988,0
1930	22214	Secastilla	786,0
1930	22215	Seira	611,0
1930	22217	Sena	1232,0
1930	22218	Senés de Alcubierre	164,0
1930	22220	Sesa	811,0
1930	22221	Sesué	259,0
1930	22222	Siétamo	1405,0
1930	22223	Sopeira	721,0
1930	22225	Tamarite de Litera	4359,0
1930	22226	Tardienta	2243,0
1930	22227	Tella-Sin	964,0
1930	22228	Tierz	279,0
1930	22229	Tolva	958,0
1930	22230	Torla-Ordesa	892,0
1930	22232	Torralba de Aragón	475,0
1930	22233	Torre la Ribera	426,0
1930	22234	Torrente de Cinca	1369,0
1930	22235	Torres de Alcanadre	446,0
1930	22236	Torres de Barbués	228,0
1930	22239	Tramaced	132,0
1930	22242	Valfarta	335,0
1930	22243	Valle de Bardají	225,0
1930	22244	Valle de Lierp	203,0
1930	22245	Velilla de Cinca	1005,0
1930	22246	Beranuy	585,0
1930	22247	Viacamp y Litera	745,0
1930	22248	Vicién	336,0
1930	22249	Villanova	211,0
1930	22250	Villanúa	682,0
1930	22251	Villanueva de Sigena	875,0
1930	22252	Yebra de Basa	867,0
1930	22253	Yésero	254,0
1930	22254	Zaidín	2051,0
1930	22901	Valle de Hecho	2328,0
1930	22902	Puente la Reina de Jaca	789,0
1930	22903	San Miguel del Cinca	1795,0
1930	22904	Sotonera (La)	3559,0
1930	22905	Lupiñén-Ortilla	1300,0
1930	22906	Santa María de Dulcis	553,0
1930	22907	Aínsa-Sobrarbe	3479,0
1930	22908	Hoz y Costeán	1151,0
1930	44001	Ababuj	373,0
1930	44002	Abejuela	597,0
1930	44003	Aguatón	194,0
1930	44004	Aguaviva	1863,0
1930	44005	Aguilar del Alfambra	494,0
1930	44006	Alacón	1038,0
1930	44007	Alba	786,0
1930	44008	Albalate del Arzobispo	4640,0
1930	44009	Albarracín	1688,0
1930	44010	Albentosa	1195,0
1930	44011	Alcaine	968,0
1930	44012	Alcalá de la Selva	1648,0
1930	44013	Alcañiz	8961,0
1930	44014	Alcorisa	3809,0
1930	44016	Alfambra	1586,0
1930	44017	Aliaga	1578,0
1930	44018	Almohaja	218,0
1930	44019	Alobras	449,0
1930	44020	Alpeñés	226,0
1930	44021	Allepuz	893,0
1930	44022	Alloza	1651,0
1930	44023	Allueva	254,0
1930	44024	Anadón	366,0
1930	44025	Andorra	3195,0
1930	44026	Arcos de las Salinas	971,0
1930	44027	Arens de Lledó	660,0
1930	44028	Argente	724,0
1930	44029	Ariño	1329,0
1930	44031	Azaila	672,0
1930	44032	Bádenas	326,0
1930	44033	Báguena	1474,0
1930	44034	Bañón	766,0
1930	44035	Barrachina	655,0
1930	44036	Bea	194,0
1930	44037	Beceite	1761,0
1930	44038	Belmonte de San José	626,0
1930	44039	Bello	1435,0
1930	44040	Berge	677,0
1930	44041	Bezas	388,0
1930	44042	Blancas	1059,0
1930	44043	Blesa	1359,0
1930	44044	Bordón	579,0
1930	44045	Bronchales	1039,0
1930	44046	Bueña	439,0
1930	44047	Burbáguena	1282,0
1930	44048	Cabra de Mora	418,0
1930	44049	Calaceite	2751,0
1930	44050	Calamocha	7647,0
1930	44051	Calanda	4052,0
1930	44052	Calomarde	377,0
1930	44053	Camañas	516,0
1930	44054	Camarena de la Sierra	787,0
1930	44055	Camarillas	677,0
1930	44056	Caminreal	1691,0
1930	44059	Cantavieja	1866,0
1930	44060	Cañada de Benatanduz	490,0
1930	44061	Cañada de Verich (La)	225,0
1930	44062	Cañada Vellida	201,0
1930	44063	Cañizar del Olivar	385,0
1930	44064	Cascante del Río	584,0
1930	44065	Castejón de Tornos	537,0
1930	44066	Castel de Cabra	548,0
1930	44067	Castelnou	492,0
1930	44068	Castelserás	2087,0
1930	44070	Castellar (El)	471,0
1930	44071	Castellote	4400,0
1930	44074	Cedrillas	1034,0
1930	44075	Celadas	962,0
1930	44076	Cella	3685,0
1930	44077	Cerollera (La)	341,0
1930	44080	Codoñera (La)	982,0
1930	44082	Corbalán	510,0
1930	44084	Cortes de Aragón	537,0
1930	44085	Cosa	490,0
1930	44086	Cretas	1704,0
1930	44087	Crivillén	762,0
1930	44088	Cuba (La)	339,0
1930	44089	Cubla	377,0
1930	44090	Cucalón	567,0
1930	44092	Cuervo (El)	502,0
1930	44093	Cuevas de Almudén	251,0
1930	44094	Cuevas Labradas	394,0
1930	44096	Ejulve	1139,0
1930	44097	Escorihuela	604,0
1930	44099	Escucha	773,0
1930	44100	Estercuel	1088,0
1930	44101	Ferreruela de Huerva	323,0
1930	44102	Fonfría	214,0
1930	44103	Formiche Alto	853,0
1930	44105	Fórnoles	739,0
1930	44106	Fortanete	1301,0
1930	44107	Foz-Calanda	713,0
1930	44108	Fresneda (La)	1698,0
1930	44109	Frías de Albarracín	605,0
1930	44110	Fuenferrada	374,0
1930	44111	Fuentes Calientes	278,0
1930	44112	Fuentes Claras	1318,0
1930	44113	Fuentes de Rubielos	772,0
1930	44114	Fuentespalda	825,0
1930	44115	Galve	386,0
1930	44116	Gargallo	503,0
1930	44117	Gea de Albarracín	1151,0
1930	44118	Ginebrosa (La)	912,0
1930	44119	Griegos	455,0
1930	44120	Guadalaviar	591,0
1930	44121	Gúdar	508,0
1930	44122	Híjar	3807,0
1930	44123	Hinojosa de Jarque	536,0
1930	44124	Hoz de la Vieja (La)	979,0
1930	44125	Huesa del Común	1194,0
1930	44126	Iglesuela del Cid (La)	1345,0
1930	44127	Jabaloyas	783,0
1930	44128	Jarque de la Val	318,0
1930	44129	Jatiel	254,0
1930	44130	Jorcas	377,0
1930	44131	Josa	454,0
1930	44132	Lagueruela	363,0
1930	44133	Lanzuela	249,0
1930	44135	Libros	1586,0
1930	44136	Lidón	384,0
1930	44137	Linares de Mora	1359,0
1930	44138	Loscos	1467,0
1930	44141	Lledó	550,0
1930	44142	Maicas	384,0
1930	44143	Manzanera	2387,0
1930	44144	Martín del Río	895,0
1930	44145	Mas de las Matas	2102,0
1930	44146	Mata de los Olmos (La)	455,0
1930	44147	Mazaleón	1653,0
1930	44148	Mezquita de Jarque	355,0
1930	44149	Mirambel	810,0
1930	44150	Miravete de la Sierra	341,0
1930	44151	Molinos	1130,0
1930	44152	Monforte de Moyuela	677,0
1930	44153	Monreal del Campo	3253,0
1930	44154	Monroyo	1080,0
1930	44155	Montalbán	2150,0
1930	44156	Monteagudo del Castillo	507,0
1930	44157	Monterde de Albarracín	566,0
1930	44158	Mora de Rubielos	2790,0
1930	44159	Moscardón	459,0
1930	44160	Mosqueruela	2639,0
1930	44161	Muniesa	2266,0
1930	44163	Noguera de Albarracín	550,0
1930	44164	Nogueras	404,0
1930	44165	Nogueruelas	810,0
1930	44167	Obón	1069,0
1930	44168	Odón	946,0
1930	44169	Ojos Negros	2815,0
1930	44171	Olba	1469,0
1930	44172	Oliete	2258,0
1930	44173	Olmos (Los)	513,0
1930	44174	Orihuela del Tremedal	1118,0
1930	44175	Orrios	430,0
1930	44176	Palomar de Arroyos	607,0
1930	44177	Pancrudo	1012,0
1930	44178	Parras de Castellote (Las)	860,0
1930	44179	Peñarroya de Tastavins	1507,0
1930	44180	Peracense	455,0
1930	44181	Peralejos	339,0
1930	44182	Perales del Alfambra	832,0
1930	44183	Pitarque	860,0
1930	44184	Plou	433,0
1930	44185	Pobo (El)	512,0
1930	44187	Portellada (La)	765,0
1930	44189	Pozondón	616,0
1930	44190	Pozuel del Campo	634,0
1930	44191	Puebla de Híjar (La)	2849,0
1930	44192	Puebla de Valverde (La)	2133,0
1930	44193	Puertomingalvo	1309,0
1930	44194	Ráfales	809,0
1930	44195	Rillo	520,0
1930	44196	Riodeva	805,0
1930	44197	Ródenas	470,0
1930	44198	Royuela	529,0
1930	44199	Rubiales	265,0
1930	44200	Rubielos de la Cérida	480,0
1930	44201	Rubielos de Mora	1873,0
1930	44203	Salcedillo	164,0
1930	44204	Saldón	502,0
1930	44205	Samper de Calanda	2698,0
1930	44206	San Agustín	1332,0
1930	44207	San Martín del Río	1072,0
1930	44208	Santa Cruz de Nogueras	315,0
1930	44209	Santa Eulalia	2626,0
1930	44210	Sarrión	2517,0
1930	44211	Segura de los Baños	768,0
1930	44212	Seno	354,0
1930	44213	Singra	469,0
1930	44215	Terriente	1030,0
1930	44216	Teruel	16384,0
1930	44217	Toril y Masegoso	328,0
1930	44218	Tormón	342,0
1930	44219	Tornos	852,0
1930	44220	Torralba de los Sisones	675,0
1930	44221	Torrecilla de Alcañiz	1075,0
1930	44222	Torrecilla del Rebollar	897,0
1930	44223	Torre de Arcas	469,0
1930	44224	Torre de las Arcas	448,0
1930	44225	Torre del Compte	855,0
1930	44226	Torrelacárcel	822,0
1930	44227	Torre los Negros	470,0
1930	44228	Torremocha de Jiloca	555,0
1930	44229	Torres de Albarracín	504,0
1930	44230	Torrevelilla	735,0
1930	44231	Torrijas	527,0
1930	44232	Torrijo del Campo	1586,0
1930	44234	Tramacastiel	524,0
1930	44235	Tramacastilla	391,0
1930	44236	Tronchón	802,0
1930	44237	Urrea de Gaén	1361,0
1930	44238	Utrillas	1652,0
1930	44239	Valacloche	205,0
1930	44240	Valbona	806,0
1930	44241	Valdealgorfa	1917,0
1930	44243	Valdecuenca	445,0
1930	44244	Valdelinares	645,0
1930	44245	Valdeltormo	774,0
1930	44246	Valderrobres	3148,0
1930	44247	Valjunquera	1213,0
1930	44249	Vallecillo (El)	409,0
1930	44250	Veguillas de la Sierra	217,0
1930	44251	Villafranca del Campo	1085,0
1930	44252	Villahermosa del Campo	287,0
1930	44256	Villanueva del Rebollar de la Sierra	330,0
1930	44257	Villar del Cobo	517,0
1930	44258	Villar del Salz	587,0
1930	44260	Villarluengo	1487,0
1930	44261	Villarquemado	1661,0
1930	44262	Villarroya de los Pinares	772,0
1930	44263	Villastar	846,0
1930	44264	Villel	1227,0
1930	44265	Vinaceite	729,0
1930	44266	Visiedo	629,0
1930	44267	Vivel del Río Martín	913,0
1930	44268	Zoma (La)	143,0
1930	50001	Abanto	810,0
1930	50002	Acered	676,0
1930	50003	Agón	340,0
1930	50004	Aguarón	1885,0
1930	50005	Aguilón	1163,0
1930	50006	Ainzón	1960,0
1930	50007	Aladrén	267,0
1930	50008	Alagón	5083,0
1930	50009	Alarba	441,0
1930	50010	Alberite de San Juan	226,0
1930	50011	Albeta	245,0
1930	50012	Alborge	306,0
1930	50013	Alcalá de Ebro	590,0
1930	50014	Alcalá de Moncayo	466,0
1930	50015	Alconchel de Ariza	735,0
1930	50016	Aldehuela de Liestos	367,0
1930	50017	Alfajarín	1335,0
1930	50018	Alfamén	1042,0
1930	50019	Alforque	374,0
1930	50020	Alhama de Aragón	2015,0
1930	50021	Almochuel	130,0
1930	50022	Almolda (La)	1210,0
1930	50023	Almonacid de la Cuba	670,0
1930	50024	Almonacid de la Sierra	1735,0
1930	50025	Almunia de Doña Godina (La)	4200,0
1930	50026	Alpartir	1079,0
1930	50027	Ambel	995,0
1930	50028	Anento	388,0
1930	50029	Aniñón	1651,0
1930	50030	Añón de Moncayo	1111,0
1930	50031	Aranda de Moncayo	1451,0
1930	50032	Arándiga	1186,0
1930	50033	Ardisa	540,0
1930	50034	Ariza	2907,0
1930	50035	Artieda	262,0
1930	50036	Asín	460,0
1930	50037	Atea	1104,0
1930	50038	Ateca	3232,0
1930	50039	Azuara	2955,0
1930	50040	Badules	389,0
1930	50041	Bagüés	203,0
1930	50042	Balconchán	180,0
1930	50043	Bárboles	808,0
1930	50044	Bardallur	779,0
1930	50045	Belchite	3604,0
1930	50046	Belmonte de Gracián	1002,0
1930	50047	Berdejo	329,0
1930	50048	Berrueco	184,0
1930	50050	Bijuesca	879,0
1930	50051	Biota	1869,0
1930	50052	Bisimbre	213,0
1930	50053	Boquiñeni	1136,0
1930	50054	Bordalba	566,0
1930	50055	Borja	5055,0
1930	50056	Botorrita	487,0
1930	50057	Brea de Aragón	1904,0
1930	50058	Bubierca	600,0
1930	50059	Bujaraloz	1303,0
1930	50060	Bulbuente	820,0
1930	50061	Bureta	636,0
1930	50062	Burgo de Ebro (El)	1096,0
1930	50063	Buste (El)	466,0
1930	50064	Cabañas de Ebro	795,0
1930	50065	Cabolafuente	650,0
1930	50066	Cadrete	691,0
1930	50067	Calatayud	15733,0
1930	50068	Calatorao	3460,0
1930	50069	Calcena	1087,0
1930	50070	Calmarza	537,0
1930	50071	Campillo de Aragón	738,0
1930	50072	Carenas	1120,0
1930	50073	Cariñena	3070,0
1930	50074	Caspe	9992,0
1930	50075	Castejón de Alarba	355,0
1930	50076	Castejón de las Armas	575,0
1930	50077	Castejón de Valdejasa	1102,0
1930	50078	Castiliscar	1026,0
1930	50079	Cervera de la Cañada	982,0
1930	50080	Cerveruela	363,0
1930	50081	Cetina	2517,0
1930	50082	Cimballa	466,0
1930	50083	Cinco Olivas	400,0
1930	50084	Clarés de Ribota	479,0
1930	50085	Codo	1114,0
1930	50086	Codos	995,0
1930	50087	Contamina	243,0
1930	50088	Cosuenda	1001,0
1930	50089	Cuarte de Huerva	271,0
1930	50090	Cubel	671,0
1930	50091	Cuerlas (Las)	439,0
1930	50092	Chiprana	1192,0
1930	50093	Chodes	578,0
1930	50094	Daroca	3857,0
1930	50095	Ejea de los Caballeros	8666,0
1930	50096	Embid de Ariza	551,0
1930	50098	Encinacorba	931,0
1930	50099	Épila	5799,0
1930	50100	Erla	1067,0
1930	50101	Escatrón	2068,0
1930	50102	Fabara	2192,0
1930	50104	Farlete	548,0
1930	50105	Fayón	1476,0
1930	50106	Fayos (Los)	505,0
1930	50107	Figueruelas	559,0
1930	50108	Fombuena	247,0
1930	50109	Frago (El)	563,0
1930	50110	Frasno (El)	1426,0
1930	50111	Fréscano	352,0
1930	50113	Fuendejalón	1418,0
1930	50114	Fuendetodos	663,0
1930	50115	Fuentes de Ebro	2941,0
1930	50116	Fuentes de Jiloca	1219,0
1930	50117	Gallocanta	490,0
1930	50118	Gallur	3862,0
1930	50119	Gelsa	2172,0
1930	50120	Godojos	506,0
1930	50121	Gotor	738,0
1930	50122	Grisel	509,0
1930	50123	Grisén	651,0
1930	50124	Herrera de los Navarros	2224,0
1930	50125	Ibdes	1769,0
1930	50126	Illueca	1963,0
1930	50128	Isuerre	302,0
1930	50129	Jaraba	705,0
1930	50130	Jarque	1331,0
1930	50131	Jaulín	554,0
1930	50132	Joyosa (La)	283,0
1930	50133	Lagata	623,0
1930	50134	Langa del Castillo	818,0
1930	50135	Layana	479,0
1930	50136	Lécera	2290,0
1930	50137	Leciñena	2152,0
1930	50138	Lechón	181,0
1930	50139	Letux	1221,0
1930	50140	Litago	584,0
1930	50141	Lituénigo	359,0
1930	50142	Lobera de Onsella	507,0
1930	50143	Longares	1448,0
1930	50144	Longás	479,0
1930	50146	Lucena de Jalón	599,0
1930	50147	Luceni	1902,0
1930	50148	Luesia	1790,0
1930	50149	Luesma	290,0
1930	50150	Lumpiaque	1889,0
1930	50151	Luna	2611,0
1930	50152	Maella	3332,0
