Mes y año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Julio 2021	01	La Jacetania	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	373
Julio 2021	01	La Jacetania	02	Silvicultura y explotación forestal	10
Julio 2021	01	La Jacetania	03	Pesca y acuicultura	9
Julio 2021	01	La Jacetania	08	Otras industrias extractivas	22
Julio 2021	01	La Jacetania	10	Industria de la alimentación	69
Julio 2021	01	La Jacetania	11	Fabricación de bebidas	3
Julio 2021	01	La Jacetania	13	Industria textil	2
Julio 2021	01	La Jacetania	14	Confección de prendas de vestir	5
Julio 2021	01	La Jacetania	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	21
Julio 2021	01	La Jacetania	18	Artes gráficas y reproducción de soportes grabados	5
Julio 2021	01	La Jacetania	23	Fabricación de otros productos minerales no metálicos	19
Julio 2021	01	La Jacetania	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
Julio 2021	01	La Jacetania	25	Fabricación de productos metálicos, excepto maquinaria y equipo	28
Julio 2021	01	La Jacetania	27	Fabricación de material y equipo eléctrico	1
Julio 2021	01	La Jacetania	28	Fabricación de maquinaria y equipo n.c.o.p.	19
Julio 2021	01	La Jacetania	30	Fabricación de otro material de transporte	2
Julio 2021	01	La Jacetania	31	Fabricación de muebles	4
Julio 2021	01	La Jacetania	32	Otras industrias manufactureras	5
Julio 2021	01	La Jacetania	33	Reparación e instalación de maquinaria y equipo	14
Julio 2021	01	La Jacetania	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	29
Julio 2021	01	La Jacetania	41	Construcción de edificios	221
Julio 2021	01	La Jacetania	42	Ingeniería civil	70
Julio 2021	01	La Jacetania	43	Actividades de construcción especializada	285
Julio 2021	01	La Jacetania	45	Venta y reparación de vehículos de motor y motocicletas	80
Julio 2021	01	La Jacetania	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	162
Julio 2021	01	La Jacetania	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	691
Julio 2021	01	La Jacetania	49	Transporte terrestre y por tubería	140
Julio 2021	01	La Jacetania	50	Transporte marítimo y por vías navegables interiores	1
Julio 2021	01	La Jacetania	51	Transporte aéreo	1
Julio 2021	01	La Jacetania	52	Almacenamiento y actividades anexas al transporte	2
Julio 2021	01	La Jacetania	53	Actividades postales y de correos	2
Julio 2021	01	La Jacetania	55	Servicios de alojamiento	534
Julio 2021	01	La Jacetania	56	Servicios de comidas y bebidas	1011
Julio 2021	01	La Jacetania	58	Edición	4
Julio 2021	01	La Jacetania	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
Julio 2021	01	La Jacetania	60	Actividades de programación y emisión de radio y televisión	5
Julio 2021	01	La Jacetania	61	Telecomunicaciones	1
Julio 2021	01	La Jacetania	62	Programación, consultoría y otras actividades relacionadas con la informática	15
Julio 2021	01	La Jacetania	63	Servicios de información	7
Julio 2021	01	La Jacetania	64	Servicios financieros, excepto seguros y fondos de pensiones	1
Julio 2021	01	La Jacetania	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1
Julio 2021	01	La Jacetania	66	Actividades auxiliares a los servicios financieros y a los seguros	21
Julio 2021	01	La Jacetania	68	Actividades inmobiliarias	71
Julio 2021	01	La Jacetania	69	Actividades jurídicas y de contabilidad	110
Julio 2021	01	La Jacetania	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	8
Julio 2021	01	La Jacetania	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	39
Julio 2021	01	La Jacetania	72	Investigación y desarrollo	30
Julio 2021	01	La Jacetania	73	Publicidad y estudios de mercado	11
Julio 2021	01	La Jacetania	74	Otras actividades profesionales, científicas y técnicas	26
Julio 2021	01	La Jacetania	75	Actividades veterinarias	20
Julio 2021	01	La Jacetania	77	Actividades de alquiler	33
Julio 2021	01	La Jacetania	78	Actividades relacionadas con el empleo	3
Julio 2021	01	La Jacetania	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	72
Julio 2021	01	La Jacetania	80	Actividades de seguridad e investigación	29
Julio 2021	01	La Jacetania	81	Servicios a edificios y actividades de jardinería	180
Julio 2021	01	La Jacetania	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	57
Julio 2021	01	La Jacetania	84	Administración Pública y defensa; Seguridad Social obligatoria	474
Julio 2021	01	La Jacetania	85	Educación	156
Julio 2021	01	La Jacetania	86	Actividades sanitarias	140
Julio 2021	01	La Jacetania	87	Asistencia en establecimientos residenciales	112
Julio 2021	01	La Jacetania	88	Actividades de servicios sociales sin alojamiento	4
Julio 2021	01	La Jacetania	90	Actividades de creación, artísticas y espectáculos	12
Julio 2021	01	La Jacetania	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	1
Julio 2021	01	La Jacetania	92	Actividades de juegos de azar y apuestas	14
Julio 2021	01	La Jacetania	93	Actividades deportivas, recreativas y de entretenimiento	176
Julio 2021	01	La Jacetania	94	Actividades asociativas	83
Julio 2021	01	La Jacetania	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	21
Julio 2021	01	La Jacetania	96	Otros servicios personales	147
Julio 2021	01	La Jacetania	97	Actividades de los hogares como empleadores de personal doméstico	207
Julio 2021	02	Alto Gállego	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	152
Julio 2021	02	Alto Gállego	02	Silvicultura y explotación forestal	13
Julio 2021	02	Alto Gállego	03	Pesca y acuicultura	8
Julio 2021	02	Alto Gállego	08	Otras industrias extractivas	19
Julio 2021	02	Alto Gállego	10	Industria de la alimentación	47
Julio 2021	02	Alto Gállego	11	Fabricación de bebidas	5
Julio 2021	02	Alto Gállego	14	Confección de prendas de vestir	2
Julio 2021	02	Alto Gállego	15	Industria del cuero y del calzado	2
Julio 2021	02	Alto Gállego	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32
Julio 2021	02	Alto Gállego	18	Artes gráficas y reproducción de soportes grabados	8
Julio 2021	02	Alto Gállego	20	Industria química	371
Julio 2021	02	Alto Gállego	21	Fabricación de productos farmacéuticos	389
Julio 2021	02	Alto Gállego	22	Fabricación de productos de caucho y plásticos	12
Julio 2021	02	Alto Gállego	23	Fabricación de otros productos minerales no metálicos	18
Julio 2021	02	Alto Gállego	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	115
Julio 2021	02	Alto Gállego	25	Fabricación de productos metálicos, excepto maquinaria y equipo	42
Julio 2021	02	Alto Gállego	28	Fabricación de maquinaria y equipo n.c.o.p.	3
Julio 2021	02	Alto Gállego	31	Fabricación de muebles	7
Julio 2021	02	Alto Gállego	32	Otras industrias manufactureras	5
Julio 2021	02	Alto Gállego	33	Reparación e instalación de maquinaria y equipo	18
Julio 2021	02	Alto Gállego	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	38
Julio 2021	02	Alto Gállego	37	Recogida y tratamiento de aguas residuales	10
Julio 2021	02	Alto Gállego	41	Construcción de edificios	185
Julio 2021	02	Alto Gállego	42	Ingeniería civil	41
Julio 2021	02	Alto Gállego	43	Actividades de construcción especializada	373
Julio 2021	02	Alto Gállego	45	Venta y reparación de vehículos de motor y motocicletas	80
Julio 2021	02	Alto Gállego	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	139
Julio 2021	02	Alto Gállego	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	432
Julio 2021	02	Alto Gállego	49	Transporte terrestre y por tubería	206
Julio 2021	02	Alto Gállego	52	Almacenamiento y actividades anexas al transporte	20
Julio 2021	02	Alto Gállego	55	Servicios de alojamiento	657
Julio 2021	02	Alto Gállego	56	Servicios de comidas y bebidas	778
Julio 2021	02	Alto Gállego	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
Julio 2021	02	Alto Gállego	61	Telecomunicaciones	1
Julio 2021	02	Alto Gállego	62	Programación, consultoría y otras actividades relacionadas con la informática	9
Julio 2021	02	Alto Gállego	63	Servicios de información	1
Julio 2021	02	Alto Gállego	64	Servicios financieros, excepto seguros y fondos de pensiones	1
Julio 2021	02	Alto Gállego	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	2
Julio 2021	02	Alto Gállego	66	Actividades auxiliares a los servicios financieros y a los seguros	15
Julio 2021	02	Alto Gállego	68	Actividades inmobiliarias	44
Julio 2021	02	Alto Gállego	69	Actividades jurídicas y de contabilidad	59
Julio 2021	02	Alto Gállego	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	4
Julio 2021	02	Alto Gállego	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	70
Julio 2021	02	Alto Gállego	73	Publicidad y estudios de mercado	6
Julio 2021	02	Alto Gállego	74	Otras actividades profesionales, científicas y técnicas	12
Julio 2021	02	Alto Gállego	75	Actividades veterinarias	8
Julio 2021	02	Alto Gállego	77	Actividades de alquiler	25
Julio 2021	02	Alto Gállego	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	29
Julio 2021	02	Alto Gállego	81	Servicios a edificios y actividades de jardinería	109
Julio 2021	02	Alto Gállego	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	35
Julio 2021	02	Alto Gállego	84	Administración Pública y defensa; Seguridad Social obligatoria	281
Julio 2021	02	Alto Gállego	85	Educación	56
Julio 2021	02	Alto Gállego	86	Actividades sanitarias	35
Julio 2021	02	Alto Gállego	87	Asistencia en establecimientos residenciales	77
Julio 2021	02	Alto Gállego	88	Actividades de servicios sociales sin alojamiento	70
Julio 2021	02	Alto Gállego	90	Actividades de creación, artísticas y espectáculos	9
Julio 2021	02	Alto Gállego	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	28
Julio 2021	02	Alto Gállego	92	Actividades de juegos de azar y apuestas	1
Julio 2021	02	Alto Gállego	93	Actividades deportivas, recreativas y de entretenimiento	193
Julio 2021	02	Alto Gállego	94	Actividades asociativas	12
Julio 2021	02	Alto Gállego	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	10
Julio 2021	02	Alto Gállego	96	Otros servicios personales	96
Julio 2021	02	Alto Gállego	97	Actividades de los hogares como empleadores de personal doméstico	84
Julio 2021	03	Sobrarbe	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	352
Julio 2021	03	Sobrarbe	02	Silvicultura y explotación forestal	12
Julio 2021	03	Sobrarbe	03	Pesca y acuicultura	3
Julio 2021	03	Sobrarbe	08	Otras industrias extractivas	21
Julio 2021	03	Sobrarbe	10	Industria de la alimentación	64
Julio 2021	03	Sobrarbe	11	Fabricación de bebidas	8
Julio 2021	03	Sobrarbe	13	Industria textil	1
Julio 2021	03	Sobrarbe	14	Confección de prendas de vestir	1
Julio 2021	03	Sobrarbe	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	19
Julio 2021	03	Sobrarbe	18	Artes gráficas y reproducción de soportes grabados	1
Julio 2021	03	Sobrarbe	23	Fabricación de otros productos minerales no metálicos	16
Julio 2021	03	Sobrarbe	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
Julio 2021	03	Sobrarbe	25	Fabricación de productos metálicos, excepto maquinaria y equipo	6
Julio 2021	03	Sobrarbe	29	Fabricación de vehículos de motor, remolques y semirremolques	2
Julio 2021	03	Sobrarbe	31	Fabricación de muebles	6
Julio 2021	03	Sobrarbe	32	Otras industrias manufactureras	1
Julio 2021	03	Sobrarbe	33	Reparación e instalación de maquinaria y equipo	2
Julio 2021	03	Sobrarbe	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	4
Julio 2021	03	Sobrarbe	41	Construcción de edificios	202
Julio 2021	03	Sobrarbe	42	Ingeniería civil	3
Julio 2021	03	Sobrarbe	43	Actividades de construcción especializada	161
Julio 2021	03	Sobrarbe	45	Venta y reparación de vehículos de motor y motocicletas	39
Julio 2021	03	Sobrarbe	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	53
Julio 2021	03	Sobrarbe	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	361
Julio 2021	03	Sobrarbe	49	Transporte terrestre y por tubería	56
Julio 2021	03	Sobrarbe	52	Almacenamiento y actividades anexas al transporte	1
Julio 2021	03	Sobrarbe	55	Servicios de alojamiento	1017
Julio 2021	03	Sobrarbe	56	Servicios de comidas y bebidas	644
Julio 2021	03	Sobrarbe	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
Julio 2021	03	Sobrarbe	60	Actividades de programación y emisión de radio y televisión	3
Julio 2021	03	Sobrarbe	62	Programación, consultoría y otras actividades relacionadas con la informática	3
Julio 2021	03	Sobrarbe	63	Servicios de información	4
Julio 2021	03	Sobrarbe	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1
Julio 2021	03	Sobrarbe	66	Actividades auxiliares a los servicios financieros y a los seguros	13
Julio 2021	03	Sobrarbe	68	Actividades inmobiliarias	7
Julio 2021	03	Sobrarbe	69	Actividades jurídicas y de contabilidad	30
Julio 2021	03	Sobrarbe	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	3
Julio 2021	03	Sobrarbe	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	19
Julio 2021	03	Sobrarbe	72	Investigación y desarrollo	3
Julio 2021	03	Sobrarbe	73	Publicidad y estudios de mercado	13
Julio 2021	03	Sobrarbe	74	Otras actividades profesionales, científicas y técnicas	13
Julio 2021	03	Sobrarbe	75	Actividades veterinarias	5
Julio 2021	03	Sobrarbe	77	Actividades de alquiler	2
Julio 2021	03	Sobrarbe	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	47
Julio 2021	03	Sobrarbe	81	Servicios a edificios y actividades de jardinería	42
Julio 2021	03	Sobrarbe	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	6
Julio 2021	03	Sobrarbe	84	Administración Pública y defensa; Seguridad Social obligatoria	206
Julio 2021	03	Sobrarbe	85	Educación	45
Julio 2021	03	Sobrarbe	86	Actividades sanitarias	21
Julio 2021	03	Sobrarbe	87	Asistencia en establecimientos residenciales	30
Julio 2021	03	Sobrarbe	88	Actividades de servicios sociales sin alojamiento	29
Julio 2021	03	Sobrarbe	90	Actividades de creación, artísticas y espectáculos	5
Julio 2021	03	Sobrarbe	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	3
Julio 2021	03	Sobrarbe	92	Actividades de juegos de azar y apuestas	1
Julio 2021	03	Sobrarbe	93	Actividades deportivas, recreativas y de entretenimiento	111
Julio 2021	03	Sobrarbe	94	Actividades asociativas	5
Julio 2021	03	Sobrarbe	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	11
Julio 2021	03	Sobrarbe	96	Otros servicios personales	31
Julio 2021	03	Sobrarbe	97	Actividades de los hogares como empleadores de personal doméstico	46
Julio 2021	04	La Ribagorza	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	814
Julio 2021	04	La Ribagorza	02	Silvicultura y explotación forestal	4
Julio 2021	04	La Ribagorza	03	Pesca y acuicultura	1
Julio 2021	04	La Ribagorza	08	Otras industrias extractivas	16
Julio 2021	04	La Ribagorza	10	Industria de la alimentación	167
Julio 2021	04	La Ribagorza	11	Fabricación de bebidas	55
Julio 2021	04	La Ribagorza	13	Industria textil	3
Julio 2021	04	La Ribagorza	14	Confección de prendas de vestir	3
Julio 2021	04	La Ribagorza	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	15
Julio 2021	04	La Ribagorza	18	Artes gráficas y reproducción de soportes grabados	3
Julio 2021	04	La Ribagorza	20	Industria química	3
Julio 2021	04	La Ribagorza	25	Fabricación de productos metálicos, excepto maquinaria y equipo	44
Julio 2021	04	La Ribagorza	28	Fabricación de maquinaria y equipo n.c.o.p.	4
Julio 2021	04	La Ribagorza	31	Fabricación de muebles	4
Julio 2021	04	La Ribagorza	32	Otras industrias manufactureras	1
Julio 2021	04	La Ribagorza	33	Reparación e instalación de maquinaria y equipo	19
Julio 2021	04	La Ribagorza	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	8
Julio 2021	04	La Ribagorza	36	Captación, depuración y distribución de agua	4
Julio 2021	04	La Ribagorza	37	Recogida y tratamiento de aguas residuales	14
Julio 2021	04	La Ribagorza	41	Construcción de edificios	288
Julio 2021	04	La Ribagorza	42	Ingeniería civil	59
Julio 2021	04	La Ribagorza	43	Actividades de construcción especializada	239
Julio 2021	04	La Ribagorza	45	Venta y reparación de vehículos de motor y motocicletas	49
Julio 2021	04	La Ribagorza	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	233
Julio 2021	04	La Ribagorza	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	487
Julio 2021	04	La Ribagorza	49	Transporte terrestre y por tubería	216
Julio 2021	04	La Ribagorza	52	Almacenamiento y actividades anexas al transporte	2
Julio 2021	04	La Ribagorza	55	Servicios de alojamiento	735
Julio 2021	04	La Ribagorza	56	Servicios de comidas y bebidas	439
Julio 2021	04	La Ribagorza	60	Actividades de programación y emisión de radio y televisión	3
Julio 2021	04	La Ribagorza	62	Programación, consultoría y otras actividades relacionadas con la informática	7
Julio 2021	04	La Ribagorza	64	Servicios financieros, excepto seguros y fondos de pensiones	1
Julio 2021	04	La Ribagorza	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	2
Julio 2021	04	La Ribagorza	66	Actividades auxiliares a los servicios financieros y a los seguros	20
Julio 2021	04	La Ribagorza	68	Actividades inmobiliarias	17
Julio 2021	04	La Ribagorza	69	Actividades jurídicas y de contabilidad	48
Julio 2021	04	La Ribagorza	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	9
Julio 2021	04	La Ribagorza	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	35
Julio 2021	04	La Ribagorza	72	Investigación y desarrollo	2
Julio 2021	04	La Ribagorza	73	Publicidad y estudios de mercado	9
Julio 2021	04	La Ribagorza	74	Otras actividades profesionales, científicas y técnicas	26
Julio 2021	04	La Ribagorza	75	Actividades veterinarias	7
Julio 2021	04	La Ribagorza	77	Actividades de alquiler	13
Julio 2021	04	La Ribagorza	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	6
Julio 2021	04	La Ribagorza	81	Servicios a edificios y actividades de jardinería	155
Julio 2021	04	La Ribagorza	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	15
Julio 2021	04	La Ribagorza	84	Administración Pública y defensa; Seguridad Social obligatoria	333
Julio 2021	04	La Ribagorza	85	Educación	90
Julio 2021	04	La Ribagorza	86	Actividades sanitarias	36
Julio 2021	04	La Ribagorza	87	Asistencia en establecimientos residenciales	164
Julio 2021	04	La Ribagorza	88	Actividades de servicios sociales sin alojamiento	95
Julio 2021	04	La Ribagorza	90	Actividades de creación, artísticas y espectáculos	13
Julio 2021	04	La Ribagorza	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
Julio 2021	04	La Ribagorza	92	Actividades de juegos de azar y apuestas	1
Julio 2021	04	La Ribagorza	93	Actividades deportivas, recreativas y de entretenimiento	191
Julio 2021	04	La Ribagorza	94	Actividades asociativas	37
Julio 2021	04	La Ribagorza	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	17
Julio 2021	04	La Ribagorza	96	Otros servicios personales	76
Julio 2021	04	La Ribagorza	97	Actividades de los hogares como empleadores de personal doméstico	83
Julio 2021	05	Cinco Villas	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	3096
Julio 2021	05	Cinco Villas	02	Silvicultura y explotación forestal	2
Julio 2021	05	Cinco Villas	03	Pesca y acuicultura	3
Julio 2021	05	Cinco Villas	08	Otras industrias extractivas	2
Julio 2021	05	Cinco Villas	10	Industria de la alimentación	1899
Julio 2021	05	Cinco Villas	11	Fabricación de bebidas	10
Julio 2021	05	Cinco Villas	13	Industria textil	1
Julio 2021	05	Cinco Villas	14	Confección de prendas de vestir	16
Julio 2021	05	Cinco Villas	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	59
Julio 2021	05	Cinco Villas	17	Industria del papel	147
Julio 2021	05	Cinco Villas	18	Artes gráficas y reproducción de soportes grabados	10
Julio 2021	05	Cinco Villas	20	Industria química	1
Julio 2021	05	Cinco Villas	22	Fabricación de productos de caucho y plásticos	51
Julio 2021	05	Cinco Villas	23	Fabricación de otros productos minerales no metálicos	448
Julio 2021	05	Cinco Villas	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	111
Julio 2021	05	Cinco Villas	25	Fabricación de productos metálicos, excepto maquinaria y equipo	231
Julio 2021	05	Cinco Villas	26	Fabricación de productos informáticos, electrónicos y ópticos	10
Julio 2021	05	Cinco Villas	27	Fabricación de material y equipo eléctrico	63
Julio 2021	05	Cinco Villas	28	Fabricación de maquinaria y equipo n.c.o.p.	235
Julio 2021	05	Cinco Villas	29	Fabricación de vehículos de motor, remolques y semirremolques	435
Julio 2021	05	Cinco Villas	30	Fabricación de otro material de transporte	1
Julio 2021	05	Cinco Villas	31	Fabricación de muebles	42
Julio 2021	05	Cinco Villas	32	Otras industrias manufactureras	5
Julio 2021	05	Cinco Villas	33	Reparación e instalación de maquinaria y equipo	143
Julio 2021	05	Cinco Villas	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	18
Julio 2021	05	Cinco Villas	36	Captación, depuración y distribución de agua	89
Julio 2021	05	Cinco Villas	37	Recogida y tratamiento de aguas residuales	12
Julio 2021	05	Cinco Villas	38	Recogida, tratamiento y eliminación de residuos; valorización	4
Julio 2021	05	Cinco Villas	41	Construcción de edificios	332
Julio 2021	05	Cinco Villas	42	Ingeniería civil	42
Julio 2021	05	Cinco Villas	43	Actividades de construcción especializada	600
Julio 2021	05	Cinco Villas	45	Venta y reparación de vehículos de motor y motocicletas	276
Julio 2021	05	Cinco Villas	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	431
Julio 2021	05	Cinco Villas	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	1403
Julio 2021	05	Cinco Villas	49	Transporte terrestre y por tubería	416
Julio 2021	05	Cinco Villas	52	Almacenamiento y actividades anexas al transporte	27
Julio 2021	05	Cinco Villas	53	Actividades postales y de correos	17
Julio 2021	05	Cinco Villas	55	Servicios de alojamiento	107
Julio 2021	05	Cinco Villas	56	Servicios de comidas y bebidas	528
Julio 2021	05	Cinco Villas	58	Edición	2
Julio 2021	05	Cinco Villas	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	3
Julio 2021	05	Cinco Villas	61	Telecomunicaciones	2
Julio 2021	05	Cinco Villas	62	Programación, consultoría y otras actividades relacionadas con la informática	30
Julio 2021	05	Cinco Villas	63	Servicios de información	1
Julio 2021	05	Cinco Villas	64	Servicios financieros, excepto seguros y fondos de pensiones	5
Julio 2021	05	Cinco Villas	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	8
Julio 2021	05	Cinco Villas	66	Actividades auxiliares a los servicios financieros y a los seguros	35
Julio 2021	05	Cinco Villas	68	Actividades inmobiliarias	32
Julio 2021	05	Cinco Villas	69	Actividades jurídicas y de contabilidad	105
Julio 2021	05	Cinco Villas	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	12
Julio 2021	05	Cinco Villas	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	99
Julio 2021	05	Cinco Villas	72	Investigación y desarrollo	14
Julio 2021	05	Cinco Villas	73	Publicidad y estudios de mercado	7
Julio 2021	05	Cinco Villas	74	Otras actividades profesionales, científicas y técnicas	311
Julio 2021	05	Cinco Villas	75	Actividades veterinarias	17
Julio 2021	05	Cinco Villas	77	Actividades de alquiler	21
Julio 2021	05	Cinco Villas	78	Actividades relacionadas con el empleo	61
Julio 2021	05	Cinco Villas	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	10
Julio 2021	05	Cinco Villas	80	Actividades de seguridad e investigación	1
Julio 2021	05	Cinco Villas	81	Servicios a edificios y actividades de jardinería	149
Julio 2021	05	Cinco Villas	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	22
Julio 2021	05	Cinco Villas	84	Administración Pública y defensa; Seguridad Social obligatoria	605
Julio 2021	05	Cinco Villas	85	Educación	125
Julio 2021	05	Cinco Villas	86	Actividades sanitarias	162
Julio 2021	05	Cinco Villas	87	Asistencia en establecimientos residenciales	388
Julio 2021	05	Cinco Villas	88	Actividades de servicios sociales sin alojamiento	22
Julio 2021	05	Cinco Villas	90	Actividades de creación, artísticas y espectáculos	13
Julio 2021	05	Cinco Villas	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
Julio 2021	05	Cinco Villas	92	Actividades de juegos de azar y apuestas	6
Julio 2021	05	Cinco Villas	93	Actividades deportivas, recreativas y de entretenimiento	39
Julio 2021	05	Cinco Villas	94	Actividades asociativas	32
Julio 2021	05	Cinco Villas	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	30
Julio 2021	05	Cinco Villas	96	Otros servicios personales	138
Julio 2021	05	Cinco Villas	97	Actividades de los hogares como empleadores de personal doméstico	107
Julio 2021	05	Cinco Villas	99	Actividades de organizaciones y organismos extraterritoriales	1
Julio 2021	06	Hoya de Huesca / Plana de Uesca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	1794
Julio 2021	06	Hoya de Huesca / Plana de Uesca	02	Silvicultura y explotación forestal	525
Julio 2021	06	Hoya de Huesca / Plana de Uesca	03	Pesca y acuicultura	1
Julio 2021	06	Hoya de Huesca / Plana de Uesca	08	Otras industrias extractivas	1
Julio 2021	06	Hoya de Huesca / Plana de Uesca	10	Industria de la alimentación	500
Julio 2021	06	Hoya de Huesca / Plana de Uesca	11	Fabricación de bebidas	6
Julio 2021	06	Hoya de Huesca / Plana de Uesca	13	Industria textil	7
Julio 2021	06	Hoya de Huesca / Plana de Uesca	14	Confección de prendas de vestir	22
Julio 2021	06	Hoya de Huesca / Plana de Uesca	15	Industria del cuero y del calzado	19
Julio 2021	06	Hoya de Huesca / Plana de Uesca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	86
Julio 2021	06	Hoya de Huesca / Plana de Uesca	17	Industria del papel	24
Julio 2021	06	Hoya de Huesca / Plana de Uesca	18	Artes gráficas y reproducción de soportes grabados	99
Julio 2021	06	Hoya de Huesca / Plana de Uesca	20	Industria química	178
Julio 2021	06	Hoya de Huesca / Plana de Uesca	21	Fabricación de productos farmacéuticos	6
Julio 2021	06	Hoya de Huesca / Plana de Uesca	22	Fabricación de productos de caucho y plásticos	95
Julio 2021	06	Hoya de Huesca / Plana de Uesca	23	Fabricación de otros productos minerales no metálicos	75
Julio 2021	06	Hoya de Huesca / Plana de Uesca	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	22
Julio 2021	06	Hoya de Huesca / Plana de Uesca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	452
Julio 2021	06	Hoya de Huesca / Plana de Uesca	26	Fabricación de productos informáticos, electrónicos y ópticos	10
Julio 2021	06	Hoya de Huesca / Plana de Uesca	27	Fabricación de material y equipo eléctrico	18
Julio 2021	06	Hoya de Huesca / Plana de Uesca	28	Fabricación de maquinaria y equipo n.c.o.p.	271
Julio 2021	06	Hoya de Huesca / Plana de Uesca	29	Fabricación de vehículos de motor, remolques y semirremolques	50
Julio 2021	06	Hoya de Huesca / Plana de Uesca	31	Fabricación de muebles	21
Julio 2021	06	Hoya de Huesca / Plana de Uesca	32	Otras industrias manufactureras	107
