Mes y año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Febrero 2021	33	Matarraña / Matarranya	03	Pesca y acuicultura	4
Febrero 2021	33	Matarraña / Matarranya	08	Otras industrias extractivas	20
Febrero 2021	33	Matarraña / Matarranya	10	Industria de la alimentación	446
Febrero 2021	33	Matarraña / Matarranya	11	Fabricación de bebidas	20
Febrero 2021	33	Matarraña / Matarranya	14	Confección de prendas de vestir	45
Febrero 2021	33	Matarraña / Matarranya	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	16
Febrero 2021	33	Matarraña / Matarranya	17	Industria del papel	1
Febrero 2021	33	Matarraña / Matarranya	18	Artes gráficas y reproducción de soportes grabados	4
Febrero 2021	33	Matarraña / Matarranya	20	Industria química	7
Febrero 2021	33	Matarraña / Matarranya	23	Fabricación de otros productos minerales no metálicos	4
Febrero 2021	33	Matarraña / Matarranya	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2
Febrero 2021	33	Matarraña / Matarranya	25	Fabricación de productos metálicos, excepto maquinaria y equipo	5
Febrero 2021	33	Matarraña / Matarranya	28	Fabricación de maquinaria y equipo n.c.o.p.	24
Febrero 2021	33	Matarraña / Matarranya	29	Fabricación de vehículos de motor, remolques y semirremolques	2
Febrero 2021	33	Matarraña / Matarranya	31	Fabricación de muebles	14
Febrero 2021	33	Matarraña / Matarranya	32	Otras industrias manufactureras	2
Febrero 2021	33	Matarraña / Matarranya	33	Reparación e instalación de maquinaria y equipo	9
Febrero 2021	33	Matarraña / Matarranya	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1
Febrero 2021	33	Matarraña / Matarranya	37	Recogida y tratamiento de aguas residuales	8
Febrero 2021	33	Matarraña / Matarranya	38	Recogida, tratamiento y eliminación de residuos; valorización	1
Febrero 2021	33	Matarraña / Matarranya	41	Construcción de edificios	166
Febrero 2021	33	Matarraña / Matarranya	42	Ingeniería civil	1
Febrero 2021	33	Matarraña / Matarranya	43	Actividades de construcción especializada	118
Febrero 2021	33	Matarraña / Matarranya	45	Venta y reparación de vehículos de motor y motocicletas	66
Febrero 2021	33	Matarraña / Matarranya	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	68
Febrero 2021	33	Matarraña / Matarranya	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	209
Febrero 2021	33	Matarraña / Matarranya	49	Transporte terrestre y por tubería	102
Febrero 2021	33	Matarraña / Matarranya	55	Servicios de alojamiento	171
Febrero 2021	33	Matarraña / Matarranya	56	Servicios de comidas y bebidas	159
Febrero 2021	33	Matarraña / Matarranya	58	Edición	1
Febrero 2021	33	Matarraña / Matarranya	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	4
Febrero 2021	33	Matarraña / Matarranya	62	Programación, consultoría y otras actividades relacionadas con la informática	6
Febrero 2021	33	Matarraña / Matarranya	66	Actividades auxiliares a los servicios financieros y a los seguros	14
Febrero 2021	33	Matarraña / Matarranya	68	Actividades inmobiliarias	7
Febrero 2021	33	Matarraña / Matarranya	69	Actividades jurídicas y de contabilidad	15
Febrero 2021	33	Matarraña / Matarranya	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	24
Febrero 2021	33	Matarraña / Matarranya	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	14
Febrero 2021	33	Matarraña / Matarranya	72	Investigación y desarrollo	2
Febrero 2021	33	Matarraña / Matarranya	73	Publicidad y estudios de mercado	1
Febrero 2021	33	Matarraña / Matarranya	74	Otras actividades profesionales, científicas y técnicas	5
Febrero 2021	33	Matarraña / Matarranya	75	Actividades veterinarias	6
Febrero 2021	33	Matarraña / Matarranya	77	Actividades de alquiler	3
Febrero 2021	33	Matarraña / Matarranya	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	8
Febrero 2021	33	Matarraña / Matarranya	81	Servicios a edificios y actividades de jardinería	35
Febrero 2021	33	Matarraña / Matarranya	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	1
Febrero 2021	33	Matarraña / Matarranya	84	Administración Pública y defensa; Seguridad Social obligatoria	183
Febrero 2021	33	Matarraña / Matarranya	85	Educación	27
Febrero 2021	33	Matarraña / Matarranya	86	Actividades sanitarias	23
Febrero 2021	33	Matarraña / Matarranya	87	Asistencia en establecimientos residenciales	56
Febrero 2021	33	Matarraña / Matarranya	88	Actividades de servicios sociales sin alojamiento	13
Febrero 2021	33	Matarraña / Matarranya	90	Actividades de creación, artísticas y espectáculos	21
Febrero 2021	33	Matarraña / Matarranya	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	1
Febrero 2021	33	Matarraña / Matarranya	93	Actividades deportivas, recreativas y de entretenimiento	15
Febrero 2021	33	Matarraña / Matarranya	94	Actividades asociativas	5
Febrero 2021	33	Matarraña / Matarranya	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	11
Febrero 2021	33	Matarraña / Matarranya	96	Otros servicios personales	42
Febrero 2021	33	Matarraña / Matarranya	97	Actividades de los hogares como empleadores de personal doméstico	41
Enero 2021	01	La Jacetania	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	350
Enero 2021	01	La Jacetania	02	Silvicultura y explotación forestal	8
Enero 2021	01	La Jacetania	03	Pesca y acuicultura	8
Enero 2021	01	La Jacetania	08	Otras industrias extractivas	22
Enero 2021	01	La Jacetania	10	Industria de la alimentación	57
Enero 2021	01	La Jacetania	11	Fabricación de bebidas	3
Enero 2021	01	La Jacetania	13	Industria textil	2
Enero 2021	01	La Jacetania	14	Confección de prendas de vestir	5
Enero 2021	01	La Jacetania	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	20
Enero 2021	01	La Jacetania	18	Artes gráficas y reproducción de soportes grabados	6
Enero 2021	01	La Jacetania	23	Fabricación de otros productos minerales no metálicos	20
Enero 2021	01	La Jacetania	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
Enero 2021	01	La Jacetania	25	Fabricación de productos metálicos, excepto maquinaria y equipo	28
Enero 2021	01	La Jacetania	27	Fabricación de material y equipo eléctrico	1
Enero 2021	01	La Jacetania	28	Fabricación de maquinaria y equipo n.c.o.p.	24
Enero 2021	01	La Jacetania	30	Fabricación de otro material de transporte	2
Enero 2021	01	La Jacetania	31	Fabricación de muebles	4
Enero 2021	01	La Jacetania	32	Otras industrias manufactureras	4
Enero 2021	01	La Jacetania	33	Reparación e instalación de maquinaria y equipo	13
Enero 2021	01	La Jacetania	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	29
Enero 2021	01	La Jacetania	41	Construcción de edificios	210
Enero 2021	01	La Jacetania	42	Ingeniería civil	140
Enero 2021	01	La Jacetania	43	Actividades de construcción especializada	205
Enero 2021	01	La Jacetania	45	Venta y reparación de vehículos de motor y motocicletas	75
Enero 2021	01	La Jacetania	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	133
Enero 2021	01	La Jacetania	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	624
Enero 2021	01	La Jacetania	49	Transporte terrestre y por tubería	221
Enero 2021	01	La Jacetania	51	Transporte aéreo	1
Enero 2021	01	La Jacetania	52	Almacenamiento y actividades anexas al transporte	2
Enero 2021	01	La Jacetania	53	Actividades postales y de correos	2
Enero 2021	01	La Jacetania	55	Servicios de alojamiento	271
Enero 2021	01	La Jacetania	56	Servicios de comidas y bebidas	592
Enero 2021	01	La Jacetania	58	Edición	4
Enero 2021	01	La Jacetania	60	Actividades de programación y emisión de radio y televisión	5
Enero 2021	01	La Jacetania	62	Programación, consultoría y otras actividades relacionadas con la informática	12
Enero 2021	01	La Jacetania	63	Servicios de información	7
Enero 2021	01	La Jacetania	64	Servicios financieros, excepto seguros y fondos de pensiones	1
Enero 2021	01	La Jacetania	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1
Enero 2021	01	La Jacetania	66	Actividades auxiliares a los servicios financieros y a los seguros	24
Enero 2021	01	La Jacetania	68	Actividades inmobiliarias	63
Enero 2021	01	La Jacetania	69	Actividades jurídicas y de contabilidad	109
Enero 2021	01	La Jacetania	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	9
Enero 2021	01	La Jacetania	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	30
Enero 2021	01	La Jacetania	72	Investigación y desarrollo	25
Enero 2021	01	La Jacetania	73	Publicidad y estudios de mercado	11
Enero 2021	01	La Jacetania	74	Otras actividades profesionales, científicas y técnicas	21
Enero 2021	01	La Jacetania	75	Actividades veterinarias	21
Enero 2021	01	La Jacetania	77	Actividades de alquiler	25
Enero 2021	01	La Jacetania	78	Actividades relacionadas con el empleo	2
Enero 2021	01	La Jacetania	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	35
Enero 2021	01	La Jacetania	80	Actividades de seguridad e investigación	10
Enero 2021	01	La Jacetania	81	Servicios a edificios y actividades de jardinería	137
Enero 2021	01	La Jacetania	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	47
Enero 2021	01	La Jacetania	84	Administración Pública y defensa; Seguridad Social obligatoria	418
Enero 2021	01	La Jacetania	85	Educación	204
Enero 2021	01	La Jacetania	86	Actividades sanitarias	133
Enero 2021	01	La Jacetania	87	Asistencia en establecimientos residenciales	105
Enero 2021	01	La Jacetania	88	Actividades de servicios sociales sin alojamiento	5
Enero 2021	01	La Jacetania	90	Actividades de creación, artísticas y espectáculos	11
Enero 2021	01	La Jacetania	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	1
Enero 2021	01	La Jacetania	92	Actividades de juegos de azar y apuestas	15
Enero 2021	01	La Jacetania	93	Actividades deportivas, recreativas y de entretenimiento	115
Enero 2021	01	La Jacetania	94	Actividades asociativas	80
Enero 2021	01	La Jacetania	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	20
Enero 2021	01	La Jacetania	96	Otros servicios personales	139
Enero 2021	01	La Jacetania	97	Actividades de los hogares como empleadores de personal doméstico	168
Enero 2021	02	Alto Gállego	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	147
Enero 2021	02	Alto Gállego	02	Silvicultura y explotación forestal	2
Enero 2021	02	Alto Gállego	03	Pesca y acuicultura	11
Enero 2021	02	Alto Gállego	08	Otras industrias extractivas	18
Enero 2021	02	Alto Gállego	10	Industria de la alimentación	39
Enero 2021	02	Alto Gállego	11	Fabricación de bebidas	4
Enero 2021	02	Alto Gállego	14	Confección de prendas de vestir	2
Enero 2021	02	Alto Gállego	15	Industria del cuero y del calzado	2
Enero 2021	02	Alto Gállego	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32
Enero 2021	02	Alto Gállego	18	Artes gráficas y reproducción de soportes grabados	8
Enero 2021	02	Alto Gállego	20	Industria química	384
Enero 2021	02	Alto Gállego	21	Fabricación de productos farmacéuticos	388
Enero 2021	02	Alto Gállego	22	Fabricación de productos de caucho y plásticos	12
Enero 2021	02	Alto Gállego	23	Fabricación de otros productos minerales no metálicos	19
Enero 2021	02	Alto Gállego	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	104
Enero 2021	02	Alto Gállego	25	Fabricación de productos metálicos, excepto maquinaria y equipo	39
Enero 2021	02	Alto Gállego	28	Fabricación de maquinaria y equipo n.c.o.p.	3
Enero 2021	02	Alto Gállego	31	Fabricación de muebles	6
Enero 2021	02	Alto Gállego	32	Otras industrias manufactureras	5
Enero 2021	02	Alto Gállego	33	Reparación e instalación de maquinaria y equipo	16
Enero 2021	02	Alto Gállego	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	36
Enero 2021	02	Alto Gállego	37	Recogida y tratamiento de aguas residuales	3
Enero 2021	02	Alto Gállego	41	Construcción de edificios	153
Enero 2021	02	Alto Gállego	42	Ingeniería civil	30
Enero 2021	02	Alto Gállego	43	Actividades de construcción especializada	332
Enero 2021	02	Alto Gállego	45	Venta y reparación de vehículos de motor y motocicletas	74
Enero 2021	02	Alto Gállego	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	114
Enero 2021	02	Alto Gállego	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	369
Enero 2021	02	Alto Gállego	49	Transporte terrestre y por tubería	204
Enero 2021	02	Alto Gállego	52	Almacenamiento y actividades anexas al transporte	18
Enero 2021	02	Alto Gállego	55	Servicios de alojamiento	322
Enero 2021	02	Alto Gállego	56	Servicios de comidas y bebidas	451
Enero 2021	02	Alto Gállego	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
Enero 2021	02	Alto Gállego	61	Telecomunicaciones	1
Enero 2021	02	Alto Gállego	62	Programación, consultoría y otras actividades relacionadas con la informática	9
Enero 2021	02	Alto Gállego	63	Servicios de información	1
Enero 2021	02	Alto Gállego	64	Servicios financieros, excepto seguros y fondos de pensiones	1
Enero 2021	02	Alto Gállego	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	2
Enero 2021	02	Alto Gállego	66	Actividades auxiliares a los servicios financieros y a los seguros	17
Enero 2021	02	Alto Gállego	68	Actividades inmobiliarias	39
Enero 2021	02	Alto Gállego	69	Actividades jurídicas y de contabilidad	59
Enero 2021	02	Alto Gállego	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	5
Enero 2021	02	Alto Gállego	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	68
Enero 2021	02	Alto Gállego	72	Investigación y desarrollo	1
Enero 2021	02	Alto Gállego	73	Publicidad y estudios de mercado	6
Enero 2021	02	Alto Gállego	74	Otras actividades profesionales, científicas y técnicas	14
Enero 2021	02	Alto Gállego	75	Actividades veterinarias	8
Enero 2021	02	Alto Gállego	77	Actividades de alquiler	19
Enero 2021	02	Alto Gállego	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	14
Enero 2021	02	Alto Gállego	80	Actividades de seguridad e investigación	1
Enero 2021	02	Alto Gállego	81	Servicios a edificios y actividades de jardinería	114
Enero 2021	02	Alto Gállego	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	41
Enero 2021	02	Alto Gállego	84	Administración Pública y defensa; Seguridad Social obligatoria	259
Enero 2021	02	Alto Gállego	85	Educación	60
Enero 2021	02	Alto Gállego	86	Actividades sanitarias	35
Enero 2021	02	Alto Gállego	87	Asistencia en establecimientos residenciales	59
Enero 2021	02	Alto Gállego	88	Actividades de servicios sociales sin alojamiento	67
Enero 2021	02	Alto Gállego	90	Actividades de creación, artísticas y espectáculos	7
Enero 2021	02	Alto Gállego	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	13
Enero 2021	02	Alto Gállego	92	Actividades de juegos de azar y apuestas	1
Enero 2021	02	Alto Gállego	93	Actividades deportivas, recreativas y de entretenimiento	233
Enero 2021	02	Alto Gállego	94	Actividades asociativas	9
Enero 2021	02	Alto Gállego	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	10
Enero 2021	02	Alto Gállego	96	Otros servicios personales	92
Enero 2021	02	Alto Gállego	97	Actividades de los hogares como empleadores de personal doméstico	82
Enero 2021	03	Sobrarbe	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	346
Enero 2021	03	Sobrarbe	02	Silvicultura y explotación forestal	7
Enero 2021	03	Sobrarbe	03	Pesca y acuicultura	3
Enero 2021	03	Sobrarbe	08	Otras industrias extractivas	19
Enero 2021	03	Sobrarbe	10	Industria de la alimentación	48
Enero 2021	03	Sobrarbe	11	Fabricación de bebidas	4
Enero 2021	03	Sobrarbe	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	18
Enero 2021	03	Sobrarbe	18	Artes gráficas y reproducción de soportes grabados	1
Enero 2021	03	Sobrarbe	23	Fabricación de otros productos minerales no metálicos	17
Enero 2021	03	Sobrarbe	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
Enero 2021	03	Sobrarbe	25	Fabricación de productos metálicos, excepto maquinaria y equipo	7
Enero 2021	03	Sobrarbe	29	Fabricación de vehículos de motor, remolques y semirremolques	2
Enero 2021	03	Sobrarbe	31	Fabricación de muebles	7
Enero 2021	03	Sobrarbe	32	Otras industrias manufactureras	1
Enero 2021	03	Sobrarbe	33	Reparación e instalación de maquinaria y equipo	2
Enero 2021	03	Sobrarbe	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	4
Enero 2021	03	Sobrarbe	41	Construcción de edificios	198
Enero 2021	03	Sobrarbe	42	Ingeniería civil	3
Enero 2021	03	Sobrarbe	43	Actividades de construcción especializada	150
Enero 2021	03	Sobrarbe	45	Venta y reparación de vehículos de motor y motocicletas	40
Enero 2021	03	Sobrarbe	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	51
Enero 2021	03	Sobrarbe	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	235
Enero 2021	03	Sobrarbe	49	Transporte terrestre y por tubería	66
Enero 2021	03	Sobrarbe	52	Almacenamiento y actividades anexas al transporte	1
Enero 2021	03	Sobrarbe	55	Servicios de alojamiento	308
Enero 2021	03	Sobrarbe	56	Servicios de comidas y bebidas	219
Enero 2021	03	Sobrarbe	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
Enero 2021	03	Sobrarbe	60	Actividades de programación y emisión de radio y televisión	2
Enero 2021	03	Sobrarbe	62	Programación, consultoría y otras actividades relacionadas con la informática	2
Enero 2021	03	Sobrarbe	63	Servicios de información	4
Enero 2021	03	Sobrarbe	64	Servicios financieros, excepto seguros y fondos de pensiones	1
Enero 2021	03	Sobrarbe	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1
Enero 2021	03	Sobrarbe	66	Actividades auxiliares a los servicios financieros y a los seguros	11
Enero 2021	03	Sobrarbe	68	Actividades inmobiliarias	7
Enero 2021	03	Sobrarbe	69	Actividades jurídicas y de contabilidad	32
Enero 2021	03	Sobrarbe	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	2
Enero 2021	03	Sobrarbe	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	18
Enero 2021	03	Sobrarbe	72	Investigación y desarrollo	3
Enero 2021	03	Sobrarbe	73	Publicidad y estudios de mercado	9
Enero 2021	03	Sobrarbe	74	Otras actividades profesionales, científicas y técnicas	14
Enero 2021	03	Sobrarbe	75	Actividades veterinarias	5
Enero 2021	03	Sobrarbe	77	Actividades de alquiler	2
Enero 2021	03	Sobrarbe	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	26
Enero 2021	03	Sobrarbe	81	Servicios a edificios y actividades de jardinería	29
Enero 2021	03	Sobrarbe	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4
Enero 2021	03	Sobrarbe	84	Administración Pública y defensa; Seguridad Social obligatoria	169
Enero 2021	03	Sobrarbe	85	Educación	39
Enero 2021	03	Sobrarbe	86	Actividades sanitarias	18
Enero 2021	03	Sobrarbe	87	Asistencia en establecimientos residenciales	32
Enero 2021	03	Sobrarbe	88	Actividades de servicios sociales sin alojamiento	33
Enero 2021	03	Sobrarbe	90	Actividades de creación, artísticas y espectáculos	2
Enero 2021	03	Sobrarbe	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
Enero 2021	03	Sobrarbe	92	Actividades de juegos de azar y apuestas	1
Enero 2021	03	Sobrarbe	93	Actividades deportivas, recreativas y de entretenimiento	23
Enero 2021	03	Sobrarbe	94	Actividades asociativas	17
Enero 2021	03	Sobrarbe	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	11
Enero 2021	03	Sobrarbe	96	Otros servicios personales	26
Enero 2021	03	Sobrarbe	97	Actividades de los hogares como empleadores de personal doméstico	41
Enero 2021	04	La Ribagorza	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	806
Enero 2021	04	La Ribagorza	02	Silvicultura y explotación forestal	3
Enero 2021	04	La Ribagorza	03	Pesca y acuicultura	1
Enero 2021	04	La Ribagorza	08	Otras industrias extractivas	14
Enero 2021	04	La Ribagorza	10	Industria de la alimentación	162
Enero 2021	04	La Ribagorza	11	Fabricación de bebidas	49
Enero 2021	04	La Ribagorza	13	Industria textil	2
Enero 2021	04	La Ribagorza	14	Confección de prendas de vestir	3
Enero 2021	04	La Ribagorza	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	15
Enero 2021	04	La Ribagorza	18	Artes gráficas y reproducción de soportes grabados	3
Enero 2021	04	La Ribagorza	20	Industria química	2
Enero 2021	04	La Ribagorza	25	Fabricación de productos metálicos, excepto maquinaria y equipo	45
Enero 2021	04	La Ribagorza	28	Fabricación de maquinaria y equipo n.c.o.p.	4
Enero 2021	04	La Ribagorza	31	Fabricación de muebles	4
Enero 2021	04	La Ribagorza	32	Otras industrias manufactureras	1
Enero 2021	04	La Ribagorza	33	Reparación e instalación de maquinaria y equipo	19
Enero 2021	04	La Ribagorza	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	8
Enero 2021	04	La Ribagorza	36	Captación, depuración y distribución de agua	3
Enero 2021	04	La Ribagorza	37	Recogida y tratamiento de aguas residuales	13
Enero 2021	04	La Ribagorza	41	Construcción de edificios	259
Enero 2021	04	La Ribagorza	42	Ingeniería civil	4
Enero 2021	04	La Ribagorza	43	Actividades de construcción especializada	233
Enero 2021	04	La Ribagorza	45	Venta y reparación de vehículos de motor y motocicletas	47
Enero 2021	04	La Ribagorza	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	222
Enero 2021	04	La Ribagorza	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	410
Enero 2021	04	La Ribagorza	49	Transporte terrestre y por tubería	234
Enero 2021	04	La Ribagorza	52	Almacenamiento y actividades anexas al transporte	2
Enero 2021	04	La Ribagorza	55	Servicios de alojamiento	332
Enero 2021	04	La Ribagorza	56	Servicios de comidas y bebidas	253
Enero 2021	04	La Ribagorza	58	Edición	1
Enero 2021	04	La Ribagorza	60	Actividades de programación y emisión de radio y televisión	3
Enero 2021	04	La Ribagorza	62	Programación, consultoría y otras actividades relacionadas con la informática	6
Enero 2021	04	La Ribagorza	63	Servicios de información	1
Enero 2021	04	La Ribagorza	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	2
Enero 2021	04	La Ribagorza	66	Actividades auxiliares a los servicios financieros y a los seguros	19
Enero 2021	04	La Ribagorza	68	Actividades inmobiliarias	15
Enero 2021	04	La Ribagorza	69	Actividades jurídicas y de contabilidad	47
Enero 2021	04	La Ribagorza	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	9
Enero 2021	04	La Ribagorza	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	31
Enero 2021	04	La Ribagorza	73	Publicidad y estudios de mercado	6
Enero 2021	04	La Ribagorza	74	Otras actividades profesionales, científicas y técnicas	24
Enero 2021	04	La Ribagorza	75	Actividades veterinarias	7
Enero 2021	04	La Ribagorza	77	Actividades de alquiler	14
Enero 2021	04	La Ribagorza	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	3
Enero 2021	04	La Ribagorza	81	Servicios a edificios y actividades de jardinería	118
Enero 2021	04	La Ribagorza	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	14
Enero 2021	04	La Ribagorza	84	Administración Pública y defensa; Seguridad Social obligatoria	298
Enero 2021	04	La Ribagorza	85	Educación	92
Enero 2021	04	La Ribagorza	86	Actividades sanitarias	37
Enero 2021	04	La Ribagorza	87	Asistencia en establecimientos residenciales	158
Enero 2021	04	La Ribagorza	88	Actividades de servicios sociales sin alojamiento	79
Enero 2021	04	La Ribagorza	90	Actividades de creación, artísticas y espectáculos	13
Enero 2021	04	La Ribagorza	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
Enero 2021	04	La Ribagorza	92	Actividades de juegos de azar y apuestas	1
Enero 2021	04	La Ribagorza	93	Actividades deportivas, recreativas y de entretenimiento	179
Enero 2021	04	La Ribagorza	94	Actividades asociativas	32
Enero 2021	04	La Ribagorza	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	16
Enero 2021	04	La Ribagorza	96	Otros servicios personales	59
Enero 2021	04	La Ribagorza	97	Actividades de los hogares como empleadores de personal doméstico	80
Enero 2021	05	Cinco Villas	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	3007
Enero 2021	05	Cinco Villas	02	Silvicultura y explotación forestal	1
Enero 2021	05	Cinco Villas	03	Pesca y acuicultura	3
Enero 2021	05	Cinco Villas	08	Otras industrias extractivas	2
Enero 2021	05	Cinco Villas	10	Industria de la alimentación	1961
Enero 2021	05	Cinco Villas	11	Fabricación de bebidas	10
Enero 2021	05	Cinco Villas	13	Industria textil	1
Enero 2021	05	Cinco Villas	14	Confección de prendas de vestir	14
Enero 2021	05	Cinco Villas	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	67
Enero 2021	05	Cinco Villas	17	Industria del papel	144
Enero 2021	05	Cinco Villas	18	Artes gráficas y reproducción de soportes grabados	10
Enero 2021	05	Cinco Villas	20	Industria química	1
Enero 2021	05	Cinco Villas	22	Fabricación de productos de caucho y plásticos	45
Enero 2021	05	Cinco Villas	23	Fabricación de otros productos minerales no metálicos	434
Enero 2021	05	Cinco Villas	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	122
Enero 2021	05	Cinco Villas	25	Fabricación de productos metálicos, excepto maquinaria y equipo	213
Enero 2021	05	Cinco Villas	26	Fabricación de productos informáticos, electrónicos y ópticos	11
Enero 2021	05	Cinco Villas	27	Fabricación de material y equipo eléctrico	61
Enero 2021	05	Cinco Villas	28	Fabricación de maquinaria y equipo n.c.o.p.	228
Enero 2021	05	Cinco Villas	29	Fabricación de vehículos de motor, remolques y semirremolques	621
Enero 2021	05	Cinco Villas	30	Fabricación de otro material de transporte	1
Enero 2021	05	Cinco Villas	31	Fabricación de muebles	39
Enero 2021	05	Cinco Villas	32	Otras industrias manufactureras	13
Enero 2021	05	Cinco Villas	33	Reparación e instalación de maquinaria y equipo	127
Enero 2021	05	Cinco Villas	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	19
Enero 2021	05	Cinco Villas	36	Captación, depuración y distribución de agua	89
Enero 2021	05	Cinco Villas	37	Recogida y tratamiento de aguas residuales	12
Enero 2021	05	Cinco Villas	38	Recogida, tratamiento y eliminación de residuos; valorización	2
Enero 2021	05	Cinco Villas	41	Construcción de edificios	331
Enero 2021	05	Cinco Villas	42	Ingeniería civil	43
Enero 2021	05	Cinco Villas	43	Actividades de construcción especializada	573
Enero 2021	05	Cinco Villas	45	Venta y reparación de vehículos de motor y motocicletas	279
Enero 2021	05	Cinco Villas	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	402
Enero 2021	05	Cinco Villas	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	1377
Enero 2021	05	Cinco Villas	49	Transporte terrestre y por tubería	399
Enero 2021	05	Cinco Villas	52	Almacenamiento y actividades anexas al transporte	21
Enero 2021	05	Cinco Villas	53	Actividades postales y de correos	18
Enero 2021	05	Cinco Villas	55	Servicios de alojamiento	60
Enero 2021	05	Cinco Villas	56	Servicios de comidas y bebidas	449
Enero 2021	05	Cinco Villas	58	Edición	2
Enero 2021	05	Cinco Villas	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	4
Enero 2021	05	Cinco Villas	61	Telecomunicaciones	2
Enero 2021	05	Cinco Villas	62	Programación, consultoría y otras actividades relacionadas con la informática	34
Enero 2021	05	Cinco Villas	63	Servicios de información	2
