Año	Inscripción comarca código	Inscripción comarca nombre	Edad (grandes grupos)	Sexo	Personas
2012	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	262,0
2012	07	Somontano de Barbastro	0-15	Hombre	44,0
2012	07	Somontano de Barbastro	0-15	Mujer	27,0
2012	07	Somontano de Barbastro	16-64	Hombre	163,0
2012	07	Somontano de Barbastro	16-64	Mujer	193,0
2012	07	Somontano de Barbastro	65 y más	Hombre	128,0
2012	07	Somontano de Barbastro	65 y más	Mujer	118,0
2012	08	Cinca Medio	0-15	Hombre	28,0
2012	08	Cinca Medio	0-15	Mujer	21,0
2012	08	Cinca Medio	16-64	Hombre	106,0
2012	08	Cinca Medio	16-64	Mujer	111,0
2012	08	Cinca Medio	65 y más	Hombre	77,0
2012	08	Cinca Medio	65 y más	Mujer	82,0
2012	09	La Litera / La Llitera	0-15	Hombre	19,0
2012	09	La Litera / La Llitera	0-15	Mujer	11,0
2012	09	La Litera / La Llitera	16-64	Hombre	110,0
2012	09	La Litera / La Llitera	16-64	Mujer	98,0
2012	09	La Litera / La Llitera	65 y más	Hombre	84,0
2012	09	La Litera / La Llitera	65 y más	Mujer	77,0
2012	10	Los Monegros	0-15	Hombre	18,0
2012	10	Los Monegros	0-15	Mujer	21,0
2012	10	Los Monegros	16-64	Hombre	121,0
2012	10	Los Monegros	16-64	Mujer	163,0
2012	10	Los Monegros	65 y más	Hombre	92,0
2012	10	Los Monegros	65 y más	Mujer	103,0
2012	11	Bajo Cinca / Baix Cinca	0-15	Hombre	18,0
2012	11	Bajo Cinca / Baix Cinca	0-15	Mujer	21,0
2012	11	Bajo Cinca / Baix Cinca	16-64	Hombre	113,0
2012	11	Bajo Cinca / Baix Cinca	16-64	Mujer	127,0
2012	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	61,0
2012	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	67,0
2012	12	Tarazona y el Moncayo	0-15	Hombre	12,0
2012	12	Tarazona y el Moncayo	0-15	Mujer	14,0
2012	12	Tarazona y el Moncayo	16-64	Hombre	84,0
2012	12	Tarazona y el Moncayo	16-64	Mujer	95,0
2012	12	Tarazona y el Moncayo	65 y más	Hombre	39,0
2012	12	Tarazona y el Moncayo	65 y más	Mujer	50,0
2012	13	Campo de Borja	0-15	Hombre	13,0
2012	13	Campo de Borja	0-15	Mujer	10,0
2012	13	Campo de Borja	16-64	Hombre	84,0
2012	13	Campo de Borja	16-64	Mujer	76,0
2012	13	Campo de Borja	65 y más	Hombre	40,0
2012	13	Campo de Borja	65 y más	Mujer	61,0
2012	14	Aranda	0-15	Hombre	3,0
2012	14	Aranda	0-15	Mujer	5,0
2012	14	Aranda	16-64	Hombre	19,0
2012	14	Aranda	16-64	Mujer	17,0
2012	14	Aranda	65 y más	Hombre	12,0
2012	14	Aranda	65 y más	Mujer	26,0
2012	15	Ribera Alta del Ebro	0-15	Hombre	17,0
2012	15	Ribera Alta del Ebro	0-15	Mujer	14,0
2012	15	Ribera Alta del Ebro	16-64	Hombre	91,0
2012	15	Ribera Alta del Ebro	16-64	Mujer	74,0
2012	15	Ribera Alta del Ebro	65 y más	Hombre	57,0
2012	15	Ribera Alta del Ebro	65 y más	Mujer	54,0
2012	16	Valdejalón	0-15	Hombre	24,0
2012	16	Valdejalón	0-15	Mujer	13,0
2012	16	Valdejalón	16-64	Hombre	80,0
2012	16	Valdejalón	16-64	Mujer	82,0
2012	16	Valdejalón	65 y más	Hombre	48,0
2012	16	Valdejalón	65 y más	Mujer	56,0
2012	17	D.C. Zaragoza	0-15	Hombre	1524,0
2012	17	D.C. Zaragoza	0-15	Mujer	1445,0
2012	17	D.C. Zaragoza	16-64	Hombre	4644,0
2012	17	D.C. Zaragoza	16-64	Mujer	5201,0
2012	17	D.C. Zaragoza	65 y más	Hombre	1159,0
2012	17	D.C. Zaragoza	65 y más	Mujer	1476,0
2012	18	Ribera Baja del Ebro	0-15	Hombre	13,0
2012	18	Ribera Baja del Ebro	0-15	Mujer	10,0
2012	18	Ribera Baja del Ebro	16-64	Hombre	72,0
2012	18	Ribera Baja del Ebro	16-64	Mujer	61,0
2012	18	Ribera Baja del Ebro	65 y más	Hombre	54,0
2012	18	Ribera Baja del Ebro	65 y más	Mujer	64,0
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	8,0
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	12,0
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	76,0
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	80,0
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	49,0
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	53,0
2012	20	Comunidad de Calatayud	0-15	Hombre	49,0
2012	20	Comunidad de Calatayud	0-15	Mujer	54,0
2012	20	Comunidad de Calatayud	16-64	Hombre	228,0
2012	20	Comunidad de Calatayud	16-64	Mujer	221,0
2012	20	Comunidad de Calatayud	65 y más	Hombre	108,0
2012	20	Comunidad de Calatayud	65 y más	Mujer	155,0
2012	21	Campo de Cariñena	0-15	Hombre	4,0
2012	21	Campo de Cariñena	0-15	Mujer	12,0
2012	21	Campo de Cariñena	16-64	Hombre	53,0
2012	21	Campo de Cariñena	16-64	Mujer	53,0
2012	21	Campo de Cariñena	65 y más	Hombre	37,0
2012	21	Campo de Cariñena	65 y más	Mujer	41,0
2012	22	Campo de Belchite	0-15	Hombre	3,0
2012	22	Campo de Belchite	0-15	Mujer	8,0
2012	22	Campo de Belchite	16-64	Hombre	50,0
2012	22	Campo de Belchite	16-64	Mujer	62,0
2012	22	Campo de Belchite	65 y más	Hombre	50,0
2012	22	Campo de Belchite	65 y más	Mujer	44,0
2012	23	Bajo Martín	0-15	Hombre	4,0
2012	23	Bajo Martín	0-15	Mujer	4,0
2012	23	Bajo Martín	16-64	Hombre	31,0
2012	23	Bajo Martín	16-64	Mujer	41,0
2012	23	Bajo Martín	65 y más	Hombre	40,0
2012	23	Bajo Martín	65 y más	Mujer	45,0
2012	24	Campo de Daroca	0-15	Hombre	14,0
2012	24	Campo de Daroca	0-15	Mujer	8,0
2012	24	Campo de Daroca	16-64	Hombre	50,0
2012	24	Campo de Daroca	16-64	Mujer	63,0
2012	24	Campo de Daroca	65 y más	Hombre	32,0
2012	24	Campo de Daroca	65 y más	Mujer	28,0
2012	25	Jiloca	0-15	Hombre	6,0
2012	25	Jiloca	0-15	Mujer	10,0
2012	25	Jiloca	16-64	Hombre	66,0
2012	25	Jiloca	16-64	Mujer	69,0
2012	25	Jiloca	65 y más	Hombre	62,0
2012	25	Jiloca	65 y más	Mujer	53,0
2012	26	Cuencas Mineras	0-15	Hombre	13,0
2012	26	Cuencas Mineras	0-15	Mujer	10,0
2012	26	Cuencas Mineras	16-64	Hombre	119,0
2012	26	Cuencas Mineras	16-64	Mujer	104,0
2012	26	Cuencas Mineras	65 y más	Hombre	68,0
2012	26	Cuencas Mineras	65 y más	Mujer	83,0
2012	27	Andorra-Sierra de Arcos	0-15	Hombre	11,0
2012	27	Andorra-Sierra de Arcos	0-15	Mujer	14,0
2012	27	Andorra-Sierra de Arcos	16-64	Hombre	83,0
2012	27	Andorra-Sierra de Arcos	16-64	Mujer	78,0
2012	27	Andorra-Sierra de Arcos	65 y más	Hombre	45,0
2012	27	Andorra-Sierra de Arcos	65 y más	Mujer	49,0
2012	28	Bajo Aragón	0-15	Hombre	25,0
2012	28	Bajo Aragón	0-15	Mujer	34,0
2012	28	Bajo Aragón	16-64	Hombre	220,0
2012	28	Bajo Aragón	16-64	Mujer	232,0
2012	28	Bajo Aragón	65 y más	Hombre	147,0
2012	28	Bajo Aragón	65 y más	Mujer	176,0
2012	29	Comunidad de Teruel	0-15	Hombre	87,0
2012	29	Comunidad de Teruel	0-15	Mujer	85,0
2012	29	Comunidad de Teruel	16-64	Hombre	423,0
2012	29	Comunidad de Teruel	16-64	Mujer	416,0
2012	29	Comunidad de Teruel	65 y más	Hombre	201,0
2012	29	Comunidad de Teruel	65 y más	Mujer	203,0
2012	30	Maestrazgo	0-15	Hombre	5,0
2012	30	Maestrazgo	0-15	Mujer	8,0
2012	30	Maestrazgo	16-64	Hombre	47,0
2012	30	Maestrazgo	16-64	Mujer	61,0
2012	30	Maestrazgo	65 y más	Hombre	50,0
2012	30	Maestrazgo	65 y más	Mujer	64,0
2012	31	Sierra de Albarracín	0-15	Hombre	5,0
2012	31	Sierra de Albarracín	0-15	Mujer	8,0
2012	31	Sierra de Albarracín	16-64	Hombre	45,0
2012	31	Sierra de Albarracín	16-64	Mujer	33,0
2012	31	Sierra de Albarracín	65 y más	Hombre	48,0
2012	31	Sierra de Albarracín	65 y más	Mujer	40,0
2012	32	Gúdar-Javalambre	0-15	Hombre	6,0
2012	32	Gúdar-Javalambre	0-15	Mujer	6,0
2012	32	Gúdar-Javalambre	16-64	Hombre	57,0
2012	32	Gúdar-Javalambre	16-64	Mujer	51,0
2012	32	Gúdar-Javalambre	65 y más	Hombre	53,0
2012	32	Gúdar-Javalambre	65 y más	Mujer	55,0
2012	33	Matarraña / Matarranya	0-15	Hombre	8,0
2012	33	Matarraña / Matarranya	0-15	Mujer	7,0
2012	33	Matarraña / Matarranya	16-64	Hombre	91,0
2012	33	Matarraña / Matarranya	16-64	Mujer	74,0
2012	33	Matarraña / Matarranya	65 y más	Hombre	79,0
2012	33	Matarraña / Matarranya	65 y más	Mujer	85,0
2013	01	La Jacetania	0-15	Hombre	70,0
2013	01	La Jacetania	0-15	Mujer	73,0
2013	01	La Jacetania	16-64	Hombre	345,0
2013	01	La Jacetania	16-64	Mujer	341,0
2013	01	La Jacetania	65 y más	Hombre	166,0
2013	01	La Jacetania	65 y más	Mujer	215,0
2013	02	Alto Gállego	0-15	Hombre	19,0
2013	02	Alto Gállego	0-15	Mujer	23,0
2013	02	Alto Gállego	16-64	Hombre	111,0
2013	02	Alto Gállego	16-64	Mujer	137,0
2013	02	Alto Gállego	65 y más	Hombre	51,0
2013	02	Alto Gállego	65 y más	Mujer	50,0
2013	03	Sobrarbe	0-15	Hombre	30,0
2013	03	Sobrarbe	0-15	Mujer	29,0
2013	03	Sobrarbe	16-64	Hombre	182,0
2013	03	Sobrarbe	16-64	Mujer	207,0
2013	03	Sobrarbe	65 y más	Hombre	113,0
2013	03	Sobrarbe	65 y más	Mujer	147,0
2013	04	La Ribagorza	0-15	Hombre	29,0
2013	04	La Ribagorza	0-15	Mujer	33,0
2013	04	La Ribagorza	16-64	Hombre	145,0
2013	04	La Ribagorza	16-64	Mujer	182,0
2013	04	La Ribagorza	65 y más	Hombre	112,0
2013	04	La Ribagorza	65 y más	Mujer	101,0
2013	05	Cinco Villas	0-15	Hombre	52,0
2013	05	Cinco Villas	0-15	Mujer	46,0
2013	05	Cinco Villas	16-64	Hombre	346,0
2013	05	Cinco Villas	16-64	Mujer	417,0
2013	05	Cinco Villas	65 y más	Hombre	190,0
2013	05	Cinco Villas	65 y más	Mujer	226,0
2013	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	160,0
2013	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	159,0
2013	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	542,0
2013	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	501,0
2013	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	235,0
2013	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	273,0
2013	07	Somontano de Barbastro	0-15	Hombre	55,0
2013	07	Somontano de Barbastro	0-15	Mujer	32,0
2013	07	Somontano de Barbastro	16-64	Hombre	179,0
2013	07	Somontano de Barbastro	16-64	Mujer	205,0
2013	07	Somontano de Barbastro	65 y más	Hombre	129,0
2013	07	Somontano de Barbastro	65 y más	Mujer	121,0
2013	08	Cinca Medio	0-15	Hombre	33,0
2013	08	Cinca Medio	0-15	Mujer	25,0
2013	08	Cinca Medio	16-64	Hombre	119,0
2013	08	Cinca Medio	16-64	Mujer	127,0
2013	08	Cinca Medio	65 y más	Hombre	76,0
2013	08	Cinca Medio	65 y más	Mujer	82,0
2013	09	La Litera / La Llitera	0-15	Hombre	29,0
2013	09	La Litera / La Llitera	0-15	Mujer	17,0
2013	09	La Litera / La Llitera	16-64	Hombre	119,0
2013	09	La Litera / La Llitera	16-64	Mujer	102,0
2013	09	La Litera / La Llitera	65 y más	Hombre	89,0
2013	09	La Litera / La Llitera	65 y más	Mujer	79,0
2013	10	Los Monegros	0-15	Hombre	20,0
2013	10	Los Monegros	0-15	Mujer	22,0
2013	10	Los Monegros	16-64	Hombre	137,0
2013	10	Los Monegros	16-64	Mujer	171,0
2013	10	Los Monegros	65 y más	Hombre	90,0
2013	10	Los Monegros	65 y más	Mujer	106,0
2013	11	Bajo Cinca / Baix Cinca	0-15	Hombre	17,0
2013	11	Bajo Cinca / Baix Cinca	0-15	Mujer	27,0
2013	11	Bajo Cinca / Baix Cinca	16-64	Hombre	116,0
2013	11	Bajo Cinca / Baix Cinca	16-64	Mujer	132,0
2013	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	64,0
2013	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	70,0
2013	12	Tarazona y el Moncayo	0-15	Hombre	13,0
2013	12	Tarazona y el Moncayo	0-15	Mujer	13,0
2013	12	Tarazona y el Moncayo	16-64	Hombre	94,0
2013	12	Tarazona y el Moncayo	16-64	Mujer	103,0
2013	12	Tarazona y el Moncayo	65 y más	Hombre	44,0
2013	12	Tarazona y el Moncayo	65 y más	Mujer	52,0
2013	13	Campo de Borja	0-15	Hombre	14,0
2013	13	Campo de Borja	0-15	Mujer	11,0
2013	13	Campo de Borja	16-64	Hombre	87,0
2013	13	Campo de Borja	16-64	Mujer	78,0
2013	13	Campo de Borja	65 y más	Hombre	38,0
2013	13	Campo de Borja	65 y más	Mujer	63,0
2013	14	Aranda	0-15	Hombre	3,0
2013	14	Aranda	0-15	Mujer	5,0
2013	14	Aranda	16-64	Hombre	20,0
2013	14	Aranda	16-64	Mujer	20,0
2013	14	Aranda	65 y más	Hombre	12,0
2013	14	Aranda	65 y más	Mujer	27,0
2013	15	Ribera Alta del Ebro	0-15	Hombre	20,0
2013	15	Ribera Alta del Ebro	0-15	Mujer	15,0
2013	15	Ribera Alta del Ebro	16-64	Hombre	94,0
2013	15	Ribera Alta del Ebro	16-64	Mujer	73,0
2013	15	Ribera Alta del Ebro	65 y más	Hombre	58,0
2013	15	Ribera Alta del Ebro	65 y más	Mujer	52,0
2013	16	Valdejalón	0-15	Hombre	23,0
2013	16	Valdejalón	0-15	Mujer	19,0
2013	16	Valdejalón	16-64	Hombre	90,0
2013	16	Valdejalón	16-64	Mujer	95,0
2013	16	Valdejalón	65 y más	Hombre	49,0
2013	16	Valdejalón	65 y más	Mujer	56,0
2013	17	D.C. Zaragoza	0-15	Hombre	1677,0
2013	17	D.C. Zaragoza	0-15	Mujer	1611,0
2013	17	D.C. Zaragoza	16-64	Hombre	4973,0
2013	17	D.C. Zaragoza	16-64	Mujer	5613,0
2013	17	D.C. Zaragoza	65 y más	Hombre	1230,0
2013	17	D.C. Zaragoza	65 y más	Mujer	1542,0
2013	18	Ribera Baja del Ebro	0-15	Hombre	10,0
2013	18	Ribera Baja del Ebro	0-15	Mujer	11,0
2013	18	Ribera Baja del Ebro	16-64	Hombre	81,0
2013	18	Ribera Baja del Ebro	16-64	Mujer	68,0
2013	18	Ribera Baja del Ebro	65 y más	Hombre	55,0
2013	18	Ribera Baja del Ebro	65 y más	Mujer	65,0
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	10,0
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	17,0
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	92,0
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	93,0
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	48,0
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	54,0
2013	20	Comunidad de Calatayud	0-15	Hombre	52,0
2013	20	Comunidad de Calatayud	0-15	Mujer	57,0
2013	20	Comunidad de Calatayud	16-64	Hombre	241,0
2013	20	Comunidad de Calatayud	16-64	Mujer	232,0
2013	20	Comunidad de Calatayud	65 y más	Hombre	112,0
2013	20	Comunidad de Calatayud	65 y más	Mujer	155,0
2013	21	Campo de Cariñena	0-15	Hombre	7,0
2013	21	Campo de Cariñena	0-15	Mujer	12,0
2013	21	Campo de Cariñena	16-64	Hombre	56,0
2013	21	Campo de Cariñena	16-64	Mujer	56,0
2013	21	Campo de Cariñena	65 y más	Hombre	36,0
2013	21	Campo de Cariñena	65 y más	Mujer	42,0
2013	22	Campo de Belchite	0-15	Hombre	6,0
2013	22	Campo de Belchite	0-15	Mujer	8,0
2013	22	Campo de Belchite	16-64	Hombre	61,0
2013	22	Campo de Belchite	16-64	Mujer	62,0
2013	22	Campo de Belchite	65 y más	Hombre	50,0
2013	22	Campo de Belchite	65 y más	Mujer	45,0
2013	23	Bajo Martín	0-15	Hombre	4,0
2013	23	Bajo Martín	0-15	Mujer	5,0
2013	23	Bajo Martín	16-64	Hombre	32,0
2013	23	Bajo Martín	16-64	Mujer	43,0
2013	23	Bajo Martín	65 y más	Hombre	41,0
2013	23	Bajo Martín	65 y más	Mujer	46,0
2013	24	Campo de Daroca	0-15	Hombre	15,0
2013	24	Campo de Daroca	0-15	Mujer	11,0
2013	24	Campo de Daroca	16-64	Hombre	52,0
2013	24	Campo de Daroca	16-64	Mujer	67,0
2013	24	Campo de Daroca	65 y más	Hombre	33,0
2013	24	Campo de Daroca	65 y más	Mujer	26,0
2013	25	Jiloca	0-15	Hombre	6,0
2013	25	Jiloca	0-15	Mujer	10,0
2013	25	Jiloca	16-64	Hombre	71,0
2013	25	Jiloca	16-64	Mujer	77,0
2013	25	Jiloca	65 y más	Hombre	65,0
2013	25	Jiloca	65 y más	Mujer	54,0
2013	26	Cuencas Mineras	0-15	Hombre	15,0
2013	26	Cuencas Mineras	0-15	Mujer	9,0
2013	26	Cuencas Mineras	16-64	Hombre	124,0
2013	26	Cuencas Mineras	16-64	Mujer	111,0
2013	26	Cuencas Mineras	65 y más	Hombre	70,0
2013	26	Cuencas Mineras	65 y más	Mujer	84,0
2013	27	Andorra-Sierra de Arcos	0-15	Hombre	11,0
2013	27	Andorra-Sierra de Arcos	0-15	Mujer	14,0
2013	27	Andorra-Sierra de Arcos	16-64	Hombre	79,0
2013	27	Andorra-Sierra de Arcos	16-64	Mujer	82,0
2013	27	Andorra-Sierra de Arcos	65 y más	Hombre	48,0
2013	27	Andorra-Sierra de Arcos	65 y más	Mujer	50,0
2013	28	Bajo Aragón	0-15	Hombre	26,0
2013	28	Bajo Aragón	0-15	Mujer	39,0
2013	28	Bajo Aragón	16-64	Hombre	245,0
2013	28	Bajo Aragón	16-64	Mujer	252,0
2013	28	Bajo Aragón	65 y más	Hombre	152,0
2013	28	Bajo Aragón	65 y más	Mujer	181,0
2013	29	Comunidad de Teruel	0-15	Hombre	92,0
2013	29	Comunidad de Teruel	0-15	Mujer	88,0
2013	29	Comunidad de Teruel	16-64	Hombre	453,0
2013	29	Comunidad de Teruel	16-64	Mujer	444,0
2013	29	Comunidad de Teruel	65 y más	Hombre	203,0
2013	29	Comunidad de Teruel	65 y más	Mujer	208,0
2013	30	Maestrazgo	0-15	Hombre	5,0
2013	30	Maestrazgo	0-15	Mujer	12,0
2013	30	Maestrazgo	16-64	Hombre	52,0
2013	30	Maestrazgo	16-64	Mujer	63,0
2013	30	Maestrazgo	65 y más	Hombre	49,0
2013	30	Maestrazgo	65 y más	Mujer	63,0
2013	31	Sierra de Albarracín	0-15	Hombre	6,0
2013	31	Sierra de Albarracín	0-15	Mujer	8,0
2013	31	Sierra de Albarracín	16-64	Hombre	49,0
2013	31	Sierra de Albarracín	16-64	Mujer	35,0
2013	31	Sierra de Albarracín	65 y más	Hombre	48,0
2013	31	Sierra de Albarracín	65 y más	Mujer	41,0
2013	32	Gúdar-Javalambre	0-15	Hombre	4,0
2013	32	Gúdar-Javalambre	0-15	Mujer	7,0
2013	32	Gúdar-Javalambre	16-64	Hombre	62,0
2013	32	Gúdar-Javalambre	16-64	Mujer	54,0
2013	32	Gúdar-Javalambre	65 y más	Hombre	51,0
2013	32	Gúdar-Javalambre	65 y más	Mujer	56,0
2013	33	Matarraña / Matarranya	0-15	Hombre	7,0
2013	33	Matarraña / Matarranya	0-15	Mujer	7,0
2013	33	Matarraña / Matarranya	16-64	Hombre	93,0
2013	33	Matarraña / Matarranya	16-64	Mujer	78,0
2013	33	Matarraña / Matarranya	65 y más	Hombre	78,0
2013	33	Matarraña / Matarranya	65 y más	Mujer	87,0
2014	01	La Jacetania	0-15	Hombre	77,0
2014	01	La Jacetania	0-15	Mujer	75,0
2014	01	La Jacetania	16-64	Hombre	383,0
2014	01	La Jacetania	16-64	Mujer	371,0
2014	01	La Jacetania	65 y más	Hombre	162,0
2014	01	La Jacetania	65 y más	Mujer	215,0
2014	02	Alto Gállego	0-15	Hombre	24,0
2014	02	Alto Gállego	0-15	Mujer	28,0
2014	02	Alto Gállego	16-64	Hombre	115,0
2014	02	Alto Gállego	16-64	Mujer	140,0
2014	02	Alto Gállego	65 y más	Hombre	53,0
2014	02	Alto Gállego	65 y más	Mujer	53,0
2014	03	Sobrarbe	0-15	Hombre	30,0
2014	03	Sobrarbe	0-15	Mujer	30,0
2014	03	Sobrarbe	16-64	Hombre	187,0
2014	03	Sobrarbe	16-64	Mujer	213,0
2014	03	Sobrarbe	65 y más	Hombre	117,0
2014	03	Sobrarbe	65 y más	Mujer	149,0
2014	04	La Ribagorza	0-15	Hombre	32,0
2014	04	La Ribagorza	0-15	Mujer	37,0
2014	04	La Ribagorza	16-64	Hombre	156,0
2014	04	La Ribagorza	16-64	Mujer	189,0
2014	04	La Ribagorza	65 y más	Hombre	111,0
2014	04	La Ribagorza	65 y más	Mujer	104,0
2014	05	Cinco Villas	0-15	Hombre	62,0
2014	05	Cinco Villas	0-15	Mujer	62,0
2014	05	Cinco Villas	16-64	Hombre	369,0
2014	05	Cinco Villas	16-64	Mujer	438,0
2014	05	Cinco Villas	65 y más	Hombre	193,0
2014	05	Cinco Villas	65 y más	Mujer	233,0
2014	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	176,0
2014	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	167,0
2014	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	599,0
2014	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	557,0
2014	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	241,0
2014	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	279,0
2014	07	Somontano de Barbastro	0-15	Hombre	62,0
2014	07	Somontano de Barbastro	0-15	Mujer	37,0
2014	07	Somontano de Barbastro	16-64	Hombre	204,0
2014	07	Somontano de Barbastro	16-64	Mujer	219,0
2014	07	Somontano de Barbastro	65 y más	Hombre	124,0
2014	07	Somontano de Barbastro	65 y más	Mujer	129,0
2014	08	Cinca Medio	0-15	Hombre	40,0
2014	08	Cinca Medio	0-15	Mujer	36,0
2014	08	Cinca Medio	16-64	Hombre	129,0
2014	08	Cinca Medio	16-64	Mujer	129,0
2014	08	Cinca Medio	65 y más	Hombre	75,0
2014	08	Cinca Medio	65 y más	Mujer	84,0
2014	09	La Litera / La Llitera	0-15	Hombre	32,0
2014	09	La Litera / La Llitera	0-15	Mujer	18,0
2014	09	La Litera / La Llitera	16-64	Hombre	126,0
2014	09	La Litera / La Llitera	16-64	Mujer	106,0
2014	09	La Litera / La Llitera	65 y más	Hombre	92,0
2014	09	La Litera / La Llitera	65 y más	Mujer	81,0
2014	10	Los Monegros	0-15	Hombre	19,0
2014	10	Los Monegros	0-15	Mujer	25,0
2014	10	Los Monegros	16-64	Hombre	141,0
2014	10	Los Monegros	16-64	Mujer	179,0
2014	10	Los Monegros	65 y más	Hombre	91,0
2014	10	Los Monegros	65 y más	Mujer	109,0
2014	11	Bajo Cinca / Baix Cinca	0-15	Hombre	15,0
2014	11	Bajo Cinca / Baix Cinca	0-15	Mujer	28,0
2014	11	Bajo Cinca / Baix Cinca	16-64	Hombre	119,0
2014	11	Bajo Cinca / Baix Cinca	16-64	Mujer	134,0
2014	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	63,0
2014	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	73,0
2014	12	Tarazona y el Moncayo	0-15	Hombre	17,0
2014	12	Tarazona y el Moncayo	0-15	Mujer	15,0
2014	12	Tarazona y el Moncayo	16-64	Hombre	94,0
2014	12	Tarazona y el Moncayo	16-64	Mujer	111,0
2014	12	Tarazona y el Moncayo	65 y más	Hombre	46,0
2014	12	Tarazona y el Moncayo	65 y más	Mujer	54,0
2014	13	Campo de Borja	0-15	Hombre	10,0
2014	13	Campo de Borja	0-15	Mujer	10,0
2014	13	Campo de Borja	16-64	Hombre	91,0
2014	13	Campo de Borja	16-64	Mujer	78,0
2014	13	Campo de Borja	65 y más	Hombre	41,0
2014	13	Campo de Borja	65 y más	Mujer	69,0
2014	14	Aranda	0-15	Hombre	2,0
2014	14	Aranda	0-15	Mujer	6,0
2014	14	Aranda	16-64	Hombre	23,0
2014	14	Aranda	16-64	Mujer	22,0
2014	14	Aranda	65 y más	Hombre	12,0
2014	14	Aranda	65 y más	Mujer	27,0
2014	15	Ribera Alta del Ebro	0-15	Hombre	24,0
2014	15	Ribera Alta del Ebro	0-15	Mujer	13,0
2014	15	Ribera Alta del Ebro	16-64	Hombre	102,0
2014	15	Ribera Alta del Ebro	16-64	Mujer	86,0
2014	15	Ribera Alta del Ebro	65 y más	Hombre	59,0
2014	15	Ribera Alta del Ebro	65 y más	Mujer	52,0
2014	16	Valdejalón	0-15	Hombre	26,0
2014	16	Valdejalón	0-15	Mujer	20,0
2014	16	Valdejalón	16-64	Hombre	98,0
2014	16	Valdejalón	16-64	Mujer	104,0
2014	16	Valdejalón	65 y más	Hombre	48,0
2014	16	Valdejalón	65 y más	Mujer	58,0
2014	17	D.C. Zaragoza	0-15	Hombre	1851,0
2014	17	D.C. Zaragoza	0-15	Mujer	1773,0
2014	17	D.C. Zaragoza	16-64	Hombre	5399,0
2014	17	D.C. Zaragoza	16-64	Mujer	6043,0
2014	17	D.C. Zaragoza	65 y más	Hombre	1280,0
2014	17	D.C. Zaragoza	65 y más	Mujer	1599,0
2014	18	Ribera Baja del Ebro	0-15	Hombre	10,0
2014	18	Ribera Baja del Ebro	0-15	Mujer	10,0
2014	18	Ribera Baja del Ebro	16-64	Hombre	84,0
2014	18	Ribera Baja del Ebro	16-64	Mujer	68,0
2014	18	Ribera Baja del Ebro	65 y más	Hombre	58,0
2014	18	Ribera Baja del Ebro	65 y más	Mujer	65,0
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	9,0
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	18,0
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	95,0
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	87,0
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	44,0
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	53,0
2014	20	Comunidad de Calatayud	0-15	Hombre	52,0
2014	20	Comunidad de Calatayud	0-15	Mujer	60,0
2014	20	Comunidad de Calatayud	16-64	Hombre	258,0
