Año	Inscripción comarca código	Inscripción comarca nombre	Edad (grandes grupos)	Sexo	Personas
2014	20	Comunidad de Calatayud	16-64	Mujer	251,0
2014	20	Comunidad de Calatayud	65 y más	Hombre	116,0
2014	20	Comunidad de Calatayud	65 y más	Mujer	157,0
2014	21	Campo de Cariñena	0-15	Hombre	6,0
2014	21	Campo de Cariñena	0-15	Mujer	14,0
2014	21	Campo de Cariñena	16-64	Hombre	59,0
2014	21	Campo de Cariñena	16-64	Mujer	63,0
2014	21	Campo de Cariñena	65 y más	Hombre	35,0
2014	21	Campo de Cariñena	65 y más	Mujer	41,0
2014	22	Campo de Belchite	0-15	Hombre	5,0
2014	22	Campo de Belchite	0-15	Mujer	11,0
2014	22	Campo de Belchite	16-64	Hombre	64,0
2014	22	Campo de Belchite	16-64	Mujer	66,0
2014	22	Campo de Belchite	65 y más	Hombre	51,0
2014	22	Campo de Belchite	65 y más	Mujer	47,0
2014	23	Bajo Martín	0-15	Hombre	4,0
2014	23	Bajo Martín	0-15	Mujer	7,0
2014	23	Bajo Martín	16-64	Hombre	38,0
2014	23	Bajo Martín	16-64	Mujer	45,0
2014	23	Bajo Martín	65 y más	Hombre	40,0
2014	23	Bajo Martín	65 y más	Mujer	45,0
2014	24	Campo de Daroca	0-15	Hombre	16,0
2014	24	Campo de Daroca	0-15	Mujer	7,0
2014	24	Campo de Daroca	16-64	Hombre	52,0
2014	24	Campo de Daroca	16-64	Mujer	66,0
2014	24	Campo de Daroca	65 y más	Hombre	34,0
2014	24	Campo de Daroca	65 y más	Mujer	24,0
2014	25	Jiloca	0-15	Hombre	11,0
2014	25	Jiloca	0-15	Mujer	12,0
2014	25	Jiloca	16-64	Hombre	74,0
2014	25	Jiloca	16-64	Mujer	83,0
2014	25	Jiloca	65 y más	Hombre	66,0
2014	25	Jiloca	65 y más	Mujer	55,0
2014	26	Cuencas Mineras	0-15	Hombre	16,0
2014	26	Cuencas Mineras	0-15	Mujer	14,0
2014	26	Cuencas Mineras	16-64	Hombre	120,0
2014	26	Cuencas Mineras	16-64	Mujer	110,0
2014	26	Cuencas Mineras	65 y más	Hombre	74,0
2014	26	Cuencas Mineras	65 y más	Mujer	87,0
2014	27	Andorra-Sierra de Arcos	0-15	Hombre	10,0
2014	27	Andorra-Sierra de Arcos	0-15	Mujer	13,0
2014	27	Andorra-Sierra de Arcos	16-64	Hombre	86,0
2014	27	Andorra-Sierra de Arcos	16-64	Mujer	84,0
2014	27	Andorra-Sierra de Arcos	65 y más	Hombre	49,0
2014	27	Andorra-Sierra de Arcos	65 y más	Mujer	49,0
2014	28	Bajo Aragón	0-15	Hombre	35,0
2014	28	Bajo Aragón	0-15	Mujer	45,0
2014	28	Bajo Aragón	16-64	Hombre	267,0
2014	28	Bajo Aragón	16-64	Mujer	273,0
2014	28	Bajo Aragón	65 y más	Hombre	158,0
2014	28	Bajo Aragón	65 y más	Mujer	189,0
2014	29	Comunidad de Teruel	0-15	Hombre	100,0
2014	29	Comunidad de Teruel	0-15	Mujer	86,0
2014	29	Comunidad de Teruel	16-64	Hombre	478,0
2014	29	Comunidad de Teruel	16-64	Mujer	456,0
2014	29	Comunidad de Teruel	65 y más	Hombre	205,0
2014	29	Comunidad de Teruel	65 y más	Mujer	219,0
2014	30	Maestrazgo	0-15	Hombre	6,0
2014	30	Maestrazgo	0-15	Mujer	16,0
2014	30	Maestrazgo	16-64	Hombre	52,0
2014	30	Maestrazgo	16-64	Mujer	65,0
2014	30	Maestrazgo	65 y más	Hombre	52,0
2014	30	Maestrazgo	65 y más	Mujer	64,0
2014	31	Sierra de Albarracín	0-15	Hombre	10,0
2014	31	Sierra de Albarracín	0-15	Mujer	12,0
2014	31	Sierra de Albarracín	16-64	Hombre	51,0
2014	31	Sierra de Albarracín	16-64	Mujer	37,0
2014	31	Sierra de Albarracín	65 y más	Hombre	49,0
2014	31	Sierra de Albarracín	65 y más	Mujer	42,0
2014	32	Gúdar-Javalambre	0-15	Hombre	5,0
2014	32	Gúdar-Javalambre	0-15	Mujer	9,0
2014	32	Gúdar-Javalambre	16-64	Hombre	63,0
2014	32	Gúdar-Javalambre	16-64	Mujer	52,0
2014	32	Gúdar-Javalambre	65 y más	Hombre	52,0
2014	32	Gúdar-Javalambre	65 y más	Mujer	58,0
2014	33	Matarraña / Matarranya	0-15	Hombre	13,0
2014	33	Matarraña / Matarranya	0-15	Mujer	8,0
2014	33	Matarraña / Matarranya	16-64	Hombre	96,0
2014	33	Matarraña / Matarranya	16-64	Mujer	82,0
2014	33	Matarraña / Matarranya	65 y más	Hombre	80,0
2014	33	Matarraña / Matarranya	65 y más	Mujer	85,0
2016	01	La Jacetania	0-15	Hombre	88,0
2016	01	La Jacetania	0-15	Mujer	100,0
2016	01	La Jacetania	16-64	Hombre	438,0
2016	01	La Jacetania	16-64	Mujer	412,0
2016	01	La Jacetania	65 y más	Hombre	168,0
2016	01	La Jacetania	65 y más	Mujer	212,0
2016	02	Alto Gállego	0-15	Hombre	29,0
2016	02	Alto Gállego	0-15	Mujer	35,0
2016	02	Alto Gállego	16-64	Hombre	135,0
2016	02	Alto Gállego	16-64	Mujer	156,0
2016	02	Alto Gállego	65 y más	Hombre	56,0
2016	02	Alto Gállego	65 y más	Mujer	61,0
2016	03	Sobrarbe	0-15	Hombre	40,0
2016	03	Sobrarbe	0-15	Mujer	32,0
2016	03	Sobrarbe	16-64	Hombre	211,0
2016	03	Sobrarbe	16-64	Mujer	238,0
2016	03	Sobrarbe	65 y más	Hombre	116,0
2016	03	Sobrarbe	65 y más	Mujer	158,0
2016	04	La Ribagorza	0-15	Hombre	39,0
2016	04	La Ribagorza	0-15	Mujer	33,0
2016	04	La Ribagorza	16-64	Hombre	178,0
2016	04	La Ribagorza	16-64	Mujer	206,0
2016	04	La Ribagorza	65 y más	Hombre	114,0
2016	04	La Ribagorza	65 y más	Mujer	111,0
2016	05	Cinco Villas	0-15	Hombre	59,0
2016	05	Cinco Villas	0-15	Mujer	71,0
2016	05	Cinco Villas	16-64	Hombre	397,0
2016	05	Cinco Villas	16-64	Mujer	468,0
2016	05	Cinco Villas	65 y más	Hombre	203,0
2016	05	Cinco Villas	65 y más	Mujer	258,0
2016	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	242,0
2016	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	218,0
2016	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	710,0
2016	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	682,0
2016	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	253,0
2016	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	278,0
2016	07	Somontano de Barbastro	0-15	Hombre	69,0
2016	07	Somontano de Barbastro	0-15	Mujer	49,0
2016	07	Somontano de Barbastro	16-64	Hombre	237,0
2016	07	Somontano de Barbastro	16-64	Mujer	229,0
2016	07	Somontano de Barbastro	65 y más	Hombre	121,0
2016	07	Somontano de Barbastro	65 y más	Mujer	142,0
2016	08	Cinca Medio	0-15	Hombre	67,0
2016	08	Cinca Medio	0-15	Mujer	45,0
2016	08	Cinca Medio	16-64	Hombre	157,0
2016	08	Cinca Medio	16-64	Mujer	149,0
2016	08	Cinca Medio	65 y más	Hombre	75,0
2016	08	Cinca Medio	65 y más	Mujer	81,0
2016	09	La Litera / La Llitera	0-15	Hombre	49,0
2016	09	La Litera / La Llitera	0-15	Mujer	23,0
2016	09	La Litera / La Llitera	16-64	Hombre	143,0
2016	09	La Litera / La Llitera	16-64	Mujer	117,0
2016	09	La Litera / La Llitera	65 y más	Hombre	90,0
2016	09	La Litera / La Llitera	65 y más	Mujer	81,0
2016	10	Los Monegros	0-15	Hombre	28,0
2016	10	Los Monegros	0-15	Mujer	26,0
2016	10	Los Monegros	16-64	Hombre	141,0
2016	10	Los Monegros	16-64	Mujer	190,0
2016	10	Los Monegros	65 y más	Hombre	90,0
2016	10	Los Monegros	65 y más	Mujer	111,0
2016	11	Bajo Cinca / Baix Cinca	0-15	Hombre	18,0
2016	11	Bajo Cinca / Baix Cinca	0-15	Mujer	26,0
2016	11	Bajo Cinca / Baix Cinca	16-64	Hombre	132,0
2016	11	Bajo Cinca / Baix Cinca	16-64	Mujer	146,0
2016	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	65,0
2016	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	71,0
2016	12	Tarazona y el Moncayo	0-15	Hombre	25,0
2016	12	Tarazona y el Moncayo	0-15	Mujer	19,0
2016	12	Tarazona y el Moncayo	16-64	Hombre	120,0
2016	12	Tarazona y el Moncayo	16-64	Mujer	118,0
2016	12	Tarazona y el Moncayo	65 y más	Hombre	49,0
2016	12	Tarazona y el Moncayo	65 y más	Mujer	53,0
2016	13	Campo de Borja	0-15	Hombre	15,0
2016	13	Campo de Borja	0-15	Mujer	13,0
2016	13	Campo de Borja	16-64	Hombre	104,0
2016	13	Campo de Borja	16-64	Mujer	94,0
2016	13	Campo de Borja	65 y más	Hombre	42,0
2016	13	Campo de Borja	65 y más	Mujer	67,0
2016	14	Aranda	0-15	Hombre	3,0
2016	14	Aranda	0-15	Mujer	8,0
2016	14	Aranda	16-64	Hombre	31,0
2016	14	Aranda	16-64	Mujer	31,0
2016	14	Aranda	65 y más	Hombre	12,0
2016	14	Aranda	65 y más	Mujer	26,0
2016	15	Ribera Alta del Ebro	0-15	Hombre	26,0
2016	15	Ribera Alta del Ebro	0-15	Mujer	23,0
2016	15	Ribera Alta del Ebro	16-64	Hombre	120,0
2016	15	Ribera Alta del Ebro	16-64	Mujer	98,0
2016	15	Ribera Alta del Ebro	65 y más	Hombre	55,0
2016	15	Ribera Alta del Ebro	65 y más	Mujer	51,0
2016	16	Valdejalón	0-15	Hombre	37,0
2016	16	Valdejalón	0-15	Mujer	34,0
2016	16	Valdejalón	16-64	Hombre	117,0
2016	16	Valdejalón	16-64	Mujer	124,0
2016	16	Valdejalón	65 y más	Hombre	55,0
2016	16	Valdejalón	65 y más	Mujer	58,0
2016	17	D.C. Zaragoza	0-15	Hombre	2212,0
2016	17	D.C. Zaragoza	0-15	Mujer	2097,0
2016	17	D.C. Zaragoza	16-64	Hombre	6358,0
2016	17	D.C. Zaragoza	16-64	Mujer	6823,0
2016	17	D.C. Zaragoza	65 y más	Hombre	1357,0
2016	17	D.C. Zaragoza	65 y más	Mujer	1713,0
2016	18	Ribera Baja del Ebro	0-15	Hombre	10,0
2016	18	Ribera Baja del Ebro	0-15	Mujer	14,0
2016	18	Ribera Baja del Ebro	16-64	Hombre	92,0
2016	18	Ribera Baja del Ebro	16-64	Mujer	80,0
2016	18	Ribera Baja del Ebro	65 y más	Hombre	58,0
2016	18	Ribera Baja del Ebro	65 y más	Mujer	66,0
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	13,0
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	17,0
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	99,0
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	88,0
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	48,0
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	59,0
2016	20	Comunidad de Calatayud	0-15	Hombre	60,0
2016	20	Comunidad de Calatayud	0-15	Mujer	66,0
2016	20	Comunidad de Calatayud	16-64	Hombre	269,0
2016	20	Comunidad de Calatayud	16-64	Mujer	274,0
2016	20	Comunidad de Calatayud	65 y más	Hombre	127,0
2016	20	Comunidad de Calatayud	65 y más	Mujer	156,0
2016	21	Campo de Cariñena	0-15	Hombre	9,0
2016	21	Campo de Cariñena	0-15	Mujer	17,0
2016	21	Campo de Cariñena	16-64	Hombre	62,0
2016	21	Campo de Cariñena	16-64	Mujer	67,0
2016	21	Campo de Cariñena	65 y más	Hombre	37,0
2016	21	Campo de Cariñena	65 y más	Mujer	42,0
2016	22	Campo de Belchite	0-15	Hombre	6,0
2016	22	Campo de Belchite	0-15	Mujer	11,0
2016	22	Campo de Belchite	16-64	Hombre	65,0
2016	22	Campo de Belchite	16-64	Mujer	71,0
2016	22	Campo de Belchite	65 y más	Hombre	45,0
2016	22	Campo de Belchite	65 y más	Mujer	47,0
2016	23	Bajo Martín	0-15	Hombre	6,0
2016	23	Bajo Martín	0-15	Mujer	12,0
2016	23	Bajo Martín	16-64	Hombre	40,0
2016	23	Bajo Martín	16-64	Mujer	48,0
2016	23	Bajo Martín	65 y más	Hombre	40,0
2016	23	Bajo Martín	65 y más	Mujer	43,0
2016	24	Campo de Daroca	0-15	Hombre	14,0
2016	24	Campo de Daroca	0-15	Mujer	5,0
2016	24	Campo de Daroca	16-64	Hombre	49,0
2016	24	Campo de Daroca	16-64	Mujer	65,0
2016	24	Campo de Daroca	65 y más	Hombre	32,0
2016	24	Campo de Daroca	65 y más	Mujer	26,0
2016	25	Jiloca	0-15	Hombre	13,0
2016	25	Jiloca	0-15	Mujer	10,0
2016	25	Jiloca	16-64	Hombre	81,0
2016	25	Jiloca	16-64	Mujer	89,0
2016	25	Jiloca	65 y más	Hombre	64,0
2016	25	Jiloca	65 y más	Mujer	59,0
2016	26	Cuencas Mineras	0-15	Hombre	17,0
2016	26	Cuencas Mineras	0-15	Mujer	15,0
2016	26	Cuencas Mineras	16-64	Hombre	131,0
2016	26	Cuencas Mineras	16-64	Mujer	115,0
2016	26	Cuencas Mineras	65 y más	Hombre	74,0
2016	26	Cuencas Mineras	65 y más	Mujer	88,0
2016	27	Andorra-Sierra de Arcos	0-15	Hombre	12,0
2016	27	Andorra-Sierra de Arcos	0-15	Mujer	16,0
2016	27	Andorra-Sierra de Arcos	16-64	Hombre	94,0
2016	27	Andorra-Sierra de Arcos	16-64	Mujer	83,0
2016	27	Andorra-Sierra de Arcos	65 y más	Hombre	54,0
2016	27	Andorra-Sierra de Arcos	65 y más	Mujer	49,0
2016	28	Bajo Aragón	0-15	Hombre	47,0
2016	28	Bajo Aragón	0-15	Mujer	50,0
2016	28	Bajo Aragón	16-64	Hombre	295,0
2016	28	Bajo Aragón	16-64	Mujer	301,0
2016	28	Bajo Aragón	65 y más	Hombre	163,0
2016	28	Bajo Aragón	65 y más	Mujer	200,0
2016	29	Comunidad de Teruel	0-15	Hombre	102,0
2016	29	Comunidad de Teruel	0-15	Mujer	105,0
2016	29	Comunidad de Teruel	16-64	Hombre	546,0
2016	29	Comunidad de Teruel	16-64	Mujer	517,0
2016	29	Comunidad de Teruel	65 y más	Hombre	211,0
2016	29	Comunidad de Teruel	65 y más	Mujer	234,0
2016	30	Maestrazgo	0-15	Hombre	8,0
2016	30	Maestrazgo	0-15	Mujer	14,0
2016	30	Maestrazgo	16-64	Hombre	65,0
2016	30	Maestrazgo	16-64	Mujer	70,0
2016	30	Maestrazgo	65 y más	Hombre	50,0
2016	30	Maestrazgo	65 y más	Mujer	70,0
2016	31	Sierra de Albarracín	0-15	Hombre	13,0
2016	31	Sierra de Albarracín	0-15	Mujer	13,0
2016	31	Sierra de Albarracín	16-64	Hombre	62,0
2016	31	Sierra de Albarracín	16-64	Mujer	39,0
2016	31	Sierra de Albarracín	65 y más	Hombre	50,0
2016	31	Sierra de Albarracín	65 y más	Mujer	41,0
2016	32	Gúdar-Javalambre	0-15	Hombre	11,0
2016	32	Gúdar-Javalambre	0-15	Mujer	14,0
2016	32	Gúdar-Javalambre	16-64	Hombre	65,0
2016	32	Gúdar-Javalambre	16-64	Mujer	47,0
2016	32	Gúdar-Javalambre	65 y más	Hombre	53,0
2016	32	Gúdar-Javalambre	65 y más	Mujer	56,0
2016	33	Matarraña / Matarranya	0-15	Hombre	15,0
2016	33	Matarraña / Matarranya	0-15	Mujer	6,0
2016	33	Matarraña / Matarranya	16-64	Hombre	104,0
2016	33	Matarraña / Matarranya	16-64	Mujer	89,0
2016	33	Matarraña / Matarranya	65 y más	Hombre	80,0
2016	33	Matarraña / Matarranya	65 y más	Mujer	82,0
2017	01	La Jacetania	0-15	Hombre	79,0
2017	01	La Jacetania	0-15	Mujer	86,0
2017	01	La Jacetania	16-64	Hombre	454,0
2017	01	La Jacetania	16-64	Mujer	420,0
2017	01	La Jacetania	65 y más	Hombre	174,0
2017	01	La Jacetania	65 y más	Mujer	222,0
2017	02	Alto Gállego	0-15	Hombre	32,0
2017	02	Alto Gállego	0-15	Mujer	38,0
2017	02	Alto Gállego	16-64	Hombre	135,0
2017	02	Alto Gállego	16-64	Mujer	161,0
2017	02	Alto Gállego	65 y más	Hombre	61,0
2017	02	Alto Gállego	65 y más	Mujer	64,0
2017	03	Sobrarbe	0-15	Hombre	44,0
2017	03	Sobrarbe	0-15	Mujer	41,0
2017	03	Sobrarbe	16-64	Hombre	218,0
2017	03	Sobrarbe	16-64	Mujer	231,0
2017	03	Sobrarbe	65 y más	Hombre	118,0
2017	03	Sobrarbe	65 y más	Mujer	159,0
2017	04	La Ribagorza	0-15	Hombre	48,0
2017	04	La Ribagorza	0-15	Mujer	33,0
2017	04	La Ribagorza	16-64	Hombre	192,0
2017	04	La Ribagorza	16-64	Mujer	223,0
2017	04	La Ribagorza	65 y más	Hombre	115,0
2017	04	La Ribagorza	65 y más	Mujer	110,0
2017	05	Cinco Villas	0-15	Hombre	55,0
2017	05	Cinco Villas	0-15	Mujer	73,0
2017	05	Cinco Villas	16-64	Hombre	402,0
2017	05	Cinco Villas	16-64	Mujer	469,0
2017	05	Cinco Villas	65 y más	Hombre	207,0
2017	05	Cinco Villas	65 y más	Mujer	260,0
2017	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	249,0
2017	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	242,0
2017	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	774,0
2017	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	741,0
2017	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	252,0
2017	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	291,0
2017	07	Somontano de Barbastro	0-15	Hombre	89,0
2017	07	Somontano de Barbastro	0-15	Mujer	61,0
2017	07	Somontano de Barbastro	16-64	Hombre	250,0
2017	07	Somontano de Barbastro	16-64	Mujer	241,0
2017	07	Somontano de Barbastro	65 y más	Hombre	124,0
2017	07	Somontano de Barbastro	65 y más	Mujer	138,0
2017	08	Cinca Medio	0-15	Hombre	72,0
2017	08	Cinca Medio	0-15	Mujer	59,0
2017	08	Cinca Medio	16-64	Hombre	175,0
2017	08	Cinca Medio	16-64	Mujer	156,0
2017	08	Cinca Medio	65 y más	Hombre	78,0
2017	08	Cinca Medio	65 y más	Mujer	83,0
2017	09	La Litera / La Llitera	0-15	Hombre	55,0
2017	09	La Litera / La Llitera	0-15	Mujer	27,0
2017	09	La Litera / La Llitera	16-64	Hombre	151,0
2017	09	La Litera / La Llitera	16-64	Mujer	118,0
2017	09	La Litera / La Llitera	65 y más	Hombre	88,0
2017	09	La Litera / La Llitera	65 y más	Mujer	86,0
2017	10	Los Monegros	0-15	Hombre	29,0
2017	10	Los Monegros	0-15	Mujer	26,0
2017	10	Los Monegros	16-64	Hombre	148,0
2017	10	Los Monegros	16-64	Mujer	191,0
2017	10	Los Monegros	65 y más	Hombre	90,0
2017	10	Los Monegros	65 y más	Mujer	114,0
2017	11	Bajo Cinca / Baix Cinca	0-15	Hombre	27,0
2017	11	Bajo Cinca / Baix Cinca	0-15	Mujer	28,0
2017	11	Bajo Cinca / Baix Cinca	16-64	Hombre	143,0
2017	11	Bajo Cinca / Baix Cinca	16-64	Mujer	152,0
2017	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	68,0
2017	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	74,0
2017	12	Tarazona y el Moncayo	0-15	Hombre	29,0
2017	12	Tarazona y el Moncayo	0-15	Mujer	19,0
2017	12	Tarazona y el Moncayo	16-64	Hombre	122,0
2017	12	Tarazona y el Moncayo	16-64	Mujer	121,0
2017	12	Tarazona y el Moncayo	65 y más	Hombre	49,0
2017	12	Tarazona y el Moncayo	65 y más	Mujer	55,0
2017	13	Campo de Borja	0-15	Hombre	14,0
2017	13	Campo de Borja	0-15	Mujer	12,0
2017	13	Campo de Borja	16-64	Hombre	105,0
2017	13	Campo de Borja	16-64	Mujer	92,0
2017	13	Campo de Borja	65 y más	Hombre	43,0
2017	13	Campo de Borja	65 y más	Mujer	69,0
2017	14	Aranda	0-15	Hombre	6,0
2017	14	Aranda	0-15	Mujer	7,0
2017	14	Aranda	16-64	Hombre	32,0
2017	14	Aranda	16-64	Mujer	33,0
2017	14	Aranda	65 y más	Hombre	14,0
2017	14	Aranda	65 y más	Mujer	25,0
2017	15	Ribera Alta del Ebro	0-15	Hombre	28,0
2017	15	Ribera Alta del Ebro	0-15	Mujer	27,0
2017	15	Ribera Alta del Ebro	16-64	Hombre	132,0
2017	15	Ribera Alta del Ebro	16-64	Mujer	108,0
2017	15	Ribera Alta del Ebro	65 y más	Hombre	55,0
2017	15	Ribera Alta del Ebro	65 y más	Mujer	52,0
2017	16	Valdejalón	0-15	Hombre	39,0
2017	16	Valdejalón	0-15	Mujer	41,0
2017	16	Valdejalón	16-64	Hombre	126,0
2017	16	Valdejalón	16-64	Mujer	123,0
2017	16	Valdejalón	65 y más	Hombre	57,0
2017	16	Valdejalón	65 y más	Mujer	58,0
2017	17	D.C. Zaragoza	0-15	Hombre	2440,0
2017	17	D.C. Zaragoza	0-15	Mujer	2250,0
2017	17	D.C. Zaragoza	16-64	Hombre	6845,0
2017	17	D.C. Zaragoza	16-64	Mujer	7286,0
2017	17	D.C. Zaragoza	65 y más	Hombre	1404,0
2017	17	D.C. Zaragoza	65 y más	Mujer	1760,0
2017	18	Ribera Baja del Ebro	0-15	Hombre	8,0
2017	18	Ribera Baja del Ebro	0-15	Mujer	18,0
2017	18	Ribera Baja del Ebro	16-64	Hombre	96,0
2017	18	Ribera Baja del Ebro	16-64	Mujer	82,0
2017	18	Ribera Baja del Ebro	65 y más	Hombre	60,0
2017	18	Ribera Baja del Ebro	65 y más	Mujer	68,0
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	21,0
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	19,0
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	110,0
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	94,0
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	49,0
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	59,0
2017	20	Comunidad de Calatayud	0-15	Hombre	58,0
2017	20	Comunidad de Calatayud	0-15	Mujer	69,0
2017	20	Comunidad de Calatayud	16-64	Hombre	272,0
2017	20	Comunidad de Calatayud	16-64	Mujer	279,0
2017	20	Comunidad de Calatayud	65 y más	Hombre	129,0
2017	20	Comunidad de Calatayud	65 y más	Mujer	156,0
2017	21	Campo de Cariñena	0-15	Hombre	7,0
2017	21	Campo de Cariñena	0-15	Mujer	16,0
2017	21	Campo de Cariñena	16-64	Hombre	62,0
2017	21	Campo de Cariñena	16-64	Mujer	67,0
2017	21	Campo de Cariñena	65 y más	Hombre	40,0
2017	21	Campo de Cariñena	65 y más	Mujer	40,0
2017	22	Campo de Belchite	0-15	Hombre	8,0
2017	22	Campo de Belchite	0-15	Mujer	11,0
2017	22	Campo de Belchite	16-64	Hombre	69,0
2017	22	Campo de Belchite	16-64	Mujer	70,0
2017	22	Campo de Belchite	65 y más	Hombre	46,0
2017	22	Campo de Belchite	65 y más	Mujer	51,0
2017	23	Bajo Martín	0-15	Hombre	6,0
2017	23	Bajo Martín	0-15	Mujer	11,0
2017	23	Bajo Martín	16-64	Hombre	40,0
2017	23	Bajo Martín	16-64	Mujer	47,0
2017	23	Bajo Martín	65 y más	Hombre	40,0
2017	23	Bajo Martín	65 y más	Mujer	44,0
2017	24	Campo de Daroca	0-15	Hombre	14,0
2017	24	Campo de Daroca	0-15	Mujer	7,0
2017	24	Campo de Daroca	16-64	Hombre	58,0
2017	24	Campo de Daroca	16-64	Mujer	68,0
2017	24	Campo de Daroca	65 y más	Hombre	32,0
2017	24	Campo de Daroca	65 y más	Mujer	28,0
2017	25	Jiloca	0-15	Hombre	10,0
2017	25	Jiloca	0-15	Mujer	11,0
2017	25	Jiloca	16-64	Hombre	84,0
2017	25	Jiloca	16-64	Mujer	87,0
2017	25	Jiloca	65 y más	Hombre	63,0
2017	25	Jiloca	65 y más	Mujer	60,0
2017	26	Cuencas Mineras	0-15	Hombre	21,0
2017	26	Cuencas Mineras	0-15	Mujer	20,0
2017	26	Cuencas Mineras	16-64	Hombre	133,0
2017	26	Cuencas Mineras	16-64	Mujer	112,0
2017	26	Cuencas Mineras	65 y más	Hombre	72,0
2017	26	Cuencas Mineras	65 y más	Mujer	93,0
2017	27	Andorra-Sierra de Arcos	0-15	Hombre	13,0
2017	27	Andorra-Sierra de Arcos	0-15	Mujer	17,0
2017	27	Andorra-Sierra de Arcos	16-64	Hombre	98,0
2017	27	Andorra-Sierra de Arcos	16-64	Mujer	82,0
2017	27	Andorra-Sierra de Arcos	65 y más	Hombre	53,0
2017	27	Andorra-Sierra de Arcos	65 y más	Mujer	50,0
2017	28	Bajo Aragón	0-15	Hombre	60,0
2017	28	Bajo Aragón	0-15	Mujer	54,0
2017	28	Bajo Aragón	16-64	Hombre	311,0
2017	28	Bajo Aragón	16-64	Mujer	308,0
2017	28	Bajo Aragón	65 y más	Hombre	161,0
2017	28	Bajo Aragón	65 y más	Mujer	203,0
2017	29	Comunidad de Teruel	0-15	Hombre	108,0
2017	29	Comunidad de Teruel	0-15	Mujer	117,0
2017	29	Comunidad de Teruel	16-64	Hombre	570,0
2017	29	Comunidad de Teruel	16-64	Mujer	549,0
2017	29	Comunidad de Teruel	65 y más	Hombre	210,0
2017	29	Comunidad de Teruel	65 y más	Mujer	237,0
2017	30	Maestrazgo	0-15	Hombre	9,0
2017	30	Maestrazgo	0-15	Mujer	14,0
2017	30	Maestrazgo	16-64	Hombre	66,0
2017	30	Maestrazgo	16-64	Mujer	68,0
2017	30	Maestrazgo	65 y más	Hombre	52,0
2017	30	Maestrazgo	65 y más	Mujer	72,0
2017	31	Sierra de Albarracín	0-15	Hombre	13,0
2017	31	Sierra de Albarracín	0-15	Mujer	13,0
2017	31	Sierra de Albarracín	16-64	Hombre	62,0
2017	31	Sierra de Albarracín	16-64	Mujer	40,0
2017	31	Sierra de Albarracín	65 y más	Hombre	44,0
2017	31	Sierra de Albarracín	65 y más	Mujer	39,0
2017	32	Gúdar-Javalambre	0-15	Hombre	12,0
2017	32	Gúdar-Javalambre	0-15	Mujer	20,0
2017	32	Gúdar-Javalambre	16-64	Hombre	66,0
2017	32	Gúdar-Javalambre	16-64	Mujer	51,0
2017	32	Gúdar-Javalambre	65 y más	Hombre	54,0
2017	32	Gúdar-Javalambre	65 y más	Mujer	54,0
2017	33	Matarraña / Matarranya	0-15	Hombre	16,0
2017	33	Matarraña / Matarranya	0-15	Mujer	9,0
2017	33	Matarraña / Matarranya	16-64	Hombre	107,0
2017	33	Matarraña / Matarranya	16-64	Mujer	94,0
2017	33	Matarraña / Matarranya	65 y más	Hombre	80,0
2017	33	Matarraña / Matarranya	65 y más	Mujer	82,0
