Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C+D)	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	Eriales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos
22077	Candasnos	2011	Secano	6575,0	1835,0	251,0	1571,0	13,0	2814,0	67,0	930,0	1817,0	1191,0	16,0	0,0	1175,0	735,0	0,0	68,0	637,0	30,0
22078	Canfranc	2011	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22078	Canfranc	2011	Secano	7125,0	12,0	12,0	0,0	0,0	3353,0	81,0	760,0	2512,0	3537,0	1850,0	35,0	1652,0	223,0	0,0	63,0	93,0	67,0
22079	Capdesaso	2011	Regadío	1399,0	1398,0	1157,0	238,0	3,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22079	Capdesaso	2011	Secano	352,0	1,0	0,0	1,0	0,0	156,0	5,0	42,0	109,0	72,0	0,0	1,0	71,0	123,0	0,0	20,0	66,0	37,0
22080	Capella	2011	Regadío	50,0	50,0	29,0	21,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22080	Capella	2011	Secano	6018,0	1677,0	1462,0	143,0	72,0	382,0	24,0	150,0	208,0	3684,0	2899,0	611,0	174,0	275,0	0,0	62,0	87,0	126,0
22081	Casbas de Huesca	2011	Regadío	6,0	6,0	3,0	1,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22081	Casbas de Huesca	2011	Secano	13207,0	3562,0	2852,0	473,0	237,0	4187,0	114,0	1049,0	3024,0	5192,0	2119,0	1103,0	1970,0	266,0	0,0	23,0	138,0	105,0
22082	Castejón del Puente	2011	Regadío	1279,0	1277,0	1212,0	63,0	2,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22082	Castejón del Puente	2011	Secano	1259,0	204,0	86,0	87,0	31,0	320,0	6,0	92,0	222,0	205,0	16,0	46,0	143,0	530,0	0,0	85,0	282,0	163,0
22083	Castejón de Monegros	2011	Regadío	708,0	706,0	642,0	64,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22083	Castejón de Monegros	2011	Secano	15845,0	8197,0	4503,0	3597,0	97,0	3863,0	67,0	884,0	2912,0	3284,0	1398,0	2,0	1884,0	501,0	0,0	113,0	309,0	79,0
22084	Castejón de Sos	2011	Regadío	73,0	73,0	73,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22084	Castejón de Sos	2011	Secano	3168,0	184,0	184,0	0,0	0,0	1692,0	104,0	454,0	1134,0	1147,0	419,0	110,0	618,0	145,0	0,0	39,0	61,0	45,0
22085	Castelflorite	2011	Regadío	2196,0	2196,0	1828,0	283,0	85,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22085	Castelflorite	2011	Secano	1276,0	333,0	126,0	174,0	33,0	445,0	12,0	106,0	327,0	213,0	0,0	1,0	212,0	285,0	0,0	53,0	93,0	139,0
22086	Castiello de Jaca	2011	Regadío	32,0	32,0	14,0	18,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22086	Castiello de Jaca	2011	Secano	1693,0	111,0	95,0	16,0	0,0	209,0	15,0	101,0	93,0	1232,0	949,0	205,0	78,0	141,0	0,0	8,0	78,0	55,0
22087	Castigaleu	2011	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22087	Castigaleu	2011	Secano	2652,0	903,0	829,0	74,0	0,0	364,0	42,0	117,0	205,0	1302,0	237,0	932,0	133,0	83,0	0,0	12,0	47,0	24,0
22088	Castillazuelo	2011	Regadío	70,0	70,0	18,0	31,0	21,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22088	Castillazuelo	2011	Secano	1453,0	702,0	469,0	94,0	139,0	253,0	8,0	84,0	161,0	397,0	61,0	232,0	104,0	101,0	0,0	11,0	62,0	28,0
22089	Castillonroy	2011	Regadío	157,0	157,0	38,0	45,0	74,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22089	Castillonroy	2011	Secano	3592,0	1343,0	879,0	270,0	194,0	923,0	42,0	226,0	655,0	1056,0	421,0	211,0	424,0	270,0	0,0	26,0	98,0	146,0
22090	Colungo	2011	Regadío	1,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22090	Colungo	2011	Secano	4045,0	512,0	144,0	187,0	181,0	1125,0	28,0	317,0	780,0	2302,0	1186,0	611,0	505,0	106,0	0,0	21,0	62,0	23,0
22094	Chalamera	2011	Regadío	474,0	474,0	297,0	84,0	93,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22094	Chalamera	2011	Secano	672,0	113,0	42,0	69,0	2,0	265,0	4,0	67,0	194,0	159,0	14,0	19,0	126,0	135,0	0,0	17,0	30,0	88,0
22095	Chía	2011	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22095	Chía	2011	Secano	2625,0	207,0	165,0	42,0	0,0	1100,0	49,0	366,0	685,0	1294,0	259,0	473,0	562,0	24,0	0,0	2,0	19,0	3,0
22096	Chimillas	2011	Regadío	23,0	23,0	23,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22096	Chimillas	2011	Secano	975,0	804,0	780,0	12,0	12,0	23,0	0,0	7,0	16,0	81,0	52,0	2,0	27,0	67,0	0,0	18,0	31,0	18,0
22099	Esplús	2011	Regadío	6508,0	6497,0	6107,0	21,0	369,0	2,0	2,0	0,0	0,0	9,0	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22099	Esplús	2011	Secano	877,0	121,0	70,0	49,0	2,0	170,0	2,0	52,0	116,0	132,0	40,0	9,0	83,0	454,0	0,0	196,0	141,0	117,0
22102	Estada	2011	Regadío	127,0	125,0	80,0	25,0	20,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22102	Estada	2011	Secano	1460,0	109,0	38,0	6,0	65,0	394,0	19,0	73,0	302,0	697,0	310,0	192,0	195,0	260,0	0,0	9,0	30,0	221,0
22103	Estadilla	2011	Regadío	1040,0	1027,0	762,0	124,0	141,0	0,0	0,0	0,0	0,0	13,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22103	Estadilla	2011	Secano	3983,0	1242,0	748,0	76,0	418,0	1451,0	59,0	320,0	1072,0	991,0	261,0	51,0	679,0	299,0	0,0	60,0	96,0	143,0
22105	Estopiñán del Castillo	2011	Regadío	120,0	118,0	92,0	25,0	1,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
22105	Estopiñán del Castillo	2011	Secano	8753,0	1817,0	1385,0	395,0	37,0	1723,0	73,0	560,0	1090,0	4741,0	2418,0	1600,0	723,0	472,0	0,0	74,0	150,0	248,0
22106	Fago	2011	Regadío	3,0	3,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22106	Fago	2011	Secano	4913,0	49,0	0,0	49,0	0,0	1919,0	50,0	1869,0	0,0	2011,0	1335,0	412,0	264,0	934,0	0,0	824,0	50,0	60,0
22107	Fanlo	2011	Regadío	1,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22107	Fanlo	2011	Secano	18730,0	16,0	9,0	7,0	0,0	7263,0	161,0	1821,0	5281,0	11118,0	7244,0	423,0	3451,0	333,0	0,0	14,0	143,0	176,0
22109	Fiscal	2011	Regadío	269,0	269,0	225,0	44,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22109	Fiscal	2011	Secano	16860,0	439,0	275,0	164,0	0,0	1840,0	129,0	723,0	988,0	14044,0	11673,0	1732,0	639,0	537,0	0,0	70,0	137,0	330,0
22110	Fonz	2011	Regadío	1382,0	1371,0	1244,0	36,0	91,0	0,0	0,0	0,0	0,0	11,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22110	Fonz	2011	Secano	4130,0	2120,0	1458,0	379,0	283,0	663,0	16,0	170,0	477,0	1056,0	391,0	29,0	636,0	291,0	0,0	57,0	135,0	99,0
22111	Foradada del Toscar	2011	Regadío	90,0	90,0	52,0	38,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22111	Foradada del Toscar	2011	Secano	10779,0	666,0	435,0	229,0	2,0	2466,0	217,0	969,0	1280,0	7357,0	2328,0	4230,0	799,0	290,0	0,0	12,0	128,0	150,0
22112	Fraga	2011	Regadío	6899,0	6897,0	766,0	1441,0	4690,0	1,0	1,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22112	Fraga	2011	Secano	36695,0	16816,0	8421,0	8279,0	116,0	4631,0	150,0	1369,0	3112,0	12694,0	8271,0	2300,0	2123,0	2554,0	0,0	525,0	882,0	1147,0
22113	Fueva (La)	2011	Regadío	242,0	242,0	231,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22113	Fueva (La)	2011	Secano	21643,0	2561,0	2290,0	224,0	47,0	4947,0	263,0	1441,0	3243,0	12372,0	7748,0	2517,0	2107,0	1763,0	0,0	457,0	264,0	1042,0
22114	Gistaín	2011	Regadío	15,0	15,0	15,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22114	Gistaín	2011	Secano	8091,0	122,0	112,0	10,0	0,0	3630,0	218,0	971,0	2441,0	3632,0	1253,0	799,0	1580,0	707,0	0,0	648,0	30,0	29,0
22115	Grado (El)	2011	Regadío	484,0	484,0	169,0	139,0	176,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22115	Grado (El)	2011	Secano	5887,0	1409,0	391,0	533,0	485,0	755,0	19,0	258,0	478,0	3108,0	2114,0	685,0	309,0	615,0	0,0	125,0	139,0	351,0
22116	Grañén	2011	Regadío	8390,0	8388,0	7641,0	714,0	33,0	1,0	1,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22116	Grañén	2011	Secano	3946,0	1179,0	872,0	286,0	21,0	1080,0	15,0	223,0	842,0	789,0	331,0	11,0	447,0	898,0	0,0	111,0	466,0	321,0
22117	Graus	2011	Regadío	281,0	281,0	173,0	105,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22117	Graus	2011	Secano	29612,0	4875,0	3754,0	685,0	436,0	4558,0	264,0	1521,0	2773,0	18584,0	11855,0	4862,0	1867,0	1595,0	0,0	101,0	440,0	1054,0
22119	Gurrea de Gállego	2011	Regadío	4476,0	4464,0	3681,0	305,0	478,0	0,0	0,0	0,0	0,0	12,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22119	Gurrea de Gállego	2011	Secano	14759,0	10339,0	7673,0	2162,0	504,0	1028,0	37,0	274,0	717,0	2302,0	1652,0	164,0	486,0	1090,0	0,0	134,0	523,0	433,0
22122	Hoz de Jaca	2011	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22122	Hoz de Jaca	2011	Secano	1217,0	36,0	11,0	25,0	0,0	375,0	14,0	119,0	242,0	709,0	553,0	0,0	156,0	97,0	0,0	1,0	20,0	76,0
22124	Huerto	2011	Regadío	4367,0	4367,0	4155,0	206,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22124	Huerto	2011	Secano	4276,0	2126,0	1642,0	443,0	41,0	1063,0	14,0	245,0	804,0	643,0	56,0	113,0	474,0	444,0	0,0	73,0	185,0	186,0
22125	Huesca	2011	Regadío	3727,0	3721,0	3201,0	515,0	5,0	0,0	0,0	0,0	0,0	6,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22125	Huesca	2011	Secano	12390,0	7345,0	6103,0	1012,0	230,0	1616,0	45,0	405,0	1166,0	1441,0	366,0	321,0	754,0	1988,0	0,0	548,0	1157,0	283,0
22126	Ibieca	2011	Regadío	10,0	10,0	4,0	4,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22126	Ibieca	2011	Secano	1485,0	917,0	693,0	107,0	117,0	27,0	1,0	10,0	16,0	507,0	473,0	25,0	9,0	34,0	0,0	6,0	28,0	0,0
22127	Igriés	2011	Regadío	10,0	10,0	3,0	6,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22127	Igriés	2011	Secano	1902,0	1198,0	989,0	145,0	64,0	257,0	1,0	63,0	193,0	244,0	115,0	5,0	124,0	203,0	0,0	68,0	82,0	53,0
22128	Ilche	2011	Regadío	3998,0	3986,0	3467,0	287,0	232,0	0,0	0,0	0,0	0,0	12,0	8,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
22128	Ilche	2011	Secano	2346,0	528,0	384,0	101,0	43,0	828,0	25,0	208,0	595,0	694,0	64,0	245,0	385,0	296,0	0,0	51,0	158,0	87,0
22129	Isábena	2011	Regadío	55,0	55,0	44,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22129	Isábena	2011	Secano	11545,0	1079,0	907,0	154,0	18,0	3451,0	187,0	1038,0	2226,0	6470,0	2894,0	1950,0	1626,0	545,0	0,0	145,0	142,0	258,0
22130	Jaca	2011	Regadío	344,0	344,0	324,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22130	Jaca	2011	Secano	39043,0	7246,0	6372,0	874,0	0,0	7243,0	241,0	2042,0	4960,0	22494,0	16666,0	2223,0	3605,0	2060,0	0,0	267,0	964,0	829,0
22131	Jasa	2011	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22131	Jasa	2011	Secano	885,0	55,0	16,0	39,0	0,0	153,0	1,0	42,0	110,0	648,0	553,0	24,0	71,0	29,0	0,0	2,0	21,0	6,0
22133	Labuerda	2011	Regadío	31,0	31,0	15,0	16,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22133	Labuerda	2011	Secano	1737,0	145,0	124,0	21,0	0,0	240,0	19,0	78,0	143,0	1025,0	675,0	257,0	93,0	327,0	0,0	220,0	36,0	71,0
22135	Laluenga	2011	Regadío	1220,0	1220,0	1126,0	57,0	37,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22135	Laluenga	2011	Secano	2407,0	1355,0	1102,0	152,0	101,0	560,0	10,0	142,0	408,0	303,0	2,0	41,0	260,0	189,0	0,0	81,0	71,0	37,0
22136	Lalueza	2011	Regadío	6946,0	6930,0	5789,0	1136,0	5,0	0,0	0,0	0,0	0,0	16,0	16,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22136	Lalueza	2011	Secano	1894,0	75,0	27,0	32,0	16,0	672,0	14,0	182,0	476,0	376,0	28,0	2,0	346,0	771,0	0,0	72,0	405,0	294,0
22137	Lanaja	2011	Regadío	4928,0	4926,0	4765,0	141,0	20,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22137	Lanaja	2011	Secano	13228,0	6355,0	4718,0	1426,0	211,0	1979,0	42,0	632,0	1305,0	4091,0	1588,0	1655,0	848,0	803,0	0,0	108,0	531,0	164,0
22139	Laperdiguera	2011	Regadío	18,0	18,0	5,0	0,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22139	Laperdiguera	2011	Secano	1110,0	973,0	851,0	89,0	33,0	35,0	0,0	11,0	24,0	59,0	0,0	29,0	30,0	43,0	0,0	11,0	28,0	4,0
22141	Lascellas-Ponzano	2011	Regadío	1,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22141	Lascellas-Ponzano	2011	Secano	2725,0	1876,0	1311,0	315,0	250,0	161,0	2,0	42,0	117,0	512,0	371,0	38,0	103,0	176,0	0,0	19,0	138,0	19,0
22142	Lascuarre	2011	Regadío	3,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
22142	Lascuarre	2011	Secano	3191,0	800,0	687,0	77,0	36,0	282,0	29,0	117,0	136,0	1993,0	1002,0	867,0	124,0	116,0	0,0	14,0	43,0	59,0
22143	Laspaúles	2011	Regadío	73,0	73,0	73,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22143	Laspaúles	2011	Secano	8081,0	344,0	326,0	18,0	0,0	3026,0	175,0	925,0	1926,0	4520,0	2519,0	761,0	1240,0	191,0	0,0	17,0	118,0	56,0
22144	Laspuña	2011	Regadío	27,0	27,0	18,0	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22144	Laspuña	2011	Secano	4492,0	356,0	299,0	57,0	0,0	1822,0	49,0	421,0	1352,0	2177,0	1066,0	71,0	1040,0	137,0	0,0	7,0	40,0	90,0
22149	Loarre	2011	Regadío	155,0	155,0	119,0	16,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22149	Loarre	2011	Secano	7308,0	2353,0	1488,0	367,0	498,0	1513,0	37,0	522,0	954,0	2982,0	1197,0	1169,0	616,0	460,0	0,0	110,0	206,0	144,0
22150	Loporzano	2011	Regadío	46,0	46,0	31,0	13,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22150	Loporzano	2011	Secano	16813,0	5407,0	4090,0	819,0	498,0	4725,0	161,0	1105,0	3459,0	6250,0	3578,0	432,0	2240,0	431,0	0,0	71,0	217,0	143,0
22151	Loscorrales	2011	Regadío	543,0	543,0	416,0	123,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22151	Loscorrales	2011	Secano	3490,0	2627,0	2166,0	234,0	227,0	328,0	4,0	91,0	233,0	336,0	112,0	76,0	148,0	199,0	0,0	17,0	96,0	86,0
22155	Monesma y Cajigar	2011	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22155	Monesma y Cajigar	2011	Secano	6253,0	1373,0	1318,0	55,0	0,0	983,0	70,0	299,0	614,0	3776,0	2029,0	1339,0	408,0	121,0	0,0	40,0	38,0	43,0
22156	Monflorite-Lascasas	2011	Regadío	1365,0	1365,0	1329,0	34,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22156	Monflorite-Lascasas	2011	Secano	1525,0	1053,0	926,0	120,0	7,0	139,0	8,0	38,0	93,0	130,0	19,0	50,0	61,0	203,0	0,0	14,0	88,0	101,0
22157	Montanuy	2011	Regadío	4,0	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22157	Montanuy	2011	Secano	17468,0	750,0	710,0	40,0	0,0	8223,0	396,0	2142,0	5685,0	7983,0	2654,0	1662,0	3667,0	512,0	0,0	36,0	99,0	377,0
22158	Monzón	2011	Regadío	10298,0	10254,0	9173,0	765,0	316,0	0,0	0,0	0,0	0,0	44,0	43,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
22158	Monzón	2011	Secano	5246,0	564,0	408,0	130,0	26,0	1367,0	27,0	330,0	1010,0	918,0	292,0	165,0	461,0	2397,0	0,0	351,0	1538,0	508,0
22160	Naval	2011	Regadío	13,0	13,0	6,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22160	Naval	2011	Secano	4703,0	598,0	288,0	142,0	168,0	355,0	21,0	108,0	226,0	3349,0	3075,0	126,0	148,0	401,0	0,0	13,0	105,0	283,0
22162	Novales	2011	Regadío	293,0	293,0	237,0	11,0	45,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22162	Novales	2011	Secano	1709,0	1373,0	1226,0	129,0	18,0	136,0	1,0	31,0	104,0	121,0	47,0	11,0	63,0	79,0	0,0	9,0	57,0	13,0
22163	Nueno	2011	Regadío	257,0	257,0	200,0	47,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22163	Nueno	2011	Secano	14817,0	1267,0	831,0	148,0	288,0	5602,0	219,0	1339,0	4044,0	7571,0	3539,0	1658,0	2374,0	377,0	0,0	71,0	160,0	146,0
22164	Olvena	2011	Regadío	63,0	63,0	37,0	13,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22164	Olvena	2011	Secano	1527,0	198,0	40,0	12,0	146,0	371,0	5,0	83,0	283,0	866,0	626,0	96,0	144,0	92,0	0,0	4,0	19,0	69,0
22165	Ontiñena	2011	Regadío	703,0	703,0	582,0	100,0	21,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22165	Ontiñena	2011	Secano	12958,0	6551,0	2809,0	3649,0	93,0	2671,0	98,0	769,0	1804,0	3195,0	1414,0	594,0	1187,0	541,0	0,0	56,0	299,0	186,0
22167	Osso de Cinca	2011	Regadío	2118,0	2118,0	1011,0	259,0	848,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22167	Osso de Cinca	2011	Secano	648,0	150,0	45,0	58,0	47,0	122,0	4,0	44,0	74,0	100,0	52,0	0,0	48,0	276,0	0,0	80,0	74,0	122,0
22168	Palo	2011	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22168	Palo	2011	Secano	1444,0	281,0	131,0	150,0	0,0	160,0	4,0	53,0	103,0	951,0	619,0	163,0	169,0	52,0	0,0	2,0	24,0	26,0
22170	Panticosa	2011	Regadío	7,0	7,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22170	Panticosa	2011	Secano	9571,0	26,0	26,0	0,0	0,0	5169,0	86,0	1238,0	3845,0	3951,0	1438,0	25,0	2488,0	425,0	0,0	34,0	97,0	294,0
22172	Peñalba	2011	Regadío	3320,0	3320,0	2980,0	338,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22172	Peñalba	2011	Secano	12327,0	7253,0	4085,0	3165,0	3,0	2738,0	51,0	589,0	2098,0	1331,0	59,0	2,0	1270,0	1005,0	0,0	104,0	642,0	259,0
22173	Peñas de Riglos (Las)	2011	Regadío	108,0	108,0	29,0	78,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22173	Peñas de Riglos (Las)	2011	Secano	23318,0	1453,0	658,0	720,0	75,0	4060,0	72,0	1231,0	2757,0	17059,0	12847,0	2425,0	1787,0	746,0	0,0	70,0	255,0	421,0
22174	Peralta de Alcofea	2011	Regadío	2582,0	2582,0	2308,0	205,0	69,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22174	Peralta de Alcofea	2011	Secano	9050,0	5768,0	4449,0	1020,0	299,0	1760,0	41,0	413,0	1306,0	919,0	28,0	116,0	775,0	603,0	0,0	71,0	351,0	181,0
22175	Peralta de Calasanz	2011	Regadío	55,0	55,0	30,0	25,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22175	Peralta de Calasanz	2011	Secano	11435,0	3218,0	2277,0	650,0	291,0	2219,0	61,0	844,0	1314,0	5787,0	1738,0	3201,0	848,0	211,0	0,0	23,0	124,0	64,0
22176	Peraltilla	2011	Regadío	127,0	127,0	111,0	9,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22176	Peraltilla	2011	Secano	1489,0	615,0	365,0	117,0	133,0	529,0	6,0	107,0	416,0	253,0	3,0	49,0	201,0	92,0	0,0	12,0	35,0	45,0
22177	Perarrúa	2011	Regadío	116,0	116,0	108,0	6,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22177	Perarrúa	2011	Secano	2890,0	392,0	222,0	123,0	47,0	447,0	9,0	132,0	306,0	1951,0	1525,0	227,0	199,0	100,0	0,0	4,0	29,0	67,0
22178	Pertusa	2011	Regadío	887,0	887,0	834,0	53,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22178	Pertusa	2011	Secano	2041,0	1475,0	1207,0	251,0	17,0	211,0	2,0	58,0	151,0	187,0	12,0	77,0	98,0	168,0	0,0	43,0	72,0	53,0
22181	Piracés	2011	Regadío	718,0	718,0	706,0	11,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22181	Piracés	2011	Secano	1811,0	827,0	766,0	54,0	7,0	557,0	14,0	115,0	428,0	267,0	6,0	40,0	221,0	160,0	0,0	42,0	48,0	70,0
22182	Plan	2011	Regadío	40,0	40,0	40,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22182	Plan	2011	Secano	8698,0	128,0	128,0	0,0	0,0	2164,0	90,0	774,0	1300,0	6211,0	4128,0	774,0	1309,0	195,0	0,0	9,0	64,0	122,0
