Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C+D)	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	Eriales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos
44159	Moscardón	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44159	Moscardón	2016	Secano	2690,0	179,0	109,0	70,0	0,0	620,0	0,0	397,0	223,0	1832,0	822,0	1010,0	0,0	59,0	0,0	5,0	50,0	4,0
44160	Mosqueruela	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44160	Mosqueruela	2016	Secano	26500,0	494,0	338,0	156,0	0,0	9424,0	334,0	6708,0	2382,0	15372,0	12574,0	2798,0	0,0	1210,0	0,0	42,0	987,0	181,0
44161	Muniesa	2016	Regadío	7,0	7,0	0,0	2,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44161	Muniesa	2016	Secano	12973,0	6603,0	3338,0	2777,0	488,0	3526,0	0,0	2256,0	1270,0	2543,0	531,0	2012,0	0,0	301,0	0,0	26,0	236,0	39,0
44163	Noguera de Albarracín	2016	Regadío	9,0	9,0	6,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44163	Noguera de Albarracín	2016	Secano	4731,0	141,0	61,0	80,0	0,0	1454,0	0,0	413,0	1041,0	2931,0	2457,0	474,0	0,0	205,0	0,0	110,0	70,0	25,0
44164	Nogueras	2016	Regadío	30,0	30,0	22,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44164	Nogueras	2016	Secano	1850,0	534,0	265,0	254,0	15,0	394,0	0,0	242,0	152,0	860,0	698,0	162,0	0,0	62,0	0,0	2,0	38,0	22,0
44165	Nogueruelas	2016	Regadío	30,0	30,0	18,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44165	Nogueruelas	2016	Secano	9920,0	195,0	99,0	96,0	0,0	3451,0	0,0	1087,0	2364,0	6053,0	3604,0	2449,0	0,0	221,0	0,0	20,0	146,0	55,0
44167	Obón	2016	Regadío	8,0	8,0	1,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44167	Obón	2016	Secano	6832,0	518,0	222,0	250,0	46,0	5136,0	0,0	4399,0	737,0	1062,0	787,0	275,0	0,0	116,0	0,0	17,0	63,0	36,0
44168	Odón	2016	Regadío	12,0	12,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44168	Odón	2016	Secano	7408,0	4529,0	3886,0	637,0	6,0	540,0	0,0	23,0	517,0	2066,0	110,0	740,0	1216,0	273,0	0,0	24,0	210,0	39,0
44169	Ojos Negros	2016	Regadío	52,0	52,0	38,0	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44169	Ojos Negros	2016	Secano	9038,0	4250,0	2609,0	1638,0	3,0	1149,0	0,0	45,0	1104,0	2995,0	372,0	770,0	1853,0	644,0	0,0	357,0	279,0	8,0
44171	Olba	2016	Regadío	3,0	3,0	0,0	2,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44171	Olba	2016	Secano	2097,0	2,0	0,0	0,0	2,0	353,0	0,0	30,0	323,0	1511,0	1341,0	170,0	0,0	231,0	0,0	6,0	161,0	64,0
44172	Oliete	2016	Regadío	101,0	96,0	59,0	9,0	28,0	0,0	0,0	0,0	0,0	5,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44172	Oliete	2016	Secano	8449,0	1816,0	848,0	707,0	261,0	5432,0	0,0	2305,0	3127,0	816,0	556,0	260,0	0,0	385,0	0,0	134,0	108,0	143,0
44173	Olmos (Los)	2016	Regadío	28,0	28,0	12,0	12,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44173	Olmos (Los)	2016	Secano	4372,0	1593,0	565,0	659,0	369,0	1562,0	0,0	970,0	592,0	1089,0	842,0	247,0	0,0	128,0	0,0	46,0	68,0	14,0
44174	Orihuela del Tremedal	2016	Regadío	11,0	11,0	6,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44174	Orihuela del Tremedal	2016	Secano	7139,0	1279,0	718,0	561,0	0,0	1729,0	97,0	1276,0	356,0	3936,0	1019,0	2917,0	0,0	195,0	0,0	11,0	166,0	18,0
44175	Orrios	2016	Regadío	181,0	177,0	146,0	31,0	0,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44175	Orrios	2016	Secano	4239,0	1248,0	515,0	733,0	0,0	2432,0	0,0	1321,0	1111,0	452,0	67,0	385,0	0,0	107,0	0,0	7,0	73,0	27,0
44176	Palomar de Arroyos	2016	Regadío	5,0	5,0	4,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44176	Palomar de Arroyos	2016	Secano	3355,0	355,0	194,0	159,0	2,0	2273,0	0,0	1983,0	290,0	579,0	559,0	20,0	0,0	148,0	0,0	37,0	102,0	9,0
44177	Pancrudo	2016	Regadío	20,0	20,0	14,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44177	Pancrudo	2016	Secano	9990,0	3602,0	2055,0	1547,0	0,0	418,0	0,0	32,0	386,0	5696,0	673,0	295,0	4728,0	274,0	0,0	52,0	148,0	74,0
44178	Parras de Castellote (Las)	2016	Regadío	4,0	4,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44178	Parras de Castellote (Las)	2016	Secano	4206,0	498,0	168,0	199,0	131,0	2090,0	0,0	1009,0	1081,0	1494,0	978,0	516,0	0,0	124,0	0,0	32,0	80,0	12,0
44179	Peñarroya de Tastavins	2016	Regadío	5,0	5,0	2,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44179	Peñarroya de Tastavins	2016	Secano	8325,0	585,0	306,0	93,0	186,0	1507,0	0,0	46,0	1461,0	5999,0	5387,0	438,0	174,0	234,0	0,0	56,0	82,0	96,0
44180	Peracense	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44180	Peracense	2016	Secano	2870,0	609,0	316,0	291,0	2,0	1265,0	0,0	620,0	645,0	938,0	163,0	775,0	0,0	58,0	0,0	9,0	44,0	5,0
44181	Peralejos	2016	Regadío	45,0	41,0	38,0	1,0	2,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44181	Peralejos	2016	Secano	3565,0	747,0	349,0	395,0	3,0	1524,0	0,0	773,0	751,0	1176,0	603,0	573,0	0,0	118,0	0,0	6,0	61,0	51,0
44182	Perales del Alfambra	2016	Regadío	106,0	71,0	66,0	5,0	0,0	0,0	0,0	0,0	0,0	35,0	35,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44182	Perales del Alfambra	2016	Secano	10314,0	4540,0	2855,0	1685,0	0,0	4696,0	0,0	2981,0	1715,0	727,0	347,0	380,0	0,0	351,0	0,0	29,0	237,0	85,0
44183	Pitarque	2016	Regadío	7,0	7,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44183	Pitarque	2016	Secano	5423,0	14,0	3,0	11,0	0,0	2575,0	72,0	1318,0	1185,0	2715,0	1479,0	1236,0	0,0	119,0	0,0	22,0	78,0	19,0
44184	Plou	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44184	Plou	2016	Secano	1720,0	657,0	292,0	236,0	129,0	1020,0	0,0	787,0	233,0	2,0	2,0	0,0	0,0	41,0	0,0	1,0	38,0	2,0
44185	Pobo (El)	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44185	Pobo (El)	2016	Secano	6360,0	2373,0	1824,0	549,0	0,0	3342,0	0,0	2983,0	359,0	377,0	367,0	10,0	0,0	268,0	0,0	17,0	185,0	66,0
44187	Portellada (La)	2016	Regadío	5,0	5,0	2,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44187	Portellada (La)	2016	Secano	2135,0	763,0	61,0	94,0	608,0	259,0	0,0	8,0	251,0	1052,0	1014,0	8,0	30,0	61,0	0,0	18,0	35,0	8,0
44189	Pozondón	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44189	Pozondón	2016	Secano	6760,0	656,0	257,0	399,0	0,0	4667,0	0,0	3674,0	993,0	1362,0	299,0	1063,0	0,0	75,0	0,0	10,0	56,0	9,0
44190	Pozuel del Campo	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44190	Pozuel del Campo	2016	Secano	2790,0	1768,0	1095,0	665,0	8,0	189,0	0,0	1,0	188,0	699,0	150,0	212,0	337,0	134,0	0,0	8,0	102,0	24,0
44191	Puebla de Híjar (La)	2016	Regadío	970,0	970,0	724,0	136,0	110,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44191	Puebla de Híjar (La)	2016	Secano	5110,0	2824,0	1387,0	1407,0	30,0	1714,0	0,0	340,0	1374,0	149,0	149,0	0,0	0,0	423,0	0,0	121,0	276,0	26,0
44192	Puebla de Valverde (La)	2016	Regadío	37,0	33,0	2,0	29,0	2,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44192	Puebla de Valverde (La)	2016	Secano	29463,0	4497,0	2432,0	2024,0	41,0	10522,0	0,0	8520,0	2002,0	13393,0	1709,0	11184,0	500,0	1051,0	0,0	129,0	774,0	148,0
44193	Puertomingalvo	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44193	Puertomingalvo	2016	Secano	10360,0	280,0	172,0	108,0	0,0	4914,0	92,0	3202,0	1620,0	4557,0	3771,0	786,0	0,0	609,0	0,0	16,0	490,0	103,0
44194	Ráfales	2016	Regadío	23,0	23,0	2,0	1,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44194	Ráfales	2016	Secano	3537,0	515,0	36,0	11,0	468,0	506,0	0,0	23,0	483,0	2402,0	2303,0	73,0	26,0	114,0	0,0	19,0	78,0	17,0
44195	Rillo	2016	Regadío	7,0	7,0	3,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44195	Rillo	2016	Secano	5323,0	2041,0	1129,0	912,0	0,0	116,0	0,0	16,0	100,0	3031,0	212,0	1,0	2818,0	135,0	0,0	25,0	88,0	22,0
44196	Riodeva	2016	Regadío	2,0	2,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44196	Riodeva	2016	Secano	3428,0	88,0	29,0	12,0	47,0	2238,0	0,0	850,0	1388,0	912,0	552,0	360,0	0,0	190,0	0,0	75,0	50,0	65,0
44197	Ródenas	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44197	Ródenas	2016	Secano	4430,0	1501,0	825,0	676,0	0,0	2181,0	0,0	1100,0	1081,0	652,0	54,0	598,0	0,0	96,0	0,0	13,0	83,0	0,0
44198	Royuela	2016	Regadío	24,0	24,0	19,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44198	Royuela	2016	Secano	3226,0	445,0	283,0	162,0	0,0	564,0	0,0	355,0	209,0	2110,0	90,0	2020,0	0,0	107,0	0,0	6,0	78,0	23,0
44199	Rubiales	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44199	Rubiales	2016	Secano	2740,0	180,0	88,0	92,0	0,0	634,0	0,0	129,0	505,0	1846,0	1227,0	619,0	0,0	80,0	0,0	2,0	44,0	34,0
44200	Rubielos de la Cérida	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44200	Rubielos de la Cérida	2016	Secano	6690,0	1269,0	702,0	567,0	0,0	497,0	0,0	233,0	264,0	4852,0	9,0	1537,0	3306,0	72,0	0,0	3,0	64,0	5,0
44201	Rubielos de Mora	2016	Regadío	252,0	115,0	59,0	53,0	3,0	136,0	136,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44201	Rubielos de Mora	2016	Secano	6118,0	324,0	174,0	138,0	12,0	1522,0	0,0	689,0	833,0	3890,0	2351,0	1539,0	0,0	382,0	0,0	49,0	230,0	103,0
44203	Salcedillo	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44203	Salcedillo	2016	Secano	1690,0	304,0	162,0	142,0	0,0	407,0	0,0	5,0	402,0	950,0	818,0	0,0	132,0	29,0	0,0	0,0	19,0	10,0
44204	Saldón	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44204	Saldón	2016	Secano	2840,0	361,0	223,0	138,0	0,0	774,0	0,0	710,0	64,0	1658,0	162,0	1496,0	0,0	47,0	0,0	2,0	45,0	0,0
44205	Samper de Calanda	2016	Regadío	467,0	466,0	236,0	133,0	97,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44205	Samper de Calanda	2016	Secano	13813,0	8801,0	4206,0	4258,0	337,0	3922,0	0,0	1195,0	2727,0	648,0	327,0	321,0	0,0	442,0	0,0	52,0	340,0	50,0
44206	San Agustín	2016	Regadío	4,0	4,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44206	San Agustín	2016	Secano	5656,0	654,0	285,0	321,0	48,0	3114,0	0,0	1244,0	1870,0	1573,0	594,0	979,0	0,0	315,0	0,0	16,0	207,0	92,0
44207	San Martín del Río	2016	Regadío	34,0	27,0	17,0	9,0	1,0	0,0	0,0	0,0	0,0	7,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44207	San Martín del Río	2016	Secano	1626,0	613,0	164,0	276,0	173,0	327,0	0,0	32,0	295,0	600,0	164,0	106,0	330,0	86,0	0,0	24,0	47,0	15,0
44208	Santa Cruz de Nogueras	2016	Regadío	13,0	13,0	7,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44208	Santa Cruz de Nogueras	2016	Secano	1507,0	409,0	220,0	167,0	22,0	622,0	0,0	399,0	223,0	411,0	388,0	23,0	0,0	65,0	0,0	2,0	42,0	21,0
44209	Santa Eulalia	2016	Regadío	1355,0	1355,0	976,0	379,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44209	Santa Eulalia	2016	Secano	6745,0	3418,0	1994,0	1413,0	11,0	985,0	0,0	15,0	970,0	1783,0	83,0	1475,0	225,0	559,0	0,0	105,0	310,0	144,0
44210	Sarrión	2016	Regadío	93,0	93,0	92,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44210	Sarrión	2016	Secano	13947,0	1976,0	890,0	944,0	142,0	3429,0	0,0	1035,0	2394,0	7854,0	2401,0	5453,0	0,0	688,0	0,0	40,0	491,0	157,0
44211	Segura de los Baños	2016	Regadío	1,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44211	Segura de los Baños	2016	Secano	5459,0	860,0	436,0	421,0	3,0	1122,0	0,0	49,0	1073,0	3387,0	2438,0	50,0	899,0	90,0	0,0	3,0	78,0	9,0
44212	Seno	2016	Regadío	11,0	11,0	2,0	2,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44212	Seno	2016	Secano	1779,0	213,0	124,0	51,0	38,0	1291,0	0,0	853,0	438,0	239,0	12,0	227,0	0,0	36,0	0,0	8,0	28,0	0,0
44213	Singra	2016	Regadío	620,0	613,0	349,0	264,0	0,0	0,0	0,0	0,0	0,0	7,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44213	Singra	2016	Secano	3050,0	1736,0	888,0	848,0	0,0	408,0	0,0	18,0	390,0	699,0	3,0	465,0	231,0	207,0	0,0	11,0	175,0	21,0
44215	Terriente	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44215	Terriente	2016	Secano	4800,0	790,0	387,0	403,0	0,0	2365,0	0,0	1615,0	750,0	1482,0	874,0	608,0	0,0	163,0	0,0	9,0	123,0	31,0
44216	Teruel	2016	Regadío	684,0	674,0	622,0	50,0	2,0	0,0	0,0	0,0	0,0	10,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44216	Teruel	2016	Secano	43356,0	12615,0	6743,0	5829,0	43,0	18089,0	0,0	5227,0	12862,0	9779,0	4548,0	5231,0	0,0	2873,0	0,0	338,0	1917,0	618,0
44217	Toril y Masegoso	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44217	Toril y Masegoso	2016	Secano	3070,0	290,0	178,0	112,0	0,0	708,0	0,0	611,0	97,0	2004,0	1637,0	367,0	0,0	68,0	0,0	3,0	57,0	8,0
44218	Tormón	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44218	Tormón	2016	Secano	2930,0	61,0	47,0	14,0	0,0	713,0	0,0	155,0	558,0	2112,0	1545,0	567,0	0,0	44,0	0,0	1,0	26,0	17,0
44219	Tornos	2016	Regadío	25,0	25,0	25,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44219	Tornos	2016	Secano	4875,0	2892,0	2570,0	320,0	2,0	479,0	0,0	52,0	427,0	1300,0	749,0	196,0	355,0	204,0	0,0	13,0	147,0	44,0
44220	Torralba de los Sisones	2016	Regadío	35,0	35,0	35,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44220	Torralba de los Sisones	2016	Secano	4445,0	2318,0	2010,0	308,0	0,0	665,0	0,0	18,0	647,0	1319,0	210,0	455,0	654,0	143,0	0,0	24,0	116,0	3,0
44221	Torrecilla de Alcañiz	2016	Regadío	36,0	36,0	4,0	2,0	30,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44221	Torrecilla de Alcañiz	2016	Secano	2644,0	1134,0	72,0	126,0	936,0	1151,0	0,0	361,0	790,0	266,0	175,0	91,0	0,0	93,0	0,0	27,0	60,0	6,0
44222	Torrecilla del Rebollar	2016	Regadío	11,0	11,0	9,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44222	Torrecilla del Rebollar	2016	Secano	6329,0	3294,0	2092,0	1202,0	0,0	462,0	0,0	33,0	429,0	2457,0	1760,0	13,0	684,0	116,0	0,0	14,0	75,0	27,0
44223	Torre de Arcas	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44223	Torre de Arcas	2016	Secano	3430,0	243,0	123,0	72,0	48,0	117,0	0,0	6,0	111,0	3005,0	2830,0	134,0	41,0	65,0	0,0	11,0	43,0	11,0
44224	Torre de las Arcas	2016	Regadío	7,0	7,0	6,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44224	Torre de las Arcas	2016	Secano	3713,0	337,0	194,0	141,0	2,0	2633,0	0,0	2304,0	329,0	680,0	680,0	0,0	0,0	63,0	0,0	2,0	49,0	12,0
44225	Torre del Compte	2016	Regadío	85,0	85,0	4,0	28,0	53,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44225	Torre del Compte	2016	Secano	1865,0	865,0	146,0	93,0	626,0	165,0	0,0	3,0	162,0	730,0	681,0	6,0	43,0	105,0	0,0	5,0	49,0	51,0
44226	Torrelacárcel	2016	Regadío	568,0	567,0	307,0	260,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44226	Torrelacárcel	2016	Secano	2982,0	1961,0	1088,0	868,0	5,0	242,0	0,0	16,0	226,0	515,0	55,0	424,0	36,0	264,0	0,0	15,0	164,0	85,0
44227	Torre los Negros	2016	Regadío	51,0	51,0	50,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44227	Torre los Negros	2016	Secano	2869,0	1152,0	811,0	339,0	2,0	504,0	0,0	11,0	493,0	1116,0	418,0	26,0	672,0	97,0	0,0	5,0	57,0	35,0
44228	Torremocha de Jiloca	2016	Regadío	176,0	176,0	132,0	44,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44228	Torremocha de Jiloca	2016	Secano	3214,0	1531,0	997,0	532,0	2,0	105,0	0,0	3,0	102,0	1396,0	22,0	1185,0	189,0	182,0	0,0	27,0	89,0	66,0
44229	Torres de Albarracín	2016	Regadío	84,0	84,0	84,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44229	Torres de Albarracín	2016	Secano	2746,0	257,0	186,0	71,0	0,0	755,0	0,0	120,0	635,0	1665,0	754,0	911,0	0,0	69,0	0,0	10,0	41,0	18,0
44230	Torrevelilla	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44230	Torrevelilla	2016	Secano	3340,0	978,0	122,0	58,0	798,0	1072,0	0,0	424,0	648,0	1221,0	808,0	413,0	0,0	69,0	0,0	15,0	52,0	2,0
44231	Torrijas	2016	Regadío	5,0	5,0	4,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44231	Torrijas	2016	Secano	5725,0	456,0	264,0	192,0	0,0	1910,0	0,0	1450,0	460,0	3187,0	1963,0	1224,0	0,0	172,0	0,0	2,0	147,0	23,0
44232	Torrijo del Campo	2016	Regadío	167,0	167,0	145,0	22,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44232	Torrijo del Campo	2016	Secano	4233,0	2127,0	1379,0	747,0	1,0	381,0	0,0	70,0	311,0	1500,0	137,0	949,0	414,0	225,0	0,0	71,0	141,0	13,0
44234	Tramacastiel	2016	Regadío	6,0	6,0	2,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44234	Tramacastiel	2016	Secano	4724,0	97,0	4,0	47,0	46,0	1370,0	0,0	381,0	989,0	3126,0	2201,0	925,0	0,0	131,0	0,0	3,0	88,0	40,0
44235	Tramacastilla	2016	Regadío	50,0	50,0	49,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44235	Tramacastilla	2016	Secano	2430,0	131,0	79,0	52,0	0,0	1427,0	0,0	762,0	665,0	815,0	555,0	260,0	0,0	57,0	0,0	4,0	32,0	21,0
44236	Tronchón	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44236	Tronchón	2016	Secano	5710,0	126,0	90,0	36,0	0,0	4642,0	0,0	3260,0	1382,0	568,0	246,0	322,0	0,0	374,0	0,0	23,0	316,0	35,0
44237	Urrea de Gaén	2016	Regadío	320,0	319,0	255,0	9,0	55,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44237	Urrea de Gaén	2016	Secano	3790,0	1656,0	750,0	725,0	181,0	1643,0	0,0	189,0	1454,0	351,0	351,0	0,0	0,0	140,0	0,0	26,0	70,0	44,0
44238	Utrillas	2016	Regadío	21,0	21,0	16,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44238	Utrillas	2016	Secano	3959,0	422,0	232,0	190,0	0,0	2820,0	0,0	2424,0	396,0	493,0	232,0	261,0	0,0	224,0	0,0	75,0	130,0	19,0
44239	Valacloche	2016	Regadío	12,0	12,0	5,0	6,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44239	Valacloche	2016	Secano	1488,0	61,0	11,0	50,0	0,0	559,0	0,0	194,0	365,0	827,0	499,0	328,0	0,0	41,0	0,0	1,0	19,0	21,0
44240	Valbona	2016	Regadío	120,0	117,0	72,0	36,0	9,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44240	Valbona	2016	Secano	3950,0	265,0	124,0	130,0	11,0	1105,0	0,0	382,0	723,0	2345,0	551,0	1794,0	0,0	235,0	0,0	16,0	122,0	97,0
