Año	Población	Comarca código	Comarca nombre
2019	13792,0	12	Tarazona y el Moncayo
2019	13776,0	13	Campo de Borja
2019	6544,0	14	Aranda
2019	27233,0	15	Ribera Alta del Ebro
2019	29095,0	16	Valdejalón
2019	756291,0	17	D.C. Zaragoza
2019	8450,0	18	Ribera Baja del Ebro
2019	14721,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	37036,0	20	Comunidad de Calatayud
2019	9940,0	21	Campo de Cariñena
2019	4595,0	22	Campo de Belchite
2019	6307,0	23	Bajo Martín
2019	5555,0	24	Campo de Daroca
2019	12153,0	25	Jiloca
2019	7960,0	26	Cuencas Mineras
2019	9890,0	27	Andorra-Sierra de Arcos
2019	28563,0	28	Bajo Aragón
2019	46151,0	29	Comunidad de Teruel
2019	3177,0	30	Maestrazgo
2019	4377,0	31	Sierra de Albarracín
2019	7363,0	32	Gúdar-Javalambre
2019	8196,0	33	Matarraña / Matarranya
2020	17825,0	01	La Jacetania
2020	13434,0	02	Alto Gállego
2020	7490,0	03	Sobrarbe
2020	12171,0	04	La Ribagorza
2020	30664,0	05	Cinco Villas
2020	68840,0	06	Hoya de Huesca / Plana de Uesca
2020	23782,0	07	Somontano de Barbastro
2020	24108,0	08	Cinca Medio
2020	18535,0	09	La Litera / La Llitera
2020	18405,0	10	Los Monegros
2020	25069,0	11	Bajo Cinca / Baix Cinca
2020	13811,0	12	Tarazona y el Moncayo
2020	13704,0	13	Campo de Borja
2020	6341,0	14	Aranda
2020	27310,0	15	Ribera Alta del Ebro
2020	29350,0	16	Valdejalón
2020	764071,0	17	D.C. Zaragoza
2020	8446,0	18	Ribera Baja del Ebro
2020	14998,0	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2020	36822,0	20	Comunidad de Calatayud
2020	10023,0	21	Campo de Cariñena
2020	4544,0	22	Campo de Belchite
2020	6270,0	23	Bajo Martín
2020	5472,0	24	Campo de Daroca
2020	12183,0	25	Jiloca
2020	7891,0	26	Cuencas Mineras
2020	9777,0	27	Andorra-Sierra de Arcos
2020	28695,0	28	Bajo Aragón
2020	46387,0	29	Comunidad de Teruel
2020	3158,0	30	Maestrazgo
2020	4305,0	31	Sierra de Albarracín
2020	7359,0	32	Gúdar-Javalambre
2020	8151,0	33	Matarraña / Matarranya
