Mes y año	Mes (código)	Año	Mes nombre	Comarca código	Comarca nombre	Sexo	Temporalidad	Días duración contrato	Sector código	Sector descripción	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	55	0	0
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	23	2189	95,17391304347826086956521739130434782609
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Mujeres	Temporal	0	1	Agricultura, ganadería y pesca	1	0	0
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	7	553	79
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Hombres	Temporal	0	2	Industria y energía	26	0	0
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Hombres	Temporal	1	2	Industria y energía	290	48673	167,837931034482758620689655172413793103
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Mujeres	Temporal	0	2	Industria y energía	15	0	0
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Mujeres	Temporal	1	2	Industria y energía	118	19325	163,771186440677966101694915254237288136
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Hombres	Temporal	0	3	Construcción	12	0	0
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Hombres	Temporal	1	3	Construcción	16	2412	150,75
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Mujeres	Temporal	1	3	Construcción	1	180	180
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Hombres	Temporal	0	4	Servicios	11	0	0
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Hombres	Temporal	1	4	Servicios	51	3356	65,80392156862745098039215686274509803922
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Mujeres	Temporal	0	4	Servicios	45	0	0
Noviembre 2019	201911	2019	Noviembre	09	La Litera / La Llitera	Mujeres	Temporal	1	4	Servicios	88	3909	44,42045454545454545454545454545454545455
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	43	0	0
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	22	1557	70,77272727272727272727272727272727272727
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Mujeres	Temporal	0	1	Agricultura, ganadería y pesca	41	0	0
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	6	637	106,166666666666666666666666666666666667
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Hombres	Temporal	0	2	Industria y energía	18	0	0
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Hombres	Temporal	1	2	Industria y energía	10	698	69,8
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Mujeres	Temporal	0	2	Industria y energía	1	0	0
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Hombres	Temporal	0	3	Construcción	18	0	0
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Mujeres	Temporal	0	3	Construcción	1	0	0
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Mujeres	Temporal	1	3	Construcción	1	60	60
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Hombres	Temporal	0	4	Servicios	6	0	0
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Hombres	Temporal	1	4	Servicios	27	3595	133,148148148148148148148148148148148148
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Mujeres	Temporal	0	4	Servicios	23	0	0
Noviembre 2019	201911	2019	Noviembre	10	Los Monegros	Mujeres	Temporal	1	4	Servicios	67	1095	16,34328358208955223880597014925373134328
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	375	0	0
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	41	1994	48,63414634146341463414634146341463414634
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Mujeres	Temporal	0	1	Agricultura, ganadería y pesca	51	0	0
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	2	94	47
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Hombres	Temporal	0	2	Industria y energía	42	0	0
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Hombres	Temporal	1	2	Industria y energía	70	1339	19,12857142857142857142857142857142857143
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Mujeres	Temporal	0	2	Industria y energía	14	0	0
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Mujeres	Temporal	1	2	Industria y energía	164	1955	11,92073170731707317073170731707317073171
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Hombres	Temporal	0	3	Construcción	18	0	0
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Hombres	Temporal	1	3	Construcción	7	482	68,85714285714285714285714285714285714286
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Hombres	Temporal	0	4	Servicios	59	0	0
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Hombres	Temporal	1	4	Servicios	75	6826	91,01333333333333333333333333333333333333
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Mujeres	Temporal	0	4	Servicios	71	0	0
Noviembre 2019	201911	2019	Noviembre	11	Bajo Cinca / Baix Cinca	Mujeres	Temporal	1	4	Servicios	59	3203	54,28813559322033898305084745762711864407
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	2	0	0
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	1	6	6
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	1	100	100
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Hombres	Temporal	0	2	Industria y energía	17	0	0
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Hombres	Temporal	1	2	Industria y energía	228	4715	20,67982456140350877192982456140350877193
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Mujeres	Temporal	0	2	Industria y energía	3	0	0
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Mujeres	Temporal	1	2	Industria y energía	194	2174	11,2061855670103092783505154639175257732
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Hombres	Temporal	0	3	Construcción	1	0	0
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Hombres	Temporal	1	3	Construcción	3	207	69
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Mujeres	Temporal	0	3	Construcción	1	0	0
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Hombres	Temporal	0	4	Servicios	9	0	0
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Hombres	Temporal	1	4	Servicios	80	2429	30,3625
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Mujeres	Temporal	0	4	Servicios	12	0	0
Noviembre 2019	201911	2019	Noviembre	12	Tarazona y el Moncayo	Mujeres	Temporal	1	4	Servicios	54	7285	134,907407407407407407407407407407407407
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	84	0	0
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	2	180	90
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Mujeres	Temporal	0	1	Agricultura, ganadería y pesca	13	0	0
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	1	90	90
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Hombres	Temporal	0	2	Industria y energía	23	0	0
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Hombres	Temporal	1	2	Industria y energía	37	3524	95,24324324324324324324324324324324324324
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Mujeres	Temporal	0	2	Industria y energía	44	0	0
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Mujeres	Temporal	1	2	Industria y energía	54	1872	34,66666666666666666666666666666666666667
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Hombres	Temporal	0	3	Construcción	4	0	0
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Hombres	Temporal	0	4	Servicios	19	0	0
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Hombres	Temporal	1	4	Servicios	47	2331	49,59574468085106382978723404255319148936
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Mujeres	Temporal	0	4	Servicios	29	0	0
Noviembre 2019	201911	2019	Noviembre	13	Campo de Borja	Mujeres	Temporal	1	4	Servicios	31	1685	54,35483870967741935483870967741935483871
Noviembre 2019	201911	2019	Noviembre	14	Aranda	Hombres	Temporal	0	2	Industria y energía	51	0	0
Noviembre 2019	201911	2019	Noviembre	14	Aranda	Hombres	Temporal	1	2	Industria y energía	1	180	180
Noviembre 2019	201911	2019	Noviembre	14	Aranda	Mujeres	Temporal	0	2	Industria y energía	17	0	0
Noviembre 2019	201911	2019	Noviembre	14	Aranda	Mujeres	Temporal	1	2	Industria y energía	1	70	70
Noviembre 2019	201911	2019	Noviembre	14	Aranda	Hombres	Temporal	0	3	Construcción	2	0	0
Noviembre 2019	201911	2019	Noviembre	14	Aranda	Hombres	Temporal	0	4	Servicios	2	0	0
Noviembre 2019	201911	2019	Noviembre	14	Aranda	Hombres	Temporal	1	4	Servicios	5	482	96,4
Noviembre 2019	201911	2019	Noviembre	14	Aranda	Mujeres	Temporal	0	4	Servicios	9	0	0
Noviembre 2019	201911	2019	Noviembre	14	Aranda	Mujeres	Temporal	1	4	Servicios	9	512	56,88888888888888888888888888888888888889
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	16	0	0
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	27	1101	40,77777777777777777777777777777777777778
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Mujeres	Temporal	0	1	Agricultura, ganadería y pesca	1	0	0
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	84	2223	26,46428571428571428571428571428571428571
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Hombres	Temporal	0	2	Industria y energía	60	0	0
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Hombres	Temporal	1	2	Industria y energía	295	42288	143,349152542372881355932203389830508475
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Mujeres	Temporal	0	2	Industria y energía	18	0	0
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Mujeres	Temporal	1	2	Industria y energía	116	9938	85,67241379310344827586206896551724137931
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Hombres	Temporal	0	3	Construcción	14	0	0
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Hombres	Temporal	1	3	Construcción	14	505	36,07142857142857142857142857142857142857
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Hombres	Temporal	0	4	Servicios	290	0	0
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Hombres	Temporal	1	4	Servicios	333	7353	22,08108108108108108108108108108108108108
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Mujeres	Temporal	0	4	Servicios	163	0	0
Noviembre 2019	201911	2019	Noviembre	15	Ribera Alta del Ebro	Mujeres	Temporal	1	4	Servicios	217	7590	34,97695852534562211981566820276497695853
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	308	0	0
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	12	470	39,16666666666666666666666666666666666667
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Mujeres	Temporal	0	1	Agricultura, ganadería y pesca	70	0	0
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	3	49	16,33333333333333333333333333333333333333
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Hombres	Temporal	0	2	Industria y energía	59	0	0
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Hombres	Temporal	1	2	Industria y energía	273	7855	28,77289377289377289377289377289377289377
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Mujeres	Temporal	0	2	Industria y energía	42	0	0
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Mujeres	Temporal	1	2	Industria y energía	113	5056	44,74336283185840707964601769911504424779
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Hombres	Temporal	0	3	Construcción	12	0	0
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Hombres	Temporal	1	3	Construcción	8	962	120,25
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Mujeres	Temporal	0	3	Construcción	1	0	0
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Hombres	Temporal	0	4	Servicios	101	0	0
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Hombres	Temporal	1	4	Servicios	285	9751	34,21403508771929824561403508771929824561
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Mujeres	Temporal	0	4	Servicios	120	0	0
Noviembre 2019	201911	2019	Noviembre	16	Valdejalón	Mujeres	Temporal	1	4	Servicios	300	9521	31,73666666666666666666666666666666666667
Noviembre 2019	201911	2019	Noviembre	17	Central	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	170	0	0
Noviembre 2019	201911	2019	Noviembre	17	Central	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	48	1720	35,83333333333333333333333333333333333333
Noviembre 2019	201911	2019	Noviembre	17	Central	Mujeres	Temporal	0	1	Agricultura, ganadería y pesca	27	0	0
Noviembre 2019	201911	2019	Noviembre	17	Central	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	12	726	60,5
Noviembre 2019	201911	2019	Noviembre	17	Central	Hombres	Temporal	0	2	Industria y energía	651	0	0
Noviembre 2019	201911	2019	Noviembre	17	Central	Hombres	Temporal	1	2	Industria y energía	2021	84787	41,95299356754082137555665512122711528946
Noviembre 2019	201911	2019	Noviembre	17	Central	Mujeres	Temporal	0	2	Industria y energía	341	0	0
Noviembre 2019	201911	2019	Noviembre	17	Central	Mujeres	Temporal	1	2	Industria y energía	1277	26784	20,97415818324197337509788566953797963978
Noviembre 2019	201911	2019	Noviembre	17	Central	Hombres	Temporal	0	3	Construcción	717	0	0
Noviembre 2019	201911	2019	Noviembre	17	Central	Hombres	Temporal	1	3	Construcción	190	18217	95,87894736842105263157894736842105263158
Noviembre 2019	201911	2019	Noviembre	17	Central	Mujeres	Temporal	0	3	Construcción	22	0	0
Noviembre 2019	201911	2019	Noviembre	17	Central	Mujeres	Temporal	1	3	Construcción	29	4058	139,931034482758620689655172413793103448
Noviembre 2019	201911	2019	Noviembre	17	Central	Hombres	Temporal	0	4	Servicios	2294	0	0
Noviembre 2019	201911	2019	Noviembre	17	Central	Hombres	Temporal	1	4	Servicios	6261	238513	38,0950327423734227759143906724165468775
Noviembre 2019	201911	2019	Noviembre	17	Central	Mujeres	Temporal	0	4	Servicios	3504	0	0
Noviembre 2019	201911	2019	Noviembre	17	Central	Mujeres	Temporal	1	4	Servicios	7873	307550	39,06388924171218087133240187984249968246
Noviembre 2019	201911	2019	Noviembre	18	Ribera Baja del Ebro	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	2	0	0
Noviembre 2019	201911	2019	Noviembre	18	Ribera Baja del Ebro	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	38	1110	29,21052631578947368421052631578947368421
Noviembre 2019	201911	2019	Noviembre	18	Ribera Baja del Ebro	Hombres	Temporal	0	2	Industria y energía	38	0	0
Noviembre 2019	201911	2019	Noviembre	18	Ribera Baja del Ebro	Hombres	Temporal	1	2	Industria y energía	16	1887	117,9375
Noviembre 2019	201911	2019	Noviembre	18	Ribera Baja del Ebro	Mujeres	Temporal	0	2	Industria y energía	18	0	0
Noviembre 2019	201911	2019	Noviembre	18	Ribera Baja del Ebro	Mujeres	Temporal	1	2	Industria y energía	24	319	13,29166666666666666666666666666666666667
Noviembre 2019	201911	2019	Noviembre	18	Ribera Baja del Ebro	Hombres	Temporal	0	3	Construcción	23	0	0
Noviembre 2019	201911	2019	Noviembre	18	Ribera Baja del Ebro	Hombres	Temporal	1	3	Construcción	5	150	30
Noviembre 2019	201911	2019	Noviembre	18	Ribera Baja del Ebro	Hombres	Temporal	0	4	Servicios	10	0	0
Noviembre 2019	201911	2019	Noviembre	18	Ribera Baja del Ebro	Hombres	Temporal	1	4	Servicios	20	1693	84,65
Noviembre 2019	201911	2019	Noviembre	18	Ribera Baja del Ebro	Mujeres	Temporal	0	4	Servicios	14	0	0
Noviembre 2019	201911	2019	Noviembre	18	Ribera Baja del Ebro	Mujeres	Temporal	1	4	Servicios	67	1306	19,49253731343283582089552238805970149254
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	116	0	0
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	23	1694	73,65217391304347826086956521739130434783
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Temporal	0	1	Agricultura, ganadería y pesca	40	0	0
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	4	241	60,25
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Temporal	0	2	Industria y energía	3	0	0
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Temporal	1	2	Industria y energía	1	13	13
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Temporal	0	2	Industria y energía	3	0	0
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Temporal	1	2	Industria y energía	1	360	360
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Temporal	0	3	Construcción	8	0	0
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Temporal	1	3	Construcción	2	270	135
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Temporal	0	3	Construcción	1	0	0
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Temporal	0	4	Servicios	26	0	0
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Temporal	1	4	Servicios	48	3346	69,70833333333333333333333333333333333333
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Temporal	0	4	Servicios	45	0	0
Noviembre 2019	201911	2019	Noviembre	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Temporal	1	4	Servicios	62	4537	73,17741935483870967741935483870967741935
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	60	0	0
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	6	381	63,5
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Mujeres	Temporal	0	1	Agricultura, ganadería y pesca	6	0	0
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	1	74	74
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Hombres	Temporal	0	2	Industria y energía	13	0	0
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Hombres	Temporal	1	2	Industria y energía	73	1693	23,19178082191780821917808219178082191781
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Mujeres	Temporal	0	2	Industria y energía	7	0	0
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Mujeres	Temporal	1	2	Industria y energía	25	414	16,56
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Hombres	Temporal	0	3	Construcción	32	0	0
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Hombres	Temporal	1	3	Construcción	6	482	80,33333333333333333333333333333333333333
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Mujeres	Temporal	1	3	Construcción	1	62	62
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Hombres	Temporal	0	4	Servicios	48	0	0
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Hombres	Temporal	1	4	Servicios	127	4152	32,69291338582677165354330708661417322835
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Mujeres	Temporal	0	4	Servicios	49	0	0
Noviembre 2019	201911	2019	Noviembre	20	Comunidad de Calatayud	Mujeres	Temporal	1	4	Servicios	237	6883	29,04219409282700421940928270042194092827
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	192	0	0
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	27	760	28,14814814814814814814814814814814814815
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Mujeres	Temporal	0	1	Agricultura, ganadería y pesca	25	0	0
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	8	229	28,625
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Hombres	Temporal	0	2	Industria y energía	20	0	0
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Hombres	Temporal	1	2	Industria y energía	54	3381	62,61111111111111111111111111111111111111
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Mujeres	Temporal	0	2	Industria y energía	10	0	0
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Mujeres	Temporal	1	2	Industria y energía	20	1114	55,7
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Hombres	Temporal	0	3	Construcción	3	0	0
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Mujeres	Temporal	0	3	Construcción	2	0	0
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Hombres	Temporal	0	4	Servicios	17	0	0
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Hombres	Temporal	1	4	Servicios	45	2159	47,97777777777777777777777777777777777778
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Mujeres	Temporal	0	4	Servicios	24	0	0
Noviembre 2019	201911	2019	Noviembre	21	Campo de Cariñena	Mujeres	Temporal	1	4	Servicios	36	1642	45,61111111111111111111111111111111111111
Noviembre 2019	201911	2019	Noviembre	22	Campo de Belchite	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	11	0	0
Noviembre 2019	201911	2019	Noviembre	22	Campo de Belchite	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	1	18	18
Noviembre 2019	201911	2019	Noviembre	22	Campo de Belchite	Mujeres	Temporal	0	1	Agricultura, ganadería y pesca	3	0	0
Noviembre 2019	201911	2019	Noviembre	22	Campo de Belchite	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	1	180	180
Noviembre 2019	201911	2019	Noviembre	22	Campo de Belchite	Hombres	Temporal	0	2	Industria y energía	1	0	0
Noviembre 2019	201911	2019	Noviembre	22	Campo de Belchite	Hombres	Temporal	1	2	Industria y energía	3	349	116,333333333333333333333333333333333333
Noviembre 2019	201911	2019	Noviembre	22	Campo de Belchite	Mujeres	Temporal	1	2	Industria y energía	1	90	90
Noviembre 2019	201911	2019	Noviembre	22	Campo de Belchite	Hombres	Temporal	0	3	Construcción	4	0	0
Noviembre 2019	201911	2019	Noviembre	22	Campo de Belchite	Hombres	Temporal	0	4	Servicios	3	0	0
Noviembre 2019	201911	2019	Noviembre	22	Campo de Belchite	Hombres	Temporal	1	4	Servicios	11	1037	94,27272727272727272727272727272727272727
Noviembre 2019	201911	2019	Noviembre	22	Campo de Belchite	Mujeres	Temporal	0	4	Servicios	7	0	0
Noviembre 2019	201911	2019	Noviembre	22	Campo de Belchite	Mujeres	Temporal	1	4	Servicios	15	945	63
Noviembre 2019	201911	2019	Noviembre	23	Bajo Martín	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	10	0	0
Noviembre 2019	201911	2019	Noviembre	23	Bajo Martín	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	1	359	359
Noviembre 2019	201911	2019	Noviembre	23	Bajo Martín	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	1	180	180
Noviembre 2019	201911	2019	Noviembre	23	Bajo Martín	Hombres	Temporal	0	2	Industria y energía	8	0	0
Noviembre 2019	201911	2019	Noviembre	23	Bajo Martín	Hombres	Temporal	1	2	Industria y energía	4	271	67,75
Noviembre 2019	201911	2019	Noviembre	23	Bajo Martín	Mujeres	Temporal	0	2	Industria y energía	2	0	0
Noviembre 2019	201911	2019	Noviembre	23	Bajo Martín	Hombres	Temporal	0	3	Construcción	6	0	0
Noviembre 2019	201911	2019	Noviembre	23	Bajo Martín	Hombres	Temporal	1	3	Construcción	2	81	40,5
Noviembre 2019	201911	2019	Noviembre	23	Bajo Martín	Hombres	Temporal	0	4	Servicios	4	0	0
Noviembre 2019	201911	2019	Noviembre	23	Bajo Martín	Hombres	Temporal	1	4	Servicios	3	4	1,33333333333333333333333333333333333333
Noviembre 2019	201911	2019	Noviembre	23	Bajo Martín	Mujeres	Temporal	0	4	Servicios	4	0	0
Noviembre 2019	201911	2019	Noviembre	23	Bajo Martín	Mujeres	Temporal	1	4	Servicios	13	396	30,46153846153846153846153846153846153846
Noviembre 2019	201911	2019	Noviembre	24	Campo de Daroca	Hombres	Temporal	0	1	Agricultura, ganadería y pesca	7	0	0
Noviembre 2019	201911	2019	Noviembre	24	Campo de Daroca	Hombres	Temporal	1	1	Agricultura, ganadería y pesca	16	870	54,375
Noviembre 2019	201911	2019	Noviembre	24	Campo de Daroca	Mujeres	Temporal	1	1	Agricultura, ganadería y pesca	4	360	90
