Año	Municipio código	Municipio nombre	Total ingresos	Impuestos directos	Impuestos indirectos	Tasas y otros ingresos	Transferencias corrientes	Ingresos patrimoniales	Enajenación inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros	Tipo de presupuesto	Estado de la información
2006	50075	Castejón de Alarba											Presupuestos	Sin información
2006	50076	Castejón de las Armas	366707,86	10909,43	0,0	22950,0	81755,0	4969,32	0,0	86124,11	0,0	160000,0	Presupuestos	Consolidada
2006	50077	Castejón de Valdejasa	502459,2	68000,0	0,0	103180,0	150640,5	14937,0	0,0	135701,7	0,0	30000,0	Presupuestos	Consolidada
2006	50078	Castiliscar	1648444,43	69700,0	25000,0	55209,58	109725,12	33723,0	3,0	641080,73	3,0	714000,0	Presupuestos	Consolidada
2006	50079	Cervera de la Cañada	388850,87	43717,62	0,0	36228,0	62203,0	8500,0	500,0	237702,25	0,0	0,0	Presupuestos	Consolidada
2006	50080	Cerveruela	88221,64	1048,17	0,0	11550,52	21727,63	3983,02	0,0	49912,3	0,0	0,0	Presupuestos	Consolidada
2006	50081	Cetina	658800,0	103000,0	0,0	74660,0	184310,0	13030,0	0,0	259000,0	0,0	24800,0	Presupuestos	Consolidada
2006	50082	Cimballa											Presupuestos	Sin información
2006	50083	Cinco Olivas	300877,69	12098,0	6,0	14651,8	42473,16	30300,0	0,0	191729,82	0,0	9618,91	Presupuestos	Consolidada
2006	50084	Clarés de Ribota											Presupuestos	Sin información
2006	50085	Codo	428500,0	23431,0	0,0	38877,59	48837,56	6333,82	0,0	294270,03	0,0	16750,0	Presupuestos	Consolidada
2006	50086	Codos											Presupuestos	Sin información
2006	50087	Contamina	265765,0	10296,0	3600,0	12835,0	87096,0	2581,0	0,0	148652,0	705,0	0,0	Presupuestos	Consolidada
2006	50088	Cosuenda	713201,0	75705,0	0,0	85476,0	239710,0	23310,0	10000,0	268000,0	0,0	11000,0	Presupuestos	Consolidada
2006	50089	Cuarte de Huerva	11028899,4	1762081,02	2686490,64	5609942,74	847847,86	66537,14	0,0	56000,0	0,0	0,0	Presupuestos	Consolidada
2006	50090	Cubel											Presupuestos	Sin información
2006	50091	Cuerlas (Las)											Presupuestos	Sin información
2006	50092	Chiprana											Presupuestos	Sin información
2006	50093	Chodes	363714,0	17527,0	0,0	54731,0	171627,0	7529,0	0,0	112300,0	0,0	0,0	Presupuestos	Consolidada
2006	50094	Daroca	3590600,15	418760,53	66000,0	1741076,87	670635,24	37790,42	66600,0	361716,74	0,0	228020,35	Presupuestos	Consolidada
2006	50095	Ejea de los Caballeros	21843467,98	3341852,07	484132,61	2719264,19	3682032,97	1185022,69	1929689,56	7641952,06	0,0	859521,83	Presupuestos	Consolidada
2006	50096	Embid de Ariza	178278,0	7830,0	0,0	9287,0	40002,0	2554,0	0,0	118605,0	0,0	0,0	Presupuestos	Consolidada
2006	50098	Encinacorba	633157,72	41275,71	8808,1	60752,52	109984,48	10883,67	0,0	401447,24	0,0	6,0	Presupuestos	Consolidada
2006	50099	Épila	7185277,64	1024034,45	75000,0	1086380,0	1898205,89	91350,0	25000,0	485307,3	0,0	2500000,0	Presupuestos	Consolidada
2006	50100	Erla	600000,0	54000,0	12000,0	39900,0	105000,0	2400,0	25000,0	361000,0	700,0	0,0	Presupuestos	Consolidada
2006	50101	Escatrón	2676142,0	316000,0	1140000,0	213000,0	424500,0	77000,0	82000,0	423642,0	0,0	0,0	Presupuestos	Consolidada
2006	50102	Fabara											Presupuestos	Sin información
2006	50104	Farlete	436526,96	55300,0	19360,61	54180,0	238506,35	69180,0	0,0	0,0	0,0	0,0	Presupuestos	Consolidada
2006	50105	Fayón	1345350,0	137100,0	75000,0	117900,0	96400,0	49750,0	100000,0	769200,0	0,0	0,0	Presupuestos	Consolidada
2006	50106	Fayos (Los)	448900,0	23000,0	12000,0	38100,0	99100,0	2700,0	0,0	239639,0	0,0	34361,0	Presupuestos	Consolidada
2006	50107	Figueruelas	3113674,18	2110638,63	80000,0	138251,22	273511,88	71772,45	0,0	39500,0	0,0	400000,0	Presupuestos	Consolidada
2006	50108	Fombuena											Presupuestos	Sin información
2006	50109	Frago (El)											Presupuestos	Sin información
2006	50110	Frasno (El)	442981,0	67725,72	0,0	82953,58	74001,0	582,0	0,0	217718,7	0,0	0,0	Presupuestos	Consolidada
2006	50111	Fréscano	478753,86	31000,0	2650,0	44116,0	96536,01	4400,0	0,0	299450,84	0,0	601,01	Presupuestos	Consolidada
2006	50113	Fuendejalón											Presupuestos	Sin información
2006	50114	Fuendetodos											Presupuestos	Sin información
2006	50115	Fuentes de Ebro	4555418,61	560949,84	0,0	1845808,09	1065618,53	71353,35	628353,22	383335,58	0,0	0,0	Presupuestos	Consolidada
2006	50116	Fuentes de Jiloca											Presupuestos	Sin información
2006	50117	Gallocanta											Presupuestos	Sin información
2006	50118	Gallur	2253329,77	512537,96	80000,0	361921,42	640954,06	104558,61	99380,46	416295,31	0,0	37681,95	Presupuestos	Consolidada
2006	50119	Gelsa	1565104,77	244915,9	13047,21	273557,51	219875,36	131321,14	107361,17	502288,26	0,0	72738,22	Presupuestos	Consolidada
2006	50120	Godojos											Presupuestos	Sin información
2006	50121	Gotor											Presupuestos	Sin información
2006	50122	Grisel	387800,0	24500,0	1000,0	14700,0	47500,0	92600,0	0,0	207500,0	0,0	0,0	Presupuestos	Consolidada
2006	50123	Grisén	465200,15	90924,63	26000,0	69300,0	105100,0	8875,52	0,0	165000,0	0,0	0,0	Presupuestos	Consolidada
2006	50124	Herrera de los Navarros											Presupuestos	Sin información
2006	50125	Ibdes	682675,0	113365,0	18600,0	92015,0	186515,0	4730,0	0,0	265700,0	1750,0	0,0	Presupuestos	Consolidada
2006	50126	Illueca	2820297,24	388961,85	6596,47	339345,26	1139830,38	34627,07	43000,0	867936,21	0,0	0,0	Presupuestos	Consolidada
2006	50128	Isuerre	227763,3	8200,0	60,1	3796,61	27866,15	16599,44	541,0	170700,0	0,0	0,0	Presupuestos	Consolidada
2006	50129	Jaraba	537160,69	116793,91	18510,0	73097,87	78373,41	13665,5	0,0	206720,0	0,0	30000,0	Presupuestos	Consolidada
2006	50130	Jarque											Presupuestos	Sin información
2006	50131	Jaulín	781544,68	37925,0	10000,0	35695,18	75987,5	78900,0	1000,0	463012,47	0,0	79024,53	Presupuestos	Consolidada
2006	50132	Joyosa (La)	1510563,87	230500,0	150000,0	112000,0	161828,65	31882,72	748200,0	76152,5	0,0	0,0	Presupuestos	Consolidada
2006	50133	Lagata											Presupuestos	Sin información
2006	50134	Langa del Castillo	351075,92	19178,16	0,0	18851,62	67624,26	32176,27	0,0	213245,61	0,0	0,0	Presupuestos	Consolidada
2006	50135	Layana	354845,2	24503,0	1000,0	36879,03	49888,58	80,0	0,0	197494,59	0,0	45000,0	Presupuestos	Consolidada
2006	50136	Lécera	769356,0	91015,0	0,0	120330,0	163011,0	60400,0	0,0	334600,0	0,0	0,0	Presupuestos	Consolidada
2006	50137	Leciñena	1069948,45	190811,35	30000,0	229700,0	433932,21	185504,89	0,0	0,0	0,0	0,0	Presupuestos	Consolidada
2006	50138	Lechón	145195,0	5470,0	0,0	12463,0	30088,0	7109,0	0,0	90065,0	0,0	0,0	Presupuestos	Consolidada
2006	50139	Letux	217825,97	37892,62	0,0	73795,6	74331,75	19806,0	0,0	12000,0	0,0	0,0	Presupuestos	Consolidada
2006	50140	Litago											Presupuestos	Sin información
2006	50141	Lituénigo											Presupuestos	Sin información
2006	50142	Lobera de Onsella	208442,9	8050,0	4000,0	6450,0	24016,0	8710,0	0,0	157216,9	0,0	0,0	Presupuestos	Consolidada
2006	50143	Longares	1210300,0	104000,0	15000,0	103700,0	281000,0	600,0	0,0	658000,0	0,0	48000,0	Presupuestos	Consolidada
2006	50144	Longás	197265,37	5450,0	1237,15	2290,1	24428,02	11360,1	0,0	152500,0	0,0	0,0	Presupuestos	Consolidada
2006	50146	Lucena de Jalón	233840,0	50600,0	500,0	42140,0	83410,0	8000,0	0,0	49190,0	0,0	0,0	Presupuestos	Consolidada
2006	50147	Luceni	1538957,0	134000,0	16000,0	122000,0	167413,0	10950,0	0,0	374163,0	0,0	714431,0	Presupuestos	Consolidada
2006	50148	Luesia											Presupuestos	Sin información
2006	50149	Luesma											Presupuestos	Sin información
2006	50150	Lumpiaque	793682,72	124400,0	60116,22	146070,0	129400,0	24520,24	0,0	256176,26	0,0	53000,0	Presupuestos	Consolidada
2006	50151	Luna											Presupuestos	Sin información
2006	50152	Maella	3157500,0	252000,0	35000,0	392640,0	469900,0	5000,0	0,0	1332900,0	0,0	670060,0	Presupuestos	Clasificación Económica de la Administración General
2006	50153	Magallón	2919132,33	171179,41	236000,0	107901,01	292851,91	193300,0	200300,0	1567600,0	0,0	150000,0	Presupuestos	Consolidada
2006	50154	Mainar											Presupuestos	Sin información
2006	50155	Malanquilla											Presupuestos	Sin información
2006	50156	Maleján	300594,15	38300,0	3500,0	34100,0	61000,0	1100,0	0,0	115675,31	0,0	46918,84	Presupuestos	Consolidada
2006	50157	Malón	501600,0	67500,0	10500,0	34000,0	140000,0	0,0	0,0	249600,0	0,0	0,0	Presupuestos	Consolidada
2006	50159	Maluenda											Presupuestos	Sin información
2006	50160	Mallén	2869603,28	497137,38	150000,0	331611,38	755864,16	37854,73	112500,0	884635,63	0,0	100000,0	Presupuestos	Consolidada
2006	50161	Manchones	226479,0	16800,0	1000,0	31100,0	64279,0	12300,0	0,0	95000,0	0,0	6000,0	Presupuestos	Consolidada
2006	50162	Mara	388500,0	33300,0	0,0	33300,0	55000,0	13300,0	6000,0	235600,0	0,0	12000,0	Presupuestos	Consolidada
2006	50163	María de Huerva	2810000,0	777000,0	660000,0	344300,0	440000,0	53100,0	322600,0	203000,0	10000,0	0,0	Presupuestos	Consolidada
2006	50164	Mediana de Aragón	611913,0	55218,0	8200,0	215804,15	108011,0	27281,0	0,0	197398,85	0,0	0,0	Presupuestos	Consolidada
2006	50165	Mequinenza	5042688,59	785058,61	72231,16	306281,68	613104,5	43723,74	17601,01	3204687,89	0,0	0,0	Presupuestos	Consolidada
2006	50166	Mesones de Isuela	432100,0	37700,0	0,0	52700,0	68000,0	22210,0	0,0	176000,0	0,0	75490,0	Presupuestos	Consolidada
2006	50167	Mezalocha	478315,0	42000,0	10000,0	24650,0	66500,0	96000,0	0,0	239165,0	0,0	0,0	Presupuestos	Consolidada
2006	50168	Mianos											Presupuestos	Sin información
2006	50169	Miedes de Aragón	724750,0	48000,0	3000,0	98300,0	128000,0	43250,0	0,0	386200,0	0,0	18000,0	Presupuestos	Consolidada
2006	50170	Monegrillo	770300,0	81200,0	0,0	88300,0	126300,0	174000,0	0,0	300500,0	0,0	0,0	Presupuestos	Consolidada
2006	50171	Moneva	289752,0	19600,0	500,0	23000,0	35000,0	17652,0	0,0	194000,0	0,0	0,0	Presupuestos	Consolidada
2006	50172	Monreal de Ariza											Presupuestos	Sin información
2006	50173	Monterde	785755,0	33900,0	0,0	97470,0	122792,0	39500,0	0,0	491843,0	250,0	0,0	Presupuestos	Consolidada
2006	50174	Montón	210430,0	13490,0	0,0	15200,0	28481,0	3259,0	0,0	150000,0	0,0	0,0	Presupuestos	Consolidada
2006	50175	Morata de Jalón	2782090,2	414000,0	50666,0	349312,0	288630,0	11600,0	18,0	1397864,2	0,0	270000,0	Presupuestos	Consolidada
2006	50176	Morata de Jiloca											Presupuestos	Sin información
2006	50177	Morés											Presupuestos	Sin información
2006	50178	Moros											Presupuestos	Sin información
2006	50179	Moyuela	354328,0	35616,58	0,0	67902,31	93358,02	15383,89	0,0	142067,2	0,0	0,0	Presupuestos	Consolidada
2006	50180	Mozota	419700,0	20600,0	12000,0	24700,0	34300,0	16600,0	0,0	311500,0	0,0	0,0	Presupuestos	Consolidada
2006	50181	Muel	5283500,0	290000,0	145000,0	3030760,0	211000,0	905900,0	1000,0	699840,0	0,0	0,0	Presupuestos	Consolidada
2006	50182	Muela (La)	7234406,06	1498809,61	2425917,17	1886836,8	462510,7	888331,78	0,0	72000,0	0,0	0,0	Presupuestos	Consolidada
2006	50183	Munébrega	700000,0	45000,0	5000,0	49200,0	343000,0	9500,0	0,0	248300,0	0,0	0,0	Presupuestos	Consolidada
2006	50184	Murero	344896,0	17888,0	1000,0	28447,0	41933,0	5016,0	0,0	244612,0	0,0	6000,0	Presupuestos	Consolidada
2006	50185	Murillo de Gállego											Presupuestos	Sin información
2006	50186	Navardún	151093,23	10545,0	1000,0	4330,1	26556,1	9662,03	0,0	99000,0	0,0	0,0	Presupuestos	Consolidada
2006	50187	Nigüella	195100,0	9700,0	0,0	11700,0	32000,0	23510,0	0,0	100000,0	0,0	18190,0	Presupuestos	Consolidada
2006	50188	Nombrevilla	81216,0	5966,0	0,0	8595,0	22790,0	4365,0	0,0	39500,0	0,0	0,0	Presupuestos	Consolidada
2006	50189	Nonaspe	1538600,0	170000,0	0,0	239370,0	239370,0	12150,0	5000,0	781160,0	0,0	91550,0	Presupuestos	Consolidada
2006	50190	Novallas	1988478,0	122145,0	25000,0	133010,0	380080,42	28600,0	0,0	1267450,0	2192,58	30000,0	Presupuestos	Consolidada
2006	50191	Novillas	534158,66	129750,0	5000,0	55992,0	175506,64	44108,0	0,0	122600,0	0,0	1202,02	Presupuestos	Consolidada
2006	50192	Nuévalos	1035245,0	116961,0	15038,0	75794,0	158677,0	17580,0	212700,0	189345,0	4150,0	245000,0	Presupuestos	Consolidada
2006	50193	Nuez de Ebro	1073201,0	158882,56	238356,0	89745,0	164967,44	10450,0	0,0	405800,0	0,0	5000,0	Presupuestos	Consolidada
2006	50194	Olvés											Presupuestos	Sin información
2006	50195	Orcajo											Presupuestos	Sin información
2006	50196	Orera	218153,17	37800,0	0,0	13630,0	33423,0	15000,17	0,0	118300,0	0,0	0,0	Presupuestos	Consolidada
2006	50197	Orés	294000,0	17000,0	6000,0	21100,0	94700,0	15300,0	0,0	139900,0	0,0	0,0	Presupuestos	Consolidada
2006	50198	Oseja	160560,0	900,0	0,0	4308,0	4750,0	51602,0	0,0	99000,0	0,0	0,0	Presupuestos	Consolidada
2006	50199	Osera de Ebro	973511,75	128000,0	260294,19	247141,4	101750,0	39500,0	20000,0	175826,16	0,0	1000,0	Presupuestos	Consolidada
2006	50200	Paniza	793715,0	97000,0	11000,0	216000,0	186700,0	18815,0	10900,0	251300,0	0,0	2000,0	Presupuestos	Consolidada
2006	50201	Paracuellos de Jiloca	471550,0	75000,0	0,0	81000,0	123800,0	10400,0	0,0	181350,0	0,0	0,0	Presupuestos	Consolidada
2006	50202	Paracuellos de la Ribera	327392,0	35461,0	0,0	64880,0	111325,0	5711,0	0,0	110015,0	0,0	0,0	Presupuestos	Consolidada
2006	50203	Pastriz	1142189,81	251036,02	75000,0	73406,12	234299,0	63600,0	0,0	405001,66	0,0	39847,01	Presupuestos	Consolidada
2006	50204	Pedrola	5073235,98	1383000,0	170000,0	1772410,81	642517,33	355016,0	200693,0	549594,84	1,0	3,0	Presupuestos	Consolidada
2006	50205	Pedrosas (Las)	444330,0	25000,0	20000,0	19660,0	59000,0	3670,0	0,0	255000,0	0,0	62000,0	Presupuestos	Consolidada
2006	50206	Perdiguera	534400,0	142000,0	0,0	139500,0	141500,0	71600,0	0,0	38500,0	0,0	1300,0	Presupuestos	Consolidada
2006	50207	Piedratajada	873855,74	30060,0	0,0	68100,0	92600,0	42900,0	0,0	640195,74	0,0	0,0	Presupuestos	Consolidada
2006	50208	Pina de Ebro	4604836,3	492600,0	96800,0	470371,08	560369,06	177866,58	732933,17	1515196,41	3700,0	555000,0	Presupuestos	Consolidada
2006	50209	Pinseque	4016479,0	699888,0	290000,0	716952,0	524262,0	32600,0	1572463,0	139113,0	0,0	41201,0	Presupuestos	Consolidada
2006	50210	Pintanos (Los)	363852,95	8306,48	0,0	2940,1	44175,33	58131,56	0,0	250299,48	0,0	0,0	Presupuestos	Consolidada
2006	50211	Plasencia de Jalón	639452,89	123279,73	0,0	81399,21	160600,34	20448,97	0,0	226891,14	0,0	26833,5	Presupuestos	Consolidada
2006	50212	Pleitas	225000,0	10000,0	0,0	44000,0	70000,0	1000,0	20000,0	50000,0	0,0	30000,0	Presupuestos	Consolidada
2006	50213	Plenas	203700,0	26650,0	0,0	28150,0	34500,0	14400,0	0,0	100000,0	0,0	0,0	Presupuestos	Consolidada
2006	50214	Pomer											Presupuestos	Sin información
2006	50215	Pozuel de Ariza											Presupuestos	Sin información
2006	50216	Pozuelo de Aragón	323582,13	33231,53	3000,0	32920,24	98950,0	28880,36	0,0	103500,0	0,0	23100,0	Presupuestos	Consolidada
2006	50217	Pradilla de Ebro	664630,0	118500,0	7000,0	76057,0	115000,0	105900,0	0,0	242173,0	0,0	0,0	Presupuestos	Consolidada
2006	50218	Puebla de Albortón	498300,0	21500,0	3000,0	20100,0	33100,0	38600,0	53000,0	299000,0	0,0	30000,0	Presupuestos	Consolidada
2006	50219	Puebla de Alfindén (La)	6157000,0	1197710,21	400000,0	1121699,79	584200,0	43790,0	2734600,0	75000,0	0,0	0,0	Presupuestos	Consolidada
2006	50220	Puendeluna	189500,0	10000,0	0,0	24600,0	40414,76	5800,0	0,0	108685,24	0,0	0,0	Presupuestos	Consolidada
2006	50221	Purujosa	158100,0	2500,0	0,0	8200,0	26000,0	25000,0	0,0	96400,0	0,0	0,0	Presupuestos	Consolidada
2006	50222	Quinto	2100250,0	302220,0	61200,0	264258,8	447770,0	237836,0	309155,2	477810,0	0,0	0,0	Presupuestos	Consolidada
2006	50223	Remolinos	1330281,0	160100,0	35000,0	273497,0	284515,0	96400,0	12000,0	468769,0	0,0	0,0	Presupuestos	Consolidada
2006	50224	Retascón	120904,0	7672,0	0,0	8948,0	12981,0	7303,0	0,0	84000,0	0,0	0,0	Presupuestos	Consolidada
2006	50225	Ricla	3272491,47	326000,0	0,0	214968,11	495598,82	138248,1	280404,84	683089,15	0,0	1134182,45	Presupuestos	Consolidada
2006	50227	Romanos	241284,0	4809,0	0,0	54693,0	53539,0	14223,0	0,0	114020,0	0,0	0,0	Presupuestos	Consolidada
2006	50228	Rueda de Jalón	384719,11	88091,95	56657,32	35030,05	131629,24	52310,55	0,0	21000,0	0,0	0,0	Presupuestos	Consolidada
2006	50229	Ruesca	204100,0	9300,0	800,0	9200,0	38000,0	1300,0	22000,0	123500,0	0,0	0,0	Presupuestos	Consolidada
2006	50230	Sádaba	2437510,0	391001,0	30000,0	288305,0	765653,0	95340,0	63000,0	582211,0	0,0	222000,0	Presupuestos	Consolidada
2006	50231	Salillas de Jalón	656990,0	40200,0	600,0	32310,0	94460,0	7200,0	92410,0	149810,0	0,0	240000,0	Presupuestos	Consolidada
2006	50232	Salvatierra de Esca	486700,0	28000,0	8200,0	15059,0	70000,0	53680,0	1000,0	297261,0	0,0	13500,0	Presupuestos	Consolidada
2006	50233	Samper del Salz	217950,0	12000,0	0,0	12900,0	48500,0	2550,0	0,0	142000,0	0,0	0,0	Presupuestos	Consolidada
2006	50234	San Martín de la Virgen de Moncayo											Presupuestos	Sin información
2006	50235	San Mateo de Gállego	13647483,14	520201,64	150000,0	381100,0	531500,0	54726,5	3909955,0	8100000,0	0,0	0,0	Presupuestos	Consolidada
2006	50236	Santa Cruz de Grío	385090,0	22892,0	2505,0	49800,0	136425,0	14733,0	0,0	158735,0	0,0	0,0	Presupuestos	Consolidada
2006	50237	Santa Cruz de Moncayo											Presupuestos	Sin información
2006	50238	Santa Eulalia de Gállego											Presupuestos	Sin información
2006	50239	Santed											Presupuestos	Sin información
2006	50240	Sástago											Presupuestos	Sin información
2006	50241	Saviñán	787901,96	169651,96	16000,0	70600,0	222650,0	38000,0	0,0	211000,0	0,0	60000,0	Presupuestos	Prorrogado
2006	50242	Sediles	360075,0	13205,0	3995,0	22024,0	105605,0	15391,0	0,0	199590,0	265,0	0,0	Presupuestos	Consolidada
2006	50243	Sestrica	799285,87	118500,0	22226,41	121901,46	83458,0	23200,0	0,0	150000,0	0,0	280000,0	Presupuestos	Consolidada
2006	50244	Sierra de Luna	612850,0	81000,0	12000,0	70850,0	82000,0	25000,0	6000,0	270000,0	0,0	66000,0	Presupuestos	Consolidada
2006	50245	Sigüés	636687,72	36322,0	0,0	214032,11	57882,45	82045,81	0,0	156255,1	0,0	90150,25	Presupuestos	Consolidada
2006	50246	Sisamón											Presupuestos	Sin información
2006	50247	Sobradiel	1176116,75	122311,98	123000,0	137648,11	148172,0	72580,11	185601,52	386803,03	0,0	0,0	Presupuestos	Consolidada
2006	50248	Sos del Rey Católico	5028826,21	153000,0	140000,0	132936,0	562150,0	183601,71	275000,0	852138,5	0,0	2730000,0	Presupuestos	Consolidada
2006	50249	Tabuenca	588504,06	54300,0	3000,0	118598,0	107063,08	33636,46	0,0	154000,0	0,0	117906,52	Presupuestos	Consolidada
2006	50250	Talamantes	145000,0	7200,0	0,0	9600,0	31000,0	27250,0	0,0	69950,0	0,0	0,0	Presupuestos	Consolidada
2006	50251	Tarazona	13432231,25	2038304,5	500000,0	1785438,81	3268296,72	791896,16	1756152,94	2239381,16	0,0	1052760,96	Presupuestos	Consolidada
2006	50252	Tauste	8622163,24	1731526,81	200000,0	996504,49	1853245,23	1019258,85	381566,2	498278,33	3000,0	1938783,33	Presupuestos	Consolidada
2006	50253	Terrer	552599,65	130500,0	21000,0	42200,0	106623,58	11500,0	0,0	151906,63	0,0	88869,44	Presupuestos	Consolidada
2006	50254	Tierga	370924,0	37850,0	0,0	39390,0	125444,0	34834,0	0,0	133406,0	0,0	0,0	Presupuestos	Consolidada
2006	50255	Tobed	945000,0	34000,0	200,0	61900,0	147085,0	3905,0	0,0	697910,0	0,0	0,0	Presupuestos	Consolidada
2006	50256	Torralba de los Frailes											Presupuestos	Sin información
2006	50257	Torralba de Ribota	415624,0	26200,0	0,0	34000,0	65372,4	9623,2	4500,0	275928,4	0,0	0,0	Presupuestos	Consolidada
2006	50258	Torralbilla	138280,57	7394,12	0,0	5980,8	38582,46	15218,59	0,0	71104,6	0,0	0,0	Presupuestos	Consolidada
2006	50259	Torrehermosa											Presupuestos	Sin información
2006	50260	Torrelapaja	137630,0	8500,0	0,0	6600,0	20000,0	11600,0	0,0	90930,0	0,0	0,0	Presupuestos	Consolidada
2006	50261	Torrellas	1103638,0	46500,0	4000,0	41900,0	150400,0	7600,0	0,0	846738,0	0,0	6500,0	Presupuestos	Consolidada
2006	50262	Torres de Berrellén	1229060,49	241000,0	33000,0	257684,07	308865,8	11165,8	30000,0	347344,82	0,0	0,0	Presupuestos	Consolidada
2006	50263	Torrijo de la Cañada	1023477,11	44186,16	12000,0	91652,38	107375,93	34382,09	9323,27	676618,83	0,0	47938,45	Presupuestos	Consolidada
2006	50264	Tosos	326259,27	36500,0	8000,0	30035,74	91664,83	6390,0	0,0	143068,7	0,0	10600,0	Presupuestos	Consolidada
2006	50265	Trasmoz											Presupuestos	Sin información
2006	50266	Trasobares	246390,0	14500,0	0,0	12670,0	25960,0	17760,0	0,0	175500,0	0,0	0,0	Presupuestos	Consolidada
2006	50267	Uncastillo											Presupuestos	Sin información
2006	50268	Undués de Lerda	306699,37	7500,0	3000,0	8225,0	24916,1	77656,85	0,0	185401,42	0,0	0,0	Presupuestos	Consolidada
2006	50269	Urrea de Jalón	389762,08	63664,94	8785,62	35901,02	156483,0	4927,5	0,0	30000,0	0,0	90000,0	Presupuestos	Consolidada
2006	50270	Urriés	272203,61	6135,0	25000,0	2800,0	24539,1	23229,51	0,0	190500,0	0,0	0,0	Presupuestos	Consolidada
2006	50271	Used											Presupuestos	Sin información
2006	50272	Utebo	11789040,11	3893134,95	1105000,0	2758450,0	3016795,73	136840,23	7963,48	211319,2	73000,0	586536,52	Presupuestos	Consolidada
2006	50273	Valdehorna											Presupuestos	Sin información
2006	50274	Val de San Martín	196668,0	4813,0	0,0	38504,0	51957,0	16228,0	0,0	85166,0	0,0	0,0	Presupuestos	Consolidada
2006	50275	Valmadrid	561600,0	9000,0	0,0	17700,0	28220,0	25780,0	0,0	456900,0	0,0	24000,0	Presupuestos	Consolidada
2006	50276	Valpalmas	425956,2	42400,0	3000,0	57500,0	53800,0	34713,11	0,0	234543,09	0,0	0,0	Presupuestos	Consolidada
2006	50277	Valtorres	202000,0	11742,0	1200,0	7000,0	70100,0	7420,0	0,0	104538,0	0,0	0,0	Presupuestos	Consolidada
2006	50278	Velilla de Ebro	455700,0	66901,03	11000,0	57450,04	68558,0	112406,58	13000,0	117384,35	0,0	9000,0	Presupuestos	Consolidada
2006	50279	Velilla de Jiloca											Presupuestos	Sin información
2006	50280	Vera de Moncayo	692750,0	58700,0	30000,0	91150,0	110700,0	9200,0	0,0	393000,0	0,0	0,0	Presupuestos	Consolidada
2006	50281	Vierlas	510740,0	13680,0	900,0	9940,0	56260,0	2750,0	0,0	427210,0	0,0	0,0	Presupuestos	Consolidada
2006	50282	Vilueña (La)	213000,0	11900,0	0,0	7500,0	80000,0	3800,0	0,0	109800,0	0,0	0,0	Presupuestos	Consolidada
2006	50283	Villadoz	144141,64	8709,77	0,0	8804,92	38409,32	8284,77	0,0	61932,86	0,0	18000,0	Presupuestos	Consolidada
2006	50284	Villafeliche	290270,0	30300,0	0,0	29740,0	59900,0	5030,0	0,0	165300,0	0,0	0,0	Presupuestos	Consolidada
2006	50285	Villafranca de Ebro	1159931,0	122000,0	158000,0	75700,0	136700,0	62200,0	280000,0	323600,0	0,0	1731,0	Presupuestos	Consolidada
2006	50286	Villalba de Perejil	215000,0	7650,0	0,0	8550,0	70900,0	900,0	0,0	127000,0	0,0	0,0	Presupuestos	Consolidada
2006	50287	Villalengua	546198,7	39046,7	3000,0	51553,0	87637,0	16060,0	0,0	328902,0	0,0	20000,0	Presupuestos	Consolidada
2006	50288	Villanueva de Gállego	11118258,61	990000,0	1100000,0	831748,93	709200,0	182950,0	6415114,8	889244,88	0,0	0,0	Presupuestos	Consolidada
2006	50289	Villanueva de Jiloca											Presupuestos	Sin información
2006	50290	Villanueva de Huerva	493769,15	86500,0	7000,0	76981,0	143361,9	78300,0	0,0	91626,25	0,0	10000,0	Presupuestos	Consolidada
2006	50291	Villar de los Navarros	318750,0	28800,0	5000,0	23950,0	65100,0	5900,0	0,0	190000,0	0,0	0,0	Presupuestos	Consolidada
2006	50292	Villarreal de Huerva	269093,71	51558,13	0,0	20061,43	81022,87	17345,76	0,0	99105,52	0,0	0,0	Presupuestos	Consolidada
2006	50293	Villarroya de la Sierra	862196,0	71853,0	6000,0	126403,0	272600,0	9184,36	0,0	376155,64	0,0	0,0	Presupuestos	Consolidada
2006	50294	Villarroya del Campo	95040,24	9341,85	0,0	2703,12	33473,03	1692,64	0,0	47829,6	0,0	0,0	Presupuestos	Consolidada
2006	50295	Vistabella	129213,0	12000,0	0,0	12400,0	22300,0	3413,0	0,0	79100,0	0,0	0,0	Presupuestos	Consolidada
2006	50296	Zaida (La)	828843,91	129388,58	15000,0	222845,63	199359,99	32582,0	12,0	202959,68	0,0	26696,03	Presupuestos	Consolidada
2006	50297	Zaragoza	670007280,0	192642640,0	33714100,0	131215600,0	185113990,0	3123770,0	55303950,0	6008250,0	8296980,0	54588000,0	Presupuestos	Consolidada
2006	50298	Zuera	19797621,34	1668670,39	810000,0	11569789,16	1843935,79	596810,79	2448807,67	359607,54	0,0	500000,0	Presupuestos	Consolidada
2006	50901	Biel											Presupuestos	Sin información
2006	50902	Marracos	352544,26	36600,0	0,0	34300,0	41643,0	60500,0	0,0	179501,26	0,0	0,0	Presupuestos	Consolidada
2006	50903	Villamayor de Gállego	2415350,95	615000,0	100000,0	426700,0	582961,35	128000,0	390689,6	172000,0	0,0	0,0	Presupuestos	Consolidada
