Mes y año	Comarca código	Comarca nombre	Nivel formativo grupo IAEST código	Nivel formativo grupo IAEST descripción	Sexo	Nº parados
Octubre 2021	01	La Jacetania	10	Educación Primaria o inferior	Hombres	31
Octubre 2021	01	La Jacetania	10	Educación Primaria o inferior	Mujeres	45
Octubre 2021	01	La Jacetania	20	Primera etapa de educación secundaria	Hombres	139
Octubre 2021	01	La Jacetania	20	Primera etapa de educación secundaria	Mujeres	180
Octubre 2021	01	La Jacetania	31	Bachillerato	Hombres	28
Octubre 2021	01	La Jacetania	31	Bachillerato	Mujeres	44
Octubre 2021	01	La Jacetania	32	Enseñanza media de formación profesional	Hombres	23
Octubre 2021	01	La Jacetania	32	Enseñanza media de formación profesional	Mujeres	42
Octubre 2021	01	La Jacetania	41	Enseñanza superior de formación profesional	Hombres	17
Octubre 2021	01	La Jacetania	41	Enseñanza superior de formación profesional	Mujeres	27
Octubre 2021	01	La Jacetania	42	Enseñanza superior universitaria	Hombres	34
Octubre 2021	01	La Jacetania	42	Enseñanza superior universitaria	Mujeres	96
Octubre 2021	02	Alto Gállego	10	Educación Primaria o inferior	Hombres	59
Octubre 2021	02	Alto Gállego	10	Educación Primaria o inferior	Mujeres	90
Octubre 2021	02	Alto Gállego	20	Primera etapa de educación secundaria	Hombres	84
Octubre 2021	02	Alto Gállego	20	Primera etapa de educación secundaria	Mujeres	96
Octubre 2021	02	Alto Gállego	31	Bachillerato	Hombres	32
Octubre 2021	02	Alto Gállego	31	Bachillerato	Mujeres	42
Octubre 2021	02	Alto Gállego	32	Enseñanza media de formación profesional	Hombres	23
Octubre 2021	02	Alto Gállego	32	Enseñanza media de formación profesional	Mujeres	24
Octubre 2021	02	Alto Gállego	41	Enseñanza superior de formación profesional	Hombres	12
Octubre 2021	02	Alto Gállego	41	Enseñanza superior de formación profesional	Mujeres	32
Octubre 2021	02	Alto Gállego	42	Enseñanza superior universitaria	Hombres	32
Octubre 2021	02	Alto Gállego	42	Enseñanza superior universitaria	Mujeres	51
Octubre 2021	03	Sobrarbe	10	Educación Primaria o inferior	Hombres	19
Octubre 2021	03	Sobrarbe	10	Educación Primaria o inferior	Mujeres	19
Octubre 2021	03	Sobrarbe	20	Primera etapa de educación secundaria	Hombres	36
Octubre 2021	03	Sobrarbe	20	Primera etapa de educación secundaria	Mujeres	34
Octubre 2021	03	Sobrarbe	31	Bachillerato	Hombres	17
Octubre 2021	03	Sobrarbe	31	Bachillerato	Mujeres	13
Octubre 2021	03	Sobrarbe	32	Enseñanza media de formación profesional	Hombres	9
Octubre 2021	03	Sobrarbe	32	Enseñanza media de formación profesional	Mujeres	2
Octubre 2021	03	Sobrarbe	41	Enseñanza superior de formación profesional	Hombres	6
Octubre 2021	03	Sobrarbe	41	Enseñanza superior de formación profesional	Mujeres	10
Octubre 2021	03	Sobrarbe	42	Enseñanza superior universitaria	Hombres	15
Octubre 2021	03	Sobrarbe	42	Enseñanza superior universitaria	Mujeres	29
Octubre 2021	04	La Ribagorza	10	Educación Primaria o inferior	Hombres	26
Octubre 2021	04	La Ribagorza	10	Educación Primaria o inferior	Mujeres	51
Octubre 2021	04	La Ribagorza	20	Primera etapa de educación secundaria	Hombres	73
Octubre 2021	04	La Ribagorza	20	Primera etapa de educación secundaria	Mujeres	81
Octubre 2021	04	La Ribagorza	31	Bachillerato	Hombres	8
Octubre 2021	04	La Ribagorza	31	Bachillerato	Mujeres	30
Octubre 2021	04	La Ribagorza	32	Enseñanza media de formación profesional	Hombres	13
Octubre 2021	04	La Ribagorza	32	Enseñanza media de formación profesional	Mujeres	13
Octubre 2021	04	La Ribagorza	41	Enseñanza superior de formación profesional	Hombres	9
Octubre 2021	04	La Ribagorza	41	Enseñanza superior de formación profesional	Mujeres	15
Octubre 2021	04	La Ribagorza	42	Enseñanza superior universitaria	Hombres	12
Octubre 2021	04	La Ribagorza	42	Enseñanza superior universitaria	Mujeres	23
Octubre 2021	05	Cinco Villas	10	Educación Primaria o inferior	Hombres	167
Octubre 2021	05	Cinco Villas	10	Educación Primaria o inferior	Mujeres	220
Octubre 2021	05	Cinco Villas	20	Primera etapa de educación secundaria	Hombres	239
Octubre 2021	05	Cinco Villas	20	Primera etapa de educación secundaria	Mujeres	369
Octubre 2021	05	Cinco Villas	31	Bachillerato	Hombres	14
Octubre 2021	05	Cinco Villas	31	Bachillerato	Mujeres	31
Octubre 2021	05	Cinco Villas	32	Enseñanza media de formación profesional	Hombres	34
Octubre 2021	05	Cinco Villas	32	Enseñanza media de formación profesional	Mujeres	83
Octubre 2021	05	Cinco Villas	41	Enseñanza superior de formación profesional	Hombres	9
Octubre 2021	05	Cinco Villas	41	Enseñanza superior de formación profesional	Mujeres	43
Octubre 2021	05	Cinco Villas	42	Enseñanza superior universitaria	Hombres	16
Octubre 2021	05	Cinco Villas	42	Enseñanza superior universitaria	Mujeres	42
Octubre 2021	06	Hoya de Huesca / Plana de Uesca	10	Educación Primaria o inferior	Hombres	243
Octubre 2021	06	Hoya de Huesca / Plana de Uesca	10	Educación Primaria o inferior	Mujeres	345
Octubre 2021	06	Hoya de Huesca / Plana de Uesca	20	Primera etapa de educación secundaria	Hombres	549
Octubre 2021	06	Hoya de Huesca / Plana de Uesca	20	Primera etapa de educación secundaria	Mujeres	642
Octubre 2021	06	Hoya de Huesca / Plana de Uesca	31	Bachillerato	Hombres	91
Octubre 2021	06	Hoya de Huesca / Plana de Uesca	31	Bachillerato	Mujeres	157
Octubre 2021	06	Hoya de Huesca / Plana de Uesca	32	Enseñanza media de formación profesional	Hombres	71
Octubre 2021	06	Hoya de Huesca / Plana de Uesca	32	Enseñanza media de formación profesional	Mujeres	128
Octubre 2021	06	Hoya de Huesca / Plana de Uesca	41	Enseñanza superior de formación profesional	Hombres	82
Octubre 2021	06	Hoya de Huesca / Plana de Uesca	41	Enseñanza superior de formación profesional	Mujeres	119
Octubre 2021	06	Hoya de Huesca / Plana de Uesca	42	Enseñanza superior universitaria	Hombres	115
Octubre 2021	06	Hoya de Huesca / Plana de Uesca	42	Enseñanza superior universitaria	Mujeres	248
Octubre 2021	07	Somontano de Barbastro	10	Educación Primaria o inferior	Hombres	112
Octubre 2021	07	Somontano de Barbastro	10	Educación Primaria o inferior	Mujeres	163
Octubre 2021	07	Somontano de Barbastro	20	Primera etapa de educación secundaria	Hombres	203
Octubre 2021	07	Somontano de Barbastro	20	Primera etapa de educación secundaria	Mujeres	237
Octubre 2021	07	Somontano de Barbastro	31	Bachillerato	Hombres	23
Octubre 2021	07	Somontano de Barbastro	31	Bachillerato	Mujeres	38
Octubre 2021	07	Somontano de Barbastro	32	Enseñanza media de formación profesional	Hombres	31
Octubre 2021	07	Somontano de Barbastro	32	Enseñanza media de formación profesional	Mujeres	42
Octubre 2021	07	Somontano de Barbastro	41	Enseñanza superior de formación profesional	Hombres	18
Octubre 2021	07	Somontano de Barbastro	41	Enseñanza superior de formación profesional	Mujeres	39
Octubre 2021	07	Somontano de Barbastro	42	Enseñanza superior universitaria	Hombres	16
Octubre 2021	07	Somontano de Barbastro	42	Enseñanza superior universitaria	Mujeres	71
Octubre 2021	08	Cinca Medio	10	Educación Primaria o inferior	Hombres	162
Octubre 2021	08	Cinca Medio	10	Educación Primaria o inferior	Mujeres	208
Octubre 2021	08	Cinca Medio	20	Primera etapa de educación secundaria	Hombres	156
Octubre 2021	08	Cinca Medio	20	Primera etapa de educación secundaria	Mujeres	223
Octubre 2021	08	Cinca Medio	31	Bachillerato	Hombres	17
Octubre 2021	08	Cinca Medio	31	Bachillerato	Mujeres	41
Octubre 2021	08	Cinca Medio	32	Enseñanza media de formación profesional	Hombres	24
Octubre 2021	08	Cinca Medio	32	Enseñanza media de formación profesional	Mujeres	62
Octubre 2021	08	Cinca Medio	41	Enseñanza superior de formación profesional	Hombres	21
Octubre 2021	08	Cinca Medio	41	Enseñanza superior de formación profesional	Mujeres	43
Octubre 2021	08	Cinca Medio	42	Enseñanza superior universitaria	Hombres	22
Octubre 2021	08	Cinca Medio	42	Enseñanza superior universitaria	Mujeres	53
Octubre 2021	09	La Litera / La Llitera	10	Educación Primaria o inferior	Hombres	93
Octubre 2021	09	La Litera / La Llitera	10	Educación Primaria o inferior	Mujeres	73
Octubre 2021	09	La Litera / La Llitera	20	Primera etapa de educación secundaria	Hombres	111
Octubre 2021	09	La Litera / La Llitera	20	Primera etapa de educación secundaria	Mujeres	134
Octubre 2021	09	La Litera / La Llitera	31	Bachillerato	Hombres	26
Octubre 2021	09	La Litera / La Llitera	31	Bachillerato	Mujeres	33
Octubre 2021	09	La Litera / La Llitera	32	Enseñanza media de formación profesional	Hombres	12
Octubre 2021	09	La Litera / La Llitera	32	Enseñanza media de formación profesional	Mujeres	32
Octubre 2021	09	La Litera / La Llitera	41	Enseñanza superior de formación profesional	Hombres	17
Octubre 2021	09	La Litera / La Llitera	41	Enseñanza superior de formación profesional	Mujeres	26
Octubre 2021	09	La Litera / La Llitera	42	Enseñanza superior universitaria	Hombres	18
Octubre 2021	09	La Litera / La Llitera	42	Enseñanza superior universitaria	Mujeres	33
Octubre 2021	10	Los Monegros	10	Educación Primaria o inferior	Hombres	56
Octubre 2021	10	Los Monegros	10	Educación Primaria o inferior	Mujeres	81
Octubre 2021	10	Los Monegros	20	Primera etapa de educación secundaria	Hombres	80
Octubre 2021	10	Los Monegros	20	Primera etapa de educación secundaria	Mujeres	113
Octubre 2021	10	Los Monegros	31	Bachillerato	Hombres	9
Octubre 2021	10	Los Monegros	31	Bachillerato	Mujeres	12
Octubre 2021	10	Los Monegros	32	Enseñanza media de formación profesional	Hombres	10
Octubre 2021	10	Los Monegros	32	Enseñanza media de formación profesional	Mujeres	24
Octubre 2021	10	Los Monegros	41	Enseñanza superior de formación profesional	Hombres	11
Octubre 2021	10	Los Monegros	41	Enseñanza superior de formación profesional	Mujeres	18
Octubre 2021	10	Los Monegros	42	Enseñanza superior universitaria	Hombres	9
Octubre 2021	10	Los Monegros	42	Enseñanza superior universitaria	Mujeres	31
Octubre 2021	11	Bajo Cinca / Baix Cinca	10	Educación Primaria o inferior	Hombres	230
Octubre 2021	11	Bajo Cinca / Baix Cinca	10	Educación Primaria o inferior	Mujeres	258
Octubre 2021	11	Bajo Cinca / Baix Cinca	20	Primera etapa de educación secundaria	Hombres	110
Octubre 2021	11	Bajo Cinca / Baix Cinca	20	Primera etapa de educación secundaria	Mujeres	138
Octubre 2021	11	Bajo Cinca / Baix Cinca	31	Bachillerato	Hombres	17
Octubre 2021	11	Bajo Cinca / Baix Cinca	31	Bachillerato	Mujeres	30
Octubre 2021	11	Bajo Cinca / Baix Cinca	32	Enseñanza media de formación profesional	Hombres	17
Octubre 2021	11	Bajo Cinca / Baix Cinca	32	Enseñanza media de formación profesional	Mujeres	29
Octubre 2021	11	Bajo Cinca / Baix Cinca	41	Enseñanza superior de formación profesional	Hombres	8
Octubre 2021	11	Bajo Cinca / Baix Cinca	41	Enseñanza superior de formación profesional	Mujeres	28
Octubre 2021	11	Bajo Cinca / Baix Cinca	42	Enseñanza superior universitaria	Hombres	6
Octubre 2021	11	Bajo Cinca / Baix Cinca	42	Enseñanza superior universitaria	Mujeres	32
Octubre 2021	12	Tarazona y el Moncayo	10	Educación Primaria o inferior	Hombres	71
Octubre 2021	12	Tarazona y el Moncayo	10	Educación Primaria o inferior	Mujeres	89
Octubre 2021	12	Tarazona y el Moncayo	20	Primera etapa de educación secundaria	Hombres	77
Octubre 2021	12	Tarazona y el Moncayo	20	Primera etapa de educación secundaria	Mujeres	188
Octubre 2021	12	Tarazona y el Moncayo	31	Bachillerato	Hombres	18
Octubre 2021	12	Tarazona y el Moncayo	31	Bachillerato	Mujeres	27
Octubre 2021	12	Tarazona y el Moncayo	32	Enseñanza media de formación profesional	Hombres	13
Octubre 2021	12	Tarazona y el Moncayo	32	Enseñanza media de formación profesional	Mujeres	28
Octubre 2021	12	Tarazona y el Moncayo	41	Enseñanza superior de formación profesional	Hombres	16
Octubre 2021	12	Tarazona y el Moncayo	41	Enseñanza superior de formación profesional	Mujeres	26
Octubre 2021	12	Tarazona y el Moncayo	42	Enseñanza superior universitaria	Hombres	11
Octubre 2021	12	Tarazona y el Moncayo	42	Enseñanza superior universitaria	Mujeres	40
Octubre 2021	13	Campo de Borja	10	Educación Primaria o inferior	Hombres	103
Octubre 2021	13	Campo de Borja	10	Educación Primaria o inferior	Mujeres	129
Octubre 2021	13	Campo de Borja	20	Primera etapa de educación secundaria	Hombres	100
Octubre 2021	13	Campo de Borja	20	Primera etapa de educación secundaria	Mujeres	147
Octubre 2021	13	Campo de Borja	31	Bachillerato	Hombres	16
Octubre 2021	13	Campo de Borja	31	Bachillerato	Mujeres	14
Octubre 2021	13	Campo de Borja	32	Enseñanza media de formación profesional	Hombres	19
Octubre 2021	13	Campo de Borja	32	Enseñanza media de formación profesional	Mujeres	21
Octubre 2021	13	Campo de Borja	41	Enseñanza superior de formación profesional	Hombres	11
Octubre 2021	13	Campo de Borja	41	Enseñanza superior de formación profesional	Mujeres	26
Octubre 2021	13	Campo de Borja	42	Enseñanza superior universitaria	Hombres	11
Octubre 2021	13	Campo de Borja	42	Enseñanza superior universitaria	Mujeres	16
Octubre 2021	14	Aranda	10	Educación Primaria o inferior	Hombres	13
Octubre 2021	14	Aranda	10	Educación Primaria o inferior	Mujeres	43
Octubre 2021	14	Aranda	20	Primera etapa de educación secundaria	Hombres	78
Octubre 2021	14	Aranda	20	Primera etapa de educación secundaria	Mujeres	153
Octubre 2021	14	Aranda	31	Bachillerato	Hombres	4
Octubre 2021	14	Aranda	31	Bachillerato	Mujeres	6
Octubre 2021	14	Aranda	32	Enseñanza media de formación profesional	Hombres	3
Octubre 2021	14	Aranda	32	Enseñanza media de formación profesional	Mujeres	12
Octubre 2021	14	Aranda	41	Enseñanza superior de formación profesional	Hombres	3
Octubre 2021	14	Aranda	41	Enseñanza superior de formación profesional	Mujeres	10
Octubre 2021	14	Aranda	42	Enseñanza superior universitaria	Hombres	1
Octubre 2021	14	Aranda	42	Enseñanza superior universitaria	Mujeres	12
Octubre 2021	15	Ribera Alta del Ebro	10	Educación Primaria o inferior	Hombres	79
Octubre 2021	15	Ribera Alta del Ebro	10	Educación Primaria o inferior	Mujeres	138
Octubre 2021	15	Ribera Alta del Ebro	20	Primera etapa de educación secundaria	Hombres	376
Octubre 2021	15	Ribera Alta del Ebro	20	Primera etapa de educación secundaria	Mujeres	555
Octubre 2021	15	Ribera Alta del Ebro	31	Bachillerato	Hombres	22
Octubre 2021	15	Ribera Alta del Ebro	31	Bachillerato	Mujeres	48
Octubre 2021	15	Ribera Alta del Ebro	32	Enseñanza media de formación profesional	Hombres	37
Octubre 2021	15	Ribera Alta del Ebro	32	Enseñanza media de formación profesional	Mujeres	67
Octubre 2021	15	Ribera Alta del Ebro	41	Enseñanza superior de formación profesional	Hombres	23
Octubre 2021	15	Ribera Alta del Ebro	41	Enseñanza superior de formación profesional	Mujeres	45
Octubre 2021	15	Ribera Alta del Ebro	42	Enseñanza superior universitaria	Hombres	16
Octubre 2021	15	Ribera Alta del Ebro	42	Enseñanza superior universitaria	Mujeres	54
Octubre 2021	16	Valdejalón	10	Educación Primaria o inferior	Hombres	276
Octubre 2021	16	Valdejalón	10	Educación Primaria o inferior	Mujeres	340
Octubre 2021	16	Valdejalón	20	Primera etapa de educación secundaria	Hombres	390
Octubre 2021	16	Valdejalón	20	Primera etapa de educación secundaria	Mujeres	553
Octubre 2021	16	Valdejalón	31	Bachillerato	Hombres	25
Octubre 2021	16	Valdejalón	31	Bachillerato	Mujeres	39
Octubre 2021	16	Valdejalón	32	Enseñanza media de formación profesional	Hombres	21
Octubre 2021	16	Valdejalón	32	Enseñanza media de formación profesional	Mujeres	56
Octubre 2021	16	Valdejalón	41	Enseñanza superior de formación profesional	Hombres	17
Octubre 2021	16	Valdejalón	41	Enseñanza superior de formación profesional	Mujeres	44
Octubre 2021	16	Valdejalón	42	Enseñanza superior universitaria	Hombres	20
Octubre 2021	16	Valdejalón	42	Enseñanza superior universitaria	Mujeres	45
Octubre 2021	17	Central	10	Educación Primaria o inferior	Hombres	2804
Octubre 2021	17	Central	10	Educación Primaria o inferior	Mujeres	3877
Octubre 2021	17	Central	20	Primera etapa de educación secundaria	Hombres	8188
Octubre 2021	17	Central	20	Primera etapa de educación secundaria	Mujeres	11337
Octubre 2021	17	Central	31	Bachillerato	Hombres	1350
Octubre 2021	17	Central	31	Bachillerato	Mujeres	2206
Octubre 2021	17	Central	32	Enseñanza media de formación profesional	Hombres	1065
Octubre 2021	17	Central	32	Enseñanza media de formación profesional	Mujeres	2262
Octubre 2021	17	Central	41	Enseñanza superior de formación profesional	Hombres	999
Octubre 2021	17	Central	41	Enseñanza superior de formación profesional	Mujeres	1700
Octubre 2021	17	Central	42	Enseñanza superior universitaria	Hombres	1381
Octubre 2021	17	Central	42	Enseñanza superior universitaria	Mujeres	3231
Octubre 2021	18	Ribera Baja del Ebro	10	Educación Primaria o inferior	Hombres	41
Octubre 2021	18	Ribera Baja del Ebro	10	Educación Primaria o inferior	Mujeres	58
Octubre 2021	18	Ribera Baja del Ebro	20	Primera etapa de educación secundaria	Hombres	67
Octubre 2021	18	Ribera Baja del Ebro	20	Primera etapa de educación secundaria	Mujeres	121
Octubre 2021	18	Ribera Baja del Ebro	31	Bachillerato	Hombres	8
Octubre 2021	18	Ribera Baja del Ebro	31	Bachillerato	Mujeres	6
Octubre 2021	18	Ribera Baja del Ebro	32	Enseñanza media de formación profesional	Hombres	7
Octubre 2021	18	Ribera Baja del Ebro	32	Enseñanza media de formación profesional	Mujeres	22
Octubre 2021	18	Ribera Baja del Ebro	41	Enseñanza superior de formación profesional	Hombres	4
Octubre 2021	18	Ribera Baja del Ebro	41	Enseñanza superior de formación profesional	Mujeres	5
Octubre 2021	18	Ribera Baja del Ebro	42	Enseñanza superior universitaria	Hombres	4
Octubre 2021	18	Ribera Baja del Ebro	42	Enseñanza superior universitaria	Mujeres	14
Octubre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	10	Educación Primaria o inferior	Hombres	146
Octubre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	10	Educación Primaria o inferior	Mujeres	156
Octubre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	20	Primera etapa de educación secundaria	Hombres	119
Octubre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	20	Primera etapa de educación secundaria	Mujeres	172
Octubre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	31	Bachillerato	Hombres	13
Octubre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	31	Bachillerato	Mujeres	28
Octubre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	32	Enseñanza media de formación profesional	Hombres	13
Octubre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	32	Enseñanza media de formación profesional	Mujeres	34
Octubre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	41	Enseñanza superior de formación profesional	Hombres	12
Octubre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	41	Enseñanza superior de formación profesional	Mujeres	23
Octubre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	42	Enseñanza superior universitaria	Hombres	9
Octubre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	42	Enseñanza superior universitaria	Mujeres	26
Octubre 2021	20	Comunidad de Calatayud	10	Educación Primaria o inferior	Hombres	202
Octubre 2021	20	Comunidad de Calatayud	10	Educación Primaria o inferior	Mujeres	293
Octubre 2021	20	Comunidad de Calatayud	20	Primera etapa de educación secundaria	Hombres	397
Octubre 2021	20	Comunidad de Calatayud	20	Primera etapa de educación secundaria	Mujeres	436
Octubre 2021	20	Comunidad de Calatayud	31	Bachillerato	Hombres	23
Octubre 2021	20	Comunidad de Calatayud	31	Bachillerato	Mujeres	35
Octubre 2021	20	Comunidad de Calatayud	32	Enseñanza media de formación profesional	Hombres	47
Octubre 2021	20	Comunidad de Calatayud	32	Enseñanza media de formación profesional	Mujeres	102
Octubre 2021	20	Comunidad de Calatayud	41	Enseñanza superior de formación profesional	Hombres	34
Octubre 2021	20	Comunidad de Calatayud	41	Enseñanza superior de formación profesional	Mujeres	80
Octubre 2021	20	Comunidad de Calatayud	42	Enseñanza superior universitaria	Hombres	28
Octubre 2021	20	Comunidad de Calatayud	42	Enseñanza superior universitaria	Mujeres	80
Octubre 2021	21	Campo de Cariñena	10	Educación Primaria o inferior	Hombres	32
Octubre 2021	21	Campo de Cariñena	10	Educación Primaria o inferior	Mujeres	37
Octubre 2021	21	Campo de Cariñena	20	Primera etapa de educación secundaria	Hombres	82
Octubre 2021	21	Campo de Cariñena	20	Primera etapa de educación secundaria	Mujeres	132
Octubre 2021	21	Campo de Cariñena	31	Bachillerato	Hombres	10
Octubre 2021	21	Campo de Cariñena	31	Bachillerato	Mujeres	9
Octubre 2021	21	Campo de Cariñena	32	Enseñanza media de formación profesional	Hombres	3
Octubre 2021	21	Campo de Cariñena	32	Enseñanza media de formación profesional	Mujeres	16
Octubre 2021	21	Campo de Cariñena	41	Enseñanza superior de formación profesional	Hombres	4
Octubre 2021	21	Campo de Cariñena	41	Enseñanza superior de formación profesional	Mujeres	12
Octubre 2021	21	Campo de Cariñena	42	Enseñanza superior universitaria	Hombres	6
Octubre 2021	21	Campo de Cariñena	42	Enseñanza superior universitaria	Mujeres	13
Octubre 2021	22	Campo de Belchite	10	Educación Primaria o inferior	Hombres	10
Octubre 2021	22	Campo de Belchite	10	Educación Primaria o inferior	Mujeres	8
Octubre 2021	22	Campo de Belchite	20	Primera etapa de educación secundaria	Hombres	29
Octubre 2021	22	Campo de Belchite	20	Primera etapa de educación secundaria	Mujeres	46
Octubre 2021	22	Campo de Belchite	31	Bachillerato	Hombres	2
Octubre 2021	22	Campo de Belchite	31	Bachillerato	Mujeres	3
Octubre 2021	22	Campo de Belchite	32	Enseñanza media de formación profesional	Hombres	4
Octubre 2021	22	Campo de Belchite	32	Enseñanza media de formación profesional	Mujeres	11
Octubre 2021	22	Campo de Belchite	41	Enseñanza superior de formación profesional	Hombres	1
Octubre 2021	22	Campo de Belchite	41	Enseñanza superior de formación profesional	Mujeres	1
Octubre 2021	22	Campo de Belchite	42	Enseñanza superior universitaria	Mujeres	6
Octubre 2021	23	Bajo Martín	10	Educación Primaria o inferior	Hombres	36
Octubre 2021	23	Bajo Martín	10	Educación Primaria o inferior	Mujeres	74
Octubre 2021	23	Bajo Martín	20	Primera etapa de educación secundaria	Hombres	66
Octubre 2021	23	Bajo Martín	20	Primera etapa de educación secundaria	Mujeres	66
Octubre 2021	23	Bajo Martín	31	Bachillerato	Hombres	8
Octubre 2021	23	Bajo Martín	31	Bachillerato	Mujeres	5
Octubre 2021	23	Bajo Martín	32	Enseñanza media de formación profesional	Hombres	4
Octubre 2021	23	Bajo Martín	32	Enseñanza media de formación profesional	Mujeres	16
Octubre 2021	23	Bajo Martín	41	Enseñanza superior de formación profesional	Hombres	5
Octubre 2021	23	Bajo Martín	41	Enseñanza superior de formación profesional	Mujeres	2
Octubre 2021	23	Bajo Martín	42	Enseñanza superior universitaria	Hombres	2
Octubre 2021	23	Bajo Martín	42	Enseñanza superior universitaria	Mujeres	1
Octubre 2021	24	Campo de Daroca	10	Educación Primaria o inferior	Hombres	17
Octubre 2021	24	Campo de Daroca	10	Educación Primaria o inferior	Mujeres	22
Octubre 2021	24	Campo de Daroca	20	Primera etapa de educación secundaria	Hombres	21
Octubre 2021	24	Campo de Daroca	20	Primera etapa de educación secundaria	Mujeres	37
Octubre 2021	24	Campo de Daroca	31	Bachillerato	Hombres	3
Octubre 2021	24	Campo de Daroca	31	Bachillerato	Mujeres	2
Octubre 2021	24	Campo de Daroca	32	Enseñanza media de formación profesional	Hombres	3
Octubre 2021	24	Campo de Daroca	32	Enseñanza media de formación profesional	Mujeres	2
Octubre 2021	24	Campo de Daroca	41	Enseñanza superior de formación profesional	Hombres	2
Octubre 2021	24	Campo de Daroca	41	Enseñanza superior de formación profesional	Mujeres	6
Octubre 2021	24	Campo de Daroca	42	Enseñanza superior universitaria	Hombres	3
Octubre 2021	24	Campo de Daroca	42	Enseñanza superior universitaria	Mujeres	8
Octubre 2021	25	Jiloca	10	Educación Primaria o inferior	Hombres	42
Octubre 2021	25	Jiloca	10	Educación Primaria o inferior	Mujeres	52
Octubre 2021	25	Jiloca	20	Primera etapa de educación secundaria	Hombres	51
Octubre 2021	25	Jiloca	20	Primera etapa de educación secundaria	Mujeres	73
Octubre 2021	25	Jiloca	31	Bachillerato	Hombres	5
Octubre 2021	25	Jiloca	31	Bachillerato	Mujeres	15
Octubre 2021	25	Jiloca	32	Enseñanza media de formación profesional	Hombres	13
Octubre 2021	25	Jiloca	32	Enseñanza media de formación profesional	Mujeres	17
Octubre 2021	25	Jiloca	41	Enseñanza superior de formación profesional	Hombres	6
Octubre 2021	25	Jiloca	41	Enseñanza superior de formación profesional	Mujeres	9
Octubre 2021	25	Jiloca	42	Enseñanza superior universitaria	Hombres	6
Octubre 2021	25	Jiloca	42	Enseñanza superior universitaria	Mujeres	31
Octubre 2021	26	Cuencas Mineras	10	Educación Primaria o inferior	Hombres	19
Octubre 2021	26	Cuencas Mineras	10	Educación Primaria o inferior	Mujeres	38
Octubre 2021	26	Cuencas Mineras	20	Primera etapa de educación secundaria	Hombres	66
Octubre 2021	26	Cuencas Mineras	20	Primera etapa de educación secundaria	Mujeres	115
Octubre 2021	26	Cuencas Mineras	31	Bachillerato	Hombres	4
Octubre 2021	26	Cuencas Mineras	31	Bachillerato	Mujeres	4
Octubre 2021	26	Cuencas Mineras	32	Enseñanza media de formación profesional	Hombres	10
Octubre 2021	26	Cuencas Mineras	32	Enseñanza media de formación profesional	Mujeres	22
Octubre 2021	26	Cuencas Mineras	41	Enseñanza superior de formación profesional	Hombres	2
Octubre 2021	26	Cuencas Mineras	41	Enseñanza superior de formación profesional	Mujeres	7
Octubre 2021	26	Cuencas Mineras	42	Enseñanza superior universitaria	Hombres	2
Octubre 2021	26	Cuencas Mineras	42	Enseñanza superior universitaria	Mujeres	12
Octubre 2021	27	Andorra-Sierra de Arcos	10	Educación Primaria o inferior	Hombres	18
Octubre 2021	27	Andorra-Sierra de Arcos	10	Educación Primaria o inferior	Mujeres	35
Octubre 2021	27	Andorra-Sierra de Arcos	20	Primera etapa de educación secundaria	Hombres	104
Octubre 2021	27	Andorra-Sierra de Arcos	20	Primera etapa de educación secundaria	Mujeres	126
Octubre 2021	27	Andorra-Sierra de Arcos	31	Bachillerato	Hombres	6
Octubre 2021	27	Andorra-Sierra de Arcos	31	Bachillerato	Mujeres	8
Octubre 2021	27	Andorra-Sierra de Arcos	32	Enseñanza media de formación profesional	Hombres	16
Octubre 2021	27	Andorra-Sierra de Arcos	32	Enseñanza media de formación profesional	Mujeres	31
Octubre 2021	27	Andorra-Sierra de Arcos	41	Enseñanza superior de formación profesional	Hombres	9
Octubre 2021	27	Andorra-Sierra de Arcos	41	Enseñanza superior de formación profesional	Mujeres	14
Octubre 2021	27	Andorra-Sierra de Arcos	42	Enseñanza superior universitaria	Hombres	9
Octubre 2021	27	Andorra-Sierra de Arcos	42	Enseñanza superior universitaria	Mujeres	22
Octubre 2021	28	Bajo Aragón	10	Educación Primaria o inferior	Hombres	200
Octubre 2021	28	Bajo Aragón	10	Educación Primaria o inferior	Mujeres	341
Octubre 2021	28	Bajo Aragón	20	Primera etapa de educación secundaria	Hombres	202
Octubre 2021	28	Bajo Aragón	20	Primera etapa de educación secundaria	Mujeres	240
Octubre 2021	28	Bajo Aragón	31	Bachillerato	Hombres	11
Octubre 2021	28	Bajo Aragón	31	Bachillerato	Mujeres	36
