Mes y año	Mes (código)	Sexo	UE28-UE27-UE25	UE28	UE27	UE25	Número de contratos	CCAA nombre
Enero 2014	201401	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	177	Aragón
Enero 2014	201401	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	10	Aragón
Enero 2014	201401	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1100	Aragón
Diciembre 2013	201312	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12318	Aragón
Diciembre 2013	201312	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1087	Aragón
Diciembre 2013	201312	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	156	Aragón
Diciembre 2013	201312	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	9	Aragón
Diciembre 2013	201312	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1982	Aragón
Diciembre 2013	201312	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	12107	Aragón
Diciembre 2013	201312	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	887	Aragón
Diciembre 2013	201312	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	136	Aragón
Diciembre 2013	201312	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	3	Aragón
Diciembre 2013	201312	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1192	Aragón
Noviembre 2013	201311	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12785	Aragón
Noviembre 2013	201311	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1272	Aragón
Noviembre 2013	201311	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	167	Aragón
Noviembre 2013	201311	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	18	Aragón
Noviembre 2013	201311	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2301	Aragón
Noviembre 2013	201311	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11313	Aragón
Noviembre 2013	201311	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1029	Aragón
Noviembre 2013	201311	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	161	Aragón
Noviembre 2013	201311	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	12	Aragón
Noviembre 2013	201311	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1227	Aragón
Octubre 2013	201310	Hombres	Españoles	Españoles	Españoles	ESPAÑA	16736	Aragón
Octubre 2013	201310	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2084	Aragón
Octubre 2013	201310	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	217	Aragón
Octubre 2013	201310	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	33	Aragón
Octubre 2013	201310	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3564	Aragón
Octubre 2013	201310	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	15230	Aragón
Octubre 2013	201310	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1558	Aragón
Octubre 2013	201310	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	272	Aragón
Octubre 2013	201310	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	32	Aragón
Octubre 2013	201310	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1684	Aragón
Septiembre 2013	201309	Hombres	Españoles	Españoles	Españoles	ESPAÑA	15336	Aragón
Septiembre 2013	201309	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2534	Aragón
Septiembre 2013	201309	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	242	Aragón
Septiembre 2013	201309	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	40	Aragón
Septiembre 2013	201309	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4672	Aragón
Septiembre 2013	201309	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13976	Aragón
Septiembre 2013	201309	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1706	Aragón
Septiembre 2013	201309	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	278	Aragón
Septiembre 2013	201309	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	30	Aragón
Septiembre 2013	201309	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1674	Aragón
Agosto 2013	201308	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12602	Aragón
Agosto 2013	201308	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1872	Aragón
Agosto 2013	201308	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	233	Aragón
Agosto 2013	201308	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	13	Aragón
Agosto 2013	201308	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3959	Aragón
Agosto 2013	201308	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Agosto 2013	201308	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10301	Aragón
Agosto 2013	201308	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1496	Aragón
Agosto 2013	201308	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	255	Aragón
Agosto 2013	201308	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	6	Aragón
Agosto 2013	201308	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1473	Aragón
Agosto 2013	201308	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Julio 2013	201307	Hombres	Españoles	Españoles	Españoles	ESPAÑA	17452	Aragón
Julio 2013	201307	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2895	Aragón
Julio 2013	201307	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	334	Aragón
Julio 2013	201307	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	28	Aragón
Julio 2013	201307	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5118	Aragón
Julio 2013	201307	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Julio 2013	201307	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14708	Aragón
Julio 2013	201307	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2385	Aragón
Julio 2013	201307	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	390	Aragón
Julio 2013	201307	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	27	Aragón
Julio 2013	201307	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1957	Aragón
Junio 2013	201306	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14184	Aragón
Junio 2013	201306	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2754	Aragón
Junio 2013	201306	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	276	Aragón
Junio 2013	201306	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	14	Aragón
Junio 2013	201306	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4855	Aragón
Junio 2013	201306	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11892	Aragón
Junio 2013	201306	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2691	Aragón
Junio 2013	201306	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	411	Aragón
Junio 2013	201306	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	9	Aragón
Junio 2013	201306	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1741	Aragón
Mayo 2013	201305	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13579	Aragón
Mayo 2013	201305	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2897	Aragón
Mayo 2013	201305	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	286	Aragón
Mayo 2013	201305	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	9	Aragón
Mayo 2013	201305	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5963	Aragón
Mayo 2013	201305	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Mayo 2013	201305	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11555	Aragón
Mayo 2013	201305	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2717	Aragón
Mayo 2013	201305	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	409	Aragón
Mayo 2013	201305	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	7	Aragón
Mayo 2013	201305	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1661	Aragón
Abril 2013	201304	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11169	Aragón
Abril 2013	201304	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1577	Aragón
Abril 2013	201304	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	240	Aragón
Abril 2013	201304	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	5	Aragón
Abril 2013	201304	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2586	Aragón
Abril 2013	201304	Hombres	No consta	No consta	No consta	No consta	2	Aragón
Abril 2013	201304	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	9922	Aragón
Abril 2013	201304	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1312	Aragón
Abril 2013	201304	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	209	Aragón
Abril 2013	201304	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	6	Aragón
Abril 2013	201304	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1221	Aragón
Marzo 2013	201303	Hombres	Españoles	Españoles	Españoles	ESPAÑA	9392	Aragón
Marzo 2013	201303	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1041	Aragón
Marzo 2013	201303	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	164	Aragón
Marzo 2013	201303	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	9	Aragón
Marzo 2013	201303	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2098	Aragón
Marzo 2013	201303	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	8961	Aragón
Marzo 2013	201303	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	874	Aragón
Marzo 2013	201303	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	132	Aragón
Marzo 2013	201303	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	3	Aragón
Marzo 2013	201303	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1236	Aragón
Febrero 2013	201302	Hombres	Españoles	Españoles	Españoles	ESPAÑA	8709	Aragón
Febrero 2013	201302	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	935	Aragón
Febrero 2013	201302	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	141	Aragón
Febrero 2013	201302	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	5	Aragón
Febrero 2013	201302	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1814	Aragón
Febrero 2013	201302	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Febrero 2013	201302	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	8250	Aragón
Febrero 2013	201302	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	690	Aragón
Febrero 2013	201302	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	106	Aragón
Febrero 2013	201302	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	5	Aragón
Febrero 2013	201302	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1143	Aragón
Enero 2013	201301	Hombres	Españoles	Españoles	Españoles	ESPAÑA	10704	Aragón
Enero 2013	201301	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1119	Aragón
Enero 2013	201301	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	192	Aragón
Enero 2013	201301	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	12	Aragón
Enero 2013	201301	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2050	Aragón
Enero 2013	201301	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Enero 2013	201301	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10180	Aragón
Enero 2013	201301	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	867	Aragón
Enero 2013	201301	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	173	Aragón
Enero 2013	201301	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	13	Aragón
Enero 2013	201301	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1259	Aragón
Enero 2013	201301	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Diciembre 2012	201212	Hombres	Españoles	Españoles	Españoles	ESPAÑA	9368	Aragón
Diciembre 2012	201212	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	837	Aragón
Diciembre 2012	201212	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	149	Aragón
Diciembre 2012	201212	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	9	Aragón
Diciembre 2012	201212	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1815	Aragón
Diciembre 2012	201212	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Diciembre 2012	201212	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	9777	Aragón
Diciembre 2012	201212	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	842	Aragón
Diciembre 2012	201212	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	119	Aragón
Diciembre 2012	201212	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	4	Aragón
Diciembre 2012	201212	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1247	Aragón
Diciembre 2012	201212	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Noviembre 2012	201211	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11101	Aragón
Noviembre 2012	201211	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1181	Aragón
Noviembre 2012	201211	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	156	Aragón
Noviembre 2012	201211	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	12	Aragón
Noviembre 2012	201211	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2343	Aragón
Noviembre 2012	201211	Hombres	No consta	No consta	No consta	No consta	1	Aragón
Noviembre 2012	201211	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10888	Aragón
Noviembre 2012	201211	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1174	Aragón
Noviembre 2012	201211	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	175	Aragón
Noviembre 2012	201211	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	4	Aragón
Noviembre 2012	201211	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1388	Aragón
Noviembre 2012	201211	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
Octubre 2012	201210	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14683	Aragón
Octubre 2012	201210	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1685	Aragón
Octubre 2012	201210	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	218	Aragón
Octubre 2012	201210	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	28	Aragón
Octubre 2012	201210	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2746	Aragón
Octubre 2012	201210	Hombres	No consta	No consta	No consta	No consta	2	Aragón
Octubre 2012	201210	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14646	Aragón
Octubre 2012	201210	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1637	Aragón
Octubre 2012	201210	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	272	Aragón
Octubre 2012	201210	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	30	Aragón
Octubre 2012	201210	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1986	Aragón
Octubre 2012	201210	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Septiembre 2012	201209	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13436	Aragón
Septiembre 2012	201209	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2136	Aragón
Septiembre 2012	201209	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	257	Aragón
Septiembre 2012	201209	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	22	Aragón
Septiembre 2012	201209	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4556	Aragón
Septiembre 2012	201209	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13593	Aragón
Septiembre 2012	201209	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1871	Aragón
Septiembre 2012	201209	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	251	Aragón
Septiembre 2012	201209	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	26	Aragón
Septiembre 2012	201209	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1893	Aragón
Septiembre 2012	201209	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Agosto 2012	201208	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11684	Aragón
Agosto 2012	201208	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2610	Aragón
Agosto 2012	201208	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	319	Aragón
Agosto 2012	201208	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	13	Aragón
Agosto 2012	201208	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4456	Aragón
Agosto 2012	201208	Hombres	No consta	No consta	No consta	No consta	3	Aragón
Agosto 2012	201208	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10370	Aragón
Agosto 2012	201208	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2006	Aragón
Agosto 2012	201208	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	278	Aragón
Agosto 2012	201208	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	8	Aragón
Agosto 2012	201208	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1724	Aragón
Agosto 2012	201208	Mujeres	No consta	No consta	No consta	No consta	2	Aragón
