Mes y año	Mes (código)	Sexo	UE28-UE27-UE25	UE28	UE27	UE25	Número de contratos	CCAA nombre
Enero 2008	200801	Hombres	No consta	No consta	No consta	No consta	5	Aragón
Enero 2008	200801	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14521	Aragón
Enero 2008	200801	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1121	Aragón
Enero 2008	200801	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	369	Aragón
Enero 2008	200801	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	19	Aragón
Enero 2008	200801	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2486	Aragón
Enero 2008	200801	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Diciembre 2007	200712	Hombres	Españoles	Españoles	Españoles	ESPAÑA	9725	Aragón
Diciembre 2007	200712	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1333	Aragón
Diciembre 2007	200712	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	621	Aragón
Diciembre 2007	200712	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	3	Aragón
Diciembre 2007	200712	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3882	Aragón
Diciembre 2007	200712	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11651	Aragón
Diciembre 2007	200712	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	930	Aragón
Diciembre 2007	200712	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	253	Aragón
Diciembre 2007	200712	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	4	Aragón
Diciembre 2007	200712	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2145	Aragón
Diciembre 2007	200712	Mujeres	No consta	No consta	No consta	No consta	6	Aragón
Noviembre 2007	200711	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12640	Aragón
Noviembre 2007	200711	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2129	Aragón
Noviembre 2007	200711	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1057	Aragón
Noviembre 2007	200711	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	8	Aragón
Noviembre 2007	200711	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5364	Aragón
Noviembre 2007	200711	Hombres	No consta	No consta	No consta	No consta	4	Aragón
Noviembre 2007	200711	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14692	Aragón
Noviembre 2007	200711	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1309	Aragón
Noviembre 2007	200711	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	385	Aragón
Noviembre 2007	200711	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	17	Aragón
Noviembre 2007	200711	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2493	Aragón
Noviembre 2007	200711	Mujeres	No consta	No consta	No consta	No consta	7	Aragón
Octubre 2007	200710	Hombres	Españoles	Españoles	Españoles	ESPAÑA	17267	Aragón
Octubre 2007	200710	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2613	Aragón
Octubre 2007	200710	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1081	Aragón
Octubre 2007	200710	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	29	Aragón
Octubre 2007	200710	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6328	Aragón
Octubre 2007	200710	Hombres	No consta	No consta	No consta	No consta	11	Aragón
Octubre 2007	200710	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	19731	Aragón
Octubre 2007	200710	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1464	Aragón
Octubre 2007	200710	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	529	Aragón
Octubre 2007	200710	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	31	Aragón
Octubre 2007	200710	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3002	Aragón
Octubre 2007	200710	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Septiembre 2007	200709	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14528	Aragón
Septiembre 2007	200709	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2295	Aragón
Septiembre 2007	200709	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1051	Aragón
Septiembre 2007	200709	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	20	Aragón
Septiembre 2007	200709	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6283	Aragón
Septiembre 2007	200709	Hombres	No consta	No consta	No consta	No consta	13	Aragón
Septiembre 2007	200709	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	16030	Aragón
Septiembre 2007	200709	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1368	Aragón
Septiembre 2007	200709	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	597	Aragón
Septiembre 2007	200709	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	27	Aragón
Septiembre 2007	200709	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2626	Aragón
Septiembre 2007	200709	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Agosto 2007	200708	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11178	Aragón
Agosto 2007	200708	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2007	Aragón
Agosto 2007	200708	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1076	Aragón
Agosto 2007	200708	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	15	Aragón
Agosto 2007	200708	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5923	Aragón
Agosto 2007	200708	Hombres	No consta	No consta	No consta	No consta	13	Aragón
Agosto 2007	200708	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11155	Aragón
Agosto 2007	200708	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1183	Aragón
Agosto 2007	200708	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	662	Aragón
Agosto 2007	200708	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	17	Aragón
Agosto 2007	200708	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2446	Aragón
Agosto 2007	200708	Mujeres	No consta	No consta	No consta	No consta	4	Aragón
Julio 2007	200707	Hombres	Españoles	Españoles	Españoles	ESPAÑA	17587	Aragón
Julio 2007	200707	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1990	Aragón
Julio 2007	200707	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	978	Aragón
Julio 2007	200707	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	35	Aragón
Julio 2007	200707	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6085	Aragón
Julio 2007	200707	Hombres	No consta	No consta	No consta	No consta	7	Aragón
Julio 2007	200707	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	17868	Aragón
Julio 2007	200707	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1242	Aragón
Julio 2007	200707	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	750	Aragón
Julio 2007	200707	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	32	Aragón
Julio 2007	200707	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2894	Aragón
Julio 2007	200707	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Junio 2007	200706	Hombres	Españoles	Españoles	Españoles	ESPAÑA	15477	Aragón
Junio 2007	200706	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2239	Aragón
Junio 2007	200706	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1261	Aragón
Junio 2007	200706	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	12	Aragón
Junio 2007	200706	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6679	Aragón
Junio 2007	200706	Hombres	No consta	No consta	No consta	No consta	6	Aragón
Junio 2007	200706	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	15197	Aragón
Junio 2007	200706	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1633	Aragón
Junio 2007	200706	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	810	Aragón
Junio 2007	200706	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	21	Aragón
Junio 2007	200706	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2790	Aragón
Junio 2007	200706	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Mayo 2007	200705	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14609	Aragón
Mayo 2007	200705	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2886	Aragón
Mayo 2007	200705	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	1464	Aragón
Mayo 2007	200705	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	22	Aragón
Mayo 2007	200705	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	7760	Aragón
Mayo 2007	200705	Hombres	No consta	No consta	No consta	No consta	10	Aragón
Mayo 2007	200705	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	15615	Aragón
Mayo 2007	200705	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1920	Aragón
Mayo 2007	200705	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	881	Aragón
Mayo 2007	200705	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	15	Aragón
Mayo 2007	200705	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2583	Aragón
Mayo 2007	200705	Mujeres	No consta	No consta	No consta	No consta	1	Aragón
Abril 2007	200704	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11762	Aragón
Abril 2007	200704	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1592	Aragón
Abril 2007	200704	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	988	Aragón
Abril 2007	200704	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	18	Aragón
Abril 2007	200704	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5064	Aragón
Abril 2007	200704	Hombres	No consta	No consta	No consta	No consta	8	Aragón
Abril 2007	200704	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	12584	Aragón
Abril 2007	200704	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	843	Aragón
Abril 2007	200704	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	280	Aragón
Abril 2007	200704	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	5	Aragón
Abril 2007	200704	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1972	Aragón
Abril 2007	200704	Mujeres	No consta	No consta	No consta	No consta	3	Aragón
Marzo 2007	200703	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13334	Aragón
Marzo 2007	200703	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1828	Aragón
Marzo 2007	200703	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	895	Aragón
Marzo 2007	200703	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	19	Aragón
Marzo 2007	200703	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5454	Aragón
Marzo 2007	200703	Hombres	No consta	No consta	No consta	No consta	3	Aragón
Marzo 2007	200703	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13570	Aragón
Marzo 2007	200703	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	888	Aragón
Marzo 2007	200703	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	303	Aragón
Marzo 2007	200703	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	8	Aragón
Marzo 2007	200703	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2149	Aragón
Marzo 2007	200703	Mujeres	No consta	No consta	No consta	No consta	7	Aragón
Febrero 2007	200702	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12653	Aragón
Febrero 2007	200702	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1751	Aragón
Febrero 2007	200702	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	950	Aragón
Febrero 2007	200702	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	12	Aragón
Febrero 2007	200702	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5067	Aragón
Febrero 2007	200702	Hombres	No consta	No consta	No consta	No consta	4	Aragón
Febrero 2007	200702	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	12822	Aragón
Febrero 2007	200702	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	727	Aragón
Febrero 2007	200702	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	284	Aragón
Febrero 2007	200702	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	4	Aragón
Febrero 2007	200702	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2033	Aragón
Febrero 2007	200702	Mujeres	No consta	No consta	No consta	No consta	10	Aragón
Enero 2007	200701	Hombres	Españoles	Españoles	Españoles	ESPAÑA	15270	Aragón
Enero 2007	200701	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1785	Aragón
Enero 2007	200701	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	973	Aragón
Enero 2007	200701	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	11	Aragón
Enero 2007	200701	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4946	Aragón
Enero 2007	200701	Hombres	No consta	No consta	No consta	No consta	8	Aragón
Enero 2007	200701	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	15866	Aragón
Enero 2007	200701	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	808	Aragón
Enero 2007	200701	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	348	Aragón
Enero 2007	200701	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	7	Aragón
Enero 2007	200701	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2149	Aragón
Enero 2007	200701	Mujeres	No consta	No consta	No consta	No consta	6	Aragón
Diciembre 2006	200612	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12799	Aragón
Diciembre 2006	200612	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	549	Aragón
Diciembre 2006	200612	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	14	Aragón
Diciembre 2006	200612	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1246	Aragón
Diciembre 2006	200612	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3813	Aragón
Diciembre 2006	200612	Hombres	No consta	No consta	No consta	No consta	6	Aragón
Diciembre 2006	200612	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14067	Aragón
Diciembre 2006	200612	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	262	Aragón
Diciembre 2006	200612	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	8	Aragón
Diciembre 2006	200612	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	735	Aragón
Diciembre 2006	200612	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2031	Aragón
Diciembre 2006	200612	Mujeres	No consta	No consta	No consta	No consta	6	Aragón
Noviembre 2006	200611	Hombres	Españoles	Españoles	Españoles	ESPAÑA	15323	Aragón
Noviembre 2006	200611	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	773	Aragón
Noviembre 2006	200611	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	15	Aragón
Noviembre 2006	200611	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1635	Aragón
Noviembre 2006	200611	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5265	Aragón
Noviembre 2006	200611	Hombres	No consta	No consta	No consta	No consta	7	Aragón
Noviembre 2006	200611	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	16781	Aragón
Noviembre 2006	200611	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	367	Aragón
Noviembre 2006	200611	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	13	Aragón
Noviembre 2006	200611	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	921	Aragón
Noviembre 2006	200611	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2312	Aragón
Noviembre 2006	200611	Mujeres	No consta	No consta	No consta	No consta	7	Aragón
Octubre 2006	200610	Hombres	Españoles	Españoles	Españoles	ESPAÑA	17275	Aragón
Octubre 2006	200610	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	815	Aragón
Octubre 2006	200610	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	29	Aragón
Octubre 2006	200610	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1699	Aragón
Octubre 2006	200610	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5162	Aragón
Octubre 2006	200610	Hombres	No consta	No consta	No consta	No consta	5	Aragón
Octubre 2006	200610	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	19000	Aragón
Octubre 2006	200610	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	432	Aragón
Octubre 2006	200610	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	21	Aragón
Octubre 2006	200610	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	830	Aragón
Octubre 2006	200610	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2382	Aragón
Octubre 2006	200610	Mujeres	No consta	No consta	No consta	No consta	7	Aragón
Septiembre 2006	200609	Hombres	Españoles	Españoles	Españoles	ESPAÑA	15580	Aragón
Septiembre 2006	200609	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	777	Aragón
Septiembre 2006	200609	Hombres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	31	Aragón
Septiembre 2006	200609	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1898	Aragón
Septiembre 2006	200609	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	5798	Aragón
Septiembre 2006	200609	Hombres	No consta	No consta	No consta	No consta	6	Aragón
Septiembre 2006	200609	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	17290	Aragón
Septiembre 2006	200609	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	421	Aragón
Septiembre 2006	200609	Mujeres	Extranjeros comunitarios (UE-25)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	40	Aragón
Septiembre 2006	200609	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	828	Aragón
Septiembre 2006	200609	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2461	Aragón
Septiembre 2006	200609	Mujeres	No consta	No consta	No consta	No consta	6	Aragón
Agosto 2006	200608	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12848	Aragón
