Mes y año	Municipio código	Municipio nombre	Sexo	Edad (Grupos Quinquenales 2010)	Afiliaciones en alta
Septiembre 2014	22007	Albalate de Cinca	Hombres	55-59	11
Septiembre 2014	22007	Albalate de Cinca	Hombres	60-64	6
Septiembre 2014	22007	Albalate de Cinca	Hombres	65-69	2
Septiembre 2014	22007	Albalate de Cinca	Hombres	Más de 69	1
Septiembre 2014	22008	Albalatillo	Hombres	20-24	1
Septiembre 2014	22008	Albalatillo	Hombres	25-29	1
Septiembre 2014	22008	Albalatillo	Hombres	30-34	4
Septiembre 2014	22008	Albalatillo	Hombres	35-39	4
Septiembre 2014	22008	Albalatillo	Hombres	40-44	6
Septiembre 2014	22008	Albalatillo	Hombres	45-49	1
Septiembre 2014	22008	Albalatillo	Hombres	50-54	1
Septiembre 2014	22008	Albalatillo	Hombres	55-59	2
Septiembre 2014	22008	Albalatillo	Hombres	60-64	3
Septiembre 2014	22009	Albelda	Hombres	25-29	4
Septiembre 2014	22009	Albelda	Hombres	30-34	6
Septiembre 2014	22009	Albelda	Hombres	35-39	9
Septiembre 2014	22009	Albelda	Hombres	40-44	12
Septiembre 2014	22009	Albelda	Hombres	45-49	15
Septiembre 2014	22009	Albelda	Hombres	50-54	12
Septiembre 2014	22009	Albelda	Hombres	55-59	13
Septiembre 2014	22009	Albelda	Hombres	60-64	18
Septiembre 2014	22009	Albelda	Hombres	65-69	1
Septiembre 2014	22009	Albelda	Hombres	Más de 69	1
Septiembre 2014	22011	Albero Alto	Hombres	30-34	2
Septiembre 2014	22011	Albero Alto	Hombres	35-39	1
Septiembre 2014	22011	Albero Alto	Hombres	40-44	1
Septiembre 2014	22011	Albero Alto	Hombres	50-54	3
Septiembre 2014	22011	Albero Alto	Hombres	60-64	1
Septiembre 2014	22011	Albero Alto	Hombres	65-69	1
Septiembre 2014	22012	Albero Bajo	Hombres	25-29	1
Septiembre 2014	22012	Albero Bajo	Hombres	30-34	1
Septiembre 2014	22012	Albero Bajo	Hombres	35-39	3
Septiembre 2014	22012	Albero Bajo	Hombres	40-44	2
Septiembre 2014	22012	Albero Bajo	Hombres	45-49	1
Septiembre 2014	22012	Albero Bajo	Hombres	50-54	2
Septiembre 2014	22012	Albero Bajo	Hombres	55-59	1
Septiembre 2014	22012	Albero Bajo	Hombres	60-64	1
Septiembre 2014	22013	Alberuela de Tubo	Hombres	20-24	5
Septiembre 2014	22013	Alberuela de Tubo	Hombres	25-29	7
Septiembre 2014	22013	Alberuela de Tubo	Hombres	30-34	3
Septiembre 2014	22013	Alberuela de Tubo	Hombres	35-39	4
Septiembre 2014	22013	Alberuela de Tubo	Hombres	40-44	3
Septiembre 2014	22013	Alberuela de Tubo	Hombres	45-49	6
Septiembre 2014	22013	Alberuela de Tubo	Hombres	50-54	9
Septiembre 2014	22013	Alberuela de Tubo	Hombres	55-59	6
Septiembre 2014	22013	Alberuela de Tubo	Hombres	60-64	10
Septiembre 2014	22014	Alcalá de Gurrea	Hombres	30-34	2
Septiembre 2014	22014	Alcalá de Gurrea	Hombres	35-39	3
Septiembre 2014	22014	Alcalá de Gurrea	Hombres	40-44	1
Septiembre 2014	22014	Alcalá de Gurrea	Hombres	45-49	3
Septiembre 2014	22014	Alcalá de Gurrea	Hombres	50-54	3
Septiembre 2014	22014	Alcalá de Gurrea	Hombres	55-59	2
Septiembre 2014	22014	Alcalá de Gurrea	Hombres	65-69	1
Septiembre 2014	22015	Alcalá del Obispo	Hombres	25-29	5
Septiembre 2014	22015	Alcalá del Obispo	Hombres	30-34	1
Septiembre 2014	22015	Alcalá del Obispo	Hombres	35-39	2
Septiembre 2014	22015	Alcalá del Obispo	Hombres	40-44	2
Septiembre 2014	22015	Alcalá del Obispo	Hombres	45-49	3
Septiembre 2014	22015	Alcalá del Obispo	Hombres	50-54	8
Septiembre 2014	22015	Alcalá del Obispo	Hombres	55-59	4
Septiembre 2014	22015	Alcalá del Obispo	Hombres	60-64	4
Septiembre 2014	22015	Alcalá del Obispo	Hombres	Más de 69	1
Septiembre 2014	22016	Alcampell	Hombres	20-24	1
Septiembre 2014	22016	Alcampell	Hombres	25-29	2
Septiembre 2014	22016	Alcampell	Hombres	30-34	7
Septiembre 2014	22016	Alcampell	Hombres	35-39	17
Septiembre 2014	22016	Alcampell	Hombres	40-44	17
Septiembre 2014	22016	Alcampell	Hombres	45-49	5
Septiembre 2014	22016	Alcampell	Hombres	50-54	10
Septiembre 2014	22016	Alcampell	Hombres	55-59	10
Septiembre 2014	22016	Alcampell	Hombres	60-64	12
Septiembre 2014	22016	Alcampell	Hombres	65-69	3
Septiembre 2014	22017	Alcolea de Cinca	Hombres	20-24	4
Septiembre 2014	22017	Alcolea de Cinca	Hombres	25-29	7
Septiembre 2014	22017	Alcolea de Cinca	Hombres	30-34	15
Septiembre 2014	22017	Alcolea de Cinca	Hombres	35-39	13
Septiembre 2014	22017	Alcolea de Cinca	Hombres	40-44	11
Septiembre 2014	22017	Alcolea de Cinca	Hombres	45-49	11
Septiembre 2014	22017	Alcolea de Cinca	Hombres	50-54	16
Septiembre 2014	22017	Alcolea de Cinca	Hombres	55-59	21
Septiembre 2014	22017	Alcolea de Cinca	Hombres	60-64	11
Septiembre 2014	22017	Alcolea de Cinca	Hombres	65-69	5
Septiembre 2014	22018	Alcubierre	Hombres	20-24	2
Septiembre 2014	22018	Alcubierre	Hombres	25-29	2
Septiembre 2014	22018	Alcubierre	Hombres	30-34	5
Septiembre 2014	22018	Alcubierre	Hombres	35-39	9
Septiembre 2014	22018	Alcubierre	Hombres	40-44	11
Septiembre 2014	22018	Alcubierre	Hombres	45-49	11
Septiembre 2014	22018	Alcubierre	Hombres	50-54	6
Septiembre 2014	22018	Alcubierre	Hombres	55-59	6
Septiembre 2014	22018	Alcubierre	Hombres	60-64	3
Septiembre 2014	22018	Alcubierre	Hombres	65-69	4
Septiembre 2014	22019	Alerre	Hombres	30-34	1
Septiembre 2014	22019	Alerre	Hombres	35-39	3
Septiembre 2014	22019	Alerre	Hombres	40-44	1
Septiembre 2014	22019	Alerre	Hombres	45-49	1
Septiembre 2014	22019	Alerre	Hombres	55-59	2
Septiembre 2014	22019	Alerre	Hombres	60-64	2
Septiembre 2014	22019	Alerre	Hombres	65-69	3
Septiembre 2014	22020	Alfántega	Hombres	25-29	2
Septiembre 2014	22020	Alfántega	Hombres	35-39	3
Septiembre 2014	22020	Alfántega	Hombres	45-49	2
Septiembre 2014	22020	Alfántega	Hombres	50-54	2
Septiembre 2014	22020	Alfántega	Hombres	55-59	2
Septiembre 2014	22020	Alfántega	Hombres	60-64	2
Septiembre 2014	22021	Almudévar	Hombres	16-19	1
Septiembre 2014	22021	Almudévar	Hombres	20-24	4
Septiembre 2014	22021	Almudévar	Hombres	25-29	6
Septiembre 2014	22021	Almudévar	Hombres	30-34	14
Septiembre 2014	22021	Almudévar	Hombres	35-39	22
Septiembre 2014	22021	Almudévar	Hombres	40-44	28
Septiembre 2014	22021	Almudévar	Hombres	45-49	28
Septiembre 2014	22021	Almudévar	Hombres	50-54	26
Septiembre 2014	22021	Almudévar	Hombres	55-59	29
Septiembre 2014	22021	Almudévar	Hombres	60-64	13
Septiembre 2014	22021	Almudévar	Hombres	65-69	4
Septiembre 2014	22021	Almudévar	Hombres	Más de 69	2
Septiembre 2014	22022	Almunia de San Juan	Hombres	20-24	1
Septiembre 2014	22022	Almunia de San Juan	Hombres	25-29	2
Septiembre 2014	22022	Almunia de San Juan	Hombres	30-34	7
Septiembre 2014	22022	Almunia de San Juan	Hombres	35-39	3
Septiembre 2014	22022	Almunia de San Juan	Hombres	40-44	6
Septiembre 2014	22022	Almunia de San Juan	Hombres	45-49	10
Septiembre 2014	22022	Almunia de San Juan	Hombres	50-54	6
Septiembre 2014	22022	Almunia de San Juan	Hombres	55-59	4
Septiembre 2014	22022	Almunia de San Juan	Hombres	60-64	2
Septiembre 2014	22023	Almuniente	Hombres	20-24	2
Septiembre 2014	22023	Almuniente	Hombres	25-29	2
Septiembre 2014	22023	Almuniente	Hombres	30-34	6
Septiembre 2014	22023	Almuniente	Hombres	35-39	20
Septiembre 2014	22023	Almuniente	Hombres	40-44	9
Septiembre 2014	22023	Almuniente	Hombres	45-49	4
Septiembre 2014	22023	Almuniente	Hombres	50-54	8
Septiembre 2014	22023	Almuniente	Hombres	55-59	3
Septiembre 2014	22023	Almuniente	Hombres	60-64	8
Septiembre 2014	22024	Alquézar	Hombres	16-19	1
Septiembre 2014	22024	Alquézar	Hombres	30-34	2
Septiembre 2014	22024	Alquézar	Hombres	35-39	2
Septiembre 2014	22024	Alquézar	Hombres	40-44	6
Septiembre 2014	22024	Alquézar	Hombres	45-49	7
Septiembre 2014	22024	Alquézar	Hombres	50-54	6
Septiembre 2014	22024	Alquézar	Hombres	55-59	2
Septiembre 2014	22024	Alquézar	Hombres	60-64	7
Septiembre 2014	22024	Alquézar	Hombres	65-69	1
Septiembre 2014	22025	Altorricón	Hombres	20-24	3
Septiembre 2014	22025	Altorricón	Hombres	25-29	10
Septiembre 2014	22025	Altorricón	Hombres	30-34	24
Septiembre 2014	22025	Altorricón	Hombres	35-39	21
Septiembre 2014	22025	Altorricón	Hombres	40-44	10
Septiembre 2014	22025	Altorricón	Hombres	45-49	28
Septiembre 2014	22025	Altorricón	Hombres	50-54	29
Septiembre 2014	22025	Altorricón	Hombres	55-59	22
Septiembre 2014	22025	Altorricón	Hombres	60-64	18
Septiembre 2014	22025	Altorricón	Hombres	65-69	6
Septiembre 2014	22027	Angüés	Hombres	25-29	2
Septiembre 2014	22027	Angüés	Hombres	30-34	3
Septiembre 2014	22027	Angüés	Hombres	35-39	6
Septiembre 2014	22027	Angüés	Hombres	40-44	5
Septiembre 2014	22027	Angüés	Hombres	45-49	2
Septiembre 2014	22027	Angüés	Hombres	50-54	4
Septiembre 2014	22027	Angüés	Hombres	55-59	4
Septiembre 2014	22027	Angüés	Hombres	60-64	3
Septiembre 2014	22027	Angüés	Hombres	65-69	1
Septiembre 2014	22028	Ansó	Hombres	20-24	1
Septiembre 2014	22028	Ansó	Hombres	25-29	1
Septiembre 2014	22028	Ansó	Hombres	30-34	3
Septiembre 2014	22028	Ansó	Hombres	35-39	9
Septiembre 2014	22028	Ansó	Hombres	40-44	10
Septiembre 2014	22028	Ansó	Hombres	45-49	5
Septiembre 2014	22028	Ansó	Hombres	50-54	11
Septiembre 2014	22028	Ansó	Hombres	55-59	3
Septiembre 2014	22028	Ansó	Hombres	60-64	3
Septiembre 2014	22028	Ansó	Hombres	65-69	1
Septiembre 2014	22029	Antillón	Hombres	25-29	3
Septiembre 2014	22029	Antillón	Hombres	30-34	4
Septiembre 2014	22029	Antillón	Hombres	35-39	3
Septiembre 2014	22029	Antillón	Hombres	40-44	1
Septiembre 2014	22029	Antillón	Hombres	45-49	1
Septiembre 2014	22029	Antillón	Hombres	50-54	5
Septiembre 2014	22029	Antillón	Hombres	55-59	2
Septiembre 2014	22029	Antillón	Hombres	60-64	3
Septiembre 2014	22032	Aragüés del Puerto	Hombres	25-29	1
Septiembre 2014	22032	Aragüés del Puerto	Hombres	40-44	3
Septiembre 2014	22035	Arén	Hombres	16-19	1
Septiembre 2014	22035	Arén	Hombres	20-24	1
Septiembre 2014	22035	Arén	Hombres	30-34	3
Septiembre 2014	22035	Arén	Hombres	35-39	3
Septiembre 2014	22035	Arén	Hombres	40-44	2
Septiembre 2014	22035	Arén	Hombres	45-49	6
Septiembre 2014	22035	Arén	Hombres	50-54	3
Septiembre 2014	22035	Arén	Hombres	55-59	10
Septiembre 2014	22035	Arén	Hombres	60-64	3
Septiembre 2014	22035	Arén	Hombres	65-69	2
Septiembre 2014	22036	Argavieso	Hombres	30-34	1
Septiembre 2014	22036	Argavieso	Hombres	35-39	1
Septiembre 2014	22036	Argavieso	Hombres	45-49	3
Septiembre 2014	22036	Argavieso	Hombres	50-54	1
Septiembre 2014	22037	Arguis	Hombres	30-34	1
Septiembre 2014	22037	Arguis	Hombres	35-39	1
Septiembre 2014	22037	Arguis	Hombres	45-49	1
Septiembre 2014	22037	Arguis	Hombres	50-54	2
Septiembre 2014	22037	Arguis	Hombres	55-59	1
Septiembre 2014	22039	Ayerbe	Hombres	20-24	2
Septiembre 2014	22039	Ayerbe	Hombres	25-29	1
Septiembre 2014	22039	Ayerbe	Hombres	30-34	5
Septiembre 2014	22039	Ayerbe	Hombres	35-39	8
Septiembre 2014	22039	Ayerbe	Hombres	40-44	18
Septiembre 2014	22039	Ayerbe	Hombres	45-49	10
Septiembre 2014	22039	Ayerbe	Hombres	50-54	6
Septiembre 2014	22039	Ayerbe	Hombres	55-59	12
Septiembre 2014	22039	Ayerbe	Hombres	60-64	11
Septiembre 2014	22039	Ayerbe	Hombres	65-69	2
Septiembre 2014	22040	Azanuy-Alins	Hombres	20-24	1
Septiembre 2014	22040	Azanuy-Alins	Hombres	25-29	2
Septiembre 2014	22040	Azanuy-Alins	Hombres	30-34	1
Septiembre 2014	22040	Azanuy-Alins	Hombres	35-39	2
Septiembre 2014	22040	Azanuy-Alins	Hombres	40-44	1
Septiembre 2014	22040	Azanuy-Alins	Hombres	45-49	4
Septiembre 2014	22040	Azanuy-Alins	Hombres	50-54	1
Septiembre 2014	22040	Azanuy-Alins	Hombres	55-59	1
Septiembre 2014	22040	Azanuy-Alins	Hombres	60-64	3
Septiembre 2014	22041	Azara	Hombres	30-34	4
Septiembre 2014	22041	Azara	Hombres	35-39	2
Septiembre 2014	22041	Azara	Hombres	40-44	2
Septiembre 2014	22041	Azara	Hombres	45-49	3
Septiembre 2014	22041	Azara	Hombres	50-54	2
Septiembre 2014	22041	Azara	Hombres	55-59	2
Septiembre 2014	22041	Azara	Hombres	60-64	2
Septiembre 2014	22042	Azlor	Hombres	30-34	1
Septiembre 2014	22042	Azlor	Hombres	35-39	1
Septiembre 2014	22042	Azlor	Hombres	40-44	1
Septiembre 2014	22042	Azlor	Hombres	45-49	2
Septiembre 2014	22042	Azlor	Hombres	50-54	2
Septiembre 2014	22042	Azlor	Hombres	60-64	1
Septiembre 2014	22043	Baells	Hombres	20-24	1
Septiembre 2014	22043	Baells	Hombres	35-39	1
Septiembre 2014	22043	Baells	Hombres	40-44	3
Septiembre 2014	22043	Baells	Hombres	50-54	1
Septiembre 2014	22043	Baells	Hombres	55-59	1
Septiembre 2014	22043	Baells	Hombres	60-64	3
Septiembre 2014	22043	Baells	Hombres	65-69	1
Septiembre 2014	22043	Baells	Hombres	Más de 69	1
Septiembre 2014	22044	Bailo	Hombres	20-24	1
Septiembre 2014	22044	Bailo	Hombres	25-29	4
Septiembre 2014	22044	Bailo	Hombres	30-34	1
Septiembre 2014	22044	Bailo	Hombres	35-39	2
Septiembre 2014	22044	Bailo	Hombres	40-44	2
Septiembre 2014	22044	Bailo	Hombres	45-49	2
Septiembre 2014	22044	Bailo	Hombres	50-54	7
Septiembre 2014	22044	Bailo	Hombres	55-59	6
Septiembre 2014	22044	Bailo	Hombres	60-64	6
Septiembre 2014	22044	Bailo	Hombres	65-69	1
Septiembre 2014	22045	Baldellou	Hombres	25-29	1
Septiembre 2014	22045	Baldellou	Hombres	45-49	1
Septiembre 2014	22045	Baldellou	Hombres	50-54	4
Septiembre 2014	22045	Baldellou	Hombres	55-59	1
Septiembre 2014	22046	Ballobar	Hombres	20-24	6
Septiembre 2014	22046	Ballobar	Hombres	25-29	3
Septiembre 2014	22046	Ballobar	Hombres	30-34	10
Septiembre 2014	22046	Ballobar	Hombres	35-39	4
Septiembre 2014	22046	Ballobar	Hombres	40-44	7
Septiembre 2014	22046	Ballobar	Hombres	45-49	17
Septiembre 2014	22046	Ballobar	Hombres	50-54	11
Septiembre 2014	22046	Ballobar	Hombres	55-59	9
Septiembre 2014	22046	Ballobar	Hombres	60-64	13
Septiembre 2014	22046	Ballobar	Hombres	65-69	2
Septiembre 2014	22046	Ballobar	Hombres	Más de 69	1
Septiembre 2014	22047	Banastás	Hombres	20-24	1
Septiembre 2014	22047	Banastás	Hombres	25-29	1
Septiembre 2014	22047	Banastás	Hombres	40-44	5
Septiembre 2014	22047	Banastás	Hombres	45-49	3
Septiembre 2014	22047	Banastás	Hombres	50-54	3
Septiembre 2014	22047	Banastás	Hombres	55-59	1
Septiembre 2014	22047	Banastás	Hombres	60-64	1
Septiembre 2014	22047	Banastás	Hombres	Más de 69	1
Septiembre 2014	22048	Barbastro	Hombres	16-19	3
Septiembre 2014	22048	Barbastro	Hombres	20-24	22
Septiembre 2014	22048	Barbastro	Hombres	25-29	50
Septiembre 2014	22048	Barbastro	Hombres	30-34	84
Septiembre 2014	22048	Barbastro	Hombres	35-39	114
Septiembre 2014	22048	Barbastro	Hombres	40-44	132
Septiembre 2014	22048	Barbastro	Hombres	45-49	147
Septiembre 2014	22048	Barbastro	Hombres	50-54	144
Septiembre 2014	22048	Barbastro	Hombres	55-59	132
Septiembre 2014	22048	Barbastro	Hombres	60-64	91
Septiembre 2014	22048	Barbastro	Hombres	65-69	21
Septiembre 2014	22048	Barbastro	Hombres	Más de 69	10
Septiembre 2014	22049	Barbués	Hombres	20-24	1
Septiembre 2014	22049	Barbués	Hombres	25-29	4
Septiembre 2014	22049	Barbués	Hombres	40-44	1
Septiembre 2014	22049	Barbués	Hombres	45-49	2
Septiembre 2014	22049	Barbués	Hombres	50-54	5
Septiembre 2014	22049	Barbués	Hombres	55-59	4
Septiembre 2014	22049	Barbués	Hombres	60-64	2
Septiembre 2014	22049	Barbués	Hombres	65-69	1
Septiembre 2014	22050	Barbuñales	Hombres	25-29	1
Septiembre 2014	22050	Barbuñales	Hombres	30-34	1
Septiembre 2014	22050	Barbuñales	Hombres	35-39	1
Septiembre 2014	22050	Barbuñales	Hombres	40-44	1
Septiembre 2014	22050	Barbuñales	Hombres	45-49	1
Septiembre 2014	22050	Barbuñales	Hombres	50-54	1
Septiembre 2014	22050	Barbuñales	Hombres	55-59	3
Septiembre 2014	22050	Barbuñales	Hombres	60-64	1
Septiembre 2014	22051	Bárcabo	Hombres	35-39	2
Septiembre 2014	22051	Bárcabo	Hombres	45-49	1
Septiembre 2014	22051	Bárcabo	Hombres	50-54	3
Septiembre 2014	22051	Bárcabo	Hombres	55-59	1
Septiembre 2014	22051	Bárcabo	Hombres	60-64	3
Septiembre 2014	22052	Belver de Cinca	Hombres	20-24	3
Septiembre 2014	22052	Belver de Cinca	Hombres	25-29	5
Septiembre 2014	22052	Belver de Cinca	Hombres	30-34	10
Septiembre 2014	22052	Belver de Cinca	Hombres	35-39	26
Septiembre 2014	22052	Belver de Cinca	Hombres	40-44	19
Septiembre 2014	22052	Belver de Cinca	Hombres	45-49	22
Septiembre 2014	22052	Belver de Cinca	Hombres	50-54	18
Septiembre 2014	22052	Belver de Cinca	Hombres	55-59	23
Septiembre 2014	22052	Belver de Cinca	Hombres	60-64	12
Septiembre 2014	22052	Belver de Cinca	Hombres	65-69	3
Septiembre 2014	22053	Benabarre	Hombres	20-24	2
Septiembre 2014	22053	Benabarre	Hombres	25-29	4
Septiembre 2014	22053	Benabarre	Hombres	30-34	8
Septiembre 2014	22053	Benabarre	Hombres	35-39	15
Septiembre 2014	22053	Benabarre	Hombres	40-44	12
Septiembre 2014	22053	Benabarre	Hombres	45-49	11
Septiembre 2014	22053	Benabarre	Hombres	50-54	19
Septiembre 2014	22053	Benabarre	Hombres	55-59	17
Septiembre 2014	22053	Benabarre	Hombres	60-64	15
Septiembre 2014	22053	Benabarre	Hombres	65-69	4
Septiembre 2014	22054	Benasque	Hombres	20-24	4
Septiembre 2014	22054	Benasque	Hombres	25-29	6
Septiembre 2014	22054	Benasque	Hombres	30-34	10
Septiembre 2014	22054	Benasque	Hombres	35-39	19
Septiembre 2014	22054	Benasque	Hombres	40-44	20
Septiembre 2014	22054	Benasque	Hombres	45-49	27
Septiembre 2014	22054	Benasque	Hombres	50-54	12
Septiembre 2014	22054	Benasque	Hombres	55-59	23
Septiembre 2014	22054	Benasque	Hombres	60-64	13
Septiembre 2014	22054	Benasque	Hombres	65-69	3
Septiembre 2014	22054	Benasque	Hombres	Más de 69	1
Septiembre 2014	22055	Berbegal	Hombres	20-24	5
Septiembre 2014	22055	Berbegal	Hombres	25-29	3
Septiembre 2014	22055	Berbegal	Hombres	30-34	3
Septiembre 2014	22055	Berbegal	Hombres	35-39	6
Septiembre 2014	22055	Berbegal	Hombres	40-44	5
Septiembre 2014	22055	Berbegal	Hombres	45-49	3
Septiembre 2014	22055	Berbegal	Hombres	50-54	8
Septiembre 2014	22055	Berbegal	Hombres	55-59	5
Septiembre 2014	22055	Berbegal	Hombres	60-64	1
Septiembre 2014	22055	Berbegal	Hombres	65-69	1
Septiembre 2014	22057	Bielsa	Hombres	30-34	1
Septiembre 2014	22057	Bielsa	Hombres	35-39	3
Septiembre 2014	22057	Bielsa	Hombres	40-44	5
Septiembre 2014	22057	Bielsa	Hombres	45-49	2
Septiembre 2014	22057	Bielsa	Hombres	50-54	9
Septiembre 2014	22057	Bielsa	Hombres	55-59	6
Septiembre 2014	22057	Bielsa	Hombres	60-64	3
Septiembre 2014	22058	Bierge	Hombres	25-29	1
Septiembre 2014	22058	Bierge	Hombres	30-34	2
Septiembre 2014	22058	Bierge	Hombres	35-39	4
Septiembre 2014	22058	Bierge	Hombres	40-44	5
Septiembre 2014	22058	Bierge	Hombres	45-49	7
Septiembre 2014	22058	Bierge	Hombres	55-59	4
Septiembre 2014	22058	Bierge	Hombres	65-69	1
Septiembre 2014	22059	Biescas	Hombres	20-24	3
Septiembre 2014	22059	Biescas	Hombres	25-29	4
Septiembre 2014	22059	Biescas	Hombres	30-34	11
Septiembre 2014	22059	Biescas	Hombres	35-39	13
Septiembre 2014	22059	Biescas	Hombres	40-44	18
Septiembre 2014	22059	Biescas	Hombres	45-49	19
Septiembre 2014	22059	Biescas	Hombres	50-54	14
Septiembre 2014	22059	Biescas	Hombres	55-59	11
Septiembre 2014	22059	Biescas	Hombres	60-64	3
Septiembre 2014	22059	Biescas	Hombres	65-69	2
Septiembre 2014	22060	Binaced	Hombres	16-19	1
Septiembre 2014	22060	Binaced	Hombres	20-24	2
Septiembre 2014	22060	Binaced	Hombres	25-29	10
Septiembre 2014	22060	Binaced	Hombres	30-34	23
Septiembre 2014	22060	Binaced	Hombres	35-39	21
Septiembre 2014	22060	Binaced	Hombres	40-44	22
Septiembre 2014	22060	Binaced	Hombres	45-49	24
Septiembre 2014	22060	Binaced	Hombres	50-54	18
Septiembre 2014	22060	Binaced	Hombres	55-59	20
Septiembre 2014	22060	Binaced	Hombres	60-64	25
Septiembre 2014	22060	Binaced	Hombres	65-69	3
Septiembre 2014	22061	Binéfar	Hombres	20-24	16
Septiembre 2014	22061	Binéfar	Hombres	25-29	23
Septiembre 2014	22061	Binéfar	Hombres	30-34	58
Septiembre 2014	22061	Binéfar	Hombres	35-39	87
Septiembre 2014	22061	Binéfar	Hombres	40-44	102
Septiembre 2014	22061	Binéfar	Hombres	45-49	109
Septiembre 2014	22061	Binéfar	Hombres	50-54	96
Septiembre 2014	22061	Binéfar	Hombres	55-59	86
Septiembre 2014	22061	Binéfar	Hombres	60-64	59
Septiembre 2014	22061	Binéfar	Hombres	65-69	19
Septiembre 2014	22061	Binéfar	Hombres	Más de 69	7
Septiembre 2014	22062	Bisaurri	Hombres	25-29	1
Septiembre 2014	22062	Bisaurri	Hombres	30-34	2
Septiembre 2014	22062	Bisaurri	Hombres	35-39	1
Septiembre 2014	22062	Bisaurri	Hombres	40-44	4
Septiembre 2014	22062	Bisaurri	Hombres	45-49	1
Septiembre 2014	22062	Bisaurri	Hombres	50-54	5
Septiembre 2014	22062	Bisaurri	Hombres	55-59	4
Septiembre 2014	22062	Bisaurri	Hombres	60-64	6
Septiembre 2014	22063	Biscarrués	Hombres	25-29	1
Septiembre 2014	22063	Biscarrués	Hombres	30-34	2
Septiembre 2014	22063	Biscarrués	Hombres	35-39	1
Septiembre 2014	22063	Biscarrués	Hombres	40-44	5
Septiembre 2014	22063	Biscarrués	Hombres	45-49	4
Septiembre 2014	22063	Biscarrués	Hombres	50-54	5
Septiembre 2014	22063	Biscarrués	Hombres	55-59	2
Septiembre 2014	22063	Biscarrués	Hombres	60-64	1
Septiembre 2014	22063	Biscarrués	Hombres	65-69	2
Septiembre 2014	22064	Blecua y Torres	Hombres	25-29	1
Septiembre 2014	22064	Blecua y Torres	Hombres	30-34	2
Septiembre 2014	22064	Blecua y Torres	Hombres	35-39	3
Septiembre 2014	22064	Blecua y Torres	Hombres	40-44	1
Septiembre 2014	22064	Blecua y Torres	Hombres	45-49	2
Septiembre 2014	22064	Blecua y Torres	Hombres	50-54	5
Septiembre 2014	22064	Blecua y Torres	Hombres	55-59	2
Septiembre 2014	22066	Boltaña	Hombres	30-34	7
Septiembre 2014	22066	Boltaña	Hombres	35-39	9
Septiembre 2014	22066	Boltaña	Hombres	40-44	9
Septiembre 2014	22066	Boltaña	Hombres	45-49	13
Septiembre 2014	22066	Boltaña	Hombres	50-54	6
Septiembre 2014	22066	Boltaña	Hombres	55-59	9
Septiembre 2014	22066	Boltaña	Hombres	60-64	11
Septiembre 2014	22066	Boltaña	Hombres	Más de 69	1
Septiembre 2014	22067	Bonansa	Hombres	25-29	1
Septiembre 2014	22067	Bonansa	Hombres	30-34	1
Septiembre 2014	22067	Bonansa	Hombres	35-39	2
Septiembre 2014	22067	Bonansa	Hombres	45-49	1
Septiembre 2014	22067	Bonansa	Hombres	50-54	1
Septiembre 2014	22067	Bonansa	Hombres	55-59	2
Septiembre 2014	22067	Bonansa	Hombres	60-64	1
Septiembre 2014	22068	Borau	Hombres	30-34	3
Septiembre 2014	22068	Borau	Hombres	40-44	1
Septiembre 2014	22068	Borau	Hombres	45-49	1
Septiembre 2014	22068	Borau	Hombres	50-54	1
Septiembre 2014	22068	Borau	Hombres	55-59	1
Septiembre 2014	22069	Broto	Hombres	25-29	12
Septiembre 2014	22069	Broto	Hombres	30-34	5
Septiembre 2014	22069	Broto	Hombres	35-39	11
Septiembre 2014	22069	Broto	Hombres	40-44	9
Septiembre 2014	22069	Broto	Hombres	45-49	9
Septiembre 2014	22069	Broto	Hombres	50-54	14
Septiembre 2014	22069	Broto	Hombres	55-59	11
Septiembre 2014	22069	Broto	Hombres	60-64	6
Septiembre 2014	22069	Broto	Hombres	65-69	3
Septiembre 2014	22069	Broto	Hombres	Más de 69	1
Septiembre 2014	22072	Caldearenas	Hombres	20-24	1
Septiembre 2014	22072	Caldearenas	Hombres	25-29	1
Septiembre 2014	22072	Caldearenas	Hombres	30-34	4
Septiembre 2014	22072	Caldearenas	Hombres	35-39	1
Septiembre 2014	22072	Caldearenas	Hombres	40-44	2
Septiembre 2014	22072	Caldearenas	Hombres	45-49	2
Septiembre 2014	22072	Caldearenas	Hombres	50-54	1
Septiembre 2014	22072	Caldearenas	Hombres	55-59	4
Septiembre 2014	22072	Caldearenas	Hombres	60-64	2
Septiembre 2014	22072	Caldearenas	Hombres	65-69	1
Septiembre 2014	22074	Campo	Hombres	25-29	3
Septiembre 2014	22074	Campo	Hombres	30-34	2
Septiembre 2014	22074	Campo	Hombres	35-39	3
Septiembre 2014	22074	Campo	Hombres	40-44	6
Septiembre 2014	22074	Campo	Hombres	45-49	7
Septiembre 2014	22074	Campo	Hombres	50-54	4
Septiembre 2014	22074	Campo	Hombres	55-59	4
Septiembre 2014	22074	Campo	Hombres	60-64	5
Septiembre 2014	22074	Campo	Hombres	Más de 69	1
Septiembre 2014	22075	Camporrells	Hombres	20-24	1
Septiembre 2014	22075	Camporrells	Hombres	30-34	3
Septiembre 2014	22075	Camporrells	Hombres	35-39	2
Septiembre 2014	22075	Camporrells	Hombres	45-49	2
