Mes y año	Comarca nombre	Comarca código	Edad (Grupos Quinquenales 2010)	Sexo	Afiliaciones en alta
Septiembre 2013	Sobrarbe	03	20-24	Mujeres	3
Septiembre 2013	Sobrarbe	03	25-29	Hombres	34
Septiembre 2013	Sobrarbe	03	25-29	Mujeres	17
Septiembre 2013	Sobrarbe	03	30-34	Hombres	49
Septiembre 2013	Sobrarbe	03	30-34	Mujeres	22
Septiembre 2013	Sobrarbe	03	35-39	Hombres	103
Septiembre 2013	Sobrarbe	03	35-39	Mujeres	43
Septiembre 2013	Sobrarbe	03	40-44	Hombres	95
Septiembre 2013	Sobrarbe	03	40-44	Mujeres	50
Septiembre 2013	Sobrarbe	03	45-49	Hombres	103
Septiembre 2013	Sobrarbe	03	45-49	Mujeres	62
Septiembre 2013	Sobrarbe	03	50-54	Hombres	138
Septiembre 2013	Sobrarbe	03	50-54	Mujeres	40
Septiembre 2013	Sobrarbe	03	55-59	Hombres	93
Septiembre 2013	Sobrarbe	03	55-59	Mujeres	46
Septiembre 2013	Sobrarbe	03	60-64	Hombres	69
Septiembre 2013	Sobrarbe	03	60-64	Mujeres	44
Septiembre 2013	Sobrarbe	03	65-69	Hombres	8
Septiembre 2013	Sobrarbe	03	65-69	Mujeres	7
Septiembre 2013	Sobrarbe	03	Más de 69	Hombres	1
Septiembre 2013	Sobrarbe	03	Más de 69	Mujeres	5
Septiembre 2013	Somontano de Barbastro	07	16-19	Hombres	2
Septiembre 2013	Somontano de Barbastro	07	20-24	Hombres	51
Septiembre 2013	Somontano de Barbastro	07	20-24	Mujeres	9
Septiembre 2013	Somontano de Barbastro	07	25-29	Hombres	80
Septiembre 2013	Somontano de Barbastro	07	25-29	Mujeres	25
Septiembre 2013	Somontano de Barbastro	07	30-34	Hombres	148
Septiembre 2013	Somontano de Barbastro	07	30-34	Mujeres	58
Septiembre 2013	Somontano de Barbastro	07	35-39	Hombres	217
Septiembre 2013	Somontano de Barbastro	07	35-39	Mujeres	94
Septiembre 2013	Somontano de Barbastro	07	40-44	Hombres	225
Septiembre 2013	Somontano de Barbastro	07	40-44	Mujeres	101
Septiembre 2013	Somontano de Barbastro	07	45-49	Hombres	239
Septiembre 2013	Somontano de Barbastro	07	45-49	Mujeres	118
Septiembre 2013	Somontano de Barbastro	07	50-54	Hombres	199
Septiembre 2013	Somontano de Barbastro	07	50-54	Mujeres	125
Septiembre 2013	Somontano de Barbastro	07	55-59	Hombres	218
Septiembre 2013	Somontano de Barbastro	07	55-59	Mujeres	86
Septiembre 2013	Somontano de Barbastro	07	60-64	Hombres	158
Septiembre 2013	Somontano de Barbastro	07	60-64	Mujeres	77
Septiembre 2013	Somontano de Barbastro	07	65-69	Hombres	35
Septiembre 2013	Somontano de Barbastro	07	65-69	Mujeres	17
Septiembre 2013	Somontano de Barbastro	07	Más de 69	Hombres	10
Septiembre 2013	Somontano de Barbastro	07	Más de 69	Mujeres	4
Septiembre 2013	Tarazona y el Moncayo	12	16-19	Hombres	1
Septiembre 2013	Tarazona y el Moncayo	12	20-24	Hombres	11
Septiembre 2013	Tarazona y el Moncayo	12	20-24	Mujeres	7
Septiembre 2013	Tarazona y el Moncayo	12	25-29	Hombres	32
Septiembre 2013	Tarazona y el Moncayo	12	25-29	Mujeres	22
Septiembre 2013	Tarazona y el Moncayo	12	30-34	Hombres	38
Septiembre 2013	Tarazona y el Moncayo	12	30-34	Mujeres	26
Septiembre 2013	Tarazona y el Moncayo	12	35-39	Hombres	99
Septiembre 2013	Tarazona y el Moncayo	12	35-39	Mujeres	67
Septiembre 2013	Tarazona y el Moncayo	12	40-44	Hombres	105
Septiembre 2013	Tarazona y el Moncayo	12	40-44	Mujeres	56
Septiembre 2013	Tarazona y el Moncayo	12	45-49	Hombres	103
Septiembre 2013	Tarazona y el Moncayo	12	45-49	Mujeres	65
Septiembre 2013	Tarazona y el Moncayo	12	50-54	Hombres	102
Septiembre 2013	Tarazona y el Moncayo	12	50-54	Mujeres	44
Septiembre 2013	Tarazona y el Moncayo	12	55-59	Hombres	90
Septiembre 2013	Tarazona y el Moncayo	12	55-59	Mujeres	34
Septiembre 2013	Tarazona y el Moncayo	12	60-64	Hombres	54
Septiembre 2013	Tarazona y el Moncayo	12	60-64	Mujeres	34
Septiembre 2013	Tarazona y el Moncayo	12	65-69	Hombres	11
Septiembre 2013	Tarazona y el Moncayo	12	65-69	Mujeres	4
Septiembre 2013	Tarazona y el Moncayo	12	Más de 69	Hombres	1
Septiembre 2013	Tarazona y el Moncayo	12	Más de 69	Mujeres	3
Septiembre 2013	Valdejalón	16	16-19	Hombres	3
Septiembre 2013	Valdejalón	16	20-24	Hombres	35
Septiembre 2013	Valdejalón	16	20-24	Mujeres	20
Septiembre 2013	Valdejalón	16	25-29	Hombres	90
Septiembre 2013	Valdejalón	16	25-29	Mujeres	41
Septiembre 2013	Valdejalón	16	30-34	Hombres	145
Septiembre 2013	Valdejalón	16	30-34	Mujeres	51
Septiembre 2013	Valdejalón	16	35-39	Hombres	233
Septiembre 2013	Valdejalón	16	35-39	Mujeres	73
Septiembre 2013	Valdejalón	16	40-44	Hombres	258
Septiembre 2013	Valdejalón	16	40-44	Mujeres	107
Septiembre 2013	Valdejalón	16	45-49	Hombres	249
Septiembre 2013	Valdejalón	16	45-49	Mujeres	102
Septiembre 2013	Valdejalón	16	50-54	Hombres	223
Septiembre 2013	Valdejalón	16	50-54	Mujeres	92
Septiembre 2013	Valdejalón	16	55-59	Hombres	177
Septiembre 2013	Valdejalón	16	55-59	Mujeres	82
Septiembre 2013	Valdejalón	16	60-64	Hombres	161
Septiembre 2013	Valdejalón	16	60-64	Mujeres	64
Septiembre 2013	Valdejalón	16	65-69	Hombres	17
Septiembre 2013	Valdejalón	16	65-69	Mujeres	14
Septiembre 2013	Valdejalón	16	Más de 69	Hombres	3
Septiembre 2013	Valdejalón	16	Más de 69	Mujeres	2
Junio 2013	Alto Gállego	02	16-19	Hombres	8
Junio 2013	Alto Gállego	02	16-19	Mujeres	2
Junio 2013	Alto Gállego	02	20-24	Hombres	61
Junio 2013	Alto Gállego	02	20-24	Mujeres	38
Junio 2013	Alto Gállego	02	25-29	Hombres	151
Junio 2013	Alto Gállego	02	25-29	Mujeres	95
Junio 2013	Alto Gállego	02	30-34	Hombres	251
Junio 2013	Alto Gállego	02	30-34	Mujeres	187
Junio 2013	Alto Gállego	02	35-39	Hombres	271
Junio 2013	Alto Gállego	02	35-39	Mujeres	197
Junio 2013	Alto Gállego	02	40-44	Hombres	252
Junio 2013	Alto Gállego	02	40-44	Mujeres	223
Junio 2013	Alto Gállego	02	45-49	Hombres	287
Junio 2013	Alto Gállego	02	45-49	Mujeres	202
Junio 2013	Alto Gállego	02	50-54	Hombres	251
Junio 2013	Alto Gállego	02	50-54	Mujeres	174
Junio 2013	Alto Gállego	02	55-59	Hombres	194
Junio 2013	Alto Gállego	02	55-59	Mujeres	95
Junio 2013	Alto Gállego	02	60-64	Hombres	109
Junio 2013	Alto Gállego	02	60-64	Mujeres	51
Junio 2013	Alto Gállego	02	Más de 69	Mujeres	2
Junio 2013	Andorra-Sierra de Arcos	27	16-19	Hombres	5
Junio 2013	Andorra-Sierra de Arcos	27	16-19	Mujeres	2
Junio 2013	Andorra-Sierra de Arcos	27	20-24	Hombres	58
Junio 2013	Andorra-Sierra de Arcos	27	20-24	Mujeres	36
Junio 2013	Andorra-Sierra de Arcos	27	25-29	Hombres	103
Junio 2013	Andorra-Sierra de Arcos	27	25-29	Mujeres	69
Junio 2013	Andorra-Sierra de Arcos	27	30-34	Hombres	168
Junio 2013	Andorra-Sierra de Arcos	27	30-34	Mujeres	103
Junio 2013	Andorra-Sierra de Arcos	27	35-39	Hombres	130
Junio 2013	Andorra-Sierra de Arcos	27	35-39	Mujeres	124
Junio 2013	Andorra-Sierra de Arcos	27	40-44	Hombres	158
Junio 2013	Andorra-Sierra de Arcos	27	40-44	Mujeres	105
Junio 2013	Andorra-Sierra de Arcos	27	45-49	Hombres	165
Junio 2013	Andorra-Sierra de Arcos	27	45-49	Mujeres	103
Junio 2013	Andorra-Sierra de Arcos	27	50-54	Hombres	173
Junio 2013	Andorra-Sierra de Arcos	27	50-54	Mujeres	86
Junio 2013	Andorra-Sierra de Arcos	27	55-59	Hombres	105
Junio 2013	Andorra-Sierra de Arcos	27	55-59	Mujeres	25
Junio 2013	Andorra-Sierra de Arcos	27	60-64	Hombres	26
Junio 2013	Andorra-Sierra de Arcos	27	60-64	Mujeres	10
Junio 2013	Andorra-Sierra de Arcos	27	65-69	Hombres	2
Junio 2013	Andorra-Sierra de Arcos	27	65-69	Mujeres	2
Junio 2013	Andorra-Sierra de Arcos	27	Más de 69	Hombres	1
Junio 2013	Aranda	14	16-19	Hombres	6
Junio 2013	Aranda	14	16-19	Mujeres	2
Junio 2013	Aranda	14	20-24	Hombres	37
Junio 2013	Aranda	14	20-24	Mujeres	36
Junio 2013	Aranda	14	25-29	Hombres	67
Junio 2013	Aranda	14	25-29	Mujeres	36
Junio 2013	Aranda	14	30-34	Hombres	114
Junio 2013	Aranda	14	30-34	Mujeres	54
Junio 2013	Aranda	14	35-39	Hombres	117
Junio 2013	Aranda	14	35-39	Mujeres	83
Junio 2013	Aranda	14	40-44	Hombres	141
Junio 2013	Aranda	14	40-44	Mujeres	112
Junio 2013	Aranda	14	45-49	Hombres	150
Junio 2013	Aranda	14	45-49	Mujeres	104
Junio 2013	Aranda	14	50-54	Hombres	132
Junio 2013	Aranda	14	50-54	Mujeres	78
Junio 2013	Aranda	14	55-59	Hombres	106
Junio 2013	Aranda	14	55-59	Mujeres	49
Junio 2013	Aranda	14	60-64	Hombres	47
Junio 2013	Aranda	14	60-64	Mujeres	17
Junio 2013	Aranda	14	65-69	Mujeres	1
Junio 2013	Aranda	14	Más de 69	Hombres	1
Junio 2013	Aranda	14	Más de 69	Mujeres	1
Junio 2013	Bajo Aragón	28	16-19	Hombres	29
Junio 2013	Bajo Aragón	28	16-19	Mujeres	21
Junio 2013	Bajo Aragón	28	20-24	Hombres	203
Junio 2013	Bajo Aragón	28	20-24	Mujeres	195
Junio 2013	Bajo Aragón	28	25-29	Hombres	429
Junio 2013	Bajo Aragón	28	25-29	Mujeres	411
Junio 2013	Bajo Aragón	28	30-34	Hombres	504
Junio 2013	Bajo Aragón	28	30-34	Mujeres	553
Junio 2013	Bajo Aragón	28	35-39	Hombres	594
Junio 2013	Bajo Aragón	28	35-39	Mujeres	599
Junio 2013	Bajo Aragón	28	40-44	Hombres	509
Junio 2013	Bajo Aragón	28	40-44	Mujeres	544
Junio 2013	Bajo Aragón	28	45-49	Hombres	452
Junio 2013	Bajo Aragón	28	45-49	Mujeres	475
Junio 2013	Bajo Aragón	28	50-54	Hombres	384
Junio 2013	Bajo Aragón	28	50-54	Mujeres	378
Junio 2013	Bajo Aragón	28	55-59	Hombres	267
Junio 2013	Bajo Aragón	28	55-59	Mujeres	226
Junio 2013	Bajo Aragón	28	60-64	Hombres	156
Junio 2013	Bajo Aragón	28	60-64	Mujeres	110
Junio 2013	Bajo Aragón	28	65-69	Hombres	6
Junio 2013	Bajo Aragón	28	65-69	Mujeres	10
Junio 2013	Bajo Aragón	28	Más de 69	Hombres	1
Junio 2013	Bajo Aragón	28	Más de 69	Mujeres	4
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	16-19	Hombres	82
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	16-19	Mujeres	30
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	20-24	Hombres	269
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	20-24	Mujeres	186
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	25-29	Hombres	362
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	25-29	Mujeres	268
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	30-34	Hombres	515
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	30-34	Mujeres	302
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	35-39	Hombres	618
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	35-39	Mujeres	411
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	40-44	Hombres	525
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	40-44	Mujeres	389
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	45-49	Hombres	354
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	45-49	Mujeres	329
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	50-54	Hombres	244
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	50-54	Mujeres	204
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	55-59	Hombres	193
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	55-59	Mujeres	120
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	60-64	Hombres	87
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	60-64	Mujeres	49
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	65-69	Hombres	3
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	65-69	Mujeres	4
Junio 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Más de 69	Mujeres	2
Junio 2013	Bajo Cinca / Baix Cinca	11	16-19	Hombres	204
Junio 2013	Bajo Cinca / Baix Cinca	11	16-19	Mujeres	135
Junio 2013	Bajo Cinca / Baix Cinca	11	20-24	Hombres	554
Junio 2013	Bajo Cinca / Baix Cinca	11	20-24	Mujeres	409
Junio 2013	Bajo Cinca / Baix Cinca	11	25-29	Hombres	874
Junio 2013	Bajo Cinca / Baix Cinca	11	25-29	Mujeres	553
Junio 2013	Bajo Cinca / Baix Cinca	11	30-34	Hombres	1215
Junio 2013	Bajo Cinca / Baix Cinca	11	30-34	Mujeres	672
Junio 2013	Bajo Cinca / Baix Cinca	11	35-39	Hombres	1428
Junio 2013	Bajo Cinca / Baix Cinca	11	35-39	Mujeres	807
Junio 2013	Bajo Cinca / Baix Cinca	11	40-44	Hombres	1163
Junio 2013	Bajo Cinca / Baix Cinca	11	40-44	Mujeres	731
Junio 2013	Bajo Cinca / Baix Cinca	11	45-49	Hombres	815
Junio 2013	Bajo Cinca / Baix Cinca	11	45-49	Mujeres	623
Junio 2013	Bajo Cinca / Baix Cinca	11	50-54	Hombres	559
Junio 2013	Bajo Cinca / Baix Cinca	11	50-54	Mujeres	399
Junio 2013	Bajo Cinca / Baix Cinca	11	55-59	Hombres	332
Junio 2013	Bajo Cinca / Baix Cinca	11	55-59	Mujeres	206
Junio 2013	Bajo Cinca / Baix Cinca	11	60-64	Hombres	151
Junio 2013	Bajo Cinca / Baix Cinca	11	60-64	Mujeres	101
Junio 2013	Bajo Cinca / Baix Cinca	11	65-69	Hombres	10
Junio 2013	Bajo Cinca / Baix Cinca	11	65-69	Mujeres	7
Junio 2013	Bajo Cinca / Baix Cinca	11	Más de 69	Hombres	5
Junio 2013	Bajo Cinca / Baix Cinca	11	Más de 69	Mujeres	4
Junio 2013	Bajo Martín	23	16-19	Hombres	8
Junio 2013	Bajo Martín	23	16-19	Mujeres	2
Junio 2013	Bajo Martín	23	20-24	Hombres	67
Junio 2013	Bajo Martín	23	20-24	Mujeres	16
Junio 2013	Bajo Martín	23	25-29	Hombres	117
Junio 2013	Bajo Martín	23	25-29	Mujeres	44
Junio 2013	Bajo Martín	23	30-34	Hombres	150
Junio 2013	Bajo Martín	23	30-34	Mujeres	69
Junio 2013	Bajo Martín	23	35-39	Hombres	183
Junio 2013	Bajo Martín	23	35-39	Mujeres	84
Junio 2013	Bajo Martín	23	40-44	Hombres	137
Junio 2013	Bajo Martín	23	40-44	Mujeres	90
Junio 2013	Bajo Martín	23	45-49	Hombres	139
Junio 2013	Bajo Martín	23	45-49	Mujeres	64
Junio 2013	Bajo Martín	23	50-54	Hombres	122
Junio 2013	Bajo Martín	23	50-54	Mujeres	67
Junio 2013	Bajo Martín	23	55-59	Hombres	73
Junio 2013	Bajo Martín	23	55-59	Mujeres	40
Junio 2013	Bajo Martín	23	60-64	Hombres	34
Junio 2013	Bajo Martín	23	60-64	Mujeres	18
Junio 2013	Bajo Martín	23	65-69	Hombres	4
Junio 2013	Bajo Martín	23	65-69	Mujeres	1
Junio 2013	Campo de Belchite	22	16-19	Hombres	1
Junio 2013	Campo de Belchite	22	16-19	Mujeres	1
Junio 2013	Campo de Belchite	22	20-24	Hombres	16
Junio 2013	Campo de Belchite	22	20-24	Mujeres	13
Junio 2013	Campo de Belchite	22	25-29	Hombres	33
Junio 2013	Campo de Belchite	22	25-29	Mujeres	21
Junio 2013	Campo de Belchite	22	30-34	Hombres	44
Junio 2013	Campo de Belchite	22	30-34	Mujeres	36
Junio 2013	Campo de Belchite	22	35-39	Hombres	50
Junio 2013	Campo de Belchite	22	35-39	Mujeres	56
Junio 2013	Campo de Belchite	22	40-44	Hombres	49
Junio 2013	Campo de Belchite	22	40-44	Mujeres	57
Junio 2013	Campo de Belchite	22	45-49	Hombres	58
Junio 2013	Campo de Belchite	22	45-49	Mujeres	52
Junio 2013	Campo de Belchite	22	50-54	Hombres	50
Junio 2013	Campo de Belchite	22	50-54	Mujeres	29
Junio 2013	Campo de Belchite	22	55-59	Hombres	27
Junio 2013	Campo de Belchite	22	55-59	Mujeres	22
Junio 2013	Campo de Belchite	22	60-64	Hombres	23
Junio 2013	Campo de Belchite	22	60-64	Mujeres	7
Junio 2013	Campo de Belchite	22	65-69	Hombres	1
Junio 2013	Campo de Belchite	22	65-69	Mujeres	1
Junio 2013	Campo de Borja	13	16-19	Hombres	9
Junio 2013	Campo de Borja	13	16-19	Mujeres	11
Junio 2013	Campo de Borja	13	20-24	Hombres	102
Junio 2013	Campo de Borja	13	20-24	Mujeres	75
Junio 2013	Campo de Borja	13	25-29	Hombres	158
Junio 2013	Campo de Borja	13	25-29	Mujeres	198
Junio 2013	Campo de Borja	13	30-34	Hombres	238
Junio 2013	Campo de Borja	13	30-34	Mujeres	262
Junio 2013	Campo de Borja	13	35-39	Hombres	224
Junio 2013	Campo de Borja	13	35-39	Mujeres	302
Junio 2013	Campo de Borja	13	40-44	Hombres	232
Junio 2013	Campo de Borja	13	40-44	Mujeres	269
Junio 2013	Campo de Borja	13	45-49	Hombres	198
Junio 2013	Campo de Borja	13	45-49	Mujeres	268
Junio 2013	Campo de Borja	13	50-54	Hombres	147
Junio 2013	Campo de Borja	13	50-54	Mujeres	202
Junio 2013	Campo de Borja	13	55-59	Hombres	105
Junio 2013	Campo de Borja	13	55-59	Mujeres	109
Junio 2013	Campo de Borja	13	60-64	Hombres	55
Junio 2013	Campo de Borja	13	60-64	Mujeres	44
Junio 2013	Campo de Borja	13	65-69	Hombres	1
Junio 2013	Campo de Borja	13	65-69	Mujeres	4
Junio 2013	Campo de Cariñena	21	16-19	Hombres	15
Junio 2013	Campo de Cariñena	21	16-19	Mujeres	8
Junio 2013	Campo de Cariñena	21	20-24	Hombres	107
Junio 2013	Campo de Cariñena	21	20-24	Mujeres	45
Junio 2013	Campo de Cariñena	21	25-29	Hombres	197
Junio 2013	Campo de Cariñena	21	25-29	Mujeres	118
Junio 2013	Campo de Cariñena	21	30-34	Hombres	352
Junio 2013	Campo de Cariñena	21	30-34	Mujeres	133
Junio 2013	Campo de Cariñena	21	35-39	Hombres	382
Junio 2013	Campo de Cariñena	21	35-39	Mujeres	179
Junio 2013	Campo de Cariñena	21	40-44	Hombres	361
Junio 2013	Campo de Cariñena	21	40-44	Mujeres	158
Junio 2013	Campo de Cariñena	21	45-49	Hombres	257
Junio 2013	Campo de Cariñena	21	45-49	Mujeres	90
Junio 2013	Campo de Cariñena	21	50-54	Hombres	210
Junio 2013	Campo de Cariñena	21	50-54	Mujeres	99
Junio 2013	Campo de Cariñena	21	55-59	Hombres	144
Junio 2013	Campo de Cariñena	21	55-59	Mujeres	56
Junio 2013	Campo de Cariñena	21	60-64	Hombres	100
Junio 2013	Campo de Cariñena	21	60-64	Mujeres	25
Junio 2013	Campo de Cariñena	21	65-69	Hombres	7
Junio 2013	Campo de Cariñena	21	65-69	Mujeres	3
Junio 2013	Campo de Daroca	24	16-19	Hombres	5
Junio 2013	Campo de Daroca	24	16-19	Mujeres	1
Junio 2013	Campo de Daroca	24	20-24	Hombres	44
Junio 2013	Campo de Daroca	24	20-24	Mujeres	25
Junio 2013	Campo de Daroca	24	25-29	Hombres	78
Junio 2013	Campo de Daroca	24	25-29	Mujeres	40
Junio 2013	Campo de Daroca	24	30-34	Hombres	114
Junio 2013	Campo de Daroca	24	30-34	Mujeres	44
Junio 2013	Campo de Daroca	24	35-39	Hombres	130
Junio 2013	Campo de Daroca	24	35-39	Mujeres	65
Junio 2013	Campo de Daroca	24	40-44	Hombres	121
Junio 2013	Campo de Daroca	24	40-44	Mujeres	79
Junio 2013	Campo de Daroca	24	45-49	Hombres	91
Junio 2013	Campo de Daroca	24	45-49	Mujeres	65
Junio 2013	Campo de Daroca	24	50-54	Hombres	69
Junio 2013	Campo de Daroca	24	50-54	Mujeres	52
Junio 2013	Campo de Daroca	24	55-59	Hombres	60
Junio 2013	Campo de Daroca	24	55-59	Mujeres	25
Junio 2013	Campo de Daroca	24	60-64	Hombres	20
Junio 2013	Campo de Daroca	24	60-64	Mujeres	14
Junio 2013	Campo de Daroca	24	65-69	Hombres	1
Junio 2013	Central	17	16-19	Hombres	450
Junio 2013	Central	17	16-19	Mujeres	439
Junio 2013	Central	17	20-24	Hombres	4782
Junio 2013	Central	17	20-24	Mujeres	5625
Junio 2013	Central	17	25-29	Hombres	11232
Junio 2013	Central	17	25-29	Mujeres	13768
Junio 2013	Central	17	30-34	Hombres	15971
Junio 2013	Central	17	30-34	Mujeres	17949
Junio 2013	Central	17	35-39	Hombres	19835
Junio 2013	Central	17	35-39	Mujeres	20303
Junio 2013	Central	17	40-44	Hombres	17906
Junio 2013	Central	17	40-44	Mujeres	18267
Junio 2013	Central	17	45-49	Hombres	15839
Junio 2013	Central	17	45-49	Mujeres	16983
Junio 2013	Central	17	50-54	Hombres	13523
Junio 2013	Central	17	50-54	Mujeres	14543
Junio 2013	Central	17	55-59	Hombres	10147
Junio 2013	Central	17	55-59	Mujeres	10685
Junio 2013	Central	17	60-64	Hombres	6609
Junio 2013	Central	17	60-64	Mujeres	5979
Junio 2013	Central	17	65-69	Hombres	418
Junio 2013	Central	17	65-69	Mujeres	408
Junio 2013	Central	17	Más de 69	Hombres	75
Junio 2013	Central	17	Más de 69	Mujeres	56
Junio 2013	Central	17	Sin clasificar	Hombres	2
Junio 2013	Cinca Medio	08	16-19	Hombres	30
Junio 2013	Cinca Medio	08	16-19	Mujeres	26
Junio 2013	Cinca Medio	08	20-24	Hombres	214
Junio 2013	Cinca Medio	08	20-24	Mujeres	123
Junio 2013	Cinca Medio	08	25-29	Hombres	391
Junio 2013	Cinca Medio	08	25-29	Mujeres	253
Junio 2013	Cinca Medio	08	30-34	Hombres	538
Junio 2013	Cinca Medio	08	30-34	Mujeres	301
Junio 2013	Cinca Medio	08	35-39	Hombres	644
Junio 2013	Cinca Medio	08	35-39	Mujeres	394
Junio 2013	Cinca Medio	08	40-44	Hombres	550
Junio 2013	Cinca Medio	08	40-44	Mujeres	360
Junio 2013	Cinca Medio	08	45-49	Hombres	545
Junio 2013	Cinca Medio	08	45-49	Mujeres	325
Junio 2013	Cinca Medio	08	50-54	Hombres	455
Junio 2013	Cinca Medio	08	50-54	Mujeres	250
Junio 2013	Cinca Medio	08	55-59	Hombres	347
Junio 2013	Cinca Medio	08	55-59	Mujeres	149
Junio 2013	Cinca Medio	08	60-64	Hombres	172
Junio 2013	Cinca Medio	08	60-64	Mujeres	83
Junio 2013	Cinca Medio	08	65-69	Hombres	12
Junio 2013	Cinca Medio	08	65-69	Mujeres	7
Junio 2013	Cinca Medio	08	Más de 69	Hombres	2
Junio 2013	Cinca Medio	08	Más de 69	Mujeres	3
Junio 2013	Cinco Villas	05	16-19	Hombres	40
Junio 2013	Cinco Villas	05	16-19	Mujeres	12
Junio 2013	Cinco Villas	05	20-24	Hombres	199
Junio 2013	Cinco Villas	05	20-24	Mujeres	143
Junio 2013	Cinco Villas	05	25-29	Hombres	431
Junio 2013	Cinco Villas	05	25-29	Mujeres	293
Junio 2013	Cinco Villas	05	30-34	Hombres	562
Junio 2013	Cinco Villas	05	30-34	Mujeres	401
Junio 2013	Cinco Villas	05	35-39	Hombres	595
Junio 2013	Cinco Villas	05	35-39	Mujeres	451
Junio 2013	Cinco Villas	05	40-44	Hombres	614
Junio 2013	Cinco Villas	05	40-44	Mujeres	443
Junio 2013	Cinco Villas	05	45-49	Hombres	535
Junio 2013	Cinco Villas	05	45-49	Mujeres	435
Junio 2013	Cinco Villas	05	50-54	Hombres	511
Junio 2013	Cinco Villas	05	50-54	Mujeres	384
Junio 2013	Cinco Villas	05	55-59	Hombres	334
Junio 2013	Cinco Villas	05	55-59	Mujeres	213
Junio 2013	Cinco Villas	05	60-64	Hombres	185
Junio 2013	Cinco Villas	05	60-64	Mujeres	86
Junio 2013	Cinco Villas	05	65-69	Hombres	14
Junio 2013	Cinco Villas	05	65-69	Mujeres	3
Junio 2013	Cinco Villas	05	Más de 69	Hombres	5
Junio 2013	Cinco Villas	05	Más de 69	Mujeres	7
Junio 2013	Comunidad de Calatayud	20	16-19	Hombres	36
Junio 2013	Comunidad de Calatayud	20	16-19	Mujeres	19
Junio 2013	Comunidad de Calatayud	20	20-24	Hombres	215
Junio 2013	Comunidad de Calatayud	20	20-24	Mujeres	178
Junio 2013	Comunidad de Calatayud	20	25-29	Hombres	407
Junio 2013	Comunidad de Calatayud	20	25-29	Mujeres	365
Junio 2013	Comunidad de Calatayud	20	30-34	Hombres	495
Junio 2013	Comunidad de Calatayud	20	30-34	Mujeres	466
Junio 2013	Comunidad de Calatayud	20	35-39	Hombres	537
Junio 2013	Comunidad de Calatayud	20	35-39	Mujeres	507
Junio 2013	Comunidad de Calatayud	20	40-44	Hombres	596
Junio 2013	Comunidad de Calatayud	20	40-44	Mujeres	574
Junio 2013	Comunidad de Calatayud	20	45-49	Hombres	528
Junio 2013	Comunidad de Calatayud	20	45-49	Mujeres	514
Junio 2013	Comunidad de Calatayud	20	50-54	Hombres	469
Junio 2013	Comunidad de Calatayud	20	50-54	Mujeres	423
Junio 2013	Comunidad de Calatayud	20	55-59	Hombres	331
Junio 2013	Comunidad de Calatayud	20	55-59	Mujeres	253
Junio 2013	Comunidad de Calatayud	20	60-64	Hombres	182
Junio 2013	Comunidad de Calatayud	20	60-64	Mujeres	131
Junio 2013	Comunidad de Calatayud	20	65-69	Hombres	13
Junio 2013	Comunidad de Calatayud	20	65-69	Mujeres	14
Junio 2013	Comunidad de Calatayud	20	Más de 69	Hombres	1
Junio 2013	Comunidad de Calatayud	20	Más de 69	Mujeres	1
Junio 2013	Comunidad de Teruel	29	16-19	Hombres	37
Junio 2013	Comunidad de Teruel	29	16-19	Mujeres	17
Junio 2013	Comunidad de Teruel	29	20-24	Hombres	347
Junio 2013	Comunidad de Teruel	29	20-24	Mujeres	303
Junio 2013	Comunidad de Teruel	29	25-29	Hombres	826
Junio 2013	Comunidad de Teruel	29	25-29	Mujeres	879
Junio 2013	Comunidad de Teruel	29	30-34	Hombres	1246
Junio 2013	Comunidad de Teruel	29	30-34	Mujeres	1187
Junio 2013	Comunidad de Teruel	29	35-39	Hombres	1320
Junio 2013	Comunidad de Teruel	29	35-39	Mujeres	1272
Junio 2013	Comunidad de Teruel	29	40-44	Hombres	1248
