Mes y año	Comarca nombre	Comarca código	Edad (Grupos Quinquenales 2010)	Sexo	Afiliaciones en alta
Septiembre 2021	Alto Gállego	02	16-19	Hombres	17
Septiembre 2021	Alto Gállego	02	16-19	Mujeres	9
Septiembre 2021	Alto Gállego	02	20-24	Hombres	89
Septiembre 2021	Alto Gállego	02	20-24	Mujeres	57
Septiembre 2021	Alto Gállego	02	25-29	Hombres	167
Septiembre 2021	Alto Gállego	02	25-29	Mujeres	89
Septiembre 2021	Alto Gállego	02	30-34	Hombres	194
Septiembre 2021	Alto Gállego	02	30-34	Mujeres	110
Septiembre 2021	Alto Gállego	02	35-39	Hombres	289
Septiembre 2021	Alto Gállego	02	35-39	Mujeres	175
Septiembre 2021	Alto Gállego	02	40-44	Hombres	350
Septiembre 2021	Alto Gállego	02	40-44	Mujeres	233
Septiembre 2021	Alto Gállego	02	45-49	Hombres	335
Septiembre 2021	Alto Gállego	02	45-49	Mujeres	230
Septiembre 2021	Alto Gállego	02	50-54	Hombres	308
Septiembre 2021	Alto Gállego	02	50-54	Mujeres	244
Septiembre 2021	Alto Gállego	02	55-59	Hombres	288
Septiembre 2021	Alto Gállego	02	55-59	Mujeres	193
Septiembre 2021	Alto Gállego	02	60-64	Hombres	157
Septiembre 2021	Alto Gállego	02	60-64	Mujeres	123
Septiembre 2021	Alto Gállego	02	65-69	Hombres	3
Septiembre 2021	Alto Gállego	02	65-69	Mujeres	10
Septiembre 2021	Andorra-Sierra de Arcos	27	16-19	Hombres	8
Septiembre 2021	Andorra-Sierra de Arcos	27	20-24	Hombres	38
Septiembre 2021	Andorra-Sierra de Arcos	27	20-24	Mujeres	33
Septiembre 2021	Andorra-Sierra de Arcos	27	25-29	Hombres	51
Septiembre 2021	Andorra-Sierra de Arcos	27	25-29	Mujeres	39
Septiembre 2021	Andorra-Sierra de Arcos	27	30-34	Hombres	84
Septiembre 2021	Andorra-Sierra de Arcos	27	30-34	Mujeres	70
Septiembre 2021	Andorra-Sierra de Arcos	27	35-39	Hombres	121
Septiembre 2021	Andorra-Sierra de Arcos	27	35-39	Mujeres	83
Septiembre 2021	Andorra-Sierra de Arcos	27	40-44	Hombres	146
Septiembre 2021	Andorra-Sierra de Arcos	27	40-44	Mujeres	109
Septiembre 2021	Andorra-Sierra de Arcos	27	45-49	Hombres	103
Septiembre 2021	Andorra-Sierra de Arcos	27	45-49	Mujeres	127
Septiembre 2021	Andorra-Sierra de Arcos	27	50-54	Hombres	129
Septiembre 2021	Andorra-Sierra de Arcos	27	50-54	Mujeres	109
Septiembre 2021	Andorra-Sierra de Arcos	27	55-59	Hombres	108
Septiembre 2021	Andorra-Sierra de Arcos	27	55-59	Mujeres	84
Septiembre 2021	Andorra-Sierra de Arcos	27	60-64	Hombres	46
Septiembre 2021	Andorra-Sierra de Arcos	27	60-64	Mujeres	35
Septiembre 2021	Andorra-Sierra de Arcos	27	65-69	Mujeres	4
Septiembre 2021	Andorra-Sierra de Arcos	27	Más de 69	Hombres	1
Septiembre 2021	Aranda	14	16-19	Hombres	7
Septiembre 2021	Aranda	14	16-19	Mujeres	4
Septiembre 2021	Aranda	14	20-24	Hombres	34
Septiembre 2021	Aranda	14	20-24	Mujeres	10
Septiembre 2021	Aranda	14	25-29	Hombres	29
Septiembre 2021	Aranda	14	25-29	Mujeres	16
Septiembre 2021	Aranda	14	30-34	Hombres	32
Septiembre 2021	Aranda	14	30-34	Mujeres	30
Septiembre 2021	Aranda	14	35-39	Hombres	45
Septiembre 2021	Aranda	14	35-39	Mujeres	19
Septiembre 2021	Aranda	14	40-44	Hombres	78
Septiembre 2021	Aranda	14	40-44	Mujeres	66
Septiembre 2021	Aranda	14	45-49	Hombres	98
Septiembre 2021	Aranda	14	45-49	Mujeres	74
Septiembre 2021	Aranda	14	50-54	Hombres	101
Septiembre 2021	Aranda	14	50-54	Mujeres	98
Septiembre 2021	Aranda	14	55-59	Hombres	104
Septiembre 2021	Aranda	14	55-59	Mujeres	70
Septiembre 2021	Aranda	14	60-64	Hombres	54
Septiembre 2021	Aranda	14	60-64	Mujeres	27
Septiembre 2021	Aranda	14	65-69	Hombres	3
Septiembre 2021	Aranda	14	65-69	Mujeres	3
Septiembre 2021	Aranda	14	Más de 69	Hombres	1
Septiembre 2021	Bajo Aragón	28	16-19	Hombres	64
Septiembre 2021	Bajo Aragón	28	16-19	Mujeres	22
Septiembre 2021	Bajo Aragón	28	20-24	Hombres	285
Septiembre 2021	Bajo Aragón	28	20-24	Mujeres	165
Septiembre 2021	Bajo Aragón	28	25-29	Hombres	360
Septiembre 2021	Bajo Aragón	28	25-29	Mujeres	266
Septiembre 2021	Bajo Aragón	28	30-34	Hombres	376
Septiembre 2021	Bajo Aragón	28	30-34	Mujeres	403
Septiembre 2021	Bajo Aragón	28	35-39	Hombres	495
Septiembre 2021	Bajo Aragón	28	35-39	Mujeres	457
Septiembre 2021	Bajo Aragón	28	40-44	Hombres	614
Septiembre 2021	Bajo Aragón	28	40-44	Mujeres	654
Septiembre 2021	Bajo Aragón	28	45-49	Hombres	620
Septiembre 2021	Bajo Aragón	28	45-49	Mujeres	552
Septiembre 2021	Bajo Aragón	28	50-54	Hombres	553
Septiembre 2021	Bajo Aragón	28	50-54	Mujeres	560
Septiembre 2021	Bajo Aragón	28	55-59	Hombres	458
Septiembre 2021	Bajo Aragón	28	55-59	Mujeres	400
Septiembre 2021	Bajo Aragón	28	60-64	Hombres	288
Septiembre 2021	Bajo Aragón	28	60-64	Mujeres	273
Septiembre 2021	Bajo Aragón	28	65-69	Hombres	21
Septiembre 2021	Bajo Aragón	28	65-69	Mujeres	28
Septiembre 2021	Bajo Aragón	28	Más de 69	Hombres	4
Septiembre 2021	Bajo Aragón	28	Más de 69	Mujeres	1
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	16-19	Hombres	52
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	16-19	Mujeres	16
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	20-24	Hombres	191
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	20-24	Mujeres	90
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	25-29	Hombres	234
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	25-29	Mujeres	128
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	30-34	Hombres	260
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	30-34	Mujeres	171
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	35-39	Hombres	322
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	35-39	Mujeres	198
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	40-44	Hombres	381
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	40-44	Mujeres	282
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	45-49	Hombres	374
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	45-49	Mujeres	318
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	50-54	Hombres	354
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	50-54	Mujeres	307
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	55-59	Hombres	230
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	55-59	Mujeres	184
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	60-64	Hombres	143
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	60-64	Mujeres	78
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	65-69	Hombres	24
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	65-69	Mujeres	13
Septiembre 2021	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Más de 69	Hombres	1
Septiembre 2021	Bajo Cinca / Baix Cinca	11	16-19	Hombres	85
Septiembre 2021	Bajo Cinca / Baix Cinca	11	16-19	Mujeres	43
Septiembre 2021	Bajo Cinca / Baix Cinca	11	20-24	Hombres	380
Septiembre 2021	Bajo Cinca / Baix Cinca	11	20-24	Mujeres	173
Septiembre 2021	Bajo Cinca / Baix Cinca	11	25-29	Hombres	498
Septiembre 2021	Bajo Cinca / Baix Cinca	11	25-29	Mujeres	308
Septiembre 2021	Bajo Cinca / Baix Cinca	11	30-34	Hombres	566
Septiembre 2021	Bajo Cinca / Baix Cinca	11	30-34	Mujeres	364
Septiembre 2021	Bajo Cinca / Baix Cinca	11	35-39	Hombres	724
Septiembre 2021	Bajo Cinca / Baix Cinca	11	35-39	Mujeres	448
Septiembre 2021	Bajo Cinca / Baix Cinca	11	40-44	Hombres	882
Septiembre 2021	Bajo Cinca / Baix Cinca	11	40-44	Mujeres	531
Septiembre 2021	Bajo Cinca / Baix Cinca	11	45-49	Hombres	795
Septiembre 2021	Bajo Cinca / Baix Cinca	11	45-49	Mujeres	570
Septiembre 2021	Bajo Cinca / Baix Cinca	11	50-54	Hombres	684
Septiembre 2021	Bajo Cinca / Baix Cinca	11	50-54	Mujeres	497
Septiembre 2021	Bajo Cinca / Baix Cinca	11	55-59	Hombres	484
Septiembre 2021	Bajo Cinca / Baix Cinca	11	55-59	Mujeres	353
Septiembre 2021	Bajo Cinca / Baix Cinca	11	60-64	Hombres	296
Septiembre 2021	Bajo Cinca / Baix Cinca	11	60-64	Mujeres	198
Septiembre 2021	Bajo Cinca / Baix Cinca	11	65-69	Hombres	25
Septiembre 2021	Bajo Cinca / Baix Cinca	11	65-69	Mujeres	14
Septiembre 2021	Bajo Cinca / Baix Cinca	11	Más de 69	Hombres	3
Septiembre 2021	Bajo Cinca / Baix Cinca	11	Más de 69	Mujeres	3
Septiembre 2021	Bajo Martín	23	16-19	Hombres	19
Septiembre 2021	Bajo Martín	23	16-19	Mujeres	4
Septiembre 2021	Bajo Martín	23	20-24	Hombres	81
Septiembre 2021	Bajo Martín	23	20-24	Mujeres	31
Septiembre 2021	Bajo Martín	23	25-29	Hombres	151
Septiembre 2021	Bajo Martín	23	25-29	Mujeres	46
Septiembre 2021	Bajo Martín	23	30-34	Hombres	163
Septiembre 2021	Bajo Martín	23	30-34	Mujeres	59
Septiembre 2021	Bajo Martín	23	35-39	Hombres	248
Septiembre 2021	Bajo Martín	23	35-39	Mujeres	89
Septiembre 2021	Bajo Martín	23	40-44	Hombres	277
Septiembre 2021	Bajo Martín	23	40-44	Mujeres	98
Septiembre 2021	Bajo Martín	23	45-49	Hombres	283
Septiembre 2021	Bajo Martín	23	45-49	Mujeres	104
Septiembre 2021	Bajo Martín	23	50-54	Hombres	254
Septiembre 2021	Bajo Martín	23	50-54	Mujeres	91
Septiembre 2021	Bajo Martín	23	55-59	Hombres	185
Septiembre 2021	Bajo Martín	23	55-59	Mujeres	70
Septiembre 2021	Bajo Martín	23	60-64	Hombres	150
Septiembre 2021	Bajo Martín	23	60-64	Mujeres	44
Septiembre 2021	Bajo Martín	23	65-69	Hombres	14
Septiembre 2021	Campo de Belchite	22	16-19	Hombres	12
Septiembre 2021	Campo de Belchite	22	16-19	Mujeres	2
Septiembre 2021	Campo de Belchite	22	20-24	Hombres	29
Septiembre 2021	Campo de Belchite	22	20-24	Mujeres	13
Septiembre 2021	Campo de Belchite	22	25-29	Hombres	38
Septiembre 2021	Campo de Belchite	22	25-29	Mujeres	18
Septiembre 2021	Campo de Belchite	22	30-34	Hombres	47
Septiembre 2021	Campo de Belchite	22	30-34	Mujeres	19
Septiembre 2021	Campo de Belchite	22	35-39	Hombres	62
Septiembre 2021	Campo de Belchite	22	35-39	Mujeres	31
Septiembre 2021	Campo de Belchite	22	40-44	Hombres	51
Septiembre 2021	Campo de Belchite	22	40-44	Mujeres	43
Septiembre 2021	Campo de Belchite	22	45-49	Hombres	64
Septiembre 2021	Campo de Belchite	22	45-49	Mujeres	55
Septiembre 2021	Campo de Belchite	22	50-54	Hombres	47
Septiembre 2021	Campo de Belchite	22	50-54	Mujeres	43
Septiembre 2021	Campo de Belchite	22	55-59	Hombres	52
Septiembre 2021	Campo de Belchite	22	55-59	Mujeres	27
Septiembre 2021	Campo de Belchite	22	60-64	Hombres	36
Septiembre 2021	Campo de Belchite	22	60-64	Mujeres	17
Septiembre 2021	Campo de Belchite	22	65-69	Hombres	7
Septiembre 2021	Campo de Belchite	22	65-69	Mujeres	5
Septiembre 2021	Campo de Borja	13	16-19	Hombres	22
Septiembre 2021	Campo de Borja	13	16-19	Mujeres	9
Septiembre 2021	Campo de Borja	13	20-24	Hombres	105
Septiembre 2021	Campo de Borja	13	20-24	Mujeres	56
Septiembre 2021	Campo de Borja	13	25-29	Hombres	154
Septiembre 2021	Campo de Borja	13	25-29	Mujeres	90
Septiembre 2021	Campo de Borja	13	30-34	Hombres	156
Septiembre 2021	Campo de Borja	13	30-34	Mujeres	147
Septiembre 2021	Campo de Borja	13	35-39	Hombres	188
Septiembre 2021	Campo de Borja	13	35-39	Mujeres	172
Septiembre 2021	Campo de Borja	13	40-44	Hombres	214
Septiembre 2021	Campo de Borja	13	40-44	Mujeres	235
Septiembre 2021	Campo de Borja	13	45-49	Hombres	250
Septiembre 2021	Campo de Borja	13	45-49	Mujeres	271
Septiembre 2021	Campo de Borja	13	50-54	Hombres	221
Septiembre 2021	Campo de Borja	13	50-54	Mujeres	242
Septiembre 2021	Campo de Borja	13	55-59	Hombres	164
Septiembre 2021	Campo de Borja	13	55-59	Mujeres	193
Septiembre 2021	Campo de Borja	13	60-64	Hombres	102
Septiembre 2021	Campo de Borja	13	60-64	Mujeres	132
Septiembre 2021	Campo de Borja	13	65-69	Hombres	4
Septiembre 2021	Campo de Borja	13	65-69	Mujeres	10
Septiembre 2021	Campo de Borja	13	Más de 69	Hombres	1
Septiembre 2021	Campo de Borja	13	Más de 69	Mujeres	1
Septiembre 2021	Campo de Cariñena	21	16-19	Hombres	33
Septiembre 2021	Campo de Cariñena	21	16-19	Mujeres	4
Septiembre 2021	Campo de Cariñena	21	20-24	Hombres	166
Septiembre 2021	Campo de Cariñena	21	20-24	Mujeres	57
Septiembre 2021	Campo de Cariñena	21	25-29	Hombres	227
Septiembre 2021	Campo de Cariñena	21	25-29	Mujeres	104
Septiembre 2021	Campo de Cariñena	21	30-34	Hombres	294
Septiembre 2021	Campo de Cariñena	21	30-34	Mujeres	141
Septiembre 2021	Campo de Cariñena	21	35-39	Hombres	386
Septiembre 2021	Campo de Cariñena	21	35-39	Mujeres	196
Septiembre 2021	Campo de Cariñena	21	40-44	Hombres	470
Septiembre 2021	Campo de Cariñena	21	40-44	Mujeres	226
Septiembre 2021	Campo de Cariñena	21	45-49	Hombres	471
Septiembre 2021	Campo de Cariñena	21	45-49	Mujeres	225
Septiembre 2021	Campo de Cariñena	21	50-54	Hombres	445
Septiembre 2021	Campo de Cariñena	21	50-54	Mujeres	165
Septiembre 2021	Campo de Cariñena	21	55-59	Hombres	313
Septiembre 2021	Campo de Cariñena	21	55-59	Mujeres	105
Septiembre 2021	Campo de Cariñena	21	60-64	Hombres	179
Septiembre 2021	Campo de Cariñena	21	60-64	Mujeres	76
Septiembre 2021	Campo de Cariñena	21	65-69	Hombres	8
Septiembre 2021	Campo de Cariñena	21	65-69	Mujeres	4
Septiembre 2021	Campo de Cariñena	21	Más de 69	Hombres	3
Septiembre 2021	Campo de Cariñena	21	Más de 69	Mujeres	1
Septiembre 2021	Campo de Daroca	24	16-19	Hombres	4
Septiembre 2021	Campo de Daroca	24	16-19	Mujeres	8
Septiembre 2021	Campo de Daroca	24	20-24	Hombres	28
Septiembre 2021	Campo de Daroca	24	20-24	Mujeres	11
Septiembre 2021	Campo de Daroca	24	25-29	Hombres	63
Septiembre 2021	Campo de Daroca	24	25-29	Mujeres	49
Septiembre 2021	Campo de Daroca	24	30-34	Hombres	93
Septiembre 2021	Campo de Daroca	24	30-34	Mujeres	60
Septiembre 2021	Campo de Daroca	24	35-39	Hombres	100
Septiembre 2021	Campo de Daroca	24	35-39	Mujeres	66
Septiembre 2021	Campo de Daroca	24	40-44	Hombres	144
Septiembre 2021	Campo de Daroca	24	40-44	Mujeres	68
Septiembre 2021	Campo de Daroca	24	45-49	Hombres	141
Septiembre 2021	Campo de Daroca	24	45-49	Mujeres	81
Septiembre 2021	Campo de Daroca	24	50-54	Hombres	117
Septiembre 2021	Campo de Daroca	24	50-54	Mujeres	83
Septiembre 2021	Campo de Daroca	24	55-59	Hombres	95
Septiembre 2021	Campo de Daroca	24	55-59	Mujeres	65
Septiembre 2021	Campo de Daroca	24	60-64	Hombres	42
Septiembre 2021	Campo de Daroca	24	60-64	Mujeres	41
Septiembre 2021	Campo de Daroca	24	65-69	Hombres	3
Septiembre 2021	Campo de Daroca	24	65-69	Mujeres	6
Septiembre 2021	Central	17	16-19	Hombres	1032
Septiembre 2021	Central	17	16-19	Mujeres	825
Septiembre 2021	Central	17	20-24	Hombres	8387
Septiembre 2021	Central	17	20-24	Mujeres	6886
Septiembre 2021	Central	17	25-29	Hombres	12762
Septiembre 2021	Central	17	25-29	Mujeres	13160
Septiembre 2021	Central	17	30-34	Hombres	13742
Septiembre 2021	Central	17	30-34	Mujeres	14910
Septiembre 2021	Central	17	35-39	Hombres	16422
Septiembre 2021	Central	17	35-39	Mujeres	17208
Septiembre 2021	Central	17	40-44	Hombres	20964
Septiembre 2021	Central	17	40-44	Mujeres	22001
Septiembre 2021	Central	17	45-49	Hombres	22075
Septiembre 2021	Central	17	45-49	Mujeres	22967
Septiembre 2021	Central	17	50-54	Hombres	18789
Septiembre 2021	Central	17	50-54	Mujeres	20576
Septiembre 2021	Central	17	55-59	Hombres	15605
Septiembre 2021	Central	17	55-59	Mujeres	17040
Septiembre 2021	Central	17	60-64	Hombres	9418
Septiembre 2021	Central	17	60-64	Mujeres	11327
Septiembre 2021	Central	17	65-69	Hombres	664
Septiembre 2021	Central	17	65-69	Mujeres	1213
Septiembre 2021	Central	17	Más de 69	Hombres	111
Septiembre 2021	Central	17	Más de 69	Mujeres	95
Septiembre 2021	Central	17	Sin clasificar	Hombres	1
Septiembre 2021	Cinca Medio	08	16-19	Hombres	60
Septiembre 2021	Cinca Medio	08	16-19	Mujeres	24
Septiembre 2021	Cinca Medio	08	20-24	Hombres	271
Septiembre 2021	Cinca Medio	08	20-24	Mujeres	124
Septiembre 2021	Cinca Medio	08	25-29	Hombres	374
Septiembre 2021	Cinca Medio	08	25-29	Mujeres	212
Septiembre 2021	Cinca Medio	08	30-34	Hombres	442
Septiembre 2021	Cinca Medio	08	30-34	Mujeres	275
Septiembre 2021	Cinca Medio	08	35-39	Hombres	564
Septiembre 2021	Cinca Medio	08	35-39	Mujeres	297
Septiembre 2021	Cinca Medio	08	40-44	Hombres	699
Septiembre 2021	Cinca Medio	08	40-44	Mujeres	402
Septiembre 2021	Cinca Medio	08	45-49	Hombres	678
Septiembre 2021	Cinca Medio	08	45-49	Mujeres	414
Septiembre 2021	Cinca Medio	08	50-54	Hombres	652
Septiembre 2021	Cinca Medio	08	50-54	Mujeres	344
Septiembre 2021	Cinca Medio	08	55-59	Hombres	509
Septiembre 2021	Cinca Medio	08	55-59	Mujeres	283
Septiembre 2021	Cinca Medio	08	60-64	Hombres	320
Septiembre 2021	Cinca Medio	08	60-64	Mujeres	143
Septiembre 2021	Cinca Medio	08	65-69	Hombres	17
Septiembre 2021	Cinca Medio	08	65-69	Mujeres	15
Septiembre 2021	Cinca Medio	08	Más de 69	Hombres	3
Septiembre 2021	Cinca Medio	08	Más de 69	Mujeres	1
Septiembre 2021	Cinco Villas	05	16-19	Hombres	78
Septiembre 2021	Cinco Villas	05	16-19	Mujeres	30
Septiembre 2021	Cinco Villas	05	20-24	Hombres	389
Septiembre 2021	Cinco Villas	05	20-24	Mujeres	159
Septiembre 2021	Cinco Villas	05	25-29	Hombres	569
Septiembre 2021	Cinco Villas	05	25-29	Mujeres	305
Septiembre 2021	Cinco Villas	05	30-34	Hombres	652
Septiembre 2021	Cinco Villas	05	30-34	Mujeres	445
Septiembre 2021	Cinco Villas	05	35-39	Hombres	745
Septiembre 2021	Cinco Villas	05	35-39	Mujeres	502
Septiembre 2021	Cinco Villas	05	40-44	Hombres	954
Septiembre 2021	Cinco Villas	05	40-44	Mujeres	641
Septiembre 2021	Cinco Villas	05	45-49	Hombres	928
Septiembre 2021	Cinco Villas	05	45-49	Mujeres	621
Septiembre 2021	Cinco Villas	05	50-54	Hombres	797
Septiembre 2021	Cinco Villas	05	50-54	Mujeres	553
Septiembre 2021	Cinco Villas	05	55-59	Hombres	715
Septiembre 2021	Cinco Villas	05	55-59	Mujeres	451
Septiembre 2021	Cinco Villas	05	60-64	Hombres	398
Septiembre 2021	Cinco Villas	05	60-64	Mujeres	283
Septiembre 2021	Cinco Villas	05	65-69	Hombres	38
Septiembre 2021	Cinco Villas	05	65-69	Mujeres	33
Septiembre 2021	Cinco Villas	05	Más de 69	Hombres	5
Septiembre 2021	Cinco Villas	05	Más de 69	Mujeres	5
Septiembre 2021	Comunidad de Calatayud	20	16-19	Hombres	52
Septiembre 2021	Comunidad de Calatayud	20	16-19	Mujeres	20
Septiembre 2021	Comunidad de Calatayud	20	20-24	Hombres	266
Septiembre 2021	Comunidad de Calatayud	20	20-24	Mujeres	186
Septiembre 2021	Comunidad de Calatayud	20	25-29	Hombres	310
Septiembre 2021	Comunidad de Calatayud	20	25-29	Mujeres	280
Septiembre 2021	Comunidad de Calatayud	20	30-34	Hombres	421
Septiembre 2021	Comunidad de Calatayud	20	30-34	Mujeres	437
Septiembre 2021	Comunidad de Calatayud	20	35-39	Hombres	473
Septiembre 2021	Comunidad de Calatayud	20	35-39	Mujeres	479
Septiembre 2021	Comunidad de Calatayud	20	40-44	Hombres	588
Septiembre 2021	Comunidad de Calatayud	20	40-44	Mujeres	586
Septiembre 2021	Comunidad de Calatayud	20	45-49	Hombres	650
Septiembre 2021	Comunidad de Calatayud	20	45-49	Mujeres	708
Septiembre 2021	Comunidad de Calatayud	20	50-54	Hombres	686
Septiembre 2021	Comunidad de Calatayud	20	50-54	Mujeres	762
Septiembre 2021	Comunidad de Calatayud	20	55-59	Hombres	543
Septiembre 2021	Comunidad de Calatayud	20	55-59	Mujeres	614
Septiembre 2021	Comunidad de Calatayud	20	60-64	Hombres	332
Septiembre 2021	Comunidad de Calatayud	20	60-64	Mujeres	385
Septiembre 2021	Comunidad de Calatayud	20	65-69	Hombres	36
Septiembre 2021	Comunidad de Calatayud	20	65-69	Mujeres	40
Septiembre 2021	Comunidad de Calatayud	20	Más de 69	Hombres	3
Septiembre 2021	Comunidad de Calatayud	20	Más de 69	Mujeres	5
Septiembre 2021	Comunidad de Teruel	29	16-19	Hombres	66
Septiembre 2021	Comunidad de Teruel	29	16-19	Mujeres	44
Septiembre 2021	Comunidad de Teruel	29	20-24	Hombres	517
Septiembre 2021	Comunidad de Teruel	29	20-24	Mujeres	383
Septiembre 2021	Comunidad de Teruel	29	25-29	Hombres	936
Septiembre 2021	Comunidad de Teruel	29	25-29	Mujeres	940
Septiembre 2021	Comunidad de Teruel	29	30-34	Hombres	1165
Septiembre 2021	Comunidad de Teruel	29	30-34	Mujeres	1109
Septiembre 2021	Comunidad de Teruel	29	35-39	Hombres	1291
Septiembre 2021	Comunidad de Teruel	29	35-39	Mujeres	1289
Septiembre 2021	Comunidad de Teruel	29	40-44	Hombres	1612
Septiembre 2021	Comunidad de Teruel	29	40-44	Mujeres	1444
Septiembre 2021	Comunidad de Teruel	29	45-49	Hombres	1430
Septiembre 2021	Comunidad de Teruel	29	45-49	Mujeres	1532
Septiembre 2021	Comunidad de Teruel	29	50-54	Hombres	1393
Septiembre 2021	Comunidad de Teruel	29	50-54	Mujeres	1513
Septiembre 2021	Comunidad de Teruel	29	55-59	Hombres	1268
Septiembre 2021	Comunidad de Teruel	29	55-59	Mujeres	1386
Septiembre 2021	Comunidad de Teruel	29	60-64	Hombres	813
Septiembre 2021	Comunidad de Teruel	29	60-64	Mujeres	923
Septiembre 2021	Comunidad de Teruel	29	65-69	Hombres	55
Septiembre 2021	Comunidad de Teruel	29	65-69	Mujeres	88
Septiembre 2021	Comunidad de Teruel	29	Más de 69	Hombres	5
Septiembre 2021	Comunidad de Teruel	29	Más de 69	Mujeres	1
Septiembre 2021	Cuencas Mineras	26	16-19	Hombres	12
Septiembre 2021	Cuencas Mineras	26	16-19	Mujeres	4
Septiembre 2021	Cuencas Mineras	26	20-24	Hombres	75
Septiembre 2021	Cuencas Mineras	26	20-24	Mujeres	32
Septiembre 2021	Cuencas Mineras	26	25-29	Hombres	81
Septiembre 2021	Cuencas Mineras	26	25-29	Mujeres	57
Septiembre 2021	Cuencas Mineras	26	30-34	Hombres	118
Septiembre 2021	Cuencas Mineras	26	30-34	Mujeres	74
Septiembre 2021	Cuencas Mineras	26	35-39	Hombres	163
Septiembre 2021	Cuencas Mineras	26	35-39	Mujeres	83
Septiembre 2021	Cuencas Mineras	26	40-44	Hombres	145
Septiembre 2021	Cuencas Mineras	26	40-44	Mujeres	109
Septiembre 2021	Cuencas Mineras	26	45-49	Hombres	142
Septiembre 2021	Cuencas Mineras	26	45-49	Mujeres	93
Septiembre 2021	Cuencas Mineras	26	50-54	Hombres	132
Septiembre 2021	Cuencas Mineras	26	50-54	Mujeres	93
Septiembre 2021	Cuencas Mineras	26	55-59	Hombres	109
Septiembre 2021	Cuencas Mineras	26	55-59	Mujeres	89
Septiembre 2021	Cuencas Mineras	26	60-64	Hombres	50
Septiembre 2021	Cuencas Mineras	26	60-64	Mujeres	45
Septiembre 2021	Cuencas Mineras	26	65-69	Hombres	4
Septiembre 2021	Cuencas Mineras	26	65-69	Mujeres	5
Septiembre 2021	Gúdar-Javalambre	32	16-19	Hombres	20
Septiembre 2021	Gúdar-Javalambre	32	16-19	Mujeres	17
Septiembre 2021	Gúdar-Javalambre	32	20-24	Hombres	91
Septiembre 2021	Gúdar-Javalambre	32	20-24	Mujeres	48
Septiembre 2021	Gúdar-Javalambre	32	25-29	Hombres	134
Septiembre 2021	Gúdar-Javalambre	32	25-29	Mujeres	80
Septiembre 2021	Gúdar-Javalambre	32	30-34	Hombres	128
Septiembre 2021	Gúdar-Javalambre	32	30-34	Mujeres	89
Septiembre 2021	Gúdar-Javalambre	32	35-39	Hombres	145
Septiembre 2021	Gúdar-Javalambre	32	35-39	Mujeres	98
Septiembre 2021	Gúdar-Javalambre	32	40-44	Hombres	184
Septiembre 2021	Gúdar-Javalambre	32	40-44	Mujeres	109
Septiembre 2021	Gúdar-Javalambre	32	45-49	Hombres	175
Septiembre 2021	Gúdar-Javalambre	32	45-49	Mujeres	116
Septiembre 2021	Gúdar-Javalambre	32	50-54	Hombres	150
Septiembre 2021	Gúdar-Javalambre	32	50-54	Mujeres	121
Septiembre 2021	Gúdar-Javalambre	32	55-59	Hombres	137
Septiembre 2021	Gúdar-Javalambre	32	55-59	Mujeres	102
Septiembre 2021	Gúdar-Javalambre	32	60-64	Hombres	86
Septiembre 2021	Gúdar-Javalambre	32	60-64	Mujeres	53
Septiembre 2021	Gúdar-Javalambre	32	65-69	Hombres	7
Septiembre 2021	Gúdar-Javalambre	32	65-69	Mujeres	2
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	16-19	Hombres	108
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	16-19	Mujeres	61
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	20-24	Hombres	767
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	20-24	Mujeres	556
Septiembre 2021	Hoya de Huesca / Plana de Uesca	06	25-29	Hombres	1219
