Provincia código	Provincia nombre	Año	Votos	Siglas	Diputados
22	Huesca	2011	58435,0	PP-PAR	2,0
22	Huesca	2011	40721,0	PSOE	1,0
22	Huesca	2011	9937,0	CHA-IU	0,0
22	Huesca	2011	5408,0	UPyD	0,0
22	Huesca	2011	1471,0	EQUO	0,0
22	Huesca	2011	558,0	PACMA	0,0
22	Huesca	2011	0,0	Eb	
22	Huesca	2011	354,0	PCPE	0,0
22	Huesca	2011	286,0	PUM+J	0,0
22	Huesca	2011	403,0	PIRATA	0,0
22	Huesca	2011	107,0	UCE	0,0
22	Huesca	2011	0,0	DeC	
22	Huesca	2011	0,0	PH	
22	Huesca	2011	0,0	P-LIB	
22	Huesca	2011	0,0	SXT	
44	Teruel	2011	39993,0	PP-PAR	2,0
44	Teruel	2011	25426,0	PSOE	1,0
44	Teruel	2011	6103,0	CHA-IU	0,0
44	Teruel	2011	2656,0	UPyD	0,0
44	Teruel	2011	0,0	EQUO	
44	Teruel	2011	260,0	PACMA	0,0
44	Teruel	2011	466,0	Eb	0,0
44	Teruel	2011	0,0	PCPE	
44	Teruel	2011	151,0	PUM+J	0,0
44	Teruel	2011	218,0	PIRATA	0,0
44	Teruel	2011	93,0	UCE	0,0
44	Teruel	2011	0,0	DeC	
44	Teruel	2011	0,0	PH	
44	Teruel	2011	0,0	P-LIB	
44	Teruel	2011	169,0	SXT	0,0
50	Zaragoza	2011	241074,0	PP-PAR	4,0
50	Zaragoza	2011	158167,0	PSOE	2,0
50	Zaragoza	2011	58904,0	CHA-IU	1,0
50	Zaragoza	2011	32968,0	UPyD	0,0
50	Zaragoza	2011	3858,0	EQUO	0,0
50	Zaragoza	2011	2586,0	PACMA	0,0
50	Zaragoza	2011	2640,0	Eb	0,0
50	Zaragoza	2011	1055,0	PCPE	0,0
50	Zaragoza	2011	939,0	PUM+J	0,0
50	Zaragoza	2011	0,0	PIRATA	
50	Zaragoza	2011	370,0	UCE	0,0
50	Zaragoza	2011	508,0	DeC	0,0
50	Zaragoza	2011	463,0	PH	0,0
50	Zaragoza	2011	410,0	P-LIB	0,0
50	Zaragoza	2011	0,0	SXT	
