Año	Nº Accidentes	Código	Municipio	Ord_Temporalidad	Temporalidad	Sector Código	Sector Descripción
2013,0	1	22130	Jaca	3	Sin clasificar	1	Agricultura, ganadería y pesca
2013,0	3	22130	Jaca	1	Indefinido	2	Industria y energía
2013,0	15	22130	Jaca	1	Indefinido	3	Construcción
2013,0	5	22130	Jaca	2	Temporal	3	Construcción
2013,0	2	22130	Jaca	3	Sin clasificar	3	Construcción
2013,0	75	22130	Jaca	1	Indefinido	4	Servicios
2013,0	16	22130	Jaca	2	Temporal	4	Servicios
2013,0	3	22158	Monzón	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	2	22158	Monzón	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	2	22158	Monzón	3	Sin clasificar	1	Agricultura, ganadería y pesca
2013,0	73	22158	Monzón	1	Indefinido	2	Industria y energía
2013,0	23	22158	Monzón	2	Temporal	2	Industria y energía
2013,0	10	22158	Monzón	1	Indefinido	3	Construcción
2013,0	7	22158	Monzón	2	Temporal	3	Construcción
2013,0	58	22158	Monzón	1	Indefinido	4	Servicios
2013,0	21	22158	Monzón	2	Temporal	4	Servicios
2013,0	1	22199	Sabiñánigo	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	1	22199	Sabiñánigo	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	5	22199	Sabiñánigo	1	Indefinido	2	Industria y energía
2013,0	3	22199	Sabiñánigo	2	Temporal	2	Industria y energía
2013,0	6	22199	Sabiñánigo	1	Indefinido	3	Construcción
2013,0	3	22199	Sabiñánigo	2	Temporal	3	Construcción
2013,0	18	22199	Sabiñánigo	1	Indefinido	4	Servicios
2013,0	4	22199	Sabiñánigo	2	Temporal	4	Servicios
2013,0	3	44013	Alcañiz	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	1	44013	Alcañiz	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	6	44013	Alcañiz	3	Sin clasificar	1	Agricultura, ganadería y pesca
2013,0	25	44013	Alcañiz	1	Indefinido	2	Industria y energía
2013,0	5	44013	Alcañiz	2	Temporal	2	Industria y energía
2013,0	17	44013	Alcañiz	1	Indefinido	3	Construcción
2013,0	19	44013	Alcañiz	2	Temporal	3	Construcción
2013,0	45	44013	Alcañiz	1	Indefinido	4	Servicios
2013,0	17	44013	Alcañiz	2	Temporal	4	Servicios
2013,0	1	44013	Alcañiz	3	Sin clasificar	4	Servicios
2013,0	1	44025	Andorra	3	Sin clasificar	1	Agricultura, ganadería y pesca
2013,0	3	44025	Andorra	1	Indefinido	2	Industria y energía
2013,0	1	44025	Andorra	3	Sin clasificar	2	Industria y energía
2013,0	1	44025	Andorra	1	Indefinido	3	Construcción
2013,0	6	44025	Andorra	2	Temporal	3	Construcción
2013,0	14	44025	Andorra	1	Indefinido	4	Servicios
2013,0	10	44025	Andorra	2	Temporal	4	Servicios
2013,0	12	44216	Teruel	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	19	44216	Teruel	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	3	44216	Teruel	3	Sin clasificar	1	Agricultura, ganadería y pesca
2013,0	53	44216	Teruel	1	Indefinido	2	Industria y energía
2013,0	19	44216	Teruel	2	Temporal	2	Industria y energía
2013,0	1	44216	Teruel	3	Sin clasificar	2	Industria y energía
2013,0	26	44216	Teruel	1	Indefinido	3	Construcción
2013,0	21	44216	Teruel	2	Temporal	3	Construcción
2013,0	4	44216	Teruel	3	Sin clasificar	3	Construcción
2013,0	147	44216	Teruel	1	Indefinido	4	Servicios
2013,0	70	44216	Teruel	2	Temporal	4	Servicios
2013,0	3	44216	Teruel	3	Sin clasificar	4	Servicios
2013,0	3	50008	Alagón	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	11	50008	Alagón	1	Indefinido	2	Industria y energía
2013,0	2	50008	Alagón	2	Temporal	2	Industria y energía
2013,0	2	50008	Alagón	1	Indefinido	3	Construcción
2013,0	2	50008	Alagón	2	Temporal	3	Construcción
2013,0	17	50008	Alagón	1	Indefinido	4	Servicios
2013,0	16	50008	Alagón	2	Temporal	4	Servicios
2013,0	1	50008	Alagón	3	Sin clasificar	4	Servicios
2013,0	8	50025	Almunia de Doña Godina (La)	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	13	50025	Almunia de Doña Godina (La)	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	2	50025	Almunia de Doña Godina (La)	3	Sin clasificar	1	Agricultura, ganadería y pesca
2013,0	8	50025	Almunia de Doña Godina (La)	1	Indefinido	2	Industria y energía
2013,0	3	50025	Almunia de Doña Godina (La)	2	Temporal	2	Industria y energía
2013,0	2	50025	Almunia de Doña Godina (La)	1	Indefinido	3	Construcción
2013,0	1	50025	Almunia de Doña Godina (La)	2	Temporal	3	Construcción
2013,0	30	50025	Almunia de Doña Godina (La)	1	Indefinido	4	Servicios
2013,0	11	50025	Almunia de Doña Godina (La)	2	Temporal	4	Servicios
2013,0	8	50067	Calatayud	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	1	50067	Calatayud	3	Sin clasificar	1	Agricultura, ganadería y pesca
2013,0	7	50067	Calatayud	1	Indefinido	2	Industria y energía
2013,0	3	50067	Calatayud	2	Temporal	2	Industria y energía
2013,0	1	50067	Calatayud	3	Sin clasificar	2	Industria y energía
2013,0	10	50067	Calatayud	1	Indefinido	3	Construcción
2013,0	5	50067	Calatayud	2	Temporal	3	Construcción
2013,0	68	50067	Calatayud	1	Indefinido	4	Servicios
2013,0	41	50067	Calatayud	2	Temporal	4	Servicios
2013,0	6	50074	Caspe	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	13	50074	Caspe	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	7	50074	Caspe	1	Indefinido	2	Industria y energía
2013,0	5	50074	Caspe	2	Temporal	2	Industria y energía
2013,0	7	50074	Caspe	1	Indefinido	3	Construcción
2013,0	3	50074	Caspe	2	Temporal	3	Construcción
2013,0	31	50074	Caspe	1	Indefinido	4	Servicios
2013,0	3	50074	Caspe	2	Temporal	4	Servicios
2013,0	2	50089	Cuarte de Huerva	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	1	50089	Cuarte de Huerva	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	47	50089	Cuarte de Huerva	1	Indefinido	2	Industria y energía
2013,0	18	50089	Cuarte de Huerva	2	Temporal	2	Industria y energía
2013,0	1	50089	Cuarte de Huerva	3	Sin clasificar	2	Industria y energía
2013,0	13	50089	Cuarte de Huerva	1	Indefinido	3	Construcción
2013,0	10	50089	Cuarte de Huerva	2	Temporal	3	Construcción
2013,0	2	50089	Cuarte de Huerva	3	Sin clasificar	3	Construcción
2013,0	46	50089	Cuarte de Huerva	1	Indefinido	4	Servicios
2013,0	19	50089	Cuarte de Huerva	2	Temporal	4	Servicios
2013,0	4	50089	Cuarte de Huerva	3	Sin clasificar	4	Servicios
2013,0	18	50095	Ejea de los Caballeros	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	9	50095	Ejea de los Caballeros	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	2	50095	Ejea de los Caballeros	3	Sin clasificar	1	Agricultura, ganadería y pesca
2013,0	45	50095	Ejea de los Caballeros	1	Indefinido	2	Industria y energía
2013,0	13	50095	Ejea de los Caballeros	2	Temporal	2	Industria y energía
2013,0	10	50095	Ejea de los Caballeros	1	Indefinido	3	Construcción
2013,0	9	50095	Ejea de los Caballeros	2	Temporal	3	Construcción
2013,0	1	50095	Ejea de los Caballeros	3	Sin clasificar	3	Construcción
2013,0	25	50095	Ejea de los Caballeros	1	Indefinido	4	Servicios
2013,0	16	50095	Ejea de los Caballeros	2	Temporal	4	Servicios
2013,0	5	50163	María de Huerva	1	Indefinido	2	Industria y energía
2013,0	1	50163	María de Huerva	3	Sin clasificar	2	Industria y energía
2013,0	3	50163	María de Huerva	1	Indefinido	4	Servicios
2013,0	1	50163	María de Huerva	2	Temporal	4	Servicios
2013,0	1	50182	Muela (La)	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	33	50182	Muela (La)	1	Indefinido	2	Industria y energía
2013,0	12	50182	Muela (La)	2	Temporal	2	Industria y energía
2013,0	10	50182	Muela (La)	1	Indefinido	3	Construcción
2013,0	3	50182	Muela (La)	2	Temporal	3	Construcción
2013,0	47	50182	Muela (La)	1	Indefinido	4	Servicios
2013,0	10	50182	Muela (La)	2	Temporal	4	Servicios
2013,0	2	50182	Muela (La)	3	Sin clasificar	4	Servicios
2013,0	1	50219	Puebla de Alfindén (La)	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	60	50219	Puebla de Alfindén (La)	1	Indefinido	2	Industria y energía
2013,0	20	50219	Puebla de Alfindén (La)	2	Temporal	2	Industria y energía
2013,0	1	50219	Puebla de Alfindén (La)	3	Sin clasificar	2	Industria y energía
2013,0	10	50219	Puebla de Alfindén (La)	1	Indefinido	3	Construcción
2013,0	4	50219	Puebla de Alfindén (La)	2	Temporal	3	Construcción
2013,0	39	50219	Puebla de Alfindén (La)	1	Indefinido	4	Servicios
2013,0	4	50219	Puebla de Alfindén (La)	2	Temporal	4	Servicios
2013,0	3	50251	Tarazona	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	2	50251	Tarazona	3	Sin clasificar	1	Agricultura, ganadería y pesca
2013,0	29	50251	Tarazona	1	Indefinido	2	Industria y energía
2013,0	1	50251	Tarazona	2	Temporal	2	Industria y energía
2013,0	1	50251	Tarazona	2	Temporal	3	Construcción
2013,0	2	50251	Tarazona	3	Sin clasificar	3	Construcción
2013,0	23	50251	Tarazona	1	Indefinido	4	Servicios
2013,0	9	50251	Tarazona	2	Temporal	4	Servicios
2013,0	21	50252	Tauste	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	6	50252	Tauste	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	1	50252	Tauste	3	Sin clasificar	1	Agricultura, ganadería y pesca
2013,0	24	50252	Tauste	1	Indefinido	2	Industria y energía
2013,0	1	50252	Tauste	2	Temporal	2	Industria y energía
2013,0	5	50252	Tauste	1	Indefinido	3	Construcción
2013,0	6	50252	Tauste	2	Temporal	3	Construcción
2013,0	9	50252	Tauste	1	Indefinido	4	Servicios
2013,0	3	50252	Tauste	2	Temporal	4	Servicios
2013,0	2	50272	Utebo	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	1	50272	Utebo	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	1	50272	Utebo	3	Sin clasificar	1	Agricultura, ganadería y pesca
2013,0	63	50272	Utebo	1	Indefinido	2	Industria y energía
2013,0	18	50272	Utebo	2	Temporal	2	Industria y energía
2013,0	9	50272	Utebo	1	Indefinido	3	Construcción
2013,0	47	50272	Utebo	1	Indefinido	4	Servicios
2013,0	14	50272	Utebo	2	Temporal	4	Servicios
2013,0	4	50272	Utebo	3	Sin clasificar	4	Servicios
2013,0	25	50297	Zaragoza	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	15	50297	Zaragoza	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	6	50297	Zaragoza	3	Sin clasificar	1	Agricultura, ganadería y pesca
2013,0	803	50297	Zaragoza	1	Indefinido	2	Industria y energía
2013,0	219	50297	Zaragoza	2	Temporal	2	Industria y energía
2013,0	17	50297	Zaragoza	3	Sin clasificar	2	Industria y energía
2013,0	233	50297	Zaragoza	1	Indefinido	3	Construcción
2013,0	160	50297	Zaragoza	2	Temporal	3	Construcción
2013,0	27	50297	Zaragoza	3	Sin clasificar	3	Construcción
2013,0	2553	50297	Zaragoza	1	Indefinido	4	Servicios
2013,0	839	50297	Zaragoza	2	Temporal	4	Servicios
2013,0	42	50297	Zaragoza	3	Sin clasificar	4	Servicios
2013,0	2	50298	Zuera	1	Indefinido	1	Agricultura, ganadería y pesca
2013,0	3	50298	Zuera	2	Temporal	1	Agricultura, ganadería y pesca
2013,0	49	50298	Zuera	1	Indefinido	2	Industria y energía
2013,0	17	50298	Zuera	2	Temporal	2	Industria y energía
2013,0	6	50298	Zuera	1	Indefinido	3	Construcción
2013,0	2	50298	Zuera	2	Temporal	3	Construcción
2013,0	39	50298	Zuera	1	Indefinido	4	Servicios
2013,0	12	50298	Zuera	2	Temporal	4	Servicios
2013,0	1	50298	Zuera	3	Sin clasificar	4	Servicios
2012,0	3	22048	Barbastro	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	1	22048	Barbastro	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	12	22048	Barbastro	1	Indefinido	2	Industria y energía
2012,0	15	22048	Barbastro	2	Temporal	2	Industria y energía
2012,0	1	22048	Barbastro	3	Sin clasificar	2	Industria y energía
2012,0	8	22048	Barbastro	1	Indefinido	3	Construcción
2012,0	6	22048	Barbastro	2	Temporal	3	Construcción
2012,0	1	22048	Barbastro	3	Sin clasificar	3	Construcción
2012,0	48	22048	Barbastro	1	Indefinido	4	Servicios
2012,0	21	22048	Barbastro	2	Temporal	4	Servicios
2012,0	3	22048	Barbastro	3	Sin clasificar	4	Servicios
2012,0	3	22061	Binéfar	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	1	22061	Binéfar	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	1	22061	Binéfar	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	43	22061	Binéfar	1	Indefinido	2	Industria y energía
2012,0	9	22061	Binéfar	2	Temporal	2	Industria y energía
2012,0	8	22061	Binéfar	1	Indefinido	3	Construcción
2012,0	5	22061	Binéfar	2	Temporal	3	Construcción
2012,0	2	22061	Binéfar	3	Sin clasificar	3	Construcción
2012,0	30	22061	Binéfar	1	Indefinido	4	Servicios
2012,0	10	22061	Binéfar	2	Temporal	4	Servicios
2012,0	1	22061	Binéfar	3	Sin clasificar	4	Servicios
2012,0	15	22112	Fraga	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	26	22112	Fraga	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	3	22112	Fraga	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	39	22112	Fraga	1	Indefinido	2	Industria y energía
2012,0	19	22112	Fraga	2	Temporal	2	Industria y energía
2012,0	10	22112	Fraga	1	Indefinido	3	Construcción
2012,0	16	22112	Fraga	2	Temporal	3	Construcción
2012,0	36	22112	Fraga	1	Indefinido	4	Servicios
2012,0	24	22112	Fraga	2	Temporal	4	Servicios
2012,0	17	22125	Huesca	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	4	22125	Huesca	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	1	22125	Huesca	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	42	22125	Huesca	1	Indefinido	2	Industria y energía
2012,0	19	22125	Huesca	2	Temporal	2	Industria y energía
2012,0	41	22125	Huesca	1	Indefinido	3	Construcción
2012,0	33	22125	Huesca	2	Temporal	3	Construcción
2012,0	4	22125	Huesca	3	Sin clasificar	3	Construcción
2012,0	198	22125	Huesca	1	Indefinido	4	Servicios
2012,0	92	22125	Huesca	2	Temporal	4	Servicios
2012,0	2	22125	Huesca	3	Sin clasificar	4	Servicios
2012,0	1	22130	Jaca	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	3	22130	Jaca	1	Indefinido	2	Industria y energía
2012,0	2	22130	Jaca	2	Temporal	2	Industria y energía
2012,0	9	22130	Jaca	1	Indefinido	3	Construcción
2012,0	7	22130	Jaca	2	Temporal	3	Construcción
2012,0	3	22130	Jaca	3	Sin clasificar	3	Construcción
2012,0	40	22130	Jaca	1	Indefinido	4	Servicios
2012,0	18	22130	Jaca	2	Temporal	4	Servicios
2012,0	1	22158	Monzón	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	3	22158	Monzón	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	4	22158	Monzón	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	86	22158	Monzón	1	Indefinido	2	Industria y energía
2012,0	35	22158	Monzón	2	Temporal	2	Industria y energía
2012,0	16	22158	Monzón	1	Indefinido	3	Construcción
2012,0	10	22158	Monzón	2	Temporal	3	Construcción
2012,0	2	22158	Monzón	3	Sin clasificar	3	Construcción
2012,0	57	22158	Monzón	1	Indefinido	4	Servicios
2012,0	27	22158	Monzón	2	Temporal	4	Servicios
2012,0	2	22158	Monzón	3	Sin clasificar	4	Servicios
2012,0	1	22199	Sabiñánigo	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	2	22199	Sabiñánigo	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	9	22199	Sabiñánigo	1	Indefinido	2	Industria y energía
2012,0	2	22199	Sabiñánigo	2	Temporal	2	Industria y energía
2012,0	1	22199	Sabiñánigo	3	Sin clasificar	2	Industria y energía
2012,0	6	22199	Sabiñánigo	1	Indefinido	3	Construcción
2012,0	1	22199	Sabiñánigo	2	Temporal	3	Construcción
2012,0	2	22199	Sabiñánigo	3	Sin clasificar	3	Construcción
2012,0	11	22199	Sabiñánigo	1	Indefinido	4	Servicios
2012,0	7	22199	Sabiñánigo	2	Temporal	4	Servicios
2012,0	3	44013	Alcañiz	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	5	44013	Alcañiz	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	2	44013	Alcañiz	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	31	44013	Alcañiz	1	Indefinido	2	Industria y energía
2012,0	4	44013	Alcañiz	2	Temporal	2	Industria y energía
2012,0	16	44013	Alcañiz	1	Indefinido	3	Construcción
2012,0	10	44013	Alcañiz	2	Temporal	3	Construcción
2012,0	42	44013	Alcañiz	1	Indefinido	4	Servicios
2012,0	10	44013	Alcañiz	2	Temporal	4	Servicios
2012,0	1	44025	Andorra	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	1	44025	Andorra	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	3	44025	Andorra	1	Indefinido	2	Industria y energía
2012,0	2	44025	Andorra	2	Temporal	2	Industria y energía
2012,0	1	44025	Andorra	1	Indefinido	3	Construcción
2012,0	18	44025	Andorra	2	Temporal	3	Construcción
2012,0	2	44025	Andorra	3	Sin clasificar	3	Construcción
2012,0	33	44025	Andorra	1	Indefinido	4	Servicios
2012,0	8	44025	Andorra	2	Temporal	4	Servicios
2012,0	8	44216	Teruel	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	4	44216	Teruel	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	2	44216	Teruel	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	47	44216	Teruel	1	Indefinido	2	Industria y energía
2012,0	17	44216	Teruel	2	Temporal	2	Industria y energía
2012,0	1	44216	Teruel	3	Sin clasificar	2	Industria y energía
2012,0	24	44216	Teruel	1	Indefinido	3	Construcción
2012,0	16	44216	Teruel	2	Temporal	3	Construcción
2012,0	2	44216	Teruel	3	Sin clasificar	3	Construcción
2012,0	133	44216	Teruel	1	Indefinido	4	Servicios
2012,0	52	44216	Teruel	2	Temporal	4	Servicios
2012,0	6	44216	Teruel	3	Sin clasificar	4	Servicios
2012,0	1	50008	Alagón	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	1	50008	Alagón	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	24	50008	Alagón	1	Indefinido	2	Industria y energía
2012,0	3	50008	Alagón	1	Indefinido	3	Construcción
2012,0	5	50008	Alagón	2	Temporal	3	Construcción
2012,0	1	50008	Alagón	3	Sin clasificar	3	Construcción
2012,0	15	50008	Alagón	1	Indefinido	4	Servicios
2012,0	11	50008	Alagón	2	Temporal	4	Servicios
2012,0	8	50025	Almunia de Doña Godina (La)	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	13	50025	Almunia de Doña Godina (La)	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	14	50025	Almunia de Doña Godina (La)	1	Indefinido	2	Industria y energía
2012,0	7	50025	Almunia de Doña Godina (La)	2	Temporal	2	Industria y energía
2012,0	1	50025	Almunia de Doña Godina (La)	1	Indefinido	3	Construcción
2012,0	1	50025	Almunia de Doña Godina (La)	2	Temporal	3	Construcción
2012,0	23	50025	Almunia de Doña Godina (La)	1	Indefinido	4	Servicios
2012,0	17	50025	Almunia de Doña Godina (La)	2	Temporal	4	Servicios
2012,0	1	50067	Calatayud	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	6	50067	Calatayud	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	1	50067	Calatayud	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	16	50067	Calatayud	1	Indefinido	2	Industria y energía
2012,0	9	50067	Calatayud	2	Temporal	2	Industria y energía
2012,0	12	50067	Calatayud	1	Indefinido	3	Construcción
2012,0	6	50067	Calatayud	2	Temporal	3	Construcción
2012,0	1	50067	Calatayud	3	Sin clasificar	3	Construcción
2012,0	49	50067	Calatayud	1	Indefinido	4	Servicios
2012,0	31	50067	Calatayud	2	Temporal	4	Servicios
2012,0	6	50074	Caspe	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	21	50074	Caspe	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	7	50074	Caspe	1	Indefinido	2	Industria y energía
2012,0	2	50074	Caspe	1	Indefinido	3	Construcción
2012,0	6	50074	Caspe	2	Temporal	3	Construcción
2012,0	18	50074	Caspe	1	Indefinido	4	Servicios
2012,0	10	50074	Caspe	2	Temporal	4	Servicios
2012,0	2	50089	Cuarte de Huerva	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	58	50089	Cuarte de Huerva	1	Indefinido	2	Industria y energía
2012,0	16	50089	Cuarte de Huerva	2	Temporal	2	Industria y energía
2012,0	1	50089	Cuarte de Huerva	3	Sin clasificar	2	Industria y energía
2012,0	6	50089	Cuarte de Huerva	1	Indefinido	3	Construcción
2012,0	13	50089	Cuarte de Huerva	2	Temporal	3	Construcción
2012,0	48	50089	Cuarte de Huerva	1	Indefinido	4	Servicios
2012,0	17	50089	Cuarte de Huerva	2	Temporal	4	Servicios
2012,0	2	50089	Cuarte de Huerva	3	Sin clasificar	4	Servicios
2012,0	16	50095	Ejea de los Caballeros	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	9	50095	Ejea de los Caballeros	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	3	50095	Ejea de los Caballeros	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	38	50095	Ejea de los Caballeros	1	Indefinido	2	Industria y energía
2012,0	23	50095	Ejea de los Caballeros	2	Temporal	2	Industria y energía
2012,0	12	50095	Ejea de los Caballeros	1	Indefinido	3	Construcción
2012,0	15	50095	Ejea de los Caballeros	2	Temporal	3	Construcción
2012,0	35	50095	Ejea de los Caballeros	1	Indefinido	4	Servicios
2012,0	11	50095	Ejea de los Caballeros	2	Temporal	4	Servicios
2012,0	10	50163	María de Huerva	1	Indefinido	2	Industria y energía
2012,0	3	50163	María de Huerva	2	Temporal	2	Industria y energía
2012,0	1	50163	María de Huerva	3	Sin clasificar	2	Industria y energía
2012,0	1	50163	María de Huerva	2	Temporal	3	Construcción
2012,0	4	50163	María de Huerva	1	Indefinido	4	Servicios
2012,0	5	50163	María de Huerva	2	Temporal	4	Servicios
2012,0	1	50163	María de Huerva	3	Sin clasificar	4	Servicios
2012,0	1	50182	Muela (La)	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	41	50182	Muela (La)	1	Indefinido	2	Industria y energía
2012,0	12	50182	Muela (La)	2	Temporal	2	Industria y energía
2012,0	9	50182	Muela (La)	1	Indefinido	3	Construcción
2012,0	6	50182	Muela (La)	2	Temporal	3	Construcción
2012,0	48	50182	Muela (La)	1	Indefinido	4	Servicios
2012,0	14	50182	Muela (La)	2	Temporal	4	Servicios
2012,0	79	50219	Puebla de Alfindén (La)	1	Indefinido	2	Industria y energía
2012,0	23	50219	Puebla de Alfindén (La)	2	Temporal	2	Industria y energía
2012,0	16	50219	Puebla de Alfindén (La)	1	Indefinido	3	Construcción
2012,0	5	50219	Puebla de Alfindén (La)	2	Temporal	3	Construcción
2012,0	1	50219	Puebla de Alfindén (La)	3	Sin clasificar	3	Construcción
2012,0	48	50219	Puebla de Alfindén (La)	1	Indefinido	4	Servicios
2012,0	14	50219	Puebla de Alfindén (La)	2	Temporal	4	Servicios
2012,0	1	50219	Puebla de Alfindén (La)	3	Sin clasificar	4	Servicios
2012,0	3	50251	Tarazona	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	2	50251	Tarazona	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	38	50251	Tarazona	1	Indefinido	2	Industria y energía
2012,0	7	50251	Tarazona	2	Temporal	2	Industria y energía
2012,0	3	50251	Tarazona	1	Indefinido	3	Construcción
2012,0	3	50251	Tarazona	2	Temporal	3	Construcción
2012,0	22	50251	Tarazona	1	Indefinido	4	Servicios
2012,0	13	50251	Tarazona	2	Temporal	4	Servicios
2012,0	14	50252	Tauste	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	6	50252	Tauste	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	2	50252	Tauste	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	19	50252	Tauste	1	Indefinido	2	Industria y energía
2012,0	4	50252	Tauste	2	Temporal	2	Industria y energía
2012,0	3	50252	Tauste	1	Indefinido	3	Construcción
2012,0	1	50252	Tauste	2	Temporal	3	Construcción
2012,0	10	50252	Tauste	1	Indefinido	4	Servicios
2012,0	3	50252	Tauste	2	Temporal	4	Servicios
2012,0	2	50272	Utebo	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	2	50272	Utebo	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	81	50272	Utebo	1	Indefinido	2	Industria y energía
2012,0	11	50272	Utebo	2	Temporal	2	Industria y energía
2012,0	7	50272	Utebo	1	Indefinido	3	Construcción
2012,0	6	50272	Utebo	2	Temporal	3	Construcción
2012,0	43	50272	Utebo	1	Indefinido	4	Servicios
2012,0	17	50272	Utebo	2	Temporal	4	Servicios
2012,0	27	50297	Zaragoza	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	9	50297	Zaragoza	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	2	50297	Zaragoza	3	Sin clasificar	1	Agricultura, ganadería y pesca
2012,0	794	50297	Zaragoza	1	Indefinido	2	Industria y energía
2012,0	289	50297	Zaragoza	2	Temporal	2	Industria y energía
2012,0	12	50297	Zaragoza	3	Sin clasificar	2	Industria y energía
2012,0	269	50297	Zaragoza	1	Indefinido	3	Construcción
2012,0	327	50297	Zaragoza	2	Temporal	3	Construcción
2012,0	22	50297	Zaragoza	3	Sin clasificar	3	Construcción
2012,0	2314	50297	Zaragoza	1	Indefinido	4	Servicios
2012,0	872	50297	Zaragoza	2	Temporal	4	Servicios
2012,0	45	50297	Zaragoza	3	Sin clasificar	4	Servicios
2012,0	1	50298	Zuera	1	Indefinido	1	Agricultura, ganadería y pesca
2012,0	1	50298	Zuera	2	Temporal	1	Agricultura, ganadería y pesca
2012,0	45	50298	Zuera	1	Indefinido	2	Industria y energía
2012,0	10	50298	Zuera	2	Temporal	2	Industria y energía
2012,0	2	50298	Zuera	1	Indefinido	3	Construcción
2012,0	11	50298	Zuera	2	Temporal	3	Construcción
2012,0	43	50298	Zuera	1	Indefinido	4	Servicios
2012,0	6	50298	Zuera	2	Temporal	4	Servicios
2012,0	1	50298	Zuera	3	Sin clasificar	4	Servicios
2011,0	5	22048	Barbastro	1	Indefinido	1	Agricultura, ganadería y pesca
2011,0	2	22048	Barbastro	2	Temporal	1	Agricultura, ganadería y pesca
2011,0	2	22048	Barbastro	3	Sin clasificar	1	Agricultura, ganadería y pesca
