Año	Siglas	Votos	Candidatura	Comarca código	Comarca nombre
2019	PSOE	8764,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	01	La Jacetania
2019	PSOE	6775,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	02	Alto Gállego
2019	PSOE	4123,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	03	Sobrarbe
2019	PSOE	5673,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	04	La Ribagorza
2019	PSOE	18315,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	05	Cinco Villas
2019	PSOE	34725,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	06	Hoya de Huesca / Plana de Uesca
2019	PSOE	12061,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	07	Somontano de Barbastro
2019	PSOE	12032,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	08	Cinca Medio
2019	PSOE	8644,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	09	La Litera / La Llitera
2019	PSOE	11403,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	10	Los Monegros
2019	PSOE	10238,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	11	Bajo Cinca / Baix Cinca
2019	PSOE	7863,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	12	Tarazona y el Moncayo
2019	PSOE	8142,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	13	Campo de Borja
2019	PSOE	3440,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	14	Aranda
2019	PSOE	15949,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	15	Ribera Alta del Ebro
2019	PSOE	12114,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	16	Valdejalón
2019	PSOE	355360,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	17	D.C. Zaragoza
2019	PSOE	5199,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	18	Ribera Baja del Ebro
2019	PSOE	6603,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	PSOE	19651,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	20	Comunidad de Calatayud
2019	PSOE	5423,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	21	Campo de Cariñena
2019	PSOE	2750,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	22	Campo de Belchite
2019	PSOE	3550,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	23	Bajo Martín
2019	PSOE	2601,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	24	Campo de Daroca
2019	PSOE	4378,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	25	Jiloca
2019	PSOE	4923,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	26	Cuencas Mineras
2019	PSOE	4953,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	27	Andorra-Sierra de Arcos
2019	PSOE	11930,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	28	Bajo Aragón
2019	PSOE	14504,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	29	Comunidad de Teruel
2019	PSOE	1331,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	30	Maestrazgo
2019	PSOE	2316,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	31	Sierra de Albarracín
2019	PSOE	3351,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	32	Gúdar-Javalambre
2019	PSOE	3484,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL	33	Matarraña / Matarranya
2019	PP	7107,0	PARTIDO POPULAR	01	La Jacetania
2019	PP	5186,0	PARTIDO POPULAR	02	Alto Gállego
2019	PP	3159,0	PARTIDO POPULAR	03	Sobrarbe
2019	PP	5657,0	PARTIDO POPULAR	04	La Ribagorza
2019	PP	13640,0	PARTIDO POPULAR	05	Cinco Villas
2019	PP	32263,0	PARTIDO POPULAR	06	Hoya de Huesca / Plana de Uesca
2019	PP	12877,0	PARTIDO POPULAR	07	Somontano de Barbastro
2019	PP	10581,0	PARTIDO POPULAR	08	Cinca Medio
2019	PP	8225,0	PARTIDO POPULAR	09	La Litera / La Llitera
2019	PP	10684,0	PARTIDO POPULAR	10	Los Monegros
2019	PP	10164,0	PARTIDO POPULAR	11	Bajo Cinca / Baix Cinca
2019	PP	7257,0	PARTIDO POPULAR	12	Tarazona y el Moncayo
2019	PP	6045,0	PARTIDO POPULAR	13	Campo de Borja
2019	PP	3809,0	PARTIDO POPULAR	14	Aranda
2019	PP	10385,0	PARTIDO POPULAR	15	Ribera Alta del Ebro
2019	PP	11786,0	PARTIDO POPULAR	16	Valdejalón
2019	PP	340564,0	PARTIDO POPULAR	17	D.C. Zaragoza
2019	PP	3728,0	PARTIDO POPULAR	18	Ribera Baja del Ebro
2019	PP	5253,0	PARTIDO POPULAR	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	PP	19825,0	PARTIDO POPULAR	20	Comunidad de Calatayud
2019	PP	4995,0	PARTIDO POPULAR	21	Campo de Cariñena
2019	PP	3379,0	PARTIDO POPULAR	22	Campo de Belchite
2019	PP	3160,0	PARTIDO POPULAR	23	Bajo Martín
2019	PP	3823,0	PARTIDO POPULAR	24	Campo de Daroca
2019	PP	6006,0	PARTIDO POPULAR	25	Jiloca
2019	PP	2476,0	PARTIDO POPULAR	26	Cuencas Mineras
2019	PP	3153,0	PARTIDO POPULAR	27	Andorra-Sierra de Arcos
2019	PP	12725,0	PARTIDO POPULAR	28	Bajo Aragón
2019	PP	19968,0	PARTIDO POPULAR	29	Comunidad de Teruel
2019	PP	1687,0	PARTIDO POPULAR	30	Maestrazgo
2019	PP	2078,0	PARTIDO POPULAR	31	Sierra de Albarracín
2019	PP	3459,0	PARTIDO POPULAR	32	Gúdar-Javalambre
2019	PP	3841,0	PARTIDO POPULAR	33	Matarraña / Matarranya
2019	VOX	1258,0	VOX	01	La Jacetania
2019	VOX	713,0	VOX	02	Alto Gállego
2019	VOX	406,0	VOX	03	Sobrarbe
2019	VOX	681,0	VOX	04	La Ribagorza
2019	VOX	2074,0	VOX	05	Cinco Villas
2019	VOX	5113,0	VOX	06	Hoya de Huesca / Plana de Uesca
2019	VOX	1636,0	VOX	07	Somontano de Barbastro
2019	VOX	1435,0	VOX	08	Cinca Medio
2019	VOX	1051,0	VOX	09	La Litera / La Llitera
2019	VOX	1285,0	VOX	10	Los Monegros
2019	VOX	1570,0	VOX	11	Bajo Cinca / Baix Cinca
2019	VOX	796,0	VOX	12	Tarazona y el Moncayo
2019	VOX	857,0	VOX	13	Campo de Borja
2019	VOX	613,0	VOX	14	Aranda
2019	VOX	2156,0	VOX	15	Ribera Alta del Ebro
2019	VOX	2253,0	VOX	16	Valdejalón
2019	VOX	67097,0	VOX	17	D.C. Zaragoza
2019	VOX	633,0	VOX	18	Ribera Baja del Ebro
2019	VOX	949,0	VOX	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	VOX	2800,0	VOX	20	Comunidad de Calatayud
2019	VOX	710,0	VOX	21	Campo de Cariñena
2019	VOX	451,0	VOX	22	Campo de Belchite
2019	VOX	419,0	VOX	23	Bajo Martín
2019	VOX	473,0	VOX	24	Campo de Daroca
2019	VOX	750,0	VOX	25	Jiloca
2019	VOX	350,0	VOX	26	Cuencas Mineras
2019	VOX	588,0	VOX	27	Andorra-Sierra de Arcos
2019	VOX	1832,0	VOX	28	Bajo Aragón
2019	VOX	3004,0	VOX	29	Comunidad de Teruel
2019	VOX	196,0	VOX	30	Maestrazgo
2019	VOX	342,0	VOX	31	Sierra de Albarracín
2019	VOX	502,0	VOX	32	Gúdar-Javalambre
2019	VOX	349,0	VOX	33	Matarraña / Matarranya
2019	PODEMOS-IU	3476,0	UNIDAS PODEMOS	01	La Jacetania
2019	PODEMOS-IU	2499,0	UNIDAS PODEMOS	02	Alto Gállego
2019	PODEMOS-IU	1606,0	UNIDAS PODEMOS	03	Sobrarbe
2019	PODEMOS-IU	2418,0	UNIDAS PODEMOS	04	La Ribagorza
2019	PODEMOS-IU	3743,0	UNIDAS PODEMOS	05	Cinco Villas
2019	PODEMOS-IU	10985,0	UNIDAS PODEMOS	06	Hoya de Huesca / Plana de Uesca
2019	PODEMOS-IU	3103,0	UNIDAS PODEMOS	07	Somontano de Barbastro
2019	PODEMOS-IU	3064,0	UNIDAS PODEMOS	08	Cinca Medio
2019	PODEMOS-IU	2971,0	UNIDAS PODEMOS	09	La Litera / La Llitera
2019	PODEMOS-IU	1729,0	UNIDAS PODEMOS	10	Los Monegros
2019	PODEMOS-IU	3193,0	UNIDAS PODEMOS	11	Bajo Cinca / Baix Cinca
2019	PODEMOS-IU	2265,0	UNIDAS PODEMOS	12	Tarazona y el Moncayo
2019	PODEMOS-IU	1585,0	UNIDAS PODEMOS	13	Campo de Borja
2019	PODEMOS-IU	497,0	UNIDAS PODEMOS	14	Aranda
2019	PODEMOS-IU	3969,0	UNIDAS PODEMOS	15	Ribera Alta del Ebro
2019	PODEMOS-IU	2748,0	UNIDAS PODEMOS	16	Valdejalón
2019	PODEMOS-IU	128711,0	UNIDAS PODEMOS	17	D.C. Zaragoza
2019	PODEMOS-IU	821,0	UNIDAS PODEMOS	18	Ribera Baja del Ebro
2019	PODEMOS-IU	1320,0	UNIDAS PODEMOS	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	PODEMOS-IU	3484,0	UNIDAS PODEMOS	20	Comunidad de Calatayud
2019	PODEMOS-IU	994,0	UNIDAS PODEMOS	21	Campo de Cariñena
2019	PODEMOS-IU	382,0	UNIDAS PODEMOS	22	Campo de Belchite
2019	PODEMOS-IU	640,0	UNIDAS PODEMOS	23	Bajo Martín
2019	PODEMOS-IU	383,0	UNIDAS PODEMOS	24	Campo de Daroca
2019	PODEMOS-IU	570,0	UNIDAS PODEMOS	25	Jiloca
2019	PODEMOS-IU	697,0	UNIDAS PODEMOS	26	Cuencas Mineras
2019	PODEMOS-IU	1158,0	UNIDAS PODEMOS	27	Andorra-Sierra de Arcos
2019	PODEMOS-IU	2705,0	UNIDAS PODEMOS	28	Bajo Aragón
2019	PODEMOS-IU	2708,0	UNIDAS PODEMOS	29	Comunidad de Teruel
2019	PODEMOS-IU	274,0	UNIDAS PODEMOS	30	Maestrazgo
2019	PODEMOS-IU	264,0	UNIDAS PODEMOS	31	Sierra de Albarracín
2019	PODEMOS-IU	790,0	UNIDAS PODEMOS	32	Gúdar-Javalambre
2019	PODEMOS-IU	1197,0	UNIDAS PODEMOS	33	Matarraña / Matarranya
2019	Cs	2274,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	01	La Jacetania
2019	Cs	1530,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	02	Alto Gállego
2019	Cs	799,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	03	Sobrarbe
2019	Cs	1291,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	04	La Ribagorza
2019	Cs	2969,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	05	Cinco Villas
2019	Cs	8390,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	06	Hoya de Huesca / Plana de Uesca
2019	Cs	3422,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	07	Somontano de Barbastro
2019	Cs	2645,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	08	Cinca Medio
2019	Cs	2043,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	09	La Litera / La Llitera
2019	Cs	2435,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	10	Los Monegros
2019	Cs	3103,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	11	Bajo Cinca / Baix Cinca
2019	Cs	1489,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	12	Tarazona y el Moncayo
2019	Cs	1555,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	13	Campo de Borja
2019	Cs	825,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	14	Aranda
2019	Cs	3111,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	15	Ribera Alta del Ebro
2019	Cs	3018,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	16	Valdejalón
2019	Cs	115608,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	17	D.C. Zaragoza
2019	Cs	1129,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	18	Ribera Baja del Ebro
2019	Cs	1724,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	Cs	4185,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	20	Comunidad de Calatayud
2019	Cs	1064,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	21	Campo de Cariñena
2019	Cs	574,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	22	Campo de Belchite
2019	Cs	456,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	23	Bajo Martín
2019	Cs	787,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	24	Campo de Daroca
2019	Cs	840,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	25	Jiloca
2019	Cs	1391,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	26	Cuencas Mineras
2019	Cs	594,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	27	Andorra-Sierra de Arcos
2019	Cs	2402,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	28	Bajo Aragón
2019	Cs	3026,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	29	Comunidad de Teruel
2019	Cs	248,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	30	Maestrazgo
2019	Cs	333,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	31	Sierra de Albarracín
2019	Cs	658,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	32	Gúdar-Javalambre
2019	Cs	791,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	33	Matarraña / Matarranya
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	01	La Jacetania
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	02	Alto Gállego
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	03	Sobrarbe
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	04	La Ribagorza
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	05	Cinco Villas
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	06	Hoya de Huesca / Plana de Uesca
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	07	Somontano de Barbastro
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	08	Cinca Medio
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	09	La Litera / La Llitera
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	10	Los Monegros
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	11	Bajo Cinca / Baix Cinca
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	12	Tarazona y el Moncayo
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	13	Campo de Borja
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	14	Aranda
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	15	Ribera Alta del Ebro
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	16	Valdejalón
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	17	D.C. Zaragoza
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	18	Ribera Baja del Ebro
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	20	Comunidad de Calatayud
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	21	Campo de Cariñena
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	22	Campo de Belchite
2019	¡TERUEL EXISTE!	1255,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	23	Bajo Martín
2019	¡TERUEL EXISTE!	0,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	24	Campo de Daroca
2019	¡TERUEL EXISTE!	5205,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	25	Jiloca
2019	¡TERUEL EXISTE!	2613,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	26	Cuencas Mineras
2019	¡TERUEL EXISTE!	4077,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	27	Andorra-Sierra de Arcos
2019	¡TERUEL EXISTE!	7993,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	28	Bajo Aragón
2019	¡TERUEL EXISTE!	28537,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	29	Comunidad de Teruel
2019	¡TERUEL EXISTE!	1287,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	30	Maestrazgo
2019	¡TERUEL EXISTE!	1921,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	31	Sierra de Albarracín
2019	¡TERUEL EXISTE!	2838,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	32	Gúdar-Javalambre
2019	¡TERUEL EXISTE!	1412,0	AGRUPACIÓN DE ELECTORES TERUEL EXISTE	33	Matarraña / Matarranya
2019	M PAÍS-CHA-EQUO	75,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	01	La Jacetania
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	02	Alto Gállego
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	03	Sobrarbe
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	04	La Ribagorza
2019	M PAÍS-CHA-EQUO	1056,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	05	Cinco Villas
2019	M PAÍS-CHA-EQUO	24,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	06	Hoya de Huesca / Plana de Uesca
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	07	Somontano de Barbastro
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	08	Cinca Medio
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	09	La Litera / La Llitera
2019	M PAÍS-CHA-EQUO	174,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	10	Los Monegros
2019	M PAÍS-CHA-EQUO	83,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	11	Bajo Cinca / Baix Cinca
2019	M PAÍS-CHA-EQUO	579,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	12	Tarazona y el Moncayo
2019	M PAÍS-CHA-EQUO	487,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	13	Campo de Borja
2019	M PAÍS-CHA-EQUO	168,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	14	Aranda
2019	M PAÍS-CHA-EQUO	933,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	15	Ribera Alta del Ebro
2019	M PAÍS-CHA-EQUO	980,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	16	Valdejalón
2019	M PAÍS-CHA-EQUO	43390,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	17	D.C. Zaragoza
2019	M PAÍS-CHA-EQUO	518,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	18	Ribera Baja del Ebro
2019	M PAÍS-CHA-EQUO	556,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	M PAÍS-CHA-EQUO	1213,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	20	Comunidad de Calatayud
2019	M PAÍS-CHA-EQUO	335,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	21	Campo de Cariñena
2019	M PAÍS-CHA-EQUO	118,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	22	Campo de Belchite
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	23	Bajo Martín
2019	M PAÍS-CHA-EQUO	241,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	24	Campo de Daroca
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	25	Jiloca
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	26	Cuencas Mineras
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	27	Andorra-Sierra de Arcos
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	28	Bajo Aragón
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	29	Comunidad de Teruel
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	30	Maestrazgo
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	31	Sierra de Albarracín
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	32	Gúdar-Javalambre
2019	M PAÍS-CHA-EQUO	0,0	MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO	33	Matarraña / Matarranya
2019	PACMA	214,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	01	La Jacetania
2019	PACMA	192,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	02	Alto Gállego
2019	PACMA	66,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	03	Sobrarbe
2019	PACMA	164,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	04	La Ribagorza
2019	PACMA	196,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	05	Cinco Villas
2019	PACMA	980,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	06	Hoya de Huesca / Plana de Uesca
2019	PACMA	352,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	07	Somontano de Barbastro
2019	PACMA	287,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	08	Cinca Medio
2019	PACMA	195,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	09	La Litera / La Llitera
2019	PACMA	143,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	10	Los Monegros
2019	PACMA	252,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	11	Bajo Cinca / Baix Cinca
2019	PACMA	220,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	12	Tarazona y el Moncayo
2019	PACMA	175,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	13	Campo de Borja
2019	PACMA	49,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	14	Aranda
2019	PACMA	395,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	15	Ribera Alta del Ebro
2019	PACMA	340,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	16	Valdejalón
2019	PACMA	13736,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	17	D.C. Zaragoza
2019	PACMA	90,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	18	Ribera Baja del Ebro
2019	PACMA	121,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	PACMA	353,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	20	Comunidad de Calatayud
2019	PACMA	106,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	21	Campo de Cariñena
2019	PACMA	24,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	22	Campo de Belchite
2019	PACMA	22,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	23	Bajo Martín
2019	PACMA	49,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	24	Campo de Daroca
2019	PACMA	29,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	25	Jiloca
2019	PACMA	47,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	26	Cuencas Mineras
2019	PACMA	63,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	27	Andorra-Sierra de Arcos
2019	PACMA	175,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	28	Bajo Aragón
2019	PACMA	233,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	29	Comunidad de Teruel
2019	PACMA	21,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	30	Maestrazgo
2019	PACMA	21,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	31	Sierra de Albarracín
2019	PACMA	47,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	32	Gúdar-Javalambre
2019	PACMA	47,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	33	Matarraña / Matarranya
2019	EB	135,0	ESCAÑOS EN BLANCO	01	La Jacetania
2019	EB	83,0	ESCAÑOS EN BLANCO	02	Alto Gállego
2019	EB	44,0	ESCAÑOS EN BLANCO	03	Sobrarbe
2019	EB	115,0	ESCAÑOS EN BLANCO	04	La Ribagorza
2019	EB	147,0	ESCAÑOS EN BLANCO	05	Cinco Villas
2019	EB	697,0	ESCAÑOS EN BLANCO	06	Hoya de Huesca / Plana de Uesca
2019	EB	214,0	ESCAÑOS EN BLANCO	07	Somontano de Barbastro
2019	EB	205,0	ESCAÑOS EN BLANCO	08	Cinca Medio
2019	EB	107,0	ESCAÑOS EN BLANCO	09	La Litera / La Llitera
2019	EB	102,0	ESCAÑOS EN BLANCO	10	Los Monegros
2019	EB	158,0	ESCAÑOS EN BLANCO	11	Bajo Cinca / Baix Cinca
2019	EB	110,0	ESCAÑOS EN BLANCO	12	Tarazona y el Moncayo
2019	EB	95,0	ESCAÑOS EN BLANCO	13	Campo de Borja
2019	EB	36,0	ESCAÑOS EN BLANCO	14	Aranda
2019	EB	172,0	ESCAÑOS EN BLANCO	15	Ribera Alta del Ebro
2019	EB	138,0	ESCAÑOS EN BLANCO	16	Valdejalón
2019	EB	8995,0	ESCAÑOS EN BLANCO	17	D.C. Zaragoza
2019	EB	59,0	ESCAÑOS EN BLANCO	18	Ribera Baja del Ebro
