Mes y año	Mes (código)	Comarca código	Comarca nombre	Sexo	Nivel formativo grupo IAEST descripción	Nivel formativo grupo IAEST código	Número de contratos
Enero 2018	201801	20	Comunidad de Calatayud	Hombres	Enseñanza media de formación profesional	32	22
Enero 2018	201801	20	Comunidad de Calatayud	Mujeres	Enseñanza media de formación profesional	32	20
Enero 2018	201801	20	Comunidad de Calatayud	Hombres	Enseñanza superior de formación profesional	41	8
Enero 2018	201801	20	Comunidad de Calatayud	Mujeres	Enseñanza superior de formación profesional	41	12
Enero 2018	201801	20	Comunidad de Calatayud	Hombres	Enseñanza superior universitaria	42	38
Enero 2018	201801	20	Comunidad de Calatayud	Mujeres	Enseñanza superior universitaria	42	37
Enero 2018	201801	21	Campo de Cariñena	Hombres	Educación Primaria o inferior	10	100
Enero 2018	201801	21	Campo de Cariñena	Mujeres	Educación Primaria o inferior	10	41
Enero 2018	201801	21	Campo de Cariñena	Hombres	Primera etapa de educación secundaria	20	304
Enero 2018	201801	21	Campo de Cariñena	Mujeres	Primera etapa de educación secundaria	20	72
Enero 2018	201801	21	Campo de Cariñena	Hombres	Bachillerato	31	19
Enero 2018	201801	21	Campo de Cariñena	Mujeres	Bachillerato	31	23
Enero 2018	201801	21	Campo de Cariñena	Hombres	Enseñanza media de formación profesional	32	40
Enero 2018	201801	21	Campo de Cariñena	Mujeres	Enseñanza media de formación profesional	32	10
Enero 2018	201801	21	Campo de Cariñena	Hombres	Enseñanza superior de formación profesional	41	19
Enero 2018	201801	21	Campo de Cariñena	Mujeres	Enseñanza superior de formación profesional	41	6
Enero 2018	201801	21	Campo de Cariñena	Hombres	Enseñanza superior universitaria	42	12
Enero 2018	201801	21	Campo de Cariñena	Mujeres	Enseñanza superior universitaria	42	24
Enero 2018	201801	22	Campo de Belchite	Hombres	Educación Primaria o inferior	10	17
Enero 2018	201801	22	Campo de Belchite	Mujeres	Educación Primaria o inferior	10	12
Enero 2018	201801	22	Campo de Belchite	Hombres	Primera etapa de educación secundaria	20	22
Enero 2018	201801	22	Campo de Belchite	Mujeres	Primera etapa de educación secundaria	20	14
Enero 2018	201801	22	Campo de Belchite	Hombres	Bachillerato	31	1
Enero 2018	201801	22	Campo de Belchite	Mujeres	Bachillerato	31	4
Enero 2018	201801	22	Campo de Belchite	Mujeres	Enseñanza media de formación profesional	32	1
Enero 2018	201801	22	Campo de Belchite	Hombres	Enseñanza superior de formación profesional	41	1
Enero 2018	201801	22	Campo de Belchite	Mujeres	Enseñanza superior de formación profesional	41	1
Enero 2018	201801	22	Campo de Belchite	Hombres	Enseñanza superior universitaria	42	1
Enero 2018	201801	23	Bajo Martín	Hombres	Educación Primaria o inferior	10	84
Enero 2018	201801	23	Bajo Martín	Mujeres	Educación Primaria o inferior	10	59
Enero 2018	201801	23	Bajo Martín	Hombres	Primera etapa de educación secundaria	20	11
Enero 2018	201801	23	Bajo Martín	Mujeres	Primera etapa de educación secundaria	20	6
Enero 2018	201801	23	Bajo Martín	Hombres	Bachillerato	31	1
Enero 2018	201801	23	Bajo Martín	Mujeres	Bachillerato	31	9
Enero 2018	201801	23	Bajo Martín	Hombres	Enseñanza media de formación profesional	32	3
Enero 2018	201801	23	Bajo Martín	Mujeres	Enseñanza media de formación profesional	32	1
Enero 2018	201801	23	Bajo Martín	Hombres	Enseñanza superior de formación profesional	41	1
Enero 2018	201801	23	Bajo Martín	Mujeres	Enseñanza superior de formación profesional	41	1
Enero 2018	201801	23	Bajo Martín	Mujeres	Enseñanza superior universitaria	42	2
Enero 2018	201801	24	Campo de Daroca	Hombres	Educación Primaria o inferior	10	21
Enero 2018	201801	24	Campo de Daroca	Mujeres	Educación Primaria o inferior	10	13
Enero 2018	201801	24	Campo de Daroca	Hombres	Primera etapa de educación secundaria	20	11
Enero 2018	201801	24	Campo de Daroca	Mujeres	Primera etapa de educación secundaria	20	2
Enero 2018	201801	24	Campo de Daroca	Hombres	Bachillerato	31	6
Enero 2018	201801	24	Campo de Daroca	Mujeres	Bachillerato	31	4
Enero 2018	201801	24	Campo de Daroca	Hombres	Enseñanza media de formación profesional	32	3
Enero 2018	201801	24	Campo de Daroca	Hombres	Enseñanza superior de formación profesional	41	1
Enero 2018	201801	24	Campo de Daroca	Hombres	Enseñanza superior universitaria	42	3
Enero 2018	201801	24	Campo de Daroca	Mujeres	Enseñanza superior universitaria	42	1
Enero 2018	201801	25	Jiloca	Hombres	Educación Primaria o inferior	10	41
Enero 2018	201801	25	Jiloca	Mujeres	Educación Primaria o inferior	10	28
Enero 2018	201801	25	Jiloca	Hombres	Primera etapa de educación secundaria	20	16
Enero 2018	201801	25	Jiloca	Mujeres	Primera etapa de educación secundaria	20	10
Enero 2018	201801	25	Jiloca	Hombres	Bachillerato	31	7
Enero 2018	201801	25	Jiloca	Mujeres	Bachillerato	31	8
Enero 2018	201801	25	Jiloca	Hombres	Enseñanza media de formación profesional	32	6
Enero 2018	201801	25	Jiloca	Mujeres	Enseñanza media de formación profesional	32	1
Enero 2018	201801	25	Jiloca	Hombres	Enseñanza superior universitaria	42	2
Enero 2018	201801	25	Jiloca	Mujeres	Enseñanza superior universitaria	42	9
Enero 2018	201801	26	Cuencas Mineras	Hombres	Educación Primaria o inferior	10	28
Enero 2018	201801	26	Cuencas Mineras	Mujeres	Educación Primaria o inferior	10	29
Enero 2018	201801	26	Cuencas Mineras	Hombres	Primera etapa de educación secundaria	20	21
Enero 2018	201801	26	Cuencas Mineras	Mujeres	Primera etapa de educación secundaria	20	21
Enero 2018	201801	26	Cuencas Mineras	Hombres	Bachillerato	31	2
Enero 2018	201801	26	Cuencas Mineras	Mujeres	Bachillerato	31	5
Enero 2018	201801	26	Cuencas Mineras	Mujeres	Enseñanza media de formación profesional	32	6
Enero 2018	201801	26	Cuencas Mineras	Mujeres	Enseñanza superior de formación profesional	41	5
Enero 2018	201801	26	Cuencas Mineras	Hombres	Enseñanza superior universitaria	42	7
Enero 2018	201801	26	Cuencas Mineras	Mujeres	Enseñanza superior universitaria	42	5
Enero 2018	201801	27	Andorra-Sierra de Arcos	Hombres	Educación Primaria o inferior	10	35
Enero 2018	201801	27	Andorra-Sierra de Arcos	Mujeres	Educación Primaria o inferior	10	38
Enero 2018	201801	27	Andorra-Sierra de Arcos	Hombres	Primera etapa de educación secundaria	20	25
Enero 2018	201801	27	Andorra-Sierra de Arcos	Mujeres	Primera etapa de educación secundaria	20	40
Enero 2018	201801	27	Andorra-Sierra de Arcos	Mujeres	Bachillerato	31	3
Enero 2018	201801	27	Andorra-Sierra de Arcos	Hombres	Enseñanza media de formación profesional	32	5
Enero 2018	201801	27	Andorra-Sierra de Arcos	Mujeres	Enseñanza media de formación profesional	32	18
Enero 2018	201801	27	Andorra-Sierra de Arcos	Hombres	Enseñanza superior universitaria	42	6
Enero 2018	201801	27	Andorra-Sierra de Arcos	Mujeres	Enseñanza superior universitaria	42	6
Enero 2018	201801	28	Bajo Aragón	Hombres	Educación Primaria o inferior	10	119
Enero 2018	201801	28	Bajo Aragón	Mujeres	Educación Primaria o inferior	10	110
Enero 2018	201801	28	Bajo Aragón	Hombres	Primera etapa de educación secundaria	20	84
Enero 2018	201801	28	Bajo Aragón	Mujeres	Primera etapa de educación secundaria	20	65
Enero 2018	201801	28	Bajo Aragón	Hombres	Bachillerato	31	26
Enero 2018	201801	28	Bajo Aragón	Mujeres	Bachillerato	31	18
Enero 2018	201801	28	Bajo Aragón	Hombres	Enseñanza media de formación profesional	32	13
Enero 2018	201801	28	Bajo Aragón	Mujeres	Enseñanza media de formación profesional	32	13
Enero 2018	201801	28	Bajo Aragón	Hombres	Enseñanza superior de formación profesional	41	6
Enero 2018	201801	28	Bajo Aragón	Mujeres	Enseñanza superior de formación profesional	41	13
Enero 2018	201801	28	Bajo Aragón	Hombres	Enseñanza superior universitaria	42	13
Enero 2018	201801	28	Bajo Aragón	Mujeres	Enseñanza superior universitaria	42	10
Enero 2018	201801	29	Comunidad de Teruel	Hombres	Educación Primaria o inferior	10	253
Enero 2018	201801	29	Comunidad de Teruel	Mujeres	Educación Primaria o inferior	10	186
Enero 2018	201801	29	Comunidad de Teruel	Hombres	Primera etapa de educación secundaria	20	901
Enero 2018	201801	29	Comunidad de Teruel	Mujeres	Primera etapa de educación secundaria	20	251
Enero 2018	201801	29	Comunidad de Teruel	Hombres	Bachillerato	31	68
Enero 2018	201801	29	Comunidad de Teruel	Mujeres	Bachillerato	31	65
Enero 2018	201801	29	Comunidad de Teruel	Hombres	Enseñanza media de formación profesional	32	29
Enero 2018	201801	29	Comunidad de Teruel	Mujeres	Enseñanza media de formación profesional	32	26
Enero 2018	201801	29	Comunidad de Teruel	Hombres	Enseñanza superior de formación profesional	41	21
Enero 2018	201801	29	Comunidad de Teruel	Mujeres	Enseñanza superior de formación profesional	41	14
Enero 2018	201801	29	Comunidad de Teruel	Hombres	Enseñanza superior universitaria	42	40
Enero 2018	201801	29	Comunidad de Teruel	Mujeres	Enseñanza superior universitaria	42	60
Enero 2018	201801	30	Maestrazgo	Hombres	Educación Primaria o inferior	10	10
Enero 2018	201801	30	Maestrazgo	Mujeres	Educación Primaria o inferior	10	6
Enero 2018	201801	30	Maestrazgo	Hombres	Primera etapa de educación secundaria	20	8
Enero 2018	201801	30	Maestrazgo	Mujeres	Primera etapa de educación secundaria	20	9
Enero 2018	201801	30	Maestrazgo	Mujeres	Enseñanza superior universitaria	42	3
Enero 2018	201801	31	Sierra de Albarracín	Hombres	Educación Primaria o inferior	10	5
Enero 2018	201801	31	Sierra de Albarracín	Mujeres	Educación Primaria o inferior	10	13
Enero 2018	201801	31	Sierra de Albarracín	Hombres	Primera etapa de educación secundaria	20	5
Enero 2018	201801	31	Sierra de Albarracín	Mujeres	Primera etapa de educación secundaria	20	6
Enero 2018	201801	31	Sierra de Albarracín	Hombres	Bachillerato	31	1
Enero 2018	201801	31	Sierra de Albarracín	Mujeres	Bachillerato	31	5
Enero 2018	201801	31	Sierra de Albarracín	Hombres	Enseñanza media de formación profesional	32	1
Enero 2018	201801	31	Sierra de Albarracín	Mujeres	Enseñanza media de formación profesional	32	3
Enero 2018	201801	31	Sierra de Albarracín	Mujeres	Enseñanza superior de formación profesional	41	2
Enero 2018	201801	31	Sierra de Albarracín	Hombres	Enseñanza superior universitaria	42	3
Enero 2018	201801	31	Sierra de Albarracín	Mujeres	Enseñanza superior universitaria	42	3
Enero 2018	201801	32	Gúdar-Javalambre	Hombres	Educación Primaria o inferior	10	117
Enero 2018	201801	32	Gúdar-Javalambre	Mujeres	Educación Primaria o inferior	10	146
Enero 2018	201801	32	Gúdar-Javalambre	Hombres	Primera etapa de educación secundaria	20	21
Enero 2018	201801	32	Gúdar-Javalambre	Mujeres	Primera etapa de educación secundaria	20	12
Enero 2018	201801	32	Gúdar-Javalambre	Hombres	Bachillerato	31	38
Enero 2018	201801	32	Gúdar-Javalambre	Mujeres	Bachillerato	31	25
Enero 2018	201801	32	Gúdar-Javalambre	Mujeres	Enseñanza superior de formación profesional	41	7
Enero 2018	201801	32	Gúdar-Javalambre	Hombres	Enseñanza superior universitaria	42	8
Enero 2018	201801	32	Gúdar-Javalambre	Mujeres	Enseñanza superior universitaria	42	5
Enero 2018	201801	33	Matarraña / Matarranya	Hombres	Educación Primaria o inferior	10	56
Enero 2018	201801	33	Matarraña / Matarranya	Mujeres	Educación Primaria o inferior	10	44
Enero 2018	201801	33	Matarraña / Matarranya	Hombres	Primera etapa de educación secundaria	20	7
Enero 2018	201801	33	Matarraña / Matarranya	Mujeres	Primera etapa de educación secundaria	20	8
Enero 2018	201801	33	Matarraña / Matarranya	Mujeres	Bachillerato	31	3
Enero 2018	201801	33	Matarraña / Matarranya	Mujeres	Enseñanza media de formación profesional	32	13
Enero 2018	201801	33	Matarraña / Matarranya	Hombres	Enseñanza superior de formación profesional	41	1
Enero 2018	201801	33	Matarraña / Matarranya	Mujeres	Enseñanza superior de formación profesional	41	1
Enero 2018	201801	33	Matarraña / Matarranya	Hombres	Enseñanza superior universitaria	42	3
Enero 2018	201801	33	Matarraña / Matarranya	Mujeres	Enseñanza superior universitaria	42	5
Diciembre 2017	201712	01	La Jacetania	Hombres	Educación Primaria o inferior	10	96
Diciembre 2017	201712	01	La Jacetania	Mujeres	Educación Primaria o inferior	10	98
Diciembre 2017	201712	01	La Jacetania	Hombres	Primera etapa de educación secundaria	20	210
Diciembre 2017	201712	01	La Jacetania	Mujeres	Primera etapa de educación secundaria	20	203
Diciembre 2017	201712	01	La Jacetania	Hombres	Bachillerato	31	73
Diciembre 2017	201712	01	La Jacetania	Mujeres	Bachillerato	31	125
Diciembre 2017	201712	01	La Jacetania	Hombres	Enseñanza media de formación profesional	32	10
Diciembre 2017	201712	01	La Jacetania	Mujeres	Enseñanza media de formación profesional	32	15
Diciembre 2017	201712	01	La Jacetania	Hombres	Enseñanza superior de formación profesional	41	6
Diciembre 2017	201712	01	La Jacetania	Mujeres	Enseñanza superior de formación profesional	41	20
Diciembre 2017	201712	01	La Jacetania	Hombres	Enseñanza superior universitaria	42	35
Diciembre 2017	201712	01	La Jacetania	Mujeres	Enseñanza superior universitaria	42	41
Diciembre 2017	201712	02	Alto Gállego	Hombres	Educación Primaria o inferior	10	364
Diciembre 2017	201712	02	Alto Gállego	Mujeres	Educación Primaria o inferior	10	175
Diciembre 2017	201712	02	Alto Gállego	Hombres	Primera etapa de educación secundaria	20	214
Diciembre 2017	201712	02	Alto Gállego	Mujeres	Primera etapa de educación secundaria	20	176
Diciembre 2017	201712	02	Alto Gállego	Hombres	Bachillerato	31	92
Diciembre 2017	201712	02	Alto Gállego	Mujeres	Bachillerato	31	81
Diciembre 2017	201712	02	Alto Gállego	Hombres	Enseñanza media de formación profesional	32	44
Diciembre 2017	201712	02	Alto Gállego	Mujeres	Enseñanza media de formación profesional	32	26
Diciembre 2017	201712	02	Alto Gállego	Hombres	Enseñanza superior de formación profesional	41	62
Diciembre 2017	201712	02	Alto Gállego	Mujeres	Enseñanza superior de formación profesional	41	52
Diciembre 2017	201712	02	Alto Gállego	Hombres	Enseñanza superior universitaria	42	27
Diciembre 2017	201712	02	Alto Gállego	Mujeres	Enseñanza superior universitaria	42	47
Diciembre 2017	201712	03	Sobrarbe	Hombres	Educación Primaria o inferior	10	30
Diciembre 2017	201712	03	Sobrarbe	Mujeres	Educación Primaria o inferior	10	30
Diciembre 2017	201712	03	Sobrarbe	Hombres	Primera etapa de educación secundaria	20	38
Diciembre 2017	201712	03	Sobrarbe	Mujeres	Primera etapa de educación secundaria	20	39
Diciembre 2017	201712	03	Sobrarbe	Hombres	Bachillerato	31	12
Diciembre 2017	201712	03	Sobrarbe	Mujeres	Bachillerato	31	36
Diciembre 2017	201712	03	Sobrarbe	Hombres	Enseñanza media de formación profesional	32	1
Diciembre 2017	201712	03	Sobrarbe	Mujeres	Enseñanza media de formación profesional	32	2
Diciembre 2017	201712	03	Sobrarbe	Hombres	Enseñanza superior universitaria	42	2
Diciembre 2017	201712	03	Sobrarbe	Mujeres	Enseñanza superior universitaria	42	3
Diciembre 2017	201712	04	La Ribagorza	Hombres	Educación Primaria o inferior	10	84
Diciembre 2017	201712	04	La Ribagorza	Mujeres	Educación Primaria o inferior	10	80
Diciembre 2017	201712	04	La Ribagorza	Hombres	Primera etapa de educación secundaria	20	92
Diciembre 2017	201712	04	La Ribagorza	Mujeres	Primera etapa de educación secundaria	20	95
Diciembre 2017	201712	04	La Ribagorza	Hombres	Bachillerato	31	83
Diciembre 2017	201712	04	La Ribagorza	Mujeres	Bachillerato	31	81
Diciembre 2017	201712	04	La Ribagorza	Hombres	Enseñanza media de formación profesional	32	44
Diciembre 2017	201712	04	La Ribagorza	Mujeres	Enseñanza media de formación profesional	32	14
Diciembre 2017	201712	04	La Ribagorza	Hombres	Enseñanza superior de formación profesional	41	13
Diciembre 2017	201712	04	La Ribagorza	Mujeres	Enseñanza superior de formación profesional	41	13
Diciembre 2017	201712	04	La Ribagorza	Hombres	Enseñanza superior universitaria	42	42
Diciembre 2017	201712	04	La Ribagorza	Mujeres	Enseñanza superior universitaria	42	25
Diciembre 2017	201712	05	Cinco Villas	Hombres	Educación Primaria o inferior	10	128
Diciembre 2017	201712	05	Cinco Villas	Mujeres	Educación Primaria o inferior	10	95
Diciembre 2017	201712	05	Cinco Villas	Hombres	Primera etapa de educación secundaria	20	163
Diciembre 2017	201712	05	Cinco Villas	Mujeres	Primera etapa de educación secundaria	20	122
Diciembre 2017	201712	05	Cinco Villas	Hombres	Bachillerato	31	24
Diciembre 2017	201712	05	Cinco Villas	Mujeres	Bachillerato	31	18
Diciembre 2017	201712	05	Cinco Villas	Hombres	Enseñanza media de formación profesional	32	12
Diciembre 2017	201712	05	Cinco Villas	Mujeres	Enseñanza media de formación profesional	32	14
Diciembre 2017	201712	05	Cinco Villas	Hombres	Enseñanza superior de formación profesional	41	6
Diciembre 2017	201712	05	Cinco Villas	Mujeres	Enseñanza superior de formación profesional	41	5
Diciembre 2017	201712	05	Cinco Villas	Hombres	Enseñanza superior universitaria	42	14
Diciembre 2017	201712	05	Cinco Villas	Mujeres	Enseñanza superior universitaria	42	16
Diciembre 2017	201712	06	Hoya de Huesca / Plana de Uesca	Hombres	Educación Primaria o inferior	10	196
Diciembre 2017	201712	06	Hoya de Huesca / Plana de Uesca	Mujeres	Educación Primaria o inferior	10	269
Diciembre 2017	201712	06	Hoya de Huesca / Plana de Uesca	Hombres	Primera etapa de educación secundaria	20	281
Diciembre 2017	201712	06	Hoya de Huesca / Plana de Uesca	Mujeres	Primera etapa de educación secundaria	20	311
Diciembre 2017	201712	06	Hoya de Huesca / Plana de Uesca	Hombres	Bachillerato	31	89
Diciembre 2017	201712	06	Hoya de Huesca / Plana de Uesca	Mujeres	Bachillerato	31	124
Diciembre 2017	201712	06	Hoya de Huesca / Plana de Uesca	Hombres	Enseñanza media de formación profesional	32	42
Diciembre 2017	201712	06	Hoya de Huesca / Plana de Uesca	Mujeres	Enseñanza media de formación profesional	32	45
Diciembre 2017	201712	06	Hoya de Huesca / Plana de Uesca	Hombres	Enseñanza superior de formación profesional	41	23
Diciembre 2017	201712	06	Hoya de Huesca / Plana de Uesca	Mujeres	Enseñanza superior de formación profesional	41	20
Diciembre 2017	201712	06	Hoya de Huesca / Plana de Uesca	Hombres	Enseñanza superior universitaria	42	37
Diciembre 2017	201712	06	Hoya de Huesca / Plana de Uesca	Mujeres	Enseñanza superior universitaria	42	76
Diciembre 2017	201712	07	Somontano de Barbastro	Hombres	Educación Primaria o inferior	10	175
Diciembre 2017	201712	07	Somontano de Barbastro	Mujeres	Educación Primaria o inferior	10	82
Diciembre 2017	201712	07	Somontano de Barbastro	Hombres	Primera etapa de educación secundaria	20	58
Diciembre 2017	201712	07	Somontano de Barbastro	Mujeres	Primera etapa de educación secundaria	20	65
Diciembre 2017	201712	07	Somontano de Barbastro	Hombres	Bachillerato	31	28
Diciembre 2017	201712	07	Somontano de Barbastro	Mujeres	Bachillerato	31	36
Diciembre 2017	201712	07	Somontano de Barbastro	Hombres	Enseñanza media de formación profesional	32	44
Diciembre 2017	201712	07	Somontano de Barbastro	Mujeres	Enseñanza media de formación profesional	32	15
Diciembre 2017	201712	07	Somontano de Barbastro	Hombres	Enseñanza superior de formación profesional	41	12
Diciembre 2017	201712	07	Somontano de Barbastro	Mujeres	Enseñanza superior de formación profesional	41	8
Diciembre 2017	201712	07	Somontano de Barbastro	Hombres	Enseñanza superior universitaria	42	9
Diciembre 2017	201712	07	Somontano de Barbastro	Mujeres	Enseñanza superior universitaria	42	23
Diciembre 2017	201712	08	Cinca Medio	Hombres	Educación Primaria o inferior	10	114
Diciembre 2017	201712	08	Cinca Medio	Mujeres	Educación Primaria o inferior	10	91
Diciembre 2017	201712	08	Cinca Medio	Hombres	Primera etapa de educación secundaria	20	107
Diciembre 2017	201712	08	Cinca Medio	Mujeres	Primera etapa de educación secundaria	20	152
Diciembre 2017	201712	08	Cinca Medio	Hombres	Bachillerato	31	11
Diciembre 2017	201712	08	Cinca Medio	Mujeres	Bachillerato	31	8
Diciembre 2017	201712	08	Cinca Medio	Hombres	Enseñanza media de formación profesional	32	28
Diciembre 2017	201712	08	Cinca Medio	Mujeres	Enseñanza media de formación profesional	32	8
Diciembre 2017	201712	08	Cinca Medio	Hombres	Enseñanza superior de formación profesional	41	9
Diciembre 2017	201712	08	Cinca Medio	Mujeres	Enseñanza superior de formación profesional	41	4
Diciembre 2017	201712	08	Cinca Medio	Hombres	Enseñanza superior universitaria	42	18
Diciembre 2017	201712	08	Cinca Medio	Mujeres	Enseñanza superior universitaria	42	22
Diciembre 2017	201712	09	La Litera / La Llitera	Hombres	Educación Primaria o inferior	10	79
Diciembre 2017	201712	09	La Litera / La Llitera	Mujeres	Educación Primaria o inferior	10	31
Diciembre 2017	201712	09	La Litera / La Llitera	Hombres	Primera etapa de educación secundaria	20	91
Diciembre 2017	201712	09	La Litera / La Llitera	Mujeres	Primera etapa de educación secundaria	20	59
Diciembre 2017	201712	09	La Litera / La Llitera	Hombres	Bachillerato	31	5
Diciembre 2017	201712	09	La Litera / La Llitera	Mujeres	Bachillerato	31	14
Diciembre 2017	201712	09	La Litera / La Llitera	Hombres	Enseñanza media de formación profesional	32	5
Diciembre 2017	201712	09	La Litera / La Llitera	Mujeres	Enseñanza media de formación profesional	32	11
Diciembre 2017	201712	09	La Litera / La Llitera	Hombres	Enseñanza superior de formación profesional	41	4
Diciembre 2017	201712	09	La Litera / La Llitera	Mujeres	Enseñanza superior de formación profesional	41	5
Diciembre 2017	201712	09	La Litera / La Llitera	Hombres	Enseñanza superior universitaria	42	9
Diciembre 2017	201712	09	La Litera / La Llitera	Mujeres	Enseñanza superior universitaria	42	16
Diciembre 2017	201712	10	Los Monegros	Hombres	Educación Primaria o inferior	10	65
Diciembre 2017	201712	10	Los Monegros	Mujeres	Educación Primaria o inferior	10	27
Diciembre 2017	201712	10	Los Monegros	Hombres	Primera etapa de educación secundaria	20	38
Diciembre 2017	201712	10	Los Monegros	Mujeres	Primera etapa de educación secundaria	20	19
Diciembre 2017	201712	10	Los Monegros	Hombres	Bachillerato	31	12
Diciembre 2017	201712	10	Los Monegros	Mujeres	Bachillerato	31	3
Diciembre 2017	201712	10	Los Monegros	Hombres	Enseñanza media de formación profesional	32	2
Diciembre 2017	201712	10	Los Monegros	Mujeres	Enseñanza media de formación profesional	32	5
Diciembre 2017	201712	10	Los Monegros	Hombres	Enseñanza superior de formación profesional	41	6
Diciembre 2017	201712	10	Los Monegros	Mujeres	Enseñanza superior de formación profesional	41	3
Diciembre 2017	201712	10	Los Monegros	Mujeres	Enseñanza superior universitaria	42	7
Diciembre 2017	201712	11	Bajo Cinca / Baix Cinca	Hombres	Educación Primaria o inferior	10	249
Diciembre 2017	201712	11	Bajo Cinca / Baix Cinca	Mujeres	Educación Primaria o inferior	10	131
Diciembre 2017	201712	11	Bajo Cinca / Baix Cinca	Hombres	Primera etapa de educación secundaria	20	216
Diciembre 2017	201712	11	Bajo Cinca / Baix Cinca	Mujeres	Primera etapa de educación secundaria	20	159
Diciembre 2017	201712	11	Bajo Cinca / Baix Cinca	Hombres	Bachillerato	31	61
Diciembre 2017	201712	11	Bajo Cinca / Baix Cinca	Mujeres	Bachillerato	31	53
Diciembre 2017	201712	11	Bajo Cinca / Baix Cinca	Hombres	Enseñanza media de formación profesional	32	9
Diciembre 2017	201712	11	Bajo Cinca / Baix Cinca	Mujeres	Enseñanza media de formación profesional	32	67
Diciembre 2017	201712	11	Bajo Cinca / Baix Cinca	Hombres	Enseñanza superior de formación profesional	41	4
Diciembre 2017	201712	11	Bajo Cinca / Baix Cinca	Mujeres	Enseñanza superior de formación profesional	41	29
Diciembre 2017	201712	11	Bajo Cinca / Baix Cinca	Hombres	Enseñanza superior universitaria	42	46
Diciembre 2017	201712	11	Bajo Cinca / Baix Cinca	Mujeres	Enseñanza superior universitaria	42	70
Diciembre 2017	201712	12	Tarazona y el Moncayo	Hombres	Educación Primaria o inferior	10	43
Diciembre 2017	201712	12	Tarazona y el Moncayo	Mujeres	Educación Primaria o inferior	10	32
Diciembre 2017	201712	12	Tarazona y el Moncayo	Hombres	Primera etapa de educación secundaria	20	150
Diciembre 2017	201712	12	Tarazona y el Moncayo	Mujeres	Primera etapa de educación secundaria	20	83
Diciembre 2017	201712	12	Tarazona y el Moncayo	Hombres	Bachillerato	31	92
Diciembre 2017	201712	12	Tarazona y el Moncayo	Mujeres	Bachillerato	31	77
Diciembre 2017	201712	12	Tarazona y el Moncayo	Hombres	Enseñanza media de formación profesional	32	20
Diciembre 2017	201712	12	Tarazona y el Moncayo	Mujeres	Enseñanza media de formación profesional	32	32
Diciembre 2017	201712	12	Tarazona y el Moncayo	Hombres	Enseñanza superior de formación profesional	41	7
Diciembre 2017	201712	12	Tarazona y el Moncayo	Hombres	Enseñanza superior universitaria	42	14
Diciembre 2017	201712	12	Tarazona y el Moncayo	Mujeres	Enseñanza superior universitaria	42	16
Diciembre 2017	201712	13	Campo de Borja	Hombres	Educación Primaria o inferior	10	244
Diciembre 2017	201712	13	Campo de Borja	Mujeres	Educación Primaria o inferior	10	160
Diciembre 2017	201712	13	Campo de Borja	Hombres	Primera etapa de educación secundaria	20	210
Diciembre 2017	201712	13	Campo de Borja	Mujeres	Primera etapa de educación secundaria	20	160
Diciembre 2017	201712	13	Campo de Borja	Hombres	Bachillerato	31	36
Diciembre 2017	201712	13	Campo de Borja	Mujeres	Bachillerato	31	36
Diciembre 2017	201712	13	Campo de Borja	Hombres	Enseñanza media de formación profesional	32	35
Diciembre 2017	201712	13	Campo de Borja	Mujeres	Enseñanza media de formación profesional	32	18
Diciembre 2017	201712	13	Campo de Borja	Hombres	Enseñanza superior de formación profesional	41	1
Diciembre 2017	201712	13	Campo de Borja	Mujeres	Enseñanza superior de formación profesional	41	9
Diciembre 2017	201712	13	Campo de Borja	Hombres	Enseñanza superior universitaria	42	14
Diciembre 2017	201712	13	Campo de Borja	Mujeres	Enseñanza superior universitaria	42	23
Diciembre 2017	201712	14	Aranda	Hombres	Educación Primaria o inferior	10	17
Diciembre 2017	201712	14	Aranda	Mujeres	Educación Primaria o inferior	10	13
Diciembre 2017	201712	14	Aranda	Hombres	Primera etapa de educación secundaria	20	47
Diciembre 2017	201712	14	Aranda	Mujeres	Primera etapa de educación secundaria	20	28
Diciembre 2017	201712	14	Aranda	Hombres	Bachillerato	31	1
Diciembre 2017	201712	14	Aranda	Mujeres	Bachillerato	31	2
Diciembre 2017	201712	14	Aranda	Mujeres	Enseñanza media de formación profesional	32	1
Diciembre 2017	201712	14	Aranda	Hombres	Enseñanza superior universitaria	42	1
Diciembre 2017	201712	14	Aranda	Mujeres	Enseñanza superior universitaria	42	1
Diciembre 2017	201712	15	Ribera Alta del Ebro	Hombres	Educación Primaria o inferior	10	192
Diciembre 2017	201712	15	Ribera Alta del Ebro	Mujeres	Educación Primaria o inferior	10	120
Diciembre 2017	201712	15	Ribera Alta del Ebro	Hombres	Primera etapa de educación secundaria	20	452
Diciembre 2017	201712	15	Ribera Alta del Ebro	Mujeres	Primera etapa de educación secundaria	20	257
Diciembre 2017	201712	15	Ribera Alta del Ebro	Hombres	Bachillerato	31	146
Diciembre 2017	201712	15	Ribera Alta del Ebro	Mujeres	Bachillerato	31	70
Diciembre 2017	201712	15	Ribera Alta del Ebro	Hombres	Enseñanza media de formación profesional	32	90
Diciembre 2017	201712	15	Ribera Alta del Ebro	Mujeres	Enseñanza media de formación profesional	32	49
Diciembre 2017	201712	15	Ribera Alta del Ebro	Hombres	Enseñanza superior de formación profesional	41	31
Diciembre 2017	201712	15	Ribera Alta del Ebro	Mujeres	Enseñanza superior de formación profesional	41	17
