Municipio código	Municipio nombre	Año	Orden	Siglas	Concejales
22193	Pueyo de Santa Cruz	2007	2	PP	4,0
22193	Pueyo de Santa Cruz	2011	1	PP	4,0
22193	Pueyo de Santa Cruz	2011	2	PSOE	3,0
22193	Pueyo de Santa Cruz	2015	6	PSOE	3,0
22193	Pueyo de Santa Cruz	2015	8	PP	4,0
22195	Quicena	2007	1	PSOE	1,0
22195	Quicena	2007	2	PP	2,0
22195	Quicena	2007	3	PAR	2,0
22195	Quicena	2007	4	CHA	2,0
22195	Quicena	2011	1	PP	3,0
22195	Quicena	2011	2	PSOE	1,0
22195	Quicena	2011	3	PAR	3,0
22195	Quicena	2015	5	PAR	3,0
22195	Quicena	2015	6	PSOE	0,0
22195	Quicena	2015	8	PP	4,0
22197	Robres	2007	1	PSOE	2,0
22197	Robres	2007	2	PP	0,0
22197	Robres	2007	3	PAR	5,0
22197	Robres	2011	1	PP	1,0
22197	Robres	2011	2	PSOE	2,0
22197	Robres	2011	3	PAR	4,0
22197	Robres	2015	6	PSOE	4,0
22197	Robres	2015	8	PP	3,0
22199	Sabiñánigo	2007	1	PSOE	5,0
22199	Sabiñánigo	2007	2	PP	2,0
22199	Sabiñánigo	2007	3	PAR	3,0
22199	Sabiñánigo	2007	4	CHA	1,0
22199	Sabiñánigo	2007	5	IU	2,0
22199	Sabiñánigo	2011	1	PP	3,0
22199	Sabiñánigo	2011	2	PSOE	7,0
22199	Sabiñánigo	2011	3	PAR	5,0
22199	Sabiñánigo	2011	4	CHA	1,0
22199	Sabiñánigo	2011	5	IU	1,0
22199	Sabiñánigo	2015	4	C's	0,0
22199	Sabiñánigo	2015	5	PAR	4,0
22199	Sabiñánigo	2015	6	PSOE	6,0
22199	Sabiñánigo	2015	8	PP	1,0
22199	Sabiñánigo	2015	24	CHA	0,0
22199	Sabiñánigo	2015	34	CAMBIAR	2,0
22200	Sahún	2007	1	PSOE	5,0
22200	Sahún	2007	2	PP	2,0
22200	Sahún	2011	1	PP	1,0
22200	Sahún	2011	2	PSOE	2,0
22200	Sahún	2011	3	PAR	4,0
22200	Sahún	2015	5	PAR	5,0
22200	Sahún	2015	6	PSOE	1,0
22200	Sahún	2015	8	PP	1,0
22201	Salas Altas	2007	1	PSOE	5,0
22201	Salas Altas	2007	2	PP	2,0
22201	Salas Altas	2011	1	PP	2,0
22201	Salas Altas	2011	2	PSOE	5,0
22201	Salas Altas	2015	6	PSOE	5,0
22201	Salas Altas	2015	8	PP	1,0
22201	Salas Altas	2015	13	ARAGONSIPUEDE	1,0
22202	Salas Bajas	2007	1	PSOE	4,0
22202	Salas Bajas	2007	2	PP	0,0
22202	Salas Bajas	2007	3	PAR	1,0
22202	Salas Bajas	2007	4	CHA	0,0
22202	Salas Bajas	2011	1	PP	2,0
22202	Salas Bajas	2011	2	PSOE	3,0
22202	Salas Bajas	2011	3	PAR	0,0
22202	Salas Bajas	2015	5	PAR	1,0
22202	Salas Bajas	2015	6	PSOE	4,0
22202	Salas Bajas	2015	8	PP	0,0
22202	Salas Bajas	2015	13	ARAGONSIPUEDE	0,0
22203	Salillas	2007	1	PSOE	2,0
22203	Salillas	2007	2	PP	3,0
22203	Salillas	2007	3	PAR	0,0
22203	Salillas	2007	4	CHA	0,0
22203	Salillas	2011	1	PP	4,0
22203	Salillas	2011	2	PSOE	1,0
22203	Salillas	2011	3	PAR	0,0
22203	Salillas	2015	5	PAR	0,0
22203	Salillas	2015	6	PSOE	1,0
22203	Salillas	2015	8	PP	4,0
22204	Sallent de Gállego	2007	1	PSOE	3,0
22204	Sallent de Gállego	2007	2	PP	4,0
22204	Sallent de Gállego	2007	3	PAR	1,0
22204	Sallent de Gállego	2007	4	CHA	1,0
22204	Sallent de Gállego	2011	1	PP	3,0
22204	Sallent de Gállego	2011	2	PSOE	3,0
22204	Sallent de Gállego	2011	3	PAR	2,0
22204	Sallent de Gállego	2011	4	CHA	1,0
22204	Sallent de Gállego	2015	5	PAR	3,0
22204	Sallent de Gállego	2015	6	PSOE	1,0
22204	Sallent de Gállego	2015	8	PP	4,0
22204	Sallent de Gállego	2015	24	CHA	1,0
22205	San Esteban de Litera	2007	1	PSOE	6,0
22205	San Esteban de Litera	2007	2	PP	1,0
22205	San Esteban de Litera	2007	3	PAR	0,0
22205	San Esteban de Litera	2007	4	CHA	0,0
22205	San Esteban de Litera	2011	1	PP	1,0
22205	San Esteban de Litera	2011	2	PSOE	6,0
22205	San Esteban de Litera	2015	6	PSOE	7,0
22206	Sangarrén	2007	1	PSOE	3,0
22206	Sangarrén	2007	2	PP	4,0
22206	Sangarrén	2011	1	PP	3,0
22206	Sangarrén	2011	2	PSOE	1,0
22206	Sangarrén	2011	3	PAR	1,0
22206	Sangarrén	2015	5	PAR	1,0
22206	Sangarrén	2015	6	PSOE	1,0
22206	Sangarrén	2015	8	PP	3,0
22207	San Juan de Plan	2007	1	PSOE	3,0
22207	San Juan de Plan	2007	2	PP	1,0
22207	San Juan de Plan	2007	3	PAR	1,0
22207	San Juan de Plan	2007	4	CHA	0,0
22207	San Juan de Plan	2011	1	PP	1,0
22207	San Juan de Plan	2011	2	PSOE	2,0
22207	San Juan de Plan	2011	3	PAR	2,0
22207	San Juan de Plan	2015	6	PSOE	1,0
22207	San Juan de Plan	2015	7	CHA	0,0
22207	San Juan de Plan	2015	8	PP	0,0
22207	San Juan de Plan	2015	80	AGRUPACION DE ELECTORES SAN JUAN DE PLAN	4,0
22208	Santa Cilia	2007	1	PSOE	0,0
22208	Santa Cilia	2007	2	PP	0,0
22208	Santa Cilia	2007	3	PAR	2,0
22208	Santa Cilia	2007	4	CHA	3,0
22208	Santa Cilia	2011	1	PP	0,0
22208	Santa Cilia	2011	2	PSOE	0,0
22208	Santa Cilia	2011	3	PAR	1,0
22208	Santa Cilia	2011	4	CHA	4,0
22208	Santa Cilia	2011	12	CDL	0,0
22208	Santa Cilia	2015	5	PAR	0,0
22208	Santa Cilia	2015	6	PSOE	1,0
22208	Santa Cilia	2015	7	CHA	4,0
22208	Santa Cilia	2015	8	PP	0,0
22209	Santa Cruz de la Serós	2007	1	PSOE	3,0
22209	Santa Cruz de la Serós	2007	2	PP	0,0
22209	Santa Cruz de la Serós	2007	3	PAR	1,0
22209	Santa Cruz de la Serós	2007	4	CHA	0,0
22209	Santa Cruz de la Serós	2007	34	AESCSB	1,0
22209	Santa Cruz de la Serós	2011	1	PP	0,0
22209	Santa Cruz de la Serós	2011	2	PSOE	4,0
22209	Santa Cruz de la Serós	2011	3	PAR	1,0
22209	Santa Cruz de la Serós	2015	5	PAR	1,0
22209	Santa Cruz de la Serós	2015	6	PSOE	4,0
22209	Santa Cruz de la Serós	2015	8	PP	0,0
22212	Santaliestra y San Quílez	2007	1	PSOE	0,0
22212	Santaliestra y San Quílez	2007	2	PP	0,0
22212	Santaliestra y San Quílez	2007	4	CHA	5,0
22212	Santaliestra y San Quílez	2011	1	PP	0,0
22212	Santaliestra y San Quílez	2011	2	PSOE	0,0
22212	Santaliestra y San Quílez	2011	3	PAR	1,0
22212	Santaliestra y San Quílez	2011	4	CHA	4,0
22212	Santaliestra y San Quílez	2015	5	PAR	0,0
22212	Santaliestra y San Quílez	2015	6	PSOE	1,0
22212	Santaliestra y San Quílez	2015	7	CHA	2,0
22212	Santaliestra y San Quílez	2015	8	PP	0,0
22213	Sariñena	2007	1	PSOE	4,0
22213	Sariñena	2007	2	PP	4,0
22213	Sariñena	2007	3	PAR	2,0
22213	Sariñena	2007	4	CHA	0,0
22213	Sariñena	2007	5	IU	0,0
22213	Sariñena	2007	18	P.S.	1,0
22213	Sariñena	2007	27	I.E.I.	0,0
22213	Sariñena	2011	1	PP	3,0
22213	Sariñena	2011	2	PSOE	5,0
22213	Sariñena	2011	3	PAR	3,0
22213	Sariñena	2011	4	CHA	0,0
22213	Sariñena	2011	5	IU	0,0
22213	Sariñena	2011	7	COMPROMISO CON ARAGON	0,0
22213	Sariñena	2015	5	PAR	5,0
22213	Sariñena	2015	6	PSOE	4,0
22213	Sariñena	2015	7	CHA	0,0
22213	Sariñena	2015	8	PP	2,0
22213	Sariñena	2015	13	ARAGONSIPUEDE	0,0
22213	Sariñena	2015	69	CAMBIAR	0,0
22214	Secastilla	2007	1	PSOE	0,0
22214	Secastilla	2007	2	PP	5,0
22214	Secastilla	2007	3	PAR	0,0
22214	Secastilla	2007	4	CHA	0,0
22214	Secastilla	2011	1	PP	4,0
22214	Secastilla	2011	2	PSOE	1,0
22214	Secastilla	2011	3	PAR	0,0
22214	Secastilla	2015	5	PAR	0,0
22214	Secastilla	2015	6	PSOE	3,0
22214	Secastilla	2015	8	PP	2,0
22215	Seira	2007	1	PSOE	3,0
22215	Seira	2007	2	PP	0,0
22215	Seira	2007	4	CHA	1,0
22215	Seira	2007	32	AE	1,0
22215	Seira	2011	1	PP	1,0
22215	Seira	2011	2	PSOE	3,0
22215	Seira	2011	3	PAR	0,0
22215	Seira	2011	4	CHA	1,0
22215	Seira	2015	5	PAR	0,0
22215	Seira	2015	6	PSOE	2,0
22215	Seira	2015	8	PP	3,0
22217	Sena	2007	1	PSOE	3,0
22217	Sena	2007	2	PP	2,0
22217	Sena	2007	3	PAR	2,0
22217	Sena	2007	4	CHA	0,0
22217	Sena	2011	1	PP	3,0
22217	Sena	2011	2	PSOE	4,0
22217	Sena	2015	6	PSOE	4,0
22217	Sena	2015	8	PP	3,0
22218	Senés de Alcubierre	2007	1	PSOE	1,0
22218	Senés de Alcubierre	2007	2	PP	0,0
22218	Senés de Alcubierre	2007	3	PAR	0,0
22218	Senés de Alcubierre	2007	4	CHA	0,0
22218	Senés de Alcubierre	2011	1	PP	0,0
22218	Senés de Alcubierre	2011	2	PSOE	0,0
22218	Senés de Alcubierre	2011	3	PAR	1,0
22218	Senés de Alcubierre	2015	5	PAR	1,0
22218	Senés de Alcubierre	2015	6	PSOE	0,0
22218	Senés de Alcubierre	2015	8	PP	0,0
22220	Sesa	2007	1	PSOE	4,0
22220	Sesa	2007	2	PP	1,0
22220	Sesa	2007	3	PAR	0,0
22220	Sesa	2007	4	CHA	0,0
22220	Sesa	2011	1	PP	2,0
22220	Sesa	2011	2	PSOE	3,0
22220	Sesa	2011	3	PAR	0,0
22220	Sesa	2015	5	PAR	0,0
22220	Sesa	2015	6	PSOE	4,0
22220	Sesa	2015	8	PP	1,0
22221	Sesué	2007	1	PSOE	5,0
22221	Sesué	2007	2	PP	0,0
22221	Sesué	2007	4	CHA	0,0
22221	Sesué	2011	1	PP	0,0
22221	Sesué	2011	2	PSOE	5,0
22221	Sesué	2011	3	PAR	0,0
22221	Sesué	2015	5	PAR	0,0
22221	Sesué	2015	6	PSOE	5,0
22221	Sesué	2015	8	PP	0,0
22222	Siétamo	2007	1	PSOE	1,0
22222	Siétamo	2007	2	PP	3,0
22222	Siétamo	2007	3	PAR	1,0
22222	Siétamo	2007	4	CHA	0,0
22222	Siétamo	2007	25	A.E.S.	2,0
22222	Siétamo	2011	1	PP	4,0
22222	Siétamo	2011	2	PSOE	1,0
22222	Siétamo	2011	3	PAR	2,0
22222	Siétamo	2011	4	CHA	0,0
22222	Siétamo	2015	5	PAR	2,0
22222	Siétamo	2015	6	PSOE	0,0
22222	Siétamo	2015	8	PP	2,0
22222	Siétamo	2015	63	A.E.G.	3,0
22223	Sopeira	2007	1	PSOE	5,0
22223	Sopeira	2007	2	PP	0,0
22223	Sopeira	2007	4	CHA	0,0
22223	Sopeira	2011	1	PP	0,0
22223	Sopeira	2011	2	PSOE	5,0
22223	Sopeira	2011	3	PAR	0,0
22223	Sopeira	2011	20	CDF	0,0
22223	Sopeira	2015	5	PAR	0,0
22223	Sopeira	2015	6	PSOE	5,0
22223	Sopeira	2015	8	PP	0,0
22225	Tamarite de Litera	2007	1	PSOE	6,0
22225	Tamarite de Litera	2007	2	PP	3,0
22225	Tamarite de Litera	2007	3	PAR	1,0
22225	Tamarite de Litera	2007	4	CHA	1,0
22225	Tamarite de Litera	2011	1	PP	5,0
22225	Tamarite de Litera	2011	2	PSOE	5,0
22225	Tamarite de Litera	2011	3	PAR	0,0
22225	Tamarite de Litera	2011	4	CHA	1,0
22225	Tamarite de Litera	2015	4	C's	0,0
22225	Tamarite de Litera	2015	5	PAR	0,0
22225	Tamarite de Litera	2015	6	PSOE	7,0
22225	Tamarite de Litera	2015	7	CHA	0,0
22225	Tamarite de Litera	2015	8	PP	4,0
22226	Tardienta	2007	1	PSOE	5,0
22226	Tardienta	2007	2	PP	2,0
22226	Tardienta	2007	4	CHA	2,0
22226	Tardienta	2011	1	PP	1,0
22226	Tardienta	2011	2	PSOE	4,0
22226	Tardienta	2011	3	PAR	2,0
22226	Tardienta	2011	4	CHA	2,0
22226	Tardienta	2015	5	PAR	3,0
22226	Tardienta	2015	6	PSOE	3,0
22226	Tardienta	2015	7	CHA	2,0
22226	Tardienta	2015	8	PP	1,0
22227	Tella-Sin	2007	1	PSOE	4,0
22227	Tella-Sin	2007	3	PAR	3,0
22227	Tella-Sin	2007	4	CHA	0,0
22227	Tella-Sin	2011	2	PSOE	3,0
22227	Tella-Sin	2011	3	PAR	4,0
22227	Tella-Sin	2011	4	CHA	0,0
22227	Tella-Sin	2015	5	PAR	6,0
22227	Tella-Sin	2015	6	PSOE	1,0
22227	Tella-Sin	2015	8	PP	0,0
22228	Tierz	2007	1	PSOE	6,0
22228	Tierz	2007	2	PP	1,0
22228	Tierz	2007	4	CHA	0,0
22228	Tierz	2007	5	IU	0,0
22228	Tierz	2011	1	PP	1,0
22228	Tierz	2011	2	PSOE	6,0
22228	Tierz	2011	3	PAR	0,0
22228	Tierz	2011	5	IU	0,0
22228	Tierz	2015	6	PSOE	6,0
22228	Tierz	2015	8	PP	1,0
22229	Tolva	2007	1	PSOE	5,0
22229	Tolva	2007	2	PP	0,0
22229	Tolva	2007	4	CHA	0,0
22229	Tolva	2011	1	PP	0,0
22229	Tolva	2011	2	PSOE	4,0
22229	Tolva	2011	3	PAR	1,0
22229	Tolva	2015	5	PAR	2,0
22229	Tolva	2015	6	PSOE	3,0
22229	Tolva	2015	8	PP	0,0
22230	Torla-Ordesa	2007	1	PSOE	1,0
22230	Torla-Ordesa	2007	2	PP	5,0
22230	Torla-Ordesa	2007	3	PAR	0,0
22230	Torla-Ordesa	2007	4	CHA	1,0
22230	Torla-Ordesa	2011	1	PP	4,0
22230	Torla-Ordesa	2011	2	PSOE	2,0
22230	Torla-Ordesa	2011	4	CHA	1,0
22230	Torla-Ordesa	2015	6	PSOE	3,0
22230	Torla-Ordesa	2015	7	CHA	0,0
22230	Torla-Ordesa	2015	8	PP	4,0
22232	Torralba de Aragón	2007	1	PSOE	1,0
22232	Torralba de Aragón	2007	2	PP	1,0
22232	Torralba de Aragón	2007	3	PAR	2,0
22232	Torralba de Aragón	2007	4	CHA	1,0
22232	Torralba de Aragón	2011	1	PP	1,0
22232	Torralba de Aragón	2011	2	PSOE	0,0
22232	Torralba de Aragón	2011	3	PAR	2,0
22232	Torralba de Aragón	2011	4	CHA	1,0
22232	Torralba de Aragón	2011	5	IU	1,0
22232	Torralba de Aragón	2015	5	PAR	2,0
22232	Torralba de Aragón	2015	6	PSOE	1,0
22232	Torralba de Aragón	2015	7	CHA	1,0
22232	Torralba de Aragón	2015	8	PP	1,0
22233	Torre la Ribera	2007	1	PSOE	4,0
22233	Torre la Ribera	2007	2	PP	1,0
22233	Torre la Ribera	2007	3	PAR	0,0
22233	Torre la Ribera	2007	4	CHA	0,0
22233	Torre la Ribera	2011	1	PP	0,0
22233	Torre la Ribera	2011	2	PSOE	4,0
22233	Torre la Ribera	2011	3	PAR	1,0
22233	Torre la Ribera	2011	4	CHA	0,0
22233	Torre la Ribera	2015	5	PAR	1,0
22233	Torre la Ribera	2015	6	PSOE	4,0
22233	Torre la Ribera	2015	7	CHA	0,0
22233	Torre la Ribera	2015	8	PP	0,0
22234	Torrente de Cinca	2007	1	PSOE	5,0
22234	Torrente de Cinca	2007	3	PAR	4,0
22234	Torrente de Cinca	2011	2	PSOE	5,0
22234	Torrente de Cinca	2011	3	PAR	4,0
22234	Torrente de Cinca	2015	6	PSOE	9,0
22235	Torres de Alcanadre	2007	1	PSOE	3,0
22235	Torres de Alcanadre	2007	2	PP	2,0
22235	Torres de Alcanadre	2007	4	CHA	0,0
22235	Torres de Alcanadre	2011	1	PP	3,0
22235	Torres de Alcanadre	2011	2	PSOE	2,0
22235	Torres de Alcanadre	2011	3	PAR	0,0
22235	Torres de Alcanadre	2015	5	PAR	1,0
22235	Torres de Alcanadre	2015	6	PSOE	2,0
22235	Torres de Alcanadre	2015	8	PP	2,0
22236	Torres de Barbués	2007	1	PSOE	2,0
22236	Torres de Barbués	2007	2	PP	5,0
22236	Torres de Barbués	2007	3	PAR	0,0
22236	Torres de Barbués	2011	1	PP	5,0
22236	Torres de Barbués	2011	2	PSOE	2,0
22236	Torres de Barbués	2015	6	PSOE	5,0
22236	Torres de Barbués	2015	8	PP	2,0
22239	Tramaced	2007	1	PSOE	1,0
22239	Tramaced	2007	2	PP	4,0
22239	Tramaced	2007	3	PAR	0,0
22239	Tramaced	2007	4	CHA	0,0
22239	Tramaced	2011	1	PP	2,0
22239	Tramaced	2011	2	PSOE	1,0
22239	Tramaced	2011	3	PAR	0,0
22239	Tramaced	2015	5	PAR	0,0
22239	Tramaced	2015	6	PSOE	1,0
22239	Tramaced	2015	8	PP	2,0
22242	Valfarta	2007	1	PSOE	0,0
22242	Valfarta	2007	2	PP	0,0
22242	Valfarta	2007	3	PAR	5,0
22242	Valfarta	2007	4	CHA	0,0
22242	Valfarta	2011	1	PP	0,0
22242	Valfarta	2011	2	PSOE	0,0
22242	Valfarta	2011	3	PAR	3,0
22242	Valfarta	2011	4	CHA	0,0
22242	Valfarta	2015	5	PAR	3,0
22242	Valfarta	2015	6	PSOE	0,0
22242	Valfarta	2015	8	PP	0,0
22243	Valle de Bardají	2007	1	PSOE	1,0
22243	Valle de Bardají	2007	2	PP	0,0
22243	Valle de Bardají	2007	4	CHA	0,0
22243	Valle de Bardají	2011	2	PSOE	3,0
22243	Valle de Bardají	2015	6	PSOE	1,0
22243	Valle de Bardají	2015	8	PP	0,0
22244	Valle de Lierp	2007	1	PSOE	1,0
22244	Valle de Lierp	2007	2	PP	0,0
22244	Valle de Lierp	2007	3	PAR	0,0
22244	Valle de Lierp	2007	4	CHA	0,0
22244	Valle de Lierp	2011	1	PP	0,0
22244	Valle de Lierp	2011	2	PSOE	2,0
22244	Valle de Lierp	2011	3	PAR	1,0
22244	Valle de Lierp	2015	5	PAR	1,0
22244	Valle de Lierp	2015	6	PSOE	2,0
22244	Valle de Lierp	2015	8	PP	0,0
22245	Velilla de Cinca	2007	2	PP	2,0
22245	Velilla de Cinca	2007	3	PAR	5,0
22245	Velilla de Cinca	2011	1	PP	2,0
22245	Velilla de Cinca	2011	2	PSOE	2,0
22245	Velilla de Cinca	2011	3	PAR	3,0
22245	Velilla de Cinca	2015	5	PAR	4,0
22245	Velilla de Cinca	2015	6	PSOE	1,0
22245	Velilla de Cinca	2015	8	PP	2,0
22246	Beranuy	2007	1	PSOE	4,0
22246	Beranuy	2007	2	PP	1,0
22246	Beranuy	2007	4	CHA	0,0
22246	Beranuy	2011	1	PP	1,0
22246	Beranuy	2011	2	PSOE	4,0
22246	Beranuy	2011	3	PAR	0,0
22246	Beranuy	2015	5	PAR	1,0
22246	Beranuy	2015	6	PSOE	1,0
22246	Beranuy	2015	8	PP	1,0
22247	Viacamp y Litera	2007	1	PSOE	1,0
22247	Viacamp y Litera	2007	2	PP	0,0
22247	Viacamp y Litera	2007	4	CHA	0,0
22247	Viacamp y Litera	2011	1	PP	0,0
22247	Viacamp y Litera	2011	2	PSOE	3,0
22247	Viacamp y Litera	2011	3	PAR	0,0
22247	Viacamp y Litera	2015	5	PAR	0,0
22247	Viacamp y Litera	2015	6	PSOE	3,0
22247	Viacamp y Litera	2015	8	PP	0,0
22248	Vicién	2007	1	PSOE	4,0
22248	Vicién	2007	2	PP	1,0
22248	Vicién	2007	3	PAR	0,0
22248	Vicién	2007	4	CHA	0,0
22248	Vicién	2011	1	PP	1,0
22248	Vicién	2011	2	PSOE	4,0
22248	Vicién	2011	3	PAR	0,0
22248	Vicién	2015	5	PAR	0,0
22248	Vicién	2015	6	PSOE	4,0
22248	Vicién	2015	8	PP	1,0
22249	Villanova	2007	1	PSOE	5,0
22249	Villanova	2007	2	PP	0,0
22249	Villanova	2007	4	CHA	0,0
22249	Villanova	2011	1	PP	0,0
22249	Villanova	2011	2	PSOE	5,0
22249	Villanova	2011	3	PAR	0,0
22249	Villanova	2015	5	PAR	0,0
22249	Villanova	2015	6	PSOE	5,0
22249	Villanova	2015	7	CHA	0,0
22249	Villanova	2015	8	PP	0,0
22250	Villanúa	2007	1	PSOE	5,0
22250	Villanúa	2007	2	PP	2,0
22250	Villanúa	2011	1	PP	1,0
22250	Villanúa	2011	2	PSOE	6,0
22250	Villanúa	2011	3	PAR	0,0
22250	Villanúa	2011	12	CDL	0,0
22250	Villanúa	2015	6	PSOE	6,0
22250	Villanúa	2015	8	PP	1,0
22251	Villanueva de Sigena	2007	1	PSOE	1,0
22251	Villanueva de Sigena	2007	2	PP	1,0
22251	Villanueva de Sigena	2007	3	PAR	5,0
22251	Villanueva de Sigena	2011	2	PSOE	1,0
22251	Villanueva de Sigena	2011	3	PAR	6,0
22251	Villanueva de Sigena	2015	5	PAR	3,0
22251	Villanueva de Sigena	2015	6	PSOE	1,0
22251	Villanueva de Sigena	2015	67	A.I.E.V.I.	3,0
22252	Yebra de Basa	2007	1	PSOE	3,0
22252	Yebra de Basa	2007	2	PP	0,0
22252	Yebra de Basa	2007	3	PAR	2,0
22252	Yebra de Basa	2011	1	PP	0,0
22252	Yebra de Basa	2011	2	PSOE	3,0
22252	Yebra de Basa	2011	3	PAR	2,0
22252	Yebra de Basa	2015	5	PAR	1,0
22252	Yebra de Basa	2015	6	PSOE	4,0
22252	Yebra de Basa	2015	8	PP	0,0
22253	Yésero	2007	1	PSOE	1,0
22253	Yésero	2007	2	PP	0,0
22253	Yésero	2007	3	PAR	0,0
22253	Yésero	2007	4	CHA	0,0
22253	Yésero	2011	1	PP	0,0
22253	Yésero	2011	2	PSOE	2,0
22253	Yésero	2011	3	PAR	1,0
22253	Yésero	2011	4	CHA	0,0
22253	Yésero	2015	5	PAR	1,0
22253	Yésero	2015	6	PSOE	2,0
22253	Yésero	2015	8	PP	0,0
22254	Zaidín	2007	1	PSOE	4,0
22254	Zaidín	2007	2	PP	1,0
22254	Zaidín	2007	3	PAR	4,0
22254	Zaidín	2011	1	PP	3,0
22254	Zaidín	2011	2	PSOE	6,0
22254	Zaidín	2011	3	PAR	0,0
22254	Zaidín	2015	5	PAR	1,0
22254	Zaidín	2015	6	PSOE	6,0
22254	Zaidín	2015	8	PP	2,0
22901	Valle de Hecho	2007	1	PSOE	5,0
22901	Valle de Hecho	2007	2	PP	1,0
22901	Valle de Hecho	2007	3	PAR	1,0
22901	Valle de Hecho	2011	1	PP	1,0
22901	Valle de Hecho	2011	2	PSOE	4,0
22901	Valle de Hecho	2011	3	PAR	2,0
22901	Valle de Hecho	2015	5	PAR	1,0
22901	Valle de Hecho	2015	6	PSOE	4,0
22901	Valle de Hecho	2015	8	PP	1,0
22901	Valle de Hecho	2015	24	CHA	1,0
22902	Puente la Reina de Jaca	2007	1	PSOE	3,0
22902	Puente la Reina de Jaca	2007	2	PP	1,0
22902	Puente la Reina de Jaca	2007	3	PAR	1,0
22902	Puente la Reina de Jaca	2007	4	CHA	0,0
22902	Puente la Reina de Jaca	2011	1	PP	3,0
22902	Puente la Reina de Jaca	2011	2	PSOE	0,0
22902	Puente la Reina de Jaca	2011	3	PAR	2,0
22902	Puente la Reina de Jaca	2015	6	PSOE	1,0
22902	Puente la Reina de Jaca	2015	8	PP	6,0
22903	San Miguel del Cinca	2007	1	PSOE	5,0
22903	San Miguel del Cinca	2007	2	PP	2,0
22903	San Miguel del Cinca	2007	3	PAR	0,0
22903	San Miguel del Cinca	2011	1	PP	3,0
22903	San Miguel del Cinca	2011	2	PSOE	4,0
22903	San Miguel del Cinca	2015	5	PAR	0,0
22903	San Miguel del Cinca	2015	6	PSOE	5,0
22903	San Miguel del Cinca	2015	8	PP	2,0
22904	Sotonera (La)	2007	1	PSOE	2,0
22904	Sotonera (La)	2007	2	PP	1,0
22904	Sotonera (La)	2007	3	PAR	6,0
22904	Sotonera (La)	2007	4	CHA	0,0
22904	Sotonera (La)	2007	5	IU	0,0
22904	Sotonera (La)	2011	1	PP	3,0
22904	Sotonera (La)	2011	2	PSOE	2,0
22904	Sotonera (La)	2011	3	PAR	3,0
22904	Sotonera (La)	2011	4	CHA	0,0
22904	Sotonera (La)	2011	5	IU	1,0
22904	Sotonera (La)	2015	5	PAR	3,0
22904	Sotonera (La)	2015	6	PSOE	2,0
22904	Sotonera (La)	2015	8	PP	3,0
22904	Sotonera (La)	2015	71	CAMBIAR	1,0
22905	Lupiñén-Ortilla	2007	1	PSOE	1,0
22905	Lupiñén-Ortilla	2007	3	PAR	6,0
22905	Lupiñén-Ortilla	2011	2	PSOE	1,0
22905	Lupiñén-Ortilla	2011	3	PAR	6,0
22905	Lupiñén-Ortilla	2011	4	CHA	0,0
22905	Lupiñén-Ortilla	2015	6	PSOE	3,0
22905	Lupiñén-Ortilla	2015	8	PP	4,0
22906	Santa María de Dulcis	2007	1	PSOE	1,0
22906	Santa María de Dulcis	2007	2	PP	0,0
22906	Santa María de Dulcis	2007	4	CHA	4,0
22906	Santa María de Dulcis	2011	1	PP	0,0
22906	Santa María de Dulcis	2011	2	PSOE	1,0
22906	Santa María de Dulcis	2011	3	PAR	0,0
22906	Santa María de Dulcis	2011	4	CHA	4,0
22906	Santa María de Dulcis	2015	5	PAR	0,0
22906	Santa María de Dulcis	2015	6	PSOE	4,0
22906	Santa María de Dulcis	2015	8	PP	1,0
22907	Aínsa-Sobrarbe	2007	1	PSOE	4,0
22907	Aínsa-Sobrarbe	2007	2	PP	4,0
22907	Aínsa-Sobrarbe	2007	3	PAR	0,0
22907	Aínsa-Sobrarbe	2007	4	CHA	1,0
22907	Aínsa-Sobrarbe	2011	1	PP	4,0
22907	Aínsa-Sobrarbe	2011	2	PSOE	4,0
22907	Aínsa-Sobrarbe	2011	3	PAR	1,0
22907	Aínsa-Sobrarbe	2011	4	CHA	1,0
22907	Aínsa-Sobrarbe	2011	5	IU	1,0
22907	Aínsa-Sobrarbe	2015	5	PAR	2,0
22907	Aínsa-Sobrarbe	2015	6	PSOE	4,0
22907	Aínsa-Sobrarbe	2015	7	CHA	0,0
22907	Aínsa-Sobrarbe	2015	8	PP	3,0
22907	Aínsa-Sobrarbe	2015	60	CAMBIAR	2,0
22908	Hoz y Costeán	2007	1	PSOE	3,0
22908	Hoz y Costeán	2007	2	PP	0,0
22908	Hoz y Costeán	2007	3	PAR	0,0
22908	Hoz y Costeán	2007	4	CHA	2,0
22908	Hoz y Costeán	2011	1	PP	0,0
22908	Hoz y Costeán	2011	2	PSOE	4,0
22908	Hoz y Costeán	2011	3	PAR	0,0
22908	Hoz y Costeán	2011	4	CHA	1,0
22908	Hoz y Costeán	2015	5	PAR	0,0
22908	Hoz y Costeán	2015	6	PSOE	4,0
22908	Hoz y Costeán	2015	7	CHA	1,0
22908	Hoz y Costeán	2015	8	PP	0,0
22909	Vencillón	2007	1	PSOE	5,0
22909	Vencillón	2007	2	PP	2,0
22909	Vencillón	2011	1	PP	2,0
22909	Vencillón	2011	2	PSOE	5,0
22909	Vencillón	2015	6	PSOE	5,0
22909	Vencillón	2015	8	PP	2,0
44001	Ababuj	2007	1	PSOE	0,0
