Municipio código	Municipio nombre	Año	Orden	Siglas	Concejales
50139	Letux	2007	3	PAR	3,0
50139	Letux	2007	4	CHA	0,0
50139	Letux	2007	31	UCL	1,0
50139	Letux	2011	1	PP	0,0
50139	Letux	2011	2	PSOE	3,0
50139	Letux	2011	3	PAR	3,0
50139	Letux	2011	32	UCL	1,0
50139	Letux	2015	1	PP	0,0
50139	Letux	2015	2	PSOE	4,0
50139	Letux	2015	5	PAR	3,0
50140	Litago	2007	1	PSOE	4,0
50140	Litago	2007	2	PP	1,0
50140	Litago	2007	3	PAR	0,0
50140	Litago	2007	4	CHA	0,0
50140	Litago	2011	1	PP	1,0
50140	Litago	2011	2	PSOE	4,0
50140	Litago	2011	3	PAR	0,0
50140	Litago	2011	4	CHA	0,0
50140	Litago	2015	1	PP	1,0
50140	Litago	2015	2	PSOE	4,0
50141	Lituénigo	2007	1	PSOE	0,0
50141	Lituénigo	2007	2	PP	5,0
50141	Lituénigo	2007	4	CHA	0,0
50141	Lituénigo	2007	5	IU	0,0
50141	Lituénigo	2011	1	PP	5,0
50141	Lituénigo	2011	2	PSOE	0,0
50141	Lituénigo	2011	4	CHA	0,0
50141	Lituénigo	2011	5	IU	0,0
50141	Lituénigo	2015	1	PP	5,0
50141	Lituénigo	2015	2	PSOE	0,0
50141	Lituénigo	2015	72	IU	0,0
50142	Lobera de Onsella	2007	1	PSOE	1,0
50142	Lobera de Onsella	2007	2	PP	0,0
50142	Lobera de Onsella	2007	3	PAR	0,0
50142	Lobera de Onsella	2011	1	PP	0,0
50142	Lobera de Onsella	2011	2	PSOE	2,0
50142	Lobera de Onsella	2011	3	PAR	1,0
50142	Lobera de Onsella	2011	5	IU	0,0
50142	Lobera de Onsella	2015	1	PP	1,0
50142	Lobera de Onsella	2015	7	CHA	2,0
50143	Longares	2007	1	PSOE	2,0
50143	Longares	2007	2	PP	0,0
50143	Longares	2007	3	PAR	0,0
50143	Longares	2007	4	CHA	5,0
50143	Longares	2011	1	PP	0,0
50143	Longares	2011	2	PSOE	1,0
50143	Longares	2011	3	PAR	1,0
50143	Longares	2011	4	CHA	5,0
50143	Longares	2015	1	PP	0,0
50143	Longares	2015	2	PSOE	2,0
50143	Longares	2015	5	PAR	0,0
50143	Longares	2015	7	CHA	5,0
50144	Longás	2007	1	PSOE	0,0
50144	Longás	2007	2	PP	1,0
50144	Longás	2007	3	PAR	0,0
50144	Longás	2011	1	PP	1,0
50144	Longás	2011	2	PSOE	0,0
50144	Longás	2011	3	PAR	0,0
50144	Longás	2015	1	PP	1,0
50144	Longás	2015	2	PSOE	0,0
50146	Lucena de Jalón	2007	1	PSOE	5,0
50146	Lucena de Jalón	2007	2	PP	2,0
50146	Lucena de Jalón	2011	1	PP	3,0
50146	Lucena de Jalón	2011	2	PSOE	4,0
50146	Lucena de Jalón	2015	1	PP	2,0
50146	Lucena de Jalón	2015	2	PSOE	5,0
50147	Luceni	2007	1	PSOE	6,0
50147	Luceni	2007	2	PP	3,0
50147	Luceni	2007	3	PAR	0,0
50147	Luceni	2011	1	PP	3,0
50147	Luceni	2011	2	PSOE	6,0
50147	Luceni	2011	3	PAR	0,0
50147	Luceni	2015	1	PP	3,0
50147	Luceni	2015	2	PSOE	6,0
50148	Luesia	2007	1	PSOE	3,0
50148	Luesia	2007	2	PP	3,0
50148	Luesia	2007	3	PAR	1,0
50148	Luesia	2011	1	PP	3,0
50148	Luesia	2011	2	PSOE	3,0
50148	Luesia	2011	3	PAR	1,0
50148	Luesia	2011	4	CHA	0,0
50148	Luesia	2015	7	CHA	1,0
50148	Luesia	2015	8	PP	4,0
50148	Luesia	2015	19	PSOE	2,0
50149	Luesma	2007	1	PSOE	0,0
50149	Luesma	2007	2	PP	0,0
50149	Luesma	2007	3	PAR	1,0
50149	Luesma	2007	4	CHA	0,0
50149	Luesma	2011	1	PP	0,0
50149	Luesma	2011	2	PSOE	0,0
50149	Luesma	2011	3	PAR	1,0
50149	Luesma	2015	1	PP	0,0
50149	Luesma	2015	2	PSOE	0,0
50149	Luesma	2015	5	PAR	1,0
50150	Lumpiaque	2007	1	PSOE	2,0
50150	Lumpiaque	2007	2	PP	0,0
50150	Lumpiaque	2007	3	PAR	5,0
50150	Lumpiaque	2011	1	PP	1,0
50150	Lumpiaque	2011	2	PSOE	2,0
50150	Lumpiaque	2011	3	PAR	4,0
50150	Lumpiaque	2015	1	PP	3,0
50150	Lumpiaque	2015	2	PSOE	0,0
50150	Lumpiaque	2015	5	PAR	4,0
50151	Luna	2007	1	PSOE	3,0
50151	Luna	2007	2	PP	0,0
50151	Luna	2007	3	PAR	4,0
50151	Luna	2011	1	PP	0,0
50151	Luna	2011	2	PSOE	2,0
50151	Luna	2011	3	PAR	5,0
50151	Luna	2015	8	PP	4,0
50151	Luna	2015	19	PSOE	2,0
50151	Luna	2015	21	PAR	1,0
50152	Maella	2007	1	PSOE	6,0
50152	Maella	2007	2	PP	5,0
50152	Maella	2007	3	PAR	0,0
50152	Maella	2011	1	PP	6,0
50152	Maella	2011	2	PSOE	4,0
50152	Maella	2011	3	PAR	1,0
50152	Maella	2015	1	PP	5,0
50152	Maella	2015	2	PSOE	3,0
50152	Maella	2015	26	CHA	1,0
50153	Magallón	2007	1	PSOE	8,0
50153	Magallón	2007	2	PP	0,0
50153	Magallón	2007	3	PAR	1,0
50153	Magallón	2007	4	CHA	0,0
50153	Magallón	2011	1	PP	1,0
50153	Magallón	2011	2	PSOE	8,0
50153	Magallón	2011	3	PAR	0,0
50153	Magallón	2015	1	PP	0,0
50153	Magallón	2015	2	PSOE	7,0
50153	Magallón	2015	13	ARAGONSIPUEDE	2,0
50154	Mainar	2007	1	PSOE	0,0
50154	Mainar	2007	2	PP	0,0
50154	Mainar	2007	3	PAR	5,0
50154	Mainar	2007	4	CHA	0,0
50154	Mainar	2007	5	IU	0,0
50154	Mainar	2011	1	PP	0,0
50154	Mainar	2011	2	PSOE	0,0
50154	Mainar	2011	3	PAR	5,0
50154	Mainar	2015	1	PP	1,0
50154	Mainar	2015	2	PSOE	0,0
50154	Mainar	2015	5	PAR	4,0
50154	Mainar	2015	7	CHA	0,0
50155	Malanquilla	2007	1	PSOE	5,0
50155	Malanquilla	2007	2	PP	0,0
50155	Malanquilla	2007	3	PAR	0,0
50155	Malanquilla	2007	4	CHA	0,0
50155	Malanquilla	2011	1	PP	0,0
50155	Malanquilla	2011	2	PSOE	5,0
50155	Malanquilla	2011	3	PAR	0,0
50155	Malanquilla	2015	1	PP	0,0
50155	Malanquilla	2015	2	PSOE	4,0
50155	Malanquilla	2015	5	PAR	1,0
50156	Maleján	2007	1	PSOE	2,0
50156	Maleján	2007	2	PP	0,0
50156	Maleján	2007	3	PAR	4,0
50156	Maleján	2007	4	CHA	1,0
50156	Maleján	2011	1	PP	0,0
50156	Maleján	2011	2	PSOE	3,0
50156	Maleján	2011	3	PAR	4,0
50156	Maleján	2015	1	PP	0,0
50156	Maleján	2015	2	PSOE	1,0
50156	Maleján	2015	5	PAR	5,0
50156	Maleján	2015	7	CHA	1,0
50157	Malón	2007	1	PSOE	3,0
50157	Malón	2007	2	PP	4,0
50157	Malón	2007	3	PAR	0,0
50157	Malón	2007	4	CHA	0,0
50157	Malón	2011	1	PP	4,0
50157	Malón	2011	2	PSOE	3,0
50157	Malón	2015	1	PP	3,0
50157	Malón	2015	2	PSOE	4,0
50159	Maluenda	2007	1	PSOE	2,0
50159	Maluenda	2007	2	PP	5,0
50159	Maluenda	2007	3	PAR	2,0
50159	Maluenda	2011	1	PP	4,0
50159	Maluenda	2011	2	PSOE	2,0
50159	Maluenda	2011	3	PAR	3,0
50159	Maluenda	2015	5	PAR	5,0
50159	Maluenda	2015	6	PSOE	1,0
50159	Maluenda	2015	8	PP	3,0
50160	Mallén	2007	1	PSOE	9,0
50160	Mallén	2007	2	PP	2,0
50160	Mallén	2007	4	CHA	0,0
50160	Mallén	2011	1	PP	3,0
50160	Mallén	2011	2	PSOE	8,0
50160	Mallén	2011	3	PAR	0,0
50160	Mallén	2011	4	CHA	0,0
50160	Mallén	2015	1	PP	2,0
50160	Mallén	2015	2	PSOE	5,0
50160	Mallén	2015	7	CHA	0,0
50160	Mallén	2015	38	POR MALLEN	4,0
50161	Manchones	2007	1	PSOE	0,0
50161	Manchones	2007	2	PP	1,0
50161	Manchones	2007	3	PAR	4,0
50161	Manchones	2007	4	CHA	0,0
50161	Manchones	2007	5	IU	0,0
50161	Manchones	2011	2	PSOE	1,0
50161	Manchones	2011	3	PAR	4,0
50161	Manchones	2015	1	PP	0,0
50161	Manchones	2015	2	PSOE	1,0
50161	Manchones	2015	5	PAR	4,0
50161	Manchones	2015	72	IU	0,0
50162	Mara	2007	1	PSOE	5,0
50162	Mara	2007	2	PP	0,0
50162	Mara	2007	3	PAR	0,0
50162	Mara	2007	4	CHA	0,0
50162	Mara	2007	5	IU	0,0
50162	Mara	2011	1	PP	0,0
50162	Mara	2011	2	PSOE	4,0
50162	Mara	2011	3	PAR	1,0
50162	Mara	2011	4	CHA	0,0
50162	Mara	2015	1	PP	0,0
50162	Mara	2015	2	PSOE	3,0
50162	Mara	2015	4	C's	1,0
50162	Mara	2015	5	PAR	1,0
50162	Mara	2015	7	CHA	0,0
50163	María de Huerva	2007	1	PSOE	3,0
50163	María de Huerva	2007	2	PP	4,0
50163	María de Huerva	2007	3	PAR	1,0
50163	María de Huerva	2007	4	CHA	3,0
50163	María de Huerva	2007	5	IU	0,0
50163	María de Huerva	2011	1	PP	8,0
50163	María de Huerva	2011	2	PSOE	1,0
50163	María de Huerva	2011	3	PAR	0,0
50163	María de Huerva	2011	4	CHA	2,0
50163	María de Huerva	2011	5	IU	0,0
50163	María de Huerva	2011	8	FIA	0,0
50163	María de Huerva	2015	1	PP	9,0
50163	María de Huerva	2015	2	PSOE	1,0
50163	María de Huerva	2015	5	PAR	0,0
50163	María de Huerva	2015	7	CHA	2,0
50163	María de Huerva	2015	33	IU-ZGZ	1,0
50164	Mediana de Aragón	2007	1	PSOE	3,0
50164	Mediana de Aragón	2007	2	PP	4,0
50164	Mediana de Aragón	2007	4	CHA	0,0
50164	Mediana de Aragón	2011	1	PP	5,0
50164	Mediana de Aragón	2011	2	PSOE	2,0
50164	Mediana de Aragón	2015	1	PP	5,0
50164	Mediana de Aragón	2015	2	PSOE	2,0
50165	Mequinenza	2007	1	PSOE	7,0
50165	Mequinenza	2007	2	PP	0,0
50165	Mequinenza	2007	3	PAR	1,0
50165	Mequinenza	2007	4	CHA	0,0
50165	Mequinenza	2007	5	IU	3,0
50165	Mequinenza	2011	1	PP	1,0
50165	Mequinenza	2011	2	PSOE	7,0
50165	Mequinenza	2011	3	PAR	3,0
50165	Mequinenza	2015	5	PAR	4,0
50165	Mequinenza	2015	6	PSOE	7,0
50165	Mequinenza	2015	8	PP	0,0
50166	Mesones de Isuela	2007	1	PSOE	2,0
50166	Mesones de Isuela	2007	2	PP	4,0
50166	Mesones de Isuela	2007	3	PAR	0,0
50166	Mesones de Isuela	2007	5	IU	1,0
50166	Mesones de Isuela	2011	1	PP	4,0
50166	Mesones de Isuela	2011	2	PSOE	1,0
50166	Mesones de Isuela	2011	3	PAR	1,0
50166	Mesones de Isuela	2011	5	IU	1,0
50166	Mesones de Isuela	2015	5	PAR	1,0
50166	Mesones de Isuela	2015	6	PSOE	3,0
50166	Mesones de Isuela	2015	8	PP	2,0
50166	Mesones de Isuela	2015	86	IU-ZGZ	1,0
50167	Mezalocha	2007	1	PSOE	1,0
50167	Mezalocha	2007	2	PP	5,0
50167	Mezalocha	2007	3	PAR	1,0
50167	Mezalocha	2011	1	PP	3,0
50167	Mezalocha	2011	2	PSOE	1,0
50167	Mezalocha	2011	3	PAR	1,0
50167	Mezalocha	2011	4	CHA	0,0
50167	Mezalocha	2011	5	IU	0,0
50167	Mezalocha	2015	1	PP	1,0
50167	Mezalocha	2015	2	PSOE	2,0
50167	Mezalocha	2015	5	PAR	2,0
50167	Mezalocha	2015	7	CHA	0,0
50168	Mianos	2007	1	PSOE	0,0
50168	Mianos	2007	2	PP	0,0
50168	Mianos	2007	3	PAR	0,0
50168	Mianos	2007	4	CHA	1,0
50168	Mianos	2011	1	PP	0,0
50168	Mianos	2011	3	PAR	3,0
50168	Mianos	2015	1	PP	0,0
50168	Mianos	2015	2	PSOE	0,0
50168	Mianos	2015	7	CHA	1,0
50169	Miedes de Aragón	2007	1	PSOE	4,0
50169	Miedes de Aragón	2007	2	PP	2,0
50169	Miedes de Aragón	2007	3	PAR	1,0
50169	Miedes de Aragón	2007	4	CHA	0,0
50169	Miedes de Aragón	2011	1	PP	4,0
50169	Miedes de Aragón	2011	2	PSOE	2,0
50169	Miedes de Aragón	2011	3	PAR	1,0
50169	Miedes de Aragón	2015	5	PAR	0,0
50169	Miedes de Aragón	2015	6	PSOE	3,0
50169	Miedes de Aragón	2015	8	PP	4,0
50170	Monegrillo	2007	1	PSOE	4,0
50170	Monegrillo	2007	2	PP	0,0
50170	Monegrillo	2007	3	PAR	3,0
50170	Monegrillo	2011	1	PP	0,0
50170	Monegrillo	2011	2	PSOE	4,0
50170	Monegrillo	2011	3	PAR	3,0
50170	Monegrillo	2015	1	PP	1,0
50170	Monegrillo	2015	2	PSOE	6,0
50171	Moneva	2007	1	PSOE	0,0
50171	Moneva	2007	2	PP	0,0
50171	Moneva	2007	3	PAR	1,0
50171	Moneva	2007	4	CHA	0,0
50171	Moneva	2011	1	PP	0,0
50171	Moneva	2011	2	PSOE	0,0
50171	Moneva	2011	3	PAR	5,0
50171	Moneva	2015	1	PP	0,0
50171	Moneva	2015	2	PSOE	0,0
50171	Moneva	2015	4	C's	0,0
50171	Moneva	2015	5	PAR	5,0
50171	Moneva	2015	7	CHA	0,0
50172	Monreal de Ariza	2007	1	PSOE	2,0
50172	Monreal de Ariza	2007	2	PP	0,0
50172	Monreal de Ariza	2007	3	PAR	3,0
50172	Monreal de Ariza	2007	4	CHA	0,0
50172	Monreal de Ariza	2007	5	IU	0,0
50172	Monreal de Ariza	2011	1	PP	0,0
50172	Monreal de Ariza	2011	2	PSOE	0,0
50172	Monreal de Ariza	2011	3	PAR	4,0
50172	Monreal de Ariza	2011	4	CHA	1,0
50172	Monreal de Ariza	2011	5	IU	0,0
50172	Monreal de Ariza	2015	1	PP	0,0
50172	Monreal de Ariza	2015	2	PSOE	0,0
50172	Monreal de Ariza	2015	5	PAR	4,0
50172	Monreal de Ariza	2015	7	CHA	1,0
50173	Monterde	2007	1	PSOE	1,0
50173	Monterde	2007	2	PP	4,0
50173	Monterde	2007	3	PAR	0,0
50173	Monterde	2007	4	CHA	0,0
50173	Monterde	2007	5	IU	0,0
50173	Monterde	2011	1	PP	4,0
50173	Monterde	2011	2	PSOE	1,0
50173	Monterde	2011	3	PAR	0,0
50173	Monterde	2015	1	PP	4,0
50173	Monterde	2015	2	PSOE	1,0
50173	Monterde	2015	5	PAR	0,0
50174	Montón	2007	1	PSOE	0,0
50174	Montón	2007	2	PP	0,0
50174	Montón	2007	3	PAR	5,0
50174	Montón	2007	4	CHA	0,0
50174	Montón	2011	1	PP	0,0
50174	Montón	2011	2	PSOE	0,0
50174	Montón	2011	3	PAR	5,0
50174	Montón	2011	4	CHA	0,0
50174	Montón	2015	2	PSOE	0,0
50174	Montón	2015	5	PAR	5,0
50175	Morata de Jalón	2007	1	PSOE	3,0
50175	Morata de Jalón	2007	2	PP	1,0
50175	Morata de Jalón	2007	3	PAR	1,0
50175	Morata de Jalón	2007	4	CHA	4,0
50175	Morata de Jalón	2007	5	IU	0,0
50175	Morata de Jalón	2011	1	PP	1,0
50175	Morata de Jalón	2011	2	PSOE	5,0
50175	Morata de Jalón	2011	3	PAR	2,0
50175	Morata de Jalón	2011	5	IU	1,0
50175	Morata de Jalón	2015	1	PP	1,0
50175	Morata de Jalón	2015	2	PSOE	4,0
50175	Morata de Jalón	2015	5	PAR	1,0
50175	Morata de Jalón	2015	56	ZGZ	3,0
50176	Morata de Jiloca	2007	1	PSOE	1,0
50176	Morata de Jiloca	2007	2	PP	0,0
50176	Morata de Jiloca	2007	3	PAR	6,0
50176	Morata de Jiloca	2011	1	PP	0,0
50176	Morata de Jiloca	2011	2	PSOE	1,0
50176	Morata de Jiloca	2011	3	PAR	5,0
50176	Morata de Jiloca	2011	8	FIA	1,0
50176	Morata de Jiloca	2015	1	PP	1,0
50176	Morata de Jiloca	2015	2	PSOE	0,0
50176	Morata de Jiloca	2015	5	PAR	4,0
50176	Morata de Jiloca	2015	7	CHA	0,0
50177	Morés	2007	1	PSOE	3,0
50177	Morés	2007	2	PP	3,0
50177	Morés	2007	3	PAR	1,0
50177	Morés	2007	4	CHA	0,0
50177	Morés	2011	1	PP	3,0
50177	Morés	2011	2	PSOE	4,0
50177	Morés	2011	3	PAR	0,0
50177	Morés	2015	5	PAR	1,0
50177	Morés	2015	6	PSOE	3,0
50177	Morés	2015	8	PP	3,0
50178	Moros	2007	1	PSOE	4,0
50178	Moros	2007	2	PP	3,0
50178	Moros	2007	3	PAR	0,0
50178	Moros	2011	1	PP	2,0
50178	Moros	2011	2	PSOE	5,0
50178	Moros	2011	3	PAR	0,0
50178	Moros	2015	5	PAR	0,0
50178	Moros	2015	6	PSOE	7,0
50178	Moros	2015	8	PP	0,0
50179	Moyuela	2007	1	PSOE	3,0
50179	Moyuela	2007	2	PP	0,0
50179	Moyuela	2007	3	PAR	4,0
50179	Moyuela	2011	1	PP	2,0
50179	Moyuela	2011	2	PSOE	4,0
50179	Moyuela	2011	3	PAR	1,0
50179	Moyuela	2015	1	PP	3,0
50179	Moyuela	2015	2	PSOE	4,0
50180	Mozota	2007	1	PSOE	0,0
50180	Mozota	2007	2	PP	0,0
50180	Mozota	2007	3	PAR	5,0
50180	Mozota	2007	4	CHA	0,0
50180	Mozota	2011	1	PP	0,0
50180	Mozota	2011	3	PAR	5,0
50180	Mozota	2015	2	PSOE	0,0
50180	Mozota	2015	5	PAR	5,0
50180	Mozota	2015	7	CHA	0,0
50181	Muel	2007	1	PSOE	4,0
50181	Muel	2007	2	PP	3,0
50181	Muel	2007	3	PAR	1,0
50181	Muel	2007	4	CHA	1,0
50181	Muel	2007	5	IU	0,0
50181	Muel	2011	1	PP	2,0
50181	Muel	2011	2	PSOE	4,0
50181	Muel	2011	3	PAR	1,0
50181	Muel	2011	4	CHA	2,0
50181	Muel	2015	1	PP	3,0
50181	Muel	2015	2	PSOE	3,0
50181	Muel	2015	5	PAR	1,0
50181	Muel	2015	7	CHA	2,0
50182	Muela (La)	2007	1	PSOE	2,0
50182	Muela (La)	2007	2	PP	2,0
50182	Muela (La)	2007	3	PAR	7,0
50182	Muela (La)	2007	4	CHA	0,0
50182	Muela (La)	2011	1	PP	6,0
50182	Muela (La)	2011	2	PSOE	1,0
50182	Muela (La)	2011	3	PAR	0,0
50182	Muela (La)	2011	4	CHA	2,0
50182	Muela (La)	2011	5	IU	0,0
50182	Muela (La)	2011	6	UPyD	0,0
50182	Muela (La)	2011	7	COMPROMISO CON ARAGON	0,0
50182	Muela (La)	2011	8	FIA	3,0
50182	Muela (La)	2011	12	CDL	1,0
50182	Muela (La)	2015	1	PP	3,0
50182	Muela (La)	2015	2	PSOE	1,0
50182	Muela (La)	2015	4	C's	1,0
50182	Muela (La)	2015	5	PAR	3,0
50182	Muela (La)	2015	7	CHA	2,0
50182	Muela (La)	2015	55	GLM-ZGZ	1,0
50183	Munébrega	2007	1	PSOE	1,0
50183	Munébrega	2007	2	PP	0,0
50183	Munébrega	2007	3	PAR	6,0
50183	Munébrega	2011	1	PP	3,0
50183	Munébrega	2011	2	PSOE	0,0
50183	Munébrega	2011	3	PAR	4,0
50183	Munébrega	2015	5	PAR	5,0
50183	Munébrega	2015	6	PSOE	0,0
50183	Munébrega	2015	8	PP	2,0
50184	Murero	2007	1	PSOE	1,0
50184	Murero	2007	2	PP	0,0
50184	Murero	2007	3	PAR	4,0
50184	Murero	2007	4	CHA	0,0
50184	Murero	2011	1	PP	0,0
50184	Murero	2011	2	PSOE	1,0
50184	Murero	2011	3	PAR	4,0
50184	Murero	2015	2	PSOE	0,0
50184	Murero	2015	5	PAR	5,0
50185	Murillo de Gállego	2007	1	PSOE	0,0
50185	Murillo de Gállego	2007	2	PP	4,0
50185	Murillo de Gállego	2007	3	PAR	0,0
50185	Murillo de Gállego	2007	4	CHA	1,0
50185	Murillo de Gállego	2007	5	IU	0,0
50185	Murillo de Gállego	2011	1	PP	2,0
50185	Murillo de Gállego	2011	2	PSOE	0,0
50185	Murillo de Gállego	2011	3	PAR	0,0
50185	Murillo de Gállego	2011	4	CHA	2,0
50185	Murillo de Gállego	2011	5	IU	0,0
50185	Murillo de Gállego	2011	29	ECOLO VERDES	1,0
50185	Murillo de Gállego	2015	1	PP	1,0
50185	Murillo de Gállego	2015	2	PSOE	0,0
50185	Murillo de Gállego	2015	21	PAR	1,0
50185	Murillo de Gállego	2015	78	AE MURILLO DE GALLEGO	3,0
50186	Navardún	2007	1	PSOE	1,0
50186	Navardún	2007	2	PP	0,0
50186	Navardún	2007	3	PAR	0,0
50186	Navardún	2011	1	PP	1,0
50186	Navardún	2011	2	PSOE	0,0
50186	Navardún	2011	3	PAR	0,0
50186	Navardún	2015	1	PP	1,0
50186	Navardún	2015	2	PSOE	0,0
50187	Nigüella	2007	1	PSOE	0,0
50187	Nigüella	2007	2	PP	0,0
50187	Nigüella	2007	3	PAR	0,0
50187	Nigüella	2007	4	CHA	1,0
50187	Nigüella	2011	1	PP	0,0
50187	Nigüella	2011	2	PSOE	1,0
50187	Nigüella	2011	3	PAR	0,0
50187	Nigüella	2011	4	CHA	2,0
50187	Nigüella	2015	1	PP	0,0
50187	Nigüella	2015	2	PSOE	0,0
50187	Nigüella	2015	5	PAR	1,0
50187	Nigüella	2015	7	CHA	2,0
50188	Nombrevilla	2007	1	PSOE	0,0
50188	Nombrevilla	2007	2	PP	1,0
50188	Nombrevilla	2007	3	PAR	0,0
50188	Nombrevilla	2007	4	CHA	0,0
50188	Nombrevilla	2011	1	PP	0,0
50188	Nombrevilla	2011	3	PAR	1,0
50188	Nombrevilla	2011	4	CHA	0,0
50188	Nombrevilla	2015	1	PP	0,0
50188	Nombrevilla	2015	2	PSOE	0,0
50188	Nombrevilla	2015	5	PAR	1,0
50188	Nombrevilla	2015	7	CHA	0,0
50189	Nonaspe	2007	1	PSOE	2,0
50189	Nonaspe	2007	2	PP	6,0
50189	Nonaspe	2007	3	PAR	0,0
50189	Nonaspe	2007	4	CHA	1,0
50189	Nonaspe	2011	1	PP	6,0
50189	Nonaspe	2011	2	PSOE	0,0
50189	Nonaspe	2011	4	CHA	3,0
50189	Nonaspe	2015	1	PP	6,0
50189	Nonaspe	2015	26	CHA	3,0
50190	Novallas	2007	1	PSOE	4,0
50190	Novallas	2007	2	PP	2,0
50190	Novallas	2007	3	PAR	1,0
50190	Novallas	2007	4	CHA	0,0
50190	Novallas	2011	1	PP	2,0
50190	Novallas	2011	2	PSOE	5,0
50190	Novallas	2011	4	CHA	0,0
50190	Novallas	2015	1	PP	2,0
50190	Novallas	2015	2	PSOE	5,0
50191	Novillas	2007	1	PSOE	4,0
50191	Novillas	2007	2	PP	1,0
50191	Novillas	2007	3	PAR	2,0
50191	Novillas	2011	1	PP	3,0
50191	Novillas	2011	2	PSOE	4,0
50191	Novillas	2011	4	CHA	0,0
50191	Novillas	2015	1	PP	2,0
50191	Novillas	2015	2	PSOE	5,0
50192	Nuévalos	2007	1	PSOE	4,0
50192	Nuévalos	2007	2	PP	0,0
50192	Nuévalos	2007	3	PAR	3,0
50192	Nuévalos	2007	4	CHA	0,0
50192	Nuévalos	2011	1	PP	0,0
50192	Nuévalos	2011	2	PSOE	4,0
50192	Nuévalos	2011	3	PAR	2,0
50192	Nuévalos	2011	4	CHA	1,0
50192	Nuévalos	2015	5	PAR	1,0
50192	Nuévalos	2015	6	PSOE	6,0
50192	Nuévalos	2015	8	PP	0,0
50193	Nuez de Ebro	2007	1	PSOE	5,0
50193	Nuez de Ebro	2007	2	PP	2,0
50193	Nuez de Ebro	2007	4	CHA	0,0
50193	Nuez de Ebro	2011	1	PP	2,0
50193	Nuez de Ebro	2011	2	PSOE	3,0
50193	Nuez de Ebro	2011	4	CHA	2,0
50193	Nuez de Ebro	2015	1	PP	2,0
50193	Nuez de Ebro	2015	2	PSOE	5,0
50194	Olvés	2007	1	PSOE	0,0
50194	Olvés	2007	2	PP	4,0
50194	Olvés	2007	3	PAR	1,0
50194	Olvés	2007	4	CHA	0,0
50194	Olvés	2011	1	PP	4,0
50194	Olvés	2011	2	PSOE	0,0
50194	Olvés	2011	3	PAR	1,0
50194	Olvés	2015	1	PP	4,0
50194	Olvés	2015	2	PSOE	1,0
50194	Olvés	2015	5	PAR	0,0
50195	Orcajo	2007	1	PSOE	0,0
50195	Orcajo	2007	2	PP	0,0
50195	Orcajo	2007	3	PAR	1,0
50195	Orcajo	2007	4	CHA	0,0
50195	Orcajo	2011	2	PSOE	1,0
50195	Orcajo	2015	1	PP	0,0
50195	Orcajo	2015	2	PSOE	3,0
50196	Orera	2007	1	PSOE	4,0
50196	Orera	2007	2	PP	0,0
50196	Orera	2007	3	PAR	1,0
50196	Orera	2011	2	PSOE	5,0
50196	Orera	2011	3	PAR	0,0
50196	Orera	2015	1	PP	0,0
50196	Orera	2015	2	PSOE	5,0
50196	Orera	2015	5	PAR	0,0
50197	Orés	2007	1	PSOE	1,0
50197	Orés	2007	2	PP	4,0
50197	Orés	2007	3	PAR	0,0
50197	Orés	2007	4	CHA	0,0
50197	Orés	2007	5	IU	0,0
50197	Orés	2011	1	PP	3,0
50197	Orés	2011	2	PSOE	1,0
50197	Orés	2011	3	PAR	1,0
50197	Orés	2015	1	PP	3,0
50197	Orés	2015	2	PSOE	1,0
50197	Orés	2015	21	PAR	1,0
50198	Oseja	2007	1	PSOE	0,0
50198	Oseja	2007	2	PP	1,0
50198	Oseja	2007	3	PAR	0,0
50198	Oseja	2011	1	PP	0,0
50198	Oseja	2011	3	PAR	1,0
50198	Oseja	2015	1	PP	0,0
50198	Oseja	2015	2	PSOE	0,0
50198	Oseja	2015	5	PAR	1,0
50199	Osera de Ebro	2007	1	PSOE	3,0
50199	Osera de Ebro	2007	2	PP	2,0
50199	Osera de Ebro	2007	3	PAR	2,0
50199	Osera de Ebro	2007	4	CHA	0,0
50199	Osera de Ebro	2011	1	PP	3,0
50199	Osera de Ebro	2011	2	PSOE	2,0
50199	Osera de Ebro	2011	3	PAR	2,0
50199	Osera de Ebro	2015	1	PP	3,0
50199	Osera de Ebro	2015	2	PSOE	3,0
50199	Osera de Ebro	2015	5	PAR	1,0
50200	Paniza	2007	1	PSOE	4,0
50200	Paniza	2007	2	PP	0,0
50200	Paniza	2007	3	PAR	2,0
50200	Paniza	2007	4	CHA	1,0
50200	Paniza	2011	1	PP	1,0
50200	Paniza	2011	2	PSOE	4,0
50200	Paniza	2011	3	PAR	1,0
50200	Paniza	2011	4	CHA	1,0
50200	Paniza	2015	4	C's	4,0
50200	Paniza	2015	6	PSOE	3,0
50200	Paniza	2015	8	PP	0,0
50200	Paniza	2015	24	CHA	0,0
50201	Paracuellos de Jiloca	2007	1	PSOE	5,0
50201	Paracuellos de Jiloca	2007	2	PP	1,0
50201	Paracuellos de Jiloca	2007	3	PAR	1,0
50201	Paracuellos de Jiloca	2011	1	PP	1,0
50201	Paracuellos de Jiloca	2011	2	PSOE	5,0
50201	Paracuellos de Jiloca	2011	3	PAR	1,0
50201	Paracuellos de Jiloca	2015	5	PAR	1,0
50201	Paracuellos de Jiloca	2015	6	PSOE	5,0
50201	Paracuellos de Jiloca	2015	8	PP	1,0
