CCAA nombre	CCAA código	Año	Censo electoral	Participación	Abstención	Votos nulos	Votos blancos	Votos a candidaturas	% Participación
Aragón	02	2019	1019762,0	704275,0	315487,0	12756,0	15459,0	676060,0	69,0626832535435
Aragón	02	2016	981738,0	699373,0	282365,0	17208,0	20435,0	661730,0	71,2382529758449
Aragón	02	2015	986381,0	727672,0	258709,0	23502,0	34782,0	669388,0	73,7718994992807
Aragón	02	2011	1018510,0	718923,0	299587,0	28686,0	47654,0	642583,0	70,5857576263365
Aragón	02	2008	1016420,0	773865,0	242555,0	18908,0	17006,0	737951,0	76,1363412762441
