Año	Municipio código	Municipio nombre	Rústica   Base imponible (miles de euros)	Rústica   Cuota (euros)
2001	50181	Muel	2809,88	12644,0
2001	50182	Muela (La)	3235,48	9706,0
2001	50183	Munébrega	1030,91	8247,0
2001	50184	Murero	522,63	2874,0
2001	50185	Murillo de Gállego	578,53	3471,0
2001	50186	Navardún	610,42	2686,0
2001	50187	Nigüella	540,11	2431,0
2001	50188	Nombrevilla	288,88	1011,0
2001	50189	Nonaspe	2306,43	17068,0
2001	50190	Novallas	2284,45	14849,0
2001	50191	Novillas	8114,34	43006,0
2001	50192	Nuévalos	580,1	1740,0
2001	50193	Nuez de Ebro	2010,37	11057,0
2001	50194	Olvés	441,71	2209,0
2001	50195	Orcajo	240,67	722,0
2001	50196	Orera	313,53	941,0
2001	50197	Orés	884,25	5748,0
2001	50198	Oseja	53,81	188,0
2001	50199	Osera de Ebro	4137,53	22343,0
2001	50200	Paniza	1171,4	6677,0
2001	50201	Paracuellos de Jiloca	1745,63	11347,0
2001	50202	Paracuellos de la Ribera	512,07	3072,0
2001	50203	Pastriz	4515,16	27091,0
2001	50204	Pedrola	7068,79	35344,0
2001	50205	Pedrosas (Las)	833,21	5416,0
2001	50206	Perdiguera	2794,92	16769,0
2001	50207	Piedratajada	1111,5	4446,0
2001	50208	Pina de Ebro	20085,86	130558,0
2001	50209	Pinseque	4097,32	22535,0
2001	50210	Pintanos (Los)	642,94	1929,0
2001	50211	Plasencia de Jalón	2487,61	12438,0
2001	50212	Pleitas	785,76	5272,0
2001	50213	Plenas	712,32	4630,0
2001	50214	Pomer	137,78	413,0
2001	50215	Pozuel de Ariza	419,65	2728,0
2001	50216	Pozuelo de Aragón	939,57	4698,0
2001	50217	Pradilla de Ebro	2262,55	19458,0
2001	50218	Puebla de Albortón	1082,83	3248,0
2001	50219	Puebla de Alfindén (La)	2600,33	12482,0
2001	50220	Puendeluna	340,14	2143,0
2001	50221	Purujosa	90,82	272,0
2001	50222	Quinto	11416,26	45665,0
2001	50223	Remolinos	1473,12	11785,0
2001	50224	Retascón	727,76	2547,0
2001	50225	Ricla	9985,57	44935,0
2001	50227	Romanos	776,41	2329,0
2001	50228	Rueda de Jalón	6079,5	30397,0
2001	50229	Ruesca	266,49	799,0
2001	50230	Sádaba	15860,42	97066,0
2001	50231	Salillas de Jalón	1050,53	5253,0
2001	50232	Salvatierra de Esca	656,44	4267,0
2001	50233	Samper del Salz	377,12	2451,0
2001	50234	San Martín de la Virgen de Moncayo	160,15	1041,0
2001	50235	San Mateo de Gállego	4233,68	33869,0
2001	50236	Santa Cruz de Grío	193,41	1257,0
2001	50237	Santa Cruz de Moncayo	273,79	958,0
2001	50238	Santa Eulalia de Gállego	305,85	1835,0
2001	50239	Santed	387,11	2323,0
2001	50240	Sástago	7937,43	36512,0
2001	50241	Saviñán	1247,15	9229,0
2001	50242	Sediles	78,32	470,0
2001	50243	Sestrica	475,54	2140,0
2001	50244	Sierra de Luna	2208,7	17670,0
2001	50245	Sigüés	1093,81	7110,0
2001	50246	Sisamón	602,71	1808,0
2001	50247	Sobradiel	2834,17	11337,0
2001	50248	Sos del Rey Católico	11655,57	51284,0
2001	50249	Tabuenca	995,03	4975,0
2001	50250	Talamantes	243,13	729,0
2001	50251	Tarazona	12986,72	79479,0
2001	50252	Tauste	54838,93	359743,0
2001	50253	Terrer	2983,11	16705,0
2001	50254	Tierga	1068,21	4807,0
2001	50255	Tobed	308,84	2100,0
2001	50256	Torralba de los Frailes	940,46	2821,0
2001	50257	Torralba de Ribota	857,59	5146,0
2001	50258	Torralbilla	666,68	2000,0
2001	50259	Torrehermosa	377,53	1888,0
2001	50260	Torrelapaja	123,74	371,0
2001	50261	Torrellas	369,24	1846,0
2001	50262	Torres de Berrellén	6661,68	30644,0
2001	50263	Torrijo de la Cañada	1482,73	7414,0
2001	50264	Tosos	1343,88	6047,0
2001	50265	Trasmoz	897,07	2691,0
2001	50266	Trasobares	476,21	3095,0
2001	50267	Uncastillo	5059,34	40475,0
2001	50268	Undués de Lerda	549,87	2419,0
2001	50269	Urrea de Jalón	2153,19	11843,0
2001	50270	Urriés	530,66	1592,0
2001	50271	Used	2558,26	7675,0
2001	50272	Utebo	4097,2	15160,0
2001	50273	Valdehorna	61,88	186,0
2001	50274	Val de San Martín	313,67	941,0
2001	50275	Valmadrid	358,79	1076,0
2001	50276	Valpalmas	1443,33	9382,0
2001	50277	Valtorres	10,02	60,0
2001	50278	Velilla de Ebro	1795,86	11673,0
2001	50279	Velilla de Jiloca	768,97	3076,0
2001	50280	Vera de Moncayo	1813,91	6349,0
2001	50281	Vierlas	672,0	3696,0
2001	50282	Vilueña (La)	302,56	1815,0
2001	50283	Villadoz	689,26	2068,0
2001	50284	Villafeliche	710,55	3197,0
2001	50285	Villafranca de Ebro	3016,39	13272,0
2001	50286	Villalba de Perejil	511,85	1536,0
2001	50287	Villalengua	1621,77	9731,0
2001	50288	Villanueva de Gállego	5342,37	26284,0
2001	50289	Villanueva de Jiloca	295,85	888,0
2001	50290	Villanueva de Huerva	1691,93	8460,0
2001	50291	Villar de los Navarros	1268,17	10145,0
2001	50292	Villarreal de Huerva	744,88	2235,0
2001	50293	Villarroya de la Sierra	1997,04	11982,0
2001	50294	Villarroya del Campo	688,57	2066,0
2001	50295	Vistabella	212,96	1171,0
2001	50296	Zaida (La)	1049,61	6822,0
2001	50297	Zaragoza	71018,43	497129,0
2001	50298	Zuera	17748,89	76320,0
2001	50901	Biel	916,41	5498,0
2001	50902	Marracos	1281,03	5765,0
2002	22001	Abiego	1590,0	12720,0
2002	22002	Abizanda	487,0	3019,0
2002	22003	Adahuesca	902,0	7216,0
2002	22004	Agüero	610,0	3050,0
2002	22006	Aísa	351,0	1053,0
2002	22007	Albalate de Cinca	7865,0	51123,0
2002	22008	Albalatillo	1221,0	7937,0
2002	22009	Albelda	9188,0	73504,0
2002	22011	Albero Alto	1198,0	5870,0
2002	22012	Albero Bajo	1918,0	16495,0
2002	22013	Alberuela de Tubo	2952,0	22140,0
2002	22014	Alcalá de Gurrea	4724,0	30706,0
2002	22015	Alcalá del Obispo	3396,0	10188,0
2002	22016	Alcampell	4467,0	31269,0
2002	22017	Alcolea de Cinca	10598,0	84784,0
2002	22018	Alcubierre	4534,0	27657,0
2002	22019	Alerre	589,0	3829,0
2002	22020	Alfántega	1104,0	6624,0
2002	22021	Almudévar	16545,0	82890,0
2002	22022	Almunia de San Juan	2403,0	20426,0
2002	22023	Almuniente	7581,0	40179,0
2002	22024	Alquézar	620,0	4960,0
2002	22025	Altorricón	6397,0	49577,0
2002	22027	Angüés	1993,0	9965,0
2002	22028	Ansó	817,0	4902,0
2002	22029	Antillón	960,0	8160,0
2002	22032	Aragüés del Puerto	236,0	1416,0
2002	22035	Arén	1512,0	9072,0
2002	22036	Argavieso	813,0	4472,0
2002	22037	Arguis	481,0	4089,0
2002	22039	Ayerbe	2756,0	17087,0
2002	22040	Azanuy-Alins	984,0	7380,0
2002	22041	Azara	542,0	1789,0
2002	22042	Azlor	500,0	2000,0
2002	22043	Baells	946,0	2838,0
2002	22044	Bailo	2483,0	16140,0
2002	22045	Baldellou	455,0	1365,0
2002	22046	Ballobar	5091,0	27491,0
2002	22047	Banastás	301,0	1806,0
2002	22048	Barbastro	10367,0	77753,0
2002	22049	Barbués	2803,0	12053,0
2002	22050	Barbuñales	559,0	3913,0
2002	22051	Bárcabo	1091,0	5782,0
2002	22052	Belver de Cinca	13621,0	64019,0
2002	22053	Benabarre	3511,0	30195,0
2002	22054	Benasque	299,0	1346,0
2002	22055	Berbegal	3213,0	22491,0
2002	22057	Bielsa	312,0	1560,0
2002	22058	Bierge	1406,0	9139,0
2002	22059	Biescas	1618,0	8090,0
2002	22060	Binaced	16097,0	112679,0
2002	22061	Binéfar	4063,0	15846,0
2002	22062	Bisaurri	345,0	1380,0
2002	22063	Biscarrués	1419,0	7095,0
2002	22064	Blecua y Torres	1710,0	14535,0
2002	22066	Boltaña	1341,0	8717,0
2002	22067	Bonansa	315,0	1890,0
2002	22068	Borau	228,0	684,0
2002	22069	Broto	778,0	4824,0
2002	22072	Caldearenas	1512,0	9828,0
2002	22074	Campo	265,0	795,0
2002	22075	Camporrells	542,0	2710,0
2002	22076	Canal de Berdún	2874,0	18681,0
2002	22077	Candasnos	3683,0	11049,0
2002	22078	Canfranc	324,0	1620,0
2002	22079	Capdesaso	1566,0	7830,0
2002	22080	Capella	870,0	6960,0
2002	22081	Casbas de Huesca	2447,0	13459,0
2002	22082	Castejón del Puente	2513,0	10806,0
2002	22083	Castejón de Monegros	6237,0	37422,0
2002	22084	Castejón de Sos	480,0	3840,0
2002	22085	Castelflorite	3874,0	17433,0
2002	22086	Castiello de Jaca	256,0	1536,0
2002	22087	Castigaleu	534,0	3738,0
2002	22088	Castillazuelo	487,0	2679,0
2002	22089	Castillonroy	1281,0	3843,0
2002	22090	Colungo	330,0	1980,0
2002	22094	Chalamera	1670,0	9686,0
2002	22095	Chía	124,0	682,0
2002	22096	Chimillas	776,0	4656,0
2002	22099	Esplús	14535,0	116280,0
2002	22102	Estada	367,0	2386,0
2002	22103	Estadilla	2652,0	15382,0
2002	22105	Estopiñán del Castillo	1452,0	11616,0
2002	22106	Fago	23,0	138,0
2002	22107	Fanlo	460,0	2990,0
2002	22109	Fiscal	1402,0	8412,0
2002	22110	Fonz	3635,0	23991,0
2002	22111	Foradada del Toscar	1006,0	6036,0
2002	22112	Fraga	52846,0	391060,0
2002	22113	Fueva (La)	2563,0	20504,0
2002	22114	Gistaín	245,0	1593,0
2002	22115	Grado (El)	1471,0	8826,0
2002	22116	Grañén	17301,0	100346,0
2002	22117	Graus	4980,0	34860,0
2002	22119	Gurrea de Gállego	17357,0	112821,0
2002	22122	Hoz de Jaca	56,0	252,0
2002	22124	Huerto	7190,0	46735,0
2002	22125	Huesca	15675,0	97185,0
2002	22126	Ibieca	475,0	2375,0
2002	22127	Igriés	916,0	2748,0
2002	22128	Ilche	7757,0	46542,0
2002	22129	Isábena	1031,0	3093,0
2002	22130	Jaca	8872,0	53232,0
2002	22131	Jasa	25,0	150,0
2002	22133	Labuerda	205,0	1230,0
2002	22135	Laluenga	2753,0	17895,0
2002	22136	Lalueza	10818,0	93035,0
2002	22137	Lanaja	14844,0	90548,0
2002	22139	Laperdiguera	691,0	4492,0
2002	22141	Lascellas-Ponzano	884,0	4420,0
2002	22142	Lascuarre	455,0	3640,0
2002	22143	Laspaúles	592,0	2368,0
2002	22144	Laspuña	218,0	1744,0
2002	22149	Loarre	1945,0	12643,0
2002	22150	Loporzano	3916,0	15664,0
2002	22151	Loscorrales	2564,0	15384,0
2002	22155	Monesma y Cajigar	673,0	4711,0
2002	22156	Monflorite-Lascasas	3779,0	17006,0
2002	22157	Montanuy	1285,0	7710,0
2002	22158	Monzón	28165,0	171807,0
2002	22160	Naval	372,0	2976,0
2002	22162	Novales	1442,0	7066,0
2002	22163	Nueno	1851,0	5553,0
2002	22164	Olvena	228,0	1482,0
2002	22165	Ontiñena	4834,0	24170,0
2002	22167	Osso de Cinca	9097,0	54582,0
2002	22168	Palo	164,0	1066,0
2002	22170	Panticosa	96,0	432,0
2002	22172	Peñalba	4514,0	25278,0
2002	22173	Peñas de Riglos (Las)	1650,0	7425,0
2002	22174	Peralta de Alcofea	6575,0	38135,0
2002	22175	Peralta de Calasanz	1819,0	11824,0
2002	22176	Peraltilla	639,0	2109,0
2002	22177	Perarrúa	534,0	4272,0
2002	22178	Pertusa	2487,0	18155,0
2002	22181	Piracés	1571,0	10054,0
2002	22182	Plan	353,0	2295,0
2002	22184	Poleñino	4705,0	38111,0
2002	22186	Pozán de Vero	491,0	2946,0
2002	22187	Puebla de Castro (La)	444,0	2664,0
2002	22188	Puente de Montañana	493,0	2958,0
2002	22189	Puértolas	384,0	3072,0
2002	22190	Pueyo de Araguás (El)	666,0	3996,0
2002	22193	Pueyo de Santa Cruz	1612,0	9672,0
2002	22195	Quicena	657,0	2759,0
2002	22197	Robres	5098,0	23961,0
2002	22199	Sabiñánigo	4468,0	33510,0
2002	22200	Sahún	519,0	1817,0
2002	22201	Salas Altas	603,0	3920,0
2002	22202	Salas Bajas	438,0	2847,0
2002	22203	Salillas	1854,0	10197,0
2002	22204	Sallent de Gállego	724,0	2172,0
2002	22205	San Esteban de Litera	7317,0	51219,0
2002	22206	Sangarrén	4445,0	35560,0
2002	22207	San Juan de Plan	178,0	1157,0
2002	22208	Santa Cilia	942,0	5652,0
2002	22209	Santa Cruz de la Serós	325,0	1788,0
2002	22212	Santaliestra y San Quílez	208,0	1248,0
2002	22213	Sariñena	30000,0	198000,0
2002	22214	Secastilla	288,0	864,0
2002	22215	Seira	183,0	1098,0
2002	22217	Sena	12009,0	84063,0
2002	22218	Senés de Alcubierre	975,0	5265,0
2002	22220	Sesa	1637,0	9004,0
2002	22221	Sesué	171,0	1026,0
2002	22222	Siétamo	2204,0	14326,0
2002	22223	Sopeira	408,0	2448,0
2002	22225	Tamarite de Litera	19606,0	123518,0
2002	22226	Tardienta	4534,0	38992,0
2002	22227	Tella-Sin	332,0	996,0
2002	22228	Tierz	779,0	3506,0
2002	22229	Tolva	913,0	5935,0
2002	22230	Torla-Ordesa	645,0	4193,0
2002	22232	Torralba de Aragón	2000,0	9200,0
2002	22233	Torre la Ribera	245,0	980,0
2002	22234	Torrente de Cinca	7584,0	49296,0
2002	22235	Torres de Alcanadre	2117,0	13761,0
2002	22236	Torres de Barbués	1929,0	11574,0
2002	22239	Tramaced	2149,0	13969,0
2002	22242	Valfarta	2102,0	11771,0
2002	22243	Valle de Bardají	309,0	1638,0
2002	22244	Valle de Lierp	340,0	1802,0
2002	22245	Velilla de Cinca	4099,0	32792,0
2002	22246	Beranuy	317,0	1585,0
2002	22247	Viacamp y Litera	621,0	3726,0
2002	22248	Vicién	1061,0	4244,0
2002	22249	Villanova	164,0	656,0
2002	22250	Villanúa	498,0	3237,0
2002	22251	Villanueva de Sigena	11032,0	66192,0
2002	22252	Yebra de Basa	558,0	4743,0
2002	22253	Yésero	130,0	390,0
2002	22254	Zaidín	19222,0	96110,0
2002	22901	Valle de Hecho	904,0	5424,0
2002	22902	Puente la Reina de Jaca	1554,0	6993,0
2002	22903	San Miguel del Cinca	17278,0	67384,0
2002	22904	Sotonera (La)	10011,0	75083,0
2002	22905	Lupiñén-Ortilla	8783,0	44793,0
2002	22906	Santa María de Dulcis	673,0	4038,0
2002	22907	Aínsa-Sobrarbe	4072,0	24432,0
2002	22908	Hoz y Costeán	1205,0	7833,0
2002	22909	Vencillón	1823,0	11850,0
2002	44001	Ababuj	874,0	6992,0
2002	44002	Abejuela	225,0	1463,0
2002	44003	Aguatón	262,0	2096,0
2002	44004	Aguaviva	1216,0	6080,0
2002	44005	Aguilar del Alfambra	864,0	6912,0
2002	44006	Alacón	1253,0	3759,0
2002	44007	Alba	2289,0	9156,0
2002	44008	Albalate del Arzobispo	5417,0	24377,0
2002	44009	Albarracín	2943,0	16187,0
2002	44010	Albentosa	672,0	4032,0
2002	44011	Alcaine	437,0	1748,0
2002	44012	Alcalá de la Selva	523,0	4498,0
2002	44013	Alcañiz	17429,0	69716,0
2002	44014	Alcorisa	2794,0	18161,0
2002	44016	Alfambra	2470,0	16055,0
2002	44017	Aliaga	2700,0	16470,0
2002	44018	Almohaja	115,0	345,0
2002	44019	Alobras	65,0	195,0
2002	44020	Alpeñés	461,0	2075,0
2002	44021	Allepuz	1156,0	5780,0
2002	44022	Alloza	774,0	3406,0
2002	44023	Allueva	203,0	1624,0
2002	44024	Anadón	171,0	1026,0
2002	44025	Andorra	3486,0	33466,0
2002	44026	Arcos de las Salinas	328,0	1968,0
2002	44027	Arens de Lledó	484,0	3872,0
2002	44028	Argente	1728,0	11232,0
2002	44029	Ariño	606,0	3636,0
2002	44031	Azaila	1672,0	10868,0
2002	44032	Bádenas	398,0	2189,0
2002	44033	Báguena	1104,0	7176,0
2002	44034	Bañón	1038,0	4152,0
2002	44035	Barrachina	496,0	2232,0
2002	44036	Bea	222,0	1776,0
2002	44037	Beceite	281,0	1265,0
2002	44038	Belmonte de San José	97,0	631,0
2002	44039	Bello	1725,0	13800,0
2002	44040	Berge	545,0	3543,0
2002	44041	Bezas	33,0	99,0
2002	44042	Blancas	1040,0	3120,0
2002	44043	Blesa	1260,0	4410,0
2002	44044	Bordón	215,0	1849,0
2002	44045	Bronchales	376,0	2444,0
2002	44046	Bueña	622,0	4043,0
2002	44047	Burbáguena	951,0	4755,0
2002	44048	Cabra de Mora	564,0	3384,0
2002	44049	Calaceite	1514,0	8630,0
2002	44050	Calamocha	8106,0	52689,0
2002	44051	Calanda	3486,0	23008,0
2002	44052	Calomarde	122,0	366,0
2002	44053	Camañas	1150,0	7475,0
2002	44054	Camarena de la Sierra	239,0	1195,0
2002	44055	Camarillas	1799,0	14392,0
2002	44056	Caminreal	1697,0	11031,0
2002	44059	Cantavieja	1141,0	7417,0
2002	44060	Cañada de Benatanduz	424,0	1272,0
2002	44061	Cañada de Verich (La)	69,0	414,0
2002	44062	Cañada Vellida	758,0	5154,0
2002	44063	Cañizar del Olivar	183,0	1281,0
2002	44064	Cascante del Río	691,0	4146,0
2002	44065	Castejón de Tornos	644,0	3220,0
2002	44066	Castel de Cabra	473,0	2365,0
2002	44067	Castelnou	1676,0	10894,0
2002	44068	Castelserás	1040,0	4160,0
2002	44070	Castellar (El)	193,0	1158,0
2002	44071	Castellote	2233,0	16748,0
2002	44074	Cedrillas	1008,0	4536,0
2002	44075	Celadas	2044,0	16352,0
2002	44076	Cella	6344,0	31720,0
2002	44077	Cerollera (La)	100,0	300,0
2002	44080	Codoñera (La)	137,0	891,0
2002	44082	Corbalán	590,0	2655,0
2002	44084	Cortes de Aragón	372,0	2418,0
2002	44085	Cosa	1176,0	3528,0
2002	44086	Cretas	1200,0	7800,0
2002	44087	Crivillén	496,0	3224,0
2002	44088	Cuba (La)	48,0	312,0
2002	44089	Cubla	586,0	1758,0
2002	44090	Cucalón	695,0	3823,0
2002	44092	Cuervo (El)	145,0	435,0
2002	44093	Cuevas de Almudén	512,0	2560,0
2002	44094	Cuevas Labradas	368,0	2208,0
2002	44096	Ejulve	641,0	5128,0
2002	44097	Escorihuela	409,0	2454,0
2002	44099	Escucha	315,0	2048,0
2002	44100	Estercuel	280,0	2240,0
2002	44101	Ferreruela de Huerva	887,0	7096,0
2002	44102	Fonfría	203,0	609,0
2002	44103	Formiche Alto	578,0	3468,0
2002	44105	Fórnoles	151,0	906,0
2002	44106	Fortanete	1543,0	12344,0
2002	44107	Foz-Calanda	655,0	2948,0
2002	44108	Fresneda (La)	419,0	1257,0
2002	44109	Frías de Albarracín	281,0	843,0
2002	44110	Fuenferrada	659,0	2636,0
2002	44111	Fuentes Calientes	632,0	3160,0
2002	44112	Fuentes Claras	1506,0	9789,0
2002	44113	Fuentes de Rubielos	155,0	930,0
2002	44114	Fuentespalda	434,0	1302,0
2002	44115	Galve	721,0	4614,0
2002	44116	Gargallo	409,0	3272,0
2002	44117	Gea de Albarracín	1036,0	6734,0
2002	44118	Ginebrosa (La)	1344,0	8064,0
2002	44119	Griegos	172,0	516,0
2002	44120	Guadalaviar	56,0	168,0
2002	44121	Gúdar	436,0	2834,0
2002	44122	Híjar	7342,0	57268,0
2002	44123	Hinojosa de Jarque	711,0	3555,0
2002	44124	Hoz de la Vieja (La)	530,0	3445,0
2002	44125	Huesa del Común	1265,0	8223,0
2002	44126	Iglesuela del Cid (La)	205,0	615,0
2002	44127	Jabaloyas	68,0	204,0
2002	44128	Jarque de la Val	573,0	2865,0
2002	44129	Jatiel	345,0	2450,0
2002	44130	Jorcas	760,0	6080,0
2002	44131	Josa	426,0	2769,0
2002	44132	Lagueruela	540,0	4320,0
2002	44133	Lanzuela	324,0	2592,0
2002	44135	Libros	418,0	1254,0
2002	44136	Lidón	651,0	3125,0
2002	44137	Linares de Mora	1124,0	6744,0
2002	44138	Loscos	1450,0	4350,0
2002	44141	Lledó	409,0	1841,0
2002	44142	Maicas	118,0	767,0
2002	44143	Manzanera	629,0	2831,0
2002	44144	Martín del Río	1104,0	5299,0
2002	44145	Mas de las Matas	1407,0	6191,0
2002	44146	Mata de los Olmos (La)	264,0	792,0
2002	44147	Mazaleón	1828,0	7312,0
2002	44148	Mezquita de Jarque	733,0	3665,0
2002	44149	Mirambel	889,0	3112,0
2002	44150	Miravete de la Sierra	465,0	3255,0
2002	44151	Molinos	851,0	5106,0
2002	44152	Monforte de Moyuela	1008,0	3024,0
2002	44153	Monreal del Campo	2697,0	15373,0
2002	44154	Monroyo	896,0	7168,0
2002	44155	Montalbán	664,0	5312,0
2002	44156	Monteagudo del Castillo	687,0	2061,0
2002	44157	Monterde de Albarracín	197,0	591,0
2002	44158	Mora de Rubielos	1078,0	7007,0
2002	44159	Moscardón	179,0	716,0
2002	44160	Mosqueruela	1104,0	6624,0
2002	44161	Muniesa	2531,0	20248,0
2002	44163	Noguera de Albarracín	261,0	783,0
2002	44164	Nogueras	189,0	1134,0
2002	44165	Nogueruelas	865,0	2595,0
2002	44167	Obón	1194,0	9552,0
2002	44168	Odón	1343,0	10744,0
2002	44169	Ojos Negros	1192,0	7152,0
2002	44171	Olba	85,0	510,0
2002	44172	Oliete	1347,0	8756,0
2002	44173	Olmos (Los)	669,0	4014,0
2002	44174	Orihuela del Tremedal	222,0	1443,0
2002	44175	Orrios	587,0	3170,0
2002	44176	Palomar de Arroyos	471,0	2355,0
2002	44177	Pancrudo	1724,0	7758,0
2002	44178	Parras de Castellote (Las)	274,0	1233,0
2002	44179	Peñarroya de Tastavins	450,0	1800,0
2002	44180	Peracense	281,0	1827,0
2002	44181	Peralejos	352,0	2112,0
2002	44182	Perales del Alfambra	1804,0	9020,0
2002	44183	Pitarque	294,0	882,0
2002	44184	Plou	197,0	1281,0
2002	44185	Pobo (El)	828,0	5382,0
2002	44187	Portellada (La)	262,0	786,0
2002	44189	Pozondón	475,0	1425,0
2002	44190	Pozuel del Campo	569,0	1707,0
2002	44191	Puebla de Híjar (La)	2722,0	20687,0
2002	44192	Puebla de Valverde (La)	3009,0	21063,0
2002	44193	Puertomingalvo	286,0	1716,0
2002	44194	Ráfales	221,0	663,0
2002	44195	Rillo	660,0	3234,0
2002	44196	Riodeva	155,0	620,0
2002	44197	Ródenas	439,0	1317,0
2002	44198	Royuela	331,0	2152,0
2002	44199	Rubiales	71,0	213,0
2002	44200	Rubielos de la Cérida	617,0	2468,0
2002	44201	Rubielos de Mora	693,0	4158,0
2002	44203	Salcedillo	178,0	1424,0
2002	44204	Saldón	173,0	519,0
2002	44205	Samper de Calanda	4574,0	25157,0
2002	44206	San Agustín	766,0	4979,0
2002	44207	San Martín del Río	546,0	3549,0
2002	44208	Santa Cruz de Nogueras	194,0	970,0
2002	44209	Santa Eulalia	3257,0	13028,0
2002	44210	Sarrión	514,0	3341,0
2002	44211	Segura de los Baños	613,0	2452,0
2002	44212	Seno	177,0	885,0
2002	44213	Singra	1728,0	11232,0
2002	44215	Terriente	333,0	999,0
2002	44216	Teruel	9754,0	47180,0
2002	44217	Toril y Masegoso	90,0	270,0
2002	44218	Tormón	42,0	126,0
2002	44219	Tornos	916,0	4580,0
2002	44220	Torralba de los Sisones	1166,0	4664,0
2002	44221	Torrecilla de Alcañiz	375,0	1500,0
2002	44222	Torrecilla del Rebollar	1280,0	5120,0
2002	44223	Torre de Arcas	191,0	1528,0
2002	44224	Torre de las Arcas	264,0	1373,0
2002	44225	Torre del Compte	544,0	2720,0
2002	44226	Torrelacárcel	1259,0	10072,0
2002	44227	Torre los Negros	653,0	3265,0
2002	44228	Torremocha de Jiloca	817,0	6536,0
2002	44229	Torres de Albarracín	208,0	624,0
2002	44230	Torrevelilla	162,0	1053,0
2002	44231	Torrijas	302,0	1812,0
2002	44232	Torrijo del Campo	1459,0	7295,0
2002	44234	Tramacastiel	281,0	1686,0
2002	44235	Tramacastilla	231,0	693,0
2002	44236	Tronchón	825,0	2888,0
2002	44237	Urrea de Gaén	1487,0	6692,0
2002	44238	Utrillas	318,0	2067,0
2002	44239	Valacloche	75,0	450,0
2002	44240	Valbona	450,0	2700,0
2002	44241	Valdealgorfa	632,0	2528,0
2002	44243	Valdecuenca	119,0	357,0
2002	44244	Valdelinares	683,0	2049,0
2002	44245	Valdeltormo	208,0	936,0
2002	44246	Valderrobres	2411,0	14466,0
2002	44247	Valjunquera	699,0	3495,0
2002	44249	Vallecillo (El)	94,0	282,0
2002	44250	Veguillas de la Sierra	47,0	141,0
2002	44251	Villafranca del Campo	3163,0	18978,0
2002	44252	Villahermosa del Campo	570,0	4560,0
2002	44256	Villanueva del Rebollar de la Sierra	416,0	1664,0
2002	44257	Villar del Cobo	346,0	1038,0
2002	44258	Villar del Salz	296,0	1776,0
2002	44260	Villarluengo	1632,0	4896,0
2002	44261	Villarquemado	4192,0	18864,0
2002	44262	Villarroya de los Pinares	640,0	4160,0
2002	44263	Villastar	923,0	6000,0
2002	44264	Villel	1042,0	8336,0
2002	44265	Vinaceite	2103,0	16824,0
2002	44266	Visiedo	1156,0	5780,0
2002	44267	Vivel del Río Martín	761,0	3044,0
2002	44268	Zoma (La)	112,0	336,0
2002	50001	Abanto	833,0	2499,0
2002	50002	Acered	626,0	4382,0
2002	50003	Agón	1283,0	8340,0
2002	50004	Aguarón	1454,0	9451,0
2002	50005	Aguilón	1212,0	6060,0
2002	50006	Ainzón	1542,0	9252,0
2002	50007	Aladrén	120,0	600,0
2002	50008	Alagón	7740,0	46440,0
2002	50009	Alarba	482,0	1446,0
2002	50010	Alberite de San Juan	413,0	2891,0
2002	50011	Albeta	123,0	861,0
2002	50012	Alborge	570,0	3249,0
2002	50013	Alcalá de Ebro	2689,0	16134,0
2002	50014	Alcalá de Moncayo	568,0	4544,0
2002	50015	Alconchel de Ariza	752,0	3760,0
2002	50016	Aldehuela de Liestos	514,0	1542,0
2002	50017	Alfajarín	5875,0	32313,0
2002	50018	Alfamén	12916,0	98162,0
2002	50019	Alforque	616,0	1848,0
2002	50020	Alhama de Aragón	809,0	5259,0
2002	50021	Almochuel	786,0	5502,0
2002	50022	Almolda (La)	3078,0	20007,0
2002	50023	Almonacid de la Cuba	1780,0	10680,0
2002	50024	Almonacid de la Sierra	7727,0	46362,0
2002	50025	Almunia de Doña Godina (La)	17053,0	148361,0
2002	50026	Alpartir	718,0	4667,0
2002	50027	Ambel	1008,0	6552,0
2002	50028	Anento	685,0	4453,0
2002	50029	Aniñón	1329,0	3987,0
2002	50030	Añón de Moncayo	657,0	3285,0
2002	50031	Aranda de Moncayo	1187,0	4511,0
2002	50032	Arándiga	1428,0	7140,0
2002	50033	Ardisa	618,0	3893,0
2002	50034	Ariza	2240,0	10080,0
2002	50035	Artieda	473,0	2838,0
2002	50036	Asín	542,0	3523,0
2002	50037	Atea	744,0	2232,0
2002	50038	Ateca	2652,0	17238,0
2002	50039	Azuara	4843,0	38744,0
2002	50040	Badules	605,0	1815,0
2002	50041	Bagüés	181,0	796,0
2002	50042	Balconchán	234,0	702,0
2002	50043	Bárboles	4181,0	20905,0
2002	50044	Bardallur	2071,0	6213,0
2002	50045	Belchite	8438,0	54847,0
2002	50046	Belmonte de Gracián	1144,0	6864,0
2002	50047	Berdejo	134,0	402,0
2002	50048	Berrueco	204,0	1224,0
2002	50050	Bijuesca	820,0	4920,0
2002	50051	Biota	8525,0	59675,0
2002	50052	Bisimbre	848,0	5512,0
2002	50053	Boquiñeni	3291,0	16159,0
2002	50054	Bordalba	703,0	4570,0
2002	50055	Borja	6350,0	50800,0
2002	50056	Botorrita	1376,0	8256,0
2002	50057	Brea de Aragón	180,0	792,0
2002	50058	Bubierca	751,0	2253,0
