Año	Comarca código	Comarca nombre	Residencial	BI Almacén, estacionamiento	BI Comercial	BI Ocio, hostelería	BI Industrial	BI Cultural	BI Deportivo	BI Oficinas	BI Edificios singulares	BI Religioso	BI Espectáculos	BI Sin definir	BI Suelo vacante	BI Sanidad, benefic	Total
2009	28	Bajo Aragón	17458,0	4835,0	537,0	31,0	2696,0	38,0	39,0	91,0	25,0	55,0	7,0	11122,0	2754,0	14,0	28580,0
2009	29	Comunidad de Teruel	26354,0	9486,0	802,0	46,0	4333,0	79,0	38,0	236,0	77,0	118,0	6,0	20287,0	5037,0	29,0	46641,0
2009	30	Maestrazgo	3605,0	143,0	29,0	13,0	2021,0	13,0	6,0	1,0	26,0	62,0	3,0	3045,0	724,0	4,0	6650,0
2009	31	Sierra de Albarracín	6688,0	321,0	27,0	36,0	580,0	18,0	15,0	8,0	19,0	53,0	3,0	3291,0	2204,0	7,0	9979,0
2009	32	Gúdar-Javalambre	11789,0	991,0	68,0	43,0	2419,0	30,0	32,0	13,0	32,0	72,0	1,0	7675,0	3961,0	13,0	19464,0
2009	33	Matarraña / Matarranya	7371,0	365,0	37,0	36,0	1171,0	34,0	29,0	8,0	19,0	43,0	5,0	3218,0	1462,0	9,0	10589,0
2010	01	La Jacetania	24926,0	13345,0	928,0	312,0	2873,0	36,0	43,0	90,0	42,0	108,0	1,0	19906,0	2109,0	19,0	44832,0
2010	02	Alto Gállego	18072,0	9844,0	450,0	193,0	1526,0	22,0	38,0	47,0	29,0	62,0	4,0	14324,0	2097,0	12,0	32396,0
2010	03	Sobrarbe	6313,0	1250,0	169,0	111,0	1927,0	20,0	24,0	24,0	39,0	114,0	1,0	5049,0	1365,0	5,0	11362,0
2010	04	La Ribagorza	13206,0	3101,0	294,0	98,0	2787,0	39,0	38,0	23,0	35,0	223,0	4,0	9402,0	2746,0	14,0	22608,0
2010	05	Cinco Villas	20248,0	4444,0	555,0	48,0	3240,0	70,0	63,0	102,0	39,0	91,0	20,0	11645,0	2950,0	23,0	31893,0
2010	06	Hoya de Huesca / Plana de Uesca	38575,0	19570,0	2660,0	104,0	6531,0	80,0	245,0	468,0	56,0	183,0	10,0	33963,0	4011,0	45,0	72538,0
2010	07	Somontano de Barbastro	14219,0	3919,0	706,0	120,0	2333,0	40,0	62,0	98,0	45,0	98,0	5,0	9538,0	2091,0	21,0	23757,0
2010	08	Cinca Medio	12095,0	3254,0	596,0	17,0	2447,0	33,0	23,0	69,0	15,0	23,0	5,0	8056,0	1556,0	18,0	20151,0
2010	09	La Litera / La Llitera	10337,0	2017,0	323,0	12,0	2447,0	21,0	43,0	54,0	15,0	42,0	0,0	6731,0	1742,0	15,0	17068,0
2010	10	Los Monegros	11953,0	396,0	146,0	31,0	4866,0	52,0	63,0	25,0	33,0	88,0	11,0	8045,0	2309,0	25,0	19998,0
2010	11	Bajo Cinca / Baix Cinca	12450,0	2188,0	423,0	127,0	3101,0	36,0	43,0	93,0	20,0	32,0	5,0	7387,0	1298,0	21,0	19837,0
2010	12	Tarazona y el Moncayo	11349,0	1393,0	209,0	23,0	2935,0	26,0	29,0	33,0	6,0	43,0	3,0	6126,0	1413,0	13,0	17475,0
2010	13	Campo de Borja	9802,0	635,0	153,0	23,0	2378,0	20,0	31,0	24,0	11,0	37,0	6,0	4705,0	1377,0	10,0	14507,0
2010	14	Aranda	5986,0	818,0	141,0	6,0	1953,0	19,0	13,0	28,0	13,0	27,0	2,0	4280,0	1253,0	7,0	10266,0
2010	15	Ribera Alta del Ebro	13832,0	1747,0	257,0	24,0	2513,0	30,0	35,0	105,0	20,0	32,0	4,0	7388,0	2601,0	20,0	21220,0
2010	16	Valdejalón	16284,0	2229,0	243,0	33,0	4134,0	31,0	53,0	90,0	15,0	30,0	7,0	10067,0	3185,0	17,0	26351,0
2010	17	D.C. Zaragoza	349449,0	132781,0	20961,0	510,0	23559,0	494,0	396,0	5847,0	124,0	216,0	40,0	197764,0	12450,0	386,0	547213,0
2010	18	Ribera Baja del Ebro	5709,0	142,0	51,0	22,0	1353,0	10,0	30,0	14,0	10,0	27,0	1,0	2729,0	1063,0	6,0	8438,0
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8290,0	981,0	217,0	20,0	2135,0	22,0	23,0	18,0	11,0	21,0	3,0	4986,0	1522,0	13,0	13276,0
2010	20	Comunidad de Calatayud	33798,0	5720,0	850,0	56,0	6242,0	77,0	80,0	105,0	55,0	184,0	10,0	18305,0	4895,0	31,0	52103,0
2010	21	Campo de Cariñena	7617,0	490,0	70,0	14,0	1773,0	25,0	22,0	20,0	11,0	30,0	9,0	3728,0	1260,0	4,0	11345,0
2010	22	Campo de Belchite	5457,0	63,0	19,0	10,0	834,0	16,0	10,0	8,0	22,0	27,0	4,0	1702,0	684,0	5,0	7159,0
2010	23	Bajo Martín	5961,0	389,0	52,0	11,0	670,0	12,0	11,0	12,0	10,0	26,0	2,0	2421,0	1216,0	10,0	8382,0
2010	24	Campo de Daroca	8814,0	285,0	50,0	59,0	1131,0	37,0	24,0	14,0	24,0	68,0	0,0	3072,0	1372,0	8,0	11886,0
2010	25	Jiloca	13674,0	1087,0	134,0	33,0	3203,0	34,0	21,0	24,0	36,0	93,0	6,0	7485,0	2804,0	10,0	21159,0
2010	26	Cuencas Mineras	8111,0	1011,0	113,0	23,0	2848,0	21,0	31,0	16,0	32,0	57,0	2,0	5903,0	1740,0	9,0	14014,0
2010	27	Andorra-Sierra de Arcos	7462,0	1369,0	118,0	15,0	1237,0	26,0	14,0	27,0	10,0	31,0	3,0	3878,0	1017,0	11,0	11340,0
2010	28	Bajo Aragón	18431,0	5450,0	608,0	30,0	2772,0	39,0	49,0	94,0	26,0	55,0	7,0	11856,0	2712,0	14,0	30287,0
2010	29	Comunidad de Teruel	27730,0	10810,0	905,0	57,0	4574,0	82,0	59,0	261,0	74,0	122,0	6,0	21998,0	5016,0	32,0	49728,0
2010	30	Maestrazgo	3780,0	183,0	24,0	23,0	1960,0	12,0	13,0	1,0	28,0	61,0	3,0	3063,0	750,0	5,0	6843,0
2010	31	Sierra de Albarracín	6816,0	409,0	35,0	54,0	669,0	23,0	17,0	9,0	22,0	66,0	3,0	3559,0	2245,0	7,0	10375,0
2010	32	Gúdar-Javalambre	12783,0	1326,0	85,0	50,0	2607,0	32,0	37,0	14,0	33,0	80,0	1,0	8483,0	4204,0	14,0	21266,0
2010	33	Matarraña / Matarranya	7504,0	428,0	37,0	37,0	1175,0	34,0	29,0	8,0	19,0	43,0	5,0	3264,0	1440,0	9,0	10768,0
2011	01	La Jacetania	25037,0	13389,0	924,0	311,0	2843,0	35,0	44,0	90,0	43,0	107,0	1,0	20022,0	2217,0	18,0	45059,0
2011	02	Alto Gállego	18119,0	9863,0	452,0	192,0	1518,0	22,0	38,0	46,0	30,0	62,0	4,0	14497,0	2258,0	12,0	32616,0
2011	03	Sobrarbe	6387,0	1257,0	169,0	113,0	1918,0	20,0	24,0	24,0	39,0	114,0	1,0	5069,0	1385,0	5,0	11456,0
2011	04	La Ribagorza	13313,0	3201,0	301,0	98,0	2773,0	40,0	38,0	21,0	35,0	223,0	3,0	9548,0	2802,0	13,0	22861,0
2011	05	Cinco Villas	20267,0	4451,0	564,0	49,0	3240,0	70,0	63,0	101,0	39,0	91,0	20,0	11715,0	3004,0	23,0	31982,0
2011	06	Hoya de Huesca / Plana de Uesca	38690,0	19759,0	2679,0	103,0	6526,0	82,0	244,0	467,0	57,0	183,0	10,0	34199,0	4044,0	45,0	72889,0
2011	07	Somontano de Barbastro	14259,0	3948,0	703,0	120,0	2339,0	39,0	61,0	103,0	44,0	98,0	5,0	9565,0	2084,0	21,0	23824,0
2011	08	Cinca Medio	12116,0	3257,0	596,0	17,0	2447,0	33,0	23,0	69,0	15,0	23,0	5,0	8090,0	1587,0	18,0	20206,0
2011	09	La Litera / La Llitera	10340,0	2016,0	325,0	12,0	2452,0	22,0	44,0	54,0	15,0	42,0	0,0	6766,0	1769,0	15,0	17106,0
2011	10	Los Monegros	11986,0	389,0	146,0	31,0	4864,0	52,0	64,0	25,0	32,0	88,0	11,0	8055,0	2328,0	25,0	20041,0
2011	11	Bajo Cinca / Baix Cinca	12458,0	2282,0	424,0	126,0	3104,0	36,0	43,0	94,0	20,0	32,0	5,0	7494,0	1307,0	21,0	19952,0
2011	12	Tarazona y el Moncayo	11393,0	1434,0	209,0	23,0	2930,0	26,0	29,0	33,0	6,0	43,0	3,0	6181,0	1432,0	13,0	17574,0
2011	13	Campo de Borja	9821,0	637,0	152,0	23,0	2378,0	20,0	31,0	24,0	11,0	37,0	6,0	4734,0	1405,0	10,0	14555,0
2011	14	Aranda	5984,0	849,0	139,0	5,0	1952,0	19,0	13,0	28,0	13,0	27,0	2,0	4330,0	1276,0	7,0	10314,0
2011	15	Ribera Alta del Ebro	13900,0	1758,0	257,0	24,0	2510,0	30,0	36,0	105,0	20,0	32,0	2,0	7423,0	2629,0	20,0	21323,0
2011	16	Valdejalón	16325,0	2270,0	242,0	33,0	4144,0	31,0	53,0	89,0	15,0	30,0	7,0	10186,0	3256,0	16,0	26511,0
2011	17	D.C. Zaragoza	350822,0	134391,0	21014,0	508,0	23558,0	495,0	395,0	5859,0	125,0	214,0	40,0	199968,0	12981,0	388,0	550790,0
2011	18	Ribera Baja del Ebro	5713,0	142,0	51,0	22,0	1350,0	10,0	30,0	14,0	10,0	27,0	1,0	2747,0	1084,0	6,0	8460,0
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8328,0	960,0	219,0	20,0	2132,0	22,0	23,0	18,0	11,0	21,0	3,0	4987,0	1545,0	13,0	13315,0
2011	20	Comunidad de Calatayud	33893,0	5790,0	849,0	56,0	6235,0	77,0	79,0	106,0	43,0	183,0	7,0	18584,0	5129,0	30,0	52477,0
2011	21	Campo de Cariñena	7640,0	543,0	70,0	14,0	1769,0	26,0	21,0	20,0	11,0	30,0	9,0	3779,0	1261,0	5,0	11419,0
2011	22	Campo de Belchite	5475,0	62,0	15,0	10,0	817,0	16,0	10,0	8,0	22,0	27,0	4,0	1709,0	713,0	5,0	7184,0
2011	23	Bajo Martín	5962,0	389,0	52,0	11,0	668,0	12,0	11,0	12,0	10,0	26,0	2,0	2423,0	1220,0	10,0	8385,0
2011	24	Campo de Daroca	8819,0	286,0	51,0	59,0	1124,0	37,0	24,0	13,0	24,0	68,0	0,0	3097,0	1403,0	8,0	11916,0
2011	25	Jiloca	13675,0	1099,0	134,0	33,0	3209,0	34,0	22,0	24,0	36,0	93,0	6,0	7541,0	2841,0	10,0	21216,0
2011	26	Cuencas Mineras	8113,0	1008,0	114,0	22,0	2849,0	21,0	31,0	16,0	32,0	57,0	2,0	5912,0	1751,0	9,0	14025,0
2011	27	Andorra-Sierra de Arcos	7508,0	1368,0	118,0	16,0	1238,0	26,0	14,0	27,0	10,0	31,0	3,0	3868,0	1006,0	11,0	11376,0
2011	28	Bajo Aragón	18429,0	5444,0	606,0	30,0	2772,0	39,0	49,0	96,0	26,0	55,0	7,0	11907,0	2769,0	14,0	30336,0
2011	29	Comunidad de Teruel	27780,0	10927,0	910,0	57,0	4569,0	82,0	59,0	261,0	74,0	122,0	6,0	22173,0	5074,0	32,0	49953,0
2011	30	Maestrazgo	3792,0	182,0	24,0	23,0	1963,0	11,0	13,0	1,0	28,0	61,0	3,0	3097,0	783,0	5,0	6889,0
2011	31	Sierra de Albarracín	6817,0	409,0	35,0	53,0	670,0	23,0	17,0	9,0	21,0	66,0	3,0	3587,0	2275,0	6,0	10404,0
2011	32	Gúdar-Javalambre	12865,0	1332,0	83,0	50,0	2614,0	29,0	35,0	14,0	31,0	80,0	1,0	8551,0	4269,0	13,0	21416,0
2011	33	Matarraña / Matarranya	7552,0	468,0	37,0	37,0	1189,0	34,0	29,0	8,0	19,0	43,0	5,0	3298,0	1420,0	9,0	10850,0
2012	01	La Jacetania	25406,0	13600,0	907,0	309,0	2723,0	35,0	42,0	87,0	42,0	106,0	1,0	20102,0	2232,0	18,0	45508,0
2012	02	Alto Gállego	18272,0	10121,0	451,0	194,0	1536,0	22,0	40,0	46,0	30,0	62,0	4,0	14872,0	2354,0	12,0	33144,0
2012	03	Sobrarbe	6524,0	1284,0	173,0	118,0	1937,0	20,0	25,0	24,0	39,0	112,0	2,0	5212,0	1473,0	5,0	11736,0
2012	04	La Ribagorza	13532,0	3325,0	306,0	99,0	2784,0	40,0	38,0	24,0	36,0	224,0	3,0	9722,0	2829,0	14,0	23254,0
2012	05	Cinco Villas	20438,0	4615,0	576,0	75,0	3225,0	70,0	63,0	101,0	39,0	91,0	20,0	12081,0	3183,0	23,0	32519,0
2012	06	Hoya de Huesca / Plana de Uesca	38892,0	19905,0	2689,0	103,0	6426,0	85,0	245,0	480,0	61,0	184,0	10,0	34204,0	3971,0	45,0	73096,0
2012	07	Somontano de Barbastro	14416,0	4098,0	706,0	121,0	2339,0	40,0	61,0	100,0	45,0	98,0	5,0	9734,0	2100,0	21,0	24150,0
2012	08	Cinca Medio	12206,0	3366,0	598,0	17,0	2450,0	33,0	23,0	70,0	15,0	23,0	5,0	8319,0	1701,0	18,0	20525,0
2012	09	La Litera / La Llitera	10452,0	2144,0	331,0	12,0	2467,0	22,0	42,0	54,0	15,0	42,0	0,0	6886,0	1742,0	15,0	17338,0
2012	10	Los Monegros	12041,0	397,0	145,0	32,0	4853,0	52,0	64,0	26,0	32,0	88,0	11,0	8079,0	2353,0	26,0	20120,0
2012	11	Bajo Cinca / Baix Cinca	12490,0	2364,0	431,0	127,0	3073,0	37,0	43,0	96,0	22,0	32,0	5,0	7700,0	1449,0	21,0	20190,0
2012	12	Tarazona y el Moncayo	11446,0	1477,0	219,0	23,0	2921,0	26,0	30,0	34,0	7,0	43,0	3,0	6210,0	1414,0	13,0	17656,0
2012	13	Campo de Borja	9941,0	752,0	154,0	23,0	2372,0	20,0	31,0	24,0	11,0	37,0	6,0	4828,0	1388,0	10,0	14769,0
2012	14	Aranda	6004,0	878,0	150,0	5,0	1956,0	19,0	13,0	29,0	13,0	27,0	2,0	4383,0	1284,0	7,0	10387,0
2012	15	Ribera Alta del Ebro	14223,0	2047,0	243,0	24,0	2483,0	31,0	39,0	108,0	20,0	32,0	2,0	7774,0	2725,0	20,0	21997,0
2012	16	Valdejalón	16534,0	2529,0	243,0	33,0	4170,0	31,0	53,0	90,0	16,0	30,0	7,0	10572,0	3354,0	16,0	27106,0
2012	17	D.C. Zaragoza	353404,0	138228,0	21102,0	531,0	23260,0	500,0	417,0	6022,0	134,0	214,0	39,0	204304,0	13474,0	383,0	557708,0
2012	18	Ribera Baja del Ebro	5761,0	143,0	52,0	22,0	1350,0	10,0	29,0	15,0	10,0	27,0	1,0	2764,0	1099,0	6,0	8525,0
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8369,0	966,0	221,0	19,0	2116,0	22,0	23,0	18,0	11,0	21,0	3,0	5045,0	1611,0	14,0	13414,0
2012	20	Comunidad de Calatayud	34451,0	6292,0	884,0	63,0	6284,0	79,0	84,0	112,0	42,0	182,0	8,0	19128,0	5068,0	30,0	53579,0
2012	21	Campo de Cariñena	7730,0	586,0	72,0	14,0	1775,0	26,0	21,0	36,0	11,0	30,0	9,0	3834,0	1249,0	5,0	11564,0
2012	22	Campo de Belchite	5482,0	62,0	15,0	10,0	820,0	16,0	10,0	8,0	21,0	26,0	4,0	1720,0	723,0	5,0	7202,0
2012	23	Bajo Martín	5985,0	401,0	54,0	11,0	671,0	12,0	11,0	13,0	10,0	26,0	2,0	2440,0	1219,0	10,0	8425,0
2012	24	Campo de Daroca	8836,0	286,0	51,0	59,0	1115,0	36,0	25,0	13,0	26,0	68,0	0,0	3112,0	1425,0	8,0	11948,0
2012	25	Jiloca	13806,0	1137,0	143,0	34,0	3259,0	34,0	23,0	24,0	36,0	96,0	6,0	7729,0	2927,0	10,0	21535,0
2012	26	Cuencas Mineras	8135,0	1012,0	116,0	22,0	2862,0	21,0	31,0	16,0	32,0	57,0	2,0	5928,0	1748,0	9,0	14063,0
2012	27	Andorra-Sierra de Arcos	7590,0	1440,0	120,0	16,0	1240,0	26,0	14,0	28,0	10,0	32,0	3,0	3940,0	1000,0	11,0	11530,0
2012	28	Bajo Aragón	18619,0	5623,0	621,0	31,0	2813,0	39,0	51,0	94,0	26,0	55,0	7,0	12116,0	2742,0	14,0	30735,0
2012	29	Comunidad de Teruel	28686,0	11746,0	951,0	57,0	4660,0	83,0	63,0	258,0	76,0	124,0	5,0	23113,0	5058,0	32,0	51799,0
2012	30	Maestrazgo	3877,0	313,0	32,0	23,0	1956,0	11,0	13,0	3,0	29,0	61,0	3,0	3228,0	779,0	5,0	7105,0
2012	31	Sierra de Albarracín	6932,0	450,0	37,0	52,0	683,0	23,0	18,0	9,0	21,0	67,0	3,0	3612,0	2243,0	6,0	10544,0
2012	32	Gúdar-Javalambre	12981,0	1601,0	88,0	56,0	2770,0	31,0	34,0	13,0	30,0	81,0	1,0	9070,0	4353,0	12,0	22051,0
2012	33	Matarraña / Matarranya	7609,0	508,0	38,0	37,0	1195,0	35,0	29,0	10,0	19,0	43,0	5,0	3343,0	1415,0	9,0	10952,0
2013	01	La Jacetania	25605,0	13723,0	909,0	310,0	2697,0	36,0	44,0	87,0	42,0	108,0	1,0	20219,0	2243,0	19,0	45824,0
2013	02	Alto Gállego	18363,0	10219,0	454,0	196,0	1526,0	22,0	40,0	46,0	30,0	62,0	4,0	14968,0	2357,0	12,0	33331,0
2013	03	Sobrarbe	6899,0	1325,0	173,0	121,0	1671,0	27,0	21,0	23,0	43,0	112,0	2,0	4975,0	1452,0	5,0	11874,0
2013	04	La Ribagorza	13613,0	3369,0	305,0	99,0	2795,0	40,0	38,0	24,0	36,0	224,0	3,0	9848,0	2901,0	14,0	23461,0
2013	05	Cinco Villas	20531,0	4680,0	578,0	48,0	3218,0	70,0	64,0	126,0	39,0	91,0	20,0	12165,0	3208,0	23,0	32696,0
2013	06	Hoya de Huesca / Plana de Uesca	39310,0	20298,0	2689,0	105,0	6405,0	92,0	283,0	481,0	62,0	183,0	11,0	34802,0	4144,0	49,0	74112,0
2013	07	Somontano de Barbastro	14551,0	4109,0	707,0	64,0	2348,0	41,0	62,0	103,0	46,0	99,0	5,0	9733,0	2127,0	22,0	24284,0
2013	08	Cinca Medio	12171,0	3395,0	605,0	18,0	2503,0	33,0	35,0	70,0	18,0	23,0	5,0	8856,0	2133,0	18,0	21027,0
2013	09	La Litera / La Llitera	10363,0	2204,0	303,0	12,0	2160,0	23,0	35,0	48,0	15,0	36,0	0,0	6573,0	1720,0	17,0	16936,0
2013	10	Los Monegros	12128,0	420,0	143,0	34,0	4782,0	52,0	69,0	27,0	32,0	88,0	12,0	8028,0	2344,0	25,0	20156,0
2013	11	Bajo Cinca / Baix Cinca	11234,0	2718,0	417,0	57,0	2410,0	33,0	35,0	96,0	21,0	30,0	5,0	7345,0	1502,0	21,0	18579,0
2013	12	Tarazona y el Moncayo	11489,0	1552,0	199,0	24,0	2898,0	26,0	30,0	36,0	7,0	43,0	5,0	6237,0	1404,0	13,0	17726,0
2013	13	Campo de Borja	10045,0	779,0	157,0	24,0	2360,0	21,0	33,0	24,0	12,0	35,0	6,0	4954,0	1493,0	10,0	14999,0
2013	14	Aranda	6012,0	888,0	151,0	5,0	1951,0	19,0	13,0	28,0	13,0	27,0	2,0	4392,0	1288,0	7,0	10404,0
2013	15	Ribera Alta del Ebro	14459,0	2226,0	251,0	26,0	2391,0	31,0	41,0	114,0	20,0	31,0	2,0	7935,0	2781,0	21,0	22394,0
2013	16	Valdejalón	16687,0	2748,0	252,0	32,0	4196,0	31,0	52,0	105,0	16,0	30,0	6,0	10824,0	3340,0	16,0	27511,0
2013	17	D.C. Zaragoza	352063,0	144932,0	28705,0	485,0	10861,0	492,0	350,0	6122,0	123,0	207,0	27,0	205463,0	12775,0	384,0	557526,0
2013	18	Ribera Baja del Ebro	5786,0	146,0	54,0	22,0	1352,0	10,0	29,0	15,0	10,0	27,0	1,0	2757,0	1085,0	6,0	8543,0
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8441,0	1021,0	232,0	20,0	2106,0	22,0	23,0	19,0	11,0	22,0	3,0	5116,0	1623,0	14,0	13557,0
2013	20	Comunidad de Calatayud	34646,0	6756,0	897,0	73,0	6265,0	80,0	95,0	114,0	44,0	181,0	8,0	19620,0	5075,0	32,0	54266,0
2013	21	Campo de Cariñena	7809,0	604,0	75,0	14,0	1755,0	26,0	26,0	36,0	12,0	30,0	8,0	3859,0	1267,0	6,0	11668,0
2013	22	Campo de Belchite	5495,0	65,0	15,0	10,0	814,0	16,0	10,0	8,0	21,0	26,0	4,0	1721,0	727,0	5,0	7216,0
2013	23	Bajo Martín	6006,0	404,0	53,0	11,0	670,0	12,0	11,0	13,0	10,0	26,0	2,0	2441,0	1219,0	10,0	8447,0
2013	24	Campo de Daroca	8837,0	286,0	51,0	59,0	1120,0	36,0	25,0	14,0	26,0	68,0	0,0	3129,0	1436,0	8,0	11966,0
2013	25	Jiloca	13849,0	1148,0	145,0	34,0	3287,0	34,0	24,0	24,0	36,0	96,0	6,0	7849,0	3005,0	10,0	21698,0
2013	26	Cuencas Mineras	8152,0	1017,0	116,0	25,0	2866,0	21,0	31,0	16,0	31,0	57,0	2,0	5941,0	1750,0	9,0	14093,0
2013	27	Andorra-Sierra de Arcos	7740,0	1495,0	124,0	16,0	1232,0	27,0	14,0	28,0	10,0	32,0	3,0	3997,0	1005,0	11,0	11737,0
2013	28	Bajo Aragón	18763,0	5659,0	633,0	32,0	2860,0	39,0	52,0	99,0	26,0	55,0	7,0	12223,0	2747,0	14,0	30986,0
2013	29	Comunidad de Teruel	29166,0	11954,0	968,0	58,0	4720,0	83,0	65,0	259,0	77,0	124,0	5,0	23357,0	5012,0	32,0	52523,0
2013	30	Maestrazgo	3914,0	350,0	32,0	23,0	1950,0	11,0	13,0	3,0	28,0	61,0	3,0	3258,0	779,0	5,0	7172,0
2013	31	Sierra de Albarracín	7003,0	454,0	39,0	52,0	697,0	24,0	18,0	9,0	21,0	67,0	3,0	3638,0	2248,0	6,0	10641,0
2013	32	Gúdar-Javalambre	13119,0	1766,0	90,0	57,0	2760,0	31,0	37,0	14,0	30,0	82,0	1,0	9191,0	4311,0	12,0	22310,0
2013	33	Matarraña / Matarranya	7696,0	558,0	42,0	37,0	1200,0	35,0	29,0	11,0	19,0	43,0	5,0	3415,0	1427,0	9,0	11111,0
2014	01	La Jacetania	25726,0	13791,0	914,0	311,0	2701,0	35,0	44,0	89,0	43,0	107,0	1,0	20284,0	2229,0	19,0	46010,0
2014	02	Alto Gállego	18389,0	10518,0	464,0	205,0	1530,0	24,0	43,0	46,0	29,0	64,0	4,0	15391,0	2451,0	13,0	33780,0
2014	03	Sobrarbe	7023,0	1365,0	180,0	123,0	1628,0	30,0	23,0	25,0	43,0	115,0	2,0	5001,0	1462,0	5,0	12024,0
2014	04	La Ribagorza	13713,0	3445,0	305,0	103,0	2784,0	42,0	41,0	24,0	36,0	227,0	3,0	9922,0	2898,0	14,0	23635,0
2014	05	Cinco Villas	20738,0	4803,0	591,0	50,0	3254,0	70,0	64,0	131,0	40,0	94,0	20,0	12311,0	3171,0	23,0	33049,0
2014	06	Hoya de Huesca / Plana de Uesca	39916,0	20972,0	2700,0	106,0	6428,0	91,0	285,0	483,0	63,0	183,0	11,0	35542,0	4169,0	51,0	75458,0
2014	07	Somontano de Barbastro	14546,0	4148,0	709,0	66,0	2405,0	42,0	67,0	105,0	53,0	99,0	5,0	9964,0	2244,0	21,0	24510,0
2014	08	Cinca Medio	12306,0	3588,0	611,0	16,0	2493,0	35,0	34,0	69,0	19,0	22,0	5,0	8935,0	2025,0	18,0	21241,0
2014	09	La Litera / La Llitera	10389,0	2228,0	306,0	12,0	2186,0	23,0	34,0	50,0	15,0	37,0	0,0	6747,0	1839,0	17,0	17136,0
2014	10	Los Monegros	12239,0	398,0	145,0	35,0	3807,0	54,0	75,0	30,0	33,0	88,0	12,0	7341,0	2639,0	25,0	19580,0
2014	11	Bajo Cinca / Baix Cinca	11276,0	2907,0	419,0	56,0	2388,0	33,0	36,0	95,0	22,0	30,0	5,0	7563,0	1550,0	22,0	18839,0
2014	12	Tarazona y el Moncayo	11560,0	1614,0	205,0	24,0	2861,0	26,0	30,0	36,0	7,0	43,0	5,0	6351,0	1486,0	14,0	17911,0
2014	13	Campo de Borja	10151,0	795,0	165,0	26,0	2347,0	23,0	34,0	24,0	12,0	35,0	6,0	5106,0	1629,0	10,0	15257,0
2014	14	Aranda	6014,0	887,0	154,0	5,0	1953,0	19,0	14,0	28,0	13,0	27,0	2,0	4428,0	1319,0	7,0	10442,0
2014	15	Ribera Alta del Ebro	14579,0	2291,0	259,0	28,0	2439,0	31,0	48,0	115,0	19,0	32,0	3,0	8042,0	2756,0	21,0	22621,0
2014	16	Valdejalón	16971,0	3062,0	254,0	32,0	4195,0	32,0	53,0	105,0	16,0	30,0	6,0	11296,0	3495,0	16,0	28267,0
2014	17	D.C. Zaragoza	355252,0	147744,0	28760,0	489,0	10898,0	502,0	362,0	6084,0	126,0	207,0	29,0	208242,0	12655,0	386,0	563494,0
2014	18	Ribera Baja del Ebro	5805,0	177,0	55,0	22,0	1344,0	10,0	29,0	14,0	10,0	27,0	1,0	2779,0	1084,0	6,0	8584,0
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8525,0	1054,0	238,0	20,0	2104,0	22,0	23,0	19,0	11,0	22,0	3,0	5269,0	1739,0	14,0	13794,0
2014	20	Comunidad de Calatayud	34753,0	6798,0	901,0	74,0	6298,0	81,0	98,0	113,0	44,0	182,0	8,0	19721,0	5092,0	32,0	54474,0
2014	21	Campo de Cariñena	7920,0	649,0	87,0	19,0	1875,0	27,0	28,0	37,0	12,0	30,0	8,0	4205,0	1425,0	8,0	12125,0
2014	22	Campo de Belchite	5493,0	66,0	15,0	10,0	812,0	16,0	10,0	8,0	21,0	26,0	4,0	1736,0	742,0	6,0	7229,0
2014	23	Bajo Martín	6024,0	409,0	54,0	11,0	689,0	12,0	12,0	13,0	10,0	26,0	2,0	2437,0	1187,0	12,0	8461,0
2014	24	Campo de Daroca	8769,0	292,0	52,0	59,0	1118,0	36,0	26,0	15,0	26,0	67,0	0,0	3297,0	1597,0	9,0	12066,0
2014	25	Jiloca	13934,0	1158,0	147,0	37,0	3288,0	34,0	26,0	26,0	35,0	95,0	6,0	7907,0	3045,0	10,0	21841,0
2014	26	Cuencas Mineras	8175,0	1019,0	117,0	25,0	2876,0	21,0	32,0	16,0	31,0	57,0	2,0	5940,0	1735,0	9,0	14115,0
2014	27	Andorra-Sierra de Arcos	7743,0	1497,0	124,0	16,0	1232,0	26,0	14,0	26,0	10,0	32,0	3,0	3992,0	1001,0	11,0	11735,0
2014	28	Bajo Aragón	19048,0	5928,0	648,0	32,0	2884,0	39,0	53,0	102,0	27,0	55,0	7,0	12453,0	2662,0	16,0	31501,0
2014	29	Comunidad de Teruel	29608,0	12245,0	990,0	60,0	4754,0	85,0	65,0	276,0	78,0	124,0	5,0	23657,0	4943,0	32,0	53265,0
2014	30	Maestrazgo	3955,0	351,0	31,0	25,0	1965,0	11,0	13,0	3,0	28,0	62,0	3,0	3301,0	803,0	6,0	7256,0
2014	31	Sierra de Albarracín	7039,0	462,0	40,0	53,0	704,0	24,0	18,0	9,0	21,0	67,0	3,0	3723,0	2316,0	6,0	10762,0
2014	32	Gúdar-Javalambre	13179,0	1779,0	94,0	57,0	2778,0	31,0	37,0	14,0	30,0	83,0	1,0	9198,0	4282,0	12,0	22377,0
