Año	Municipio código	Municipio nombre	Residencial	BI Almacén, estacionamiento	BI Comercial	BI Ocio, hostelería	BI Industrial	BI Cultural	BI Deportivo	BI Oficinas	BI Edificios singulares	BI Religioso	BI Espectáculos	BI Sin definir	BI Suelo vacante	BI Sanidad, benefic	Total
2008	44182	Perales del Alfambra	230,0	4,0	0,0	1,0	70,0	0,0	0,0	0,0	2,0	3,0	0,0	121,0	41,0	0,0	351,0
2008	44183	Pitarque	153,0	1,0	0,0	0,0	77,0	1,0	0,0	0,0	1,0	1,0	0,0	111,0	30,0	0,0	264,0
2008	44184	Plou	84,0	19,0	0,0	0,0	49,0	0,0	1,0	0,0	1,0	1,0	0,0	97,0	25,0	1,0	181,0
2008	44185	Pobo (El)	170,0	1,0	2,0	0,0	6,0	1,0	0,0	0,0	1,0	2,0	0,0	27,0	14,0	0,0	197,0
2008	44187	Portellada (La)	204,0	3,0	1,0	0,0	93,0	2,0	1,0	0,0	1,0	2,0	0,0	164,0	61,0	0,0	368,0
2008	44189	Pozondón	191,0	8,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	26,0	16,0	0,0	217,0
2008	44190	Pozuel del Campo	162,0	5,0	0,0	0,0	99,0	0,0	0,0	0,0	1,0	4,0	0,0	157,0	48,0	0,0	319,0
2008	44191	Puebla de Híjar (La)	916,0	31,0	6,0	1,0	108,0	1,0	3,0	0,0	2,0	3,0	0,0	357,0	202,0	0,0	1273,0
2008	44192	Puebla de Valverde (La)	413,0	9,0	2,0	3,0	169,0	1,0	0,0	0,0	1,0	2,0	0,0	320,0	132,0	1,0	733,0
2008	44193	Puertomingalvo	265,0	65,0	1,0	1,0	26,0	0,0	1,0	0,0	1,0	1,0	0,0	133,0	36,0	1,0	398,0
2008	44194	Ráfales	168,0	8,0	0,0	1,0	110,0	1,0	3,0	0,0	0,0	2,0	0,0	169,0	43,0	1,0	337,0
2008	44195	Rillo	120,0	0,0	0,0	0,0	54,0	0,0	0,0	1,0	1,0	2,0	0,0	78,0	20,0	0,0	198,0
2008	44196	Riodeva	214,0	1,0	0,0	0,0	90,0	0,0	1,0	0,0	0,0	1,0	0,0	437,0	344,0	0,0	651,0
2008	44197	Ródenas	226,0	1,0	0,0	1,0	14,0	0,0	1,0	0,0	0,0	1,0	0,0	59,0	41,0	0,0	285,0
2008	44198	Royuela	372,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	93,0	88,0	0,0	465,0
2008	44199	Rubiales	64,0	1,0	0,0	0,0	14,0	0,0	0,0	0,0	1,0	1,0	0,0	57,0	40,0	0,0	121,0
2008	44200	Rubielos de la Cérida	68,0	0,0	0,0	0,0	74,0	0,0	0,0	1,0	1,0	1,0	0,0	106,0	29,0	0,0	174,0
2008	44201	Rubielos de Mora	671,0	48,0	5,0	2,0	126,0	1,0	1,0	3,0	3,0	11,0	0,0	610,0	409,0	1,0	1281,0
2008	44203	Salcedillo	21,0	0,0	0,0	1,0	21,0	0,0	1,0	0,0	1,0	1,0	0,0	44,0	19,0	0,0	65,0
2008	44204	Saldón	179,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	2,0	0,0	29,0	25,0	0,0	208,0
2008	44205	Samper de Calanda	822,0	13,0	7,0	0,0	61,0	4,0	2,0	1,0	2,0	5,0	1,0	188,0	92,0	0,0	1010,0
2008	44206	San Agustín	350,0	9,0	0,0	0,0	14,0	2,0	0,0	0,0	3,0	3,0	0,0	89,0	58,0	0,0	439,0
2008	44207	San Martín del Río	514,0	0,0	1,0	0,0	3,0	0,0	0,0	0,0	0,0	1,0	0,0	123,0	118,0	0,0	637,0
2008	44208	Santa Cruz de Nogueras	50,0	0,0	0,0	1,0	52,0	0,0	0,0	0,0	0,0	2,0	0,0	88,0	33,0	0,0	138,0
2008	44209	Santa Eulalia	796,0	5,0	8,0	2,0	104,0	3,0	2,0	4,0	0,0	0,0	1,0	396,0	262,0	5,0	1192,0
2008	44210	Sarrión	1217,0	49,0	5,0	4,0	277,0	3,0	6,0	2,0	2,0	4,0	0,0	698,0	346,0	0,0	1915,0
2008	44211	Segura de los Baños	123,0	0,0	0,0	0,0	65,0	0,0	0,0	0,0	0,0	1,0	0,0	108,0	42,0	0,0	231,0
2008	44212	Seno	75,0	4,0	0,0	0,0	40,0	0,0	0,0	0,0	2,0	1,0	0,0	77,0	30,0	0,0	152,0
2008	44213	Singra	93,0	0,0	0,0	0,0	86,0	1,0	0,0	0,0	1,0	3,0	0,0	112,0	21,0	0,0	205,0
2008	44215	Terriente	250,0	1,0	0,0	0,0	7,0	0,0	2,0	0,0	0,0	3,0	0,0	31,0	18,0	0,0	281,0
2008	44216	Teruel	16479,0	8475,0	705,0	33,0	1991,0	45,0	18,0	177,0	39,0	45,0	0,0	13085,0	1540,0	17,0	29564,0
2008	44217	Toril y Masegoso	90,0	2,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	2,0	0,0	11,0	5,0	0,0	101,0
2008	44218	Tormón	69,0	1,0	0,0	0,0	20,0	0,0	1,0	0,0	1,0	1,0	0,0	49,0	25,0	0,0	118,0
2008	44219	Tornos	408,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	1,0	1,0	0,0	118,0	113,0	0,0	526,0
2008	44220	Torralba de los Sisones	157,0	3,0	0,0	0,0	87,0	1,0	2,0	0,0	2,0	1,0	0,0	125,0	29,0	0,0	282,0
2008	44221	Torrecilla de Alcañiz	319,0	0,0	3,0	0,0	108,0	1,0	1,0	0,0	1,0	1,0	0,0	161,0	46,0	0,0	480,0
2008	44222	Torrecilla del Rebollar	194,0	0,0	0,0	0,0	79,0	0,0	1,0	0,0	1,0	2,0	0,0	123,0	39,0	1,0	317,0
2008	44223	Torre de Arcas	90,0	1,0	0,0	0,0	60,0	2,0	0,0	0,0	1,0	1,0	0,0	70,0	4,0	1,0	160,0
2008	44224	Torre de las Arcas	77,0	4,0	0,0	0,0	46,0	0,0	0,0	0,0	1,0	2,0	0,0	84,0	31,0	0,0	161,0
2008	44225	Torre del Compte	266,0	13,0	0,0	1,0	14,0	3,0	1,0	0,0	1,0	3,0	0,0	99,0	63,0	0,0	365,0
2008	44226	Torrelacárcel	225,0	9,0	0,0	0,0	47,0	0,0	1,0	3,0	0,0	2,0	0,0	284,0	222,0	0,0	509,0
2008	44227	Torre los Negros	123,0	0,0	0,0	0,0	73,0	0,0	1,0	0,0	0,0	1,0	0,0	91,0	15,0	1,0	214,0
2008	44228	Torremocha de Jiloca	117,0	9,0	0,0	0,0	24,0	0,0	1,0	1,0	0,0	1,0	0,0	127,0	90,0	1,0	244,0
2008	44229	Torres de Albarracín	271,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	1,0	0,0	69,0	64,0	1,0	340,0
2008	44230	Torrevelilla	188,0	4,0	0,0	1,0	72,0	0,0	2,0	0,0	2,0	1,0	0,0	104,0	22,0	0,0	292,0
2008	44231	Torrijas	203,0	9,0	2,0	0,0	100,0	1,0	0,0	0,0	2,0	1,0	0,0	177,0	62,0	0,0	380,0
2008	44232	Torrijo del Campo	470,0	2,0	1,0	0,0	33,0	1,0	0,0	0,0	0,0	2,0	0,0	83,0	43,0	1,0	553,0
2008	44234	Tramacastiel	145,0	13,0	0,0	0,0	92,0	1,0	0,0	0,0	0,0	1,0	0,0	216,0	109,0	0,0	361,0
2008	44235	Tramacastilla	141,0	90,0	0,0	2,0	22,0	1,0	0,0	2,0	1,0	1,0	0,0	224,0	105,0	0,0	365,0
2008	44236	Tronchón	157,0	2,0	0,0	0,0	79,0	1,0	0,0	0,0	3,0	5,0	0,0	108,0	18,0	0,0	265,0
2008	44237	Urrea de Gaén	424,0	21,0	1,0	1,0	38,0	1,0	0,0	1,0	1,0	3,0	0,0	244,0	174,0	3,0	668,0
2008	44238	Utrillas	1594,0	487,0	69,0	5,0	330,0	6,0	5,0	8,0	0,0	5,0	0,0	1203,0	283,0	5,0	2797,0
2008	44239	Valacloche	59,0	0,0	0,0	0,0	10,0	1,0	0,0	0,0	0,0	0,0	0,0	23,0	12,0	0,0	82,0
2008	44240	Valbona	167,0	91,0	2,0	1,0	217,0	1,0	2,0	2,0	0,0	3,0	0,0	451,0	131,0	1,0	618,0
2008	44241	Valdealgorfa	426,0	9,0	1,0	1,0	253,0	1,0	3,0	0,0	2,0	3,0	0,0	398,0	125,0	0,0	824,0
2008	44243	Valdecuenca	78,0	2,0	0,0	0,0	32,0	0,0	0,0	0,0	1,0	1,0	0,0	107,0	71,0	0,0	185,0
2008	44244	Valdelinares	193,0	5,0	0,0	0,0	5,0	0,0	0,0	0,0	1,0	1,0	0,0	21,0	9,0	0,0	214,0
2008	44245	Valdeltormo	263,0	5,0	0,0	0,0	158,0	0,0	1,0	0,0	2,0	1,0	0,0	240,0	72,0	1,0	503,0
2008	44246	Valderrobres	1174,0	94,0	17,0	7,0	247,0	3,0	3,0	7,0	3,0	2,0	2,0	682,0	294,0	3,0	1856,0
2008	44247	Valjunquera	397,0	2,0	0,0	0,0	12,0	4,0	1,0	0,0	1,0	2,0	0,0	77,0	55,0	0,0	474,0
2008	44249	Vallecillo (El)	129,0	6,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	1,0	0,0	22,0	11,0	0,0	151,0
2008	44250	Veguillas de la Sierra	42,0	0,0	0,0	0,0	16,0	0,0	0,0	0,0	0,0	1,0	0,0	49,0	32,0	0,0	91,0
2008	44251	Villafranca del Campo	257,0	5,0	1,0	1,0	31,0	0,0	1,0	0,0	1,0	2,0	0,0	233,0	191,0	0,0	490,0
2008	44252	Villahermosa del Campo	76,0	0,0	0,0	1,0	38,0	1,0	0,0	0,0	0,0	1,0	0,0	53,0	12,0	0,0	129,0
2008	44256	Villanueva del Rebollar de la Sierra	55,0	0,0	0,0	0,0	58,0	0,0	0,0	0,0	1,0	2,0	0,0	76,0	15,0	0,0	131,0
2008	44257	Villar del Cobo	283,0	2,0	0,0	1,0	24,0	1,0	1,0	0,0	0,0	2,0	1,0	92,0	60,0	0,0	375,0
2008	44258	Villar del Salz	154,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	25,0	23,0	0,0	179,0
2008	44260	Villarluengo	202,0	5,0	0,0	2,0	133,0	1,0	0,0	0,0	5,0	4,0	0,0	218,0	67,0	1,0	420,0
2008	44261	Villarquemado	487,0	6,0	5,0	1,0	65,0	0,0	1,0	1,0	1,0	0,0	0,0	343,0	263,0	0,0	830,0
2008	44262	Villarroya de los Pinares	189,0	4,0	1,0	0,0	93,0	1,0	0,0	1,0	1,0	4,0	0,0	129,0	24,0	0,0	318,0
2008	44263	Villastar	235,0	6,0	3,0	0,0	85,0	1,0	0,0	0,0	0,0	2,0	0,0	210,0	113,0	0,0	445,0
2008	44264	Villel	313,0	8,0	0,0	1,0	87,0	0,0	0,0	0,0	1,0	2,0	0,0	283,0	184,0	0,0	596,0
2008	44265	Vinaceite	243,0	4,0	1,0	0,0	27,0	0,0	1,0	1,0	1,0	1,0	0,0	55,0	19,0	0,0	298,0
2008	44266	Visiedo	142,0	0,0	1,0	0,0	77,0	0,0	0,0	0,0	2,0	2,0	0,0	115,0	33,0	0,0	257,0
2008	44267	Vivel del Río Martín	171,0	1,0	0,0	0,0	101,0	0,0	0,0	0,0	1,0	4,0	0,0	165,0	58,0	0,0	336,0
2008	44268	Zoma (La)	30,0	0,0	0,0	0,0	44,0	0,0	0,0	0,0	1,0	1,0	0,0	59,0	13,0	0,0	89,0
2008	50001	Abanto	148,0	0,0	0,0	1,0	135,0	1,0	0,0	0,0	0,0	3,0	0,0	159,0	19,0	0,0	307,0
2008	50002	Acered	188,0	0,0	0,0	0,0	155,0	1,0	0,0	0,0	1,0	3,0	0,0	195,0	35,0	0,0	383,0
2008	50003	Agón	125,0	0,0	0,0	0,0	40,0	1,0	6,0	1,0	0,0	1,0	0,0	62,0	13,0	0,0	187,0
2008	50004	Aguarón	529,0	4,0	5,0	0,0	273,0	0,0	0,0	0,0	0,0	2,0	2,0	379,0	93,0	0,0	908,0
2008	50005	Aguilón	482,0	0,0	0,0	0,0	12,0	0,0	1,0	0,0	1,0	2,0	0,0	46,0	30,0	0,0	528,0
2008	50006	Ainzón	814,0	6,0	3,0	1,0	92,0	1,0	1,0	0,0	0,0	2,0	1,0	235,0	125,0	3,0	1049,0
2008	50007	Aladrén	58,0	0,0	0,0	0,0	131,0	0,0	0,0	0,0	0,0	3,0	0,0	147,0	13,0	0,0	205,0
2008	50008	Alagón	2846,0	618,0	78,0	7,0	253,0	5,0	5,0	10,0	1,0	4,0	0,0	1274,0	290,0	3,0	4120,0
2008	50009	Alarba	208,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	2,0	0,0	23,0	19,0	0,0	231,0
2008	50010	Alberite de San Juan	56,0	0,0	0,0	1,0	45,0	0,0	0,0	0,0	0,0	1,0	1,0	54,0	6,0	0,0	110,0
2008	50011	Albeta	92,0	0,0	1,0	4,0	62,0	2,0	0,0	0,0	0,0	1,0	0,0	102,0	32,0	0,0	194,0
2008	50012	Alborge	111,0	0,0	0,0	0,0	56,0	0,0	2,0	0,0	0,0	1,0	0,0	81,0	21,0	1,0	192,0
2008	50013	Alcalá de Ebro	172,0	0,0	1,0	2,0	51,0	1,0	0,0	1,0	0,0	1,0	0,0	97,0	40,0	0,0	269,0
2008	50014	Alcalá de Moncayo	166,0	0,0	0,0	1,0	122,0	1,0	0,0	0,0	0,0	1,0	0,0	147,0	22,0	0,0	313,0
2008	50015	Alconchel de Ariza	186,0	0,0	0,0	1,0	252,0	0,0	1,0	0,0	1,0	4,0	0,0	314,0	55,0	0,0	500,0
2008	50016	Aldehuela de Liestos	143,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	20,0	17,0	0,0	163,0
2008	50017	Alfajarín	1078,0	7,0	3,0	2,0	211,0	1,0	7,0	12,0	1,0	2,0	1,0	522,0	274,0	1,0	1600,0
2008	50018	Alfamén	583,0	0,0	4,0	2,0	228,0	3,0	2,0	1,0	0,0	1,0	2,0	409,0	166,0	0,0	992,0
2008	50019	Alforque	98,0	0,0	0,0	0,0	55,0	0,0	3,0	0,0	0,0	1,0	0,0	75,0	16,0	0,0	173,0
2008	50020	Alhama de Aragón	833,0	61,0	18,0	11,0	321,0	3,0	5,0	1,0	0,0	4,0	0,0	569,0	144,0	1,0	1402,0
2008	50021	Almochuel	30,0	0,0	0,0	0,0	70,0	1,0	1,0	0,0	0,0	1,0	0,0	74,0	1,0	0,0	104,0
2008	50022	Almolda (La)	314,0	1,0	3,0	2,0	180,0	1,0	1,0	0,0	0,0	6,0	1,0	239,0	43,0	1,0	553,0
2008	50023	Almonacid de la Cuba	269,0	0,0	0,0	0,0	158,0	1,0	1,0	1,0	1,0	2,0	0,0	187,0	22,0	1,0	456,0
2008	50024	Almonacid de la Sierra	546,0	14,0	5,0	3,0	478,0	1,0	4,0	2,0	2,0	2,0	0,0	705,0	193,0	1,0	1251,0
2008	50025	Almunia de Doña Godina (La)	2903,0	396,0	119,0	14,0	714,0	7,0	5,0	18,0	2,0	3,0	1,0	1592,0	309,0	4,0	4495,0
2008	50026	Alpartir	367,0	0,0	2,0	0,0	217,0	1,0	0,0	1,0	0,0	1,0	0,0	268,0	45,0	1,0	635,0
2008	50027	Ambel	422,0	0,0	1,0	0,0	74,0	1,0	0,0	1,0	0,0	3,0	0,0	148,0	68,0	0,0	570,0
2008	50028	Anento	168,0	1,0	0,0	2,0	4,0	1,0	0,0	0,0	2,0	2,0	0,0	34,0	22,0	0,0	202,0
2008	50029	Aniñón	699,0	65,0	5,0	0,0	53,0	1,0	1,0	3,0	1,0	1,0	0,0	275,0	145,0	0,0	974,0
2008	50030	Añón de Moncayo	450,0	0,0	1,0	0,0	239,0	1,0	2,0	1,0	0,0	1,0	0,0	351,0	106,0	0,0	801,0
2008	50031	Aranda de Moncayo	359,0	0,0	1,0	0,0	269,0	1,0	2,0	0,0	0,0	1,0	0,0	326,0	52,0	0,0	685,0
2008	50032	Arándiga	626,0	0,0	1,0	0,0	24,0	1,0	1,0	0,0	0,0	3,0	0,0	61,0	31,0	0,0	687,0
2008	50033	Ardisa	97,0	0,0	0,0	0,0	53,0	1,0	2,0	0,0	1,0	2,0	0,0	74,0	15,0	0,0	171,0
2008	50034	Ariza	838,0	41,0	25,0	2,0	519,0	1,0	2,0	2,0	0,0	3,0	1,0	740,0	144,0	0,0	1578,0
2008	50035	Artieda	103,0	2,0	0,0	0,0	31,0	0,0	0,0	0,0	0,0	2,0	0,0	50,0	15,0	0,0	153,0
2008	50036	Asín	169,0	0,0	0,0	0,0	3,0	1,0	1,0	0,0	0,0	1,0	0,0	16,0	10,0	0,0	185,0
2008	50037	Atea	536,0	0,0	1,0	0,0	13,0	0,0	2,0	0,0	2,0	3,0	0,0	42,0	21,0	0,0	578,0
2008	50038	Ateca	1502,0	103,0	13,0	0,0	69,0	3,0	1,0	5,0	1,0	6,0	2,0	341,0	136,0	2,0	1843,0
2008	50039	Azuara	1090,0	2,0	1,0	0,0	55,0	0,0	1,0	0,0	3,0	2,0	0,0	154,0	90,0	0,0	1244,0
2008	50040	Badules	98,0	0,0	0,0	0,0	63,0	4,0	0,0	0,0	0,0	1,0	0,0	79,0	11,0	0,0	177,0
2008	50041	Bagüés	32,0	0,0	0,0	0,0	14,0	0,0	0,0	0,0	1,0	3,0	0,0	51,0	33,0	0,0	83,0
2008	50042	Balconchán	32,0	0,0	0,0	1,0	47,0	1,0	0,0	0,0	0,0	1,0	0,0	56,0	6,0	0,0	88,0
2008	50043	Bárboles	246,0	1,0	0,0	1,0	120,0	2,0	0,0	1,0	1,0	3,0	1,0	170,0	40,0	0,0	416,0
2008	50044	Bardallur	235,0	0,0	1,0	0,0	89,0	1,0	0,0	2,0	0,0	3,0	0,0	139,0	43,0	0,0	374,0
2008	50045	Belchite	995,0	2,0	12,0	1,0	95,0	1,0	0,0	5,0	2,0	1,0	2,0	218,0	96,0	1,0	1213,0
2008	50046	Belmonte de Gracián	200,0	0,0	0,0	2,0	120,0	1,0	1,0	2,0	0,0	3,0	0,0	171,0	41,0	1,0	371,0
2008	50047	Berdejo	124,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	2,0	0,0	45,0	41,0	0,0	169,0
2008	50048	Berrueco	72,0	0,0	0,0	1,0	2,0	1,0	1,0	0,0	0,0	1,0	0,0	19,0	13,0	0,0	91,0
2008	50050	Bijuesca	348,0	0,0	0,0	0,0	2,0	0,0	1,0	0,0	0,0	2,0	0,0	34,0	29,0	0,0	382,0
2008	50051	Biota	712,0	2,0	3,0	0,0	223,0	2,0	0,0	0,0	3,0	4,0	0,0	307,0	70,0	0,0	1019,0
2008	50052	Bisimbre	76,0	0,0	0,0	1,0	44,0	0,0	0,0	0,0	0,0	1,0	0,0	49,0	3,0	0,0	125,0
2008	50053	Boquiñeni	418,0	0,0	0,0	0,0	188,0	1,0	1,0	2,0	0,0	2,0	0,0	320,0	126,0	0,0	738,0
2008	50054	Bordalba	97,0	0,0	1,0	0,0	165,0	1,0	0,0	0,0	0,0	5,0	0,0	202,0	30,0	0,0	299,0
2008	50055	Borja	2891,0	297,0	98,0	7,0	741,0	5,0	11,0	16,0	2,0	8,0	2,0	1611,0	420,0	4,0	4502,0
2008	50056	Botorrita	382,0	6,0	1,0	0,0	24,0	1,0	0,0	0,0	2,0	1,0	1,0	66,0	30,0	0,0	448,0
2008	50057	Brea de Aragón	956,0	44,0	28,0	3,0	528,0	2,0	3,0	7,0	1,0	4,0	0,0	718,0	97,0	1,0	1674,0
2008	50058	Bubierca	107,0	0,0	0,0	1,0	159,0	1,0	0,0	0,0	0,0	3,0	0,0	204,0	40,0	0,0	311,0
2008	50059	Bujaraloz	404,0	3,0	8,0	3,0	221,0	3,0	0,0	1,0	1,0	6,0	1,0	329,0	80,0	2,0	733,0
2008	50060	Bulbuente	310,0	13,0	0,0	3,0	61,0	1,0	0,0	0,0	0,0	1,0	0,0	119,0	40,0	0,0	429,0
2008	50061	Bureta	183,0	0,0	0,0	0,0	86,0	0,0	0,0	0,0	1,0	1,0	0,0	117,0	29,0	0,0	300,0
2008	50062	Burgo de Ebro (El)	1334,0	116,0	18,0	1,0	245,0	1,0	12,0	34,0	1,0	3,0	1,0	630,0	197,0	1,0	1964,0
2008	50063	Buste (El)	127,0	0,0	0,0	0,0	61,0	1,0	1,0	1,0	0,0	1,0	0,0	77,0	12,0	0,0	204,0
2008	50064	Cabañas de Ebro	266,0	0,0	18,0	0,0	78,0	1,0	0,0	1,0	1,0	1,0	0,0	228,0	127,0	1,0	494,0
2008	50065	Cabolafuente	104,0	1,0	0,0	0,0	136,0	1,0	0,0	0,0	1,0	2,0	0,0	195,0	54,0	0,0	299,0
2008	50066	Cadrete	1412,0	51,0	7,0	0,0	577,0	0,0	4,0	3,0	2,0	1,0	0,0	1248,0	602,0	1,0	2660,0
2008	50067	Calatayud	10462,0	4425,0	715,0	12,0	971,0	24,0	13,0	73,0	12,0	28,0	4,0	7250,0	959,0	14,0	17712,0
2008	50068	Calatorao	1387,0	84,0	20,0	4,0	327,0	3,0	4,0	6,0	0,0	3,0	1,0	640,0	188,0	0,0	2027,0
2008	50069	Calcena	138,0	14,0	0,0	0,0	40,0	1,0	1,0	0,0	1,0	1,0	0,0	66,0	7,0	1,0	204,0
2008	50070	Calmarza	201,0	0,0	1,0	0,0	4,0	0,0	0,0	0,0	0,0	4,0	0,0	48,0	39,0	0,0	249,0
2008	50071	Campillo de Aragón	299,0	0,0	0,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	22,0	18,0	0,0	321,0
2008	50072	Carenas	542,0	1,0	1,0	0,0	5,0	2,0	0,0	0,0	1,0	2,0	0,0	95,0	83,0	0,0	637,0
2008	50073	Cariñena	1720,0	225,0	42,0	3,0	117,0	3,0	4,0	11,0	4,0	6,0	1,0	622,0	205,0	1,0	2342,0
2008	50074	Caspe	4597,0	707,0	181,0	10,0	1363,0	15,0	17,0	8,0	5,0	13,0	3,0	2951,0	618,0	11,0	7548,0
2008	50075	Castejón de Alarba	88,0	0,0	0,0	0,0	101,0	1,0	0,0	0,0	0,0	2,0	0,0	122,0	18,0	0,0	210,0
2008	50076	Castejón de las Armas	116,0	0,0	1,0	0,0	114,0	0,0	0,0	0,0	0,0	2,0	0,0	135,0	18,0	0,0	251,0
2008	50077	Castejón de Valdejasa	403,0	1,0	0,0	0,0	2,0	1,0	0,0	0,0	1,0	1,0	0,0	32,0	26,0	0,0	435,0
2008	50078	Castiliscar	379,0	1,0	1,0	1,0	4,0	2,0	2,0	0,0	2,0	1,0	0,0	74,0	60,0	0,0	453,0
2008	50079	Cervera de la Cañada	419,0	0,0	0,0	0,0	18,0	1,0	1,0	1,0	1,0	5,0	0,0	90,0	62,0	1,0	509,0
2008	50080	Cerveruela	45,0	2,0	0,0	0,0	191,0	1,0	0,0	0,0	0,0	1,0	0,0	210,0	15,0	0,0	255,0
2008	50081	Cetina	773,0	4,0	1,0	0,0	14,0	1,0	0,0	0,0	1,0	4,0	1,0	168,0	142,0	0,0	941,0
2008	50082	Cimballa	313,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	1,0	2,0	0,0	41,0	31,0	0,0	354,0
2008	50083	Cinco Olivas	120,0	2,0	0,0	0,0	64,0	1,0	2,0	0,0	1,0	1,0	0,0	84,0	13,0	0,0	204,0
2008	50084	Clarés de Ribota	321,0	1,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	2,0	0,0	24,0	19,0	0,0	345,0
2008	50085	Codo	326,0	0,0	0,0	0,0	23,0	1,0	0,0	0,0	2,0	1,0	0,0	57,0	30,0	0,0	383,0
2008	50086	Codos	306,0	0,0	1,0	0,0	252,0	1,0	1,0	1,0	0,0	1,0	0,0	274,0	16,0	1,0	580,0
2008	50087	Contamina	51,0	0,0	1,0	1,0	61,0	1,0	0,0	0,0	0,0	1,0	0,0	84,0	19,0	0,0	135,0
2008	50088	Cosuenda	346,0	39,0	0,0	0,0	199,0	2,0	4,0	1,0	1,0	1,0	1,0	383,0	135,0	0,0	729,0
2008	50089	Cuarte de Huerva	3146,0	1797,0	74,0	6,0	1144,0	2,0	15,0	60,0	3,0	2,0	0,0	3692,0	587,0	2,0	6838,0
2008	50090	Cubel	301,0	2,0	0,0	0,0	45,0	2,0	1,0	0,0	2,0	2,0	0,0	90,0	36,0	0,0	391,0
2008	50091	Cuerlas (Las)	209,0	0,0	0,0	1,0	1,0	1,0	0,0	0,0	1,0	3,0	0,0	30,0	23,0	0,0	239,0
2008	50092	Chiprana	362,0	1,0	2,0	0,0	209,0	0,0	0,0	1,0	0,0	2,0	0,0	258,0	43,0	0,0	620,0
2008	50093	Chodes	190,0	0,0	0,0	0,0	12,0	0,0	0,0	0,0	1,0	1,0	0,0	36,0	22,0	0,0	226,0
2008	50094	Daroca	1456,0	157,0	47,0	50,0	395,0	12,0	5,0	9,0	4,0	9,0	0,0	1046,0	352,0	6,0	2502,0
2008	50095	Ejea de los Caballeros	8391,0	2715,0	393,0	10,0	891,0	30,0	26,0	56,0	11,0	23,0	16,0	5136,0	958,0	7,0	13527,0
2008	50096	Embid de Ariza	109,0	0,0	0,0	0,0	110,0	1,0	0,0	0,0	0,0	3,0	0,0	125,0	11,0	0,0	234,0
2008	50098	Encinacorba	274,0	0,0	1,0	0,0	152,0	5,0	0,0	1,0	0,0	1,0	0,0	193,0	33,0	0,0	467,0
2008	50099	Épila	2196,0	39,0	30,0	10,0	754,0	3,0	2,0	3,0	0,0	3,0	3,0	1203,0	354,0	2,0	3399,0
2008	50100	Erla	268,0	2,0	0,0	0,0	136,0	1,0	1,0	0,0	0,0	2,0	1,0	193,0	50,0	0,0	461,0
2008	50101	Escatrón	1041,0	47,0	4,0	5,0	304,0	1,0	2,0	0,0	1,0	4,0	0,0	504,0	134,0	2,0	1545,0
2008	50102	Fabara	624,0	0,0	0,0	2,0	363,0	1,0	0,0	2,0	2,0	1,0	1,0	503,0	131,0	0,0	1127,0
2008	50104	Farlete	280,0	0,0	0,0	0,0	9,0	1,0	0,0	1,0	0,0	3,0	0,0	89,0	75,0	0,0	369,0
2008	50105	Fayón	293,0	9,0	2,0	0,0	36,0	1,0	1,0	3,0	0,0	3,0	0,0	68,0	12,0	1,0	361,0
2008	50106	Fayos (Los)	152,0	1,0	2,0	0,0	99,0	2,0	0,0	1,0	0,0	2,0	0,0	116,0	9,0	0,0	268,0
2008	50107	Figueruelas	475,0	44,0	15,0	2,0	129,0	2,0	2,0	4,0	0,0	1,0	0,0	422,0	222,0	1,0	897,0
2008	50108	Fombuena	100,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	2,0	0,0	35,0	32,0	0,0	135,0
2008	50109	Frago (El)	188,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	3,0	2,0	0,0	15,0	9,0	0,0	203,0
2008	50110	Frasno (El)	779,0	15,0	1,0	0,0	15,0	1,0	1,0	0,0	4,0	6,0	0,0	199,0	156,0	0,0	978,0
2008	50111	Fréscano	160,0	0,0	0,0	2,0	50,0	1,0	1,0	1,0	1,0	2,0	0,0	83,0	25,0	0,0	243,0
2008	50113	Fuendejalón	591,0	0,0	2,0	1,0	125,0	1,0	1,0	0,0	1,0	2,0	1,0	223,0	89,0	0,0	814,0
2008	50114	Fuendetodos	130,0	0,0	1,0	3,0	62,0	3,0	1,0	0,0	2,0	1,0	0,0	108,0	35,0	0,0	238,0
2008	50115	Fuentes de Ebro	1770,0	61,0	13,0	1,0	367,0	2,0	2,0	4,0	0,0	5,0	1,0	997,0	539,0	2,0	2767,0
