Mes y año	Mes (código)	Mes nombre	Comarca código	Comarca nombre	Sección (1 letra) código	Sección (1 letra) descripción	Clasificación	Sexo	Número de contratos
Mayo 2011	201105	Mayo	33	Matarraña / Matarranya	H	Transporte y almacenamiento	CNAE - 2009	Hombres	2
Mayo 2011	201105	Mayo	33	Matarraña / Matarranya	H	Transporte y almacenamiento	CNAE - 2009	Mujeres	2
Mayo 2011	201105	Mayo	33	Matarraña / Matarranya	I	Hostelería	CNAE - 2009	Hombres	9
Mayo 2011	201105	Mayo	33	Matarraña / Matarranya	I	Hostelería	CNAE - 2009	Mujeres	37
Mayo 2011	201105	Mayo	33	Matarraña / Matarranya	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	2
Mayo 2011	201105	Mayo	33	Matarraña / Matarranya	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	2
Mayo 2011	201105	Mayo	33	Matarraña / Matarranya	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	29
Mayo 2011	201105	Mayo	33	Matarraña / Matarranya	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	7
Mayo 2011	201105	Mayo	33	Matarraña / Matarranya	P	Educación	CNAE - 2009	Hombres	1
Mayo 2011	201105	Mayo	33	Matarraña / Matarranya	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	15
Mayo 2011	201105	Mayo	33	Matarraña / Matarranya	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	1
Mayo 2011	201105	Mayo	33	Matarraña / Matarranya	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	01	La Jacetania	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	7
Abril 2011	201104	Abril	01	La Jacetania	C	Industria manufacturera	CNAE - 2009	Hombres	7
Abril 2011	201104	Abril	01	La Jacetania	C	Industria manufacturera	CNAE - 2009	Mujeres	2
Abril 2011	201104	Abril	01	La Jacetania	F	Construcción	CNAE - 2009	Hombres	26
Abril 2011	201104	Abril	01	La Jacetania	F	Construcción	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	01	La Jacetania	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	12
Abril 2011	201104	Abril	01	La Jacetania	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	20
Abril 2011	201104	Abril	01	La Jacetania	H	Transporte y almacenamiento	CNAE - 2009	Hombres	12
Abril 2011	201104	Abril	01	La Jacetania	H	Transporte y almacenamiento	CNAE - 2009	Mujeres	3
Abril 2011	201104	Abril	01	La Jacetania	I	Hostelería	CNAE - 2009	Hombres	53
Abril 2011	201104	Abril	01	La Jacetania	I	Hostelería	CNAE - 2009	Mujeres	95
Abril 2011	201104	Abril	01	La Jacetania	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	13
Abril 2011	201104	Abril	01	La Jacetania	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	31
Abril 2011	201104	Abril	01	La Jacetania	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	2
Abril 2011	201104	Abril	01	La Jacetania	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	15
Abril 2011	201104	Abril	01	La Jacetania	P	Educación	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	01	La Jacetania	P	Educación	CNAE - 2009	Mujeres	4
Abril 2011	201104	Abril	01	La Jacetania	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	3
Abril 2011	201104	Abril	01	La Jacetania	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	19
Abril 2011	201104	Abril	01	La Jacetania	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	28
Abril 2011	201104	Abril	01	La Jacetania	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	21
Abril 2011	201104	Abril	01	La Jacetania	S	Otros servicios	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	01	La Jacetania	S	Otros servicios	CNAE - 2009	Mujeres	2
Abril 2011	201104	Abril	01	La Jacetania	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Hombres	4
Abril 2011	201104	Abril	02	Alto Gállego	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	02	Alto Gállego	C	Industria manufacturera	CNAE - 2009	Hombres	8
Abril 2011	201104	Abril	02	Alto Gállego	C	Industria manufacturera	CNAE - 2009	Mujeres	4
Abril 2011	201104	Abril	02	Alto Gállego	F	Construcción	CNAE - 2009	Hombres	24
Abril 2011	201104	Abril	02	Alto Gállego	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	9
Abril 2011	201104	Abril	02	Alto Gállego	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	16
Abril 2011	201104	Abril	02	Alto Gállego	H	Transporte y almacenamiento	CNAE - 2009	Hombres	5
Abril 2011	201104	Abril	02	Alto Gállego	I	Hostelería	CNAE - 2009	Hombres	54
Abril 2011	201104	Abril	02	Alto Gállego	I	Hostelería	CNAE - 2009	Mujeres	73
Abril 2011	201104	Abril	02	Alto Gállego	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	02	Alto Gállego	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	2
Abril 2011	201104	Abril	02	Alto Gállego	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	7
Abril 2011	201104	Abril	02	Alto Gállego	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	15
Abril 2011	201104	Abril	02	Alto Gállego	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	02	Alto Gállego	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	3
Abril 2011	201104	Abril	02	Alto Gállego	P	Educación	CNAE - 2009	Mujeres	2
Abril 2011	201104	Abril	02	Alto Gállego	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	02	Alto Gállego	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	3
Abril 2011	201104	Abril	02	Alto Gállego	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	31
Abril 2011	201104	Abril	02	Alto Gállego	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	12
Abril 2011	201104	Abril	02	Alto Gállego	S	Otros servicios	CNAE - 2009	Hombres	2
Abril 2011	201104	Abril	02	Alto Gállego	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	02	Alto Gállego	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	03	Sobrarbe	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	03	Sobrarbe	B	Industrias extractivas	CNAE - 2009	Hombres	3
Abril 2011	201104	Abril	03	Sobrarbe	C	Industria manufacturera	CNAE - 2009	Hombres	2
Abril 2011	201104	Abril	03	Sobrarbe	C	Industria manufacturera	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	03	Sobrarbe	F	Construcción	CNAE - 2009	Hombres	25
Abril 2011	201104	Abril	03	Sobrarbe	F	Construcción	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	03	Sobrarbe	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	03	Sobrarbe	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	11
Abril 2011	201104	Abril	03	Sobrarbe	H	Transporte y almacenamiento	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	03	Sobrarbe	I	Hostelería	CNAE - 2009	Hombres	69
Abril 2011	201104	Abril	03	Sobrarbe	I	Hostelería	CNAE - 2009	Mujeres	145
Abril 2011	201104	Abril	03	Sobrarbe	J	Información y comunicaciones	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	03	Sobrarbe	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	14
Abril 2011	201104	Abril	03	Sobrarbe	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	4
Abril 2011	201104	Abril	03	Sobrarbe	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	2
Abril 2011	201104	Abril	03	Sobrarbe	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	14
Abril 2011	201104	Abril	03	Sobrarbe	P	Educación	CNAE - 2009	Mujeres	3
Abril 2011	201104	Abril	03	Sobrarbe	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	03	Sobrarbe	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	13
Abril 2011	201104	Abril	03	Sobrarbe	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	5
Abril 2011	201104	Abril	03	Sobrarbe	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	04	La Ribagorza	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	17
Abril 2011	201104	Abril	04	La Ribagorza	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	04	La Ribagorza	B	Industrias extractivas	CNAE - 2009	Hombres	3
Abril 2011	201104	Abril	04	La Ribagorza	C	Industria manufacturera	CNAE - 2009	Mujeres	8
Abril 2011	201104	Abril	04	La Ribagorza	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	04	La Ribagorza	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	04	La Ribagorza	F	Construcción	CNAE - 2009	Hombres	33
Abril 2011	201104	Abril	04	La Ribagorza	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	4
Abril 2011	201104	Abril	04	La Ribagorza	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	9
Abril 2011	201104	Abril	04	La Ribagorza	H	Transporte y almacenamiento	CNAE - 2009	Hombres	6
Abril 2011	201104	Abril	04	La Ribagorza	I	Hostelería	CNAE - 2009	Hombres	23
Abril 2011	201104	Abril	04	La Ribagorza	I	Hostelería	CNAE - 2009	Mujeres	45
Abril 2011	201104	Abril	04	La Ribagorza	K	Actividades financieras y de seguros	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	04	La Ribagorza	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	04	La Ribagorza	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	3
Abril 2011	201104	Abril	04	La Ribagorza	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	3
Abril 2011	201104	Abril	04	La Ribagorza	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	12
Abril 2011	201104	Abril	04	La Ribagorza	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	5
Abril 2011	201104	Abril	04	La Ribagorza	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	27
Abril 2011	201104	Abril	04	La Ribagorza	P	Educación	CNAE - 2009	Hombres	2
Abril 2011	201104	Abril	04	La Ribagorza	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	04	La Ribagorza	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	5
Abril 2011	201104	Abril	04	La Ribagorza	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	21
Abril 2011	201104	Abril	04	La Ribagorza	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	5
Abril 2011	201104	Abril	04	La Ribagorza	S	Otros servicios	CNAE - 2009	Mujeres	4
Abril 2011	201104	Abril	05	Cinco Villas	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	68
Abril 2011	201104	Abril	05	Cinco Villas	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	5
Abril 2011	201104	Abril	05	Cinco Villas	C	Industria manufacturera	CNAE - 2009	Hombres	34
Abril 2011	201104	Abril	05	Cinco Villas	C	Industria manufacturera	CNAE - 2009	Mujeres	25
Abril 2011	201104	Abril	05	Cinco Villas	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	2
Abril 2011	201104	Abril	05	Cinco Villas	F	Construcción	CNAE - 2009	Hombres	44
Abril 2011	201104	Abril	05	Cinco Villas	F	Construcción	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	05	Cinco Villas	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	16
Abril 2011	201104	Abril	05	Cinco Villas	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	20
Abril 2011	201104	Abril	05	Cinco Villas	H	Transporte y almacenamiento	CNAE - 2009	Hombres	30
Abril 2011	201104	Abril	05	Cinco Villas	H	Transporte y almacenamiento	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	05	Cinco Villas	I	Hostelería	CNAE - 2009	Hombres	15
Abril 2011	201104	Abril	05	Cinco Villas	I	Hostelería	CNAE - 2009	Mujeres	26
Abril 2011	201104	Abril	05	Cinco Villas	J	Información y comunicaciones	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	05	Cinco Villas	K	Actividades financieras y de seguros	CNAE - 2009	Hombres	2
Abril 2011	201104	Abril	05	Cinco Villas	K	Actividades financieras y de seguros	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	05	Cinco Villas	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	2
Abril 2011	201104	Abril	05	Cinco Villas	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	2
Abril 2011	201104	Abril	05	Cinco Villas	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	18
Abril 2011	201104	Abril	05	Cinco Villas	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	21
Abril 2011	201104	Abril	05	Cinco Villas	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	9
Abril 2011	201104	Abril	05	Cinco Villas	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	3
Abril 2011	201104	Abril	05	Cinco Villas	P	Educación	CNAE - 2009	Hombres	4
Abril 2011	201104	Abril	05	Cinco Villas	P	Educación	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	05	Cinco Villas	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	6
Abril 2011	201104	Abril	05	Cinco Villas	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	30
Abril 2011	201104	Abril	05	Cinco Villas	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	21
Abril 2011	201104	Abril	05	Cinco Villas	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	3
Abril 2011	201104	Abril	05	Cinco Villas	S	Otros servicios	CNAE - 2009	Mujeres	2
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	50
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	14
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	B	Industrias extractivas	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	C	Industria manufacturera	CNAE - 2009	Hombres	68
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	C	Industria manufacturera	CNAE - 2009	Mujeres	12
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	3
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	F	Construcción	CNAE - 2009	Hombres	95
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	F	Construcción	CNAE - 2009	Mujeres	6
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	64
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	111
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	H	Transporte y almacenamiento	CNAE - 2009	Hombres	19
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	H	Transporte y almacenamiento	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	I	Hostelería	CNAE - 2009	Hombres	75
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	I	Hostelería	CNAE - 2009	Mujeres	91
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	J	Información y comunicaciones	CNAE - 2009	Hombres	2
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	J	Información y comunicaciones	CNAE - 2009	Mujeres	3
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	K	Actividades financieras y de seguros	CNAE - 2009	Hombres	2
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	K	Actividades financieras y de seguros	CNAE - 2009	Mujeres	2
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	L	Actividades inmobiliarias	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	L	Actividades inmobiliarias	CNAE - 2009	Mujeres	4
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	39
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	25
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	73
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	182
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	6
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	15
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	P	Educación	CNAE - 2009	Hombres	34
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	P	Educación	CNAE - 2009	Mujeres	34
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	20
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	69
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	43
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	6
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	S	Otros servicios	CNAE - 2009	Hombres	16
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	S	Otros servicios	CNAE - 2009	Mujeres	20
Abril 2011	201104	Abril	06	Hoya de Huesca / Plana de Uesca	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	5
Abril 2011	201104	Abril	07	Somontano de Barbastro	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	46
Abril 2011	201104	Abril	07	Somontano de Barbastro	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	07	Somontano de Barbastro	C	Industria manufacturera	CNAE - 2009	Hombres	23
Abril 2011	201104	Abril	07	Somontano de Barbastro	C	Industria manufacturera	CNAE - 2009	Mujeres	6
Abril 2011	201104	Abril	07	Somontano de Barbastro	F	Construcción	CNAE - 2009	Hombres	22
Abril 2011	201104	Abril	07	Somontano de Barbastro	F	Construcción	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	07	Somontano de Barbastro	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	13
Abril 2011	201104	Abril	07	Somontano de Barbastro	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	36
Abril 2011	201104	Abril	07	Somontano de Barbastro	H	Transporte y almacenamiento	CNAE - 2009	Hombres	6
Abril 2011	201104	Abril	07	Somontano de Barbastro	I	Hostelería	CNAE - 2009	Hombres	31
Abril 2011	201104	Abril	07	Somontano de Barbastro	I	Hostelería	CNAE - 2009	Mujeres	70
Abril 2011	201104	Abril	07	Somontano de Barbastro	J	Información y comunicaciones	CNAE - 2009	Hombres	3
Abril 2011	201104	Abril	07	Somontano de Barbastro	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	4
Abril 2011	201104	Abril	07	Somontano de Barbastro	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	48
Abril 2011	201104	Abril	07	Somontano de Barbastro	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	23
Abril 2011	201104	Abril	07	Somontano de Barbastro	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	4
Abril 2011	201104	Abril	07	Somontano de Barbastro	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	6
Abril 2011	201104	Abril	07	Somontano de Barbastro	P	Educación	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	07	Somontano de Barbastro	P	Educación	CNAE - 2009	Mujeres	2
Abril 2011	201104	Abril	07	Somontano de Barbastro	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	07	Somontano de Barbastro	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	18
Abril 2011	201104	Abril	07	Somontano de Barbastro	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	3
Abril 2011	201104	Abril	07	Somontano de Barbastro	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	5
Abril 2011	201104	Abril	07	Somontano de Barbastro	S	Otros servicios	CNAE - 2009	Hombres	3
Abril 2011	201104	Abril	07	Somontano de Barbastro	S	Otros servicios	CNAE - 2009	Mujeres	5
Abril 2011	201104	Abril	08	Cinca Medio	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	45
Abril 2011	201104	Abril	08	Cinca Medio	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	2
Abril 2011	201104	Abril	08	Cinca Medio	B	Industrias extractivas	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	08	Cinca Medio	C	Industria manufacturera	CNAE - 2009	Hombres	35
Abril 2011	201104	Abril	08	Cinca Medio	C	Industria manufacturera	CNAE - 2009	Mujeres	3
Abril 2011	201104	Abril	08	Cinca Medio	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	08	Cinca Medio	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	08	Cinca Medio	F	Construcción	CNAE - 2009	Hombres	29
Abril 2011	201104	Abril	08	Cinca Medio	F	Construcción	CNAE - 2009	Mujeres	2
Abril 2011	201104	Abril	08	Cinca Medio	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	12
Abril 2011	201104	Abril	08	Cinca Medio	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	27
Abril 2011	201104	Abril	08	Cinca Medio	H	Transporte y almacenamiento	CNAE - 2009	Hombres	34
Abril 2011	201104	Abril	08	Cinca Medio	H	Transporte y almacenamiento	CNAE - 2009	Mujeres	2
Abril 2011	201104	Abril	08	Cinca Medio	I	Hostelería	CNAE - 2009	Hombres	20
Abril 2011	201104	Abril	08	Cinca Medio	I	Hostelería	CNAE - 2009	Mujeres	35
Abril 2011	201104	Abril	08	Cinca Medio	L	Actividades inmobiliarias	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	08	Cinca Medio	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	08	Cinca Medio	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	1
Abril 2011	201104	Abril	08	Cinca Medio	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	28
Abril 2011	201104	Abril	08	Cinca Medio	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	7
Abril 2011	201104	Abril	08	Cinca Medio	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	4
Abril 2011	201104	Abril	08	Cinca Medio	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	5
Abril 2011	201104	Abril	08	Cinca Medio	P	Educación	CNAE - 2009	Hombres	2
Abril 2011	201104	Abril	08	Cinca Medio	P	Educación	CNAE - 2009	Mujeres	7
Abril 2011	201104	Abril	08	Cinca Medio	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	1
Abril 2011	201104	Abril	08	Cinca Medio	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	30
Abril 2011	201104	Abril	08	Cinca Medio	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	6
Abril 2011	201104	Abril	08	Cinca Medio	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	11
Abril 2011	201104	Abril	08	Cinca Medio	S	Otros servicios	CNAE - 2009	Hombres	4
Abril 2011	201104	Abril	08	Cinca Medio	S	Otros servicios	CNAE - 2009	Mujeres	6
Abril 2011	201104	Abril	09	La Litera / La Llitera	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	45
Abril 2011	201104	Abril	09	La Litera / La Llitera	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	5
