Mes y año	Mes (código)	Mes nombre	Comarca código	Comarca nombre	Sección (1 letra) código	Sección (1 letra) descripción	Clasificación	Sexo	Número de contratos
Julio 2018	201807	Julio	25	Jiloca	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	5
Julio 2018	201807	Julio	26	Cuencas Mineras	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	8
Julio 2018	201807	Julio	26	Cuencas Mineras	C	Industria manufacturera	CNAE - 2009	Hombres	31
Julio 2018	201807	Julio	26	Cuencas Mineras	C	Industria manufacturera	CNAE - 2009	Mujeres	53
Julio 2018	201807	Julio	26	Cuencas Mineras	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	26	Cuencas Mineras	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	26	Cuencas Mineras	F	Construcción	CNAE - 2009	Hombres	12
Julio 2018	201807	Julio	26	Cuencas Mineras	F	Construcción	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	26	Cuencas Mineras	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	8
Julio 2018	201807	Julio	26	Cuencas Mineras	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	26
Julio 2018	201807	Julio	26	Cuencas Mineras	H	Transporte y almacenamiento	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	26	Cuencas Mineras	I	Hostelería	CNAE - 2009	Hombres	9
Julio 2018	201807	Julio	26	Cuencas Mineras	I	Hostelería	CNAE - 2009	Mujeres	19
Julio 2018	201807	Julio	26	Cuencas Mineras	K	Actividades financieras y de seguros	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	26	Cuencas Mineras	K	Actividades financieras y de seguros	CNAE - 2009	Mujeres	3
Julio 2018	201807	Julio	26	Cuencas Mineras	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	2
Julio 2018	201807	Julio	26	Cuencas Mineras	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	4
Julio 2018	201807	Julio	26	Cuencas Mineras	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	11
Julio 2018	201807	Julio	26	Cuencas Mineras	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	6
Julio 2018	201807	Julio	26	Cuencas Mineras	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	26	Cuencas Mineras	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	14
Julio 2018	201807	Julio	26	Cuencas Mineras	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	17
Julio 2018	201807	Julio	26	Cuencas Mineras	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	5
Julio 2018	201807	Julio	26	Cuencas Mineras	S	Otros servicios	CNAE - 2009	Hombres	2
Julio 2018	201807	Julio	26	Cuencas Mineras	S	Otros servicios	CNAE - 2009	Mujeres	7
Julio 2018	201807	Julio	26	Cuencas Mineras	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	9
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	3
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	B	Industrias extractivas	CNAE - 2009	Hombres	3
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	B	Industrias extractivas	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	C	Industria manufacturera	CNAE - 2009	Hombres	14
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	C	Industria manufacturera	CNAE - 2009	Mujeres	6
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	F	Construcción	CNAE - 2009	Hombres	7
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	16
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	16
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	H	Transporte y almacenamiento	CNAE - 2009	Hombres	23
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	I	Hostelería	CNAE - 2009	Hombres	29
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	I	Hostelería	CNAE - 2009	Mujeres	48
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	K	Actividades financieras y de seguros	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	4
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	5
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	8
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	38
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	P	Educación	CNAE - 2009	Hombres	3
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	P	Educación	CNAE - 2009	Mujeres	5
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	10
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	8
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	7
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	S	Otros servicios	CNAE - 2009	Mujeres	4
Julio 2018	201807	Julio	27	Andorra-Sierra de Arcos	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	28	Bajo Aragón	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	154
Julio 2018	201807	Julio	28	Bajo Aragón	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	41
Julio 2018	201807	Julio	28	Bajo Aragón	C	Industria manufacturera	CNAE - 2009	Hombres	60
Julio 2018	201807	Julio	28	Bajo Aragón	C	Industria manufacturera	CNAE - 2009	Mujeres	19
Julio 2018	201807	Julio	28	Bajo Aragón	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	3
Julio 2018	201807	Julio	28	Bajo Aragón	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	28	Bajo Aragón	F	Construcción	CNAE - 2009	Hombres	56
Julio 2018	201807	Julio	28	Bajo Aragón	F	Construcción	CNAE - 2009	Mujeres	7
Julio 2018	201807	Julio	28	Bajo Aragón	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	61
Julio 2018	201807	Julio	28	Bajo Aragón	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	104
Julio 2018	201807	Julio	28	Bajo Aragón	H	Transporte y almacenamiento	CNAE - 2009	Hombres	43
Julio 2018	201807	Julio	28	Bajo Aragón	H	Transporte y almacenamiento	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	28	Bajo Aragón	I	Hostelería	CNAE - 2009	Hombres	70
Julio 2018	201807	Julio	28	Bajo Aragón	I	Hostelería	CNAE - 2009	Mujeres	112
Julio 2018	201807	Julio	28	Bajo Aragón	J	Información y comunicaciones	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	28	Bajo Aragón	J	Información y comunicaciones	CNAE - 2009	Mujeres	3
Julio 2018	201807	Julio	28	Bajo Aragón	K	Actividades financieras y de seguros	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	28	Bajo Aragón	K	Actividades financieras y de seguros	CNAE - 2009	Mujeres	3
Julio 2018	201807	Julio	28	Bajo Aragón	L	Actividades inmobiliarias	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	28	Bajo Aragón	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	2
Julio 2018	201807	Julio	28	Bajo Aragón	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	28	Bajo Aragón	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	14
Julio 2018	201807	Julio	28	Bajo Aragón	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	17
Julio 2018	201807	Julio	28	Bajo Aragón	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	13
Julio 2018	201807	Julio	28	Bajo Aragón	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	15
Julio 2018	201807	Julio	28	Bajo Aragón	P	Educación	CNAE - 2009	Hombres	4
Julio 2018	201807	Julio	28	Bajo Aragón	P	Educación	CNAE - 2009	Mujeres	13
Julio 2018	201807	Julio	28	Bajo Aragón	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	7
Julio 2018	201807	Julio	28	Bajo Aragón	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	30
Julio 2018	201807	Julio	28	Bajo Aragón	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	146
Julio 2018	201807	Julio	28	Bajo Aragón	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	72
Julio 2018	201807	Julio	28	Bajo Aragón	S	Otros servicios	CNAE - 2009	Hombres	2
Julio 2018	201807	Julio	28	Bajo Aragón	S	Otros servicios	CNAE - 2009	Mujeres	9
Julio 2018	201807	Julio	28	Bajo Aragón	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	10
Julio 2018	201807	Julio	29	Comunidad de Teruel	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	127
Julio 2018	201807	Julio	29	Comunidad de Teruel	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	14
Julio 2018	201807	Julio	29	Comunidad de Teruel	B	Industrias extractivas	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	29	Comunidad de Teruel	C	Industria manufacturera	CNAE - 2009	Hombres	531
Julio 2018	201807	Julio	29	Comunidad de Teruel	C	Industria manufacturera	CNAE - 2009	Mujeres	158
Julio 2018	201807	Julio	29	Comunidad de Teruel	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	4
Julio 2018	201807	Julio	29	Comunidad de Teruel	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	29	Comunidad de Teruel	F	Construcción	CNAE - 2009	Hombres	89
Julio 2018	201807	Julio	29	Comunidad de Teruel	F	Construcción	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	29	Comunidad de Teruel	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	104
Julio 2018	201807	Julio	29	Comunidad de Teruel	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	103
Julio 2018	201807	Julio	29	Comunidad de Teruel	H	Transporte y almacenamiento	CNAE - 2009	Hombres	50
Julio 2018	201807	Julio	29	Comunidad de Teruel	H	Transporte y almacenamiento	CNAE - 2009	Mujeres	4
Julio 2018	201807	Julio	29	Comunidad de Teruel	I	Hostelería	CNAE - 2009	Hombres	137
Julio 2018	201807	Julio	29	Comunidad de Teruel	I	Hostelería	CNAE - 2009	Mujeres	211
Julio 2018	201807	Julio	29	Comunidad de Teruel	J	Información y comunicaciones	CNAE - 2009	Hombres	7
Julio 2018	201807	Julio	29	Comunidad de Teruel	J	Información y comunicaciones	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	29	Comunidad de Teruel	K	Actividades financieras y de seguros	CNAE - 2009	Hombres	6
Julio 2018	201807	Julio	29	Comunidad de Teruel	K	Actividades financieras y de seguros	CNAE - 2009	Mujeres	3
Julio 2018	201807	Julio	29	Comunidad de Teruel	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	15
Julio 2018	201807	Julio	29	Comunidad de Teruel	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	7
Julio 2018	201807	Julio	29	Comunidad de Teruel	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	89
Julio 2018	201807	Julio	29	Comunidad de Teruel	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	103
Julio 2018	201807	Julio	29	Comunidad de Teruel	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	11
Julio 2018	201807	Julio	29	Comunidad de Teruel	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	25
Julio 2018	201807	Julio	29	Comunidad de Teruel	P	Educación	CNAE - 2009	Hombres	9
Julio 2018	201807	Julio	29	Comunidad de Teruel	P	Educación	CNAE - 2009	Mujeres	13
Julio 2018	201807	Julio	29	Comunidad de Teruel	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	21
Julio 2018	201807	Julio	29	Comunidad de Teruel	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	108
Julio 2018	201807	Julio	29	Comunidad de Teruel	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	139
Julio 2018	201807	Julio	29	Comunidad de Teruel	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	57
Julio 2018	201807	Julio	29	Comunidad de Teruel	S	Otros servicios	CNAE - 2009	Hombres	10
Julio 2018	201807	Julio	29	Comunidad de Teruel	S	Otros servicios	CNAE - 2009	Mujeres	28
Julio 2018	201807	Julio	29	Comunidad de Teruel	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	29	Comunidad de Teruel	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	24
Julio 2018	201807	Julio	30	Maestrazgo	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	2
Julio 2018	201807	Julio	30	Maestrazgo	C	Industria manufacturera	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	30	Maestrazgo	C	Industria manufacturera	CNAE - 2009	Mujeres	4
Julio 2018	201807	Julio	30	Maestrazgo	F	Construcción	CNAE - 2009	Hombres	2
Julio 2018	201807	Julio	30	Maestrazgo	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	30	Maestrazgo	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	4
Julio 2018	201807	Julio	30	Maestrazgo	H	Transporte y almacenamiento	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	30	Maestrazgo	I	Hostelería	CNAE - 2009	Hombres	12
Julio 2018	201807	Julio	30	Maestrazgo	I	Hostelería	CNAE - 2009	Mujeres	25
Julio 2018	201807	Julio	30	Maestrazgo	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	30	Maestrazgo	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	9
Julio 2018	201807	Julio	30	Maestrazgo	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	9
Julio 2018	201807	Julio	30	Maestrazgo	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	4
Julio 2018	201807	Julio	30	Maestrazgo	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	16
Julio 2018	201807	Julio	30	Maestrazgo	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	30	Maestrazgo	S	Otros servicios	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	30	Maestrazgo	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	31	Sierra de Albarracín	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	13
Julio 2018	201807	Julio	31	Sierra de Albarracín	C	Industria manufacturera	CNAE - 2009	Hombres	6
Julio 2018	201807	Julio	31	Sierra de Albarracín	C	Industria manufacturera	CNAE - 2009	Mujeres	7
Julio 2018	201807	Julio	31	Sierra de Albarracín	F	Construcción	CNAE - 2009	Hombres	3
Julio 2018	201807	Julio	31	Sierra de Albarracín	F	Construcción	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	31	Sierra de Albarracín	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	2
Julio 2018	201807	Julio	31	Sierra de Albarracín	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	8
Julio 2018	201807	Julio	31	Sierra de Albarracín	I	Hostelería	CNAE - 2009	Hombres	33
Julio 2018	201807	Julio	31	Sierra de Albarracín	I	Hostelería	CNAE - 2009	Mujeres	49
Julio 2018	201807	Julio	31	Sierra de Albarracín	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	31	Sierra de Albarracín	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	31	Sierra de Albarracín	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	16
Julio 2018	201807	Julio	31	Sierra de Albarracín	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	8
Julio 2018	201807	Julio	31	Sierra de Albarracín	P	Educación	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	31	Sierra de Albarracín	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	6
Julio 2018	201807	Julio	31	Sierra de Albarracín	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	9
Julio 2018	201807	Julio	31	Sierra de Albarracín	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	3
Julio 2018	201807	Julio	31	Sierra de Albarracín	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	32	Gúdar-Javalambre	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	29
Julio 2018	201807	Julio	32	Gúdar-Javalambre	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	32	Gúdar-Javalambre	C	Industria manufacturera	CNAE - 2009	Hombres	40
Julio 2018	201807	Julio	32	Gúdar-Javalambre	C	Industria manufacturera	CNAE - 2009	Mujeres	16
Julio 2018	201807	Julio	32	Gúdar-Javalambre	F	Construcción	CNAE - 2009	Hombres	5
Julio 2018	201807	Julio	32	Gúdar-Javalambre	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	24
Julio 2018	201807	Julio	32	Gúdar-Javalambre	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	29
Julio 2018	201807	Julio	32	Gúdar-Javalambre	H	Transporte y almacenamiento	CNAE - 2009	Hombres	3
Julio 2018	201807	Julio	32	Gúdar-Javalambre	H	Transporte y almacenamiento	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	32	Gúdar-Javalambre	I	Hostelería	CNAE - 2009	Hombres	73
Julio 2018	201807	Julio	32	Gúdar-Javalambre	I	Hostelería	CNAE - 2009	Mujeres	91
Julio 2018	201807	Julio	32	Gúdar-Javalambre	J	Información y comunicaciones	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	32	Gúdar-Javalambre	K	Actividades financieras y de seguros	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	32	Gúdar-Javalambre	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	8
Julio 2018	201807	Julio	32	Gúdar-Javalambre	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	3
Julio 2018	201807	Julio	32	Gúdar-Javalambre	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	4
Julio 2018	201807	Julio	32	Gúdar-Javalambre	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	32	Gúdar-Javalambre	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	10
Julio 2018	201807	Julio	32	Gúdar-Javalambre	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	13
Julio 2018	201807	Julio	32	Gúdar-Javalambre	P	Educación	CNAE - 2009	Hombres	3
Julio 2018	201807	Julio	32	Gúdar-Javalambre	P	Educación	CNAE - 2009	Mujeres	4
Julio 2018	201807	Julio	32	Gúdar-Javalambre	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	5
Julio 2018	201807	Julio	32	Gúdar-Javalambre	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	4
Julio 2018	201807	Julio	32	Gúdar-Javalambre	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	5
Julio 2018	201807	Julio	32	Gúdar-Javalambre	S	Otros servicios	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	32	Gúdar-Javalambre	S	Otros servicios	CNAE - 2009	Mujeres	4
Julio 2018	201807	Julio	32	Gúdar-Javalambre	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	32	Gúdar-Javalambre	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	3
Julio 2018	201807	Julio	33	Matarraña / Matarranya	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	19
Julio 2018	201807	Julio	33	Matarraña / Matarranya	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	33	Matarraña / Matarranya	C	Industria manufacturera	CNAE - 2009	Hombres	31
Julio 2018	201807	Julio	33	Matarraña / Matarranya	C	Industria manufacturera	CNAE - 2009	Mujeres	3
Julio 2018	201807	Julio	33	Matarraña / Matarranya	F	Construcción	CNAE - 2009	Hombres	13
Julio 2018	201807	Julio	33	Matarraña / Matarranya	F	Construcción	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	33	Matarraña / Matarranya	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	9
Julio 2018	201807	Julio	33	Matarraña / Matarranya	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	8
Julio 2018	201807	Julio	33	Matarraña / Matarranya	H	Transporte y almacenamiento	CNAE - 2009	Hombres	3
Julio 2018	201807	Julio	33	Matarraña / Matarranya	I	Hostelería	CNAE - 2009	Hombres	28
Julio 2018	201807	Julio	33	Matarraña / Matarranya	I	Hostelería	CNAE - 2009	Mujeres	66
Julio 2018	201807	Julio	33	Matarraña / Matarranya	K	Actividades financieras y de seguros	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	33	Matarraña / Matarranya	K	Actividades financieras y de seguros	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	33	Matarraña / Matarranya	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	3
Julio 2018	201807	Julio	33	Matarraña / Matarranya	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	33	Matarraña / Matarranya	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	9
Julio 2018	201807	Julio	33	Matarraña / Matarranya	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	5
Julio 2018	201807	Julio	33	Matarraña / Matarranya	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	9
Julio 2018	201807	Julio	33	Matarraña / Matarranya	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	10
Julio 2018	201807	Julio	33	Matarraña / Matarranya	P	Educación	CNAE - 2009	Mujeres	1
Julio 2018	201807	Julio	33	Matarraña / Matarranya	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	1
Julio 2018	201807	Julio	33	Matarraña / Matarranya	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	12
Julio 2018	201807	Julio	33	Matarraña / Matarranya	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	6
Julio 2018	201807	Julio	33	Matarraña / Matarranya	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	2
Julio 2018	201807	Julio	33	Matarraña / Matarranya	S	Otros servicios	CNAE - 2009	Hombres	3
Julio 2018	201807	Julio	33	Matarraña / Matarranya	S	Otros servicios	CNAE - 2009	Mujeres	7
Julio 2018	201807	Julio	33	Matarraña / Matarranya	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	2
Junio 2018	201806	Junio	01	La Jacetania	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	14
Junio 2018	201806	Junio	01	La Jacetania	C	Industria manufacturera	CNAE - 2009	Hombres	2
Junio 2018	201806	Junio	01	La Jacetania	C	Industria manufacturera	CNAE - 2009	Mujeres	2
Junio 2018	201806	Junio	01	La Jacetania	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	CNAE - 2009	Mujeres	1
Junio 2018	201806	Junio	01	La Jacetania	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	1
Junio 2018	201806	Junio	01	La Jacetania	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Mujeres	2
Junio 2018	201806	Junio	01	La Jacetania	F	Construcción	CNAE - 2009	Hombres	18
Junio 2018	201806	Junio	01	La Jacetania	F	Construcción	CNAE - 2009	Mujeres	1
Junio 2018	201806	Junio	01	La Jacetania	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	24
