Mes y año	Mes (código)	Mes nombre	Año	Comarca código	Comarca nombre	Sexo	Número de contratos	Número trabajadores (CC)
Marzo 2017	201703	Marzo	2017	31	Sierra de Albarracín	Mujeres	23	01 De 1 a 9 trabajadores
Marzo 2017	201703	Marzo	2017	31	Sierra de Albarracín	Mujeres	1	02 De 10 a 19 trabajadores
Marzo 2017	201703	Marzo	2017	31	Sierra de Albarracín	Mujeres	6	03 De 20 a 49 trabajadores
Marzo 2017	201703	Marzo	2017	31	Sierra de Albarracín	Hombres	2	04 De 50 a 99 trabajadores
Marzo 2017	201703	Marzo	2017	31	Sierra de Albarracín	Hombres	1	99 No consta
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Hombres	54	01 De 1 a 9 trabajadores
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Mujeres	31	01 De 1 a 9 trabajadores
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Hombres	37	02 De 10 a 19 trabajadores
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Mujeres	54	02 De 10 a 19 trabajadores
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Hombres	83	03 De 20 a 49 trabajadores
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Mujeres	68	03 De 20 a 49 trabajadores
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Hombres	47	04 De 50 a 99 trabajadores
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Mujeres	70	04 De 50 a 99 trabajadores
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Mujeres	1	05 De 100 a 199 trabajadores
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Hombres	3	06 De 200 a 499 trabajadores
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Mujeres	1	06 De 200 a 499 trabajadores
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Mujeres	1	07 De 500 a 999 trabajadores
Marzo 2017	201703	Marzo	2017	32	Gúdar-Javalambre	Hombres	2	99 No consta
Marzo 2017	201703	Marzo	2017	33	Matarraña / Matarranya	Hombres	56	01 De 1 a 9 trabajadores
Marzo 2017	201703	Marzo	2017	33	Matarraña / Matarranya	Mujeres	55	01 De 1 a 9 trabajadores
Marzo 2017	201703	Marzo	2017	33	Matarraña / Matarranya	Hombres	19	02 De 10 a 19 trabajadores
Marzo 2017	201703	Marzo	2017	33	Matarraña / Matarranya	Mujeres	12	02 De 10 a 19 trabajadores
Marzo 2017	201703	Marzo	2017	33	Matarraña / Matarranya	Hombres	15	03 De 20 a 49 trabajadores
Marzo 2017	201703	Marzo	2017	33	Matarraña / Matarranya	Mujeres	6	03 De 20 a 49 trabajadores
Marzo 2017	201703	Marzo	2017	33	Matarraña / Matarranya	Hombres	19	05 De 100 a 199 trabajadores
Marzo 2017	201703	Marzo	2017	33	Matarraña / Matarranya	Mujeres	1	05 De 100 a 199 trabajadores
Marzo 2017	201703	Marzo	2017	33	Matarraña / Matarranya	Hombres	1	99 No consta
Marzo 2017	201703	Marzo	2017	33	Matarraña / Matarranya	Mujeres	4	99 No consta
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Hombres	126	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Mujeres	130	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Hombres	29	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Mujeres	17	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Hombres	68	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Mujeres	58	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Hombres	75	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Mujeres	82	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Hombres	3	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Mujeres	13	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Hombres	1	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Mujeres	2	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Mujeres	2	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Hombres	5	99 No consta
Febrero 2017	201702	Febrero	2017	01	La Jacetania	Mujeres	5	99 No consta
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Hombres	96	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Mujeres	88	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Hombres	49	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Mujeres	20	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Hombres	51	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Mujeres	54	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Hombres	100	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Mujeres	131	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Hombres	4	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Mujeres	5	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Hombres	91	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Mujeres	122	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Mujeres	1	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Hombres	9	99 No consta
Febrero 2017	201702	Febrero	2017	02	Alto Gállego	Mujeres	2	99 No consta
Febrero 2017	201702	Febrero	2017	03	Sobrarbe	Hombres	50	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	03	Sobrarbe	Mujeres	30	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	03	Sobrarbe	Hombres	13	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	03	Sobrarbe	Mujeres	15	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	03	Sobrarbe	Hombres	18	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	03	Sobrarbe	Mujeres	21	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	03	Sobrarbe	Mujeres	5	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	03	Sobrarbe	Mujeres	2	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	03	Sobrarbe	Hombres	3	99 No consta
Febrero 2017	201702	Febrero	2017	03	Sobrarbe	Mujeres	1	99 No consta
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Hombres	81	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Mujeres	66	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Hombres	43	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Mujeres	17	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Hombres	25	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Mujeres	32	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Hombres	4	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Mujeres	6	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Hombres	3	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Mujeres	11	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Hombres	1	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Mujeres	3	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Hombres	1	99 No consta
Febrero 2017	201702	Febrero	2017	04	La Ribagorza	Mujeres	1	99 No consta
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Hombres	133	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Mujeres	75	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Hombres	50	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Mujeres	13	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Hombres	51	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Mujeres	27	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Hombres	25	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Mujeres	22	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Hombres	31	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Mujeres	15	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Hombres	31	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Mujeres	30	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Hombres	1	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Mujeres	1	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Hombres	6	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Mujeres	5	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	05	Cinco Villas	Hombres	6	99 No consta
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Hombres	293	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	264	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Hombres	157	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	133	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Hombres	136	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	113	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Hombres	63	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	104	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Hombres	77	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	66	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Hombres	47	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	130	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Hombres	2	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	2	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Hombres	26	99 No consta
Febrero 2017	201702	Febrero	2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	78	99 No consta
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Hombres	111	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Mujeres	69	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Hombres	34	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Mujeres	37	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Hombres	45	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Mujeres	63	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Hombres	20	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Mujeres	27	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Hombres	11	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Mujeres	14	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Hombres	40	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Mujeres	52	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Hombres	2	99 No consta
Febrero 2017	201702	Febrero	2017	07	Somontano de Barbastro	Mujeres	3	99 No consta
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Hombres	135	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Mujeres	79	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Hombres	39	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Mujeres	35	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Hombres	46	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Mujeres	48	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Hombres	31	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Mujeres	28	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Hombres	28	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Mujeres	2	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Hombres	1	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Mujeres	6	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Mujeres	2	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Hombres	3	99 No consta
Febrero 2017	201702	Febrero	2017	08	Cinca Medio	Mujeres	1	99 No consta
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Hombres	135	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Mujeres	51	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Hombres	13	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Mujeres	15	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Hombres	43	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Mujeres	28	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Hombres	21	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Mujeres	5	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Mujeres	8	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Hombres	20	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Mujeres	2	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Hombres	1	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Mujeres	1	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Hombres	4	99 No consta
Febrero 2017	201702	Febrero	2017	09	La Litera / La Llitera	Mujeres	2	99 No consta
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Hombres	99	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Mujeres	37	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Hombres	25	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Mujeres	11	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Hombres	45	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Mujeres	16	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Hombres	8	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Mujeres	21	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Hombres	1	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Mujeres	4	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Hombres	4	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Hombres	1	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Mujeres	1	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Hombres	1	99 No consta
Febrero 2017	201702	Febrero	2017	10	Los Monegros	Mujeres	5	99 No consta
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Hombres	235	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Mujeres	90	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Hombres	117	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Mujeres	86	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Hombres	152	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Mujeres	59	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Hombres	32	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Mujeres	17	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Hombres	155	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Mujeres	265	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Hombres	17	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Mujeres	25	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Mujeres	2	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Hombres	8	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Mujeres	6	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Hombres	3	99 No consta
Febrero 2017	201702	Febrero	2017	11	Bajo Cinca / Baix Cinca	Mujeres	2	99 No consta
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Hombres	59	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Mujeres	69	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Hombres	58	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Mujeres	11	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Hombres	23	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Mujeres	8	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Hombres	24	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Mujeres	20	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Hombres	62	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Mujeres	49	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Hombres	8	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Mujeres	14	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Mujeres	1	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Hombres	11	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Mujeres	19	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Hombres	90	99 No consta
Febrero 2017	201702	Febrero	2017	12	Tarazona y el Moncayo	Mujeres	57	99 No consta
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Hombres	82	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Mujeres	35	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Hombres	15	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Mujeres	12	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Hombres	17	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Mujeres	8	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Hombres	50	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Mujeres	33	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Hombres	11	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Mujeres	12	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Hombres	51	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Mujeres	52	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Hombres	17	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Mujeres	26	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Hombres	7	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Mujeres	8	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Hombres	12	99 No consta
Febrero 2017	201702	Febrero	2017	13	Campo de Borja	Mujeres	4	99 No consta
Febrero 2017	201702	Febrero	2017	14	Aranda	Hombres	31	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	14	Aranda	Mujeres	7	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	14	Aranda	Hombres	12	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	14	Aranda	Mujeres	6	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	14	Aranda	Hombres	10	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	14	Aranda	Mujeres	7	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	14	Aranda	Mujeres	3	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	14	Aranda	Hombres	3	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	14	Aranda	Mujeres	1	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	14	Aranda	Mujeres	1	99 No consta
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Hombres	121	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Mujeres	53	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Hombres	28	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Mujeres	28	02 De 10 a 19 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Hombres	99	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Mujeres	67	03 De 20 a 49 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Hombres	114	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Mujeres	70	04 De 50 a 99 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Hombres	136	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Mujeres	63	05 De 100 a 199 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Hombres	114	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Mujeres	90	06 De 200 a 499 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Hombres	58	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Mujeres	22	07 De 500 a 999 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Hombres	11	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Mujeres	11	08 De 1.000 a 4.999 trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Hombres	112	09 De 5.000 o más trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Mujeres	32	09 De 5.000 o más trabajadores
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Hombres	3	99 No consta
Febrero 2017	201702	Febrero	2017	15	Ribera Alta del Ebro	Mujeres	3	99 No consta
Febrero 2017	201702	Febrero	2017	16	Valdejalón	Hombres	271	01 De 1 a 9 trabajadores
Febrero 2017	201702	Febrero	2017	16	Valdejalón	Mujeres	94	01 De 1 a 9 trabajadores
