Mes y año	Mes (código)	Mes nombre	Año	Comarca código	Comarca nombre	Sexo	Número de contratos	Número trabajadores (CC)
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Mujeres	14	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Hombres	21	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Mujeres	17	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Hombres	7	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Mujeres	16	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Hombres	2	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Mujeres	2	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Hombres	10	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Mujeres	5	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Hombres	4	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Mujeres	26	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Hombres	2	08 De 1.000 a 4.999 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Mujeres	1	08 De 1.000 a 4.999 trabajadores
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Hombres	5	99 No consta
Febrero 2013	201302	Febrero	2013	05	Cinco Villas	Mujeres	3	99 No consta
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Hombres	205	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Mujeres	156	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Hombres	85	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Mujeres	73	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Hombres	60	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Mujeres	55	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Hombres	25	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Mujeres	28	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Hombres	47	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Mujeres	125	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Hombres	7	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Mujeres	31	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Hombres	9	99 No consta
Febrero 2013	201302	Febrero	2013	06	Hoya de Huesca / Plana de Uesca	Mujeres	13	99 No consta
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Hombres	83	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Mujeres	44	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Hombres	13	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Mujeres	11	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Hombres	31	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Mujeres	18	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Hombres	44	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Mujeres	74	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Hombres	30	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Mujeres	9	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Hombres	1	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Mujeres	4	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Hombres	1	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Mujeres	1	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Hombres	9	99 No consta
Febrero 2013	201302	Febrero	2013	07	Somontano de Barbastro	Mujeres	2	99 No consta
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Hombres	93	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Mujeres	52	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Hombres	16	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Mujeres	25	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Hombres	50	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Mujeres	24	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Hombres	68	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Mujeres	29	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Hombres	9	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Mujeres	10	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Hombres	4	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Mujeres	6	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Hombres	2	99 No consta
Febrero 2013	201302	Febrero	2013	08	Cinca Medio	Mujeres	3	99 No consta
Febrero 2013	201302	Febrero	2013	09	La Litera / La Llitera	Hombres	92	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	09	La Litera / La Llitera	Mujeres	44	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	09	La Litera / La Llitera	Hombres	14	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	09	La Litera / La Llitera	Mujeres	5	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	09	La Litera / La Llitera	Hombres	25	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	09	La Litera / La Llitera	Mujeres	9	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	09	La Litera / La Llitera	Hombres	16	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	09	La Litera / La Llitera	Mujeres	7	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	09	La Litera / La Llitera	Mujeres	1	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	09	La Litera / La Llitera	Hombres	2	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	09	La Litera / La Llitera	Mujeres	1	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	09	La Litera / La Llitera	Hombres	4	99 No consta
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Hombres	78	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Mujeres	14	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Hombres	16	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Mujeres	2	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Hombres	10	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Mujeres	1	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Hombres	6	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Mujeres	7	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Mujeres	1	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Mujeres	1	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Hombres	2	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Mujeres	1	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Hombres	2	99 No consta
Febrero 2013	201302	Febrero	2013	10	Los Monegros	Mujeres	2	99 No consta
Febrero 2013	201302	Febrero	2013	11	Bajo Cinca / Baix Cinca	Hombres	161	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	11	Bajo Cinca / Baix Cinca	Mujeres	71	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	11	Bajo Cinca / Baix Cinca	Hombres	47	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	11	Bajo Cinca / Baix Cinca	Mujeres	21	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	11	Bajo Cinca / Baix Cinca	Hombres	46	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	11	Bajo Cinca / Baix Cinca	Mujeres	32	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	11	Bajo Cinca / Baix Cinca	Hombres	33	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	11	Bajo Cinca / Baix Cinca	Mujeres	76	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	11	Bajo Cinca / Baix Cinca	Mujeres	4	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	11	Bajo Cinca / Baix Cinca	Hombres	1	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	11	Bajo Cinca / Baix Cinca	Mujeres	5	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	11	Bajo Cinca / Baix Cinca	Mujeres	3	99 No consta
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Hombres	45	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Mujeres	23	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Hombres	3	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Mujeres	3	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Hombres	4	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Mujeres	11	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Hombres	1	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Mujeres	1	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Hombres	7	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Mujeres	6	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Hombres	11	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Mujeres	15	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Mujeres	1	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Hombres	2	99 No consta
Febrero 2013	201302	Febrero	2013	12	Tarazona y el Moncayo	Mujeres	4	99 No consta
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Hombres	41	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Mujeres	18	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Hombres	4	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Mujeres	7	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Hombres	3	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Mujeres	9	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Hombres	11	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Mujeres	6	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Hombres	16	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Mujeres	4	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Hombres	5	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Mujeres	13	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Hombres	1	08 De 1.000 a 4.999 trabajadores
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Hombres	3	99 No consta
Febrero 2013	201302	Febrero	2013	13	Campo de Borja	Mujeres	3	99 No consta
Febrero 2013	201302	Febrero	2013	14	Aranda	Hombres	18	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	14	Aranda	Mujeres	8	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	14	Aranda	Hombres	17	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	14	Aranda	Mujeres	9	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	14	Aranda	Hombres	4	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	14	Aranda	Mujeres	11	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	14	Aranda	Mujeres	2	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Hombres	76	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Mujeres	31	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Hombres	31	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Mujeres	5	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Hombres	26	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Mujeres	28	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Hombres	40	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Mujeres	21	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Hombres	32	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Mujeres	3	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Hombres	50	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Mujeres	28	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Hombres	30	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Mujeres	5	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Hombres	12	09 De 5.000 o más trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Mujeres	1	09 De 5.000 o más trabajadores
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Hombres	31	99 No consta
Febrero 2013	201302	Febrero	2013	15	Ribera Alta del Ebro	Mujeres	8	99 No consta
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Hombres	154	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Mujeres	62	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Hombres	33	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Mujeres	9	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Hombres	29	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Mujeres	35	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Hombres	94	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Mujeres	24	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Hombres	17	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Mujeres	27	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Hombres	41	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Mujeres	19	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Hombres	141	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Mujeres	49	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Hombres	29	99 No consta
Febrero 2013	201302	Febrero	2013	16	Valdejalón	Mujeres	3	99 No consta
Febrero 2013	201302	Febrero	2013	17	Central	Hombres	2005	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Mujeres	1949	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Hombres	713	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Mujeres	570	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Hombres	844	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Mujeres	830	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Hombres	588	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Mujeres	671	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Hombres	661	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Mujeres	548	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Hombres	847	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Mujeres	934	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Hombres	678	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Mujeres	1041	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Hombres	128	08 De 1.000 a 4.999 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Mujeres	155	08 De 1.000 a 4.999 trabajadores
Febrero 2013	201302	Febrero	2013	17	Central	Hombres	102	99 No consta
Febrero 2013	201302	Febrero	2013	17	Central	Mujeres	164	99 No consta
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Hombres	26	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Mujeres	29	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Hombres	2	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Mujeres	3	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Hombres	8	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Mujeres	8	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Hombres	60	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Mujeres	2	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Hombres	3	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Mujeres	3	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Hombres	13	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Mujeres	3	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Hombres	3	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Hombres	3	99 No consta
Febrero 2013	201302	Febrero	2013	18	Ribera Baja del Ebro	Mujeres	1	99 No consta
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	122	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	31	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	23	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	12	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	26	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	5	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	28	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	3	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	1	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	2	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	3	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	3	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	7	99 No consta
Febrero 2013	201302	Febrero	2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	4	99 No consta
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Hombres	141	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Mujeres	61	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Hombres	32	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Mujeres	28	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Hombres	13	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Mujeres	20	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Hombres	5	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Mujeres	5	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Hombres	5	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Mujeres	13	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Mujeres	2	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Hombres	30	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Mujeres	28	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Hombres	3	08 De 1.000 a 4.999 trabajadores
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Hombres	6	99 No consta
Febrero 2013	201302	Febrero	2013	20	Comunidad de Calatayud	Mujeres	3	99 No consta
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Hombres	49	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Mujeres	18	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Hombres	15	02 De 10 a 19 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Hombres	7	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Mujeres	6	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Hombres	4	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Mujeres	6	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Hombres	14	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Mujeres	1	05 De 100 a 199 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Hombres	71	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Mujeres	18	06 De 200 a 499 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Hombres	5	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Mujeres	3	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Hombres	5	99 No consta
Febrero 2013	201302	Febrero	2013	21	Campo de Cariñena	Mujeres	3	99 No consta
Febrero 2013	201302	Febrero	2013	22	Campo de Belchite	Hombres	9	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	22	Campo de Belchite	Mujeres	5	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	22	Campo de Belchite	Mujeres	3	03 De 20 a 49 trabajadores
Febrero 2013	201302	Febrero	2013	22	Campo de Belchite	Mujeres	1	04 De 50 a 99 trabajadores
Febrero 2013	201302	Febrero	2013	22	Campo de Belchite	Hombres	1	07 De 500 a 999 trabajadores
Febrero 2013	201302	Febrero	2013	22	Campo de Belchite	Hombres	1	99 No consta
Febrero 2013	201302	Febrero	2013	22	Campo de Belchite	Mujeres	1	99 No consta
Febrero 2013	201302	Febrero	2013	23	Bajo Martín	Hombres	30	01 De 1 a 9 trabajadores
Febrero 2013	201302	Febrero	2013	23	Bajo Martín	Mujeres	14	01 De 1 a 9 trabajadores
