Año	Provincia nombre	Municipio código	Municipio nombre	Saldo Vegetativo	Nacidos vivos residentes	Matrimonios residentes	Defunciones residentes
2015	Huesca	22002	Abizanda	-1,0			1,0
2015	Huesca	22003	Adahuesca	-2,0			2,0
2015	Huesca	22007	Albalate de Cinca	-13,0		4	13,0
2015	Huesca	22009	Albelda	-27,0		2	27,0
2015	Huesca	22011	Albero Alto	-1,0			1,0
2015	Huesca	22013	Alberuela de Tubo	-2,0		1	2,0
2015	Huesca	22015	Alcalá del Obispo	-4,0			4,0
2015	Huesca	22016	Alcampell	-15,0			15,0
2015	Huesca	22017	Alcolea de Cinca	-7,0		3	7,0
2015	Huesca	22018	Alcubierre	-14,0			14,0
2015	Huesca	22020	Alfántega	-3,0		1	3,0
2015	Huesca	22021	Almudévar	-37,0		6	37,0
2015	Huesca	22022	Almunia de San Juan	-8,0		3	8,0
2015	Huesca	22023	Almuniente	-8,0			8,0
2015	Huesca	22024	Alquézar	-2,0			2,0
2015	Huesca	22025	Altorricón	-12,0		2	12,0
2015	Huesca	22027	Angüés	-12,0		2	12,0
2015	Huesca	22028	Ansó	-9,0			9,0
2015	Huesca	22032	Aragüés del Puerto				
2015	Huesca	22035	Arén	-4,0			4,0
2015	Huesca	22037	Arguis	-1,0			1,0
2015	Huesca	22039	Ayerbe	-26,0		2	26,0
2015	Huesca	22040	Azanuy-Alins	-4,0			4,0
2015	Huesca	22041	Azara	-3,0			3,0
2015	Huesca	22044	Bailo	-2,0			2,0
2015	Huesca	22046	Ballobar	-16,0		2	16,0
2015	Huesca	22047	Banastás	-3,0			3,0
2015	Huesca	22048	Barbastro	-185,0		49	185,0
2015	Huesca	22052	Belver de Cinca	-31,0		3	31,0
2015	Huesca	22053	Benabarre	-30,0		2	30,0
2015	Huesca	22054	Benasque	-7,0		3	7,0
2015	Huesca	22057	Bielsa	-6,0		3	6,0
2015	Huesca	22058	Bierge	-2,0			2,0
2015	Huesca	22059	Biescas	-17,0		4	17,0
2015	Huesca	22060	Binaced	-20,0		3	20,0
2015	Huesca	22061	Binéfar	-104,0		21	104,0
2015	Huesca	22062	Bisaurri	-3,0		1	3,0
2015	Huesca	22064	Blecua y Torres	-1,0			1,0
2015	Huesca	22066	Boltaña	-14,0		4	14,0
2015	Huesca	22067	Bonansa	-3,0			3,0
2015	Huesca	22069	Broto	-7,0		1	7,0
2015	Huesca	22072	Caldearenas	-2,0		1	2,0
2015	Huesca	22075	Camporrells	-1,0			1,0
2015	Huesca	22078	Canfranc	-5,0		1	5,0
2015	Huesca	22080	Capella	-7,0			7,0
2015	Huesca	22081	Casbas de Huesca	-4,0			4,0
2015	Huesca	22083	Castejón de Monegros	-16,0			16,0
2015	Huesca	22084	Castejón de Sos	-8,0		1	8,0
2015	Huesca	22086	Castiello de Jaca	-5,0		1	5,0
2015	Huesca	22089	Castillonroy	-3,0			3,0
2015	Huesca	22095	Chía	-3,0			3,0
2015	Huesca	22096	Chimillas	-6,0		1	6,0
2015	Huesca	22099	Esplús	-11,0			11,0
2015	Huesca	22103	Estadilla	-15,0		2	15,0
2015	Huesca	22105	Estopiñán del Castillo	-3,0			3,0
2015	Huesca	22107	Fanlo	-1,0			1,0
2015	Huesca	22109	Fiscal	-4,0		1	4,0
2015	Huesca	22110	Fonz	-13,0		1	13,0
2015	Huesca	22111	Foradada del Toscar	-2,0			2,0
2015	Huesca	22112	Fraga	-147,0		46	147,0
2015	Huesca	22113	Fueva (La)	-7,0		3	7,0
2015	Huesca	22116	Grañén	-27,0		3	27,0
2015	Huesca	22117	Graus	-54,0		1	54,0
2015	Huesca	22119	Gurrea de Gállego	-25,0		2	25,0
2015	Huesca	22124	Huerto	-6,0		1	6,0
2015	Huesca	22125	Huesca	-581,0		186	581,0
2015	Huesca	22127	Igriés	-13,0			13,0
2015	Huesca	22128	Ilche	-4,0			4,0
2015	Huesca	22129	Isábena	-2,0		3	2,0
2015	Huesca	22130	Jaca	-164,0		44	164,0
2015	Huesca	22133	Labuerda	-1,0			1,0
2015	Huesca	22135	Laluenga	-3,0			3,0
2015	Huesca	22136	Lalueza	-18,0		1	18,0
2015	Huesca	22137	Lanaja	-25,0		1	25,0
2015	Huesca	22141	Lascellas-Ponzano	-3,0			3,0
2015	Huesca	22142	Lascuarre	-1,0			1,0
2015	Huesca	22144	Laspuña	-6,0			6,0
2015	Huesca	22149	Loarre	-5,0		2	5,0
2015	Huesca	22151	Loscorrales	-3,0			3,0
2015	Huesca	22155	Monesma y Cajigar	-3,0			3,0
2015	Huesca	22156	Monflorite-Lascasas	-3,0		2	3,0
2015	Huesca	22158	Monzón	-181,0		62	181,0
2015	Huesca	22160	Naval	-2,0			2,0
2015	Huesca	22163	Nueno	-5,0		1	5,0
2015	Huesca	22165	Ontiñena	-10,0			10,0
2015	Huesca	22167	Osso de Cinca	-9,0		3	9,0
2015	Huesca	22170	Panticosa	-8,0		5	8,0
2015	Huesca	22172	Peñalba	-6,0			6,0
2015	Huesca	22173	Peñas de Riglos (Las)	-1,0			1,0
2015	Huesca	22174	Peralta de Alcofea	-13,0		2	13,0
2015	Huesca	22176	Peraltilla	-1,0			1,0
2015	Huesca	22182	Plan	-6,0		1	6,0
2015	Huesca	22184	Poleñino	-4,0			4,0
2015	Huesca	22186	Pozán de Vero	-7,0			7,0
2015	Huesca	22189	Puértolas	-3,0		1	3,0
2015	Huesca	22193	Pueyo de Santa Cruz	-4,0		2	4,0
2015	Huesca	22195	Quicena	-2,0			2,0
2015	Huesca	22197	Robres	-8,0		2	8,0
2015	Huesca	22199	Sabiñánigo	-93,0		31	93,0
2015	Huesca	22200	Sahún	-3,0			3,0
2015	Huesca	22201	Salas Altas	-8,0			8,0
2015	Huesca	22203	Salillas	-2,0			2,0
2015	Huesca	22204	Sallent de Gállego	-9,0		4	9,0
2015	Huesca	22205	San Esteban de Litera	-11,0			11,0
2015	Huesca	22208	Santa Cilia	0,0		1	
2015	Huesca	22209	Santa Cruz de la Serós	-1,0			1,0
2015	Huesca	22213	Sariñena	-45,0		19	45,0
2015	Huesca	22214	Secastilla	-4,0			4,0
2015	Huesca	22217	Sena	-5,0			5,0
2015	Huesca	22221	Sesué	-3,0			3,0
2015	Huesca	22222	Siétamo	-4,0		1	4,0
2015	Huesca	22225	Tamarite de Litera	-59,0		12	59,0
2015	Huesca	22226	Tardienta	-20,0		5	20,0
2015	Huesca	22227	Tella-Sin	-3,0			3,0
2015	Huesca	22228	Tierz	-2,0		3	2,0
2015	Huesca	22230	Torla-Ordesa	-2,0			2,0
2015	Huesca	22234	Torrente de Cinca	-10,0			10,0
2015	Huesca	22236	Torres de Barbués	-9,0			9,0
2015	Huesca	22245	Velilla de Cinca	-5,0		2	5,0
2015	Huesca	22249	Villanova				
2015	Huesca	22250	Villanúa	-1,0		1	1,0
2015	Huesca	22254	Zaidín	-17,0		2	17,0
2015	Huesca	22901	Valle de Hecho	-12,0			12,0
2015	Huesca	22902	Puente la Reina de Jaca	-4,0			4,0
2015	Huesca	22903	San Miguel del Cinca	-14,0		4	14,0
2015	Huesca	22904	Sotonera (La)	-17,0		1	17,0
2015	Huesca	22905	Lupiñén-Ortilla	-1,0		1	1,0
2015	Huesca	22906	Santa María de Dulcis	-3,0			3,0
2015	Huesca	22907	Aínsa-Sobrarbe	-26,0		7	26,0
2015	Teruel	44004	Aguaviva	-7,0			7,0
2015	Teruel	44005	Aguilar del Alfambra	-3,0			3,0
2015	Teruel	44007	Alba	-7,0			7,0
2015	Teruel	44008	Albalate del Arzobispo	-28,0			28,0
2015	Teruel	44009	Albarracín	-17,0		4	17,0
2015	Teruel	44010	Albentosa	-3,0			3,0
2015	Teruel	44011	Alcaine	-3,0			3,0
2015	Teruel	44013	Alcañiz	-148,0		60	148,0
2015	Teruel	44014	Alcorisa	-37,0		11	37,0
2015	Teruel	44016	Alfambra	-5,0			5,0
2015	Teruel	44017	Aliaga	-2,0		1	2,0
2015	Teruel	44022	Alloza	-8,0		3	8,0
2015	Teruel	44025	Andorra	-77,0		19	77,0
2015	Teruel	44027	Arens de Lledó	-4,0			4,0
2015	Teruel	44029	Ariño	-15,0		3	15,0
2015	Teruel	44037	Beceite	-4,0			4,0
2015	Teruel	44040	Berge				
2015	Teruel	44044	Bordón	-1,0			1,0
2015	Teruel	44045	Bronchales	-4,0		2	4,0
2015	Teruel	44049	Calaceite	-10,0		2	10,0
2015	Teruel	44050	Calamocha	-69,0		7	69,0
2015	Teruel	44051	Calanda	-45,0		10	45,0
2015	Teruel	44053	Camañas	-3,0			3,0
2015	Teruel	44054	Camarena de la Sierra	-3,0			3,0
2015	Teruel	44059	Cantavieja	-8,0			8,0
2015	Teruel	44063	Cañizar del Olivar				
2015	Teruel	44066	Castel de Cabra	-2,0			2,0
2015	Teruel	44067	Castelnou	-5,0			5,0
2015	Teruel	44068	Castelserás	-14,0		2	14,0
2015	Teruel	44071	Castellote	-11,0		3	11,0
2015	Teruel	44074	Cedrillas	-6,0		2	6,0
2015	Teruel	44075	Celadas	-9,0			9,0
2015	Teruel	44076	Cella	-45,0		13	45,0
2015	Teruel	44084	Cortes de Aragón	-3,0			3,0
2015	Teruel	44086	Cretas	-8,0			8,0
2015	Teruel	44088	Cuba (La)	-1,0			1,0
2015	Teruel	44094	Cuevas Labradas	-5,0			5,0
2015	Teruel	44099	Escucha	-7,0		4	7,0
2015	Teruel	44100	Estercuel	-6,0			6,0
2015	Teruel	44106	Fortanete	-3,0			3,0
2015	Teruel	44107	Foz-Calanda	-4,0		2	4,0
2015	Teruel	44108	Fresneda (La)	-7,0		1	7,0
2015	Teruel	44111	Fuentes Calientes	-2,0			2,0
2015	Teruel	44112	Fuentes Claras	-14,0		1	14,0
2015	Teruel	44114	Fuentespalda	-3,0		3	3,0
2015	Teruel	44117	Gea de Albarracín	-6,0			6,0
2015	Teruel	44118	Ginebrosa (La)	-4,0		1	4,0
2015	Teruel	44120	Guadalaviar	-4,0			4,0
2015	Teruel	44121	Gúdar	-1,0			1,0
2015	Teruel	44122	Híjar	-28,0		1	28,0
2015	Teruel	44124	Hoz de la Vieja (La)	-2,0			2,0
2015	Teruel	44126	Iglesuela del Cid (La)	-13,0			13,0
2015	Teruel	44130	Jorcas	-2,0			2,0
2015	Teruel	44132	Lagueruela				
2015	Teruel	44143	Manzanera	-6,0		1	6,0
2015	Teruel	44144	Martín del Río	-5,0		2	5,0
2015	Teruel	44145	Mas de las Matas	-17,0		5	17,0
2015	Teruel	44146	Mata de los Olmos (La)	-2,0		2	2,0
2015	Teruel	44147	Mazaleón	-8,0			8,0
2015	Teruel	44153	Monreal del Campo	-53,0		5	53,0
2015	Teruel	44154	Monroyo	-3,0			3,0
2015	Teruel	44155	Montalbán	-21,0		2	21,0
2015	Teruel	44158	Mora de Rubielos	-24,0		5	24,0
2015	Teruel	44160	Mosqueruela	-8,0		4	8,0
2015	Teruel	44161	Muniesa	-12,0		2	12,0
2015	Teruel	44165	Nogueruelas	-2,0			2,0
2015	Teruel	44169	Ojos Negros	-6,0		1	6,0
2015	Teruel	44171	Olba	-3,0		1	3,0
2015	Teruel	44172	Oliete	-7,0			7,0
2015	Teruel	44173	Olmos (Los)	-1,0			1,0
2015	Teruel	44174	Orihuela del Tremedal	-6,0			6,0
2015	Teruel	44176	Palomar de Arroyos	-3,0			3,0
2015	Teruel	44179	Peñarroya de Tastavins	-8,0		4	8,0
2015	Teruel	44181	Peralejos	-6,0		1	6,0
2015	Teruel	44182	Perales del Alfambra	-5,0			5,0
2015	Teruel	44185	Pobo (El)	-1,0			1,0
2015	Teruel	44187	Portellada (La)	-3,0		1	3,0
2015	Teruel	44191	Puebla de Híjar (La)	-6,0		1	6,0
2015	Teruel	44192	Puebla de Valverde (La)	-9,0		2	9,0
2015	Teruel	44194	Ráfales	-2,0			2,0
2015	Teruel	44197	Ródenas	-3,0			3,0
2015	Teruel	44201	Rubielos de Mora	-7,0		2	7,0
2015	Teruel	44205	Samper de Calanda	-13,0			13,0
2015	Teruel	44209	Santa Eulalia	-16,0			16,0
2015	Teruel	44210	Sarrión	-15,0		4	15,0
2015	Teruel	44216	Teruel	-347,0		126	347,0
2015	Teruel	44220	Torralba de los Sisones	-2,0			2,0
2015	Teruel	44221	Torrecilla de Alcañiz	-3,0			3,0
2015	Teruel	44225	Torre del Compte	-7,0		1	7,0
2015	Teruel	44226	Torrelacárcel	-5,0			5,0
2015	Teruel	44230	Torrevelilla	-1,0		1	1,0
2015	Teruel	44232	Torrijo del Campo	-7,0		1	7,0
2015	Teruel	44238	Utrillas	-38,0		7	38,0
2015	Teruel	44240	Valbona	-5,0			5,0
2015	Teruel	44241	Valdealgorfa	-11,0		3	11,0
2015	Teruel	44244	Valdelinares	-1,0			1,0
2015	Teruel	44245	Valdeltormo	-10,0		1	10,0
2015	Teruel	44246	Valderrobres	-27,0		12	27,0
2015	Teruel	44247	Valjunquera	-5,0			5,0
2015	Teruel	44251	Villafranca del Campo	-4,0			4,0
2015	Teruel	44257	Villar del Cobo	-4,0			4,0
2015	Teruel	44258	Villar del Salz	-1,0			1,0
2015	Teruel	44260	Villarluengo	-3,0			3,0
2015	Teruel	44261	Villarquemado	-16,0		3	16,0
2015	Teruel	44263	Villastar	-4,0		5	4,0
2015	Teruel	44264	Villel	-5,0		1	5,0
2015	Teruel	44265	Vinaceite	-3,0			3,0
2015	Zaragoza	50003	Agón	-3,0			3,0
2015	Zaragoza	50004	Aguarón	-18,0		2	18,0
2015	Zaragoza	50006	Ainzón	-16,0		3	16,0
2015	Zaragoza	50008	Alagón	-75,0		24	75,0
2015	Zaragoza	50013	Alcalá de Ebro	-5,0			5,0
2015	Zaragoza	50015	Alconchel de Ariza	-1,0			1,0
2015	Zaragoza	50017	Alfajarín	-14,0		13	14,0
2015	Zaragoza	50018	Alfamén	-17,0			17,0
2015	Zaragoza	50020	Alhama de Aragón	-17,0			17,0
2015	Zaragoza	50022	Almolda (La)	-14,0			14,0
2015	Zaragoza	50023	Almonacid de la Cuba	-1,0			1,0
2015	Zaragoza	50024	Almonacid de la Sierra	-15,0		1	15,0
2015	Zaragoza	50025	Almunia de Doña Godina (La)	-85,0		20	85,0
2015	Zaragoza	50026	Alpartir	-6,0		1	6,0
2015	Zaragoza	50027	Ambel	-5,0			5,0
2015	Zaragoza	50029	Aniñón	-14,0			14,0
2015	Zaragoza	50031	Aranda de Moncayo	-6,0			6,0
2015	Zaragoza	50032	Arándiga	-6,0			6,0
2015	Zaragoza	50034	Ariza	-17,0		2	17,0
2015	Zaragoza	50038	Ateca	-31,0		3	31,0
2015	Zaragoza	50044	Bardallur	-1,0			1,0
2015	Zaragoza	50045	Belchite	-31,0		2	31,0
2015	Zaragoza	50050	Bijuesca				
2015	Zaragoza	50051	Biota	-17,0		1	17,0
2015	Zaragoza	50053	Boquiñeni	-15,0		1	15,0
2015	Zaragoza	50055	Borja	-59,0		15	59,0
2015	Zaragoza	50056	Botorrita	-5,0		4	5,0
2015	Zaragoza	50057	Brea de Aragón	-19,0		5	19,0
2015	Zaragoza	50059	Bujaraloz	-9,0		1	9,0
2015	Zaragoza	50060	Bulbuente	-3,0		1	3,0
2015	Zaragoza	50062	Burgo de Ebro (El)	-13,0		17	13,0
2015	Zaragoza	50063	Buste (El)				
2015	Zaragoza	50064	Cabañas de Ebro	-11,0		1	11,0
2015	Zaragoza	50066	Cadrete	-25,0		21	25,0
2015	Zaragoza	50067	Calatayud	-232,0		65	232,0
2015	Zaragoza	50068	Calatorao	-33,0		8	33,0
2015	Zaragoza	50070	Calmarza	-4,0			4,0
2015	Zaragoza	50071	Campillo de Aragón	-1,0		1	1,0
2015	Zaragoza	50072	Carenas	-3,0			3,0
2015	Zaragoza	50073	Cariñena	-35,0		9	35,0
2015	Zaragoza	50074	Caspe	-101,0		27	101,0
2015	Zaragoza	50078	Castiliscar	-3,0			3,0
2015	Zaragoza	50079	Cervera de la Cañada	-2,0			2,0
2015	Zaragoza	50081	Cetina	-16,0			16,0
2015	Zaragoza	50088	Cosuenda	-8,0			8,0
2015	Zaragoza	50089	Cuarte de Huerva	-33,0		85	33,0
2015	Zaragoza	50092	Chiprana	-10,0			10,0
2015	Zaragoza	50093	Chodes	-3,0			3,0
2015	Zaragoza	50094	Daroca	-42,0		8	42,0
2015	Zaragoza	50095	Ejea de los Caballeros	-166,0		41	166,0
2015	Zaragoza	50099	Épila	-53,0		12	53,0
2015	Zaragoza	50101	Escatrón	-23,0			23,0
2015	Zaragoza	50102	Fabara	-12,0		1	12,0
2015	Zaragoza	50105	Fayón	-6,0		1	6,0
2015	Zaragoza	50107	Figueruelas	-25,0		5	25,0
2015	Zaragoza	50111	Fréscano	-3,0			3,0
2015	Zaragoza	50113	Fuendejalón	-11,0		1	11,0
2015	Zaragoza	50115	Fuentes de Ebro	-50,0		14	50,0
2015	Zaragoza	50118	Gallur	-45,0		4	45,0
2015	Zaragoza	50119	Gelsa	-17,0			17,0
2015	Zaragoza	50122	Grisel	-2,0		1	2,0
2015	Zaragoza	50123	Grisén	-9,0		3	9,0
2015	Zaragoza	50124	Herrera de los Navarros	-11,0			11,0
2015	Zaragoza	50125	Ibdes	-8,0		1	8,0
2015	Zaragoza	50126	Illueca	-35,0		5	35,0
2015	Zaragoza	50129	Jaraba	-4,0		1	4,0
2015	Zaragoza	50130	Jarque	-10,0		1	10,0
2015	Zaragoza	50132	Joyosa (La)	-6,0		7	6,0
2015	Zaragoza	50133	Lagata	-3,0			3,0
2015	Zaragoza	50136	Lécera	-11,0		2	11,0
2015	Zaragoza	50137	Leciñena	-17,0		2	17,0
2015	Zaragoza	50141	Lituénigo	-2,0			2,0
2015	Zaragoza	50143	Longares	-10,0		2	10,0
2015	Zaragoza	50146	Lucena de Jalón	-8,0			8,0
2015	Zaragoza	50147	Luceni	-23,0		3	23,0
2015	Zaragoza	50150	Lumpiaque	-16,0		2	16,0
2015	Zaragoza	50151	Luna	-16,0		1	16,0
2015	Zaragoza	50152	Maella	-40,0		6	40,0
2015	Zaragoza	50153	Magallón	-12,0		3	12,0
2015	Zaragoza	50156	Maleján	-6,0			6,0
2015	Zaragoza	50157	Malón	-13,0		1	13,0
2015	Zaragoza	50159	Maluenda	-19,0		2	19,0
2015	Zaragoza	50160	Mallén	-26,0		10	26,0
2015	Zaragoza	50162	Mara	-3,0			3,0
2015	Zaragoza	50163	María de Huerva	-21,0		36	21,0
2015	Zaragoza	50164	Mediana de Aragón	-7,0		1	7,0
2015	Zaragoza	50165	Mequinenza	-27,0		4	27,0
2015	Zaragoza	50169	Miedes de Aragón	-13,0		1	13,0
2015	Zaragoza	50170	Monegrillo	-12,0			12,0
2015	Zaragoza	50172	Monreal de Ariza	-8,0		1	8,0
2015	Zaragoza	50175	Morata de Jalón	-19,0		3	19,0
2015	Zaragoza	50176	Morata de Jiloca	-4,0			4,0
2015	Zaragoza	50177	Morés	-8,0		1	8,0
2015	Zaragoza	50178	Moros	-8,0			8,0
2015	Zaragoza	50181	Muel	-21,0		5	21,0
2015	Zaragoza	50182	Muela (La)	-24,0		29	24,0
2015	Zaragoza	50183	Munébrega	-9,0			9,0
2015	Zaragoza	50189	Nonaspe	-17,0		3	17,0
2015	Zaragoza	50190	Novallas	-12,0		5	12,0
2015	Zaragoza	50191	Novillas	-10,0		2	10,0
2015	Zaragoza	50192	Nuévalos	-3,0		1	3,0
2015	Zaragoza	50193	Nuez de Ebro	-3,0		4	3,0
2015	Zaragoza	50199	Osera de Ebro	-10,0			10,0
2015	Zaragoza	50201	Paracuellos de Jiloca	-12,0		1	12,0
2015	Zaragoza	50203	Pastriz	-19,0		7	19,0
2015	Zaragoza	50204	Pedrola	-27,0		13	27,0
2015	Zaragoza	50206	Perdiguera	-6,0		2	6,0
2015	Zaragoza	50208	Pina de Ebro	-15,0		8	15,0
2015	Zaragoza	50209	Pinseque	-69,0		19	69,0
2015	Zaragoza	50211	Plasencia de Jalón	-3,0			3,0
2015	Zaragoza	50216	Pozuelo de Aragón	-6,0		1	6,0
2015	Zaragoza	50217	Pradilla de Ebro	-9,0			9,0
2015	Zaragoza	50219	Puebla de Alfindén (La)	-28,0		30	28,0
2015	Zaragoza	50222	Quinto	-26,0		10	26,0
2015	Zaragoza	50223	Remolinos	-17,0			17,0
2015	Zaragoza	50225	Ricla	-28,0		2	28,0
2015	Zaragoza	50228	Rueda de Jalón	-2,0		1	2,0
2015	Zaragoza	50230	Sádaba	-32,0		1	32,0
2015	Zaragoza	50231	Salillas de Jalón	-7,0			7,0
2015	Zaragoza	50232	Salvatierra de Esca	-2,0			2,0
2015	Zaragoza	50234	San Martín de la Virgen de Moncayo	-4,0		1	4,0
2015	Zaragoza	50235	San Mateo de Gállego	-29,0		14	29,0
2015	Zaragoza	50240	Sástago	-28,0		2	28,0
2015	Zaragoza	50241	Saviñán	-21,0			21,0
2015	Zaragoza	50247	Sobradiel	-12,0		7	12,0
2015	Zaragoza	50248	Sos del Rey Católico	-4,0		4	4,0
2015	Zaragoza	50249	Tabuenca	-3,0		1	3,0
2015	Zaragoza	50251	Tarazona	-107,0		39	107,0
2015	Zaragoza	50252	Tauste	-90,0		20	90,0
2015	Zaragoza	50253	Terrer	-13,0		1	13,0
2015	Zaragoza	50254	Tierga	-3,0		1	3,0
2015	Zaragoza	50261	Torrellas	-10,0		1	10,0
2015	Zaragoza	50262	Torres de Berrellén	-16,0		4	16,0
2015	Zaragoza	50264	Tosos	-10,0			10,0
2015	Zaragoza	50268	Undués de Lerda				
2015	Zaragoza	50269	Urrea de Jalón	-7,0			7,0
2015	Zaragoza	50270	Urriés	-2,0			2,0
2015	Zaragoza	50272	Utebo	-80,0		73	80,0
2015	Zaragoza	50279	Velilla de Jiloca	-4,0			4,0
2015	Zaragoza	50280	Vera de Moncayo	-3,0		1	3,0
2015	Zaragoza	50281	Vierlas	-2,0			2,0
2015	Zaragoza	50285	Villafranca de Ebro	-10,0		2	10,0
2015	Zaragoza	50286	Villalba de Perejil				
2015	Zaragoza	50287	Villalengua	-4,0		1	4,0
2015	Zaragoza	50288	Villanueva de Gállego	-38,0		16	38,0
2015	Zaragoza	50290	Villanueva de Huerva	-11,0		1	11,0
2015	Zaragoza	50292	Villarreal de Huerva	-3,0		1	3,0
2015	Zaragoza	50296	Zaida (La)	-3,0			3,0
2015	Zaragoza	50297	Zaragoza	-6473,0		2394	6473,0
2015	Zaragoza	50298	Zuera	-82,0		35	82,0
2015	Zaragoza	50903	Villamayor de Gállego	-27,0		6	27,0
2014	Huesca	22002	Abizanda	-1,0		1	1,0
2014	Huesca	22003	Adahuesca	-1,0			1,0
2014	Huesca	22006	Aísa	-2,0		1	2,0
2014	Huesca	22007	Albalate de Cinca	-12,0		2	12,0
2014	Huesca	22009	Albelda	-10,0		1	10,0
2014	Huesca	22011	Albero Alto	-1,0			1,0
2014	Huesca	22012	Albero Bajo	0,0		1	
2014	Huesca	22013	Alberuela de Tubo	-4,0		2	4,0
2014	Huesca	22014	Alcalá de Gurrea	-3,0			3,0
2014	Huesca	22015	Alcalá del Obispo	-4,0			4,0
2014	Huesca	22016	Alcampell	-7,0		1	7,0
2014	Huesca	22017	Alcolea de Cinca	-25,0			25,0
2014	Huesca	22018	Alcubierre	-5,0		1	5,0
2014	Huesca	22020	Alfántega	-2,0		3	2,0
2014	Huesca	22021	Almudévar	-36,0		8	36,0
2014	Huesca	22022	Almunia de San Juan	-10,0		5	10,0
2014	Huesca	22023	Almuniente	-5,0			5,0
2014	Huesca	22025	Altorricón	-12,0		3	12,0
2014	Huesca	22028	Ansó	-10,0		1	10,0
2014	Huesca	22035	Arén	-1,0			1,0
2014	Huesca	22039	Ayerbe	-16,0			16,0
2014	Huesca	22040	Azanuy-Alins	-4,0		1	4,0
2014	Huesca	22041	Azara	-2,0		1	2,0
2014	Huesca	22043	Baells	-2,0			2,0
2014	Huesca	22046	Ballobar	-16,0		4	16,0
2014	Huesca	22047	Banastás	-1,0			1,0
2014	Huesca	22048	Barbastro	-197,0		39	197,0
2014	Huesca	22052	Belver de Cinca	-37,0		1	37,0
2014	Huesca	22053	Benabarre	-23,0		3	23,0
2014	Huesca	22054	Benasque	-14,0		2	14,0
2014	Huesca	22057	Bielsa	-5,0		1	5,0
2014	Huesca	22058	Bierge	-3,0			3,0
2014	Huesca	22059	Biescas	-18,0		6	18,0
2014	Huesca	22060	Binaced	-24,0		5	24,0
2014	Huesca	22061	Binéfar	-86,0		34	86,0
2014	Huesca	22064	Blecua y Torres	-1,0			1,0
2014	Huesca	22066	Boltaña	-8,0		1	8,0
2014	Huesca	22068	Borau				
2014	Huesca	22069	Broto	-6,0			6,0
2014	Huesca	22074	Campo	-5,0			5,0
2014	Huesca	22076	Canal de Berdún	-2,0			2,0
2014	Huesca	22080	Capella	-4,0		1	4,0
2014	Huesca	22082	Castejón del Puente	-3,0			3,0
2014	Huesca	22083	Castejón de Monegros	-8,0			8,0
2014	Huesca	22084	Castejón de Sos	-3,0		3	3,0
2014	Huesca	22089	Castillonroy	-8,0			8,0
2014	Huesca	22096	Chimillas	-9,0		1	9,0
2014	Huesca	22099	Esplús	-5,0		2	5,0
2014	Huesca	22102	Estada	-1,0		1	1,0
2014	Huesca	22103	Estadilla	-15,0		3	15,0
2014	Huesca	22107	Fanlo	-1,0		3	1,0
2014	Huesca	22110	Fonz	-16,0		2	16,0
2014	Huesca	22112	Fraga	-140,0		50	140,0
2014	Huesca	22113	Fueva (La)	-11,0		5	11,0
2014	Huesca	22114	Gistaín	-3,0			3,0
2014	Huesca	22115	Grado (El)	-6,0			6,0
2014	Huesca	22116	Grañén	-29,0		5	29,0
2014	Huesca	22117	Graus	-55,0		5	55,0
2014	Huesca	22119	Gurrea de Gállego	-20,0		3	20,0
2014	Huesca	22125	Huesca	-526,0		224	526,0
2014	Huesca	22127	Igriés	-6,0		2	6,0
2014	Huesca	22130	Jaca	-112,0		53	112,0
2014	Huesca	22136	Lalueza	-16,0			16,0
2014	Huesca	22137	Lanaja	-25,0		1	25,0
2014	Huesca	22142	Lascuarre	-1,0		1	1,0
2014	Huesca	22149	Loarre	-5,0			5,0
2014	Huesca	22150	Loporzano	-3,0		1	3,0
2014	Huesca	22156	Monflorite-Lascasas	0,0		1	
2014	Huesca	22157	Montanuy	-3,0			3,0
2014	Huesca	22158	Monzón	-182,0		70	182,0
2014	Huesca	22160	Naval	-4,0			4,0
2014	Huesca	22162	Novales	-3,0			3,0
2014	Huesca	22163	Nueno	-5,0		1	5,0
2014	Huesca	22164	Olvena	-2,0			2,0
2014	Huesca	22165	Ontiñena	-9,0			9,0
2014	Huesca	22167	Osso de Cinca	-11,0		1	11,0
2014	Huesca	22170	Panticosa	-7,0		2	7,0
2014	Huesca	22172	Peñalba	-4,0		1	4,0
2014	Huesca	22173	Peñas de Riglos (Las)	-7,0			7,0
2014	Huesca	22174	Peralta de Alcofea	-8,0		1	8,0
2014	Huesca	22176	Peraltilla	-1,0		1	1,0
2014	Huesca	22184	Poleñino	-5,0		1	5,0
2014	Huesca	22187	Puebla de Castro (La)	-6,0			6,0
2014	Huesca	22189	Puértolas	-2,0		1	2,0
2014	Huesca	22193	Pueyo de Santa Cruz	-4,0		1	4,0
2014	Huesca	22197	Robres	-4,0		1	4,0
2014	Huesca	22199	Sabiñánigo	-100,0		27	100,0
2014	Huesca	22201	Salas Altas	-13,0			13,0
2014	Huesca	22202	Salas Bajas				
2014	Huesca	22203	Salillas	-1,0			1,0
2014	Huesca	22204	Sallent de Gállego	-10,0		2	10,0
2014	Huesca	22205	San Esteban de Litera	-4,0			4,0
2014	Huesca	22207	San Juan de Plan	-2,0			2,0
2014	Huesca	22213	Sariñena	-42,0		16	42,0
2014	Huesca	22214	Secastilla	-2,0			2,0
2014	Huesca	22215	Seira				
