Año	Provincia nombre	Municipio código	Municipio nombre	Saldo Vegetativo	Nacidos vivos residentes	Matrimonios residentes	Defunciones residentes
2012	Huesca	22136	Lalueza	-24,0		1	24,0
2012	Huesca	22137	Lanaja	-15,0		2	15,0
2012	Huesca	22142	Lascuarre	-4,0		2	4,0
2012	Huesca	22143	Laspaúles	-4,0		1	4,0
2012	Huesca	22155	Monesma y Cajigar	-2,0			2,0
2012	Huesca	22156	Monflorite-Lascasas	-3,0		3	3,0
2012	Huesca	22157	Montanuy	-6,0		2	6,0
2012	Huesca	22158	Monzón	-156,0		67	156,0
2012	Huesca	22160	Naval	-4,0			4,0
2012	Huesca	22163	Nueno	-7,0		1	7,0
2012	Huesca	22165	Ontiñena	-4,0		4	4,0
2012	Huesca	22167	Osso de Cinca	-6,0		3	6,0
2012	Huesca	22170	Panticosa	-5,0		4	5,0
2012	Huesca	22172	Peñalba	-3,0		1	3,0
2012	Huesca	22173	Peñas de Riglos (Las)	-3,0			3,0
2012	Huesca	22174	Peralta de Alcofea	-11,0		1	11,0
2012	Huesca	22175	Peralta de Calasanz	-5,0			5,0
2012	Huesca	22177	Perarrúa	-4,0			4,0
2012	Huesca	22182	Plan	-3,0			3,0
2012	Huesca	22184	Poleñino	-4,0		2	4,0
2012	Huesca	22187	Puebla de Castro (La)	-5,0		2	5,0
2012	Huesca	22190	Pueyo de Araguás (El)	-2,0			2,0
2012	Huesca	22193	Pueyo de Santa Cruz	-5,0		4	5,0
2012	Huesca	22195	Quicena	-3,0		1	3,0
2012	Huesca	22197	Robres	-8,0			8,0
2012	Huesca	22199	Sabiñánigo	-104,0		32	104,0
2012	Huesca	22200	Sahún	-3,0			3,0
2012	Huesca	22204	Sallent de Gállego	-8,0		4	8,0
2012	Huesca	22205	San Esteban de Litera	-9,0		4	9,0
2012	Huesca	22206	Sangarrén	-2,0			2,0
2012	Huesca	22207	San Juan de Plan	-4,0			4,0
2012	Huesca	22208	Santa Cilia	-3,0			3,0
2012	Huesca	22212	Santaliestra y San Quílez				
2012	Huesca	22213	Sariñena	-56,0		13	56,0
2012	Huesca	22215	Seira	-2,0			2,0
2012	Huesca	22217	Sena	-10,0			10,0
2012	Huesca	22221	Sesué	-1,0			1,0
2012	Huesca	22222	Siétamo	-3,0		3	3,0
2012	Huesca	22225	Tamarite de Litera	-54,0		7	54,0
2012	Huesca	22226	Tardienta	-15,0		7	15,0
2012	Huesca	22228	Tierz	-3,0		7	3,0
2012	Huesca	22230	Torla-Ordesa	-4,0		2	4,0
2012	Huesca	22232	Torralba de Aragón	-2,0		1	2,0
2012	Huesca	22235	Torres de Alcanadre	-3,0			3,0
2012	Huesca	22236	Torres de Barbués	-5,0			5,0
2012	Huesca	22239	Tramaced	-2,0		2	2,0
2012	Huesca	22245	Velilla de Cinca	-6,0		1	6,0
2012	Huesca	22249	Villanova	0,0		2	
2012	Huesca	22250	Villanúa	-3,0		1	3,0
2012	Huesca	22251	Villanueva de Sigena	-7,0			7,0
2012	Huesca	22254	Zaidín	-21,0		1	21,0
2012	Huesca	22901	Valle de Hecho	-13,0		2	13,0
2012	Huesca	22902	Puente la Reina de Jaca	-2,0			2,0
2012	Huesca	22903	San Miguel del Cinca	-13,0		7	13,0
2012	Huesca	22904	Sotonera (La)	-20,0		5	20,0
2012	Huesca	22905	Lupiñén-Ortilla	-4,0		1	4,0
2012	Huesca	22906	Santa María de Dulcis	-4,0			4,0
2012	Huesca	22907	Aínsa-Sobrarbe	-17,0		4	17,0
2012	Huesca	22909	Vencillón	-8,0			8,0
2012	Teruel	44004	Aguaviva	-7,0			7,0
2012	Teruel	44006	Alacón	-9,0			9,0
2012	Teruel	44007	Alba	-10,0		1	10,0
2012	Teruel	44008	Albalate del Arzobispo	-35,0		7	35,0
2012	Teruel	44009	Albarracín	-19,0		5	19,0
2012	Teruel	44010	Albentosa	0,0		1	
2012	Teruel	44013	Alcañiz	-171,0		51	171,0
2012	Teruel	44014	Alcorisa	-34,0		10	34,0
2012	Teruel	44016	Alfambra	-14,0			14,0
2012	Teruel	44017	Aliaga	-11,0		1	11,0
2012	Teruel	44021	Allepuz				
2012	Teruel	44022	Alloza	-8,0		1	8,0
2012	Teruel	44025	Andorra	-79,0		27	79,0
2012	Teruel	44026	Arcos de las Salinas	-2,0			2,0
2012	Teruel	44027	Arens de Lledó	-2,0			2,0
2012	Teruel	44028	Argente	-5,0			5,0
2012	Teruel	44029	Ariño	-9,0		2	9,0
2012	Teruel	44033	Báguena	-5,0			5,0
2012	Teruel	44034	Bañón	-3,0			3,0
2012	Teruel	44037	Beceite	-8,0		1	8,0
2012	Teruel	44040	Berge	-6,0			6,0
2012	Teruel	44044	Bordón	-2,0		1	2,0
2012	Teruel	44045	Bronchales	-3,0		2	3,0
2012	Teruel	44048	Cabra de Mora				
2012	Teruel	44049	Calaceite	-14,0		5	14,0
2012	Teruel	44050	Calamocha	-50,0		16	50,0
2012	Teruel	44051	Calanda	-38,0		6	38,0
2012	Teruel	44053	Camañas	-1,0			1,0
2012	Teruel	44054	Camarena de la Sierra	-3,0			3,0
2012	Teruel	44056	Caminreal	-12,0			12,0
2012	Teruel	44059	Cantavieja	-9,0		1	9,0
2012	Teruel	44066	Castel de Cabra	-4,0			4,0
2012	Teruel	44067	Castelnou	-1,0			1,0
2012	Teruel	44068	Castelserás	-14,0		1	14,0
2012	Teruel	44071	Castellote	-15,0		2	15,0
2012	Teruel	44074	Cedrillas	-10,0		4	10,0
2012	Teruel	44075	Celadas	-4,0		1	4,0
2012	Teruel	44076	Cella	-37,0		8	37,0
2012	Teruel	44080	Codoñera (La)	-5,0		2	5,0
2012	Teruel	44082	Corbalán	-1,0			1,0
2012	Teruel	44086	Cretas	-12,0			12,0
2012	Teruel	44092	Cuervo (El)	-3,0			3,0
2012	Teruel	44099	Escucha	-10,0			10,0
2012	Teruel	44100	Estercuel	-2,0		1	2,0
2012	Teruel	44105	Fórnoles	-4,0		1	4,0
2012	Teruel	44106	Fortanete	-3,0			3,0
2012	Teruel	44107	Foz-Calanda	-2,0			2,0
2012	Teruel	44108	Fresneda (La)	-5,0			5,0
2012	Teruel	44109	Frías de Albarracín	-2,0			2,0
2012	Teruel	44111	Fuentes Calientes	-2,0			2,0
2012	Teruel	44112	Fuentes Claras	-8,0		2	8,0
2012	Teruel	44113	Fuentes de Rubielos	-1,0			1,0
2012	Teruel	44114	Fuentespalda	-4,0		2	4,0
2012	Teruel	44116	Gargallo				
2012	Teruel	44117	Gea de Albarracín	-6,0			6,0
2012	Teruel	44119	Griegos	-1,0		1	1,0
2012	Teruel	44120	Guadalaviar	-3,0		1	3,0
2012	Teruel	44121	Gúdar				
2012	Teruel	44122	Híjar	-34,0		7	34,0
2012	Teruel	44123	Hinojosa de Jarque				
2012	Teruel	44126	Iglesuela del Cid (La)	-9,0			9,0
2012	Teruel	44133	Lanzuela				
2012	Teruel	44136	Lidón	-1,0			1,0
2012	Teruel	44137	Linares de Mora	-4,0			4,0
2012	Teruel	44143	Manzanera	-8,0		1	8,0
2012	Teruel	44144	Martín del Río	-6,0			6,0
2012	Teruel	44145	Mas de las Matas	-31,0		2	31,0
2012	Teruel	44146	Mata de los Olmos (La)	-2,0		1	2,0
2012	Teruel	44147	Mazaleón	-6,0		2	6,0
2012	Teruel	44148	Mezquita de Jarque	-2,0			2,0
2012	Teruel	44149	Mirambel	-3,0		1	3,0
2012	Teruel	44151	Molinos	-5,0		1	5,0
2012	Teruel	44153	Monreal del Campo	-41,0		10	41,0
2012	Teruel	44154	Monroyo	-4,0			4,0
2012	Teruel	44155	Montalbán	-9,0		3	9,0
2012	Teruel	44158	Mora de Rubielos	-17,0		8	17,0
2012	Teruel	44159	Moscardón	-1,0			1,0
2012	Teruel	44160	Mosqueruela	-5,0		5	5,0
2012	Teruel	44161	Muniesa	-18,0			18,0
2012	Teruel	44169	Ojos Negros	-10,0			10,0
2012	Teruel	44171	Olba	-1,0			1,0
2012	Teruel	44173	Olmos (Los)	-1,0		1	1,0
2012	Teruel	44174	Orihuela del Tremedal	-5,0			5,0
2012	Teruel	44179	Peñarroya de Tastavins	-5,0		1	5,0
2012	Teruel	44182	Perales del Alfambra	-2,0			2,0
2012	Teruel	44184	Plou				
2012	Teruel	44185	Pobo (El)	-3,0			3,0
2012	Teruel	44191	Puebla de Híjar (La)	-23,0		2	23,0
2012	Teruel	44192	Puebla de Valverde (La)	-5,0		2	5,0
2012	Teruel	44194	Ráfales	-3,0			3,0
2012	Teruel	44195	Rillo	-2,0			2,0
2012	Teruel	44197	Ródenas	-2,0			2,0
2012	Teruel	44201	Rubielos de Mora	-6,0		1	6,0
2012	Teruel	44205	Samper de Calanda	-8,0		2	8,0
2012	Teruel	44207	San Martín del Río	-4,0		1	4,0
2012	Teruel	44209	Santa Eulalia	-21,0		3	21,0
2012	Teruel	44210	Sarrión	-9,0		4	9,0
2012	Teruel	44215	Terriente	-4,0			4,0
2012	Teruel	44216	Teruel	-318,0		150	318,0
2012	Teruel	44220	Torralba de los Sisones	-5,0		1	5,0
2012	Teruel	44224	Torre de las Arcas				
2012	Teruel	44226	Torrelacárcel	-4,0			4,0
2012	Teruel	44229	Torres de Albarracín	-3,0			3,0
2012	Teruel	44230	Torrevelilla	-3,0			3,0
2012	Teruel	44232	Torrijo del Campo	-5,0		2	5,0
2012	Teruel	44237	Urrea de Gaén	-8,0			8,0
2012	Teruel	44238	Utrillas	-25,0		12	25,0
2012	Teruel	44240	Valbona	-6,0		2	6,0
2012	Teruel	44241	Valdealgorfa	-5,0			5,0
2012	Teruel	44244	Valdelinares				
2012	Teruel	44245	Valdeltormo	-5,0			5,0
2012	Teruel	44246	Valderrobres	-37,0		9	37,0
2012	Teruel	44247	Valjunquera	-9,0			9,0
2012	Teruel	44251	Villafranca del Campo	-5,0			5,0
2012	Teruel	44257	Villar del Cobo	0,0		1	
2012	Teruel	44260	Villarluengo	-1,0		1	1,0
2012	Teruel	44261	Villarquemado	-12,0		5	12,0
2012	Teruel	44263	Villastar	-1,0		3	1,0
2012	Teruel	44264	Villel	-7,0		1	7,0
2012	Teruel	44265	Vinaceite	-6,0		1	6,0
2012	Zaragoza	50006	Ainzón	-27,0		2	27,0
2012	Zaragoza	50008	Alagón	-78,0		30	78,0
2012	Zaragoza	50013	Alcalá de Ebro	-2,0			2,0
2012	Zaragoza	50014	Alcalá de Moncayo	-3,0			3,0
2012	Zaragoza	50017	Alfajarín	-18,0		12	18,0
2012	Zaragoza	50018	Alfamén	-17,0		2	17,0
2012	Zaragoza	50020	Alhama de Aragón	-16,0		3	16,0
2012	Zaragoza	50022	Almolda (La)	-4,0		2	4,0
2012	Zaragoza	50024	Almonacid de la Sierra	-16,0		1	16,0
2012	Zaragoza	50025	Almunia de Doña Godina (La)	-96,0		20	96,0
2012	Zaragoza	50026	Alpartir	-9,0			9,0
2012	Zaragoza	50027	Ambel	-5,0			5,0
2012	Zaragoza	50029	Aniñón	-9,0			9,0
2012	Zaragoza	50032	Arándiga	-3,0		1	3,0
2012	Zaragoza	50034	Ariza	-32,0			32,0
2012	Zaragoza	50038	Ateca	-23,0		3	23,0
2012	Zaragoza	50039	Azuara	-11,0			11,0
2012	Zaragoza	50040	Badules				
2012	Zaragoza	50043	Bárboles	-2,0			2,0
2012	Zaragoza	50044	Bardallur	-4,0			4,0
2012	Zaragoza	50045	Belchite	-21,0		6	21,0
2012	Zaragoza	50051	Biota	-22,0		1	22,0
2012	Zaragoza	50053	Boquiñeni	-18,0		1	18,0
2012	Zaragoza	50055	Borja	-57,0		21	57,0
2012	Zaragoza	50056	Botorrita	-7,0		1	7,0
2012	Zaragoza	50057	Brea de Aragón	-23,0		3	23,0
2012	Zaragoza	50059	Bujaraloz	-16,0		4	16,0
2012	Zaragoza	50061	Bureta	-2,0			2,0
2012	Zaragoza	50062	Burgo de Ebro (El)	-14,0		17	14,0
2012	Zaragoza	50064	Cabañas de Ebro	-7,0			7,0
2012	Zaragoza	50066	Cadrete	-22,0		25	22,0
2012	Zaragoza	50067	Calatayud	-248,0		68	248,0
2012	Zaragoza	50068	Calatorao	-19,0		9	19,0
2012	Zaragoza	50072	Carenas	-4,0			4,0
2012	Zaragoza	50073	Cariñena	-57,0		8	57,0
2012	Zaragoza	50074	Caspe	-95,0		30	95,0
2012	Zaragoza	50075	Castejón de Alarba	-3,0			3,0
2012	Zaragoza	50078	Castiliscar	-6,0			6,0
2012	Zaragoza	50079	Cervera de la Cañada	-6,0		2	6,0
2012	Zaragoza	50081	Cetina	-15,0		2	15,0
2012	Zaragoza	50082	Cimballa	-3,0			3,0
2012	Zaragoza	50086	Codos	-2,0			2,0
2012	Zaragoza	50088	Cosuenda	-3,0			3,0
2012	Zaragoza	50089	Cuarte de Huerva	-42,0		130	42,0
2012	Zaragoza	50092	Chiprana	-9,0		1	9,0
2012	Zaragoza	50094	Daroca	-51,0		5	51,0
2012	Zaragoza	50095	Ejea de los Caballeros	-201,0		52	201,0
2012	Zaragoza	50099	Épila	-44,0		11	44,0
2012	Zaragoza	50100	Erla	-4,0		1	4,0
2012	Zaragoza	50101	Escatrón	-19,0		2	19,0
2012	Zaragoza	50102	Fabara	-11,0		3	11,0
2012	Zaragoza	50105	Fayón	-4,0		1	4,0
2012	Zaragoza	50106	Fayos (Los)	-2,0		1	2,0
2012	Zaragoza	50107	Figueruelas	-13,0		3	13,0
2012	Zaragoza	50113	Fuendejalón	-12,0		2	12,0
2012	Zaragoza	50114	Fuendetodos	-2,0		1	2,0
2012	Zaragoza	50115	Fuentes de Ebro	-33,0		13	33,0
2012	Zaragoza	50117	Gallocanta				
2012	Zaragoza	50118	Gallur	-34,0		8	34,0
2012	Zaragoza	50119	Gelsa	-18,0			18,0
2012	Zaragoza	50122	Grisel	-1,0			1,0
2012	Zaragoza	50123	Grisén	-6,0			6,0
2012	Zaragoza	50124	Herrera de los Navarros	-4,0		1	4,0
2012	Zaragoza	50125	Ibdes	-8,0		1	8,0
2012	Zaragoza	50126	Illueca	-25,0		10	25,0
2012	Zaragoza	50129	Jaraba	-3,0		1	3,0
2012	Zaragoza	50130	Jarque	-7,0		2	7,0
2012	Zaragoza	50132	Joyosa (La)	-5,0		4	5,0
2012	Zaragoza	50134	Langa del Castillo	-2,0			2,0
2012	Zaragoza	50135	Layana	-2,0			2,0
2012	Zaragoza	50136	Lécera	-13,0			13,0
2012	Zaragoza	50137	Leciñena	-18,0		8	18,0
2012	Zaragoza	50143	Longares	-9,0		2	9,0
2012	Zaragoza	50146	Lucena de Jalón	-3,0			3,0
2012	Zaragoza	50147	Luceni	-12,0		2	12,0
2012	Zaragoza	50150	Lumpiaque	-14,0		1	14,0
2012	Zaragoza	50151	Luna	-15,0			15,0
2012	Zaragoza	50152	Maella	-18,0		2	18,0
2012	Zaragoza	50153	Magallón	-31,0		5	31,0
2012	Zaragoza	50156	Maleján	-2,0			2,0
2012	Zaragoza	50157	Malón	-8,0		1	8,0
2012	Zaragoza	50159	Maluenda	-13,0		1	13,0
2012	Zaragoza	50160	Mallén	-29,0		8	29,0
2012	Zaragoza	50162	Mara	-5,0			5,0
2012	Zaragoza	50163	María de Huerva	-28,0		40	28,0
2012	Zaragoza	50164	Mediana de Aragón	-10,0		1	10,0
2012	Zaragoza	50165	Mequinenza	-25,0		7	25,0
2012	Zaragoza	50166	Mesones de Isuela	-5,0			5,0
2012	Zaragoza	50169	Miedes de Aragón	-4,0			4,0
2012	Zaragoza	50170	Monegrillo	-7,0		3	7,0
2012	Zaragoza	50175	Morata de Jalón	-17,0		1	17,0
2012	Zaragoza	50176	Morata de Jiloca	-5,0			5,0
2012	Zaragoza	50177	Morés	-11,0			11,0
2012	Zaragoza	50180	Mozota				
2012	Zaragoza	50181	Muel	-16,0		6	16,0
2012	Zaragoza	50182	Muela (La)	-17,0		32	17,0
2012	Zaragoza	50184	Murero	-2,0			2,0
2012	Zaragoza	50189	Nonaspe	-7,0		3	7,0
2012	Zaragoza	50190	Novallas	-9,0		3	9,0
2012	Zaragoza	50191	Novillas	-13,0		1	13,0
2012	Zaragoza	50192	Nuévalos	-4,0		1	4,0
2012	Zaragoza	50193	Nuez de Ebro	-5,0		1	5,0
2012	Zaragoza	50196	Orera	-4,0			4,0
2012	Zaragoza	50199	Osera de Ebro	-16,0		2	16,0
2012	Zaragoza	50200	Paniza	-7,0		4	7,0
2012	Zaragoza	50201	Paracuellos de Jiloca	-4,0		1	4,0
2012	Zaragoza	50203	Pastriz	-17,0		3	17,0
2012	Zaragoza	50204	Pedrola	-36,0		10	36,0
2012	Zaragoza	50206	Perdiguera	-12,0		1	12,0
2012	Zaragoza	50208	Pina de Ebro	-24,0		6	24,0
2012	Zaragoza	50209	Pinseque	-51,0		23	51,0
2012	Zaragoza	50216	Pozuelo de Aragón	-4,0		2	4,0
2012	Zaragoza	50217	Pradilla de Ebro	-7,0		5	7,0
2012	Zaragoza	50218	Puebla de Albortón	-2,0			2,0
2012	Zaragoza	50219	Puebla de Alfindén (La)	-18,0		43	18,0
2012	Zaragoza	50220	Puendeluna				
2012	Zaragoza	50222	Quinto	-25,0		6	25,0
2012	Zaragoza	50223	Remolinos	-15,0		2	15,0
2012	Zaragoza	50225	Ricla	-22,0		5	22,0
2012	Zaragoza	50230	Sádaba	-45,0		1	45,0
2012	Zaragoza	50231	Salillas de Jalón	-3,0		1	3,0
2012	Zaragoza	50232	Salvatierra de Esca				
2012	Zaragoza	50234	San Martín de la Virgen de Moncayo	-1,0		1	1,0
2012	Zaragoza	50235	San Mateo de Gállego	-31,0		10	31,0
2012	Zaragoza	50237	Santa Cruz de Moncayo	-1,0			1,0
2012	Zaragoza	50240	Sástago	-18,0		3	18,0
2012	Zaragoza	50241	Saviñán	-17,0		1	17,0
2012	Zaragoza	50245	Sigüés	-5,0			5,0
2012	Zaragoza	50247	Sobradiel	-8,0		7	8,0
2012	Zaragoza	50248	Sos del Rey Católico	-8,0		2	8,0
2012	Zaragoza	50251	Tarazona	-128,0		43	128,0
2012	Zaragoza	50252	Tauste	-77,0		30	77,0
2012	Zaragoza	50262	Torres de Berrellén	-15,0		6	15,0
2012	Zaragoza	50267	Uncastillo	-18,0		1	18,0
2012	Zaragoza	50269	Urrea de Jalón	-6,0		1	6,0
2012	Zaragoza	50272	Utebo	-89,0		83	89,0
2012	Zaragoza	50275	Valmadrid	-2,0			2,0
2012	Zaragoza	50278	Velilla de Ebro	-3,0			3,0
2012	Zaragoza	50280	Vera de Moncayo	-13,0		1	13,0
2012	Zaragoza	50285	Villafranca de Ebro	-13,0		5	13,0
2012	Zaragoza	50287	Villalengua	-4,0		1	4,0
2012	Zaragoza	50288	Villanueva de Gállego	-30,0		13	30,0
2012	Zaragoza	50290	Villanueva de Huerva	-11,0			11,0
2012	Zaragoza	50292	Villarreal de Huerva	-2,0			2,0
2012	Zaragoza	50293	Villarroya de la Sierra	-14,0		1	14,0
2012	Zaragoza	50296	Zaida (La)	-6,0		2	6,0
2012	Zaragoza	50297	Zaragoza	-6159,0		2476	6159,0
2012	Zaragoza	50298	Zuera	-56,0		40	56,0
2012	Zaragoza	50903	Villamayor de Gállego	-23,0		5	23,0
2011	Huesca	22001	Abiego	-2,0			2,0
2011	Huesca	22006	Aísa	-3,0			3,0
2011	Huesca	22007	Albalate de Cinca	-19,0		3	19,0
2011	Huesca	22008	Albalatillo	-4,0			4,0
2011	Huesca	22009	Albelda	-11,0		1	11,0
2011	Huesca	22015	Alcalá del Obispo	-3,0		1	3,0
2011	Huesca	22016	Alcampell	-10,0			10,0
2011	Huesca	22017	Alcolea de Cinca	-17,0		1	17,0
2011	Huesca	22018	Alcubierre	-13,0			13,0
2011	Huesca	22019	Alerre	-6,0			6,0
2011	Huesca	22020	Alfántega	-1,0			1,0
2011	Huesca	22021	Almudévar	-31,0		7	31,0
2011	Huesca	22022	Almunia de San Juan	-8,0		5	8,0
2011	Huesca	22023	Almuniente	-4,0		1	4,0
2011	Huesca	22024	Alquézar	-1,0			1,0
2011	Huesca	22025	Altorricón	-16,0			16,0
2011	Huesca	22027	Angüés	-15,0		1	15,0
2011	Huesca	22035	Arén	-5,0			5,0
2011	Huesca	22036	Argavieso	-2,0			2,0
2011	Huesca	22039	Ayerbe	-14,0		2	14,0
2011	Huesca	22040	Azanuy-Alins	-3,0			3,0
2011	Huesca	22042	Azlor	-3,0			3,0
2011	Huesca	22044	Bailo	-5,0			5,0
2011	Huesca	22046	Ballobar	-12,0		2	12,0
2011	Huesca	22047	Banastás				
2011	Huesca	22048	Barbastro	-185,0		20	185,0
2011	Huesca	22052	Belver de Cinca	-35,0		1	35,0
2011	Huesca	22053	Benabarre	-21,0		1	21,0
2011	Huesca	22054	Benasque	-6,0		8	6,0
2011	Huesca	22055	Berbegal	-8,0			8,0
2011	Huesca	22057	Bielsa	-5,0		1	5,0
2011	Huesca	22058	Bierge	-4,0			4,0
2011	Huesca	22059	Biescas	-25,0		1	25,0
2011	Huesca	22060	Binaced	-23,0		3	23,0
2011	Huesca	22061	Binéfar	-85,0		23	85,0
2011	Huesca	22062	Bisaurri	-4,0			4,0
2011	Huesca	22063	Biscarrués	-2,0			2,0
2011	Huesca	22064	Blecua y Torres	-1,0			1,0
2011	Huesca	22066	Boltaña	-13,0		12	13,0
2011	Huesca	22067	Bonansa	-2,0			2,0
2011	Huesca	22068	Borau				
2011	Huesca	22069	Broto	-2,0		3	2,0
2011	Huesca	22072	Caldearenas				
2011	Huesca	22074	Campo	-1,0			1,0
2011	Huesca	22078	Canfranc	-3,0		1	3,0
2011	Huesca	22080	Capella	-3,0			3,0
2011	Huesca	22082	Castejón del Puente	-4,0			4,0
2011	Huesca	22083	Castejón de Monegros	-16,0		1	16,0
2011	Huesca	22084	Castejón de Sos	-7,0		1	7,0
2011	Huesca	22085	Castelflorite	-4,0			4,0
2011	Huesca	22086	Castiello de Jaca	-4,0			4,0
2011	Huesca	22088	Castillazuelo	-4,0			4,0
2011	Huesca	22089	Castillonroy	-8,0			8,0
2011	Huesca	22090	Colungo	-2,0		1	2,0
2011	Huesca	22096	Chimillas	-10,0		1	10,0
2011	Huesca	22099	Esplús	-8,0			8,0
2011	Huesca	22102	Estada	-1,0			1,0
2011	Huesca	22103	Estadilla	-13,0		1	13,0
2011	Huesca	22109	Fiscal	-3,0			3,0
2011	Huesca	22110	Fonz	-18,0			18,0
2011	Huesca	22111	Foradada del Toscar	-2,0			2,0
2011	Huesca	22112	Fraga	-118,0		38	118,0
2011	Huesca	22113	Fueva (La)	-7,0		2	7,0
2011	Huesca	22115	Grado (El)	-6,0		1	6,0
2011	Huesca	22116	Grañén	-32,0		2	32,0
2011	Huesca	22117	Graus	-48,0		2	48,0
2011	Huesca	22119	Gurrea de Gállego	-23,0		2	23,0
2011	Huesca	22125	Huesca	-529,0		230	529,0
2011	Huesca	22127	Igriés	-15,0		5	15,0
2011	Huesca	22130	Jaca	-128,0		50	128,0
2011	Huesca	22131	Jasa	0,0		2	
2011	Huesca	22136	Lalueza	-19,0		2	19,0
2011	Huesca	22137	Lanaja	-19,0		2	19,0
2011	Huesca	22142	Lascuarre	-1,0			1,0
2011	Huesca	22143	Laspaúles	-1,0		2	1,0
2011	Huesca	22150	Loporzano	-5,0			5,0
2011	Huesca	22156	Monflorite-Lascasas	-3,0		1	3,0
2011	Huesca	22158	Monzón	-162,0		67	162,0
2011	Huesca	22160	Naval	-5,0			5,0
2011	Huesca	22162	Novales	-4,0			4,0
2011	Huesca	22163	Nueno	-3,0		2	3,0
2011	Huesca	22164	Olvena				
2011	Huesca	22165	Ontiñena	-7,0		2	7,0
2011	Huesca	22167	Osso de Cinca	-5,0		1	5,0
2011	Huesca	22170	Panticosa	-7,0		1	7,0
2011	Huesca	22172	Peñalba	-5,0		1	5,0
2011	Huesca	22173	Peñas de Riglos (Las)	-7,0		1	7,0
2011	Huesca	22175	Peralta de Calasanz	-5,0		1	5,0
2011	Huesca	22176	Peraltilla	-2,0			2,0
2011	Huesca	22181	Piracés	-2,0			2,0
2011	Huesca	22182	Plan	-5,0		1	5,0
2011	Huesca	22186	Pozán de Vero	-6,0			6,0
2011	Huesca	22187	Puebla de Castro (La)	-2,0		1	2,0
2011	Huesca	22189	Puértolas	-5,0		1	5,0
2011	Huesca	22190	Pueyo de Araguás (El)	-2,0			2,0
2011	Huesca	22193	Pueyo de Santa Cruz	-10,0		1	10,0
2011	Huesca	22197	Robres	-10,0		2	10,0
2011	Huesca	22199	Sabiñánigo	-114,0		32	114,0
2011	Huesca	22200	Sahún	-3,0			3,0
2011	Huesca	22204	Sallent de Gállego	-9,0		10	9,0
2011	Huesca	22205	San Esteban de Litera	-9,0		1	9,0
2011	Huesca	22209	Santa Cruz de la Serós	-2,0			2,0
2011	Huesca	22213	Sariñena	-48,0		9	48,0
2011	Huesca	22217	Sena	-7,0			7,0
2011	Huesca	22221	Sesué	0,0		1	
2011	Huesca	22222	Siétamo	-8,0			8,0
2011	Huesca	22223	Sopeira	-1,0			1,0
2011	Huesca	22225	Tamarite de Litera	-46,0		10	46,0
2011	Huesca	22226	Tardienta	-11,0		4	11,0
2011	Huesca	22227	Tella-Sin	-1,0			1,0
2011	Huesca	22228	Tierz	-6,0		1	6,0
2011	Huesca	22229	Tolva				
2011	Huesca	22230	Torla-Ordesa	-4,0		2	4,0
2011	Huesca	22236	Torres de Barbués	-3,0			3,0
2011	Huesca	22245	Velilla de Cinca	-6,0			6,0
2011	Huesca	22249	Villanova	-1,0		1	1,0
2011	Huesca	22250	Villanúa	0,0		1	
2011	Huesca	22254	Zaidín	-16,0		3	16,0
2011	Huesca	22901	Valle de Hecho	-11,0		1	11,0
2011	Huesca	22902	Puente la Reina de Jaca	-4,0			4,0
2011	Huesca	22903	San Miguel del Cinca	-12,0		3	12,0
2011	Huesca	22904	Sotonera (La)	-14,0		2	14,0
2011	Huesca	22905	Lupiñén-Ortilla	-4,0			4,0
2011	Huesca	22907	Aínsa-Sobrarbe	-18,0		8	18,0
2011	Huesca	22909	Vencillón	-5,0			5,0
2011	Teruel	44004	Aguaviva	-9,0		2	9,0
2011	Teruel	44006	Alacón	-9,0			9,0
2011	Teruel	44007	Alba	-3,0		1	3,0
2011	Teruel	44008	Albalate del Arzobispo	-29,0		8	29,0
2011	Teruel	44009	Albarracín	-18,0		1	18,0
2011	Teruel	44010	Albentosa	-2,0			2,0
2011	Teruel	44012	Alcalá de la Selva	-2,0		1	2,0
2011	Teruel	44013	Alcañiz	-158,0		62	158,0
2011	Teruel	44014	Alcorisa	-32,0		10	32,0
2011	Teruel	44017	Aliaga	-14,0			14,0
2011	Teruel	44022	Alloza	-11,0			11,0
2011	Teruel	44025	Andorra	-77,0		26	77,0
2011	Teruel	44028	Argente	-6,0			6,0
2011	Teruel	44029	Ariño	-14,0		1	14,0
2011	Teruel	44032	Bádenas				
2011	Teruel	44033	Báguena	-6,0		2	6,0
2011	Teruel	44035	Barrachina	-3,0			3,0
2011	Teruel	44037	Beceite	-9,0		1	9,0
2011	Teruel	44039	Bello	-4,0			4,0
2011	Teruel	44042	Blancas	-1,0			1,0
2011	Teruel	44045	Bronchales	-2,0			2,0
2011	Teruel	44049	Calaceite	-25,0		3	25,0
2011	Teruel	44050	Calamocha	-49,0		6	49,0
2011	Teruel	44051	Calanda	-50,0		11	50,0
2011	Teruel	44053	Camañas	-1,0		1	1,0
2011	Teruel	44056	Caminreal	-5,0			5,0
2011	Teruel	44059	Cantavieja	-5,0		3	5,0
2011	Teruel	44063	Cañizar del Olivar	0,0		3	
2011	Teruel	44066	Castel de Cabra	-1,0			1,0
2011	Teruel	44067	Castelnou	-2,0		2	2,0
2011	Teruel	44068	Castelserás	-9,0		3	9,0
2011	Teruel	44071	Castellote	-17,0		2	17,0
