Año	Mes (código)	Mes nombre	Mes y año	Sexo	Comarca código	Comarca nombre	Temporalidad	Modalidad	Grupo de tipo de contrato	Número de contratos
2012	201210	Octubre	Octubre 2012	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Ligados a la jubilación	Sust. Jubilación	1
2012	201210	Octubre	Octubre 2012	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Ligados a la formación	Formación	1
2012	201210	Octubre	Octubre 2012	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Ligados a la formación	Prácticas	1
2012	201210	Octubre	Octubre 2012	Hombres	20	Comunidad de Calatayud	Indefinido	Indefinido	Indef. Fomento	4
2012	201210	Octubre	Octubre 2012	Hombres	20	Comunidad de Calatayud	Indefinido	Indefinido	Indef. Ordinario	10
2012	201210	Octubre	Octubre 2012	Mujeres	20	Comunidad de Calatayud	Indefinido	Indefinido	Indef. Fomento	12
2012	201210	Octubre	Octubre 2012	Mujeres	20	Comunidad de Calatayud	Indefinido	Indefinido	Indef. Ordinario	25
2012	201210	Octubre	Octubre 2012	Hombres	20	Comunidad de Calatayud	Temporal	Obra o servicio	Obra o servicio	272
2012	201210	Octubre	Octubre 2012	Mujeres	20	Comunidad de Calatayud	Temporal	Obra o servicio	Obra o servicio	117
2012	201210	Octubre	Octubre 2012	Hombres	20	Comunidad de Calatayud	Temporal	Eventual por circunstancias de la producción	Eventual producción	273
2012	201210	Octubre	Octubre 2012	Mujeres	20	Comunidad de Calatayud	Temporal	Eventual por circunstancias de la producción	Eventual producción	204
2012	201210	Octubre	Octubre 2012	Hombres	20	Comunidad de Calatayud	Temporal	Interinidad	Interinidad	12
2012	201210	Octubre	Octubre 2012	Mujeres	20	Comunidad de Calatayud	Temporal	Interinidad	Interinidad	36
2012	201210	Octubre	Octubre 2012	Hombres	20	Comunidad de Calatayud	Temporal	Ligados a la jubilación	Jubilación parcial	1
2012	201210	Octubre	Octubre 2012	Mujeres	20	Comunidad de Calatayud	Temporal	Ligados a la jubilación	Jubilación parcial	1
2012	201210	Octubre	Octubre 2012	Mujeres	20	Comunidad de Calatayud	Temporal	Ligados a la jubilación	Relevo	1
2012	201210	Octubre	Octubre 2012	Hombres	21	Campo de Cariñena	Indefinido	Indefinido	Indef. Fomento	3
2012	201210	Octubre	Octubre 2012	Hombres	21	Campo de Cariñena	Indefinido	Indefinido	Indef. Ordinario	6
2012	201210	Octubre	Octubre 2012	Mujeres	21	Campo de Cariñena	Indefinido	Indefinido	Indef. Ordinario	4
2012	201210	Octubre	Octubre 2012	Hombres	21	Campo de Cariñena	Temporal	Obra o servicio	Obra o servicio	152
2012	201210	Octubre	Octubre 2012	Mujeres	21	Campo de Cariñena	Temporal	Obra o servicio	Obra o servicio	24
2012	201210	Octubre	Octubre 2012	Hombres	21	Campo de Cariñena	Temporal	Eventual por circunstancias de la producción	Eventual producción	112
2012	201210	Octubre	Octubre 2012	Mujeres	21	Campo de Cariñena	Temporal	Eventual por circunstancias de la producción	Eventual producción	31
2012	201210	Octubre	Octubre 2012	Hombres	21	Campo de Cariñena	Temporal	Interinidad	Interinidad	13
2012	201210	Octubre	Octubre 2012	Mujeres	21	Campo de Cariñena	Temporal	Interinidad	Interinidad	8
2012	201210	Octubre	Octubre 2012	Hombres	21	Campo de Cariñena	Temporal	Ligados a la formación	Formación	1
2012	201210	Octubre	Octubre 2012	Mujeres	21	Campo de Cariñena	Temporal	Ligados a la formación	Formación	1
2012	201210	Octubre	Octubre 2012	Hombres	22	Campo de Belchite	Indefinido	Indefinido	Indef. Fomento	2
2012	201210	Octubre	Octubre 2012	Hombres	22	Campo de Belchite	Indefinido	Indefinido	Indef. Ordinario	3
2012	201210	Octubre	Octubre 2012	Mujeres	22	Campo de Belchite	Indefinido	Indefinido	Indef. Fomento	2
2012	201210	Octubre	Octubre 2012	Mujeres	22	Campo de Belchite	Indefinido	Indefinido	Indef. Ordinario	3
2012	201210	Octubre	Octubre 2012	Hombres	22	Campo de Belchite	Temporal	Obra o servicio	Obra o servicio	6
2012	201210	Octubre	Octubre 2012	Mujeres	22	Campo de Belchite	Temporal	Obra o servicio	Obra o servicio	4
2012	201210	Octubre	Octubre 2012	Hombres	22	Campo de Belchite	Temporal	Eventual por circunstancias de la producción	Eventual producción	5
2012	201210	Octubre	Octubre 2012	Mujeres	22	Campo de Belchite	Temporal	Eventual por circunstancias de la producción	Eventual producción	5
2012	201210	Octubre	Octubre 2012	Mujeres	22	Campo de Belchite	Temporal	Interinidad	Interinidad	10
2012	201210	Octubre	Octubre 2012	Hombres	23	Bajo Martín	Indefinido	Indefinido	Indef. Fomento	1
2012	201210	Octubre	Octubre 2012	Mujeres	23	Bajo Martín	Indefinido	Indefinido	Indef. Fomento	1
2012	201210	Octubre	Octubre 2012	Mujeres	23	Bajo Martín	Indefinido	Indefinido	Indef. Ordinario	1
2012	201210	Octubre	Octubre 2012	Hombres	23	Bajo Martín	Temporal	Obra o servicio	Obra o servicio	39
2012	201210	Octubre	Octubre 2012	Mujeres	23	Bajo Martín	Temporal	Obra o servicio	Obra o servicio	30
2012	201210	Octubre	Octubre 2012	Hombres	23	Bajo Martín	Temporal	Eventual por circunstancias de la producción	Eventual producción	10
2012	201210	Octubre	Octubre 2012	Mujeres	23	Bajo Martín	Temporal	Eventual por circunstancias de la producción	Eventual producción	23
2012	201210	Octubre	Octubre 2012	Hombres	23	Bajo Martín	Temporal	Interinidad	Interinidad	1
2012	201210	Octubre	Octubre 2012	Mujeres	23	Bajo Martín	Temporal	Interinidad	Interinidad	6
2012	201210	Octubre	Octubre 2012	Hombres	23	Bajo Martín	Temporal	Ligados a la jubilación	Sust. Jubilación	1
2012	201210	Octubre	Octubre 2012	Hombres	24	Campo de Daroca	Indefinido	Indefinido	Indef. Fomento	2
2012	201210	Octubre	Octubre 2012	Hombres	24	Campo de Daroca	Indefinido	Indefinido	Indef. Ordinario	2
2012	201210	Octubre	Octubre 2012	Mujeres	24	Campo de Daroca	Indefinido	Indefinido	Indef. Fomento	1
2012	201210	Octubre	Octubre 2012	Mujeres	24	Campo de Daroca	Indefinido	Indefinido	Indef. Ordinario	5
2012	201210	Octubre	Octubre 2012	Hombres	24	Campo de Daroca	Temporal	Obra o servicio	Obra o servicio	21
2012	201210	Octubre	Octubre 2012	Mujeres	24	Campo de Daroca	Temporal	Obra o servicio	Obra o servicio	13
2012	201210	Octubre	Octubre 2012	Hombres	24	Campo de Daroca	Temporal	Eventual por circunstancias de la producción	Eventual producción	32
2012	201210	Octubre	Octubre 2012	Mujeres	24	Campo de Daroca	Temporal	Eventual por circunstancias de la producción	Eventual producción	9
2012	201210	Octubre	Octubre 2012	Hombres	24	Campo de Daroca	Temporal	Interinidad	Interinidad	1
2012	201210	Octubre	Octubre 2012	Mujeres	24	Campo de Daroca	Temporal	Interinidad	Interinidad	4
2012	201210	Octubre	Octubre 2012	Hombres	25	Jiloca	Indefinido	Indefinido	Indef. Fomento	5
2012	201210	Octubre	Octubre 2012	Hombres	25	Jiloca	Indefinido	Indefinido	Indef. Ordinario	1
2012	201210	Octubre	Octubre 2012	Mujeres	25	Jiloca	Indefinido	Indefinido	Indef. Fomento	9
2012	201210	Octubre	Octubre 2012	Mujeres	25	Jiloca	Indefinido	Indefinido	Indef. Ordinario	2
2012	201210	Octubre	Octubre 2012	Hombres	25	Jiloca	Temporal	Obra o servicio	Obra o servicio	48
2012	201210	Octubre	Octubre 2012	Mujeres	25	Jiloca	Temporal	Obra o servicio	Obra o servicio	15
2012	201210	Octubre	Octubre 2012	Hombres	25	Jiloca	Temporal	Eventual por circunstancias de la producción	Eventual producción	35
2012	201210	Octubre	Octubre 2012	Mujeres	25	Jiloca	Temporal	Eventual por circunstancias de la producción	Eventual producción	19
2012	201210	Octubre	Octubre 2012	Mujeres	25	Jiloca	Temporal	Interinidad	Interinidad	9
2012	201210	Octubre	Octubre 2012	Hombres	26	Cuencas Mineras	Indefinido	Indefinido	Indef. Fomento	3
2012	201210	Octubre	Octubre 2012	Hombres	26	Cuencas Mineras	Indefinido	Indefinido	Indef. Ordinario	3
2012	201210	Octubre	Octubre 2012	Mujeres	26	Cuencas Mineras	Indefinido	Indefinido	Indef. Fomento	2
2012	201210	Octubre	Octubre 2012	Mujeres	26	Cuencas Mineras	Indefinido	Indefinido	Indef. Ordinario	2
2012	201210	Octubre	Octubre 2012	Hombres	26	Cuencas Mineras	Temporal	Obra o servicio	Obra o servicio	25
2012	201210	Octubre	Octubre 2012	Mujeres	26	Cuencas Mineras	Temporal	Obra o servicio	Obra o servicio	8
2012	201210	Octubre	Octubre 2012	Hombres	26	Cuencas Mineras	Temporal	Eventual por circunstancias de la producción	Eventual producción	3
2012	201210	Octubre	Octubre 2012	Mujeres	26	Cuencas Mineras	Temporal	Eventual por circunstancias de la producción	Eventual producción	13
2012	201210	Octubre	Octubre 2012	Hombres	26	Cuencas Mineras	Temporal	Interinidad	Interinidad	1
2012	201210	Octubre	Octubre 2012	Mujeres	26	Cuencas Mineras	Temporal	Interinidad	Interinidad	9
2012	201210	Octubre	Octubre 2012	Hombres	26	Cuencas Mineras	Temporal	Discapacitados	Temp. Minusv	1
2012	201210	Octubre	Octubre 2012	Hombres	27	Andorra-Sierra de Arcos	Indefinido	Indefinido	Indef. Fomento	2
2012	201210	Octubre	Octubre 2012	Hombres	27	Andorra-Sierra de Arcos	Indefinido	Indefinido	Indef. Ordinario	2
2012	201210	Octubre	Octubre 2012	Mujeres	27	Andorra-Sierra de Arcos	Indefinido	Indefinido	Indef. Fomento	3
2012	201210	Octubre	Octubre 2012	Mujeres	27	Andorra-Sierra de Arcos	Indefinido	Indefinido	Indef. Ordinario	2
2012	201210	Octubre	Octubre 2012	Hombres	27	Andorra-Sierra de Arcos	Temporal	Obra o servicio	Obra o servicio	144
2012	201210	Octubre	Octubre 2012	Mujeres	27	Andorra-Sierra de Arcos	Temporal	Obra o servicio	Obra o servicio	32
2012	201210	Octubre	Octubre 2012	Hombres	27	Andorra-Sierra de Arcos	Temporal	Eventual por circunstancias de la producción	Eventual producción	52
2012	201210	Octubre	Octubre 2012	Mujeres	27	Andorra-Sierra de Arcos	Temporal	Eventual por circunstancias de la producción	Eventual producción	32
2012	201210	Octubre	Octubre 2012	Hombres	27	Andorra-Sierra de Arcos	Temporal	Interinidad	Interinidad	8
2012	201210	Octubre	Octubre 2012	Mujeres	27	Andorra-Sierra de Arcos	Temporal	Interinidad	Interinidad	36
2012	201210	Octubre	Octubre 2012	Hombres	27	Andorra-Sierra de Arcos	Temporal	Ligados a la jubilación	Jubilación parcial	2
2012	201210	Octubre	Octubre 2012	Hombres	27	Andorra-Sierra de Arcos	Temporal	Ligados a la jubilación	Relevo	1
2012	201210	Octubre	Octubre 2012	Hombres	28	Bajo Aragón	Indefinido	Indefinido	Indef. Fomento	13
2012	201210	Octubre	Octubre 2012	Hombres	28	Bajo Aragón	Indefinido	Indefinido	Indef. Ordinario	6
2012	201210	Octubre	Octubre 2012	Mujeres	28	Bajo Aragón	Indefinido	Indefinido	Indef. Fomento	5
2012	201210	Octubre	Octubre 2012	Mujeres	28	Bajo Aragón	Indefinido	Indefinido	Indef. Ordinario	19
2012	201210	Octubre	Octubre 2012	Hombres	28	Bajo Aragón	Temporal	Obra o servicio	Obra o servicio	384
2012	201210	Octubre	Octubre 2012	Mujeres	28	Bajo Aragón	Temporal	Obra o servicio	Obra o servicio	205
2012	201210	Octubre	Octubre 2012	Hombres	28	Bajo Aragón	Temporal	Eventual por circunstancias de la producción	Eventual producción	169
2012	201210	Octubre	Octubre 2012	Mujeres	28	Bajo Aragón	Temporal	Eventual por circunstancias de la producción	Eventual producción	200
2012	201210	Octubre	Octubre 2012	Hombres	28	Bajo Aragón	Temporal	Interinidad	Interinidad	10
2012	201210	Octubre	Octubre 2012	Mujeres	28	Bajo Aragón	Temporal	Interinidad	Interinidad	52
2012	201210	Octubre	Octubre 2012	Hombres	28	Bajo Aragón	Temporal	Discapacitados	Temp. Minusv	1
2012	201210	Octubre	Octubre 2012	Hombres	28	Bajo Aragón	Temporal	Ligados a la jubilación	Jubilación parcial	1
2012	201210	Octubre	Octubre 2012	Hombres	28	Bajo Aragón	Temporal	Ligados a la formación	Prácticas	1
2012	201210	Octubre	Octubre 2012	Mujeres	28	Bajo Aragón	Temporal	Ligados a la formación	Formación	1
2012	201210	Octubre	Octubre 2012	Mujeres	28	Bajo Aragón	Temporal	Ligados a la formación	Prácticas	2
2012	201210	Octubre	Octubre 2012	Hombres	29	Comunidad de Teruel	Indefinido	Indefinido	Indef. Fomento	18
2012	201210	Octubre	Octubre 2012	Hombres	29	Comunidad de Teruel	Indefinido	Indefinido	Indef. Ordinario	24
2012	201210	Octubre	Octubre 2012	Mujeres	29	Comunidad de Teruel	Indefinido	Indefinido	Indef. Fomento	17
2012	201210	Octubre	Octubre 2012	Mujeres	29	Comunidad de Teruel	Indefinido	Indefinido	Indef. Ordinario	33
2012	201210	Octubre	Octubre 2012	Hombres	29	Comunidad de Teruel	Indefinido	Discapacitados	Minusválidos	2
2012	201210	Octubre	Octubre 2012	Mujeres	29	Comunidad de Teruel	Indefinido	Discapacitados	Minusválidos	2
2012	201210	Octubre	Octubre 2012	Hombres	29	Comunidad de Teruel	Temporal	Obra o servicio	Obra o servicio	127
2012	201210	Octubre	Octubre 2012	Mujeres	29	Comunidad de Teruel	Temporal	Obra o servicio	Obra o servicio	87
2012	201210	Octubre	Octubre 2012	Hombres	29	Comunidad de Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	516
2012	201210	Octubre	Octubre 2012	Mujeres	29	Comunidad de Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	246
2012	201210	Octubre	Octubre 2012	Hombres	29	Comunidad de Teruel	Temporal	Interinidad	Interinidad	31
2012	201210	Octubre	Octubre 2012	Mujeres	29	Comunidad de Teruel	Temporal	Interinidad	Interinidad	83
2012	201210	Octubre	Octubre 2012	Hombres	29	Comunidad de Teruel	Temporal	Discapacitados	Temp. Minusv	1
2012	201210	Octubre	Octubre 2012	Hombres	29	Comunidad de Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	4
2012	201210	Octubre	Octubre 2012	Hombres	29	Comunidad de Teruel	Temporal	Ligados a la jubilación	Relevo	1
2012	201210	Octubre	Octubre 2012	Mujeres	29	Comunidad de Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	3
2012	201210	Octubre	Octubre 2012	Mujeres	29	Comunidad de Teruel	Temporal	Ligados a la jubilación	Relevo	5
2012	201210	Octubre	Octubre 2012	Hombres	29	Comunidad de Teruel	Temporal	Ligados a la formación	Prácticas	2
2012	201210	Octubre	Octubre 2012	Mujeres	29	Comunidad de Teruel	Temporal	Ligados a la formación	Formación	1
2012	201210	Octubre	Octubre 2012	Hombres	30	Maestrazgo	Indefinido	Indefinido	Indef. Fomento	1
2012	201210	Octubre	Octubre 2012	Mujeres	30	Maestrazgo	Indefinido	Indefinido	Indef. Ordinario	1
2012	201210	Octubre	Octubre 2012	Hombres	30	Maestrazgo	Temporal	Obra o servicio	Obra o servicio	13
2012	201210	Octubre	Octubre 2012	Mujeres	30	Maestrazgo	Temporal	Obra o servicio	Obra o servicio	12
2012	201210	Octubre	Octubre 2012	Hombres	30	Maestrazgo	Temporal	Eventual por circunstancias de la producción	Eventual producción	4
2012	201210	Octubre	Octubre 2012	Mujeres	30	Maestrazgo	Temporal	Eventual por circunstancias de la producción	Eventual producción	8
2012	201210	Octubre	Octubre 2012	Hombres	30	Maestrazgo	Temporal	Interinidad	Interinidad	1
2012	201210	Octubre	Octubre 2012	Mujeres	30	Maestrazgo	Temporal	Interinidad	Interinidad	6
2012	201210	Octubre	Octubre 2012	Hombres	31	Sierra de Albarracín	Indefinido	Indefinido	Indef. Fomento	1
2012	201210	Octubre	Octubre 2012	Hombres	31	Sierra de Albarracín	Indefinido	Indefinido	Indef. Ordinario	2
2012	201210	Octubre	Octubre 2012	Mujeres	31	Sierra de Albarracín	Indefinido	Indefinido	Indef. Ordinario	6
2012	201210	Octubre	Octubre 2012	Hombres	31	Sierra de Albarracín	Temporal	Obra o servicio	Obra o servicio	15
2012	201210	Octubre	Octubre 2012	Mujeres	31	Sierra de Albarracín	Temporal	Obra o servicio	Obra o servicio	4
2012	201210	Octubre	Octubre 2012	Hombres	31	Sierra de Albarracín	Temporal	Eventual por circunstancias de la producción	Eventual producción	13
2012	201210	Octubre	Octubre 2012	Mujeres	31	Sierra de Albarracín	Temporal	Eventual por circunstancias de la producción	Eventual producción	15
2012	201210	Octubre	Octubre 2012	Mujeres	31	Sierra de Albarracín	Temporal	Ligados a la formación	Formación	2
2012	201210	Octubre	Octubre 2012	Hombres	32	Gúdar-Javalambre	Indefinido	Indefinido	Indef. Fomento	4
2012	201210	Octubre	Octubre 2012	Hombres	32	Gúdar-Javalambre	Indefinido	Indefinido	Indef. Ordinario	9
2012	201210	Octubre	Octubre 2012	Mujeres	32	Gúdar-Javalambre	Indefinido	Indefinido	Indef. Fomento	4
2012	201210	Octubre	Octubre 2012	Mujeres	32	Gúdar-Javalambre	Indefinido	Indefinido	Indef. Ordinario	3
2012	201210	Octubre	Octubre 2012	Hombres	32	Gúdar-Javalambre	Indefinido	Discapacitados	Minusválidos	1
2012	201210	Octubre	Octubre 2012	Hombres	32	Gúdar-Javalambre	Temporal	Obra o servicio	Obra o servicio	26
2012	201210	Octubre	Octubre 2012	Mujeres	32	Gúdar-Javalambre	Temporal	Obra o servicio	Obra o servicio	9
2012	201210	Octubre	Octubre 2012	Hombres	32	Gúdar-Javalambre	Temporal	Eventual por circunstancias de la producción	Eventual producción	33
2012	201210	Octubre	Octubre 2012	Mujeres	32	Gúdar-Javalambre	Temporal	Eventual por circunstancias de la producción	Eventual producción	30
2012	201210	Octubre	Octubre 2012	Hombres	32	Gúdar-Javalambre	Temporal	Interinidad	Interinidad	1
2012	201210	Octubre	Octubre 2012	Mujeres	32	Gúdar-Javalambre	Temporal	Interinidad	Interinidad	2
2012	201210	Octubre	Octubre 2012	Hombres	33	Matarraña / Matarranya	Indefinido	Indefinido	Indef. Fomento	3
2012	201210	Octubre	Octubre 2012	Hombres	33	Matarraña / Matarranya	Indefinido	Indefinido	Indef. Ordinario	2
2012	201210	Octubre	Octubre 2012	Mujeres	33	Matarraña / Matarranya	Indefinido	Indefinido	Indef. Fomento	1
2012	201210	Octubre	Octubre 2012	Mujeres	33	Matarraña / Matarranya	Indefinido	Indefinido	Indef. Ordinario	2
2012	201210	Octubre	Octubre 2012	Hombres	33	Matarraña / Matarranya	Temporal	Obra o servicio	Obra o servicio	51
2012	201210	Octubre	Octubre 2012	Mujeres	33	Matarraña / Matarranya	Temporal	Obra o servicio	Obra o servicio	36
2012	201210	Octubre	Octubre 2012	Hombres	33	Matarraña / Matarranya	Temporal	Eventual por circunstancias de la producción	Eventual producción	21
2012	201210	Octubre	Octubre 2012	Mujeres	33	Matarraña / Matarranya	Temporal	Eventual por circunstancias de la producción	Eventual producción	18
2012	201210	Octubre	Octubre 2012	Hombres	33	Matarraña / Matarranya	Temporal	Interinidad	Interinidad	1
2012	201210	Octubre	Octubre 2012	Mujeres	33	Matarraña / Matarranya	Temporal	Interinidad	Interinidad	15
2012	201210	Octubre	Octubre 2012	Hombres	33	Matarraña / Matarranya	Temporal	Ligados a la formación	Formación	2
2012	201209	Septiembre	Septiembre 2012	Hombres	01	La Jacetania	Indefinido	Indefinido	Indef. Fomento	3
2012	201209	Septiembre	Septiembre 2012	Hombres	01	La Jacetania	Indefinido	Indefinido	Indef. Ordinario	1
2012	201209	Septiembre	Septiembre 2012	Mujeres	01	La Jacetania	Indefinido	Indefinido	Indef. Fomento	3
2012	201209	Septiembre	Septiembre 2012	Mujeres	01	La Jacetania	Indefinido	Indefinido	Indef. Ordinario	11
2012	201209	Septiembre	Septiembre 2012	Hombres	01	La Jacetania	Temporal	Obra o servicio	Obra o servicio	32
2012	201209	Septiembre	Septiembre 2012	Mujeres	01	La Jacetania	Temporal	Obra o servicio	Obra o servicio	40
2012	201209	Septiembre	Septiembre 2012	Hombres	01	La Jacetania	Temporal	Eventual por circunstancias de la producción	Eventual producción	74
2012	201209	Septiembre	Septiembre 2012	Mujeres	01	La Jacetania	Temporal	Eventual por circunstancias de la producción	Eventual producción	76
2012	201209	Septiembre	Septiembre 2012	Hombres	01	La Jacetania	Temporal	Interinidad	Interinidad	6
2012	201209	Septiembre	Septiembre 2012	Mujeres	01	La Jacetania	Temporal	Interinidad	Interinidad	44
2012	201209	Septiembre	Septiembre 2012	Hombres	01	La Jacetania	Temporal	Otros	Otros	1
2012	201209	Septiembre	Septiembre 2012	Hombres	02	Alto Gállego	Indefinido	Indefinido	Indef. Fomento	10
2012	201209	Septiembre	Septiembre 2012	Hombres	02	Alto Gállego	Indefinido	Indefinido	Indef. Ordinario	9
2012	201209	Septiembre	Septiembre 2012	Mujeres	02	Alto Gállego	Indefinido	Indefinido	Indef. Fomento	3
2012	201209	Septiembre	Septiembre 2012	Mujeres	02	Alto Gállego	Indefinido	Indefinido	Indef. Ordinario	7
2012	201209	Septiembre	Septiembre 2012	Hombres	02	Alto Gállego	Temporal	Obra o servicio	Obra o servicio	45
2012	201209	Septiembre	Septiembre 2012	Mujeres	02	Alto Gállego	Temporal	Obra o servicio	Obra o servicio	23
2012	201209	Septiembre	Septiembre 2012	Hombres	02	Alto Gállego	Temporal	Eventual por circunstancias de la producción	Eventual producción	90
2012	201209	Septiembre	Septiembre 2012	Mujeres	02	Alto Gállego	Temporal	Eventual por circunstancias de la producción	Eventual producción	79
2012	201209	Septiembre	Septiembre 2012	Hombres	02	Alto Gállego	Temporal	Interinidad	Interinidad	2
2012	201209	Septiembre	Septiembre 2012	Mujeres	02	Alto Gállego	Temporal	Interinidad	Interinidad	8
2012	201209	Septiembre	Septiembre 2012	Hombres	02	Alto Gállego	Temporal	Ligados a la jubilación	Jubilación parcial	4
2012	201209	Septiembre	Septiembre 2012	Hombres	02	Alto Gállego	Temporal	Ligados a la jubilación	Relevo	1
2012	201209	Septiembre	Septiembre 2012	Mujeres	02	Alto Gállego	Temporal	Ligados a la jubilación	Jubilación parcial	1
2012	201209	Septiembre	Septiembre 2012	Hombres	02	Alto Gállego	Temporal	Ligados a la formación	Prácticas	1
2012	201209	Septiembre	Septiembre 2012	Hombres	03	Sobrarbe	Indefinido	Indefinido	Indef. Fomento	7
2012	201209	Septiembre	Septiembre 2012	Hombres	03	Sobrarbe	Indefinido	Indefinido	Indef. Ordinario	2
2012	201209	Septiembre	Septiembre 2012	Mujeres	03	Sobrarbe	Indefinido	Indefinido	Indef. Fomento	7
2012	201209	Septiembre	Septiembre 2012	Mujeres	03	Sobrarbe	Indefinido	Indefinido	Indef. Ordinario	5
2012	201209	Septiembre	Septiembre 2012	Hombres	03	Sobrarbe	Indefinido	Discapacitados	Minusválidos	1
2012	201209	Septiembre	Septiembre 2012	Hombres	03	Sobrarbe	Temporal	Obra o servicio	Obra o servicio	29
2012	201209	Septiembre	Septiembre 2012	Mujeres	03	Sobrarbe	Temporal	Obra o servicio	Obra o servicio	32
2012	201209	Septiembre	Septiembre 2012	Hombres	03	Sobrarbe	Temporal	Eventual por circunstancias de la producción	Eventual producción	50
2012	201209	Septiembre	Septiembre 2012	Mujeres	03	Sobrarbe	Temporal	Eventual por circunstancias de la producción	Eventual producción	31
2012	201209	Septiembre	Septiembre 2012	Hombres	03	Sobrarbe	Temporal	Interinidad	Interinidad	2
2012	201209	Septiembre	Septiembre 2012	Mujeres	03	Sobrarbe	Temporal	Interinidad	Interinidad	9
2012	201209	Septiembre	Septiembre 2012	Hombres	04	La Ribagorza	Indefinido	Indefinido	Indef. Fomento	6
2012	201209	Septiembre	Septiembre 2012	Hombres	04	La Ribagorza	Indefinido	Indefinido	Indef. Ordinario	5
2012	201209	Septiembre	Septiembre 2012	Mujeres	04	La Ribagorza	Indefinido	Indefinido	Indef. Fomento	4
2012	201209	Septiembre	Septiembre 2012	Mujeres	04	La Ribagorza	Indefinido	Indefinido	Indef. Ordinario	6
2012	201209	Septiembre	Septiembre 2012	Hombres	04	La Ribagorza	Temporal	Obra o servicio	Obra o servicio	84
2012	201209	Septiembre	Septiembre 2012	Mujeres	04	La Ribagorza	Temporal	Obra o servicio	Obra o servicio	50
2012	201209	Septiembre	Septiembre 2012	Hombres	04	La Ribagorza	Temporal	Eventual por circunstancias de la producción	Eventual producción	31
2012	201209	Septiembre	Septiembre 2012	Mujeres	04	La Ribagorza	Temporal	Eventual por circunstancias de la producción	Eventual producción	21
2012	201209	Septiembre	Septiembre 2012	Hombres	04	La Ribagorza	Temporal	Interinidad	Interinidad	5
2012	201209	Septiembre	Septiembre 2012	Mujeres	04	La Ribagorza	Temporal	Interinidad	Interinidad	13
2012	201209	Septiembre	Septiembre 2012	Hombres	05	Cinco Villas	Indefinido	Indefinido	Indef. Fomento	13
2012	201209	Septiembre	Septiembre 2012	Hombres	05	Cinco Villas	Indefinido	Indefinido	Indef. Ordinario	4
2012	201209	Septiembre	Septiembre 2012	Mujeres	05	Cinco Villas	Indefinido	Indefinido	Indef. Fomento	8
2012	201209	Septiembre	Septiembre 2012	Mujeres	05	Cinco Villas	Indefinido	Indefinido	Indef. Ordinario	14
2012	201209	Septiembre	Septiembre 2012	Hombres	05	Cinco Villas	Indefinido	Discapacitados	Minusválidos	2
2012	201209	Septiembre	Septiembre 2012	Hombres	05	Cinco Villas	Temporal	Obra o servicio	Obra o servicio	153
2012	201209	Septiembre	Septiembre 2012	Mujeres	05	Cinco Villas	Temporal	Obra o servicio	Obra o servicio	59
2012	201209	Septiembre	Septiembre 2012	Hombres	05	Cinco Villas	Temporal	Eventual por circunstancias de la producción	Eventual producción	206
2012	201209	Septiembre	Septiembre 2012	Mujeres	05	Cinco Villas	Temporal	Eventual por circunstancias de la producción	Eventual producción	103
2012	201209	Septiembre	Septiembre 2012	Hombres	05	Cinco Villas	Temporal	Interinidad	Interinidad	7
2012	201209	Septiembre	Septiembre 2012	Mujeres	05	Cinco Villas	Temporal	Interinidad	Interinidad	36
2012	201209	Septiembre	Septiembre 2012	Hombres	05	Cinco Villas	Temporal	Ligados a la jubilación	Jubilación parcial	1
2012	201209	Septiembre	Septiembre 2012	Hombres	05	Cinco Villas	Temporal	Ligados a la jubilación	Relevo	1
2012	201209	Septiembre	Septiembre 2012	Hombres	05	Cinco Villas	Temporal	Ligados a la formación	Prácticas	2
2012	201209	Septiembre	Septiembre 2012	Hombres	06	Hoya de Huesca / Plana de Uesca	Indefinido	Indefinido	Indef. Fomento	28
2012	201209	Septiembre	Septiembre 2012	Hombres	06	Hoya de Huesca / Plana de Uesca	Indefinido	Indefinido	Indef. Ordinario	32
2012	201209	Septiembre	Septiembre 2012	Mujeres	06	Hoya de Huesca / Plana de Uesca	Indefinido	Indefinido	Indef. Fomento	51
2012	201209	Septiembre	Septiembre 2012	Mujeres	06	Hoya de Huesca / Plana de Uesca	Indefinido	Indefinido	Indef. Ordinario	90
2012	201209	Septiembre	Septiembre 2012	Hombres	06	Hoya de Huesca / Plana de Uesca	Indefinido	Discapacitados	Minusválidos	2
2012	201209	Septiembre	Septiembre 2012	Hombres	06	Hoya de Huesca / Plana de Uesca	Temporal	Obra o servicio	Obra o servicio	256
2012	201209	Septiembre	Septiembre 2012	Mujeres	06	Hoya de Huesca / Plana de Uesca	Temporal	Obra o servicio	Obra o servicio	180
2012	201209	Septiembre	Septiembre 2012	Hombres	06	Hoya de Huesca / Plana de Uesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	311
