Año	Mes (código)	Mes nombre	Mes y año	Sexo	Comarca código	Comarca nombre	Temporalidad	Modalidad	Grupo de tipo de contrato	Número de contratos
2018	201809	Septiembre	Septiembre 2018	Hombres	06	Hoya de Huesca / Plana de Uesca	Temporal	Ligados a la jubilación	Relevo	4
2018	201809	Septiembre	Septiembre 2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	Temporal	Ligados a la jubilación	Jubilación parcial	8
2018	201809	Septiembre	Septiembre 2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	Temporal	Ligados a la jubilación	Relevo	4
2018	201809	Septiembre	Septiembre 2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	Temporal	Ligados a la jubilación	Sust. Jubilación	1
2018	201809	Septiembre	Septiembre 2018	Hombres	06	Hoya de Huesca / Plana de Uesca	Temporal	Ligados a la formación	Formación	14
2018	201809	Septiembre	Septiembre 2018	Hombres	06	Hoya de Huesca / Plana de Uesca	Temporal	Ligados a la formación	Prácticas	23
2018	201809	Septiembre	Septiembre 2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	Temporal	Ligados a la formación	Formación	2
2018	201809	Septiembre	Septiembre 2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	Temporal	Ligados a la formación	Prácticas	5
2018	201809	Septiembre	Septiembre 2018	Hombres	06	Hoya de Huesca / Plana de Uesca	Temporal	Otros	Otros	2
2018	201809	Septiembre	Septiembre 2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	Temporal	Otros	Temp. Inserción	5
2018	201809	Septiembre	Septiembre 2018	Hombres	07	Somontano de Barbastro	Indefinido	Indefinido	Indef. Fomento	25
2018	201809	Septiembre	Septiembre 2018	Hombres	07	Somontano de Barbastro	Indefinido	Indefinido	Indef. Ordinario	23
2018	201809	Septiembre	Septiembre 2018	Mujeres	07	Somontano de Barbastro	Indefinido	Indefinido	Indef. Fomento	15
2018	201809	Septiembre	Septiembre 2018	Mujeres	07	Somontano de Barbastro	Indefinido	Indefinido	Indef. Ordinario	18
2018	201809	Septiembre	Septiembre 2018	Mujeres	07	Somontano de Barbastro	Indefinido	Discapacitados	Minusválidos	1
2018	201809	Septiembre	Septiembre 2018	Hombres	07	Somontano de Barbastro	Temporal	Obra o servicio	Obra o servicio	93
2018	201809	Septiembre	Septiembre 2018	Mujeres	07	Somontano de Barbastro	Temporal	Obra o servicio	Obra o servicio	68
2018	201809	Septiembre	Septiembre 2018	Hombres	07	Somontano de Barbastro	Temporal	Eventual por circunstancias de la producción	Eventual producción	134
2018	201809	Septiembre	Septiembre 2018	Mujeres	07	Somontano de Barbastro	Temporal	Eventual por circunstancias de la producción	Eventual producción	128
2018	201809	Septiembre	Septiembre 2018	Hombres	07	Somontano de Barbastro	Temporal	Interinidad	Interinidad	16
2018	201809	Septiembre	Septiembre 2018	Mujeres	07	Somontano de Barbastro	Temporal	Interinidad	Interinidad	36
2018	201809	Septiembre	Septiembre 2018	Hombres	07	Somontano de Barbastro	Temporal	Ligados a la jubilación	Jubilación parcial	3
2018	201809	Septiembre	Septiembre 2018	Hombres	07	Somontano de Barbastro	Temporal	Ligados a la jubilación	Relevo	1
2018	201809	Septiembre	Septiembre 2018	Hombres	07	Somontano de Barbastro	Temporal	Ligados a la formación	Formación	1
2018	201809	Septiembre	Septiembre 2018	Hombres	07	Somontano de Barbastro	Temporal	Ligados a la formación	Prácticas	2
2018	201809	Septiembre	Septiembre 2018	Mujeres	07	Somontano de Barbastro	Temporal	Ligados a la formación	Formación	1
2018	201809	Septiembre	Septiembre 2018	Mujeres	07	Somontano de Barbastro	Temporal	Ligados a la formación	Prácticas	1
2018	201809	Septiembre	Septiembre 2018	Hombres	08	Cinca Medio	Indefinido	Indefinido	Indef. Fomento	44
2018	201809	Septiembre	Septiembre 2018	Hombres	08	Cinca Medio	Indefinido	Indefinido	Indef. Ordinario	31
2018	201809	Septiembre	Septiembre 2018	Mujeres	08	Cinca Medio	Indefinido	Indefinido	Indef. Fomento	16
2018	201809	Septiembre	Septiembre 2018	Mujeres	08	Cinca Medio	Indefinido	Indefinido	Indef. Ordinario	18
2018	201809	Septiembre	Septiembre 2018	Hombres	08	Cinca Medio	Temporal	Obra o servicio	Obra o servicio	245
2018	201809	Septiembre	Septiembre 2018	Mujeres	08	Cinca Medio	Temporal	Obra o servicio	Obra o servicio	135
2018	201809	Septiembre	Septiembre 2018	Hombres	08	Cinca Medio	Temporal	Eventual por circunstancias de la producción	Eventual producción	273
2018	201809	Septiembre	Septiembre 2018	Mujeres	08	Cinca Medio	Temporal	Eventual por circunstancias de la producción	Eventual producción	252
2018	201809	Septiembre	Septiembre 2018	Hombres	08	Cinca Medio	Temporal	Interinidad	Interinidad	10
2018	201809	Septiembre	Septiembre 2018	Mujeres	08	Cinca Medio	Temporal	Interinidad	Interinidad	31
2018	201809	Septiembre	Septiembre 2018	Hombres	08	Cinca Medio	Temporal	Ligados a la jubilación	Jubilación parcial	2
2018	201809	Septiembre	Septiembre 2018	Mujeres	08	Cinca Medio	Temporal	Ligados a la jubilación	Jubilación parcial	1
2018	201809	Septiembre	Septiembre 2018	Hombres	08	Cinca Medio	Temporal	Ligados a la formación	Formación	2
2018	201809	Septiembre	Septiembre 2018	Hombres	08	Cinca Medio	Temporal	Ligados a la formación	Prácticas	3
2018	201809	Septiembre	Septiembre 2018	Mujeres	08	Cinca Medio	Temporal	Ligados a la formación	Prácticas	1
2018	201809	Septiembre	Septiembre 2018	Hombres	08	Cinca Medio	Temporal	Otros	Otros	1
2018	201809	Septiembre	Septiembre 2018	Hombres	09	La Litera / La Llitera	Indefinido	Indefinido	Indef. Fomento	23
2018	201809	Septiembre	Septiembre 2018	Hombres	09	La Litera / La Llitera	Indefinido	Indefinido	Indef. Ordinario	28
2018	201809	Septiembre	Septiembre 2018	Mujeres	09	La Litera / La Llitera	Indefinido	Indefinido	Indef. Fomento	17
2018	201809	Septiembre	Septiembre 2018	Mujeres	09	La Litera / La Llitera	Indefinido	Indefinido	Indef. Ordinario	22
2018	201809	Septiembre	Septiembre 2018	Hombres	09	La Litera / La Llitera	Indefinido	Discapacitados	Minusválidos	3
2018	201809	Septiembre	Septiembre 2018	Hombres	09	La Litera / La Llitera	Temporal	Obra o servicio	Obra o servicio	280
2018	201809	Septiembre	Septiembre 2018	Mujeres	09	La Litera / La Llitera	Temporal	Obra o servicio	Obra o servicio	69
2018	201809	Septiembre	Septiembre 2018	Hombres	09	La Litera / La Llitera	Temporal	Eventual por circunstancias de la producción	Eventual producción	317
2018	201809	Septiembre	Septiembre 2018	Mujeres	09	La Litera / La Llitera	Temporal	Eventual por circunstancias de la producción	Eventual producción	180
2018	201809	Septiembre	Septiembre 2018	Hombres	09	La Litera / La Llitera	Temporal	Interinidad	Interinidad	15
2018	201809	Septiembre	Septiembre 2018	Mujeres	09	La Litera / La Llitera	Temporal	Interinidad	Interinidad	38
2018	201809	Septiembre	Septiembre 2018	Hombres	09	La Litera / La Llitera	Temporal	Ligados a la jubilación	Jubilación parcial	1
2018	201809	Septiembre	Septiembre 2018	Hombres	09	La Litera / La Llitera	Temporal	Ligados a la jubilación	Relevo	1
2018	201809	Septiembre	Septiembre 2018	Hombres	09	La Litera / La Llitera	Temporal	Ligados a la formación	Formación	1
2018	201809	Septiembre	Septiembre 2018	Mujeres	09	La Litera / La Llitera	Temporal	Ligados a la formación	Formación	2
2018	201809	Septiembre	Septiembre 2018	Mujeres	09	La Litera / La Llitera	Temporal	Ligados a la formación	Prácticas	1
2018	201809	Septiembre	Septiembre 2018	Hombres	09	La Litera / La Llitera	Temporal	Otros	Otros	1
2018	201809	Septiembre	Septiembre 2018	Mujeres	09	La Litera / La Llitera	Temporal	Otros	Otros	2
2018	201809	Septiembre	Septiembre 2018	Hombres	10	Los Monegros	Indefinido	Indefinido	Indef. Fomento	21
2018	201809	Septiembre	Septiembre 2018	Hombres	10	Los Monegros	Indefinido	Indefinido	Indef. Ordinario	22
2018	201809	Septiembre	Septiembre 2018	Mujeres	10	Los Monegros	Indefinido	Indefinido	Indef. Fomento	9
2018	201809	Septiembre	Septiembre 2018	Mujeres	10	Los Monegros	Indefinido	Indefinido	Indef. Ordinario	15
2018	201809	Septiembre	Septiembre 2018	Hombres	10	Los Monegros	Indefinido	Discapacitados	Minusválidos	1
2018	201809	Septiembre	Septiembre 2018	Hombres	10	Los Monegros	Temporal	Obra o servicio	Obra o servicio	168
2018	201809	Septiembre	Septiembre 2018	Mujeres	10	Los Monegros	Temporal	Obra o servicio	Obra o servicio	39
2018	201809	Septiembre	Septiembre 2018	Hombres	10	Los Monegros	Temporal	Eventual por circunstancias de la producción	Eventual producción	62
2018	201809	Septiembre	Septiembre 2018	Mujeres	10	Los Monegros	Temporal	Eventual por circunstancias de la producción	Eventual producción	48
2018	201809	Septiembre	Septiembre 2018	Hombres	10	Los Monegros	Temporal	Interinidad	Interinidad	3
2018	201809	Septiembre	Septiembre 2018	Mujeres	10	Los Monegros	Temporal	Interinidad	Interinidad	55
2018	201809	Septiembre	Septiembre 2018	Hombres	10	Los Monegros	Temporal	Ligados a la jubilación	Jubilación parcial	3
2018	201809	Septiembre	Septiembre 2018	Mujeres	10	Los Monegros	Temporal	Ligados a la formación	Formación	2
2018	201809	Septiembre	Septiembre 2018	Mujeres	10	Los Monegros	Temporal	Ligados a la formación	Prácticas	1
2018	201809	Septiembre	Septiembre 2018	Hombres	11	Bajo Cinca / Baix Cinca	Indefinido	Indefinido	Indef. Fomento	37
2018	201809	Septiembre	Septiembre 2018	Hombres	11	Bajo Cinca / Baix Cinca	Indefinido	Indefinido	Indef. Ordinario	40
2018	201809	Septiembre	Septiembre 2018	Mujeres	11	Bajo Cinca / Baix Cinca	Indefinido	Indefinido	Indef. Fomento	24
2018	201809	Septiembre	Septiembre 2018	Mujeres	11	Bajo Cinca / Baix Cinca	Indefinido	Indefinido	Indef. Ordinario	29
2018	201809	Septiembre	Septiembre 2018	Hombres	11	Bajo Cinca / Baix Cinca	Indefinido	Discapacitados	Minusválidos	2
2018	201809	Septiembre	Septiembre 2018	Hombres	11	Bajo Cinca / Baix Cinca	Temporal	Obra o servicio	Obra o servicio	492
2018	201809	Septiembre	Septiembre 2018	Mujeres	11	Bajo Cinca / Baix Cinca	Temporal	Obra o servicio	Obra o servicio	241
2018	201809	Septiembre	Septiembre 2018	Hombres	11	Bajo Cinca / Baix Cinca	Temporal	Eventual por circunstancias de la producción	Eventual producción	217
2018	201809	Septiembre	Septiembre 2018	Mujeres	11	Bajo Cinca / Baix Cinca	Temporal	Eventual por circunstancias de la producción	Eventual producción	178
2018	201809	Septiembre	Septiembre 2018	Hombres	11	Bajo Cinca / Baix Cinca	Temporal	Interinidad	Interinidad	7
2018	201809	Septiembre	Septiembre 2018	Mujeres	11	Bajo Cinca / Baix Cinca	Temporal	Interinidad	Interinidad	16
2018	201809	Septiembre	Septiembre 2018	Hombres	11	Bajo Cinca / Baix Cinca	Temporal	Discapacitados	Temp. Minusv	1
2018	201809	Septiembre	Septiembre 2018	Mujeres	11	Bajo Cinca / Baix Cinca	Temporal	Discapacitados	Temp. Minusv	1
2018	201809	Septiembre	Septiembre 2018	Hombres	11	Bajo Cinca / Baix Cinca	Temporal	Ligados a la jubilación	Jubilación parcial	3
2018	201809	Septiembre	Septiembre 2018	Mujeres	11	Bajo Cinca / Baix Cinca	Temporal	Ligados a la jubilación	Jubilación parcial	1
2018	201809	Septiembre	Septiembre 2018	Hombres	11	Bajo Cinca / Baix Cinca	Temporal	Ligados a la formación	Prácticas	5
2018	201809	Septiembre	Septiembre 2018	Mujeres	11	Bajo Cinca / Baix Cinca	Temporal	Ligados a la formación	Prácticas	2
2018	201809	Septiembre	Septiembre 2018	Hombres	12	Tarazona y el Moncayo	Indefinido	Indefinido	Indef. Fomento	10
2018	201809	Septiembre	Septiembre 2018	Hombres	12	Tarazona y el Moncayo	Indefinido	Indefinido	Indef. Ordinario	6
2018	201809	Septiembre	Septiembre 2018	Mujeres	12	Tarazona y el Moncayo	Indefinido	Indefinido	Indef. Fomento	15
2018	201809	Septiembre	Septiembre 2018	Mujeres	12	Tarazona y el Moncayo	Indefinido	Indefinido	Indef. Ordinario	5
2018	201809	Septiembre	Septiembre 2018	Hombres	12	Tarazona y el Moncayo	Temporal	Obra o servicio	Obra o servicio	69
2018	201809	Septiembre	Septiembre 2018	Mujeres	12	Tarazona y el Moncayo	Temporal	Obra o servicio	Obra o servicio	40
2018	201809	Septiembre	Septiembre 2018	Hombres	12	Tarazona y el Moncayo	Temporal	Eventual por circunstancias de la producción	Eventual producción	414
2018	201809	Septiembre	Septiembre 2018	Mujeres	12	Tarazona y el Moncayo	Temporal	Eventual por circunstancias de la producción	Eventual producción	307
2018	201809	Septiembre	Septiembre 2018	Hombres	12	Tarazona y el Moncayo	Temporal	Interinidad	Interinidad	4
2018	201809	Septiembre	Septiembre 2018	Mujeres	12	Tarazona y el Moncayo	Temporal	Interinidad	Interinidad	22
2018	201809	Septiembre	Septiembre 2018	Hombres	12	Tarazona y el Moncayo	Temporal	Ligados a la jubilación	Jubilación parcial	2
2018	201809	Septiembre	Septiembre 2018	Hombres	12	Tarazona y el Moncayo	Temporal	Ligados a la formación	Formación	2
2018	201809	Septiembre	Septiembre 2018	Hombres	12	Tarazona y el Moncayo	Temporal	Ligados a la formación	Prácticas	1
2018	201809	Septiembre	Septiembre 2018	Mujeres	12	Tarazona y el Moncayo	Temporal	Ligados a la formación	Formación	2
2018	201809	Septiembre	Septiembre 2018	Mujeres	12	Tarazona y el Moncayo	Temporal	Ligados a la formación	Prácticas	3
2018	201809	Septiembre	Septiembre 2018	Hombres	13	Campo de Borja	Indefinido	Indefinido	Indef. Fomento	25
2018	201809	Septiembre	Septiembre 2018	Hombres	13	Campo de Borja	Indefinido	Indefinido	Indef. Ordinario	6
2018	201809	Septiembre	Septiembre 2018	Mujeres	13	Campo de Borja	Indefinido	Indefinido	Indef. Fomento	19
2018	201809	Septiembre	Septiembre 2018	Mujeres	13	Campo de Borja	Indefinido	Indefinido	Indef. Ordinario	4
2018	201809	Septiembre	Septiembre 2018	Hombres	13	Campo de Borja	Temporal	Obra o servicio	Obra o servicio	133
2018	201809	Septiembre	Septiembre 2018	Mujeres	13	Campo de Borja	Temporal	Obra o servicio	Obra o servicio	58
2018	201809	Septiembre	Septiembre 2018	Hombres	13	Campo de Borja	Temporal	Eventual por circunstancias de la producción	Eventual producción	181
2018	201809	Septiembre	Septiembre 2018	Mujeres	13	Campo de Borja	Temporal	Eventual por circunstancias de la producción	Eventual producción	174
2018	201809	Septiembre	Septiembre 2018	Hombres	13	Campo de Borja	Temporal	Interinidad	Interinidad	8
2018	201809	Septiembre	Septiembre 2018	Mujeres	13	Campo de Borja	Temporal	Interinidad	Interinidad	35
2018	201809	Septiembre	Septiembre 2018	Hombres	13	Campo de Borja	Temporal	Ligados a la jubilación	Jubilación parcial	1
2018	201809	Septiembre	Septiembre 2018	Hombres	13	Campo de Borja	Temporal	Otros	Otros	1
2018	201809	Septiembre	Septiembre 2018	Hombres	14	Aranda	Indefinido	Indefinido	Indef. Fomento	4
2018	201809	Septiembre	Septiembre 2018	Hombres	14	Aranda	Indefinido	Indefinido	Indef. Ordinario	1
2018	201809	Septiembre	Septiembre 2018	Mujeres	14	Aranda	Indefinido	Indefinido	Indef. Fomento	9
2018	201809	Septiembre	Septiembre 2018	Mujeres	14	Aranda	Indefinido	Indefinido	Indef. Ordinario	8
2018	201809	Septiembre	Septiembre 2018	Hombres	14	Aranda	Temporal	Obra o servicio	Obra o servicio	64
2018	201809	Septiembre	Septiembre 2018	Mujeres	14	Aranda	Temporal	Obra o servicio	Obra o servicio	56
2018	201809	Septiembre	Septiembre 2018	Hombres	14	Aranda	Temporal	Eventual por circunstancias de la producción	Eventual producción	3
2018	201809	Septiembre	Septiembre 2018	Mujeres	14	Aranda	Temporal	Eventual por circunstancias de la producción	Eventual producción	9
2018	201809	Septiembre	Septiembre 2018	Hombres	14	Aranda	Temporal	Interinidad	Interinidad	2
2018	201809	Septiembre	Septiembre 2018	Mujeres	14	Aranda	Temporal	Interinidad	Interinidad	4
2018	201809	Septiembre	Septiembre 2018	Hombres	15	Ribera Alta del Ebro	Indefinido	Indefinido	Indef. Fomento	64
2018	201809	Septiembre	Septiembre 2018	Hombres	15	Ribera Alta del Ebro	Indefinido	Indefinido	Indef. Ordinario	79
2018	201809	Septiembre	Septiembre 2018	Mujeres	15	Ribera Alta del Ebro	Indefinido	Indefinido	Indef. Fomento	41
2018	201809	Septiembre	Septiembre 2018	Mujeres	15	Ribera Alta del Ebro	Indefinido	Indefinido	Indef. Ordinario	39
2018	201809	Septiembre	Septiembre 2018	Hombres	15	Ribera Alta del Ebro	Indefinido	Discapacitados	Minusválidos	1
2018	201809	Septiembre	Septiembre 2018	Mujeres	15	Ribera Alta del Ebro	Indefinido	Discapacitados	Minusválidos	1
2018	201809	Septiembre	Septiembre 2018	Hombres	15	Ribera Alta del Ebro	Temporal	Obra o servicio	Obra o servicio	486
2018	201809	Septiembre	Septiembre 2018	Mujeres	15	Ribera Alta del Ebro	Temporal	Obra o servicio	Obra o servicio	91
2018	201809	Septiembre	Septiembre 2018	Hombres	15	Ribera Alta del Ebro	Temporal	Eventual por circunstancias de la producción	Eventual producción	891
2018	201809	Septiembre	Septiembre 2018	Mujeres	15	Ribera Alta del Ebro	Temporal	Eventual por circunstancias de la producción	Eventual producción	586
2018	201809	Septiembre	Septiembre 2018	Hombres	15	Ribera Alta del Ebro	Temporal	Interinidad	Interinidad	12
2018	201809	Septiembre	Septiembre 2018	Mujeres	15	Ribera Alta del Ebro	Temporal	Interinidad	Interinidad	56
2018	201809	Septiembre	Septiembre 2018	Hombres	15	Ribera Alta del Ebro	Temporal	Discapacitados	Temp. Minusv	3
2018	201809	Septiembre	Septiembre 2018	Mujeres	15	Ribera Alta del Ebro	Temporal	Discapacitados	Temp. Minusv	1
2018	201809	Septiembre	Septiembre 2018	Hombres	15	Ribera Alta del Ebro	Temporal	Ligados a la jubilación	Jubilación parcial	41
2018	201809	Septiembre	Septiembre 2018	Hombres	15	Ribera Alta del Ebro	Temporal	Ligados a la jubilación	Relevo	32
2018	201809	Septiembre	Septiembre 2018	Mujeres	15	Ribera Alta del Ebro	Temporal	Ligados a la jubilación	Jubilación parcial	3
2018	201809	Septiembre	Septiembre 2018	Mujeres	15	Ribera Alta del Ebro	Temporal	Ligados a la jubilación	Relevo	14
2018	201809	Septiembre	Septiembre 2018	Hombres	15	Ribera Alta del Ebro	Temporal	Ligados a la formación	Formación	2
2018	201809	Septiembre	Septiembre 2018	Hombres	15	Ribera Alta del Ebro	Temporal	Ligados a la formación	Prácticas	2
2018	201809	Septiembre	Septiembre 2018	Mujeres	15	Ribera Alta del Ebro	Temporal	Ligados a la formación	Prácticas	1
2018	201809	Septiembre	Septiembre 2018	Hombres	16	Valdejalón	Indefinido	Indefinido	Indef. Fomento	42
2018	201809	Septiembre	Septiembre 2018	Hombres	16	Valdejalón	Indefinido	Indefinido	Indef. Ordinario	47
2018	201809	Septiembre	Septiembre 2018	Mujeres	16	Valdejalón	Indefinido	Indefinido	Indef. Fomento	30
2018	201809	Septiembre	Septiembre 2018	Mujeres	16	Valdejalón	Indefinido	Indefinido	Indef. Ordinario	27
2018	201809	Septiembre	Septiembre 2018	Hombres	16	Valdejalón	Temporal	Obra o servicio	Obra o servicio	1294
2018	201809	Septiembre	Septiembre 2018	Mujeres	16	Valdejalón	Temporal	Obra o servicio	Obra o servicio	565
2018	201809	Septiembre	Septiembre 2018	Hombres	16	Valdejalón	Temporal	Eventual por circunstancias de la producción	Eventual producción	827
2018	201809	Septiembre	Septiembre 2018	Mujeres	16	Valdejalón	Temporal	Eventual por circunstancias de la producción	Eventual producción	555
2018	201809	Septiembre	Septiembre 2018	Hombres	16	Valdejalón	Temporal	Interinidad	Interinidad	9
2018	201809	Septiembre	Septiembre 2018	Mujeres	16	Valdejalón	Temporal	Interinidad	Interinidad	31
2018	201809	Septiembre	Septiembre 2018	Hombres	16	Valdejalón	Temporal	Ligados a la jubilación	Jubilación parcial	4
2018	201809	Septiembre	Septiembre 2018	Hombres	16	Valdejalón	Temporal	Ligados a la jubilación	Relevo	1
2018	201809	Septiembre	Septiembre 2018	Mujeres	16	Valdejalón	Temporal	Ligados a la jubilación	Jubilación parcial	3
2018	201809	Septiembre	Septiembre 2018	Mujeres	16	Valdejalón	Temporal	Ligados a la jubilación	Relevo	1
2018	201809	Septiembre	Septiembre 2018	Hombres	16	Valdejalón	Temporal	Ligados a la formación	Formación	3
2018	201809	Septiembre	Septiembre 2018	Hombres	16	Valdejalón	Temporal	Ligados a la formación	Prácticas	3
2018	201809	Septiembre	Septiembre 2018	Mujeres	16	Valdejalón	Temporal	Ligados a la formación	Formación	1
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Indefinido	Indefinido	Indef. Fomento	821
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Indefinido	Indefinido	Indef. Ordinario	1212
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Indefinido	Indefinido	Indef. Fomento	782
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Indefinido	Indefinido	Indef. Ordinario	1382
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Indefinido	Discapacitados	Minusválidos	13
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Indefinido	Discapacitados	Minusválidos	20
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Temporal	Obra o servicio	Obra o servicio	5329
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Temporal	Obra o servicio	Obra o servicio	4751
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Temporal	Eventual por circunstancias de la producción	Eventual producción	7464
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Temporal	Eventual por circunstancias de la producción	Eventual producción	7253
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Temporal	Interinidad	Interinidad	629
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Temporal	Interinidad	Interinidad	1956
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Temporal	Discapacitados	Temp. Minusv	25
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Temporal	Discapacitados	Temp. Minusv	16
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Temporal	Ligados a la jubilación	Jubilación parcial	61
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Temporal	Ligados a la jubilación	Relevo	13
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Temporal	Ligados a la jubilación	Sust. Jubilación	2
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Temporal	Ligados a la jubilación	Jubilación parcial	44
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Temporal	Ligados a la jubilación	Relevo	37
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Temporal	Ligados a la jubilación	Sust. Jubilación	1
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Temporal	Ligados a la formación	Formación	117
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Temporal	Ligados a la formación	Prácticas	84
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Temporal	Ligados a la formación	Formación	41
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Temporal	Ligados a la formación	Prácticas	103
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Temporal	Otros	Otros	70
2018	201809	Septiembre	Septiembre 2018	Hombres	17	Central	Temporal	Otros	Temp. Inserción	6
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Temporal	Otros	Otros	14
2018	201809	Septiembre	Septiembre 2018	Mujeres	17	Central	Temporal	Otros	Temp. Inserción	10
2018	201809	Septiembre	Septiembre 2018	Hombres	18	Ribera Baja del Ebro	Indefinido	Indefinido	Indef. Fomento	8
2018	201809	Septiembre	Septiembre 2018	Hombres	18	Ribera Baja del Ebro	Indefinido	Indefinido	Indef. Ordinario	21
2018	201809	Septiembre	Septiembre 2018	Mujeres	18	Ribera Baja del Ebro	Indefinido	Indefinido	Indef. Fomento	4
2018	201809	Septiembre	Septiembre 2018	Mujeres	18	Ribera Baja del Ebro	Indefinido	Indefinido	Indef. Ordinario	5
2018	201809	Septiembre	Septiembre 2018	Hombres	18	Ribera Baja del Ebro	Temporal	Obra o servicio	Obra o servicio	84
2018	201809	Septiembre	Septiembre 2018	Mujeres	18	Ribera Baja del Ebro	Temporal	Obra o servicio	Obra o servicio	97
2018	201809	Septiembre	Septiembre 2018	Hombres	18	Ribera Baja del Ebro	Temporal	Eventual por circunstancias de la producción	Eventual producción	68
2018	201809	Septiembre	Septiembre 2018	Mujeres	18	Ribera Baja del Ebro	Temporal	Eventual por circunstancias de la producción	Eventual producción	86
2018	201809	Septiembre	Septiembre 2018	Hombres	18	Ribera Baja del Ebro	Temporal	Interinidad	Interinidad	1
2018	201809	Septiembre	Septiembre 2018	Mujeres	18	Ribera Baja del Ebro	Temporal	Interinidad	Interinidad	16
2018	201809	Septiembre	Septiembre 2018	Hombres	18	Ribera Baja del Ebro	Temporal	Ligados a la formación	Prácticas	3
2018	201809	Septiembre	Septiembre 2018	Mujeres	18	Ribera Baja del Ebro	Temporal	Ligados a la formación	Prácticas	3
2018	201809	Septiembre	Septiembre 2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Indefinido	Indef. Fomento	10
2018	201809	Septiembre	Septiembre 2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Indefinido	Indef. Ordinario	11
2018	201809	Septiembre	Septiembre 2018	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Indefinido	Indef. Fomento	29
2018	201809	Septiembre	Septiembre 2018	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Indefinido	Indef. Ordinario	13
2018	201809	Septiembre	Septiembre 2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Discapacitados	Minusválidos	1
2018	201809	Septiembre	Septiembre 2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Obra o servicio	Obra o servicio	339
2018	201809	Septiembre	Septiembre 2018	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Obra o servicio	Obra o servicio	110
2018	201809	Septiembre	Septiembre 2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Eventual por circunstancias de la producción	Eventual producción	117
2018	201809	Septiembre	Septiembre 2018	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Eventual por circunstancias de la producción	Eventual producción	68
2018	201809	Septiembre	Septiembre 2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Interinidad	Interinidad	3
2018	201809	Septiembre	Septiembre 2018	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Interinidad	Interinidad	18
2018	201809	Septiembre	Septiembre 2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Ligados a la formación	Prácticas	1
2018	201809	Septiembre	Septiembre 2018	Hombres	20	Comunidad de Calatayud	Indefinido	Indefinido	Indef. Fomento	27
2018	201809	Septiembre	Septiembre 2018	Hombres	20	Comunidad de Calatayud	Indefinido	Indefinido	Indef. Ordinario	26
2018	201809	Septiembre	Septiembre 2018	Mujeres	20	Comunidad de Calatayud	Indefinido	Indefinido	Indef. Fomento	25
