Comarca código	Comarca nombre	Año	Siglas	Votos	Candidatura
22	Campo de Belchite	2015	PCPE	5,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
22	Campo de Belchite	2015	Independientes-FIA	1,0	INDEPENDIENTES POR ARAGÓN
23	Bajo Martín	2015	PP-PAR	1381,0	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS
23	Bajo Martín	2015	PSOE	1168,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
23	Bajo Martín	2015	PODEMOS	508,0	PODEMOS
23	Bajo Martín	2015	C's	474,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
23	Bajo Martín	2015	IU-CHA-UPeC	258,0	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
23	Bajo Martín	2015	UPYD	11,0	UNIÓN PROGRESO Y DEMOCRACIA
23	Bajo Martín	2015	PACMA	7,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
23	Bajo Martín	2015	EB	9,0	ESCAÑOS EN BLANCO
23	Bajo Martín	2015	RECORTES CERO-GRUPO VERDE	6,0	RECORTES CERO-GRUPO VERDE
23	Bajo Martín	2015	PCPE	3,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
24	Campo de Daroca	2015	PP-PAR	1667,0	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS
24	Campo de Daroca	2015	PSOE	805,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
24	Campo de Daroca	2015	PODEMOS	352,0	PODEMOS
24	Campo de Daroca	2015	C's	374,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
24	Campo de Daroca	2015	IU-CHA-UPeC	135,0	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
24	Campo de Daroca	2015	UPYD	19,0	UNIÓN PROGRESO Y DEMOCRACIA
24	Campo de Daroca	2015	PACMA	12,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
24	Campo de Daroca	2015	EB	40,0	ESCAÑOS EN BLANCO
24	Campo de Daroca	2015	VOX	3,0	VOX
24	Campo de Daroca	2015	RECORTES CERO-GRUPO VERDE	6,0	RECORTES CERO-GRUPO VERDE
24	Campo de Daroca	2015	PCPE	5,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
24	Campo de Daroca	2015	Independientes-FIA	3,0	INDEPENDIENTES POR ARAGÓN
25	Jiloca	2015	PP-PAR	3042,0	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS
25	Jiloca	2015	PSOE	1678,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
25	Jiloca	2015	PODEMOS	773,0	PODEMOS
25	Jiloca	2015	C's	927,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
25	Jiloca	2015	IU-CHA-UPeC	235,0	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
25	Jiloca	2015	UPYD	46,0	UNIÓN PROGRESO Y DEMOCRACIA
25	Jiloca	2015	PACMA	18,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
25	Jiloca	2015	EB	25,0	ESCAÑOS EN BLANCO
25	Jiloca	2015	RECORTES CERO-GRUPO VERDE	21,0	RECORTES CERO-GRUPO VERDE
25	Jiloca	2015	PCPE	11,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
26	Cuencas Mineras	2015	PP-PAR	1397,0	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS
26	Cuencas Mineras	2015	PSOE	1916,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
26	Cuencas Mineras	2015	PODEMOS	740,0	PODEMOS
26	Cuencas Mineras	2015	C's	501,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
26	Cuencas Mineras	2015	IU-CHA-UPeC	296,0	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
26	Cuencas Mineras	2015	UPYD	18,0	UNIÓN PROGRESO Y DEMOCRACIA
26	Cuencas Mineras	2015	PACMA	37,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
26	Cuencas Mineras	2015	EB	21,0	ESCAÑOS EN BLANCO
26	Cuencas Mineras	2015	RECORTES CERO-GRUPO VERDE	4,0	RECORTES CERO-GRUPO VERDE
26	Cuencas Mineras	2015	PCPE	12,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
27	Andorra-Sierra de Arcos	2015	PP-PAR	1680,0	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS
27	Andorra-Sierra de Arcos	2015	PSOE	1767,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
27	Andorra-Sierra de Arcos	2015	PODEMOS	1129,0	PODEMOS
27	Andorra-Sierra de Arcos	2015	C's	725,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
27	Andorra-Sierra de Arcos	2015	IU-CHA-UPeC	547,0	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
27	Andorra-Sierra de Arcos	2015	UPYD	30,0	UNIÓN PROGRESO Y DEMOCRACIA
27	Andorra-Sierra de Arcos	2015	PACMA	28,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
27	Andorra-Sierra de Arcos	2015	EB	21,0	ESCAÑOS EN BLANCO
27	Andorra-Sierra de Arcos	2015	RECORTES CERO-GRUPO VERDE	5,0	RECORTES CERO-GRUPO VERDE
27	Andorra-Sierra de Arcos	2015	PCPE	9,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
28	Bajo Aragón	2015	PP-PAR	5485,0	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS
28	Bajo Aragón	2015	PSOE	3986,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
28	Bajo Aragón	2015	PODEMOS	2697,0	PODEMOS
28	Bajo Aragón	2015	C's	2427,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
28	Bajo Aragón	2015	IU-CHA-UPeC	728,0	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
28	Bajo Aragón	2015	UPYD	111,0	UNIÓN PROGRESO Y DEMOCRACIA
28	Bajo Aragón	2015	PACMA	115,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
28	Bajo Aragón	2015	EB	41,0	ESCAÑOS EN BLANCO
28	Bajo Aragón	2015	RECORTES CERO-GRUPO VERDE	20,0	RECORTES CERO-GRUPO VERDE
28	Bajo Aragón	2015	PCPE	27,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
29	Comunidad de Teruel	2015	PP-PAR	9798,0	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS
29	Comunidad de Teruel	2015	PSOE	5838,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
29	Comunidad de Teruel	2015	PODEMOS	3813,0	PODEMOS
29	Comunidad de Teruel	2015	C's	4514,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
29	Comunidad de Teruel	2015	IU-CHA-UPeC	1247,0	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
29	Comunidad de Teruel	2015	UPYD	166,0	UNIÓN PROGRESO Y DEMOCRACIA
29	Comunidad de Teruel	2015	PACMA	132,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
29	Comunidad de Teruel	2015	EB	165,0	ESCAÑOS EN BLANCO
29	Comunidad de Teruel	2015	RECORTES CERO-GRUPO VERDE	59,0	RECORTES CERO-GRUPO VERDE
29	Comunidad de Teruel	2015	PCPE	27,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
30	Maestrazgo	2015	PP-PAR	851,0	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS
30	Maestrazgo	2015	PSOE	433,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
30	Maestrazgo	2015	PODEMOS	289,0	PODEMOS
30	Maestrazgo	2015	C's	241,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
30	Maestrazgo	2015	IU-CHA-UPeC	70,0	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
30	Maestrazgo	2015	UPYD	12,0	UNIÓN PROGRESO Y DEMOCRACIA
30	Maestrazgo	2015	PACMA	7,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
30	Maestrazgo	2015	EB	4,0	ESCAÑOS EN BLANCO
30	Maestrazgo	2015	RECORTES CERO-GRUPO VERDE	7,0	RECORTES CERO-GRUPO VERDE
30	Maestrazgo	2015	PCPE	1,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
31	Sierra de Albarracín	2015	PP-PAR	1062,0	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS
31	Sierra de Albarracín	2015	PSOE	817,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
31	Sierra de Albarracín	2015	PODEMOS	382,0	PODEMOS
31	Sierra de Albarracín	2015	C's	375,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
31	Sierra de Albarracín	2015	IU-CHA-UPeC	132,0	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
31	Sierra de Albarracín	2015	UPYD	16,0	UNIÓN PROGRESO Y DEMOCRACIA
31	Sierra de Albarracín	2015	PACMA	6,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
31	Sierra de Albarracín	2015	EB	5,0	ESCAÑOS EN BLANCO
31	Sierra de Albarracín	2015	RECORTES CERO-GRUPO VERDE	3,0	RECORTES CERO-GRUPO VERDE
31	Sierra de Albarracín	2015	PCPE	5,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
32	Gúdar-Javalambre	2015	PP-PAR	1757,0	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS
32	Gúdar-Javalambre	2015	PSOE	1208,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
32	Gúdar-Javalambre	2015	PODEMOS	640,0	PODEMOS
32	Gúdar-Javalambre	2015	C's	596,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
32	Gúdar-Javalambre	2015	IU-CHA-UPeC	183,0	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
32	Gúdar-Javalambre	2015	UPYD	24,0	UNIÓN PROGRESO Y DEMOCRACIA
32	Gúdar-Javalambre	2015	PACMA	12,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
32	Gúdar-Javalambre	2015	EB	10,0	ESCAÑOS EN BLANCO
32	Gúdar-Javalambre	2015	RECORTES CERO-GRUPO VERDE	6,0	RECORTES CERO-GRUPO VERDE
32	Gúdar-Javalambre	2015	PCPE	7,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
33	Matarraña / Matarranya	2015	PP-PAR	1771,0	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS
33	Matarraña / Matarranya	2015	PSOE	1043,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
33	Matarraña / Matarranya	2015	PODEMOS	835,0	PODEMOS
33	Matarraña / Matarranya	2015	C's	620,0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
33	Matarraña / Matarranya	2015	IU-CHA-UPeC	177,0	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
33	Matarraña / Matarranya	2015	UPYD	15,0	UNIÓN PROGRESO Y DEMOCRACIA
33	Matarraña / Matarranya	2015	PACMA	13,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
33	Matarraña / Matarranya	2015	EB	16,0	ESCAÑOS EN BLANCO
33	Matarraña / Matarranya	2015	RECORTES CERO-GRUPO VERDE	4,0	RECORTES CERO-GRUPO VERDE
33	Matarraña / Matarranya	2015	PCPE	3,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
01	La Jacetania	2011	PP-PAR	4205,0	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
01	La Jacetania	2011	PSOE	3300,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
01	La Jacetania	2011	CHA-IU	1098,0	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
01	La Jacetania	2011	UPyD	497,0	UNIÓN PROGRESO Y DEMOCRACIA
01	La Jacetania	2011	EQUO	136,0	EQUO
01	La Jacetania	2011	PACMA	76,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
01	La Jacetania	2011	Eb	2,0	ESCAÑOS EN BLANCO
01	La Jacetania	2011	PCPE	34,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
01	La Jacetania	2011	PUM+J	20,0	POR UN MUNDO MÁS JUSTO
01	La Jacetania	2011	PIRATA	23,0	PARTIDO PIRATA
01	La Jacetania	2011	UCE	10,0	UNIFICACIÓN COMUNISTA DE ESPAÑA
01	La Jacetania	2011	DeC	2,0	DEMOS EL CAMBIO
01	La Jacetania	2011	PH	1,0	PARTIDO HUMANISTA
01	La Jacetania	2011	P-LIB	3,0	PARTIDO DE LA LIBERTAD INDIVIDUAL
01	La Jacetania	2011	SXT	0,0	SOCIALISTAS POR TERUEL
02	Alto Gállego	2011	PP-PAR	3173,0	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
02	Alto Gállego	2011	PSOE	2576,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
02	Alto Gállego	2011	CHA-IU	734,0	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
02	Alto Gállego	2011	UPyD	279,0	UNIÓN PROGRESO Y DEMOCRACIA
02	Alto Gállego	2011	EQUO	97,0	EQUO
02	Alto Gállego	2011	PACMA	40,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
02	Alto Gállego	2011	Eb	0,0	ESCAÑOS EN BLANCO
02	Alto Gállego	2011	PCPE	19,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
02	Alto Gállego	2011	PUM+J	10,0	POR UN MUNDO MÁS JUSTO
02	Alto Gállego	2011	PIRATA	19,0	PARTIDO PIRATA
02	Alto Gállego	2011	UCE	5,0	UNIFICACIÓN COMUNISTA DE ESPAÑA
02	Alto Gállego	2011	DeC	0,0	DEMOS EL CAMBIO
02	Alto Gállego	2011	PH	0,0	PARTIDO HUMANISTA
02	Alto Gállego	2011	P-LIB	0,0	PARTIDO DE LA LIBERTAD INDIVIDUAL
02	Alto Gállego	2011	SXT	0,0	SOCIALISTAS POR TERUEL
03	Sobrarbe	2011	PP-PAR	1892,0	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
03	Sobrarbe	2011	PSOE	1415,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
03	Sobrarbe	2011	CHA-IU	433,0	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
03	Sobrarbe	2011	UPyD	161,0	UNIÓN PROGRESO Y DEMOCRACIA
03	Sobrarbe	2011	EQUO	56,0	EQUO
03	Sobrarbe	2011	PACMA	12,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
03	Sobrarbe	2011	Eb	0,0	ESCAÑOS EN BLANCO
03	Sobrarbe	2011	PCPE	13,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
03	Sobrarbe	2011	PUM+J	10,0	POR UN MUNDO MÁS JUSTO
03	Sobrarbe	2011	PIRATA	9,0	PARTIDO PIRATA
03	Sobrarbe	2011	UCE	1,0	UNIFICACIÓN COMUNISTA DE ESPAÑA
03	Sobrarbe	2011	DeC	0,0	DEMOS EL CAMBIO
03	Sobrarbe	2011	PH	0,0	PARTIDO HUMANISTA
03	Sobrarbe	2011	P-LIB	0,0	PARTIDO DE LA LIBERTAD INDIVIDUAL
03	Sobrarbe	2011	SXT	0,0	SOCIALISTAS POR TERUEL
04	La Ribagorza	2011	PP-PAR	3327,0	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
04	La Ribagorza	2011	PSOE	2224,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
04	La Ribagorza	2011	CHA-IU	548,0	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
04	La Ribagorza	2011	UPyD	297,0	UNIÓN PROGRESO Y DEMOCRACIA
04	La Ribagorza	2011	EQUO	128,0	EQUO
04	La Ribagorza	2011	PACMA	46,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
04	La Ribagorza	2011	Eb	0,0	ESCAÑOS EN BLANCO
04	La Ribagorza	2011	PCPE	17,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
04	La Ribagorza	2011	PUM+J	17,0	POR UN MUNDO MÁS JUSTO
04	La Ribagorza	2011	PIRATA	25,0	PARTIDO PIRATA
04	La Ribagorza	2011	UCE	6,0	UNIFICACIÓN COMUNISTA DE ESPAÑA
04	La Ribagorza	2011	DeC	0,0	DEMOS EL CAMBIO
04	La Ribagorza	2011	PH	0,0	PARTIDO HUMANISTA
04	La Ribagorza	2011	P-LIB	0,0	PARTIDO DE LA LIBERTAD INDIVIDUAL
04	La Ribagorza	2011	SXT	0,0	SOCIALISTAS POR TERUEL
05	Cinco Villas	2011	PP-PAR	7860,0	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
05	Cinco Villas	2011	PSOE	7345,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
05	Cinco Villas	2011	CHA-IU	1527,0	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
05	Cinco Villas	2011	UPyD	515,0	UNIÓN PROGRESO Y DEMOCRACIA
05	Cinco Villas	2011	EQUO	61,0	EQUO
05	Cinco Villas	2011	PACMA	39,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
05	Cinco Villas	2011	Eb	58,0	ESCAÑOS EN BLANCO
05	Cinco Villas	2011	PCPE	28,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
05	Cinco Villas	2011	PUM+J	19,0	POR UN MUNDO MÁS JUSTO
05	Cinco Villas	2011	PIRATA	0,0	PARTIDO PIRATA
05	Cinco Villas	2011	UCE	6,0	UNIFICACIÓN COMUNISTA DE ESPAÑA
05	Cinco Villas	2011	DeC	8,0	DEMOS EL CAMBIO
05	Cinco Villas	2011	PH	13,0	PARTIDO HUMANISTA
05	Cinco Villas	2011	P-LIB	25,0	PARTIDO DE LA LIBERTAD INDIVIDUAL
05	Cinco Villas	2011	SXT	0,0	SOCIALISTAS POR TERUEL
06	Hoya de Huesca / Plana de Uesca	2011	PP-PAR	17013,0	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
06	Hoya de Huesca / Plana de Uesca	2011	PSOE	11613,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
06	Hoya de Huesca / Plana de Uesca	2011	CHA-IU	3308,0	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
06	Hoya de Huesca / Plana de Uesca	2011	UPyD	2257,0	UNIÓN PROGRESO Y DEMOCRACIA
06	Hoya de Huesca / Plana de Uesca	2011	EQUO	690,0	EQUO
06	Hoya de Huesca / Plana de Uesca	2011	PACMA	141,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
06	Hoya de Huesca / Plana de Uesca	2011	Eb	1,0	ESCAÑOS EN BLANCO
06	Hoya de Huesca / Plana de Uesca	2011	PCPE	86,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
06	Hoya de Huesca / Plana de Uesca	2011	PUM+J	95,0	POR UN MUNDO MÁS JUSTO
06	Hoya de Huesca / Plana de Uesca	2011	PIRATA	114,0	PARTIDO PIRATA
06	Hoya de Huesca / Plana de Uesca	2011	UCE	36,0	UNIFICACIÓN COMUNISTA DE ESPAÑA
06	Hoya de Huesca / Plana de Uesca	2011	DeC	0,0	DEMOS EL CAMBIO
06	Hoya de Huesca / Plana de Uesca	2011	PH	0,0	PARTIDO HUMANISTA
06	Hoya de Huesca / Plana de Uesca	2011	P-LIB	0,0	PARTIDO DE LA LIBERTAD INDIVIDUAL
06	Hoya de Huesca / Plana de Uesca	2011	SXT	0,0	SOCIALISTAS POR TERUEL
07	Somontano de Barbastro	2011	PP-PAR	6873,0	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
07	Somontano de Barbastro	2011	PSOE	4594,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
07	Somontano de Barbastro	2011	CHA-IU	974,0	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
07	Somontano de Barbastro	2011	UPyD	609,0	UNIÓN PROGRESO Y DEMOCRACIA
07	Somontano de Barbastro	2011	EQUO	129,0	EQUO
07	Somontano de Barbastro	2011	PACMA	68,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
07	Somontano de Barbastro	2011	Eb	0,0	ESCAÑOS EN BLANCO
07	Somontano de Barbastro	2011	PCPE	37,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
07	Somontano de Barbastro	2011	PUM+J	32,0	POR UN MUNDO MÁS JUSTO
07	Somontano de Barbastro	2011	PIRATA	53,0	PARTIDO PIRATA
07	Somontano de Barbastro	2011	UCE	11,0	UNIFICACIÓN COMUNISTA DE ESPAÑA
07	Somontano de Barbastro	2011	DeC	0,0	DEMOS EL CAMBIO
07	Somontano de Barbastro	2011	PH	0,0	PARTIDO HUMANISTA
07	Somontano de Barbastro	2011	P-LIB	0,0	PARTIDO DE LA LIBERTAD INDIVIDUAL
07	Somontano de Barbastro	2011	SXT	0,0	SOCIALISTAS POR TERUEL
08	Cinca Medio	2011	PP-PAR	5968,0	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
08	Cinca Medio	2011	PSOE	4432,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
08	Cinca Medio	2011	CHA-IU	1086,0	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
08	Cinca Medio	2011	UPyD	441,0	UNIÓN PROGRESO Y DEMOCRACIA
08	Cinca Medio	2011	EQUO	66,0	EQUO
08	Cinca Medio	2011	PACMA	45,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
08	Cinca Medio	2011	Eb	0,0	ESCAÑOS EN BLANCO
08	Cinca Medio	2011	PCPE	45,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
08	Cinca Medio	2011	PUM+J	22,0	POR UN MUNDO MÁS JUSTO
08	Cinca Medio	2011	PIRATA	44,0	PARTIDO PIRATA
08	Cinca Medio	2011	UCE	10,0	UNIFICACIÓN COMUNISTA DE ESPAÑA
08	Cinca Medio	2011	DeC	0,0	DEMOS EL CAMBIO
08	Cinca Medio	2011	PH	0,0	PARTIDO HUMANISTA
08	Cinca Medio	2011	P-LIB	0,0	PARTIDO DE LA LIBERTAD INDIVIDUAL
08	Cinca Medio	2011	SXT	0,0	SOCIALISTAS POR TERUEL
09	La Litera / La Llitera	2011	PP-PAR	5168,0	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
09	La Litera / La Llitera	2011	PSOE	3448,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
09	La Litera / La Llitera	2011	CHA-IU	612,0	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
09	La Litera / La Llitera	2011	UPyD	291,0	UNIÓN PROGRESO Y DEMOCRACIA
09	La Litera / La Llitera	2011	EQUO	61,0	EQUO
09	La Litera / La Llitera	2011	PACMA	52,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
09	La Litera / La Llitera	2011	Eb	0,0	ESCAÑOS EN BLANCO
09	La Litera / La Llitera	2011	PCPE	31,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
09	La Litera / La Llitera	2011	PUM+J	33,0	POR UN MUNDO MÁS JUSTO
09	La Litera / La Llitera	2011	PIRATA	49,0	PARTIDO PIRATA
09	La Litera / La Llitera	2011	UCE	10,0	UNIFICACIÓN COMUNISTA DE ESPAÑA
09	La Litera / La Llitera	2011	DeC	0,0	DEMOS EL CAMBIO
09	La Litera / La Llitera	2011	PH	0,0	PARTIDO HUMANISTA
09	La Litera / La Llitera	2011	P-LIB	0,0	PARTIDO DE LA LIBERTAD INDIVIDUAL
09	La Litera / La Llitera	2011	SXT	0,0	SOCIALISTAS POR TERUEL
10	Los Monegros	2011	PP-PAR	6414,0	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
10	Los Monegros	2011	PSOE	4368,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
10	Los Monegros	2011	CHA-IU	836,0	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
10	Los Monegros	2011	UPyD	357,0	UNIÓN PROGRESO Y DEMOCRACIA
10	Los Monegros	2011	EQUO	77,0	EQUO
10	Los Monegros	2011	PACMA	28,0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
10	Los Monegros	2011	Eb	11,0	ESCAÑOS EN BLANCO
10	Los Monegros	2011	PCPE	30,0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
10	Los Monegros	2011	PUM+J	19,0	POR UN MUNDO MÁS JUSTO
10	Los Monegros	2011	PIRATA	23,0	PARTIDO PIRATA
10	Los Monegros	2011	UCE	6,0	UNIFICACIÓN COMUNISTA DE ESPAÑA
10	Los Monegros	2011	DeC	2,0	DEMOS EL CAMBIO
10	Los Monegros	2011	PH	1,0	PARTIDO HUMANISTA
10	Los Monegros	2011	P-LIB	1,0	PARTIDO DE LA LIBERTAD INDIVIDUAL
10	Los Monegros	2011	SXT	0,0	SOCIALISTAS POR TERUEL
11	Bajo Cinca / Baix Cinca	2011	PP-PAR	6498,0	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
11	Bajo Cinca / Baix Cinca	2011	PSOE	4062,0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
11	Bajo Cinca / Baix Cinca	2011	CHA-IU	592,0	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
11	Bajo Cinca / Baix Cinca	2011	UPyD	321,0	UNIÓN PROGRESO Y DEMOCRACIA
11	Bajo Cinca / Baix Cinca	2011	EQUO	56,0	EQUO
